"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00637","","","","3","0.92","10","0","1.03","0","1.03","1.95","10","0.103","","0.103","3.333333333","3.333333333","0.343333333","0.306666667","100","52.82051282","15.25925926","15.25925926","13.62962963","28.88888889"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00638","","","","3","1.44","6","8","1.38","0.35","1.73","3.17","14","0.23","0.04375","0.123571429","4.666666667","2","0.576666667","0.48","42.85714286","54.57413249","20.44444444","25.62962963","21.33333333","46.96296296"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00639","","","","3","1.65","7","8","1.53","0.31","1.84","3.49","15","0.218571429","0.03875","0.122666667","5","2.333333333","0.613333333","0.55","46.66666667","52.72206304","22.66666667","27.25925926","24.44444444","51.7037037"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00640","","","","3","1.17","6","8","2.23","0.22","2.45","3.62","14","0.371666667","0.0275","0.175","4.666666667","2","0.816666667","0.39","42.85714286","67.67955801","33.03703704","36.2962963","17.33333333","53.62962963"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00641","","","","3","3.23","2","0","0.62","0","0.62","3.85","2","0.31","","0.31","0.666666667","0.666666667","0.206666667","1.076666667","100","16.1038961","9.185185185","9.185185185","47.85185185","57.03703704"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00642","","","","3","0.87","7","14","1.4","0.36","1.76","2.63","21","0.2","0.025714286","0.083809524","7","2.333333333","0.586666667","0.29","33.33333333","66.92015209","20.74074074","26.07407407","12.88888889","38.96296296"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00643","","","","3","0.87","2","10","0.83","0.64","1.47","2.34","12","0.415","0.064","0.1225","4","0.666666667","0.49","0.29","16.66666667","62.82051282","12.2962963","21.77777778","12.88888889","34.66666667"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00644","","","","3","2.17","2","2","0.36","0.22","0.58","2.75","4","0.18","0.11","0.145","1.333333333","0.666666667","0.193333333","0.723333333","50","21.09090909","5.333333333","8.592592593","32.14814815","40.74074074"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00645","","","","3","0.59","5","6","1.58","0.21","1.79","2.38","11","0.316","0.035","0.162727273","3.666666667","1.666666667","0.596666667","0.196666667","45.45454545","75.21008403","23.40740741","26.51851852","8.740740741","35.25925926"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00646","","","","3","2.02","7","6","2.53","0.25","2.78","4.8","13","0.361428571","0.041666667","0.213846154","4.333333333","2.333333333","0.926666667","0.673333333","53.84615385","57.91666667","37.48148148","41.18518519","29.92592593","71.11111111"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00647","","","","3","1.73","0","2","0","0.08","0.08","1.81","2","","0.04","0.04","0.666666667","0","0.026666667","0.576666667","0","4.419889503","0","1.185185185","25.62962963","26.81481481"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00648","","","","3","1.07","1","6","1.06","0.21","1.27","2.34","7","1.06","0.035","0.181428571","2.333333333","0.333333333","0.423333333","0.356666667","14.28571429","54.27350427","15.7037037","18.81481481","15.85185185","34.66666667"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00649","","","","3","2.45","2","12","0.23","0.3","0.53","2.98","14","0.115","0.025","0.037857143","4.666666667","0.666666667","0.176666667","0.816666667","14.28571429","17.7852349","3.407407407","7.851851852","36.2962963","44.14814815"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00650","","","","3","1.94","2","8","0.49","0.31","0.8","2.74","10","0.245","0.03875","0.08","3.333333333","0.666666667","0.266666667","0.646666667","20","29.19708029","7.259259259","11.85185185","28.74074074","40.59259259"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00651","","","","3","5.1","4","5","1.64","0.19","1.83","6.93","9","0.41","0.038","0.203333333","3","1.333333333","0.61","1.7","44.44444444","26.40692641","24.2962963","27.11111111","75.55555556","102.6666667"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00652","","","","3","2.79","10","4","2.53","0.16","2.69","5.48","14","0.253","0.04","0.192142857","4.666666667","3.333333333","0.896666667","0.93","71.42857143","49.08759124","37.48148148","39.85185185","41.33333333","81.18518519"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00653","","","","3","3.11","5","2","1.5","0.14","1.64","4.75","7","0.3","0.07","0.234285714","2.333333333","1.666666667","0.546666667","1.036666667","71.42857143","34.52631579","22.22222222","24.2962963","46.07407407","70.37037037"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00654","","","","3","3.11","4","20","0.68","0.43","1.11","4.22","24","0.17","0.0215","0.04625","8","1.333333333","0.37","1.036666667","16.66666667","26.30331754","10.07407407","16.44444444","46.07407407","62.51851852"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00655","","","","3","2.25","4","5","1.51","0.19","1.7","3.95","9","0.3775","0.038","0.188888889","3","1.333333333","0.566666667","0.75","44.44444444","43.03797468","22.37037037","25.18518519","33.33333333","58.51851852"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00656","","","","3","1.13","1","1","0.29","0.08","0.37","1.5","2","0.29","0.08","0.185","0.666666667","0.333333333","0.123333333","0.376666667","50","24.66666667","4.296296296","5.481481481","16.74074074","22.22222222"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00657","","","","3","4.01","7","7","1.77","0.21","1.98","5.99","14","0.252857143","0.03","0.141428571","4.666666667","2.333333333","0.66","1.336666667","50","33.05509182","26.22222222","29.33333333","59.40740741","88.74074074"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00658","","","","3","1.31","0","0","0","0","0","1.31","0","","","","0","0","0","0.436666667","","0","0","0","19.40740741","19.40740741"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00659","","","","3","0.07","0","1","0","0.05","0.05","0.12","1","","0.05","0.05","0.333333333","0","0.016666667","0.023333333","0","41.66666667","0","0.740740741","1.037037037","1.777777778"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00660","","","","3","2.28","11","5","2.11","0.16","2.27","4.55","16","0.191818182","0.032","0.141875","5.333333333","3.666666667","0.756666667","0.76","68.75","49.89010989","31.25925926","33.62962963","33.77777778","67.40740741"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00661","","","","3","1.44","12","10","2.39","0.31","2.7","4.14","22","0.199166667","0.031","0.122727273","7.333333333","4","0.9","0.48","54.54545455","65.2173913","35.40740741","40","21.33333333","61.33333333"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00662","","","","3","2.05","5","11","1.31","0.3","1.61","3.66","16","0.262","0.027272727","0.100625","5.333333333","1.666666667","0.536666667","0.683333333","31.25","43.98907104","19.40740741","23.85185185","30.37037037","54.22222222"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00663","","","","3","1.82","7","26","0.77","0.59","1.36","3.18","33","0.11","0.022692308","0.041212121","11","2.333333333","0.453333333","0.606666667","21.21212121","42.7672956","11.40740741","20.14814815","26.96296296","47.11111111"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00664","","","","3","2.8","0","4","0","0.12","0.12","2.92","4","","0.03","0.03","1.333333333","0","0.04","0.933333333","0","4.109589041","0","1.777777778","41.48148148","43.25925926"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00665","","","","3","1.36","3","6","0.35","0.14","0.49","1.85","9","0.116666667","0.023333333","0.054444444","3","1","0.163333333","0.453333333","33.33333333","26.48648649","5.185185185","7.259259259","20.14814815","27.40740741"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00666","","","","3","1.23","1","4","0.15","0.11","0.26","1.49","5","0.15","0.0275","0.052","1.666666667","0.333333333","0.086666667","0.41","20","17.44966443","2.222222222","3.851851852","18.22222222","22.07407407"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00667","","","","3","2.56","6","18","0.91","0.55","1.46","4.02","24","0.151666667","0.030555556","0.060833333","8","2","0.486666667","0.853333333","25","36.31840796","13.48148148","21.62962963","37.92592593","59.55555556"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00668","","","","3","3.36","7","4","1.91","0.11","2.02","5.38","11","0.272857143","0.0275","0.183636364","3.666666667","2.333333333","0.673333333","1.12","63.63636364","37.5464684","28.2962963","29.92592593","49.77777778","79.7037037"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00669","","","","3","1.76","16","10","3.78","0.31","4.09","5.85","26","0.23625","0.031","0.157307692","8.666666667","5.333333333","1.363333333","0.586666667","61.53846154","69.91452991","56","60.59259259","26.07407407","86.66666667"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00670","","","","3","1.93","7","10","0.84","0.25","1.09","3.02","17","0.12","0.025","0.064117647","5.666666667","2.333333333","0.363333333","0.643333333","41.17647059","36.09271523","12.44444444","16.14814815","28.59259259","44.74074074"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00671","","","","3","2.63","14","18","2.14","0.46","2.6","5.23","32","0.152857143","0.025555556","0.08125","10.66666667","4.666666667","0.866666667","0.876666667","43.75","49.71319312","31.7037037","38.51851852","38.96296296","77.48148148"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00672","","","","3","2.66","6","11","1.72","0.23","1.95","4.61","17","0.286666667","0.020909091","0.114705882","5.666666667","2","0.65","0.886666667","35.29411765","42.29934924","25.48148148","28.88888889","39.40740741","68.2962963"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00673","","","","3","1.95","9","10","1.65","0.27","1.92","3.87","19","0.183333333","0.027","0.101052632","6.333333333","3","0.64","0.65","47.36842105","49.6124031","24.44444444","28.44444444","28.88888889","57.33333333"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00674","","","","3","1.11","11","18","1.72","0.52","2.24","3.35","29","0.156363636","0.028888889","0.077241379","9.666666667","3.666666667","0.746666667","0.37","37.93103448","66.86567164","25.48148148","33.18518519","16.44444444","49.62962963"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00675","","","","3","3.49","4","5","1.49","0.15","1.64","5.13","9","0.3725","0.03","0.182222222","3","1.333333333","0.546666667","1.163333333","44.44444444","31.96881092","22.07407407","24.2962963","51.7037037","76"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00676","","","","3","1.91","6","2","1.49","0.16","1.65","3.56","8","0.248333333","0.08","0.20625","2.666666667","2","0.55","0.636666667","75","46.34831461","22.07407407","24.44444444","28.2962963","52.74074074"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00677","","","","3","2.48","2","3","1.09","0.21","1.3","3.78","5","0.545","0.07","0.26","1.666666667","0.666666667","0.433333333","0.826666667","40","34.39153439","16.14814815","19.25925926","36.74074074","56"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00678","","","","3","1.35","5","9","0.49","0.41","0.9","2.25","14","0.098","0.045555556","0.064285714","4.666666667","1.666666667","0.3","0.45","35.71428571","40","7.259259259","13.33333333","20","33.33333333"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00679","","","","3","1.71","2","3","1.3","0.17","1.47","3.18","5","0.65","0.056666667","0.294","1.666666667","0.666666667","0.49","0.57","40","46.22641509","19.25925926","21.77777778","25.33333333","47.11111111"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00680","","","","3","3.17","2","2","0.82","0.12","0.94","4.11","4","0.41","0.06","0.235","1.333333333","0.666666667","0.313333333","1.056666667","50","22.87104623","12.14814815","13.92592593","46.96296296","60.88888889"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00681","","","","3","1.52","10","3","1.47","0.08","1.55","3.07","13","0.147","0.026666667","0.119230769","4.333333333","3.333333333","0.516666667","0.506666667","76.92307692","50.48859935","21.77777778","22.96296296","22.51851852","45.48148148"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00682","","","","3","1.05","14","8","2.02","0.19","2.21","3.26","22","0.144285714","0.02375","0.100454545","7.333333333","4.666666667","0.736666667","0.35","63.63636364","67.79141104","29.92592593","32.74074074","15.55555556","48.2962963"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00683","","","","3","2.43","9","6","1.61","0.18","1.79","4.22","15","0.178888889","0.03","0.119333333","5","3","0.596666667","0.81","60","42.41706161","23.85185185","26.51851852","36","62.51851852"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00684","","","","3","0.89","4","12","0.87","0.37","1.24","2.13","16","0.2175","0.030833333","0.0775","5.333333333","1.333333333","0.413333333","0.296666667","25","58.21596244","12.88888889","18.37037037","13.18518519","31.55555556"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00685","","","","3","0.55","10","12","1.14","0.42","1.56","2.11","22","0.114","0.035","0.070909091","7.333333333","3.333333333","0.52","0.183333333","45.45454545","73.93364929","16.88888889","23.11111111","8.148148148","31.25925926"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00686","","","","3","1.33","9","5","1.91","0.29","2.2","3.53","14","0.212222222","0.058","0.157142857","4.666666667","3","0.733333333","0.443333333","64.28571429","62.32294618","28.2962963","32.59259259","19.7037037","52.2962963"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00687","","","","3","1.08","3","3","1.06","0.17","1.23","2.31","6","0.353333333","0.056666667","0.205","2","1","0.41","0.36","50","53.24675325","15.7037037","18.22222222","16","34.22222222"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00688","","","","3","1.79","6","3","1.51","0.23","1.74","3.53","9","0.251666667","0.076666667","0.193333333","3","2","0.58","0.596666667","66.66666667","49.2917847","22.37037037","25.77777778","26.51851852","52.2962963"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00689","","","","3","1.16","8","9","1.16","0.36","1.52","2.68","17","0.145","0.04","0.089411765","5.666666667","2.666666667","0.506666667","0.386666667","47.05882353","56.71641791","17.18518519","22.51851852","17.18518519","39.7037037"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00690","","","","3","1.26","11","8","1.65","0.34","1.99","3.25","19","0.15","0.0425","0.104736842","6.333333333","3.666666667","0.663333333","0.42","57.89473684","61.23076923","24.44444444","29.48148148","18.66666667","48.14814815"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00691","","","","3","1.09","6","6","1.79","0.35","2.14","3.23","12","0.298333333","0.058333333","0.178333333","4","2","0.713333333","0.363333333","50","66.25386997","26.51851852","31.7037037","16.14814815","47.85185185"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00692","","","","3","1.15","5","0","1.24","0","1.24","2.39","5","0.248","","0.248","1.666666667","1.666666667","0.413333333","0.383333333","100","51.88284519","18.37037037","18.37037037","17.03703704","35.40740741"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00693","","","","3","1.19","5","0","0.91","0","0.91","2.1","5","0.182","","0.182","1.666666667","1.666666667","0.303333333","0.396666667","100","43.33333333","13.48148148","13.48148148","17.62962963","31.11111111"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00694","","","","3","0.76","0","4","0","0.23","0.23","0.99","4","","0.0575","0.0575","1.333333333","0","0.076666667","0.253333333","0","23.23232323","0","3.407407407","11.25925926","14.66666667"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00695","","","","3","0.37","1","0","0.67","0","0.67","1.04","1","0.67","","0.67","0.333333333","0.333333333","0.223333333","0.123333333","100","64.42307692","9.925925926","9.925925926","5.481481481","15.40740741"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00696","","","","3","0.64","2","2","0.28","0.13","0.41","1.05","4","0.14","0.065","0.1025","1.333333333","0.666666667","0.136666667","0.213333333","50","39.04761905","4.148148148","6.074074074","9.481481481","15.55555556"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00697","","","","3","0.4","5","7","1.52","0.29","1.81","2.21","12","0.304","0.041428571","0.150833333","4","1.666666667","0.603333333","0.133333333","41.66666667","81.90045249","22.51851852","26.81481481","5.925925926","32.74074074"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00698","","","","3","5.83","0","9","0","0.19","0.19","6.02","9","","0.021111111","0.021111111","3","0","0.063333333","1.943333333","0","3.156146179","0","2.814814815","86.37037037","89.18518519"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00699","","","","3","2.01","6","4","0.64","0.17","0.81","2.82","10","0.106666667","0.0425","0.081","3.333333333","2","0.27","0.67","60","28.72340426","9.481481481","12","29.77777778","41.77777778"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00700","","","","3","1.47","0","3","0","0.14","0.14","1.61","3","","0.046666667","0.046666667","1","0","0.046666667","0.49","0","8.695652174","0","2.074074074","21.77777778","23.85185185"
