"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00916","","","","3","0","0","0","0","0","0","0","0","","","","0","0","0","0","","","0","0","0","0"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00917","","","","3","1.05","0","0","0","0","0","1.05","0","","","","0","0","0","0.35","","0","0","0","15.55555556","15.55555556"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00918","","","","3","1.33","4","0","0.65","0","0.65","1.98","4","0.1625","","0.1625","1.333333333","1.333333333","0.216666667","0.443333333","100","32.82828283","9.62962963","9.62962963","19.7037037","29.33333333"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00919","","","","3","0.58","3","0","0.36","0","0.36","0.94","3","0.12","","0.12","1","1","0.12","0.193333333","100","38.29787234","5.333333333","5.333333333","8.592592593","13.92592593"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00920","","","","3","0.08","2","8","0.2","0.14","0.34","0.42","10","0.1","0.0175","0.034","3.333333333","0.666666667","0.113333333","0.026666667","20","80.95238095","2.962962963","5.037037037","1.185185185","6.222222222"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00921","","","","3","0.05","2","24","0.24","0.44","0.68","0.73","26","0.12","0.018333333","0.026153846","8.666666667","0.666666667","0.226666667","0.016666667","7.692307692","93.15068493","3.555555556","10.07407407","0.740740741","10.81481481"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00922","","","","3","0.96","1","4","0.12","0.07","0.19","1.15","5","0.12","0.0175","0.038","1.666666667","0.333333333","0.063333333","0.32","20","16.52173913","1.777777778","2.814814815","14.22222222","17.03703704"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00923","","","","3","0.07","4","22","0.54","0.41","0.95","1.02","26","0.135","0.018636364","0.036538462","8.666666667","1.333333333","0.316666667","0.023333333","15.38461538","93.1372549","8","14.07407407","1.037037037","15.11111111"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00924","","","","3","1.01","9","1","1.81","0.09","1.9","2.91","10","0.201111111","0.09","0.19","3.333333333","3","0.633333333","0.336666667","90","65.29209622","26.81481481","28.14814815","14.96296296","43.11111111"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00925","","","","3","0.63","3","17","0.37","0.43","0.8","1.43","20","0.123333333","0.025294118","0.04","6.666666667","1","0.266666667","0.21","15","55.94405594","5.481481481","11.85185185","9.333333333","21.18518519"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00926","","","","3","0.25","5","7","0.56","0.28","0.84","1.09","12","0.112","0.04","0.07","4","1.666666667","0.28","0.083333333","41.66666667","77.06422018","8.296296296","12.44444444","3.703703704","16.14814815"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00927","","","","3","1.7","4","16","0.3","0.3","0.6","2.3","20","0.075","0.01875","0.03","6.666666667","1.333333333","0.2","0.566666667","20","26.08695652","4.444444444","8.888888889","25.18518519","34.07407407"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00928","","","","3","0.39","8","17","0.69","0.38","1.07","1.46","25","0.08625","0.022352941","0.0428","8.333333333","2.666666667","0.356666667","0.13","32","73.28767123","10.22222222","15.85185185","5.777777778","21.62962963"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00929","","","","3","0.58","7","10","0.79","0.36","1.15","1.73","17","0.112857143","0.036","0.067647059","5.666666667","2.333333333","0.383333333","0.193333333","41.17647059","66.47398844","11.7037037","17.03703704","8.592592593","25.62962963"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00930","","","","3","0.96","8","11","1.24","0.42","1.66","2.62","19","0.155","0.038181818","0.087368421","6.333333333","2.666666667","0.553333333","0.32","42.10526316","63.35877863","18.37037037","24.59259259","14.22222222","38.81481481"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00931","","","","3","2.2","5","17","1.08","0.39","1.47","3.67","22","0.216","0.022941176","0.066818182","7.333333333","1.666666667","0.49","0.733333333","22.72727273","40.05449591","16","21.77777778","32.59259259","54.37037037"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00932","","","","3","1.43","0","1","0","0.09","0.09","1.52","1","","0.09","0.09","0.333333333","0","0.03","0.476666667","0","5.921052632","0","1.333333333","21.18518519","22.51851852"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00933","","","","3","0.95","6","10","0.98","0.39","1.37","2.32","16","0.163333333","0.039","0.085625","5.333333333","2","0.456666667","0.316666667","37.5","59.05172414","14.51851852","20.2962963","14.07407407","34.37037037"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00934","","","","3","0.69","11","15","1.8","0.44","2.24","2.93","26","0.163636364","0.029333333","0.086153846","8.666666667","3.666666667","0.746666667","0.23","42.30769231","76.45051195","26.66666667","33.18518519","10.22222222","43.40740741"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00935","","","","3","1.25","2","15","0.28","0.45","0.73","1.98","17","0.14","0.03","0.042941176","5.666666667","0.666666667","0.243333333","0.416666667","11.76470588","36.86868687","4.148148148","10.81481481","18.51851852","29.33333333"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00936","","","","3","1.67","3","13","0.57","0.62","1.19","2.86","16","0.19","0.047692308","0.074375","5.333333333","1","0.396666667","0.556666667","18.75","41.60839161","8.444444444","17.62962963","24.74074074","42.37037037"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00937","","","","3","0.94","2","6","0.27","0.25","0.52","1.46","8","0.135","0.041666667","0.065","2.666666667","0.666666667","0.173333333","0.313333333","25","35.61643836","4","7.703703704","13.92592593","21.62962963"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00938","","","","3","0.43","1","28","0.13","0.41","0.54","0.97","29","0.13","0.014642857","0.01862069","9.666666667","0.333333333","0.18","0.143333333","3.448275862","55.67010309","1.925925926","8","6.37037037","14.37037037"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00939","","","","3","1.47","5","16","0.8","0.43","1.23","2.7","21","0.16","0.026875","0.058571429","7","1.666666667","0.41","0.49","23.80952381","45.55555556","11.85185185","18.22222222","21.77777778","40"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00940","","","","3","0.91","7","12","0.73","0.42","1.15","2.06","19","0.104285714","0.035","0.060526316","6.333333333","2.333333333","0.383333333","0.303333333","36.84210526","55.82524272","10.81481481","17.03703704","13.48148148","30.51851852"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00941","","","","3","1.09","12","22","1.56","0.65","2.21","3.3","34","0.13","0.029545455","0.065","11.33333333","4","0.736666667","0.363333333","35.29411765","66.96969697","23.11111111","32.74074074","16.14814815","48.88888889"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00942","","","","3","1.97","5","3","1.13","0.14","1.27","3.24","8","0.226","0.046666667","0.15875","2.666666667","1.666666667","0.423333333","0.656666667","62.5","39.19753086","16.74074074","18.81481481","29.18518519","48"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00943","","","","3","1.66","6","5","1.15","0.36","1.51","3.17","11","0.191666667","0.072","0.137272727","3.666666667","2","0.503333333","0.553333333","54.54545455","47.6340694","17.03703704","22.37037037","24.59259259","46.96296296"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00944","","","","3","2.81","3","5","0.64","0.27","0.91","3.72","8","0.213333333","0.054","0.11375","2.666666667","1","0.303333333","0.936666667","37.5","24.46236559","9.481481481","13.48148148","41.62962963","55.11111111"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00945","","","","3","1.01","1","11","0.54","0.34","0.88","1.89","12","0.54","0.030909091","0.073333333","4","0.333333333","0.293333333","0.336666667","8.333333333","46.56084656","8","13.03703704","14.96296296","28"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00946","","","","3","3.51","5","6","0.82","0.23","1.05","4.56","11","0.164","0.038333333","0.095454545","3.666666667","1.666666667","0.35","1.17","45.45454545","23.02631579","12.14814815","15.55555556","52","67.55555556"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00947","","","","3","1.48","2","4","0.18","0.14","0.32","1.8","6","0.09","0.035","0.053333333","2","0.666666667","0.106666667","0.493333333","33.33333333","17.77777778","2.666666667","4.740740741","21.92592593","26.66666667"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00948","","","","3","1.71","7","8","0.73","0.16","0.89","2.6","15","0.104285714","0.02","0.059333333","5","2.333333333","0.296666667","0.57","46.66666667","34.23076923","10.81481481","13.18518519","25.33333333","38.51851852"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00949","","","","3","2.29","6","2","2.75","0.12","2.87","5.16","8","0.458333333","0.06","0.35875","2.666666667","2","0.956666667","0.763333333","75","55.62015504","40.74074074","42.51851852","33.92592593","76.44444444"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00950","","","","3","1.17","4","6","0.76","0.27","1.03","2.2","10","0.19","0.045","0.103","3.333333333","1.333333333","0.343333333","0.39","40","46.81818182","11.25925926","15.25925926","17.33333333","32.59259259"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00951","","","","3","1.23","9","4","2.42","0.18","2.6","3.83","13","0.268888889","0.045","0.2","4.333333333","3","0.866666667","0.41","69.23076923","67.88511749","35.85185185","38.51851852","18.22222222","56.74074074"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00952","","","","3","2.32","8","6","1.08","0.21","1.29","3.61","14","0.135","0.035","0.092142857","4.666666667","2.666666667","0.43","0.773333333","57.14285714","35.73407202","16","19.11111111","34.37037037","53.48148148"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00953","","","","3","1.27","9","7","1.48","0.45","1.93","3.2","16","0.164444444","0.064285714","0.120625","5.333333333","3","0.643333333","0.423333333","56.25","60.3125","21.92592593","28.59259259","18.81481481","47.40740741"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00954","","","","3","2.24","12","3","2.63","0.21","2.84","5.08","15","0.219166667","0.07","0.189333333","5","4","0.946666667","0.746666667","80","55.90551181","38.96296296","42.07407407","33.18518519","75.25925926"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00955","","","","3","2.31","1","3","0.18","0.17","0.35","2.66","4","0.18","0.056666667","0.0875","1.333333333","0.333333333","0.116666667","0.77","25","13.15789474","2.666666667","5.185185185","34.22222222","39.40740741"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00956","","","","3","2.09","3","2","1.05","0.13","1.18","3.27","5","0.35","0.065","0.236","1.666666667","1","0.393333333","0.696666667","60","36.08562691","15.55555556","17.48148148","30.96296296","48.44444444"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00957","","","","3","0.78","3","5","0.6","0.13","0.73","1.51","8","0.2","0.026","0.09125","2.666666667","1","0.243333333","0.26","37.5","48.34437086","8.888888889","10.81481481","11.55555556","22.37037037"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00958","","","","3","0.75","1","3","0.19","0.1","0.29","1.04","4","0.19","0.033333333","0.0725","1.333333333","0.333333333","0.096666667","0.25","25","27.88461538","2.814814815","4.296296296","11.11111111","15.40740741"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00959","","","","3","0.59","4","9","0.64","0.44","1.08","1.67","13","0.16","0.048888889","0.083076923","4.333333333","1.333333333","0.36","0.196666667","30.76923077","64.67065868","9.481481481","16","8.740740741","24.74074074"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00960","","","","3","0.69","2","9","0.29","0.37","0.66","1.35","11","0.145","0.041111111","0.06","3.666666667","0.666666667","0.22","0.23","18.18181818","48.88888889","4.296296296","9.777777778","10.22222222","20"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00961","","","","3","0.32","4","10","1.29","0.46","1.75","2.07","14","0.3225","0.046","0.125","4.666666667","1.333333333","0.583333333","0.106666667","28.57142857","84.5410628","19.11111111","25.92592593","4.740740741","30.66666667"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00962","","","","3","1.37","8","9","1.28","0.36","1.64","3.01","17","0.16","0.04","0.096470588","5.666666667","2.666666667","0.546666667","0.456666667","47.05882353","54.48504983","18.96296296","24.2962963","20.2962963","44.59259259"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00963","","","","3","1.14","3","5","0.78","0.18","0.96","2.1","8","0.26","0.036","0.12","2.666666667","1","0.32","0.38","37.5","45.71428571","11.55555556","14.22222222","16.88888889","31.11111111"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00964","","","","3","0.88","6","2","0.61","0.1","0.71","1.59","8","0.101666667","0.05","0.08875","2.666666667","2","0.236666667","0.293333333","75","44.65408805","9.037037037","10.51851852","13.03703704","23.55555556"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00965","","","","3","0.38","13","5","1.69","0.18","1.87","2.25","18","0.13","0.036","0.103888889","6","4.333333333","0.623333333","0.126666667","72.22222222","83.11111111","25.03703704","27.7037037","5.62962963","33.33333333"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00966","","","","3","1.65","2","0","0.25","0","0.25","1.9","2","0.125","","0.125","0.666666667","0.666666667","0.083333333","0.55","100","13.15789474","3.703703704","3.703703704","24.44444444","28.14814815"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00967","","","","3","1.54","8","2","0.93","0.32","1.25","2.79","10","0.11625","0.16","0.125","3.333333333","2.666666667","0.416666667","0.513333333","80","44.80286738","13.77777778","18.51851852","22.81481481","41.33333333"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00968","","","","3","1.24","5","4","0.75","0.24","0.99","2.23","9","0.15","0.06","0.11","3","1.666666667","0.33","0.413333333","55.55555556","44.39461883","11.11111111","14.66666667","18.37037037","33.03703704"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00969","","","","3","0","0","0","0","0","0","0","0","","","","0","0","0","0","","","0","0","0","0"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00970","","","","3","","2","2","0.41","0.08","0.49","","4","0.205","0.04","0.1225","1.333333333","0.666666667","0.163333333","","50","","6.074074074","7.259259259","",""
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00971","","","","3","1.26","1","5","0.46","0.21","0.67","1.93","6","0.46","0.042","0.111666667","2","0.333333333","0.223333333","0.42","16.66666667","34.71502591","6.814814815","9.925925926","18.66666667","28.59259259"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00972","","","","3","0.46","3","16","0.58","0.56","1.14","1.6","19","0.193333333","0.035","0.06","6.333333333","1","0.38","0.153333333","15.78947368","71.25","8.592592593","16.88888889","6.814814815","23.7037037"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00973","","","","3","0.47","4","7","0.73","0.2","0.93","1.4","11","0.1825","0.028571429","0.084545455","3.666666667","1.333333333","0.31","0.156666667","36.36363636","66.42857143","10.81481481","13.77777778","6.962962963","20.74074074"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00974","","","","3","0.71","4","5","0.87","0.16","1.03","1.74","9","0.2175","0.032","0.114444444","3","1.333333333","0.343333333","0.236666667","44.44444444","59.1954023","12.88888889","15.25925926","10.51851852","25.77777778"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00975","","","","3","0.32","1","7","0.17","0.19","0.36","0.68","8","0.17","0.027142857","0.045","2.666666667","0.333333333","0.12","0.106666667","12.5","52.94117647","2.518518519","5.333333333","4.740740741","10.07407407"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00976","","","","3","0.55","3","5","0.35","0.19","0.54","1.09","8","0.116666667","0.038","0.0675","2.666666667","1","0.18","0.183333333","37.5","49.5412844","5.185185185","8","8.148148148","16.14814815"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00977","","","","3","0.81","1","8","0.19","0.23","0.42","1.23","9","0.19","0.02875","0.046666667","3","0.333333333","0.14","0.27","11.11111111","34.14634146","2.814814815","6.222222222","12","18.22222222"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00978","","","","3","0.58","0","7","0","0.21","0.21","0.79","7","","0.03","0.03","2.333333333","0","0.07","0.193333333","0","26.58227848","0","3.111111111","8.592592593","11.7037037"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00979","","","","3","0.47","3","8","0.4","0.93","1.33","1.8","11","0.133333333","0.11625","0.120909091","3.666666667","1","0.443333333","0.156666667","27.27272727","73.88888889","5.925925926","19.7037037","6.962962963","26.66666667"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00980","","","","3","1.68","0","6","0","0.26","0.26","1.94","6","","0.043333333","0.043333333","2","0","0.086666667","0.56","0","13.40206186","0","3.851851852","24.88888889","28.74074074"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00981","","","","3","0.41","1","5","0.26","0.13","0.39","0.8","6","0.26","0.026","0.065","2","0.333333333","0.13","0.136666667","16.66666667","48.75","3.851851852","5.777777778","6.074074074","11.85185185"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00982","","","","3","0","0","0","0","0","0","0","0","","","","0","0","0","0","","","0","0","0","0"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00983","","","","3","0.27","3","6","0.39","0.23","0.62","0.89","9","0.13","0.038333333","0.068888889","3","1","0.206666667","0.09","33.33333333","69.66292135","5.777777778","9.185185185","4","13.18518519"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00984","","","","3","0.25","4","4","0.74","0.17","0.91","1.16","8","0.185","0.0425","0.11375","2.666666667","1.333333333","0.303333333","0.083333333","50","78.44827586","10.96296296","13.48148148","3.703703704","17.18518519"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00985","","","","3","0.64","0","4","0","0.17","0.17","0.81","4","","0.0425","0.0425","1.333333333","0","0.056666667","0.213333333","0","20.98765432","0","2.518518519","9.481481481","12"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00986","","","","3","0.04","1","2","0.17","0.15","0.32","0.36","3","0.17","0.075","0.106666667","1","0.333333333","0.106666667","0.013333333","33.33333333","88.88888889","2.518518519","4.740740741","0.592592593","5.333333333"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00987","","","","3","0.08","9","10","1.04","0.27","1.31","1.39","19","0.115555556","0.027","0.068947368","6.333333333","3","0.436666667","0.026666667","47.36842105","94.24460432","15.40740741","19.40740741","1.185185185","20.59259259"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00988","","","","3","1.17","1","2","0.25","0.11","0.36","1.53","3","0.25","0.055","0.12","1","0.333333333","0.12","0.39","33.33333333","23.52941176","3.703703704","5.333333333","17.33333333","22.66666667"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00989","","","","3","1.68","10","9","2.58","0.39","2.97","4.65","19","0.258","0.043333333","0.156315789","6.333333333","3.333333333","0.99","0.56","52.63157895","63.87096774","38.22222222","44","24.88888889","68.88888889"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00990","","","","3","1.25","0","8","0","0.22","0.22","1.47","8","","0.0275","0.0275","2.666666667","0","0.073333333","0.416666667","0","14.96598639","0","3.259259259","18.51851852","21.77777778"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00991","","","","3","0.08","2","8","0.61","0.27","0.88","0.96","10","0.305","0.03375","0.088","3.333333333","0.666666667","0.293333333","0.026666667","20","91.66666667","9.037037037","13.03703704","1.185185185","14.22222222"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00992","","","","3","0.89","5","9","0.83","0.33","1.16","2.05","14","0.166","0.036666667","0.082857143","4.666666667","1.666666667","0.386666667","0.296666667","35.71428571","56.58536585","12.2962963","17.18518519","13.18518519","30.37037037"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00993","","","","3","0.96","1","5","0.23","0.24","0.47","1.43","6","0.23","0.048","0.078333333","2","0.333333333","0.156666667","0.32","16.66666667","32.86713287","3.407407407","6.962962963","14.22222222","21.18518519"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00994","","","","3","0.47","2","2","0.33","0.14","0.47","0.94","4","0.165","0.07","0.1175","1.333333333","0.666666667","0.156666667","0.156666667","50","50","4.888888889","6.962962963","6.962962963","13.92592593"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00995","","","","3","0.34","2","14","0.32","0.38","0.7","1.04","16","0.16","0.027142857","0.04375","5.333333333","0.666666667","0.233333333","0.113333333","12.5","67.30769231","4.740740741","10.37037037","5.037037037","15.40740741"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00996","","","","3","0.15","2","3","0.2","0.11","0.31","0.46","5","0.1","0.036666667","0.062","1.666666667","0.666666667","0.103333333","0.05","40","67.39130435","2.962962963","4.592592593","2.222222222","6.814814815"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00997","","","","3","0.26","2","6","0.22","0.27","0.49","0.75","8","0.11","0.045","0.06125","2.666666667","0.666666667","0.163333333","0.086666667","25","65.33333333","3.259259259","7.259259259","3.851851852","11.11111111"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00998","","","","3","0.34","7","18","1.62","0.79","2.41","2.75","25","0.231428571","0.043888889","0.0964","8.333333333","2.333333333","0.803333333","0.113333333","28","87.63636364","24","35.7037037","5.037037037","40.74074074"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-00999","","","","3","0.91","4","4","0.53","0.18","0.71","1.62","8","0.1325","0.045","0.08875","2.666666667","1.333333333","0.236666667","0.303333333","50","43.82716049","7.851851852","10.51851852","13.48148148","24"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01000","","","","3","0.51","5","19","0.52","0.58","1.1","1.61","24","0.104","0.030526316","0.045833333","8","1.666666667","0.366666667","0.17","20.83333333","68.32298137","7.703703704","16.2962963","7.555555556","23.85185185"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01001","","","","3","0.92","3","8","0.53","0.41","0.94","1.86","11","0.176666667","0.05125","0.085454545","3.666666667","1","0.313333333","0.306666667","27.27272727","50.53763441","7.851851852","13.92592593","13.62962963","27.55555556"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01002","","","","3","0.4","5","3","0.94","0.11","1.05","1.45","8","0.188","0.036666667","0.13125","2.666666667","1.666666667","0.35","0.133333333","62.5","72.4137931","13.92592593","15.55555556","5.925925926","21.48148148"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01003","","","","3","0.61","7","8","0.97","0.3","1.27","1.88","15","0.138571429","0.0375","0.084666667","5","2.333333333","0.423333333","0.203333333","46.66666667","67.55319149","14.37037037","18.81481481","9.037037037","27.85185185"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01004","","","","3","0.52","5","16","0.63","0.71","1.34","1.86","21","0.126","0.044375","0.063809524","7","1.666666667","0.446666667","0.173333333","23.80952381","72.04301075","9.333333333","19.85185185","7.703703704","27.55555556"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01005","","","","3","0.81","7","15","0.78","0.73","1.51","2.32","22","0.111428571","0.048666667","0.068636364","7.333333333","2.333333333","0.503333333","0.27","31.81818182","65.0862069","11.55555556","22.37037037","12","34.37037037"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01006","","","","3","0.665","6","33","0.64","1.07","1.71","2.375","39","0.106666667","0.032424242","0.043846154","13","2","0.57","0.221666667","15.38461538","72","9.481481481","25.33333333","9.851851852","35.18518519"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01007","","","","3","0.87","4","12","0.4","0.37","0.77","1.64","16","0.1","0.030833333","0.048125","5.333333333","1.333333333","0.256666667","0.29","25","46.95121951","5.925925926","11.40740741","12.88888889","24.2962963"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01008","","","","3","0.41","2","19","0.21","0.32","0.53","0.94","21","0.105","0.016842105","0.025238095","7","0.666666667","0.176666667","0.136666667","9.523809524","56.38297872","3.111111111","7.851851852","6.074074074","13.92592593"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01009","","","","3","0.43","0","12","0","0.3","0.3","0.73","12","","0.025","0.025","4","0","0.1","0.143333333","0","41.09589041","0","4.444444444","6.37037037","10.81481481"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01010","","","","3","0.71","11","25","1.32","0.85","2.17","2.88","36","0.12","0.034","0.060277778","12","3.666666667","0.723333333","0.236666667","30.55555556","75.34722222","19.55555556","32.14814815","10.51851852","42.66666667"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01011","","","","3","0.66","9","35","1.04","0.96","2","2.66","44","0.115555556","0.027428571","0.045454545","14.66666667","3","0.666666667","0.22","20.45454545","75.18796992","15.40740741","29.62962963","9.777777778","39.40740741"
"","","PEP2015ICA-ST01","","","","","","","","","PEP2015ICA-ST01-01012","","","","3","0.61","4","12","0.52","0.62","1.14","1.75","16","0.13","0.051666667","0.07125","5.333333333","1.333333333","0.38","0.203333333","25","65.14285714","7.703703704","16.88888889","9.037037037","25.92592593"
