"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Content of maltose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001051","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-04305","","","","3","3","0.78","5","4","1.43","0.26","5","5.5126171","56.3434677","1.950069","1.3268104","177.6925049","113.5111084","54.676506","2.1103163","4.359159","19.1717453","0.2704649","50.3","13.4","26.64015905","1.69","2.47","9","0.286","0.065","0.187777778","3","3","1.666666667","1.666666667","0.563333333","0.563333333","0.26","0.26","55.55555556","68.42105263","100","0.450218688","21.18518519","21.18518519","25.03703704","25.03703704","11.55555556","11.55555556","6.669906487","6.669906487","36.59259259","36.59259259"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-04306","","","","3","2","1.52","7","1","2.46","0.11","5","5.333374","51.5885315","2.1506143","1.4906797","152.3236084","138.9354248","34.6176414","5.8204689","9.6716671","29.1165562","0.2259645","50.5","10.6","20.99009901","2.57","4.09","8","0.351428571","0.11","0.32125","4","2.666666667","3.5","2.333333333","1.285","0.856666667","0.76","0.506666667","87.5","62.83618582","66.66666667","0.539445545","36.44444444","54.66666667","38.07407407","57.11111111","22.51851852","33.77777778","7.991785845","11.98767877","60.59259259","90.88888889"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-04307","","","","3","2","1.32","5","4","1.65","0.23","6","5.9229641","53.584404","2.1438112","1.4919271","229.9473877","141.105484","38.5622101","5.5468607","8.9177475","25.1832848","0.4042234","50.3","10.8","21.47117296","1.88","3.2","9","0.33","0.0575","0.208888889","4.5","3","2.5","1.666666667","0.94","0.626666667","0.66","0.44","55.55555556","58.75","66.66666667","0.403658052","24.44444444","36.66666667","27.85185185","41.77777778","19.55555556","29.33333333","5.980119284","8.970178926","47.40740741","71.11111111"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-04308","","","","3","3","1.43","11","11","2.33","0.35","6","6.8180714","60.080101","2.338377","1.5589328","169.5783691","132.597168","36.8081665","6.0077181","10.0692263","24.0176029","0.5867987","50.2","11.1","22.11155378","2.68","4.11","22","0.211818182","0.031818182","0.121818182","7.333333333","7.333333333","3.666666667","3.666666667","0.893333333","0.893333333","0.476666667","0.476666667","50","65.20681265","100","0.592589641","34.51851852","34.51851852","39.7037037","39.7037037","21.18518519","21.18518519","8.779105799","8.779105799","60.88888889","60.88888889"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-04309","","","","3","1","1.09","3","9","0.44","0.02","5","10.5627165","54.3097153","3.0740004","2.0231605","311.5577393","192.8892517","37.1254578","4.2163115","8.0871305","24.8493214","0.6444044","50.1","10.7","21.35728543","0.46","1.55","12","0.146666667","0.002222222","0.038333333","12","4","3","1","0.46","0.153333333","1.09","0.363333333","25","29.67741935","33.33333333","0.098243513","6.518518519","19.55555556","6.814814815","20.44444444","16.14814815","48.44444444","1.455459451","4.366378354","22.96296296","68.88888889"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-04310","","","","3","2","2.43","10","8","2.15","0.2","6","12.8876305","67.4934921","3.4300249","2.1788926","285.5487061","214.8678284","28.6150932","4.6507788","9.4826393","29.8611908","0.7196274","50.5","10.2","20.1980198","2.35","4.78","18","0.215","0.025","0.130555556","9","6","5","3.333333333","1.175","0.783333333","1.215","0.81","55.55555556","49.16317992","66.66666667","0.474653465","31.85185185","47.77777778","34.81481481","52.22222222","36","54","7.03190319","10.54785479","70.81481481","106.2222222"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-04311","","","","3","2","0.94","4","3","1.15","0.07","5","4.0554714","58.917366","1.7978697","1.2656221","171.6622314","130.3290253","40.986824","4.2968063","6.8834891","27.5272846","0.1809969","50.7","11.9","23.47140039","1.22","2.16","7","0.2875","0.023333333","0.174285714","3.5","2.333333333","2","1.333333333","0.61","0.406666667","0.47","0.313333333","57.14285714","56.48148148","66.66666667","0.286351085","17.03703704","25.55555556","18.07407407","27.11111111","13.92592593","20.88888889","4.242238294","6.36335744","32","48"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-04312","","","","3","2","3.12","2","6","2.37","0.24","6","9.3046427","64.1618271","2.9858284","1.9965701","368.8693237","195.2125854","29.887249","5.0210629","9.2632074","28.6089725","0.6196394","50.7","9.7","19.1321499","2.61","5.73","8","1.185","0.04","0.32625","4","2.666666667","1","0.666666667","1.305","0.87","1.56","1.04","25","45.54973822","66.66666667","0.499349112","35.11111111","52.66666667","38.66666667","58","46.22222222","69.33333333","7.397764629","11.09664694","84.88888889","127.3333333"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-04313","","","","3","2","1.5","5","7","1.39","0.26","5","10.5797024","60.4728622","3.1512971","2.1223426","249.8417358","184.9930115","28.3402596","4.451623","8.7644711","28.8703957","0.4233608","50.8","10.2","20.07874016","1.65","3.15","12","0.278","0.037142857","0.1375","6","4","2.5","1.666666667","0.825","0.55","0.75","0.5","41.66666667","52.38095238","66.66666667","0.331299213","20.59259259","30.88888889","24.44444444","36.66666667","22.22222222","33.33333333","4.908136483","7.362204724","46.66666667","70"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-04314","","","","3","3","0.57","4","5","0.85","0.26","5","5.0394287","44.149292","1.975821","1.3146834","305.3709717","143.5628662","54.3722534","5.3192368","8.7971106","11.4230394","0.6236773","50.3","12.8","25.4473161","1.11","1.68","9","0.2125","0.052","0.123333333","3","3","1.333333333","1.333333333","0.37","0.37","0.19","0.19","44.44444444","66.07142857","100","0.282465209","12.59259259","12.59259259","16.44444444","16.44444444","8.444444444","8.444444444","4.184669759","4.184669759","24.88888889","24.88888889"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-04315","","","","3","3","3.36","5","6","1.71","0.51","5","8.2281828","46.6772919","2.4269636","1.5608792","262.3786621","151.4647217","52.4971695","3.172224","5.6909232","12.5022717","0.0413599","50.6","13.6","26.87747036","2.22","5.58","11","0.342","0.085","0.201818182","3.666666667","3.666666667","1.666666667","1.666666667","0.74","0.74","1.12","1.12","45.45454545","39.78494624","100","0.596679842","25.33333333","25.33333333","32.88888889","32.88888889","49.77777778","49.77777778","8.839701361","8.839701361","82.66666667","82.66666667"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-04316","","","","3","3","3.47","10","6","2.33","0.23","5","9.76653","47.6363983","2.7972319","1.8026805","352.8657227","194.8380737","50.9198074","3.269865","6.77597","13.52211","0.3089542","50.5","12.9","25.54455446","2.56","6.03","16","0.233","0.038333333","0.16","5.333333333","5.333333333","3.333333333","3.333333333","0.853333333","0.853333333","1.156666667","1.156666667","62.5","42.45439469","100","0.653940594","34.51851852","34.51851852","37.92592593","37.92592593","51.40740741","51.40740741","9.688008801","9.688008801","89.33333333","89.33333333"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-04317","","","","3","3","2.99","6","5","2.47","0.18","5","10.3973246","50.3722687","2.9211884","1.9256625","312.7775879","182.4757385","50.3136673","2.1709795","5.1649337","15.9178724","0.2807465","50.4","12.3","24.4047619","2.65","5.64","11","0.411666667","0.036","0.240909091","3.666666667","3.666666667","2","2","0.883333333","0.883333333","0.996666667","0.996666667","54.54545455","46.9858156","100","0.64672619","36.59259259","36.59259259","39.25925926","39.25925926","44.2962963","44.2962963","9.581128748","9.581128748","83.55555556","83.55555556"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-04318","","","","3","3","1.97","9","4","2.74","0.38","4","5.6596966","30.9952545","1.9761014","1.2524462","200.3258057","129.1546936","56.7438736","3.4369507","5.6603513","12.9822092","0.2458372","50.4","13.5","26.78571429","3.12","5.09","13","0.304444444","0.095","0.24","4.333333333","4.333333333","3","3","1.04","1.04","0.656666667","0.656666667","69.23076923","61.29666012","100","0.835714286","40.59259259","40.59259259","46.22222222","46.22222222","29.18518519","29.18518519","12.38095238","12.38095238","75.40740741","75.40740741"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-04319","","","","3","3","1.59","5","2","1.6","0.1","5","6.7417021","42.5160675","2.3887897","1.6266227","363.6552734","184.1698456","47.8640671","3.5261211","6.8852658","20.9990902","0.3977156","50.4","12.1","24.00793651","1.7","3.29","7","0.32","0.05","0.242857143","2.333333333","2.333333333","1.666666667","1.666666667","0.566666667","0.566666667","0.53","0.53","71.42857143","51.67173252","100","0.408134921","23.7037037","23.7037037","25.18518519","25.18518519","23.55555556","23.55555556","6.046443269","6.046443269","48.74074074","48.74074074"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-04320","","","","3","2","2.89","4","7","1.34","0.55","5","10.1945047","49.4243851","2.7766676","1.7398353","318.9780884","182.1852112","50.0834618","2.8677197","5.7990093","15.5921555","0.3384762","50.2","12.7","25.29880478","1.89","4.78","11","0.335","0.078571429","0.171818182","5.5","3.666666667","2","1.333333333","0.945","0.63","1.445","0.963333333","36.36363636","39.53974895","66.66666667","0.47814741","19.85185185","29.77777778","28","42","42.81481481","64.22222222","7.083665339","10.62549801","70.81481481","106.2222222"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-04321","","","","3","3","3.62","6","0","2.3","0","6","9.3084316","51.2856369","2.6570325","1.6438179","341.5862427","176.2338562","48.873848","4.2501068","7.438931","14.1680336","0.5757036","50.3","12.9","25.64612326","2.3","5.92","6","0.383333333","","0.383333333","2","2","2","2","0.766666667","0.766666667","1.206666667","1.206666667","100","38.85135135","100","0.589860835","34.07407407","34.07407407","34.07407407","34.07407407","53.62962963","53.62962963","8.738679037","8.738679037","87.7037037","87.7037037"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-04322","","","","3","3","1.52","7","6","1.31","0.26","6","5.539278","61.7830734","2.2487819","1.3673625","187.2426758","131.1815491","39.1588249","6.5727549","10.4330883","19.6897259","0.6553507","50.8","10.7","21.06299213","1.57","3.09","13","0.187142857","0.043333333","0.120769231","4.333333333","4.333333333","2.333333333","2.333333333","0.523333333","0.523333333","0.506666667","0.506666667","53.84615385","50.80906149","100","0.330688976","19.40740741","19.40740741","23.25925926","23.25925926","22.51851852","22.51851852","4.899095946","4.899095946","45.77777778","45.77777778"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-04323","","","","3","1","1.64","4","0","1.01","0","6","13.3347025","70.2912445","3.6801789","2.1109905","378.7698975","225.3553467","32.0474396","5.2779856","9.4911528","23.3012753","1.0173006","50.1","10.3","20.55888224","1.01","2.65","4","0.2525","","0.2525","4","1.333333333","4","1.333333333","1.01","0.336666667","1.64","0.546666667","100","38.11320755","33.33333333","0.207644711","14.96296296","44.88888889","14.96296296","44.88888889","24.2962963","72.88888889","3.076217935","9.228653804","39.25925926","117.7777778"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-04324","","","","3","2","1.18","2","1","0.4","0.1","6","11.0347195","59.5563583","2.953872","1.8634672","348.2674561","192.9887543","41.6625061","5.1779041","9.1420479","19.1001797","0.5867634","50.1","11.5","22.95409182","0.5","1.68","3","0.2","0.1","0.166666667","1.5","1","1","0.666666667","0.25","0.166666667","0.59","0.393333333","66.66666667","29.76190476","66.66666667","0.114770459","5.925925926","8.888888889","7.407407407","11.11111111","17.48148148","26.22222222","1.700303098","2.550454646","24.88888889","37.33333333"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-04325","","","","3","2","1.37","2","5","0.39","0.23","6","10.942811","59.5906372","2.6547158","1.7979865","188.7103271","120.8136597","56.1026688","1.4771833","3.3285718","14.2823076","0.1288786","50.7","14.6","28.79684418","0.62","1.99","7","0.195","0.046","0.088571429","3.5","2.333333333","1","0.666666667","0.31","0.206666667","0.685","0.456666667","28.57142857","31.15577889","66.66666667","0.178540434","5.777777778","8.666666667","9.185185185","13.77777778","20.2962963","30.44444444","2.645043466","3.967565198","29.48148148","44.22222222"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-04326","","","","3","2","1.14","3","1","0.72","0.1","6","9.6318378","66.8406219","2.8451498","1.6889796","356.2161255","184.1702576","43.1375198","4.1250639","7.2298064","18.2721672","0.7405243","50.3","12.4","24.65208748","0.82","1.96","4","0.24","0.1","0.205","2","1.333333333","1.5","1","0.41","0.273333333","0.57","0.38","75","41.83673469","66.66666667","0.202147117","10.66666667","16","12.14814815","18.22222222","16.88888889","25.33333333","2.994772108","4.492158162","29.03703704","43.55555556"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-04327","","","","3","2","1.69","4","5","0.97","0.39","6","12.8278675","58.827301","3.6490684","2.156045","336.5646362","217.3437042","31.5846043","4.5755281","8.7622051","25.4819756","0.9692907","50.3","10.2","20.27833002","1.36","3.05","9","0.2425","0.078","0.151111111","4.5","3","2","1.333333333","0.68","0.453333333","0.845","0.563333333","44.44444444","44.59016393","66.66666667","0.275785288","14.37037037","21.55555556","20.14814815","30.22222222","25.03703704","37.55555556","4.085707974","6.128561962","45.18518519","67.77777778"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-04328","","","","3","1","1.54","0","5","0","0.12","6","13.1226416","74.5853958","3.5231903","2.1137342","284.9890747","204.3685913","32.321022","4.165329","8.1062565","26.6175919","1.2230949","50.3","11","21.86878728","0.12","1.66","5","","0.024","0.024","5","1.666666667","0","0","0.12","0.04","1.54","0.513333333","0","7.228915663","33.33333333","0.026242545","0","0","1.777777778","5.333333333","22.81481481","68.44444444","0.38877844","1.166335321","24.59259259","73.77777778"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-04329","","","","3","3","1.43","10","1","2.13","0.1","6","6.2331038","59.0573883","2.4994786","1.4903746","160.7802734","144.2513885","35.1316109","5.5815763","8.8755236","26.4268188","0.6839781","50.6","10.3","20.35573123","2.23","3.66","11","0.213","0.1","0.202727273","3.666666667","3.666666667","3.333333333","3.333333333","0.743333333","0.743333333","0.476666667","0.476666667","90.90909091","60.92896175","100","0.453932806","31.55555556","31.55555556","33.03703704","33.03703704","21.18518519","21.18518519","6.724930464","6.724930464","54.22222222","54.22222222"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-04330","","","","3","2","0.58","8","0","2.06","0","6","7.8482332","50.2719803","2.6626747","1.748004","177.2186279","156.8918457","37.0489807","2.1788101","5.0764742","32.6036148","0.5288095","50.8","10.2","20.07874016","2.06","2.64","8","0.2575","","0.2575","4","2.666666667","4","2.666666667","1.03","0.686666667","0.29","0.193333333","100","78.03030303","66.66666667","0.413622047","30.51851852","45.77777778","30.51851852","45.77777778","8.592592593","12.88888889","6.127734033","9.19160105","39.11111111","58.66666667"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-04331","","","","3","2","0.33","0","4","0","0.18","7","","","","","","","","","","","","","","","0.18","0.51","4","","0.045","0.045","2","1.333333333","0","0","0.09","0.06","0.165","0.11","0","35.29411765","66.66666667","","0","0","2.666666667","4","4.888888889","7.333333333","","","7.555555556","11.33333333"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-04332","","","","3","3","1.51","5","4","1.35","0.18","5","10.8356495","49.0860519","3.0652349","1.94698","216.5708618","181.2002563","37.0339165","2.0642719","5.6059656","32.7459412","0.4790802","50","9.2","18.4","1.53","3.04","9","0.27","0.045","0.17","3","3","1.666666667","1.666666667","0.51","0.51","0.503333333","0.503333333","55.55555556","50.32894737","100","0.28152","20","20","22.66666667","22.66666667","22.37037037","22.37037037","4.170666667","4.170666667","45.03703704","45.03703704"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-04333","","","","3","2","0.47","3","2","0.55","0.06","6","7.5869379","44.6336441","2.5776055","1.7030878","206.5491333","166.9960938","32.919754","3.013875","6.2516918","34.7851181","0.4945145","50","9","18","0.61","1.08","5","0.183333333","0.03","0.122","2.5","1.666666667","1.5","1","0.305","0.203333333","0.235","0.156666667","60","56.48148148","66.66666667","0.1098","8.148148148","12.22222222","9.037037037","13.55555556","6.962962963","10.44444444","1.626666667","2.44","16","24"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-04334","","","","3","2","1.12","3","3","0.39","0.18","6","8.804882","61.9428329","2.68765","1.9635987","328.9981079","171.1541138","35.7970772","1.8729935","5.1337724","33.6513901","0.3496714","50.3","9.6","19.08548708","0.57","1.69","6","0.13","0.06","0.095","3","2","1.5","1","0.285","0.19","0.56","0.373333333","50","33.72781065","66.66666667","0.108787276","5.777777778","8.666666667","8.444444444","12.66666667","16.59259259","24.88888889","1.611663353","2.41749503","25.03703704","37.55555556"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-04335","","","","3","2","1.89","6","2","1.29","0.11","5","11.2361641","46.5128937","3.1552196","2.0255036","243.8873901","197.6614685","33.7614059","2.5314035","6.1470962","33.574276","0.6150169","50.2","9.1","18.12749004","1.4","3.29","8","0.215","0.055","0.175","4","2.666666667","3","2","0.7","0.466666667","0.945","0.63","75","42.55319149","66.66666667","0.253784861","19.11111111","28.66666667","20.74074074","31.11111111","28","42","3.759775712","5.639663568","48.74074074","73.11111111"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-04336","","","","3","3","2.03","6","2","2.39","0.17","5","11.1583223","54.9643555","2.9505296","1.9756069","224.7005615","180.9948425","36.9126892","2.17906","5.6930013","32.4879951","0.4436874","50.8","10.3","20.27559055","2.56","4.59","8","0.398333333","0.085","0.32","2.666666667","2.666666667","2","2","0.853333333","0.853333333","0.676666667","0.676666667","75","55.77342048","100","0.519055118","35.40740741","35.40740741","37.92592593","37.92592593","30.07407407","30.07407407","7.689705453","7.689705453","68","68"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-04337","","","","3","2","1.41","5","4","1.1","0.13","5","12.3096027","50.626091","3.2243223","2.0840869","235.3128052","175.6796265","38.2509613","2.1722298","5.2472034","27.6715088","0.1136065","50.3","9.9","19.68190855","1.23","2.64","9","0.22","0.0325","0.136666667","4.5","3","2.5","1.666666667","0.615","0.41","0.705","0.47","55.55555556","46.59090909","66.66666667","0.242087475","16.2962963","24.44444444","18.22222222","27.33333333","20.88888889","31.33333333","3.586481113","5.37972167","39.11111111","58.66666667"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-04338","","","","3","2","2.44","7","2","2.2","0.21","6","6.9786768","55.9599915","2.4216499","1.5089817","258.375","156.79599","46.8722305","3.4593439","6.3591838","21.4243565","0.7054691","50.4","13","25.79365079","2.41","4.85","9","0.314285714","0.105","0.267777778","4.5","3","3.5","2.333333333","1.205","0.803333333","1.22","0.813333333","77.77777778","49.69072165","66.66666667","0.621626984","32.59259259","48.88888889","35.7037037","53.55555556","36.14814815","54.22222222","9.209288654","13.81393298","71.85185185","107.7777778"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-04339","","","","3","3","4.16","8","4","2.61","0.43","6","8.0114698","31.4347076","2.1489806","1.6014566","383.604248","172.9298859","50.9200554","2.7025585","5.9452929","21.558609","0.2279015","30.1","7","23.25581395","3.04","7.2","12","0.32625","0.1075","0.253333333","4","4","2.666666667","2.666666667","1.013333333","1.013333333","1.386666667","1.386666667","66.66666667","42.22222222","100","0.706976744","38.66666667","38.66666667","45.03703704","45.03703704","61.62962963","61.62962963","10.47372954","10.47372954","106.6666667","106.6666667"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-04340","","","","3","2","3.9","7","3","2.28","0.68","6","9.6941099","43.1521683","3.1787934","1.9339266","316.520752","215.9853821","42.2154846","3.1936502","6.5296836","25.3224277","1.0108976","50.4","11.8","23.41269841","2.96","6.86","10","0.325714286","0.226666667","0.296","5","3.333333333","3.5","2.333333333","1.48","0.986666667","1.95","1.3","70","43.14868805","66.66666667","0.693015873","33.77777778","50.66666667","43.85185185","65.77777778","57.77777778","86.66666667","10.26690182","15.40035273","101.6296296","152.4444444"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-04341","","","","3","3","2.49","9","2","3.36","0.24","4","5.5028954","42.9665375","2.182049","1.3919139","291.9347534","167.418396","48.2750092","4.3737497","7.7334657","20.5364285","0.8144255","50.3","11.7","23.26043738","3.6","6.09","11","0.373333333","0.12","0.327272727","3.666666667","3.666666667","3","3","1.2","1.2","0.83","0.83","81.81818182","59.11330049","100","0.837375746","49.77777778","49.77777778","53.33333333","53.33333333","36.88888889","36.88888889","12.4055666","12.4055666","90.22222222","90.22222222"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-04342","","","","3","3","4.47","5","4","1.38","0.38","5","10.4236279","49.3403397","2.9366715","1.8468528","442.6605225","221.1358032","45.8605194","2.9676762","6.0694017","20.8253498","0.7205763","50.4","11.2","22.22222222","1.76","6.23","9","0.276","0.095","0.195555556","3","3","1.666666667","1.666666667","0.586666667","0.586666667","1.49","1.49","55.55555556","28.25040128","100","0.391111111","20.44444444","20.44444444","26.07407407","26.07407407","66.22222222","66.22222222","5.794238683","5.794238683","92.2962963","92.2962963"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-04343","","","","3","2","2.35","8","7","2.02","0.44","5","4.7305965","49.6217422","1.7627821","1.0686655","111.2858887","101.3521423","50.5270576","3.8144522","6.2729268","19.4565735","0.4463758","50.6","12.5","24.70355731","2.46","4.81","15","0.2525","0.062857143","0.164","7.5","5","4","2.666666667","1.23","0.82","1.175","0.783333333","53.33333333","51.14345114","66.66666667","0.60770751","29.92592593","44.88888889","36.44444444","54.66666667","34.81481481","52.22222222","9.00307422","13.50461133","71.25925926","106.8888889"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-04344","","","","3","3","3.6","4","0","0.97","0","6","11.6713371","52.9484406","3.3359385","2.0909214","437.4317017","224.4794159","38.3888245","3.1837044","6.5804009","28.0909996","1.3946209","50.5","11.7","23.16831683","0.97","4.57","4","0.2425","","0.2425","1.333333333","1.333333333","1.333333333","1.333333333","0.323333333","0.323333333","1.2","1.2","100","21.22538293","100","0.224732673","14.37037037","14.37037037","14.37037037","14.37037037","53.33333333","53.33333333","3.329372937","3.329372937","67.7037037","67.7037037"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-04345","","","","3","3","3.11","11","6","1.53","0.17","5","8.3826618","51.2926712","2.5709789","1.5800972","190.2747192","145.1160889","45.3207703","3.4182358","6.5248866","21.4315281","0.7313156","50.2","12.4","24.70119522","1.7","4.81","17","0.139090909","0.028333333","0.1","5.666666667","5.666666667","3.666666667","3.666666667","0.566666667","0.566666667","1.036666667","1.036666667","64.70588235","35.34303534","100","0.419920319","22.66666667","22.66666667","25.18518519","25.18518519","46.07407407","46.07407407","6.221041759","6.221041759","71.25925926","71.25925926"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-04346","","","","3","3","6.25","9","5","2.47","0.28","4","","","","","","","","","","","","","","","2.75","9","14","0.274444444","0.056","0.196428571","4.666666667","4.666666667","3","3","0.916666667","0.916666667","2.083333333","2.083333333","64.28571429","30.55555556","100","","36.59259259","36.59259259","40.74074074","40.74074074","92.59259259","92.59259259","","","133.3333333","133.3333333"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-04347","","","","3","3","6.77","11","6","2.52","0.29","5","9.2706814","50.0309448","2.5994542","1.6439123","222.2903442","144.3027954","49.3676949","1.5326462","3.9796777","20.4921551","0.1426277","50","12.8","25.6","2.81","9.58","17","0.229090909","0.048333333","0.165294118","5.666666667","5.666666667","3.666666667","3.666666667","0.936666667","0.936666667","2.256666667","2.256666667","64.70588235","29.33194154","100","0.71936","37.33333333","37.33333333","41.62962963","41.62962963","100.2962963","100.2962963","10.65718519","10.65718519","141.9259259","141.9259259"
"","","PEP2017CAN-OT01","","","","","","","","","PEP2017CAN-OT01-04348","","","","3","2","0.94","5","4","0.66","0.18","6","4.5852871","48.3220367","1.7508974","1.2123547","227.6272583","117.8010712","50.5010147","3.9630871","6.4025798","19.1074848","0.1666451","50.8","12.4","24.40944882","0.84","1.78","9","0.132","0.045","0.093333333","4.5","3","2.5","1.666666667","0.42","0.28","0.47","0.313333333","55.55555556","47.19101124","66.66666667","0.20503937","9.777777778","14.66666667","12.44444444","18.66666667","13.92592593","20.88888889","3.037620297","4.556430446","26.37037037","39.55555556"
