"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00129","","","","30","9","1","4","6","1","2","9","8","7","7.22","0.14","2.5","2","7","6","2","2","0.12","7.36","9.86","15","0.9025","0.02","0.490666667","1.666666667","0.5","0.888888889","0.266666667","0.817777778","0.245333333","0.277777778","0.083333333","53.33333333","74.64503043","30","8.022222222","8.177777778","2.777777778","10.95555556","26.74074074","27.25925926","9.259259259","36.51851852"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00130","","","","30","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00131","","","","30","20","2","3","7","2","6","12","2","0","0.22","0","7.2","2","7","6","1","1","0.12","0.22","7.42","2","0.11","","0.11","0.166666667","0.066666667","0.166666667","0.066666667","0.018333333","0.007333333","0.6","0.24","100","2.964959569","40","0.244444444","0.244444444","8","8.244444444","0.611111111","0.611111111","20","20.61111111"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00132","","","","30","19","1","3","9","1","2","17","4","1","0.54","0.04","70","8","5","3","1","1","0.12","0.58","70.58","5","0.135","0.04","0.116","0.294117647","0.166666667","0.235294118","0.133333333","0.034117647","0.019333333","4.117647059","2.333333333","80","0.821762539","56.66666667","0.6","0.644444444","77.77777778","78.42222222","1.058823529","1.137254902","137.254902","138.3921569"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00133","","","","30","18","1","3","7","1","2","18","2","0","0.12","0","9","8","7","3","1","2","0","0.12","9.12","2","0.06","","0.06","0.111111111","0.066666667","0.111111111","0.066666667","0.006666667","0.004","0.5","0.3","100","1.315789474","60","0.133333333","0.133333333","10","10.13333333","0.222222222","0.222222222","16.66666667","16.88888889"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00134","","","","30","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00135","","","","30","18","2","3","7","1","2","13","1","0","0.08","0","6.5","2","9","3","1","1","0","0.08","6.58","1","0.08","","0.08","0.076923077","0.033333333","0.076923077","0.033333333","0.006153846","0.002666667","0.5","0.216666667","100","1.215805471","43.33333333","0.088888889","0.088888889","7.222222222","7.311111111","0.205128205","0.205128205","16.66666667","16.87179487"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00136","","","","30","11","2","2","6","1","3","11","0","4","0","0.12","3.5","9","9","9","1","1","0","0.12","3.62","4","","0.03","0.03","0.363636364","0.133333333","0","0","0.010909091","0.004","0.318181818","0.116666667","0","3.314917127","36.66666667","0","0.133333333","3.888888889","4.022222222","0","0.363636364","10.60606061","10.96969697"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00137","","","","30","27","1","3","9","1","2","27","51","18","11.5","0.48","57","2","3","2","2","1","0.12","11.98","68.98","69","0.225490196","0.026666667","0.173623188","2.555555556","2.3","1.888888889","1.7","0.443703704","0.399333333","2.111111111","1.9","73.91304348","17.36735286","90","12.77777778","13.31111111","63.33333333","76.64444444","14.19753086","14.79012346","70.37037037","85.16049383"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00138","","","","30","22","1","6","7","1","3","8","17","5","5","0.16","3.5","9","3","4","4","5","0","5.16","8.66","22","0.294117647","0.032","0.234545455","2.75","0.733333333","2.125","0.566666667","0.645","0.172","0.4375","0.116666667","77.27272727","59.58429561","26.66666667","5.555555556","5.733333333","3.888888889","9.622222222","20.83333333","21.5","14.58333333","36.08333333"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00139","","","","30","26","2","6","9","1","2","26","30","5","14.2","0.2","29","8","3","5","3","2","0.12","14.4","43.4","35","0.473333333","0.04","0.411428571","1.346153846","1.166666667","1.153846154","1","0.553846154","0.48","1.115384615","0.966666667","85.71428571","33.1797235","86.66666667","15.77777778","16","32.22222222","48.22222222","18.20512821","18.46153846","37.17948718","55.64102564"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00140","","","","30","27","1","3","8","1","7","27","31","3","13.9","0.1","12.5","9","3","4","3","2","0","14","26.5","34","0.448387097","0.033333333","0.411764706","1.259259259","1.133333333","1.148148148","1.033333333","0.518518519","0.466666667","0.462962963","0.416666667","91.17647059","52.83018868","90","15.44444444","15.55555556","13.88888889","29.44444444","17.16049383","17.28395062","15.43209877","32.71604938"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00141","","","","30","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00142","","","","30","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00143","","","","30","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00144","","","","30","6","2","6","7","1","3","1","1","0","0.4","0","0.64","9","3","4","1","1","0.02","0.4","1.04","1","0.4","","0.4","1","0.033333333","1","0.033333333","0.4","0.013333333","0.64","0.021333333","100","38.46153846","3.333333333","0.444444444","0.444444444","0.711111111","1.155555556","13.33333333","13.33333333","21.33333333","34.66666667"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00145","","","","30","17","1","3","9","1","2","3","10","19","2.5","0.4","8.2","8","5","3","2","1","0","2.9","11.1","29","0.25","0.021052632","0.1","9.666666667","0.966666667","3.333333333","0.333333333","0.966666667","0.096666667","2.733333333","0.273333333","34.48275862","26.12612613","10","2.777777778","3.222222222","9.111111111","12.33333333","27.77777778","32.22222222","91.11111111","123.3333333"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00146","","","","30","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00147","","","","30","15","2","4","9","1","2","10","4","5","2","0.1","19.2","2","3","4","2","2","0.12","2.1","21.3","9","0.5","0.02","0.233333333","0.9","0.3","0.4","0.133333333","0.21","0.07","1.92","0.64","44.44444444","9.85915493","33.33333333","2.222222222","2.333333333","21.33333333","23.66666667","6.666666667","7","64","71"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00148","","","","30","9","1","2","9","1","3","9","5","30","1.5","0.08","28.3","9","5","3","2","2","0","1.58","29.88","35","0.3","0.002666667","0.045142857","3.888888889","1.166666667","0.555555556","0.166666667","0.175555556","0.052666667","3.144444444","0.943333333","14.28571429","5.287817938","30","1.666666667","1.755555556","31.44444444","33.2","5.555555556","5.851851852","104.8148148","110.6666667"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00149","","","","30","24","2","3","5","1","2","17","4","10","0.24","0.2","0.72","8","9","3","1","1","0","0.44","1.16","14","0.06","0.02","0.031428571","0.823529412","0.466666667","0.235294118","0.133333333","0.025882353","0.014666667","0.042352941","0.024","28.57142857","37.93103448","56.66666667","0.266666667","0.488888889","0.8","1.288888889","0.470588235","0.862745098","1.411764706","2.274509804"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00150","","","","30","19","1","5","8","1","6","15","6","0","1.4","0","20.9","9","3","2","3","4","0","1.4","22.3","6","0.233333333","","0.233333333","0.4","0.2","0.4","0.2","0.093333333","0.046666667","1.393333333","0.696666667","100","6.278026906","50","1.555555556","1.555555556","23.22222222","24.77777778","3.111111111","3.111111111","46.44444444","49.55555556"
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00151","","","","30","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2014NAM-PT08","","","","","","","","","UGP2014NAM-PT08-00152","","","","30","22","2","4","8","1","2","19","3","0","0.28","0","8","3","7","3","1","1","0.03","0.28","8.28","3","0.093333333","","0.093333333","0.157894737","0.1","0.157894737","0.1","0.014736842","0.009333333","0.421052632","0.266666667","100","3.381642512","63.33333333","0.311111111","0.311111111","8.888888889","9.2","0.49122807","0.49122807","14.03508772","14.52631579"
