"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Total storage root weight per NET plot in kg|CO_331:0000237","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Biomass yield in kg per plot|CO_331:0000683","Harvest index computing percent|CO_331:0000302","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00066","","","","30","","","","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00067","","","","30","3","4","2","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00068","","","","30","","","","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00069","","","","30","3","8","3","33.6","16.7","8","1","1","4","1","0.12","50.3","66.79920477","37.33333333","18.55555556","55.88888889","1.12","0.556666667"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00070","","","","30","4","5","3","56.9","1.3","5","4","2","5","1","3.96","58.2","97.76632302","63.22222222","1.444444444","64.66666667","1.896666667","0.043333333"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00071","","","","30","3","4","2","11.1","2.2","","","","","","","13.3","83.45864662","12.33333333","2.444444444","14.77777778","0.37","0.073333333"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00072","","","","30","3","7","2","0.2","8.3","6","1","1","6","7","10.5","8.5","2.352941176","0.222222222","9.222222222","9.444444444","0.006666667","0.276666667"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00073","","","","30","2","7","3","1.3","6.7","2","4","2","5","5","0","8","16.25","1.444444444","7.444444444","8.888888889","0.043333333","0.223333333"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00074","","","","30","3","6","2","3.3","2","6","1","1","6","3","7.76","5.3","62.26415094","3.666666667","2.222222222","5.888888889","0.11","0.066666667"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00075","","","","30","2","5","2","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00076","","","","30","4","5","2","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00077","","","","30","3","5","2","4","1.3","2","1","1","5","7","0","5.3","75.47169811","4.444444444","1.444444444","5.888888889","0.133333333","0.043333333"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00078","","","","30","2","4","2","0.8","0.5","8","1","1","5","3","7.23","1.3","61.53846154","0.888888889","0.555555556","1.444444444","0.026666667","0.016666667"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00079","","","","30","","","","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00080","","","","30","","","","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00081","","","","30","2","7","2","6.1","3.2","2","1","2","5","3","0","9.3","65.59139785","6.777777778","3.555555556","10.33333333","0.203333333","0.106666667"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00082","","","","30","4","7","2","7.6","1.2","6","5","5","6","3","0","8.8","86.36363636","8.444444444","1.333333333","9.777777778","0.253333333","0.04"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00083","","","","30","","","","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00084","","","","30","6","5","4","1.7","0","6","1","1","7","9","14.37","1.7","100","1.888888889","0","1.888888889","0.056666667","0"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00085","","","","30","5","8","3","2.7","2","6","1","1","4","5","3.03","4.7","57.44680851","3","2.222222222","5.222222222","0.09","0.066666667"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00086","","","","30","3","7","2","11.3","23.3","2","4","4","1","5","3.03","34.6","32.65895954","12.55555556","25.88888889","38.44444444","0.376666667","0.776666667"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00087","","","","30","2","5","2","5.3","8","6","3","4","1","3","3.96","13.3","39.84962406","5.888888889","8.888888889","14.77777778","0.176666667","0.266666667"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00088","","","","30","3","5","2","0.3","0.8","2","1","1","1","9","0.15","1.1","27.27272727","0.333333333","0.888888889","1.222222222","0.01","0.026666667"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00089","","","","30","4","9","2","52","5.7","8","3","1","4","1","0.12","57.7","90.12131716","57.77777778","6.333333333","64.11111111","1.733333333","0.19"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00090","","","","30","2","5","3","3.7","2","2","6","6","2","5","0.15","5.7","64.9122807","4.111111111","2.222222222","6.333333333","0.123333333","0.066666667"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00091","","","","30","2","","2","3.7","10","2","1","1","4","7","0","13.7","27.00729927","4.111111111","11.11111111","15.22222222","0.123333333","0.333333333"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00092","","","","30","","","","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00093","","","","30","4","6","4","10.5","2.4","6","1","6","5","3","7.76","12.9","81.39534884","11.66666667","2.666666667","14.33333333","0.35","0.08"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00094","","","","30","3","7","3","4","10","6","1","4","2","3","11.03","14","28.57142857","4.444444444","11.11111111","15.55555556","0.133333333","0.333333333"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00095","","","","30","5","8","2","10.8","20","2","1","1","2","3","0","30.8","35.06493506","12","22.22222222","34.22222222","0.36","0.666666667"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00096","","","","30","3","5","2","3.8","1.8","2","5","5","2","7","0","5.6","67.85714286","4.222222222","2","6.222222222","0.126666667","0.06"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00097","","","","30","5","5","2","2.3","10","2","3","3","5","7","0","12.3","18.69918699","2.555555556","11.11111111","13.66666667","0.076666667","0.333333333"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00098","","","","30","6","9","2","7.1","66.7","8","3","1","2","3","1.5","73.8","9.620596206","7.888888889","74.11111111","82","0.236666667","2.223333333"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00099","","","","30","6","7","2","3.3","8","6","2","2","2","5","3.03","11.3","29.20353982","3.666666667","8.888888889","12.55555556","0.11","0.266666667"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00100","","","","30","","","","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00101","","","","30","3","7","3","7.7","6.7","2","4","3","6","3","1.5","14.4","53.47222222","8.555555556","7.444444444","16","0.256666667","0.223333333"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00102","","","","30","3","6","2","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00103","","","","30","5","7","3","9.5","10","6","2","3","1","3","3.96","19.5","48.71794872","10.55555556","11.11111111","21.66666667","0.316666667","0.333333333"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00104","","","","30","3","5","2","1.9","1.1","2","5","5","2","9","1.5","3","63.33333333","2.111111111","1.222222222","3.333333333","0.063333333","0.036666667"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00105","","","","30","3","4","3","1.3","4","6","1","1","1","9","14.37","5.3","24.52830189","1.444444444","4.444444444","5.888888889","0.043333333","0.133333333"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00106","","","","30","4","4","6","1.6","0","6","3","1","2","5","7.76","1.6","100","1.777777778","0","1.777777778","0.053333333","0"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00107","","","","30","2","3","2","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00108","","","","30","5","7","2","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00109","","","","30","6","8","2","1.1","10.7","2","1","1","4","7","4.61","11.8","9.322033898","1.222222222","11.88888889","13.11111111","0.036666667","0.356666667"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00110","","","","30","4","6","3","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00111","","","","30","3","3","2","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00112","","","","30","2","5","2","0.9","2","2","1","1","3","9","0","2.9","31.03448276","1","2.222222222","3.222222222","0.03","0.066666667"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00113","","","","30","6","9","3","1.6","38","8","1","1","4","5","1.5","39.6","4.04040404","1.777777778","42.22222222","44","0.053333333","1.266666667"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00114","","","","30","3","7","2","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00115","","","","30","2","6","3","1.5","2.5","8","1","1","2","9","5.46","4","37.5","1.666666667","2.777777778","4.444444444","0.05","0.083333333"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00116","","","","30","4","5","2","0.8","1.6","2","1","1","5","7","0","2.4","33.33333333","0.888888889","1.777777778","2.666666667","0.026666667","0.053333333"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00117","","","","30","3","6","3","0","3.2","","","","","","","3.2","0","0","3.555555556","3.555555556","0","0.106666667"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00118","","","","30","3","7","2","0.9","2.7","5","1","1","3","5","","3.6","25","1","3","4","0.03","0.09"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00119","","","","30","4","5","2","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00120","","","","30","3","6","2","1.8","1.1","6","1","1","2","7","3.96","2.9","62.06896552","2","1.222222222","3.222222222","0.06","0.036666667"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00121","","","","30","6","5","3","2","3.1","2","1","1","2","7","0","5.1","39.21568627","2.222222222","3.444444444","5.666666667","0.066666667","0.103333333"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00122","","","","30","2","8","2","5.7","33.3","5","1","1","3","5","1.5","39","14.61538462","6.333333333","37","43.33333333","0.19","1.11"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00123","","","","30","","","","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00124","","","","30","8","4","2","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00125","","","","30","","","","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00126","","","","30","","","","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00127","","","","30","3","7","2","0.6","6.7","2","1","1","1","7","0","7.3","8.219178082","0.666666667","7.444444444","8.111111111","0.02","0.223333333"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00128","","","","30","8","7","4","1.1","11.1","5","1","1","3","7","14.37","12.2","9.016393443","1.222222222","12.33333333","13.55555556","0.036666667","0.37"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00129","","","","30","2","4","2","1","0.8","6","1","1","5","7","7.23","1.8","55.55555556","1.111111111","0.888888889","2","0.033333333","0.026666667"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00130","","","","30","2","4","2","0","0","","","","","","","0","","0","0","0","0","0"
"","","UGP2014NAM-PT03","","","","","","","","","UGP2014NAM-PT03-00131","","","","30","6","7","2","2","6.7","2","1","1","1","5","4.61","8.7","22.98850575","2.222222222","7.444444444","9.666666667","0.066666667","0.223333333"
