"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Sprouting ability estimating 1-9|CO_331:0000277","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Number of storage roots after harvest per NET plot|CO_331:0000233","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Average total storage root weight computation kg|CO_331:0002040","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2018NAM-OT06","","","","","","","","","UGP2018NAM-OT06-00015","","","","3","3","5","4","3","6","5","3","3","1","1.9","0.01","5","6","3","1","3","5","1","1.91","6.91","0.633333333","0.01","4","1.333333333","1.333333333","1","1","0.636666667","0.636666667","1.666666667","1.666666667","75","27.64109986","100","21.11111111","21.22222222","55.55555556","76.77777778","0.4775","21.11111111","21.22222222","55.55555556","76.77777778"
"","","UGP2018NAM-OT06","","","","","","","","","UGP2018NAM-OT06-00016","","","","3","2","5","2","7","6","3","2","7","2","5","0.03","7","5","7","1","5","2","1","5.03","12.03","0.714285714","0.015","9","4.5","3","3.5","2.333333333","2.515","1.676666667","3.5","2.333333333","77.77777778","41.81213633","66.66666667","55.55555556","55.88888889","77.77777778","133.6666667","0.558888889","83.33333333","83.83333333","116.6666667","200.5"
"","","UGP2018NAM-OT06","","","","","","","","","UGP2018NAM-OT06-00017","","","","3","3","2","1","6","3","2","3","1","0","0.1","0","7","7","6","1","1","3","1","0.1","7.1","0.1","","1","0.333333333","0.333333333","0.333333333","0.333333333","0.033333333","0.033333333","2.333333333","2.333333333","100","1.408450704","100","1.111111111","1.111111111","77.77777778","78.88888889","0.1","1.111111111","1.111111111","77.77777778","78.88888889"
"","","UGP2018NAM-OT06","","","","","","","","","UGP2018NAM-OT06-00018","","","","3","2","4","1","5","5","2","1","3","0","2.3","0","6","6","4","1","2","4","1","2.3","8.3","0.766666667","","3","3","1","3","1","2.3","0.766666667","6","2","100","27.71084337","33.33333333","25.55555556","25.55555556","66.66666667","92.22222222","0.766666667","76.66666667","76.66666667","200","276.6666667"
"","","UGP2018NAM-OT06","","","","","","","","","UGP2018NAM-OT06-00019","","","","3","3","3","1","5","4","2","3","2","0","1","0","1","6","2","1","5","5","1","1","2","0.5","","2","0.666666667","0.666666667","0.666666667","0.666666667","0.333333333","0.333333333","0.333333333","0.333333333","100","50","100","11.11111111","11.11111111","11.11111111","22.22222222","0.5","11.11111111","11.11111111","11.11111111","22.22222222"
"","","UGP2018NAM-OT06","","","","","","","","","UGP2018NAM-OT06-00020","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2018NAM-OT06","","","","","","","","","UGP2018NAM-OT06-00021","","","","3","3","4","1","5","5","2","2","3","0","4.9","0","8.1","6","6","1","2","4","1","4.9","13","1.633333333","","3","1.5","1","1.5","1","2.45","1.633333333","4.05","2.7","100","37.69230769","66.66666667","54.44444444","54.44444444","90","144.4444444","1.633333333","81.66666667","81.66666667","135","216.6666667"
"","","UGP2018NAM-OT06","","","","","","","","","UGP2018NAM-OT06-00022","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2018NAM-OT06","","","","","","","","","UGP2018NAM-OT06-00023","","","","3","2","3","1","5","3","2","2","0","0","0","0","3","","","","","","","0","3","","","0","0","0","0","0","0","0","1.5","1","","0","66.66666667","0","0","33.33333333","33.33333333","","0","0","50","50"
"","","UGP2018NAM-OT06","","","","","","","","","UGP2018NAM-OT06-00024","","","","3","3","3","1","5","4","2","3","3","1","1.4","0.02","1.7","6","6","1","3","3","1","1.42","3.12","0.466666667","0.02","4","1.333333333","1.333333333","1","1","0.473333333","0.473333333","0.566666667","0.566666667","75","45.51282051","100","15.55555556","15.77777778","18.88888889","34.66666667","0.355","15.55555556","15.77777778","18.88888889","34.66666667"
"","","UGP2018NAM-OT06","","","","","","","","","UGP2018NAM-OT06-00025","","","","3","1","3","1","4","4","2","1","1","1","1.6","0.01","2.3","6","6","1","4","4","1","1.61","3.91","1.6","0.01","2","2","0.666666667","1","0.333333333","1.61","0.536666667","2.3","0.766666667","50","41.17647059","33.33333333","17.77777778","17.88888889","25.55555556","43.44444444","0.805","53.33333333","53.66666667","76.66666667","130.3333333"
"","","UGP2018NAM-OT06","","","","","","","","","UGP2018NAM-OT06-00026","","","","3","3","2","2","6","3","3","3","5","0","6","0","3","3","3","1","6","2","1","6","9","1.2","","5","1.666666667","1.666666667","1.666666667","1.666666667","2","2","1","1","100","66.66666667","100","66.66666667","66.66666667","33.33333333","100","1.2","66.66666667","66.66666667","33.33333333","100"
"","","UGP2018NAM-OT06","","","","","","","","","UGP2018NAM-OT06-00027","","","","3","3","2","2","6","3","3","3","4","0","10.8","0","12","6","6","1","1","2","1","10.8","22.8","2.7","","4","1.333333333","1.333333333","1.333333333","1.333333333","3.6","3.6","4","4","100","47.36842105","100","120","120","133.3333333","253.3333333","2.7","120","120","133.3333333","253.3333333"
"","","UGP2018NAM-OT06","","","","","","","","","UGP2018NAM-OT06-00028","","","","3","3","2","2","6","3","3","3","7","0","3.3","0","8","5","8","1","4","3","1","3.3","11.3","0.471428571","","7","2.333333333","2.333333333","2.333333333","2.333333333","1.1","1.1","2.666666667","2.666666667","100","29.20353982","100","36.66666667","36.66666667","88.88888889","125.5555556","0.471428571","36.66666667","36.66666667","88.88888889","125.5555556"
"","","UGP2018NAM-OT06","","","","","","","","","UGP2018NAM-OT06-00029","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2018NAM-OT06","","","","","","","","","UGP2018NAM-OT06-00030","","","","3","3","2","2","8","3","3","3","1","0","2","0","10","5","3","1","1","3","1","2","12","2","","1","0.333333333","0.333333333","0.333333333","0.333333333","0.666666667","0.666666667","3.333333333","3.333333333","100","16.66666667","100","22.22222222","22.22222222","111.1111111","133.3333333","2","22.22222222","22.22222222","111.1111111","133.3333333"
"","","UGP2018NAM-OT06","","","","","","","","","UGP2018NAM-OT06-00031","","","","3","2","3","2","6","4","3","1","1","0","3","0","16","6","5","1","4","2","1","3","19","3","","1","1","0.333333333","1","0.333333333","3","1","16","5.333333333","100","15.78947368","33.33333333","33.33333333","33.33333333","177.7777778","211.1111111","3","100","100","533.3333333","633.3333333"
"","","UGP2018NAM-OT06","","","","","","","","","UGP2018NAM-OT06-00032","","","","3","3","3","1","8","6","2","3","6","0","4.5","0","11.3","4","7","1","3","3","1","4.5","15.8","0.75","","6","2","2","2","2","1.5","1.5","3.766666667","3.766666667","100","28.48101266","100","50","50","125.5555556","175.5555556","0.75","50","50","125.5555556","175.5555556"
"","","UGP2018NAM-OT06","","","","","","","","","UGP2018NAM-OT06-00033","","","","3","3","2","2","6","3","3","3","5","0","2.2","0","6.1","3","3","1","7","5","1","2.2","8.3","0.44","","5","1.666666667","1.666666667","1.666666667","1.666666667","0.733333333","0.733333333","2.033333333","2.033333333","100","26.5060241","100","24.44444444","24.44444444","67.77777778","92.22222222","0.44","24.44444444","24.44444444","67.77777778","92.22222222"
"","","UGP2018NAM-OT06","","","","","","","","","UGP2018NAM-OT06-00034","","","","3","3","2","1","7","3","2","3","5","0","3.1","0","1.1","4","2","1","4","3","1","3.1","4.2","0.62","","5","1.666666667","1.666666667","1.666666667","1.666666667","1.033333333","1.033333333","0.366666667","0.366666667","100","73.80952381","100","34.44444444","34.44444444","12.22222222","46.66666667","0.62","34.44444444","34.44444444","12.22222222","46.66666667"
"","","UGP2018NAM-OT06","","","","","","","","","UGP2018NAM-OT06-00035","","","","3","3","3","1","8","4","2","3","0","0","0","0","0.2","","","","","","","0","0.2","","","0","0","0","0","0","0","0","0.066666667","0.066666667","","0","100","0","0","2.222222222","2.222222222","","0","0","2.222222222","2.222222222"
"","","UGP2018NAM-OT06","","","","","","","","","UGP2018NAM-OT06-00036","","","","3","3","2","1","4","3","2","3","0","0","0","0","0.8","","","","","","","0","0.8","","","0","0","0","0","0","0","0","0.266666667","0.266666667","","0","100","0","0","8.888888889","8.888888889","","0","0","8.888888889","8.888888889"
"","","UGP2018NAM-OT06","","","","","","","","","UGP2018NAM-OT06-00037","","","","3","3","2","2","7","3","3","3","4","0","5","0","9.2","7","6","1","1","2","1","5","14.2","1.25","","4","1.333333333","1.333333333","1.333333333","1.333333333","1.666666667","1.666666667","3.066666667","3.066666667","100","35.21126761","100","55.55555556","55.55555556","102.2222222","157.7777778","1.25","55.55555556","55.55555556","102.2222222","157.7777778"
"","","UGP2018NAM-OT06","","","","","","","","","UGP2018NAM-OT06-00038","","","","3","3","3","2","6","6","3","3","6","0","4.4","0","13","5","5","1","3","4","1","4.4","17.4","0.733333333","","6","2","2","2","2","1.466666667","1.466666667","4.333333333","4.333333333","100","25.28735632","100","48.88888889","48.88888889","144.4444444","193.3333333","0.733333333","48.88888889","48.88888889","144.4444444","193.3333333"
"","","UGP2018NAM-OT06","","","","","","","","","UGP2018NAM-OT06-00039","","","","3","3","4","2","5","6","3","3","0","0","0","0","0.7","","","","","","","0","0.7","","","0","0","0","0","0","0","0","0.233333333","0.233333333","","0","100","0","0","7.777777778","7.777777778","","0","0","7.777777778","7.777777778"
"","","UGP2018NAM-OT06","","","","","","","","","UGP2018NAM-OT06-00040","","","","3","3","3","1","5","6","2","2","1","0","0.8","0","4.5","4","6","1","5","3","1","0.8","5.3","0.8","","1","0.5","0.333333333","0.5","0.333333333","0.4","0.266666667","2.25","1.5","100","15.09433962","66.66666667","8.888888889","8.888888889","50","58.88888889","0.8","13.33333333","13.33333333","75","88.33333333"
"","","UGP2018NAM-OT06","","","","","","","","","UGP2018NAM-OT06-00041","","","","3","3","4","2","4","6","3","3","2","0","0.9","0","1","3","5","1","2","4","1","0.9","1.9","0.45","","2","0.666666667","0.666666667","0.666666667","0.666666667","0.3","0.3","0.333333333","0.333333333","100","47.36842105","100","10","10","11.11111111","21.11111111","0.45","10","10","11.11111111","21.11111111"
"","","UGP2018NAM-OT06","","","","","","","","","UGP2018NAM-OT06-00042","","","","3","3","4","3","6","7","4","3","8","1","5.6","0.01","8","3","7","1","2","2","1","5.61","13.61","0.7","0.01","9","3","3","2.666666667","2.666666667","1.87","1.87","2.666666667","2.666666667","88.88888889","41.2196914","100","62.22222222","62.33333333","88.88888889","151.2222222","0.623333333","62.22222222","62.33333333","88.88888889","151.2222222"
"","","UGP2018NAM-OT06","","","","","","","","","UGP2018NAM-OT06-00043","","","","3","2","3","2","6","4","3","2","2","0","1.8","0","0.8","7","6","1","6","3","1","1.8","2.6","0.9","","2","1","0.666666667","1","0.666666667","0.9","0.6","0.4","0.266666667","100","69.23076923","66.66666667","20","20","8.888888889","28.88888889","0.9","30","30","13.33333333","43.33333333"
"","","UGP2018NAM-OT06","","","","","","","","","UGP2018NAM-OT06-00044","","","","3","3","3","2","8","4","3","3","2","0","2.4","0","5.4","6","2","1","1","2","1","2.4","7.8","1.2","","2","0.666666667","0.666666667","0.666666667","0.666666667","0.8","0.8","1.8","1.8","100","30.76923077","100","26.66666667","26.66666667","60","86.66666667","1.2","26.66666667","26.66666667","60","86.66666667"
"","","UGP2018NAM-OT06","","","","","","","","","UGP2018NAM-OT06-00045","","","","3","3","2","2","6","3","3","2","3","0","2","0","3.6","4","6","1","2","3","1","2","5.6","0.666666667","","3","1.5","1","1.5","1","1","0.666666667","1.8","1.2","100","35.71428571","66.66666667","22.22222222","22.22222222","40","62.22222222","0.666666667","33.33333333","33.33333333","60","93.33333333"
"","","UGP2018NAM-OT06","","","","","","","","","UGP2018NAM-OT06-00046","","","","3","2","4","2","6","7","3","2","0","0","0","0","2","","","","","","","0","2","","","0","0","0","0","0","0","0","1","0.666666667","","0","66.66666667","0","0","22.22222222","22.22222222","","0","0","33.33333333","33.33333333"
"","","UGP2018NAM-OT06","","","","","","","","","UGP2018NAM-OT06-00047","","","","3","3","4","2","6","6","3","3","0","0","0","0","3.2","","","","","","","0","3.2","","","0","0","0","0","0","0","0","1.066666667","1.066666667","","0","100","0","0","35.55555556","35.55555556","","0","0","35.55555556","35.55555556"
"","","UGP2018NAM-OT06","","","","","","","","","UGP2018NAM-OT06-00048","","","","3","3","3","2","9","6","3","3","10","0","5.1","0","10","5","7","1","3","2","1","5.1","15.1","0.51","","10","3.333333333","3.333333333","3.333333333","3.333333333","1.7","1.7","3.333333333","3.333333333","100","33.77483444","100","56.66666667","56.66666667","111.1111111","167.7777778","0.51","56.66666667","56.66666667","111.1111111","167.7777778"
"","","UGP2018NAM-OT06","","","","","","","","","UGP2018NAM-OT06-00049","","","","3","3","3","2","8","4","3","3","4","0","5","0","8","7","6","1","1","2","1","5","13","1.25","","4","1.333333333","1.333333333","1.333333333","1.333333333","1.666666667","1.666666667","2.666666667","2.666666667","100","38.46153846","100","55.55555556","55.55555556","88.88888889","144.4444444","1.25","55.55555556","55.55555556","88.88888889","144.4444444"
"","","UGP2018NAM-OT06","","","","","","","","","UGP2018NAM-OT06-00050","","","","3","3","2","1","9","3","3","3","5","0","5.7","0","23","4","3","1","3","2","1","5.7","28.7","1.14","","5","1.666666667","1.666666667","1.666666667","1.666666667","1.9","1.9","7.666666667","7.666666667","100","19.86062718","100","63.33333333","63.33333333","255.5555556","318.8888889","1.14","63.33333333","63.33333333","255.5555556","318.8888889"
"","","UGP2018NAM-OT06","","","","","","","","","UGP2018NAM-OT06-00051","","","","3","3","2","1","4","3","2","2","0","0","0","0","1.8","","","","","","","0","1.8","","","0","0","0","0","0","0","0","0.9","0.6","","0","66.66666667","0","0","20","20","","0","0","30","30"
"","","UGP2018NAM-OT06","","","","","","","","","UGP2018NAM-OT06-00052","","","","3","3","4","2","6","5","3","3","7","0","3","0","6.4","2","6","1","5","4","1","3","9.4","0.428571429","","7","2.333333333","2.333333333","2.333333333","2.333333333","1","1","2.133333333","2.133333333","100","31.91489362","100","33.33333333","33.33333333","71.11111111","104.4444444","0.428571429","33.33333333","33.33333333","71.11111111","104.4444444"
"","","UGP2018NAM-OT06","","","","","","","","","UGP2018NAM-OT06-00053","","","","3","3","3","2","6","6","3","3","3","0","1.6","0","18","6","6","1","4","2","1","1.6","19.6","0.533333333","","3","1","1","1","1","0.533333333","0.533333333","6","6","100","8.163265306","100","17.77777778","17.77777778","200","217.7777778","0.533333333","17.77777778","17.77777778","200","217.7777778"
"","","UGP2018NAM-OT06","","","","","","","","","UGP2018NAM-OT06-00054","","","","3","3","2","1","6","3","2","3","1","0","3.6","0","10","7","3","1","1","2","1","3.6","13.6","3.6","","1","0.333333333","0.333333333","0.333333333","0.333333333","1.2","1.2","3.333333333","3.333333333","100","26.47058824","100","40","40","111.1111111","151.1111111","3.6","40","40","111.1111111","151.1111111"
"","","UGP2018NAM-OT06","","","","","","","","","UGP2018NAM-OT06-00055","","","","3","2","2","1","4","3","2","2","3","0","1.7","0","3","1","3","3","4","5","1","1.7","4.7","0.566666667","","3","1.5","1","1.5","1","0.85","0.566666667","1.5","1","100","36.17021277","66.66666667","18.88888889","18.88888889","33.33333333","52.22222222","0.566666667","28.33333333","28.33333333","50","78.33333333"
"","","UGP2018NAM-OT06","","","","","","","","","UGP2018NAM-OT06-00056","","","","3","3","3","1","6","4","2","3","0","0","0","0","11","","","","","","","0","11","","","0","0","0","0","0","0","0","3.666666667","3.666666667","","0","100","0","0","122.2222222","122.2222222","","0","0","122.2222222","122.2222222"
"","","UGP2018NAM-OT06","","","","","","","","","UGP2018NAM-OT06-00057","","","","3","3","2","1","5","2","2","3","3","0","2.2","0","5.4","6","5","1","1","4","1","2.2","7.6","0.733333333","","3","1","1","1","1","0.733333333","0.733333333","1.8","1.8","100","28.94736842","100","24.44444444","24.44444444","60","84.44444444","0.733333333","24.44444444","24.44444444","60","84.44444444"
"","","UGP2018NAM-OT06","","","","","","","","","UGP2018NAM-OT06-00058","","","","3","3","3","1","8","6","2","3","4","0","5.8","0","7.5","5","7","1","5","2","1","5.8","13.3","1.45","","4","1.333333333","1.333333333","1.333333333","1.333333333","1.933333333","1.933333333","2.5","2.5","100","43.60902256","100","64.44444444","64.44444444","83.33333333","147.7777778","1.45","64.44444444","64.44444444","83.33333333","147.7777778"
"","","UGP2018NAM-OT06","","","","","","","","","UGP2018NAM-OT06-00059","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2018NAM-OT06","","","","","","","","","UGP2018NAM-OT06-00060","","","","3","3","3","1","6","4","2","3","5","0","3.3","0","2.2","6","5","1","2","4","1","3.3","5.5","0.66","","5","1.666666667","1.666666667","1.666666667","1.666666667","1.1","1.1","0.733333333","0.733333333","100","60","100","36.66666667","36.66666667","24.44444444","61.11111111","0.66","36.66666667","36.66666667","24.44444444","61.11111111"
"","","UGP2018NAM-OT06","","","","","","","","","UGP2018NAM-OT06-00061","","","","3","3","2","1","6","3","2","3","0","0","0","0","10.1","","","","","","","0","10.1","","","0","0","0","0","0","0","0","3.366666667","3.366666667","","0","100","0","0","112.2222222","112.2222222","","0","0","112.2222222","112.2222222"
"","","UGP2018NAM-OT06","","","","","","","","","UGP2018NAM-OT06-00062","","","","3","3","2","1","4","3","2","2","0","0","0","0","1","","","","","","","0","1","","","0","0","0","0","0","0","0","0.5","0.333333333","","0","66.66666667","0","0","11.11111111","11.11111111","","0","0","16.66666667","16.66666667"
"","","UGP2018NAM-OT06","","","","","","","","","UGP2018NAM-OT06-00063","","","","3","3","2","1","6","3","2","3","8","0","11.4","0","14.1","6","6","1","1","2","1","11.4","25.5","1.425","","8","2.666666667","2.666666667","2.666666667","2.666666667","3.8","3.8","4.7","4.7","100","44.70588235","100","126.6666667","126.6666667","156.6666667","283.3333333","1.425","126.6666667","126.6666667","156.6666667","283.3333333"
