"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Number of storage roots after harvest per NET plot|CO_331:0000233","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Average total storage root weight computation kg|CO_331:0002040","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2016SER-PT03","","","","","","","","","UGP2016SER-PT03-00011","","","","30","25","2","2","7","1","2","14","18","8","1.5","0.08","2","9","2","2","1","2","6","0","1.58","3.58","0.083333333","0.01","26","1.857142857","0.866666667","1.285714286","0.6","0.112857143","0.052666667","0.142857143","0.066666667","69.23076923","44.13407821","46.66666667","1.666666667","1.755555556","2.222222222","3.977777778","0.060769231","3.571428571","3.761904762","4.761904762","8.523809524"
"","","UGP2016SER-PT03","","","","","","","","","UGP2016SER-PT03-00012","","","","30","25","2","2","7","1","2","13","18","7","3","0.06","16","9","2","3","4","2","3","0","3.06","19.06","0.166666667","0.008571429","25","1.923076923","0.833333333","1.384615385","0.6","0.235384615","0.102","1.230769231","0.533333333","72","16.05456453","43.33333333","3.333333333","3.4","17.77777778","21.17777778","0.1224","7.692307692","7.846153846","41.02564103","48.87179487"
"","","UGP2016SER-PT03","","","","","","","","","UGP2016SER-PT03-00013","","","","30","29","1","1","9","1","1","19","39","0","14.5","0","15","6","2","4","3","4","1","0","14.5","29.5","0.371794872","","39","2.052631579","1.3","2.052631579","1.3","0.763157895","0.483333333","0.789473684","0.5","100","49.15254237","63.33333333","16.11111111","16.11111111","16.66666667","32.77777778","0.371794872","25.43859649","25.43859649","26.31578947","51.75438596"
"","","UGP2016SER-PT03","","","","","","","","","UGP2016SER-PT03-00014","","","","30","28","2","2","9","1","2","15","12","1","5.5","0.01","30.1","8","2","3","1","6","2","0","5.51","35.61","0.458333333","0.01","13","0.866666667","0.433333333","0.8","0.4","0.367333333","0.183666667","2.006666667","1.003333333","92.30769231","15.47318169","50","6.111111111","6.122222222","33.44444444","39.56666667","0.423846154","12.22222222","12.24444444","66.88888889","79.13333333"
"","","UGP2016SER-PT03","","","","","","","","","UGP2016SER-PT03-00015","","","","30","","2","2","6","2","2","1","1","1","0.6","0.02","0.3","8","2","1","1","2","3","0","0.62","0.92","0.6","0.02","2","2","0.066666667","1","0.033333333","0.62","0.020666667","0.3","0.01","50","67.39130435","3.333333333","0.666666667","0.688888889","0.333333333","1.022222222","0.31","20","20.66666667","10","30.66666667"
"","","UGP2016SER-PT03","","","","","","","","","UGP2016SER-PT03-00016","","","","30","20","1","2","8","1","2","11","38","17","7.3","0.4","23","3","5","2","4","3","3","0","7.7","30.7","0.192105263","0.023529412","55","5","1.833333333","3.454545455","1.266666667","0.7","0.256666667","2.090909091","0.766666667","69.09090909","25.08143322","36.66666667","8.111111111","8.555555556","25.55555556","34.11111111","0.14","22.12121212","23.33333333","69.6969697","93.03030303"
"","","UGP2016SER-PT03","","","","","","","","","UGP2016SER-PT03-00017","","","","30","21","4","6","6","2","2","7","0","0","0","0","0.2","","","","","","","","0","0.2","","","0","0","0","0","0","0","0","0.028571429","0.006666667","","0","23.33333333","0","0","0.222222222","0.222222222","","0","0","0.952380952","0.952380952"
"","","UGP2016SER-PT03","","","","","","","","","UGP2016SER-PT03-00018","","","","30","22","2","3","7","1","2","21","3","3","0.5","0.06","11","5","6","2","1","3","6","0.15","0.56","11.56","0.166666667","0.02","6","0.285714286","0.2","0.142857143","0.1","0.026666667","0.018666667","0.523809524","0.366666667","50","4.844290657","70","0.555555556","0.622222222","12.22222222","12.84444444","0.093333333","0.793650794","0.888888889","17.46031746","18.34920635"
"","","UGP2016SER-PT03","","","","","","","","","UGP2016SER-PT03-00019","","","","30","28","2","2","7","1","2","10","5","5","0.5","0.14","14","9","5","1","1","3","6","0","0.64","14.64","0.1","0.028","10","1","0.333333333","0.5","0.166666667","0.064","0.021333333","1.4","0.466666667","50","4.371584699","33.33333333","0.555555556","0.711111111","15.55555556","16.26666667","0.064","1.666666667","2.133333333","46.66666667","48.8"
"","","UGP2016SER-PT03","","","","","","","","","UGP2016SER-PT03-00020","","","","30","25","1","3","7","2","2","13","0","0","0","0","4.3","","","","","","","","0","4.3","","","0","0","0","0","0","0","0","0.330769231","0.143333333","","0","43.33333333","0","0","4.777777778","4.777777778","","0","0","11.02564103","11.02564103"
"","","UGP2016SER-PT03","","","","","","","","","UGP2016SER-PT03-00021","","","","30","27","2","2","8","1","2","24","17","5","2.2","0.08","6","8","5","3","5","2","5","0","2.28","8.28","0.129411765","0.016","22","0.916666667","0.733333333","0.708333333","0.566666667","0.095","0.076","0.25","0.2","77.27272727","27.53623188","80","2.444444444","2.533333333","6.666666667","9.2","0.103636364","3.055555556","3.166666667","8.333333333","11.5"
"","","UGP2016SER-PT03","","","","","","","","","UGP2016SER-PT03-00022","","","","30","25","3","2","7","3","3","17","6","1","0.46","0.03","2.7","5","5","1","1","2","6","0","0.49","3.19","0.076666667","0.03","7","0.411764706","0.233333333","0.352941176","0.2","0.028823529","0.016333333","0.158823529","0.09","85.71428571","15.36050157","56.66666667","0.511111111","0.544444444","3","3.544444444","0.07","0.901960784","0.960784314","5.294117647","6.254901961"
"","","UGP2016SER-PT03","","","","","","","","","UGP2016SER-PT03-00023","","","","30","28","3","2","7","2","2","21","13","9","0.8","0.2","7.5","9","2","2","1","2","6","0","1","8.5","0.061538462","0.022222222","22","1.047619048","0.733333333","0.619047619","0.433333333","0.047619048","0.033333333","0.357142857","0.25","59.09090909","11.76470588","70","0.888888889","1.111111111","8.333333333","9.444444444","0.045454545","1.26984127","1.587301587","11.9047619","13.49206349"
"","","UGP2016SER-PT03","","","","","","","","","UGP2016SER-PT03-00024","","","","30","27","3","4","7","1","2","15","11","14","0.86","0.46","3.1","5","5","3","1","3","5","0","1.32","4.42","0.078181818","0.032857143","25","1.666666667","0.833333333","0.733333333","0.366666667","0.088","0.044","0.206666667","0.103333333","44","29.86425339","50","0.955555556","1.466666667","3.444444444","4.911111111","0.0528","1.911111111","2.933333333","6.888888889","9.822222222"
"","","UGP2016SER-PT03","","","","","","","","","UGP2016SER-PT03-00025","","","","30","30","1","1","8","1","1","23","59","15","16","0.4","4.5","5","2","3","1","4","2","0","16.4","20.9","0.271186441","0.026666667","74","3.217391304","2.466666667","2.565217391","1.966666667","0.713043478","0.546666667","0.195652174","0.15","79.72972973","78.46889952","76.66666667","17.77777778","18.22222222","5","23.22222222","0.221621622","23.1884058","23.76811594","6.52173913","30.28985507"
"","","UGP2016SER-PT03","","","","","","","","","UGP2016SER-PT03-00026","","","","30","29","2","2","7","1","2","16","0","2","0","0.08","8","","","","","","","","0.08","8.08","","0.04","2","0.125","0.066666667","0","0","0.005","0.002666667","0.5","0.266666667","0","0.99009901","53.33333333","0","0.088888889","8.888888889","8.977777778","0.04","0","0.166666667","16.66666667","16.83333333"
"","","UGP2016SER-PT03","","","","","","","","","UGP2016SER-PT03-00027","","","","30","26","2","3","8","1","2","24","1","0","0.06","0","35","8","2","1","1","2","5","0","0.06","35.06","0.06","","1","0.041666667","0.033333333","0.041666667","0.033333333","0.0025","0.002","1.458333333","1.166666667","100","0.171135197","80","0.066666667","0.066666667","38.88888889","38.95555556","0.06","0.083333333","0.083333333","48.61111111","48.69444444"
"","","UGP2016SER-PT03","","","","","","","","","UGP2016SER-PT03-00028","","","","30","20","1","2","7","1","2","6","2","0","0.2","0","0.4","8","2","1","1","3","3","0","0.2","0.6","0.1","","2","0.333333333","0.066666667","0.333333333","0.066666667","0.033333333","0.006666667","0.066666667","0.013333333","100","33.33333333","20","0.222222222","0.222222222","0.444444444","0.666666667","0.1","1.111111111","1.111111111","2.222222222","3.333333333"
"","","UGP2016SER-PT03","","","","","","","","","UGP2016SER-PT03-00029","","","","30","26","1","2","8","1","2","22","35","9","7","0.24","22","8","5","2","1","4","3","0","7.24","29.24","0.2","0.026666667","44","2","1.466666667","1.590909091","1.166666667","0.329090909","0.241333333","1","0.733333333","79.54545455","24.76060192","73.33333333","7.777777778","8.044444444","24.44444444","32.48888889","0.164545455","10.60606061","10.96969697","33.33333333","44.3030303"
"","","UGP2016SER-PT03","","","","","","","","","UGP2016SER-PT03-00030","","","","30","27","2","2","7","1","2","16","6","3","1.4","0.4","18","9","5","2","1","3","5","0","1.8","19.8","0.233333333","0.133333333","9","0.5625","0.3","0.375","0.2","0.1125","0.06","1.125","0.6","66.66666667","9.090909091","53.33333333","1.555555556","2","20","22","0.2","2.916666667","3.75","37.5","41.25"
"","","UGP2016SER-PT03","","","","","","","","","UGP2016SER-PT03-00031","","","","30","22","1","1","9","1","1","17","58","13","17","0.5","40","3","3","3","3","3","1","0.12","17.5","57.5","0.293103448","0.038461538","71","4.176470588","2.366666667","3.411764706","1.933333333","1.029411765","0.583333333","2.352941176","1.333333333","81.69014085","30.43478261","56.66666667","18.88888889","19.44444444","44.44444444","63.88888889","0.246478873","33.33333333","34.31372549","78.43137255","112.745098"
"","","UGP2016SER-PT03","","","","","","","","","UGP2016SER-PT03-00032","","","","30","20","1","2","7","1","2","13","22","0","12.2","0","11","8","2","4","3","4","1","0","12.2","23.2","0.554545455","","22","1.692307692","0.733333333","1.692307692","0.733333333","0.938461538","0.406666667","0.846153846","0.366666667","100","52.5862069","43.33333333","13.55555556","13.55555556","12.22222222","25.77777778","0.554545455","31.28205128","31.28205128","28.20512821","59.48717949"
"","","UGP2016SER-PT03","","","","","","","","","UGP2016SER-PT03-00033","","","","30","21","1","2","8","1","2","13","14","0","7","0","38","5","6","2","2","3","1","0.15","7","45","0.5","","14","1.076923077","0.466666667","1.076923077","0.466666667","0.538461538","0.233333333","2.923076923","1.266666667","100","15.55555556","43.33333333","7.777777778","7.777777778","42.22222222","50","0.5","17.94871795","17.94871795","97.43589744","115.3846154"
