"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Sprouting ability estimating 1-9|CO_331:0000277","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Number of storage roots after harvest per NET plot|CO_331:0000233","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of commercial storage roots per plant harvested|CO_331:2000036","Storage roots yield in kg per plant harvested|CO_331:0000681","Vine weight in kg per plant harvested|CO_331:0000990","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Average total storage root weight computation kg|CO_331:0002040","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Survival index computing percent|CO_331:0000301","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2018KAC-AT02","","","","","","","","","UGP2018KAC-AT02-01011","","","","30","30","2","2","5","2","1","28","9","13","0.35","0.25","0.59","3","7","1","3","8","3","0.6","1.19","0.038888889","0.019230769","22","0.785714286","0.321428571","0.021428571","0.021071429","40.90909091","50.42016807","0.027272727","0.388888889","0.666666667","0.655555556","1.322222222","0.733333333","0.3","0.02","0.019666667","93.33333333","0.416666667","0.714285714","0.702380952","1.416666667"
"","","UGP2018KAC-AT02","","","","","","","","","UGP2018KAC-AT02-01012","","","","30","28","2","1","6","2","1","28","28","22","2.9","0.75","4.2","8","6","1","7","4","1","3.65","7.85","0.103571429","0.034090909","50","1.785714286","1","0.130357143","0.15","56","46.49681529","0.073","3.222222222","4.055555556","4.666666667","8.722222222","1.666666667","0.933333333","0.121666667","0.14","93.33333333","3.452380952","4.345238095","5","9.345238095"
"","","UGP2018KAC-AT02","","","","","","","","","UGP2018KAC-AT02-01013","","","","30","30","2","1","5","2","3","30","12","12","1.25","0.35","11","9","6","1","3","5","1","1.6","12.6","0.104166667","0.029166667","24","0.8","0.4","0.053333333","0.366666667","50","12.6984127","0.066666667","1.388888889","1.777777778","12.22222222","14","0.8","0.4","0.053333333","0.366666667","100","1.388888889","1.777777778","12.22222222","14"
"","","UGP2018KAC-AT02","","","","","","","","","UGP2018KAC-AT02-02001","","","","30","22","3","3","7","3","3","22","29","36","2.75","1.45","7.2","5","7","1","3","4","1","4.2","11.4","0.094827586","0.040277778","65","2.954545455","1.318181818","0.190909091","0.327272727","44.61538462","36.84210526","0.064615385","3.055555556","4.666666667","8","12.66666667","2.166666667","0.966666667","0.14","0.24","73.33333333","4.166666667","6.363636364","10.90909091","17.27272727"
"","","UGP2018KAC-AT02","","","","","","","","","UGP2018KAC-AT02-02002","","","","30","26","2","4","5","2","2","26","8","20","0.85","0.6","2.05","3","7","1","3","6","3","1.45","3.5","0.10625","0.03","28","1.076923077","0.307692308","0.055769231","0.078846154","28.57142857","41.42857143","0.051785714","0.944444444","1.611111111","2.277777778","3.888888889","0.933333333","0.266666667","0.048333333","0.068333333","86.66666667","1.08974359","1.858974359","2.628205128","4.487179487"
"","","UGP2018KAC-AT02","","","","","","","","","UGP2018KAC-AT02-02003","","","","30","30","2","1","7","2","2","27","38","28","3.6","1.14","3","9","6","1","7","5","1","4.74","7.74","0.094736842","0.040714286","66","2.444444444","1.407407407","0.175555556","0.111111111","57.57575758","61.24031008","0.071818182","4","5.266666667","3.333333333","8.6","2.2","1.266666667","0.158","0.1","90","4.444444444","5.851851852","3.703703704","9.555555556"
"","","UGP2018KAC-AT02","","","","","","","","","UGP2018KAC-AT02-02004","","","","30","20","3","2","7","3","2","20","28","18","2","0.41","3.65","4","6","1","3","4","1","2.41","6.06","0.071428571","0.022777778","46","2.3","1.4","0.1205","0.1825","60.86956522","39.7689769","0.052391304","2.222222222","2.677777778","4.055555556","6.733333333","1.533333333","0.933333333","0.080333333","0.121666667","66.66666667","3.333333333","4.016666667","6.083333333","10.1"
"","","UGP2018KAC-AT02","","","","","","","","","UGP2018KAC-AT02-02005","","","","30","26","2","1","8","2","2","26","19","28","2.45","0.69","4.7","3","7","1","3","4","1","3.14","7.84","0.128947368","0.024642857","47","1.807692308","0.730769231","0.120769231","0.180769231","40.42553191","40.05102041","0.066808511","2.722222222","3.488888889","5.222222222","8.711111111","1.566666667","0.633333333","0.104666667","0.156666667","86.66666667","3.141025641","4.025641026","6.025641026","10.05128205"
"","","UGP2018KAC-AT02","","","","","","","","","UGP2018KAC-AT02-02006","","","","30","25","3","1","9","3","2","25","26","30","2.35","0.9","10.2","8","2","1","7","6","1","3.25","13.45","0.090384615","0.03","56","2.24","1.04","0.13","0.408","46.42857143","24.16356877","0.058035714","2.611111111","3.611111111","11.33333333","14.94444444","1.866666667","0.866666667","0.108333333","0.34","83.33333333","3.133333333","4.333333333","13.6","17.93333333"
"","","UGP2018KAC-AT02","","","","","","","","","UGP2018KAC-AT02-02007","","","","30","28","2","1","7","3","3","24","26","24","1.5","0.74","2.15","3","6","1","3","6","1","2.24","4.39","0.057692308","0.030833333","50","2.083333333","1.083333333","0.093333333","0.089583333","52","51.02505695","0.0448","1.666666667","2.488888889","2.388888889","4.877777778","1.666666667","0.866666667","0.074666667","0.071666667","80","2.083333333","3.111111111","2.986111111","6.097222222"
"","","UGP2018KAC-AT02","","","","","","","","","UGP2018KAC-AT02-02008","","","","30","28","2","1","6","2","2","24","19","30","1.6","0.99","2.45","9","6","1","7","6","1","2.59","5.04","0.084210526","0.033","49","2.041666667","0.791666667","0.107916667","0.102083333","38.7755102","51.38888889","0.052857143","1.777777778","2.877777778","2.722222222","5.6","1.633333333","0.633333333","0.086333333","0.081666667","80","2.222222222","3.597222222","3.402777778","7"
"","","UGP2018KAC-AT02","","","","","","","","","UGP2018KAC-AT02-02009","","","","30","20","2","1","7","2","2","20","37","17","5.2","0.69","3.75","8","6","1","4","3","1","5.89","9.64","0.140540541","0.040588235","54","2.7","1.85","0.2945","0.1875","68.51851852","61.09958506","0.109074074","5.777777778","6.544444444","4.166666667","10.71111111","1.8","1.233333333","0.196333333","0.125","66.66666667","8.666666667","9.816666667","6.25","16.06666667"
"","","UGP2018KAC-AT02","","","","","","","","","UGP2018KAC-AT02-02010","","","","30","20","3","2","8","2","2","20","59","42","5.75","1.32","4.15","9","6","1","3","4","1","7.07","11.22","0.097457627","0.031428571","101","5.05","2.95","0.3535","0.2075","58.41584158","63.01247772","0.07","6.388888889","7.855555556","4.611111111","12.46666667","3.366666667","1.966666667","0.235666667","0.138333333","66.66666667","9.583333333","11.78333333","6.916666667","18.7"
"","","UGP2018KAC-AT02","","","","","","","","","UGP2018KAC-AT02-02011","","","","30","24","2","2","7","1","1","24","29","80","2.95","2.15","9","2","3","1","7","7","3","5.1","14.1","0.101724138","0.026875","109","4.541666667","1.208333333","0.2125","0.375","26.60550459","36.17021277","0.046788991","3.277777778","5.666666667","10","15.66666667","3.633333333","0.966666667","0.17","0.3","80","4.097222222","7.083333333","12.5","19.58333333"
"","","UGP2018KAC-AT02","","","","","","","","","UGP2018KAC-AT02-02012","","","","30","20","2","2","6","2","2","9","16","14","1.6","0.35","2.06","5","6","1","3","5","1","1.95","4.01","0.1","0.025","30","3.333333333","1.777777778","0.216666667","0.228888889","53.33333333","48.62842893","0.065","1.777777778","2.166666667","2.288888889","4.455555556","1","0.533333333","0.065","0.068666667","30","5.925925926","7.222222222","7.62962963","14.85185185"
"","","UGP2018KAC-AT02","","","","","","","","","UGP2018KAC-AT02-02013","","","","30","29","2","4","5","2","3","18","10","5","1","0.04","6.35","8","6","1","3","5","3","1.04","7.39","0.1","0.008","15","0.833333333","0.555555556","0.057777778","0.352777778","66.66666667","14.07307172","0.069333333","1.111111111","1.155555556","7.055555556","8.211111111","0.5","0.333333333","0.034666667","0.211666667","60","1.851851852","1.925925926","11.75925926","13.68518519"
"","","UGP2018KAC-AT02","","","","","","","","","UGP2018KAC-AT02-03001","","","","30","27","3","2","5","3","1","20","7","2","0.95","0.03","1.35","5","6","2","4","6","3","0.98","2.33","0.135714286","0.015","9","0.45","0.35","0.049","0.0675","77.77777778","42.06008584","0.108888889","1.055555556","1.088888889","1.5","2.588888889","0.3","0.233333333","0.032666667","0.045","66.66666667","1.583333333","1.633333333","2.25","3.883333333"
"","","UGP2018KAC-AT02","","","","","","","","","UGP2018KAC-AT02-03002","","","","30","16","3","3","4","3","1","16","6","1","0.65","0.01","0.32","3","7","1","3","5","1","0.66","0.98","0.108333333","0.01","7","0.4375","0.375","0.04125","0.02","85.71428571","67.34693878","0.094285714","0.722222222","0.733333333","0.355555556","1.088888889","0.233333333","0.2","0.022","0.010666667","53.33333333","1.354166667","1.375","0.666666667","2.041666667"
"","","UGP2018KAC-AT02","","","","","","","","","UGP2018KAC-AT02-03003","","","","30","16","2","2","7","1","3","16","14","18","1.15","0.52","3.35","5","6","1","3","4","1","1.67","5.02","0.082142857","0.028888889","32","2","0.875","0.104375","0.209375","43.75","33.26693227","0.0521875","1.277777778","1.855555556","3.722222222","5.577777778","1.066666667","0.466666667","0.055666667","0.111666667","53.33333333","2.395833333","3.479166667","6.979166667","10.45833333"
"","","UGP2018KAC-AT02","","","","","","","","","UGP2018KAC-AT02-03004","","","","30","30","1","1","8","1","2","25","34","86","3.45","2.37","9.05","3","5","1","7","4","1","5.82","14.87","0.101470588","0.02755814","120","4.8","1.36","0.2328","0.362","28.33333333","39.13920646","0.0485","3.833333333","6.466666667","10.05555556","16.52222222","4","1.133333333","0.194","0.301666667","83.33333333","4.6","7.76","12.06666667","19.82666667"
"","","UGP2018KAC-AT02","","","","","","","","","UGP2018KAC-AT02-03005","","","","30","20","3","3","7","2","3","20","28","49","2.8","1.4","3.65","5","7","1","3","4","1","4.2","7.85","0.1","0.028571429","77","3.85","1.4","0.21","0.1825","36.36363636","53.50318471","0.054545455","3.111111111","4.666666667","4.055555556","8.722222222","2.566666667","0.933333333","0.14","0.121666667","66.66666667","4.666666667","7","6.083333333","13.08333333"
"","","UGP2018KAC-AT02","","","","","","","","","UGP2018KAC-AT02-03006","","","","30","29","2","4","8","2","3","23","31","24","4.6","0.8","3.5","8","7","1","4","3","1","5.4","8.9","0.148387097","0.033333333","55","2.391304348","1.347826087","0.234782609","0.152173913","56.36363636","60.6741573","0.098181818","5.111111111","6","3.888888889","9.888888889","1.833333333","1.033333333","0.18","0.116666667","76.66666667","6.666666667","7.826086957","5.072463768","12.89855072"
"","","UGP2018KAC-AT02","","","","","","","","","UGP2018KAC-AT02-03007","","","","30","30","3","2","8","2","3","30","17","27","1.5","0.68","5.45","8","6","1","4","3","1","2.18","7.63","0.088235294","0.025185185","44","1.466666667","0.566666667","0.072666667","0.181666667","38.63636364","28.57142857","0.049545455","1.666666667","2.422222222","6.055555556","8.477777778","1.466666667","0.566666667","0.072666667","0.181666667","100","1.666666667","2.422222222","6.055555556","8.477777778"
"","","UGP2018KAC-AT02","","","","","","","","","UGP2018KAC-AT02-03008","","","","30","30","2","2","5","2","1","30","11","25","1.45","0.42","1.65","9","6","1","4","4","1","1.87","3.52","0.131818182","0.0168","36","1.2","0.366666667","0.062333333","0.055","30.55555556","53.125","0.051944444","1.611111111","2.077777778","1.833333333","3.911111111","1.2","0.366666667","0.062333333","0.055","100","1.611111111","2.077777778","1.833333333","3.911111111"
"","","UGP2018KAC-AT02","","","","","","","","","UGP2018KAC-AT02-03009","","","","30","20","2","2","5","2","3","20","7","6","0.76","0.22","4.35","8","6","1","3","5","1","0.98","5.33","0.108571429","0.036666667","13","0.65","0.35","0.049","0.2175","53.84615385","18.38649156","0.075384615","0.844444444","1.088888889","4.833333333","5.922222222","0.433333333","0.233333333","0.032666667","0.145","66.66666667","1.266666667","1.633333333","7.25","8.883333333"
"","","UGP2018KAC-AT02","","","","","","","","","UGP2018KAC-AT02-03010","","","","30","26","3","2","5","3","3","24","24","42","1.95","1.12","2","5","6","1","3","6","1","3.07","5.07","0.08125","0.026666667","66","2.75","1","0.127916667","0.083333333","36.36363636","60.55226824","0.046515152","2.166666667","3.411111111","2.222222222","5.633333333","2.2","0.8","0.102333333","0.066666667","80","2.708333333","4.263888889","2.777777778","7.041666667"
"","","UGP2018KAC-AT02","","","","","","","","","UGP2018KAC-AT02-03011","","","","30","27","2","2","6","2","2","25","25","30","2.75","0.86","3.6","8","6","1","7","5","1","3.61","7.21","0.11","0.028666667","55","2.2","1","0.1444","0.144","45.45454545","50.06934813","0.065636364","3.055555556","4.011111111","4","8.011111111","1.833333333","0.833333333","0.120333333","0.12","83.33333333","3.666666667","4.813333333","4.8","9.613333333"
"","","UGP2018KAC-AT02","","","","","","","","","UGP2018KAC-AT02-03012","","","","30","22","3","2","7","2","2","22","26","24","1.26","0.39","3.7","3","7","2","3","5","4","1.65","5.35","0.048461538","0.01625","50","2.272727273","1.181818182","0.075","0.168181818","52","30.8411215","0.033","1.4","1.833333333","4.111111111","5.944444444","1.666666667","0.866666667","0.055","0.123333333","73.33333333","1.909090909","2.5","5.606060606","8.106060606"
"","","UGP2018KAC-AT02","","","","","","","","","UGP2018KAC-AT02-03013","","","","30","27","3","2","6","3","2","23","16","29","1.85","0.8","4.85","9","6","1","7","4","4","2.65","7.5","0.115625","0.027586207","45","1.956521739","0.695652174","0.115217391","0.210869565","35.55555556","35.33333333","0.058888889","2.055555556","2.944444444","5.388888889","8.333333333","1.5","0.533333333","0.088333333","0.161666667","76.66666667","2.68115942","3.84057971","7.028985507","10.86956522"
