"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Sprouting ability estimating 1-9|CO_331:0000277","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01612","","","","3","2","4","1","8","3","2","2","0","9","0","0.2","2","5","2","8","8","1","6","0.2","2.2","9","","0.022222222","0.022222222","4.5","3","0","0","0.1","0.066666667","1","0.666666667","0","9.090909091","66.66666667","0","2.222222222","22.22222222","24.44444444","0","3.333333333","33.33333333","36.66666667"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01632","","","","3","3","2","1","6","3","2","3","7","4","1.3","0.05","1","4","2","4","3","1","6","1.35","2.35","11","0.185714286","0.0125","0.122727273","3.666666667","3.666666667","2.333333333","2.333333333","0.45","0.45","0.333333333","0.333333333","63.63636364","57.44680851","100","14.44444444","15","11.11111111","26.11111111","14.44444444","15","11.11111111","26.11111111"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00469","","","","3","2","2","2","6","3","2","2","3","1","0.8","0.01","1","3","1","2","3","1","1","0.81","1.81","4","0.266666667","0.01","0.2025","2","1.333333333","1.5","1","0.405","0.27","0.5","0.333333333","75","44.75138122","66.66666667","8.888888889","9","11.11111111","20.11111111","13.33333333","13.5","16.66666667","30.16666667"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01348","","","","3","3","3","2","8","3","2","3","6","1","2.6","0.05","14","2","2","4","2","1","1","2.65","16.65","7","0.433333333","0.05","0.378571429","2.333333333","2.333333333","2","2","0.883333333","0.883333333","4.666666667","4.666666667","85.71428571","15.91591592","100","28.88888889","29.44444444","155.5555556","185","28.88888889","29.44444444","155.5555556","185"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-02235","","","","3","3","2","2","7","2","2","3","2","1","0.4","0.02","3.8","9","2","4","4","1","1","0.42","4.22","3","0.2","0.02","0.14","1","1","0.666666667","0.666666667","0.14","0.14","1.266666667","1.266666667","66.66666667","9.952606635","100","4.444444444","4.666666667","42.22222222","46.88888889","4.444444444","4.666666667","42.22222222","46.88888889"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00251","","","","3","2","2","2","5","2","2","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-02029","","","","3","3","2","2","7","3","2","3","5","5","1.7","0.4","1","6","2","3","3","1","4","2.1","3.1","10","0.34","0.08","0.21","3.333333333","3.333333333","1.666666667","1.666666667","0.7","0.7","0.333333333","0.333333333","50","67.74193548","100","18.88888889","23.33333333","11.11111111","34.44444444","18.88888889","23.33333333","11.11111111","34.44444444"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00442","","","","3","1","1","1","5","3","2","1","1","0","0.5","0","0.2","2","2","4","4","1","1","0.5","0.7","1","0.5","","0.5","1","0.333333333","1","0.333333333","0.5","0.166666667","0.2","0.066666667","100","71.42857143","33.33333333","5.555555556","5.555555556","2.222222222","7.777777778","16.66666667","16.66666667","6.666666667","23.33333333"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-02404","","","","3","1","1","1","4","2","2","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00846","","","","3","3","2","1","8","2","2","3","0","1","0","0.01","9","3","2","2","3","1","1","0.01","9.01","1","","0.01","0.01","0.333333333","0.333333333","0","0","0.003333333","0.003333333","3","3","0","0.110987791","100","0","0.111111111","100","100.1111111","0","0.111111111","100","100.1111111"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01268","","","","3","1","2","1","5","3","2","1","0","0","0","0","1.5","","","","","","","0","1.5","0","","","","0","0","0","0","0","0","1.5","0.5","","0","33.33333333","0","0","16.66666667","16.66666667","0","0","50","50"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00555","","","","3","1","1","1","5","2","2","1","0","1","0","0.02","0.4","9","1","3","8","1","1","0.02","0.42","1","","0.02","0.02","1","0.333333333","0","0","0.02","0.006666667","0.4","0.133333333","0","4.761904762","33.33333333","0","0.222222222","4.444444444","4.666666667","0","0.666666667","13.33333333","14"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01515","","","","3","1","2","1","3","2","2","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00021","","","","3","3","1","2","7","3","2","2","1","5","0.1","0.25","1","2","2","3","6","1","1","0.35","1.35","6","0.1","0.05","0.058333333","3","2","0.5","0.333333333","0.175","0.116666667","0.5","0.333333333","16.66666667","25.92592593","66.66666667","1.111111111","3.888888889","11.11111111","15","1.666666667","5.833333333","16.66666667","22.5"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01484","","","","3","3","3","1","8","3","2","3","12","1","7","0.01","12","4","2","4","1","1","1","7.01","19.01","13","0.583333333","0.01","0.539230769","4.333333333","4.333333333","4","4","2.336666667","2.336666667","4","4","92.30769231","36.87532877","100","77.77777778","77.88888889","133.3333333","211.2222222","77.77777778","77.88888889","133.3333333","211.2222222"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01967","","","","3","2","2","1","5","3","2","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00032","","","","3","2","2","1","5","2","1","2","2","2","0.17","0.01","0.4","3","2","3","7","3","1","0.18","0.58","4","0.085","0.005","0.045","2","1.333333333","1","0.666666667","0.09","0.06","0.2","0.133333333","50","31.03448276","66.66666667","1.888888889","2","4.444444444","6.444444444","2.833333333","3","6.666666667","9.666666667"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00434","","","","3","3","4","4","6","3","2","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-02351","","","","3","2","3","2","5","4","2","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00552","","","","3","3","1","1","7","2","2","3","2","3","0.35","0.1","1","4","4","4","4","3","1","0.45","1.45","5","0.175","0.033333333","0.09","1.666666667","1.666666667","0.666666667","0.666666667","0.15","0.15","0.333333333","0.333333333","40","31.03448276","100","3.888888889","5","11.11111111","16.11111111","3.888888889","5","11.11111111","16.11111111"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01990","","","","3","3","4","2","9","3","2","3","25","31","4.3","1.35","4.8","5","3","2","3","1","8","5.65","10.45","56","0.172","0.043548387","0.100892857","18.66666667","18.66666667","8.333333333","8.333333333","1.883333333","1.883333333","1.6","1.6","44.64285714","54.06698565","100","47.77777778","62.77777778","53.33333333","116.1111111","47.77777778","62.77777778","53.33333333","116.1111111"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01986","","","","3","3","1","1","4","2","2","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01754","","","","3","1","1","1","6","2","1","1","0","0","0","0","0.4","","","","","","","0","0.4","0","","","","0","0","0","0","0","0","0.4","0.133333333","","0","33.33333333","0","0","4.444444444","4.444444444","0","0","13.33333333","13.33333333"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00284","","","","3","3","4","2","8","2","2","3","5","1","1.5","0.02","4.3","4","2","6","1","1","1","1.52","5.82","6","0.3","0.02","0.253333333","2","2","1.666666667","1.666666667","0.506666667","0.506666667","1.433333333","1.433333333","83.33333333","26.11683849","100","16.66666667","16.88888889","47.77777778","64.66666667","16.66666667","16.88888889","47.77777778","64.66666667"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01089","","","","3","3","3","2","7","4","2","3","6","5","1.3","0.2","1","2","1","3","4","4","1","1.5","2.5","11","0.216666667","0.04","0.136363636","3.666666667","3.666666667","2","2","0.5","0.5","0.333333333","0.333333333","54.54545455","60","100","14.44444444","16.66666667","11.11111111","27.77777778","14.44444444","16.66666667","11.11111111","27.77777778"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00412","","","","3","3","1","1","6","3","2","3","6","3","1.2","0.03","1.9","2","2","3","4","1","1","1.23","3.13","9","0.2","0.01","0.136666667","3","3","2","2","0.41","0.41","0.633333333","0.633333333","66.66666667","39.2971246","100","13.33333333","13.66666667","21.11111111","34.77777778","13.33333333","13.66666667","21.11111111","34.77777778"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01970","","","","3","2","1","1","7","2","2","2","0","0","0","0","2","","","","","","","0","2","0","","","","0","0","0","0","0","0","1","0.666666667","","0","66.66666667","0","0","22.22222222","22.22222222","0","0","33.33333333","33.33333333"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-02288","","","","3","3","3","1","8","6","2","2","4","0","4.8","0","0.8","3","2","5","3","1","1","4.8","5.6","4","1.2","","1.2","2","1.333333333","2","1.333333333","2.4","1.6","0.4","0.266666667","100","85.71428571","66.66666667","53.33333333","53.33333333","8.888888889","62.22222222","80","80","13.33333333","93.33333333"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01519","","","","3","2","1","1","9","4","2","2","22","6","5.7","0.2","25","4","1","3","3","1","1","5.9","30.9","28","0.259090909","0.033333333","0.210714286","14","9.333333333","11","7.333333333","2.95","1.966666667","12.5","8.333333333","78.57142857","19.09385113","66.66666667","63.33333333","65.55555556","277.7777778","343.3333333","95","98.33333333","416.6666667","515"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01238","","","","3","3","4","1","7","4","2","3","6","11","0.9","0.4","1","2","3","6","3","1","1","1.3","2.3","17","0.15","0.036363636","0.076470588","5.666666667","5.666666667","2","2","0.433333333","0.433333333","0.333333333","0.333333333","35.29411765","56.52173913","100","10","14.44444444","11.11111111","25.55555556","10","14.44444444","11.11111111","25.55555556"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00339","","","","3","3","2","1","7","2","2","3","4","2","0.9","0.01","0.5","6","1","2","4","1","1","0.91","1.41","6","0.225","0.005","0.151666667","2","2","1.333333333","1.333333333","0.303333333","0.303333333","0.166666667","0.166666667","66.66666667","64.53900709","100","10","10.11111111","5.555555556","15.66666667","10","10.11111111","5.555555556","15.66666667"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00537","","","","3","3","2","2","6","3","2","3","0","0","0","0","0.2","","","","","","","0","0.2","0","","","","0","0","0","0","0","0","0.066666667","0.066666667","","0","100","0","0","2.222222222","2.222222222","0","0","2.222222222","2.222222222"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00578","","","","3","3","2","2","9","2","3","3","6","4","1.1","0.01","1","2","2","3","4","1","1","1.11","2.11","10","0.183333333","0.0025","0.111","3.333333333","3.333333333","2","2","0.37","0.37","0.333333333","0.333333333","60","52.60663507","100","12.22222222","12.33333333","11.11111111","23.44444444","12.22222222","12.33333333","11.11111111","23.44444444"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00278","","","","3","1","1","1","4","3","2","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01062","","","","3","3","3","2","7","2","2","3","4","0","0.48","0","2.5","4","2","3","5","1","1","0.48","2.98","4","0.12","","0.12","1.333333333","1.333333333","1.333333333","1.333333333","0.16","0.16","0.833333333","0.833333333","100","16.10738255","100","5.333333333","5.333333333","27.77777778","33.11111111","5.333333333","5.333333333","27.77777778","33.11111111"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01937","","","","3","2","1","1","6","2","2","2","0","1","0","0.04","1.7","5","1","3","7","1","1","0.04","1.74","1","","0.04","0.04","0.5","0.333333333","0","0","0.02","0.013333333","0.85","0.566666667","0","2.298850575","66.66666667","0","0.444444444","18.88888889","19.33333333","0","0.666666667","28.33333333","29"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-02224","","","","3","3","3","1","9","2","5","2","17","15","2.5","0.6","18","3","2","6","4","1","1","3.1","21.1","32","0.147058824","0.04","0.096875","16","10.66666667","8.5","5.666666667","1.55","1.033333333","9","6","53.125","14.69194313","66.66666667","27.77777778","34.44444444","200","234.4444444","41.66666667","51.66666667","300","351.6666667"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01766","","","","3","1","1","1","5","2","2","1","0","0","0","0","0.2","","","","","","","0","0.2","0","","","","0","0","0","0","0","0","0.2","0.066666667","","0","33.33333333","0","0","2.222222222","2.222222222","0","0","6.666666667","6.666666667"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01397","","","","3","3","2","2","7","3","2","3","9","2","1.2","0.05","1.7","2","2","4","4","1","1","1.25","2.95","11","0.133333333","0.025","0.113636364","3.666666667","3.666666667","3","3","0.416666667","0.416666667","0.566666667","0.566666667","81.81818182","42.37288136","100","13.33333333","13.88888889","18.88888889","32.77777778","13.33333333","13.88888889","18.88888889","32.77777778"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00386","","","","3","1","2","1","5","3","2","1","1","0","0.1","0","1.2","8","1","2","5","1","1","0.1","1.3","1","0.1","","0.1","1","0.333333333","1","0.333333333","0.1","0.033333333","1.2","0.4","100","7.692307692","33.33333333","1.111111111","1.111111111","13.33333333","14.44444444","3.333333333","3.333333333","40","43.33333333"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01551","","","","3","2","3","1","6","3","2","2","3","0","2.1","0","1.9","4","2","2","2","1","1","2.1","4","3","0.7","","0.7","1.5","1","1.5","1","1.05","0.7","0.95","0.633333333","100","52.5","66.66666667","23.33333333","23.33333333","21.11111111","44.44444444","35","35","31.66666667","66.66666667"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00864","","","","3","3","2","2","7","3","2","3","1","2","0.1","0.01","2.4","3","1","3","6","1","1","0.11","2.51","3","0.1","0.005","0.036666667","1","1","0.333333333","0.333333333","0.036666667","0.036666667","0.8","0.8","33.33333333","4.38247012","100","1.111111111","1.222222222","26.66666667","27.88888889","1.111111111","1.222222222","26.66666667","27.88888889"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00758","","","","3","3","2","2","6","3","2","3","0","0","0","0","0.7","","","","","","","0","0.7","0","","","","0","0","0","0","0","0","0.233333333","0.233333333","","0","100","0","0","7.777777778","7.777777778","0","0","7.777777778","7.777777778"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01828","","","","3","3","3","1","7","2","2","3","2","5","0.3","0.02","4","2","2","3","5","1","1","0.32","4.32","7","0.15","0.004","0.045714286","2.333333333","2.333333333","0.666666667","0.666666667","0.106666667","0.106666667","1.333333333","1.333333333","28.57142857","7.407407407","100","3.333333333","3.555555556","44.44444444","48","3.333333333","3.555555556","44.44444444","48"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01892","","","","3","3","5","2","7","3","2","3","9","16","1.4","0.14","1","4","2","3","3","3","8","1.54","2.54","25","0.155555556","0.00875","0.0616","8.333333333","8.333333333","3","3","0.513333333","0.513333333","0.333333333","0.333333333","36","60.62992126","100","15.55555556","17.11111111","11.11111111","28.22222222","15.55555556","17.11111111","11.11111111","28.22222222"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-02091","","","","3","1","1","1","6","2","2","1","2","1","0.5","0.05","0.1","4","1","3","4","1","6","0.55","0.65","3","0.25","0.05","0.183333333","3","1","2","0.666666667","0.55","0.183333333","0.1","0.033333333","66.66666667","84.61538462","33.33333333","5.555555556","6.111111111","1.111111111","7.222222222","16.66666667","18.33333333","3.333333333","21.66666667"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00713","","","","3","3","3","1","8","3","2","3","3","3","0.3","0.05","4","2","1","3","5","1","1","0.35","4.35","6","0.1","0.016666667","0.058333333","2","2","1","1","0.116666667","0.116666667","1.333333333","1.333333333","50","8.045977011","100","3.333333333","3.888888889","44.44444444","48.33333333","3.333333333","3.888888889","44.44444444","48.33333333"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01706","","","","3","3","1","9","3","3","2","3","15","0","5.5","0","7","3","1","4","4","3","1","5.5","12.5","15","0.366666667","","0.366666667","5","5","5","5","1.833333333","1.833333333","2.333333333","2.333333333","100","44","100","61.11111111","61.11111111","77.77777778","138.8888889","61.11111111","61.11111111","77.77777778","138.8888889"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00179","","","","3","3","3","1","7","3","2","3","6","0","1.5","0","2.2","6","2","3","3","1","1","1.5","3.7","6","0.25","","0.25","2","2","2","2","0.5","0.5","0.733333333","0.733333333","100","40.54054054","100","16.66666667","16.66666667","24.44444444","41.11111111","16.66666667","16.66666667","24.44444444","41.11111111"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00985","","","","3","3","2","2","7","2","2","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00938","","","","3","3","6","1","8","3","2","3","11","3","2.1","0.01","1","5","3","6","3","4","1","2.11","3.11","14","0.190909091","0.003333333","0.150714286","4.666666667","4.666666667","3.666666667","3.666666667","0.703333333","0.703333333","0.333333333","0.333333333","78.57142857","67.84565916","100","23.33333333","23.44444444","11.11111111","34.55555556","23.33333333","23.44444444","11.11111111","34.55555556"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00282","","","","3","3","2","2","8","3","2","3","5","7","2.3","0.3","5.2","2","2","6","3","1","1","2.6","7.8","12","0.46","0.042857143","0.216666667","4","4","1.666666667","1.666666667","0.866666667","0.866666667","1.733333333","1.733333333","41.66666667","33.33333333","100","25.55555556","28.88888889","57.77777778","86.66666667","25.55555556","28.88888889","57.77777778","86.66666667"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-02077","","","","3","3","1","1","7","2","2","3","4","2","0.4","0.08","7","5","1","3","5","1","6","0.48","7.48","6","0.1","0.04","0.08","2","2","1.333333333","1.333333333","0.16","0.16","2.333333333","2.333333333","66.66666667","6.417112299","100","4.444444444","5.333333333","77.77777778","83.11111111","4.444444444","5.333333333","77.77777778","83.11111111"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01884","","","","3","3","3","1","7","3","2","3","5","0","1","0","2","6","2","4","3","1","1","1","3","5","0.2","","0.2","1.666666667","1.666666667","1.666666667","1.666666667","0.333333333","0.333333333","0.666666667","0.666666667","100","33.33333333","100","11.11111111","11.11111111","22.22222222","33.33333333","11.11111111","11.11111111","22.22222222","33.33333333"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00842","","","","3","3","3","1","8","2","2","3","9","7","4","0.05","3.7","4","2","6","2","1","1","4.05","7.75","16","0.444444444","0.007142857","0.253125","5.333333333","5.333333333","3","3","1.35","1.35","1.233333333","1.233333333","56.25","52.25806452","100","44.44444444","45","41.11111111","86.11111111","44.44444444","45","41.11111111","86.11111111"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00677","","","","3","3","3","3","7","3","2","3","0","0","0","0","6","","","","","","","0","6","0","","","","0","0","0","0","0","0","2","2","","0","100","0","0","66.66666667","66.66666667","0","0","66.66666667","66.66666667"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00076","","","","3","3","3","1","8","2","2","2","0","1","0","0.01","1.8","5","1","3","7","1","1","0.01","1.81","1","","0.01","0.01","0.5","0.333333333","0","0","0.005","0.003333333","0.9","0.6","0","0.552486188","66.66666667","0","0.111111111","20","20.11111111","0","0.166666667","30","30.16666667"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01985","","","","3","3","1","1","9","2","2","1","15","6","6.3","0.1","15","2","2","2","3","1","1","6.4","21.4","21","0.42","0.016666667","0.304761905","21","7","15","5","6.4","2.133333333","15","5","71.42857143","29.90654206","33.33333333","70","71.11111111","166.6666667","237.7777778","210","213.3333333","500","713.3333333"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00760","","","","3","3","4","1","6","3","2","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00377","","","","3","3","2","1","8","2","2","3","9","0","1.8","0","8.2","2","1","3","6","1","1","1.8","10","9","0.2","","0.2","3","3","3","3","0.6","0.6","2.733333333","2.733333333","100","18","100","20","20","91.11111111","111.1111111","20","20","91.11111111","111.1111111"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01004","","","","3","2","2","1","5","2","2","2","1","0","0.2","0","0.6","6","1","4","3","1","1","0.2","0.8","1","0.2","","0.2","0.5","0.333333333","0.5","0.333333333","0.1","0.066666667","0.3","0.2","100","25","66.66666667","2.222222222","2.222222222","6.666666667","8.888888889","3.333333333","3.333333333","10","13.33333333"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00730","","","","3","3","1","1","6","2","2","2","0","0","0","0","0.4","","","","","","","0","0.4","0","","","","0","0","0","0","0","0","0.2","0.133333333","","0","66.66666667","0","0","4.444444444","4.444444444","0","0","6.666666667","6.666666667"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01118","","","","3","3","3","1","7","2","2","3","3","0","0.4","0","1","6","1","4","5","1","1","0.4","1.4","3","0.133333333","","0.133333333","1","1","1","1","0.133333333","0.133333333","0.333333333","0.333333333","100","28.57142857","100","4.444444444","4.444444444","11.11111111","15.55555556","4.444444444","4.444444444","11.11111111","15.55555556"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00854","","","","3","3","2","2","8","3","3","3","0","0","0","0","2.4","","","","","","","0","2.4","0","","","","0","0","0","0","0","0","0.8","0.8","","0","100","0","0","26.66666667","26.66666667","0","0","26.66666667","26.66666667"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-00263","","","","3","3","3","2","7","3","2","3","1","7","0.5","0.1","2.3","2","2","3","3","1","1","0.6","2.9","8","0.5","0.014285714","0.075","2.666666667","2.666666667","0.333333333","0.333333333","0.2","0.2","0.766666667","0.766666667","12.5","20.68965517","100","5.555555556","6.666666667","25.55555556","32.22222222","5.555555556","6.666666667","25.55555556","32.22222222"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01716","","","","3","1","2","1","4","2","2","1","0","0","0","0","0.2","","","","","","","0","0.2","0","","","","0","0","0","0","0","0","0.2","0.066666667","","0","33.33333333","0","0","2.222222222","2.222222222","0","0","6.666666667","6.666666667"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-02299","","","","3","2","2","1","8","2","2","2","17","11","5.7","0.3","11.4","6","2","4","2","1","6","6","17.4","28","0.335294118","0.027272727","0.214285714","14","9.333333333","8.5","5.666666667","3","2","5.7","3.8","60.71428571","34.48275862","66.66666667","63.33333333","66.66666667","126.6666667","193.3333333","95","100","190","290"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-01444","","","","3","3","2","2","8","3","2","3","3","1","1.5","0.01","","2","2","6","3","1","1","1.51","","4","0.5","0.01","0.3775","1.333333333","1.333333333","1","1","0.503333333","0.503333333","","","75","","100","16.66666667","16.77777778","","","16.66666667","16.77777778","",""
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-02305","","","","3","1","1","1","4","3","2","1","1","1","0.4","0.02","1","2","2","4","4","1","1","0.42","1.42","2","0.4","0.02","0.21","2","0.666666667","1","0.333333333","0.42","0.14","1","0.333333333","50","29.57746479","33.33333333","4.444444444","4.666666667","11.11111111","15.77777778","13.33333333","14","33.33333333","47.33333333"
"","","UGP2018NAM-OT02","","","","","","","","","UGP2018NAM-OT02-02361","","","","3","2","2","2","6","3","2","2","3","5","0.4","0.08","1","6","2","3","6","1","1","0.48","1.48","8","0.133333333","0.016","0.06","4","2.666666667","1.5","1","0.24","0.16","0.5","0.333333333","37.5","32.43243243","66.66666667","4.444444444","5.333333333","11.11111111","16.44444444","6.666666667","8","16.66666667","24.66666667"
