"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Number of storage roots after harvest per NET plot|CO_331:0000233","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Average total storage root weight computation kg|CO_331:0002040","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00064","","","","20","14","1","2","7","1","2","14","17","7","16","0.03","12","8","3","4","4","1","10.5","16.03","28.03","0.941176471","0.004285714","24","1.714285714","1.2","1.214285714","0.85","1.145","0.8015","0.857142857","0.6","70.83333333","57.18872636","70","26.66666667","26.71666667","20","46.71666667","0.667916667","38.0952381","38.16666667","28.57142857","66.73809524"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00065","","","","20","10","2","2","8","1","2","5","10","2","9.9","0.04","14","2","1","1","8","1","0.12","9.94","23.94","0.99","0.02","12","2.4","0.6","2","0.5","1.988","0.497","2.8","0.7","83.33333333","41.52046784","25","16.5","16.56666667","23.33333333","39.9","0.828333333","66","66.26666667","93.33333333","159.6"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00066","","","","20","14","2","2","8","1","2","14","26","0","8","0","6","8","1","4","7","1","0.12","8","14","0.307692308","","26","1.857142857","1.3","1.857142857","1.3","0.571428571","0.4","0.428571429","0.3","100","57.14285714","70","13.33333333","13.33333333","10","23.33333333","0.307692308","19.04761905","19.04761905","14.28571429","33.33333333"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00067","","","","20","20","1","2","9","","1","20","24","10","8","0.2","17","8","3","6","5","1","7.23","8.2","25.2","0.333333333","0.02","34","1.7","1.7","1.2","1.2","0.41","0.41","0.85","0.85","70.58823529","32.53968254","100","13.33333333","13.66666667","28.33333333","42","0.241176471","13.33333333","13.66666667","28.33333333","42"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00068","","","","20","12","1","1","9","1","1","12","0","0","0","0","8","","","","","","","0","8","","","0","0","0","0","0","0","0","0.666666667","0.4","","0","60","0","0","13.33333333","13.33333333","","0","0","22.22222222","22.22222222"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00069","","","","20","12","2","2","7","1","2","5","7","3","2","0.04","13","8","1","1","4","3","3.96","2.04","15.04","0.285714286","0.013333333","10","2","0.5","1.4","0.35","0.408","0.102","2.6","0.65","70","13.56382979","25","3.333333333","3.4","21.66666667","25.06666667","0.204","13.33333333","13.6","86.66666667","100.2666667"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00070","","","","20","12","2","2","8","2","2","5","11","4","4.8","0.1","15","9","1","1","6","3","0","4.9","19.9","0.436363636","0.025","15","3","0.75","2.2","0.55","0.98","0.245","3","0.75","73.33333333","24.62311558","25","8","8.166666667","25","33.16666667","0.326666667","32","32.66666667","100","132.6666667"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00071","","","","20","12","1","2","8","1","2","11","0","0","0","0","25","","","","","","","0","25","","","0","0","0","0","0","0","0","2.272727273","1.25","","0","55","0","0","41.66666667","41.66666667","","0","0","75.75757576","75.75757576"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00072","","","","20","18","2","2","8","1","2","18","18","4","3","0.1","14","3","3","6","1","1","7.76","3.1","17.1","0.166666667","0.025","22","1.222222222","1.1","1","0.9","0.172222222","0.155","0.777777778","0.7","81.81818182","18.12865497","90","5","5.166666667","23.33333333","28.5","0.140909091","5.555555556","5.740740741","25.92592593","31.66666667"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00073","","","","20","10","3","2","8","1","2","3","15","4","7","0.18","8","3","1","1","4","1","1.5","7.18","15.18","0.466666667","0.045","19","6.333333333","0.95","5","0.75","2.393333333","0.359","2.666666667","0.4","78.94736842","47.29907773","15","11.66666667","11.96666667","13.33333333","25.3","0.377894737","77.77777778","79.77777778","88.88888889","168.6666667"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00074","","","","20","12","1","2","8","1","2","12","12","7","11","0.6","12","3","2","5","3","1","7.76","11.6","23.6","0.916666667","0.085714286","19","1.583333333","0.95","1","0.6","0.966666667","0.58","1","0.6","63.15789474","49.15254237","60","18.33333333","19.33333333","20","39.33333333","0.610526316","30.55555556","32.22222222","33.33333333","65.55555556"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00075","","","","20","9","2","3","8","1","2","3","11","9","4.5","0.2","25","5","1","1","4","3","0.12","4.7","29.7","0.409090909","0.022222222","20","6.666666667","1","3.666666667","0.55","1.566666667","0.235","8.333333333","1.25","55","15.82491582","15","7.5","7.833333333","41.66666667","49.5","0.235","50","52.22222222","277.7777778","330"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00076","","","","20","16","1","2","7","1","2","16","13","6","26","0.3","14","7","3","5","4","1","0.69","26.3","40.3","2","0.05","19","1.1875","0.95","0.8125","0.65","1.64375","1.315","0.875","0.7","68.42105263","65.26054591","80","43.33333333","43.83333333","23.33333333","67.16666667","1.384210526","54.16666667","54.79166667","29.16666667","83.95833333"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00077","","","","20","16","1","2","7","1","2","16","24","0","4","0","6","8","2","4","7","1","3.03","4","10","0.166666667","","24","1.5","1.2","1.5","1.2","0.25","0.2","0.375","0.3","100","40","80","6.666666667","6.666666667","10","16.66666667","0.166666667","8.333333333","8.333333333","12.5","20.83333333"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00078","","","","20","15","2","2","8","2","2","10","2","6","0.44","0.2","29","2","1","1","8","5","0.12","0.64","29.64","0.22","0.033333333","8","0.8","0.4","0.2","0.1","0.064","0.032","2.9","1.45","25","2.159244265","50","0.733333333","1.066666667","48.33333333","49.4","0.08","1.466666667","2.133333333","96.66666667","98.8"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00079","","","","20","12","1","2","6","1","2","12","20","6","13.5","0.17","11.5","6","2","3","3","1","0.12","13.67","25.17","0.675","0.028333333","26","2.166666667","1.3","1.666666667","1","1.139166667","0.6835","0.958333333","0.575","76.92307692","54.31068733","60","22.5","22.78333333","19.16666667","41.95","0.525769231","37.5","37.97222222","31.94444444","69.91666667"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00080","","","","20","14","3","3","8","2","2","11","24","2","7.2","0.02","24","9","1","1","4","3","0","7.22","31.22","0.3","0.01","26","2.363636364","1.3","2.181818182","1.2","0.656363636","0.361","2.181818182","1.2","92.30769231","23.12620115","55","12","12.03333333","40","52.03333333","0.277692308","21.81818182","21.87878788","72.72727273","94.60606061"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00081","","","","20","10","3","2","8","1","2","6","18","3","8","0.06","17","9","1","1","4","1","0","8.06","25.06","0.444444444","0.02","21","3.5","1.05","3","0.9","1.343333333","0.403","2.833333333","0.85","85.71428571","32.16280926","30","13.33333333","13.43333333","28.33333333","41.76666667","0.383809524","44.44444444","44.77777778","94.44444444","139.2222222"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00082","","","","20","12","1","2","8","1","1","12","0","0","0","0","5","","","","","","","0","5","","","0","0","0","0","0","0","0","0.416666667","0.25","","0","60","0","0","8.333333333","8.333333333","","0","0","13.88888889","13.88888889"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00083","","","","20","10","3","3","8","1","2","7","22","7","11.2","0.22","8.5","5","1","3","6","1","4.61","11.42","19.92","0.509090909","0.031428571","29","4.142857143","1.45","3.142857143","1.1","1.631428571","0.571","1.214285714","0.425","75.86206897","57.32931727","35","18.66666667","19.03333333","14.16666667","33.2","0.393793103","53.33333333","54.38095238","40.47619048","94.85714286"
"","","UGP2016SER-ST01","","","","","","","","","UGP2016SER-ST01-00084","","","","20","14","2","2","7","2","2","5","12","0","3","0","5","3","1","1","5","3","1.32","3","8","0.25","","12","2.4","0.6","2.4","0.6","0.6","0.15","1","0.25","100","37.5","25","5","5","8.333333333","13.33333333","0.25","20","20","33.33333333","53.33333333"
