"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Dry weight of storage root samples measuring g|CO_331:0000247","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2014PKS-AT01","","","","","","","","","GHP2014PKS-AT01-00019","","","","3","1.12","1.56","5.62","17.08","2","50.87","7.31","2.13","1","37","23","3","19","19","30","19","5","8","2.45","2","65.1","5","33.5757814","3","7","0.72","6","3","5","10.1","1.1","26","11.2","37.2","60","0.272972973","0.047826087","0.186666667","3.157894737","2","1.947368421","1.233333333","0.589473684","0.373333333","1.368421053","0.866666667","61.66666667","30.10752688","63.33333333","3.760487517","11.22222222","17.71929825","12.44444444","19.64912281","28.88888889","45.61403509","4.178319464","6.597346521","41.33333333","65.26315789"
"","","GHP2014PKS-AT01","","","","","","","","","GHP2014PKS-AT01-00002","","","","2","0","1.88","1.93","19.77","3","50.07","2.94","8.07","1","47","36","3","25","25","30","25","3","9","3.92","1","66.6","5","39.48472139","7","8","0.92","6","3","3","16.3","2","31","18.3","49.3","83","0.346808511","0.055555556","0.220481928","3.32","2.766666667","1.88","1.566666667","0.732","0.61","1.24","1.033333333","56.62650602","37.11967546","83.33333333","7.225704014","18.11111111","21.73333333","20.33333333","24.4","34.44444444","41.33333333","8.028560016","9.634272019","54.77777778","65.73333333"
"","","GHP2014PKS-AT01","","","","","","","","","GHP2014PKS-AT01-00020","","","","1","22.32","1.89","6.29","13.82","3","50.94","8.02","8.59","1","57","27","4","25","25","30","24","8","6","3.21","3","57.53","2","27.12995681","7","9","0.78","8","3","4","26.6","1.4","18","28","46","84","0.466666667","0.051851852","0.333333333","3.36","2.8","2.28","1.9","1.12","0.933333333","0.72","0.6","67.85714286","60.86956522","83.33333333","7.596387907","29.55555556","35.46666667","31.11111111","37.33333333","20","24","8.440431008","10.12851721","51.11111111","61.33333333"
"","","GHP2014PKS-AT01","","","","","","","","","GHP2014PKS-AT01-00021","","","","2","0","1.74","1.97","18.86","3","50.39","2.88","10.51","1","67","40","2","23","23","30","23","5","2","2.56","1","65.93","3","37.42806112","5","8","0.87","6","3","3","16.5","2.1","20","18.6","38.6","107","0.246268657","0.0525","0.173831776","4.652173913","3.566666667","2.913043478","2.233333333","0.808695652","0.62","0.869565217","0.666666667","62.61682243","48.1865285","76.66666667","6.961619369","18.33333333","23.91304348","20.66666667","26.95652174","22.22222222","28.98550725","7.735132632","10.08930343","42.88888889","55.94202899"
"","","GHP2014PKS-AT01","","","","","","","","","GHP2014PKS-AT01-00022","","","","2","0","1.33","2.38","20.2","2","50.52","3.21","2.19","1","41","29","3","21","21","30","21","6","9","2.68","2","72.69","3","39.98416469","4","8","0.65","7","3","3","15.1","1.5","11","16.6","27.6","70","0.368292683","0.051724138","0.237142857","3.333333333","2.333333333","1.952380952","1.366666667","0.79047619","0.553333333","0.523809524","0.366666667","58.57142857","60.14492754","70","6.637371338","16.77777778","23.96825397","18.44444444","26.34920635","12.22222222","17.46031746","7.374857042","10.53551006","30.66666667","43.80952381"
"","","GHP2014PKS-AT01","","","","","","","","","GHP2014PKS-AT01-00023","","","","1","21.47","1.84","9.14","12.6","3","50.59","11.77","7.69","1","40","23","4","22","22","30","22","8","6","2.16","2","52.88","2","24.90610793","6","8","0.64","6","3","4","20.3","1.5","13","21.8","34.8","63","0.5075","0.065217391","0.346031746","2.863636364","2.1","1.818181818","1.333333333","0.990909091","0.726666667","0.590909091","0.433333333","63.49206349","62.64367816","73.33333333","5.429531528","22.55555556","30.75757576","24.22222222","33.03030303","14.44444444","19.6969697","6.032812809","8.226562921","38.66666667","52.72727273"
"","","GHP2014PKS-AT01","","","","","","","","","GHP2014PKS-AT01-00024","","","","2","0","1.8","2.46","19.52","3","50.61","3.4","7.71","1","47","38","3","28","28","30","26","3","9","4","2","66.89","5","38.56945268","6","7","0.86","7","5","7","10.5","1.6","12","12.1","24.1","85","0.223404255","0.042105263","0.142352941","3.035714286","2.833333333","1.678571429","1.566666667","0.432142857","0.403333333","0.428571429","0.4","55.29411765","50.20746888","93.33333333","4.666903774","11.66666667","12.5","13.44444444","14.4047619","13.33333333","14.28571429","5.185448638","5.555837826","26.77777778","28.69047619"
"","","GHP2014PKS-AT01","","","","","","","","","GHP2014PKS-AT01-00025","","","","3","0","1.76","1.61","21.65","3","50.63","2.85","4.53","1","17","47","4","28","28","30","20","5","3","3.9","2","70.18","3","42.76120877","5","6","0.93","6","1","3","2.7","2.1","18","4.8","22.8","64","0.158823529","0.044680851","0.075","2.285714286","2.133333333","0.607142857","0.566666667","0.171428571","0.16","0.642857143","0.6","26.5625","21.05263158","93.33333333","2.052538021","3","3.214285714","5.333333333","5.714285714","20","21.42857143","2.280597801","2.443497644","25.33333333","27.14285714"
"","","GHP2014PKS-AT01","","","","","","","","","GHP2014PKS-AT01-00026","","","","2","6.96","1.89","3.75","18.31","3","50.79","4.94","8.99","1","42","23","3","25","25","30","23","7","6","2.36","1","63.92","3","36.05040362","6","7","0.94","6","4","6","10.2","1.3","8","11.5","19.5","65","0.242857143","0.056521739","0.176923077","2.6","2.166666667","1.68","1.4","0.46","0.383333333","0.32","0.266666667","64.61538462","58.97435897","83.33333333","4.145796417","11.33333333","13.6","12.77777778","15.33333333","8.888888889","10.66666667","4.606440463","5.527728555","21.66666667","26"
"","","GHP2014PKS-AT01","","","","","","","","","GHP2014PKS-AT01-00027","","","","1","0","1.74","1.51","22.54","3","50.3","2.29","7.26","1","47","33","2","27","27","30","27","5","2","2.76","1","70.4","3","44.8111332","5","7","0.94","7","3","4","13.1","1.6","15","14.7","29.7","80","0.278723404","0.048484848","0.18375","2.962962963","2.666666667","1.740740741","1.566666667","0.544444444","0.49","0.555555556","0.5","58.75","49.49494949","90","6.587236581","14.55555556","16.17283951","16.33333333","18.14814815","16.66666667","18.51851852","7.319151756","8.13239084","33","36.66666667"
"","","GHP2014PKS-AT01","","","","","","","","","GHP2014PKS-AT01-00028","","","","2","0.47","1.52","4.46","18.26","3","50.17","6.08","4.45","1","51","40","3","24","24","30","23","5","8","2.63","2","66.36","5","36.39625274","4","6","0.78","6","4","6","9.6","1.3","15","10.9","25.9","91","0.188235294","0.0325","0.11978022","3.791666667","3.033333333","2.125","1.7","0.454166667","0.363333333","0.625","0.5","56.04395604","42.08494208","80","3.967191549","10.66666667","13.33333333","12.11111111","15.13888889","16.66666667","20.83333333","4.40799061","5.509988262","28.77777778","35.97222222"
"","","GHP2014PKS-AT01","","","","","","","","","GHP2014PKS-AT01-00029","","","","2","34.58","3.06","6.75","9.88","3","50.48","9.66","22.51","1","84","31","3","25","25","30","25","8","6","4.8","2","38.91","5","19.57210777","5","8","1.64","7","3","4","27.5","1.6","14","29.1","43.1","115","0.327380952","0.051612903","0.253043478","4.6","3.833333333","3.36","2.8","1.164","0.97","0.56","0.466666667","73.04347826","67.51740139","83.33333333","5.69548336","30.55555556","36.66666667","32.33333333","38.8","15.55555556","18.66666667","6.328314844","7.593977813","47.88888889","57.46666667"
"","","GHP2014PKS-AT01","","","","","","","","","GHP2014PKS-AT01-00003","","","","1","0","1.67","2.45","19.81","2","50.78","3.5","2.62","1","60","39","3","26","26","30","26","5","8","3.75","2","68.78","5","39.01142182","5","8","0.85","6","4","3","18.3","2","25","20.3","45.3","99","0.305","0.051282051","0.205050505","3.807692308","3.3","2.307692308","2","0.780769231","0.676666667","0.961538462","0.833333333","60.60606061","44.81236203","86.66666667","7.919318629","20.33333333","23.46153846","22.55555556","26.02564103","27.77777778","32.05128205","8.799242922","10.1529726","50.33333333","58.07692308"
"","","GHP2014PKS-AT01","","","","","","","","","GHP2014PKS-AT01-00030","","","","3","0","1.46","1.23","19.78","2","50.49","2","7.45","1","34","65","2","30","30","30","28","2","8","2.69","1","70.75","3","39.17607447","6","8","0.88","8","3","4","9.5","3","19","12.5","31.5","99","0.279411765","0.046153846","0.126262626","3.3","3.3","1.133333333","1.133333333","0.416666667","0.416666667","0.633333333","0.633333333","34.34343434","39.68253968","100","4.897009309","10.55555556","10.55555556","13.88888889","13.88888889","21.11111111","21.11111111","5.441121454","5.441121454","35","35"
"","","GHP2014PKS-AT01","","","","","","","","","GHP2014PKS-AT01-00004","","","","1","20.96","1.8","8.49","12.37","2","50","10.93","7.68","1","76","32","4","28","28","30","28","8","6","2.22","2","53.43","2","24.74","6","9","0.66","8","1","3","34.7","3","38","37.7","75.7","108","0.456578947","0.09375","0.349074074","3.857142857","3.6","2.714285714","2.533333333","1.346428571","1.256666667","1.357142857","1.266666667","70.37037037","49.80184941","93.33333333","9.32698","38.55555556","41.30952381","41.88888889","44.88095238","42.22222222","45.23809524","10.36331111","11.10354762","84.11111111","90.11904762"
"","","GHP2014PKS-AT01","","","","","","","","","GHP2014PKS-AT01-00005","","","","1","0","1.67","0.93","20.71","4","50.33","1.59","6.87","1","35","56","3","29","29","30","23","2","8","3.06","1","71.3","3","41.14842043","6","7","0.95","9","3","4","10.7","2","43","12.7","55.7","91","0.305714286","0.035714286","0.13956044","3.137931034","3.033333333","1.206896552","1.166666667","0.437931034","0.423333333","1.482758621","1.433333333","38.46153846","22.80071813","96.66666667","5.225849394","11.88888889","12.29885057","14.11111111","14.59770115","47.77777778","49.42528736","5.806499327","6.006723441","61.88888889","64.02298851"
"","","GHP2014PKS-AT01","","","","","","","","","GHP2014PKS-AT01-00006","","","","3","30.98","2.62","6.65","11.35","4","50.11","9.21","17.3","1","75","56","2","29","29","30","28","8","6","4.02","4","44.11","5","22.65016963","5","8","1.4","6","3","4","26.8","2.8","18","29.6","47.6","131","0.357333333","0.05","0.225954198","4.517241379","4.366666667","2.586206897","2.5","1.020689655","0.986666667","0.620689655","0.6","57.2519084","62.18487395","96.66666667","6.70445021","29.77777778","30.8045977","32.88888889","34.02298851","20","20.68965517","7.449389122","7.706264609","52.88888889","54.71264368"
"","","GHP2014PKS-AT01","","","","","","","","","GHP2014PKS-AT01-00007","","","","1","0","1.44","1.87","18.46","2","50.32","2.51","3.55","1","28","32","3","29","29","30","28","6","9","2.89","2","71.56","3","36.68521463","5","8","0.73","8","3","3","10.2","1.8","25","12","37","60","0.364285714","0.05625","0.2","2.068965517","2","0.965517241","0.933333333","0.413793103","0.4","0.862068966","0.833333333","46.66666667","32.43243243","96.66666667","4.402225755","11.33333333","11.72413793","13.33333333","13.79310345","27.77777778","28.73563218","4.89136195","5.060029604","41.11111111","42.52873563"
"","","GHP2014PKS-AT01","","","","","","","","","GHP2014PKS-AT01-00008","","","","2","4.4","1.89","3.3","17.64","4","50.42","4.48","6.16","1","45","28","3","23","23","30","23","7","6","3.24","2","64.43","3","34.98611662","6","8","0.97","7","4","6","14","1.3","16","15.3","31.3","73","0.311111111","0.046428571","0.209589041","3.173913043","2.433333333","1.956521739","1.5","0.665217391","0.51","0.695652174","0.533333333","61.64383562","48.88178914","76.66666667","5.352875843","15.55555556","20.28985507","17","22.17391304","17.77777778","23.1884058","5.947639825","7.757791077","34.77777778","45.36231884"
"","","GHP2014PKS-AT01","","","","","","","","","GHP2014PKS-AT01-00009","","","","2","0","1.53","1.54","22.68","4","50.93","2.32","4.56","1","47","57","3","29","29","30","29","5","2","2.78","2","72.83","3","44.53171019","5","7","0.87","6","3","4","10.7","2.3","14","13","27","104","0.227659574","0.040350877","0.125","3.586206897","3.466666667","1.620689655","1.566666667","0.448275862","0.433333333","0.482758621","0.466666667","45.19230769","48.14814815","96.66666667","5.789122325","11.88888889","12.29885057","14.44444444","14.94252874","15.55555556","16.09195402","6.432358139","6.654163592","30","31.03448276"
