"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00053","","","","","","3","8","6","6","10","2","1","1","1","","","5","5","8","4","3","4","0.3","3.1","4.3","7.4","11","1.333333333","0.0375","0.390909091","1.833333333","1.1","0.5","0.3","0.716666667","0.43","0.516666667","0.31","27.27272727","58.10810811","60","","","13.33333333","22.22222222","14.33333333","23.88888889","10.33333333","17.22222222","","","24.66666667","41.11111111"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00054","","","","","","0","5","8","8","10","3","2","1","1","","","3","3","8","4","4","0","0.3","2.5","0.3","2.8","5","","0.06","0.06","0.625","0.5","0","0","0.0375","0.03","0.3125","0.25","0","10.71428571","80","","","0","0","1","1.25","8.333333333","10.41666667","","","9.333333333","11.66666667"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00055","","","","","","","","3","3","10","7","1","","","","","","","1","9","9","","","0.1","","","","","","","","","","","","","0.033333333","0.01","","","30","","","","","","","0.333333333","1.111111111","","","",""
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00056","","","","","","7","12","10","10","10","10","1","1","1","","","4","4","7","1","5","1.4","0.4","3.6","1.8","5.4","19","0.2","0.033333333","0.094736842","1.9","1.9","0.7","0.7","0.18","0.18","0.36","0.36","36.84210526","33.33333333","100","","","4.666666667","4.666666667","6","6","12","12","","","18","18"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00057","","","","","","4","6","5","5","10","5","1","1","1","","","5","6","6","6","4","1.4","0.3","4.4","1.7","6.1","10","0.35","0.05","0.17","2","1","0.8","0.4","0.34","0.17","0.88","0.44","40","27.86885246","50","","","4.666666667","9.333333333","5.666666667","11.33333333","14.66666667","29.33333333","","","20.33333333","40.66666667"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00058","","","","","","0","5","6","6","10","3","1","1","1","","","3","3","5","7","6","0","0.3","0.2","0.3","0.5","5","","0.06","0.06","0.833333333","0.5","0","0","0.05","0.03","0.033333333","0.02","0","60","60","","","0","0","1","1.666666667","0.666666667","1.111111111","","","1.666666667","2.777777778"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00059","","","","","","6","17","9","9","10","9","1","1","1","","","4","5","8","3","4","1.3","0.8","5.1","2.1","7.2","23","0.216666667","0.047058824","0.091304348","2.555555556","2.3","0.666666667","0.6","0.233333333","0.21","0.566666667","0.51","26.08695652","29.16666667","90","","","4.333333333","4.814814815","7","7.777777778","17","18.88888889","","","24","26.66666667"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00006","","","","","","4","6","9","9","10","9","1","1","1","","","4","4","7","3","5","0.5","0.2","3.9","0.7","4.6","10","0.125","0.033333333","0.07","1.111111111","1","0.444444444","0.4","0.077777778","0.07","0.433333333","0.39","40","15.2173913","90","","","1.666666667","1.851851852","2.333333333","2.592592593","13","14.44444444","","","15.33333333","17.03703704"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00060","","","","21.19","5.84","10","9","10","10","10","9","1","1","1","5","9","4","5","8","4","4","1.9","0.5","6.2","2.4","8.6","19","0.19","0.055555556","0.126315789","1.9","1.9","1","1","0.24","0.24","0.62","0.62","52.63157895","27.90697674","100","27.56016989","0.661444077","6.333333333","6.333333333","8","8","20.66666667","20.66666667","2.204813591","2.204813591","28.66666667","28.66666667"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00061","","","","17.32","5.67","17","18","9","9","10","9","1","1","1","8","6","6","5","8","3","4","2.8","1.2","2.8","4","6.8","35","0.164705882","0.066666667","0.114285714","3.888888889","3.5","1.888888889","1.7","0.444444444","0.4","0.311111111","0.28","48.57142857","58.82352941","90","32.73672055","1.309468822","9.333333333","10.37037037","13.33333333","14.81481481","9.333333333","10.37037037","4.364896074","4.849884527","22.66666667","25.18518519"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00062","","","","","","0","0","0","0","10","0","","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00063","","","","","","0","14","9","9","10","9","1","1","1","","","2","3","4","6","7","0","0.7","1.6","0.7","2.3","14","","0.05","0.05","1.555555556","1.4","0","0","0.077777778","0.07","0.177777778","0.16","0","30.43478261","90","","","0","0","2.333333333","2.592592593","5.333333333","5.925925926","","","7.666666667","8.518518519"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00064","","","","","","0","7","8","8","10","7","1","1","1","","","3","3","4","7","7","0","0.7","2.1","0.7","2.8","7","","0.1","0.1","0.875","0.7","0","0","0.0875","0.07","0.2625","0.21","0","25","80","","","0","0","2.333333333","2.916666667","7","8.75","","","9.333333333","11.66666667"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00065","","","","","","5","5","9","9","10","9","1","1","3","","","3","4","5","7","5","0.9","0.3","6.1","1.2","7.3","10","0.18","0.06","0.12","1.111111111","1","0.555555556","0.5","0.133333333","0.12","0.677777778","0.61","50","16.43835616","90","","","3","3.333333333","4","4.444444444","20.33333333","22.59259259","","","24.33333333","27.03703704"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00066","","","","16.77","5.44","2","8","5","5","10","7","1","1","1","6","6","6","4","3","9","8","0.3","0.4","0.9","0.7","1.6","10","0.15","0.05","0.07","2","1","0.4","0.2","0.14","0.07","0.18","0.09","20","43.75","50","32.43887895","0.227072153","1","2","2.333333333","4.666666667","3","6","0.756907176","1.513814351","5.333333333","10.66666667"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00067","","","","","","3","7","10","10","10","8","1","1","1","","","4","5","7","3","4","0.7","0.4","5.5","1.1","6.6","10","0.233333333","0.057142857","0.11","1","1","0.3","0.3","0.11","0.11","0.55","0.55","30","16.66666667","100","","","2.333333333","2.333333333","3.666666667","3.666666667","18.33333333","18.33333333","","","22","22"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00068","","","","","","1","1","9","9","10","9","1","1","1","","","4","5","3","7","8","0.4","0.1","2","0.5","2.5","2","0.4","0.1","0.25","0.222222222","0.2","0.111111111","0.1","0.055555556","0.05","0.222222222","0.2","50","20","90","","","1.333333333","1.481481481","1.666666667","1.851851852","6.666666667","7.407407407","","","8.333333333","9.259259259"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00069","","","","","","0","20","8","8","10","6","1","1","1","","","3","3","5","4","6","0","1.2","2.6","1.2","3.8","20","","0.06","0.06","2.5","2","0","0","0.15","0.12","0.325","0.26","0","31.57894737","80","","","0","0","4","5","8.666666667","10.83333333","","","12.66666667","15.83333333"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00007","","","","18.3","5.7","9","11","8","8","10","8","1","1","1","9","9","5","5","6","3","6","1.7","0.8","1.7","2.5","4.2","20","0.188888889","0.072727273","0.125","2.5","2","1.125","0.9","0.3125","0.25","0.2125","0.17","45","59.52380952","80","31.14754098","0.778688525","5.666666667","7.083333333","8.333333333","10.41666667","5.666666667","7.083333333","2.595628415","3.244535519","14","17.5"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00070","","","","","","4","7","10","10","10","7","1","1","1","","","5","5","7","4","4","1.2","0.3","7.4","1.5","8.9","11","0.3","0.042857143","0.136363636","1.1","1.1","0.4","0.4","0.15","0.15","0.74","0.74","36.36363636","16.85393258","100","","","4","4","5","5","24.66666667","24.66666667","","","29.66666667","29.66666667"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00071","","","","","","","","10","10","10","7","","","","","","","","9","3","3","","","9.3","","","","","","","","","","","","","0.93","0.93","","","100","","","","","","","31","31","","","",""
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00072","","","","","","4","6","8","8","10","8","1","1","1","","","5","6","1","7","9","1.2","0.2","2.7","1.4","4.1","10","0.3","0.033333333","0.14","1.25","1","0.5","0.4","0.175","0.14","0.3375","0.27","40","34.14634146","80","","","4","5","4.666666667","5.833333333","9","11.25","","","13.66666667","17.08333333"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00073","","","","","","7","20","10","10","10","8","1","1","1","","","5","5","9","3","3","1","1","5.1","2","7.1","27","0.142857143","0.05","0.074074074","2.7","2.7","0.7","0.7","0.2","0.2","0.51","0.51","25.92592593","28.16901408","100","","","3.333333333","3.333333333","6.666666667","6.666666667","17","17","","","23.66666667","23.66666667"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00074","","","","","","0","4","8","8","10","8","4","1","1","","","2","2","2","6","8","0","0.1","1.6","0.1","1.7","4","","0.025","0.025","0.5","0.4","0","0","0.0125","0.01","0.2","0.16","0","5.882352941","80","","","0","0","0.333333333","0.416666667","5.333333333","6.666666667","","","5.666666667","7.083333333"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00075","","","","","","1","1","7","7","10","8","4","1","1","","9","1","4","4","6","6","0.2","0.1","1.8","0.3","2.1","2","0.2","0.1","0.15","0.285714286","0.2","0.142857143","0.1","0.042857143","0.03","0.257142857","0.18","50","14.28571429","70","","","0.666666667","0.952380952","1","1.428571429","6","8.571428571","","","7","10"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00076","","","","","","4","12","8","8","10","8","1","1","1","","","2","4","5","6","7","1","1.2","2.2","2.2","4.4","16","0.25","0.1","0.1375","2","1.6","0.5","0.4","0.275","0.22","0.275","0.22","25","50","80","","","3.333333333","4.166666667","7.333333333","9.166666667","7.333333333","9.166666667","","","14.66666667","18.33333333"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00077","","","","","","9","11","10","10","10","9","1","1","1","","","3","3","8","3","3","1.2","1","11.6","2.2","13.8","20","0.133333333","0.090909091","0.11","2","2","0.9","0.9","0.22","0.22","1.16","1.16","45","15.94202899","100","","","4","4","7.333333333","7.333333333","38.66666667","38.66666667","","","46","46"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00078","","","","5.59","1.4","15","8","10","10","10","9","1","1","1","8","6","3","6","5","4","4","3.2","1","2.3","4.2","6.5","23","0.213333333","0.125","0.182608696","2.3","2.3","1.5","1.5","0.42","0.42","0.23","0.23","65.2173913","64.61538462","100","25.04472272","1.051878354","10.66666667","10.66666667","14","14","7.666666667","7.666666667","3.506261181","3.506261181","21.66666667","21.66666667"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00079","","","","","","3","9","10","10","10","9","1","1","1","","","3","4","8","3","3","1","0.4","10.1","1.4","11.5","12","0.333333333","0.044444444","0.116666667","1.2","1.2","0.3","0.3","0.14","0.14","1.01","1.01","25","12.17391304","100","","","3.333333333","3.333333333","4.666666667","4.666666667","33.66666667","33.66666667","","","38.33333333","38.33333333"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00008","","","","","","0","0","0","0","10","0","","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00080","","","","15.49","5.56","14","3","9","9","10","8","1","1","1","8","6","3","8","6","2","5","6.4","0.2","6","6.6","12.6","17","0.457142857","0.066666667","0.388235294","1.888888889","1.7","1.555555556","1.4","0.733333333","0.66","0.666666667","0.6","82.35294118","52.38095238","90","35.89412524","2.369012266","21.33333333","23.7037037","22","24.44444444","20","22.22222222","7.896707553","8.774119504","42","46.66666667"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00081","","","","","","1","6","8","8","10","7","1","1","1","","","2","3","2","6","8","","0.3","1.6","","","7","","0.05","","0.875","0.7","0.125","0.1","","","0.2","0.16","14.28571429","","80","","","","","","","5.333333333","6.666666667","","","",""
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00082","","","","","","0","24","10","10","10","8","1","1","1","","","2","2","4","5","7","0","1","3.5","1","4.5","24","","0.041666667","0.041666667","2.4","2.4","0","0","0.1","0.1","0.35","0.35","0","22.22222222","100","","","0","0","3.333333333","3.333333333","11.66666667","11.66666667","","","15","15"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00083","","","","","","5","8","9","9","10","8","5","1","1","","","2","5","4","5","7","1.3","0.3","4","1.6","5.6","13","0.26","0.0375","0.123076923","1.444444444","1.3","0.555555556","0.5","0.177777778","0.16","0.444444444","0.4","38.46153846","28.57142857","90","","","4.333333333","4.814814815","5.333333333","5.925925926","13.33333333","14.81481481","","","18.66666667","20.74074074"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00084","","","","19.45","5.2","9","10","10","10","10","8","4","1","3","6","3","3","6","7","4","5","3","1","7.3","4","11.3","19","0.333333333","0.1","0.210526316","1.9","1.9","0.9","0.9","0.4","0.4","0.73","0.73","47.36842105","35.39823009","100","26.73521851","1.06940874","10","10","13.33333333","13.33333333","24.33333333","24.33333333","3.564695801","3.564695801","37.66666667","37.66666667"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00085","","","","14.3","5.61","15","14","10","10","10","9","4","1","1","5","3","3","7","5","4","7","4.1","1","4.9","5.1","10","29","0.273333333","0.071428571","0.175862069","2.9","2.9","1.5","1.5","0.51","0.51","0.49","0.49","51.72413793","51","100","39.23076923","2.000769231","13.66666667","13.66666667","17","17","16.33333333","16.33333333","6.669230769","6.669230769","33.33333333","33.33333333"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00086","","","","","","4","0","7","7","10","6","3","1","1","","","3","3","4","5","7","1","0","2.6","1","3.6","4","0.25","","0.25","0.571428571","0.4","0.571428571","0.4","0.142857143","0.1","0.371428571","0.26","100","27.77777778","70","","","3.333333333","4.761904762","3.333333333","4.761904762","8.666666667","12.38095238","","","12","17.14285714"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00087","","","","","","0","2","10","10","10","7","4","1","1","","","1","2","8","3","3","0","0.1","11.9","0.1","12","2","","0.05","0.05","0.2","0.2","0","0","0.01","0.01","1.19","1.19","0","0.833333333","100","","","0","0","0.333333333","0.333333333","39.66666667","39.66666667","","","40","40"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00088","","","","","","4","3","9","9","10","8","1","1","1","","","2","3","4","6","7","1.1","0.2","3.7","1.3","5","7","0.275","0.066666667","0.185714286","0.777777778","0.7","0.444444444","0.4","0.144444444","0.13","0.411111111","0.37","57.14285714","26","90","","","3.666666667","4.074074074","4.333333333","4.814814815","12.33333333","13.7037037","","","16.66666667","18.51851852"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00089","","","","","","7","12","10","10","10","9","1","1","2","","","2","3","5","4","6","1.5","1","4.1","2.5","6.6","19","0.214285714","0.083333333","0.131578947","1.9","1.9","0.7","0.7","0.25","0.25","0.41","0.41","36.84210526","37.87878788","100","","","5","5","8.333333333","8.333333333","13.66666667","13.66666667","","","22","22"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00009","","","","14.5","5.2","3","9","6","6","10","6","1","1","1","8","5","6","4","4","6","8","0.6","0.6","5.6","1.2","6.8","12","0.2","0.066666667","0.1","2","1.2","0.5","0.3","0.2","0.12","0.933333333","0.56","25","17.64705882","60","35.86206897","0.430344828","2","3.333333333","4","6.666666667","18.66666667","31.11111111","1.434482759","2.390804598","22.66666667","37.77777778"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00090","","","","","","0","0","0","0","10","0","","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00091","","","","19.4","5.84","5","4","10","10","10","9","2","1","1","3","9","4","5","9","2","3","1.8","0.1","13","1.9","14.9","9","0.36","0.025","0.211111111","0.9","0.9","0.5","0.5","0.19","0.19","1.3","1.3","55.55555556","12.75167785","100","30.10309278","0.571958763","6","6","6.333333333","6.333333333","43.33333333","43.33333333","1.90652921","1.90652921","49.66666667","49.66666667"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00092","","","","","","0","10","8","8","10","8","1","1","1","","","3","3","4","5","5","0","1","1.7","1","2.7","10","","0.1","0.1","1.25","1","0","0","0.125","0.1","0.2125","0.17","0","37.03703704","80","","","0","0","3.333333333","4.166666667","5.666666667","7.083333333","","","9","11.25"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00093","","","","","","0","0","9","9","10","0","","","","","","","","","","","0","0","1.4","0","1.4","0","","","","0","0","0","0","0","0","0.155555556","0.14","","0","90","","","0","0","0","0","4.666666667","5.185185185","","","4.666666667","5.185185185"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00094","","","","","","7","11","10","10","10","","3","1","2","","","3","3","7","3","4","1.1","2.3","4.6","3.4","8","18","0.157142857","0.209090909","0.188888889","1.8","1.8","0.7","0.7","0.34","0.34","0.46","0.46","38.88888889","42.5","100","","","3.666666667","3.666666667","11.33333333","11.33333333","15.33333333","15.33333333","","","26.66666667","26.66666667"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00095","","","","","","5","15","9","9","10","","4","1","1","","","3","3","4","5","7","1.2","1","2.7","2.2","4.9","20","0.24","0.066666667","0.11","2.222222222","2","0.555555556","0.5","0.244444444","0.22","0.3","0.27","25","44.89795918","90","","","4","4.444444444","7.333333333","8.148148148","9","10","","","16.33333333","18.14814815"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00096","","","","14.96","5.28","9","9","10","10","10","10","1","1","1","8","6","4","6","7","4","5","2.3","1.2","3.2","3.5","6.7","18","0.255555556","0.133333333","0.194444444","1.8","1.8","0.9","0.9","0.35","0.35","0.32","0.32","50","52.23880597","100","35.29411765","1.235294118","7.666666667","7.666666667","11.66666667","11.66666667","10.66666667","10.66666667","4.117647059","4.117647059","22.33333333","22.33333333"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00097","","","","","","2","12","10","10","10","10","2","1","1","","","2","4","7","4","4","1","1","6.6","2","8.6","14","0.5","0.083333333","0.142857143","1.4","1.4","0.2","0.2","0.2","0.2","0.66","0.66","14.28571429","23.25581395","100","","","3.333333333","3.333333333","6.666666667","6.666666667","22","22","","","28.66666667","28.66666667"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00098","","","","13.47","5.55","10","13","10","10","10","10","1","1","1","8","6","3","6","6","4","4","2.7","1.2","4.4","3.9","8.3","23","0.27","0.092307692","0.169565217","2.3","2.3","1","1","0.39","0.39","0.44","0.44","43.47826087","46.98795181","100","41.20267261","1.606904232","9","9","13","13","14.66666667","14.66666667","5.356347439","5.356347439","27.66666667","27.66666667"
"","","GHP2014KMD-PT01","","","","","","","","","GHP2014KMD-PT01-00099","","","","15.68","5.13","10","10","10","10","10","10","3","1","2","7","6","4","6","5","3","5","4","1.4","5.9","5.4","11.3","20","0.4","0.14","0.27","2","2","1","1","0.54","0.54","0.59","0.59","50","47.78761062","100","32.71683673","1.766709184","13.33333333","13.33333333","18","18","19.66666667","19.66666667","5.889030612","5.889030612","37.66666667","37.66666667"
