"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2017BWK-AT01","","","","","","","","","GHP2017BWK-AT01-00019","","","","3","0","1.578546","0.790906","50.11","0.934322","2.7050941","3","26","17","28","26","30","26","3","5","1.94124","3","72.4052734","39.59289563","4","1","18.604681","6","1","1","6","1","3.8","7","10.8","43","0.230769231","0.058823529","0.162790698","1.653846154","1.433333333","1","0.866666667","0.269230769","0.233333333","0.146153846","0.126666667","60.46511628","64.81481481","86.66666667","2.771502694","6.666666667","7.692307692","7.777777778","8.974358974","4.222222222","4.871794872","3.079447438","3.553208582","12","13.84615385"
"","","GHP2017BWK-AT01","","","","","","","","","GHP2017BWK-AT01-00002","","","","1","34.2251091","1.975782","1.323552","50.07","3.495934","6.8133798","1","56","52","30","28","30","28","7","6","2.628021","1","52.5492973","20.29159177","4","1","28.4319363","7","1","1","9.96","1.9","1.6","11.86","13.46","108","0.177857143","0.036538462","0.109814815","3.857142857","3.6","2","1.866666667","0.423571429","0.395333333","0.057142857","0.053333333","51.85185185","88.11292719","93.33333333","2.406582784","11.06666667","11.85714286","13.17777778","14.11904762","1.777777778","1.904761905","2.673980871","2.864979505","14.95555556","16.02380952"
"","","GHP2017BWK-AT01","","","","","","","","","GHP2017BWK-AT01-00020","","","","1","0","1.682819","0.778003","50.41","1.815544","3.8555241","1","21","22","20","20","30","20","2","8","2.03672","3","73.9273376","40.46816108","6","3","17.4217796","7","1","1","4","0.9","6.42","4.9","11.32","43","0.19047619","0.040909091","0.113953488","2.15","1.433333333","1.05","0.7","0.245","0.163333333","0.321","0.214","48.8372093","43.28621908","66.66666667","1.982939893","4.444444444","6.666666667","5.444444444","8.166666667","7.133333333","10.7","2.203266548","3.304899822","12.57777778","18.86666667"
"","","GHP2017BWK-AT01","","","","","","","","","GHP2017BWK-AT01-00021","","","","3","0","1.338289","0.63917","50.6","1.2130851","2.788686","3","47","28","30","30","30","30","3","5","1.770844","3","72.718895","40.27667984","1","1","16.5781879","7","1","1","12.9","1.73","9.6","14.63","24.23","75","0.274468085","0.061785714","0.195066667","2.5","2.5","1.566666667","1.566666667","0.487666667","0.487666667","0.32","0.32","62.66666667","60.37969459","100","5.892478261","14.33333333","14.33333333","16.25555556","16.25555556","10.66666667","10.66666667","6.547198067","6.547198067","26.92222222","26.92222222"
"","","GHP2017BWK-AT01","","","","","","","","","GHP2017BWK-AT01-00022","","","","1","20.4355087","1.422673","0.63772","50.44","6.7990432","10.0147858","1","63","49","26","25","30","25","6","5","1.045895","1","57.4834061","27.55749405","2","1","17.3663788","7","1","1","10.3","2.5","4.9","12.8","17.7","112","0.163492063","0.051020408","0.114285714","4.48","3.733333333","2.52","2.1","0.512","0.426666667","0.196","0.163333333","56.25","72.31638418","83.33333333","3.527359238","11.44444444","13.73333333","14.22222222","17.06666667","5.444444444","6.533333333","3.919288043","4.703145651","19.66666667","23.6"
"","","GHP2017BWK-AT01","","","","","","","","","GHP2017BWK-AT01-00023","","","","1","0","1.280795","0.636518","50.33","0.797314","2.178257","1","44","50","30","30","30","30","4","4","2.071697","1","70.4945984","35.30697397","4","1","20.8252735","7","1","1","11.6","2.8","5.82","14.4","20.22","94","0.263636364","0.056","0.153191489","3.133333333","3.133333333","1.466666667","1.466666667","0.48","0.48","0.194","0.194","46.80851064","71.21661721","100","5.084204252","12.88888889","12.88888889","16","16","6.466666667","6.466666667","5.649115835","5.649115835","22.46666667","22.46666667"
"","","GHP2017BWK-AT01","","","","","","","","","GHP2017BWK-AT01-00024","","","","3","32.8396797","1.851487","1.218437","50.12","3.4223161","6.2127738","1","62","43","29","27","30","27","7","6","2.6897581","1","50.6962814","23.264166","4","1","28.95788","7","3","3","12.4","1.82","3.4","14.22","17.62","105","0.2","0.042325581","0.135428571","3.888888889","3.5","2.296296296","2.066666667","0.526666667","0.474","0.125925926","0.113333333","59.04761905","80.70374574","90","3.308164405","13.77777778","15.30864198","15.8","17.55555556","3.777777778","4.197530864","3.675738228","4.084153587","19.57777778","21.75308642"
"","","GHP2017BWK-AT01","","","","","","","","","GHP2017BWK-AT01-00025","","","","3","18.7970123","1.737659","1.120002","50.03","2.9996581","5.3636479","1","49","110","15","15","30","15","6","7","3.061815","3","58.4023895","27.12372576","5","1","22.7448597","7","1","1","7.8","4.02","2.7","11.82","14.52","159","0.159183673","0.036545455","0.074339623","10.6","5.3","3.266666667","1.633333333","0.788","0.394","0.18","0.09","30.81761006","81.40495868","50","3.206024385","8.666666667","17.33333333","13.13333333","26.26666667","3","6","3.562249316","7.124498633","16.13333333","32.26666667"
"","","GHP2017BWK-AT01","","","","","","","","","GHP2017BWK-AT01-00026","","","","3","3.8516331","1.947489","1.1504641","50.09","0.321836","1.751804","3","74","67","30","30","30","30","5","5","3.576998","1","65.8162842","31.22379717","5","3","19.4655666","7","1","1","11.3","2.7","4.7","14","18.7","141","0.152702703","0.040298507","0.09929078","4.7","4.7","2.466666667","2.466666667","0.466666667","0.466666667","0.156666667","0.156666667","52.4822695","74.86631016","100","4.371331604","12.55555556","12.55555556","15.55555556","15.55555556","5.222222222","5.222222222","4.857035115","4.857035115","20.77777778","20.77777778"
"","","GHP2017BWK-AT01","","","","","","","","","GHP2017BWK-AT01-00027","","","","3","0","1.675877","1.037812","50.27","0","1.743645","1","18","24","29","26","30","25","5","5","3.076256","1","70.8665695","31.90769843","1","3","20.1048393","6","1","1","1.5","0.86","2.02","2.36","4.38","42","0.083333333","0.035833333","0.056190476","1.615384615","1.4","0.692307692","0.6","0.090769231","0.078666667","0.077692308","0.067333333","42.85714286","53.88127854","86.66666667","0.753021683","1.666666667","1.923076923","2.622222222","3.025641026","2.244444444","2.58974359","0.836690759","0.965412414","4.866666667","5.615384615"
"","","GHP2017BWK-AT01","","","","","","","","","GHP2017BWK-AT01-00028","","","","3","0","1.3101079","0.757208","50.15","1.115666","3.074662","3","19","61","20","20","30","20","2","8","2.1175039","5","70.6190948","34.43668993","1","2","19.9581738","7","1","3","3.9","2.5","1.5","6.4","7.9","80","0.205263158","0.040983607","0.08","4","2.666666667","0.95","0.633333333","0.32","0.213333333","0.075","0.05","23.75","81.01265823","66.66666667","2.203948156","4.333333333","6.5","7.111111111","10.66666667","1.666666667","2.5","2.448831284","3.673246926","8.777777778","13.16666667"
"","","GHP2017BWK-AT01","","","","","","","","","GHP2017BWK-AT01-00029","","","","3","13.9217224","1.892465","0.998903","50.08","0","1.300135","1","104","92","30","30","30","30","4","7","1.919916","1","55.2523155","26.95686901","1","3","35.2073174","6","1","1","14.8","3.7","4.12","18.5","22.62","196","0.142307692","0.040217391","0.094387755","6.533333333","6.533333333","3.466666667","3.466666667","0.616666667","0.616666667","0.137333333","0.137333333","53.06122449","81.78603006","100","4.987020767","16.44444444","16.44444444","20.55555556","20.55555556","4.577777778","4.577777778","5.541134185","5.541134185","25.13333333","25.13333333"
"","","GHP2017BWK-AT01","","","","","","","","","GHP2017BWK-AT01-00003","","","","3","23.0601959","1.613652","0.880615","50.54","2.8456659","5.486351","1","75","36","30","14","30","14","6","5","2.106514","1","58.8933754","27.50296795","2","2","25.8004665","8","1","1","15.3","1.7","8.04","17","25.04","111","0.204","0.047222222","0.153153153","7.928571429","3.7","5.357142857","2.5","1.214285714","0.566666667","0.574285714","0.268","67.56756757","67.8913738","46.66666667","4.675504552","17","36.42857143","18.88888889","40.47619048","8.933333333","19.14285714","5.195005057","11.13215369","27.82222222","59.61904762"
"","","GHP2017BWK-AT01","","","","","","","","","GHP2017BWK-AT01-00030","","","","3","2.9596424","1.388056","0.812365","50.52","3.348263","5.909164","1","58","43","30","29","30","28","3","5","2.147985","1","66.2659378","31.13618369","1","3","18.6539154","8","1","1","7.1","2.1","3","9.2","12.2","101","0.122413793","0.048837209","0.091089109","3.482758621","3.366666667","2","1.933333333","0.317241379","0.306666667","0.103448276","0.1","57.42574257","75.40983607","96.66666667","2.864528899","7.888888889","8.16091954","10.22222222","10.57471264","3.333333333","3.448275862","3.182809888","3.292561953","13.55555556","14.02298851"
"","","GHP2017BWK-AT01","","","","","","","","","GHP2017BWK-AT01-00004","","","","3","15.3071976","1.692216","0.988569","50.4","1.658663","3.41046","1","38","76","27","24","30","20","6","7","2.575773","1","64.9368057","29.28571429","3","3","19.8173656","9","1","2","7.5","3","5.12","10.5","15.62","114","0.197368421","0.039473684","0.092105263","4.75","3.8","1.583333333","1.266666667","0.4375","0.35","0.213333333","0.170666667","33.33333333","67.22151088","80","3.075","8.333333333","10.41666667","11.66666667","14.58333333","5.688888889","7.111111111","3.416666667","4.270833334","17.35555556","21.69444444"
"","","GHP2017BWK-AT01","","","","","","","","","GHP2017BWK-AT01-00005","","","","3","0","1.526451","0.92862","50.34","0","1.8544739","1","60","39","30","28","30","28","5","5","2.60549","1","72.178009","31.82359952","3","3","18.8013649","9","1","1","12.65","1.44","8.8","14.09","22.89","99","0.210833333","0.036923077","0.142323232","3.535714286","3.3","2.142857143","2","0.503214286","0.469666667","0.314285714","0.293333333","60.60606061","61.55526431","93.33333333","4.483945172","14.05555556","15.05952381","15.65555556","16.77380952","9.777777778","10.47619048","4.982161303","5.338029967","25.43333333","27.25"
"","","GHP2017BWK-AT01","","","","","","","","","GHP2017BWK-AT01-00006","","","","1","0","1.620859","0.840482","50.34","0.270364","1.8580869","3","52","24","30","30","30","30","3","5","2.587965","1","73.143158","39.03456496","3","1","20.6507854","6","1","1","11.2","1.44","5.7","12.64","18.34","76","0.215384615","0.06","0.166315789","2.533333333","2.533333333","1.733333333","1.733333333","0.421333333","0.421333333","0.19","0.19","68.42105263","68.92039258","100","4.933969011","12.44444444","12.44444444","14.04444444","14.04444444","6.333333333","6.333333333","5.48218779","5.48218779","20.37777778","20.37777778"
"","","GHP2017BWK-AT01","","","","","","","","","GHP2017BWK-AT01-00007","","","","3","0","1.343294","0.724118","50.88","0.897661","2.7127371","3","51","99","30","30","30","30","2","8","2.075645","1","69.9272079","33.98191824","1","1","22.0073948","7","1","1","13","4.3","3.7","17.3","21","150","0.254901961","0.043434343","0.115333333","5","5","1.7","1.7","0.576666667","0.576666667","0.123333333","0.123333333","34","82.38095238","100","5.878871856","14.44444444","14.44444444","19.22222222","19.22222222","4.111111111","4.111111111","6.532079839","6.532079839","23.33333333","23.33333333"
"","","GHP2017BWK-AT01","","","","","","","","","GHP2017BWK-AT01-00008","","","","3","3.9870472","1.299614","0.78188","50.16","1.896401","3.6803651","1","97","65","28","28","30","28","3","5","1.974512","1","64.9610901","29.14673046","1","3","24.5481033","8","1","1","13.4","2.7","2.5","16.1","18.6","162","0.13814433","0.041538462","0.099382716","5.785714286","5.4","3.464285714","3.233333333","0.575","0.536666667","0.089285714","0.083333333","59.87654321","86.55913978","93.33333333","4.692623604","14.88888889","15.95238095","17.88888889","19.16666667","2.777777778","2.976190476","5.214026227","5.586456672","20.66666667","22.14285714"
"","","GHP2017BWK-AT01","","","","","","","","","GHP2017BWK-AT01-00009","","","","3","7.938324","1.890502","1.0164371","50.15","0.359904","2.2926731","1","69","153","30","30","30","30","4","7","2.463886","1","57.3813286","27.87637089","1","3","31.1790237","6","1","2","5","9.4","3.2","14.4","17.6","222","0.072463768","0.061437908","0.064864865","7.4","7.4","2.3","2.3","0.48","0.48","0.106666667","0.106666667","31.08108108","81.81818182","100","4.014197408","5.555555556","5.555555556","16","16","3.555555556","3.555555556","4.460219342","4.460219342","19.55555556","19.55555556"
