"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2015NYK-ST01","","","","","","","","","GHP2015NYK-ST01-00011","","","","34","40","29","23","34","23","3","8","7","4","3","4","6","2.1","3.8","8.1","11.9","74","0.176470588","0.0525","0.109459459","3.217391304","2.176470588","1.47826087","1","0.352173913","0.238235294","0.165217391","0.111764706","45.94594595","68.06722689","67.64705882","5.882352941","8.695652174","7.941176471","11.73913043","3.725490196","5.507246377","11.66666667","17.24637681"
"","","GHP2015NYK-ST01","","","","","","","","","GHP2015NYK-ST01-00012","","","","28","22","31","24","34","23","1","7","7","5","4","4","7.9","1.2","12","9.1","21.1","50","0.282142857","0.054545455","0.182","2.083333333","1.470588235","1.166666667","0.823529412","0.379166667","0.267647059","0.5","0.352941176","56","43.12796209","70.58823529","7.745098039","10.97222222","8.921568627","12.63888889","11.76470588","16.66666667","20.68627451","29.30555556"
"","","GHP2015NYK-ST01","","","","","","","","","GHP2015NYK-ST01-00013","","","","16","40","30","19","34","19","2","6","7","3","3","6","4.2","2.25","1.8","6.45","8.25","56","0.2625","0.05625","0.115178571","2.947368421","1.647058824","0.842105263","0.470588235","0.339473684","0.189705882","0.094736842","0.052941176","28.57142857","78.18181818","55.88235294","4.117647059","7.368421053","6.323529412","11.31578947","1.764705882","3.157894737","8.088235294","14.47368421"
"","","GHP2015NYK-ST01","","","","","","","","","GHP2015NYK-ST01-00014","","","","18","13","28","16","34","15","1","7","8","4","3","4","4.85","0.65","0.8","5.5","6.3","31","0.269444444","0.05","0.177419355","1.9375","0.911764706","1.125","0.529411765","0.34375","0.161764706","0.05","0.023529412","58.06451613","87.3015873","47.05882353","4.754901961","10.10416667","5.392156863","11.45833333","0.784313725","1.666666667","6.176470588","13.125"
"","","GHP2015NYK-ST01","","","","","","","","","GHP2015NYK-ST01-00015","","","","9","21","30","29","34","28","1","7","6","6","3","3","1.85","0.8","6","2.65","8.65","30","0.205555556","0.038095238","0.088333333","1.034482759","0.882352941","0.310344828","0.264705882","0.09137931","0.077941176","0.206896552","0.176470588","30","30.63583815","85.29411765","1.81372549","2.126436782","2.598039216","3.045977011","5.882352941","6.896551724","8.480392157","9.942528736"
"","","GHP2015NYK-ST01","","","","","","","","","GHP2015NYK-ST01-00016","","","","26","36","30","29","34","28","1","8","9","6","4","4","8.3","2.1","14.8","10.4","25.2","62","0.319230769","0.058333333","0.167741935","2.137931034","1.823529412","0.896551724","0.764705882","0.35862069","0.305882353","0.510344828","0.435294118","41.93548387","41.26984127","85.29411765","8.137254902","9.540229885","10.19607843","11.95402299","14.50980392","17.01149425","24.70588235","28.96551724"
"","","GHP2015NYK-ST01","","","","","","","","","GHP2015NYK-ST01-00017","","","","33","56","34","27","34","27","1","7","5","5","1","2","5.5","2.8","6","8.3","14.3","89","0.166666667","0.05","0.093258427","3.296296296","2.617647059","1.222222222","0.970588235","0.307407407","0.244117647","0.222222222","0.176470588","37.07865169","58.04195804","79.41176471","5.392156863","6.790123457","8.137254902","10.24691358","5.882352941","7.407407407","14.01960784","17.65432099"
"","","GHP2015NYK-ST01","","","","","","","","","GHP2015NYK-ST01-00018","","","","25","42","33","30","34","30","1","7","7","6","1","2","4.5","1.9","3.2","6.4","9.6","67","0.18","0.045238095","0.095522388","2.233333333","1.970588235","0.833333333","0.735294118","0.213333333","0.188235294","0.106666667","0.094117647","37.31343284","66.66666667","88.23529412","4.411764706","5","6.274509804","7.111111111","3.137254902","3.555555556","9.411764706","10.66666667"
"","","GHP2015NYK-ST01","","","","","","","","","GHP2015NYK-ST01-00019","","","","0","0","34","30","34","0","","","","8","2","2","0","0","23.3","0","23.3","0","","","","0","0","0","0","0","0","0.776666667","0.685294118","","0","88.23529412","0","0","0","0","22.84313725","25.88888889","22.84313725","25.88888889"
"","","GHP2015NYK-ST01","","","","","","","","","GHP2015NYK-ST01-00020","","","","0","0","31","30","34","0","","","","8","2","2","0","0","6.5","0","6.5","0","","","","0","0","0","0","0","0","0.216666667","0.191176471","","0","88.23529412","0","0","0","0","6.37254902","7.222222222","6.37254902","7.222222222"
"","","GHP2015NYK-ST01","","","","","","","","","GHP2015NYK-ST01-00021","","","","48","64","34","29","34","29","2","5","5","6","1","2","7.9","3.45","3.5","11.35","14.85","112","0.164583333","0.05390625","0.101339286","3.862068966","3.294117647","1.655172414","1.411764706","0.39137931","0.333823529","0.120689655","0.102941176","42.85714286","76.43097643","85.29411765","7.745098039","9.08045977","11.12745098","13.04597701","3.431372549","4.022988506","14.55882353","17.06896552"
"","","GHP2015NYK-ST01","","","","","","","","","GHP2015NYK-ST01-00022","","","","64","40","32","21","34","16","1","6","7","5","1","3","13","1.64","8.6","14.64","23.24","104","0.203125","0.041","0.140769231","4.952380952","3.058823529","3.047619048","1.882352941","0.697142857","0.430588235","0.40952381","0.252941176","61.53846154","62.99483649","61.76470588","12.74509804","20.63492063","14.35294118","23.23809524","8.431372549","13.65079365","22.78431373","36.88888889"
"","","GHP2015NYK-ST01","","","","","","","","","GHP2015NYK-ST01-00023","","","","9","24","32","19","34","18","2","4","6","3","4","6","2.45","0.85","1.5","3.3","4.8","33","0.272222222","0.035416667","0.1","1.736842105","0.970588235","0.473684211","0.264705882","0.173684211","0.097058824","0.078947368","0.044117647","27.27272727","68.75","55.88235294","2.401960784","4.298245614","3.235294118","5.789473684","1.470588235","2.631578947","4.705882353","8.421052632"
"","","GHP2015NYK-ST01","","","","","","","","","GHP2015NYK-ST01-00024","","","","11","22","31","30","34","29","1","4","5","4","3","4","1.8","0.95","0.5","2.75","3.25","33","0.163636364","0.043181818","0.083333333","1.1","0.970588235","0.366666667","0.323529412","0.091666667","0.080882353","0.016666667","0.014705882","33.33333333","84.61538462","88.23529412","1.764705882","2","2.696078431","3.055555556","0.490196078","0.555555556","3.18627451","3.611111111"
"","","GHP2015NYK-ST01","","","","","","","","","GHP2015NYK-ST01-00025","","","","18","60","31","27","34","26","1","6","7","5","2","4","2.1","3","4.5","5.1","9.6","78","0.116666667","0.05","0.065384615","2.888888889","2.294117647","0.666666667","0.529411765","0.188888889","0.15","0.166666667","0.132352941","23.07692308","53.125","79.41176471","2.058823529","2.592592593","5","6.296296296","4.411764706","5.555555556","9.411764706","11.85185185"
"","","GHP2015NYK-ST01","","","","","","","","","GHP2015NYK-ST01-00026","","","","21","50","32","27","34","26","1","7","6","5","2","5","3.3","2.65","2.1","5.95","8.05","71","0.157142857","0.053","0.083802817","2.62962963","2.088235294","0.777777778","0.617647059","0.22037037","0.175","0.077777778","0.061764706","29.57746479","73.91304348","79.41176471","3.235294118","4.074074074","5.833333333","7.345679012","2.058823529","2.592592593","7.892156863","9.938271605"
"","","GHP2015NYK-ST01","","","","","","","","","GHP2015NYK-ST01-00027","","","","33","62","31","25","34","24","1","8","7","7","1","2","6","2.85","2.8","8.85","11.65","95","0.181818182","0.045967742","0.093157895","3.8","2.794117647","1.32","0.970588235","0.354","0.260294118","0.112","0.082352941","34.73684211","75.96566524","73.52941176","5.882352941","8","8.676470588","11.8","2.745098039","3.733333333","11.42156863","15.53333333"
"","","GHP2015NYK-ST01","","","","","","","","","GHP2015NYK-ST01-00028","","","","54","70","32","30","34","30","1","6","7","7","2","3","11.1","3.45","7.2","14.55","21.75","124","0.205555556","0.049285714","0.11733871","4.133333333","3.647058824","1.8","1.588235294","0.485","0.427941176","0.24","0.211764706","43.5483871","66.89655172","88.23529412","10.88235294","12.33333333","14.26470588","16.16666667","7.058823529","8","21.32352941","24.16666667"
"","","GHP2015NYK-ST01","","","","","","","","","GHP2015NYK-ST01-00029","","","","64","86","30","30","34","30","2","8","8","7","2","3","15.3","4.8","11.8","20.1","31.9","150","0.2390625","0.055813953","0.134","5","4.411764706","2.133333333","1.882352941","0.67","0.591176471","0.393333333","0.347058824","42.66666667","63.00940439","88.23529412","15","17","19.70588235","22.33333333","11.56862745","13.11111111","31.2745098","35.44444444"
"","","GHP2015NYK-ST01","","","","","","","","","GHP2015NYK-ST01-00030","","","","56","100","32","30","34","30","1","7","7","8","1","2","10.4","4.5","4.8","14.9","19.7","156","0.185714286","0.045","0.095512821","5.2","4.588235294","1.866666667","1.647058824","0.496666667","0.438235294","0.16","0.141176471","35.8974359","75.63451777","88.23529412","10.19607843","11.55555556","14.60784314","16.55555556","4.705882353","5.333333333","19.31372549","21.88888889"
"","","GHP2015NYK-ST01","","","","","","","","","GHP2015NYK-ST01-00031","","","","10","56","31","27","34","21","2","4","5","5","1","3","1.5","2.15","3.4","3.65","7.05","66","0.15","0.038392857","0.05530303","2.444444444","1.941176471","0.37037037","0.294117647","0.135185185","0.107352941","0.125925926","0.1","15.15151515","51.77304965","79.41176471","1.470588235","1.851851852","3.578431373","4.50617284","3.333333333","4.197530864","6.911764706","8.703703704"
"","","GHP2015NYK-ST01","","","","","","","","","GHP2015NYK-ST01-00032","","","","50","46","33","29","34","28","1","7","8","6","1","2","10","2.05","14.5","12.05","26.55","96","0.2","0.044565217","0.125520833","3.310344828","2.823529412","1.724137931","1.470588235","0.415517241","0.354411765","0.5","0.426470588","52.08333333","45.38606403","85.29411765","9.803921569","11.49425287","11.81372549","13.85057471","14.21568627","16.66666667","26.02941176","30.51724138"
"","","GHP2015NYK-ST01","","","","","","","","","GHP2015NYK-ST01-00033","","","","0","0","34","30","34","0","","","","8","1","3","0","0","7.2","0","7.2","0","","","","0","0","0","0","0","0","0.24","0.211764706","","0","88.23529412","0","0","0","0","7.058823529","8","7.058823529","8"
"","","GHP2015NYK-ST01","","","","","","","","","GHP2015NYK-ST01-00034","","","","0","0","33","30","34","0","","","","9","2","2","0","0","18.2","0","18.2","0","","","","0","0","0","0","0","0","0.606666667","0.535294118","","0","88.23529412","0","0","0","0","17.84313725","20.22222222","17.84313725","20.22222222"
"","","GHP2015NYK-ST01","","","","","","","","","GHP2015NYK-ST01-00035","","","","42","41","33","30","34","30","1","8","7","6","2","5","7.5","2.15","11.7","9.65","21.35","83","0.178571429","0.052439024","0.11626506","2.766666667","2.441176471","1.4","1.235294118","0.321666667","0.283823529","0.39","0.344117647","50.60240964","45.19906323","88.23529412","7.352941176","8.333333333","9.460784314","10.72222222","11.47058824","13","20.93137255","23.72222222"
"","","GHP2015NYK-ST01","","","","","","","","","GHP2015NYK-ST01-00036","","","","10","74","29","23","34","23","1","5","5","6","2","4","1.45","3.75","4.9","5.2","10.1","84","0.145","0.050675676","0.061904762","3.652173913","2.470588235","0.434782609","0.294117647","0.226086957","0.152941176","0.213043478","0.144117647","11.9047619","51.48514851","67.64705882","1.421568627","2.101449275","5.098039216","7.536231884","4.803921569","7.101449275","9.901960784","14.63768116"
"","","GHP2015NYK-ST01","","","","","","","","","GHP2015NYK-ST01-00037","","","","13","24","28","20","34","19","1","6","7","4","4","3","4.15","1.65","1.5","5.8","7.3","37","0.319230769","0.06875","0.156756757","1.85","1.088235294","0.65","0.382352941","0.29","0.170588235","0.075","0.044117647","35.13513514","79.45205479","58.82352941","4.068627451","6.916666667","5.68627451","9.666666667","1.470588235","2.5","7.156862745","12.16666667"
"","","GHP2015NYK-ST01","","","","","","","","","GHP2015NYK-ST01-00038","","","","22","36","29","20","34","20","1","4","6","4","4","5","6.18","2","3.3","8.18","11.48","58","0.280909091","0.055555556","0.141034483","2.9","1.705882353","1.1","0.647058824","0.409","0.240588235","0.165","0.097058824","37.93103448","71.2543554","58.82352941","6.058823529","10.3","8.019607843","13.63333333","3.235294118","5.5","11.25490196","19.13333333"
"","","GHP2015NYK-ST01","","","","","","","","","GHP2015NYK-ST01-00039","","","","23","44","33","26","34","26","1","5","6","6","3","3","4.4","1.7","5.3","6.1","11.4","67","0.191304348","0.038636364","0.091044776","2.576923077","1.970588235","0.884615385","0.676470588","0.234615385","0.179411765","0.203846154","0.155882353","34.32835821","53.50877193","76.47058824","4.31372549","5.641025641","5.980392157","7.820512821","5.196078431","6.794871795","11.17647059","14.61538462"
"","","GHP2015NYK-ST01","","","","","","","","","GHP2015NYK-ST01-00040","","","","26","32","24","20","34","19","1","6","7","6","4","4","5.7","1.8","17","7.5","24.5","58","0.219230769","0.05625","0.129310345","2.9","1.705882353","1.3","0.764705882","0.375","0.220588235","0.85","0.5","44.82758621","30.6122449","58.82352941","5.588235294","9.5","7.352941176","12.5","16.66666667","28.33333333","24.01960784","40.83333333"
"","","GHP2015NYK-ST01","","","","","","","","","GHP2015NYK-ST01-00041","","","","43","71","32","26","34","26","1","6","8","6","1","2","11","5.4","12.6","16.4","29","114","0.255813953","0.076056338","0.143859649","4.384615385","3.352941176","1.653846154","1.264705882","0.630769231","0.482352941","0.484615385","0.370588235","37.71929825","56.55172414","76.47058824","10.78431373","14.1025641","16.07843137","21.02564103","12.35294118","16.15384615","28.43137255","37.17948718"
"","","GHP2015NYK-ST01","","","","","","","","","GHP2015NYK-ST01-00042","","","","19","63","31","30","34","30","2","5","7","6","1","2","4.28","4.95","4.6","9.23","13.83","82","0.225263158","0.078571429","0.112560976","2.733333333","2.411764706","0.633333333","0.558823529","0.307666667","0.271470588","0.153333333","0.135294118","23.17073171","66.73897325","88.23529412","4.196078431","4.755555556","9.049019608","10.25555556","4.509803922","5.111111111","13.55882353","15.36666667"
