"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2010OHW-AT01","","","","","","","","","GHP2010OHW-AT01-00011","","","","30","3","9","24","15","23","7","2.2","","44.1","3","3","5","4","5","","","30","0.095652174","","","1.25","1","0.958333333","0.766666667","","","1.8375","1.47","76.66666667","","80","2.444444444","3.055555556","","","49","61.25","",""
"","","GHP2010OHW-AT01","","","","","","","","","GHP2010OHW-AT01-00012","","","","30","","","0","0","0","0","0","0","0","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2010OHW-AT01","","","","","","","","","GHP2010OHW-AT01-00013","","","","30","3","9","27","26","70","34","7.9","1.3","20.5","4","4","4","5","5","9.2","29.7","104","0.112857143","0.038235294","0.088461538","3.851851852","3.466666667","2.592592593","2.333333333","0.340740741","0.306666667","0.759259259","0.683333333","67.30769231","30.97643098","90","8.777777778","9.75308642","10.22222222","11.35802469","22.77777778","25.30864198","33","36.66666667"
"","","GHP2010OHW-AT01","","","","","","","","","GHP2010OHW-AT01-00014","","","","30","4","8","11","11","30","17","2","0.5","28.3","2","3","4","3","5","2.5","30.8","47","0.066666667","0.029411765","0.053191489","4.272727273","1.566666667","2.727272727","1","0.227272727","0.083333333","2.572727273","0.943333333","63.82978723","8.116883117","36.66666667","2.222222222","6.060606061","2.777777778","7.575757576","31.44444444","85.75757576","34.22222222","93.33333333"
"","","GHP2010OHW-AT01","","","","","","","","","GHP2010OHW-AT01-00015","","","","30","1","8","23","10","20","3","1.6","","30.4","2","2","4","4","5","","","23","0.08","","","1","0.766666667","0.869565217","0.666666667","","","1.32173913","1.013333333","86.95652174","","76.66666667","1.777777778","2.31884058","","","33.77777778","44.05797101","",""
"","","GHP2010OHW-AT01","","","","","","","","","GHP2010OHW-AT01-00016","","","","30","","","0","0","0","0","0","0","0","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2010OHW-AT01","","","","","","","","","GHP2010OHW-AT01-00017","","","","30","2","7","25","24","55","4","9.6","","15.5","4","4","4","4","5","","","59","0.174545455","","","2.36","1.966666667","2.2","1.833333333","","","0.62","0.516666667","93.22033898","","83.33333333","10.66666667","12.8","","","17.22222222","20.66666667","",""
"","","GHP2010OHW-AT01","","","","","","","","","GHP2010OHW-AT01-00018","","","","30","1","8","26","22","31","12","3.2","0.5","46.9","2","3","5","4","5","3.7","50.6","43","0.103225806","0.041666667","0.086046512","1.653846154","1.433333333","1.192307692","1.033333333","0.142307692","0.123333333","1.803846154","1.563333333","72.09302326","7.312252964","86.66666667","3.555555556","4.102564103","4.111111111","4.743589744","52.11111111","60.12820513","56.22222222","64.87179487"
"","","GHP2010OHW-AT01","","","","","","","","","GHP2010OHW-AT01-00019","","","","30","2","8","20","19","48","11","12.1","0.6","42.3","4","4","5","4","5","12.7","55","59","0.252083333","0.054545455","0.215254237","2.95","1.966666667","2.4","1.6","0.635","0.423333333","2.115","1.41","81.3559322","23.09090909","66.66666667","13.44444444","20.16666667","14.11111111","21.16666667","47","70.5","61.11111111","91.66666667"
"","","GHP2010OHW-AT01","","","","","","","","","GHP2010OHW-AT01-00020","","","","30","7","4","18","15","18","4","2.6","0.3","5.8","4","4","5","4","5","2.9","8.7","22","0.144444444","0.075","0.131818182","1.222222222","0.733333333","1","0.6","0.161111111","0.096666667","0.322222222","0.193333333","81.81818182","33.33333333","60","2.888888889","4.814814815","3.222222222","5.37037037","6.444444444","10.74074074","9.666666667","16.11111111"
"","","GHP2010OHW-AT01","","","","","","","","","GHP2010OHW-AT01-00021","","","","30","","","0","0","0","0","0","0","0","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2010OHW-AT01","","","","","","","","","GHP2010OHW-AT01-00022","","","","30","5","7","29","26","53","12","9.5","0.6","18.2","4","4","5","4","5","10.1","28.3","65","0.179245283","0.05","0.155384615","2.24137931","2.166666667","1.827586207","1.766666667","0.348275862","0.336666667","0.627586207","0.606666667","81.53846154","35.68904594","96.66666667","10.55555556","10.91954023","11.22222222","11.6091954","20.22222222","20.91954023","31.44444444","32.52873563"
"","","GHP2010OHW-AT01","","","","","","","","","GHP2010OHW-AT01-00023","","","","30","3","7","26","26","58","19","11.4","0.9","11.7","4","4","5","4","5","12.3","24","77","0.196551724","0.047368421","0.15974026","2.961538462","2.566666667","2.230769231","1.933333333","0.473076923","0.41","0.45","0.39","75.32467532","51.25","86.66666667","12.66666667","14.61538462","13.66666667","15.76923077","13","15","26.66666667","30.76923077"
"","","GHP2010OHW-AT01","","","","","","","","","GHP2010OHW-AT01-00024","","","","30","1","9","24","8","10","2","0.9","","30.9","2","3","5","4","5","","","12","0.09","","","0.5","0.4","0.416666667","0.333333333","","","1.2875","1.03","83.33333333","","80","1","1.25","","","34.33333333","42.91666667","",""
"","","GHP2010OHW-AT01","","","","","","","","","GHP2010OHW-AT01-00025","","","","30","1","8","25","24","42","17","2.7","0.5","38.5","2","3","4","4","5","3.2","41.7","59","0.064285714","0.029411765","0.054237288","2.36","1.966666667","1.68","1.4","0.128","0.106666667","1.54","1.283333333","71.18644068","7.673860911","83.33333333","3","3.6","3.555555556","4.266666667","42.77777778","51.33333333","46.33333333","55.6"
"","","GHP2010OHW-AT01","","","","","","","","","GHP2010OHW-AT01-00026","","","","30","5","8","11","4","11","4","1","0.3","20.5","2","3","5","3","5","1.3","21.8","15","0.090909091","0.075","0.086666667","1.363636364","0.5","1","0.366666667","0.118181818","0.043333333","1.863636364","0.683333333","73.33333333","5.963302752","36.66666667","1.111111111","3.03030303","1.444444444","3.939393939","22.77777778","62.12121212","24.22222222","66.06060606"
"","","GHP2010OHW-AT01","","","","","","","","","GHP2010OHW-AT01-00027","","","","30","4","8","26","22","24","7","2.4","0.3","32.3","3","4","5","4","5","2.7","35","31","0.1","0.042857143","0.087096774","1.192307692","1.033333333","0.923076923","0.8","0.103846154","0.09","1.242307692","1.076666667","77.41935484","7.714285714","86.66666667","2.666666667","3.076923077","3","3.461538462","35.88888889","41.41025641","38.88888889","44.87179487"
"","","GHP2010OHW-AT01","","","","","","","","","GHP2010OHW-AT01-00028","","","","30","4","8","29","29","87","76","11.6","2.2","14.5","4","4","4","4","5","13.8","28.3","163","0.133333333","0.028947368","0.084662577","5.620689655","5.433333333","3","2.9","0.475862069","0.46","0.5","0.483333333","53.37423313","48.76325088","96.66666667","12.88888889","13.33333333","15.33333333","15.86206897","16.11111111","16.66666667","31.44444444","32.52873563"
"","","GHP2010OHW-AT01","","","","","","","","","GHP2010OHW-AT01-00029","","","","30","","","0","0","0","0","0","0","0","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2010OHW-AT01","","","","","","","","","GHP2010OHW-AT01-00030","","","","30","8","4","21","21","38","3","7.9","","4.7","4","4","3","4","5","","","41","0.207894737","","","1.952380952","1.366666667","1.80952381","1.266666667","","","0.223809524","0.156666667","92.68292683","","70","8.777777778","12.53968254","","","5.222222222","7.46031746","",""
