"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Number of plants planted per NET plot|CO_331:0000678","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root secondary defects estimating 1-18| CO_331:0000810","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of commercial storage roots per plant harvested|CO_331:2000036","Storage roots yield in kg per plant harvested|CO_331:0000681","Vine weight in kg per plant harvested|CO_331:0000990","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield adjusted in tons per ha|CO_331:0001004","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Biomass yield in tons per ha|CO_331:0001003"
"","","GHP2017FMS-AT01","","","","","","","","","GHP2017FMS-AT01-00019","","","","0","1.821196","0.847271","50.58","21.98","0.082503","0.888052","3","5","30","32","3","22","22","22","4","7","3.9482191","5","78.6090317","7","43.45591143","","1","9.4330425","6","3","3","15.3","0.2","16.5","15.5","32","35","0.478125","0.066666667","0.442857143","1.590909091","1.454545455","0.704545455","0.75","91.42857143","48.4375","6.735666271","23.18181818","23.48484848","25","10.20555496","48.48484848","1.166666667","1.066666667","0.516666667","0.55","73.33333333","17","17.22222222","18.33333333","7.484073635","35.55555556"
"","","GHP2017FMS-AT01","","","","","","","","","GHP2017FMS-AT01-00002","","","","0","1.678075","0.848375","50.38","17.83","0.352818","1.343704","5","3","30","11","4","21","11","5","4","2","3.4752369","6","72.8222351","8","35.39102819","4","3","10.8160992","7","5","3","2.4","0.3","16.5","2.7","19.2","15","0.218181818","0.075","0.18","1.363636364","1","0.245454545","1.5","73.33333333","14.0625","0.955557761","7.272727273","8.181818182","50","2.895629579","58.18181818","0.5","0.366666667","0.09","0.55","36.66666667","2.666666667","3","18.33333333","1.061730846","21.33333333"
"","","GHP2017FMS-AT01","","","","","","","","","GHP2017FMS-AT01-00020","","","","0","1.702665","0.89702","50.37","19.37","0.145331","1.432622","5","3","30","11","3","26","24","14","4","2","3.6497481","5","74.5093079","8","38.45542982","4","5","10.0157185","6","5","3","2.5","0.2","12.5","2.7","15.2","14","0.227272727","0.066666667","0.192857143","0.583333333","0.458333333","0.1125","0.520833333","78.57142857","17.76315789","1.038296605","3.472222222","3.75","17.36111111","1.442078618","21.11111111","0.466666667","0.366666667","0.09","0.416666667","80","2.777777778","3","13.88888889","1.153662895","16.88888889"
"","","GHP2017FMS-AT01","","","","","","","","","GHP2017FMS-AT01-00021","","","","0","2.0540619","0.933678","50.08","18.86","0.497726","1.810042","5","3","30","26","5","29","18","18","3","8","4.4413681","4","72.1588821","7","37.65974441","3","3","11.1801882","6","4","3","7.1","0.2","25","7.3","32.3","31","0.273076923","0.04","0.235483871","1.722222222","1.444444444","0.405555556","1.388888889","83.87096774","22.6006192","2.749161342","13.14814815","13.51851852","46.2962963","5.091039522","59.81481481","1.033333333","0.866666667","0.243333333","0.833333333","60","7.888888889","8.111111111","27.77777778","3.054623713","35.88888889"
"","","GHP2017FMS-AT01","","","","","","","","","GHP2017FMS-AT01-00022","","","","12.2317848","2.1373391","1.019346","50.77","16.86","1.020636","2.531951","3","1","30","28","8","21","20","18","6","5","4.3230128","5","70.2696457","8","33.20858775","5","5","12.1807404","5","4","3","7.1","0.3","14.5","7.4","21.9","36","0.253571429","0.0375","0.205555556","1.8","1.4","0.37","0.725","77.77777778","33.78995434","2.457435493","11.83333333","12.33333333","24.16666667","4.095725822","36.5","1.2","0.933333333","0.246666667","0.483333333","66.66666667","7.888888889","8.222222222","16.11111111","2.730483882","24.33333333"
"","","GHP2017FMS-AT01","","","","","","","","","GHP2017FMS-AT01-00023","","","","41.3716125","2.0567961","1.176864","50.53","11.56","3.4368629","5.3073001","5","5","30","84","24","23","23","23","7","6","3.133472","6","56.6411552","5","22.87749852","3","3","20.3299599","5","3","3","16.3","0.9","14","17.2","31.2","108","0.194047619","0.0375","0.159259259","4.695652174","3.652173913","0.747826087","0.608695652","77.77777778","55.12820513","3.934929745","23.62318841","24.92753623","20.28985507","5.702796731","45.2173913","3.6","2.8","0.573333333","0.466666667","76.66666667","18.11111111","19.11111111","15.55555556","4.372144161","34.66666667"
"","","GHP2017FMS-AT01","","","","","","","","","GHP2017FMS-AT01-00024","","","","0","1.908875","1.021732","50.53","16.46","0.987314","2.6439731","5","3","30","4","4","19","16","8","3","4","3.9766581","5","73.7929916","8","32.57470809","5","5","8.7228251","7","6","3","1","0.2","6.5","1.2","7.7","8","0.25","0.05","0.15","0.5","0.25","0.075","0.40625","50","15.58441558","0.390896497","2.083333333","2.5","13.54166667","0.814367702","16.04166667","0.266666667","0.133333333","0.04","0.216666667","53.33333333","1.111111111","1.333333333","7.222222222","0.434329441","8.555555556"
"","","GHP2017FMS-AT01","","","","","","","","","GHP2017FMS-AT01-00025","","","","0","1.498322","0.784811","50.43","18.32","0.497723","1.640027","3","3","30","35","18","28","23","23","4","6","2.969656","5","76.0577164","8","36.32758279","3","3","9.6822958","6","6","3","8.8","0.7","35","9.5","44.5","53","0.251428571","0.038888889","0.179245283","2.304347826","1.52173913","0.413043478","1.52173913","66.03773585","21.34831461","3.451120365","12.75362319","13.76811594","50.72463768","5.001623717","64.49275362","1.766666667","1.166666667","0.316666667","1.166666667","76.66666667","9.777777778","10.55555556","38.88888889","3.834578183","49.44444444"
"","","GHP2017FMS-AT01","","","","","","","","","GHP2017FMS-AT01-00026","","","","24.7491837","2.2664299","1.254643","50.71","16.47","0.141292","1.305133","5","3","30","5","5","29","14","10","7","5","6.545012","5","68.017952","8","32.47880103","5","5","12.2204027","5","6","3","0.5","0.2","3","0.7","3.7","10","0.1","0.04","0.07","0.714285714","0.357142857","0.05","0.214285714","50","18.91891892","0.227351607","1.19047619","1.666666667","7.142857143","0.54131335","8.80952381","0.333333333","0.166666667","0.023333333","0.1","46.66666667","0.555555556","0.777777778","3.333333333","0.252612897","4.111111111"
"","","GHP2017FMS-AT01","","","","","","","","","GHP2017FMS-AT01-00027","","","","0","1.574131","0.723002","50.26","20.99","0.814745","1.520119","7","3","30","32","8","30","28","26","4","6","3.7183061","6","75.3986359","7","41.76283327","3","3","10.3189173","6","2","3","8.7","0.3","27","9","36","40","0.271875","0.0375","0.225","1.428571429","1.142857143","0.321428571","0.964285714","80","25","3.758654994","10.35714286","10.71428571","32.14285714","4.474589279","42.85714286","1.333333333","1.066666667","0.3","0.9","93.33333333","9.666666667","10","30","4.176283327","40"
"","","GHP2017FMS-AT01","","","","","","","","","GHP2017FMS-AT01-00028","","","","28.0577621","2.2686701","1.337064","50.13","13.43","2.9182799","4.466177","7","5","30","11","2","24","17","10","8","5","5.6364861","6","63.9283257","8","26.7903451","5","5","9.2922478","7","6","3","1.5","0.1","5.5","1.6","7.1","13","0.136363636","0.05","0.123076923","0.764705882","0.647058824","0.094117647","0.323529412","84.61538462","22.53521127","0.428645522","2.941176471","3.137254902","10.78431373","0.840481415","13.92156863","0.433333333","0.366666667","0.053333333","0.183333333","56.66666667","1.666666667","1.777777778","6.111111111","0.476272802","7.888888889"
"","","GHP2017FMS-AT01","","","","","","","","","GHP2017FMS-AT01-00029","","","","0","1.6564029","0.805748","50.59","18.92","1.022037","2.31602","5","3","30","36","10","19","19","18","3","8","2.8785131","5","73.9129028","7","37.39869539","3","3","10.0919409","8","5","3","8","0.4","26.5","8.4","34.9","46","0.222222222","0.04","0.182608696","2.421052632","1.894736842","0.442105263","1.394736842","78.26086957","24.06876791","3.141490413","14.03508772","14.73684211","46.49122807","5.51138669","61.22807018","1.533333333","1.2","0.28","0.883333333","63.33333333","8.888888889","9.333333333","29.44444444","3.490544903","38.77777778"
"","","GHP2017FMS-AT01","","","","","","","","","GHP2017FMS-AT01-00003","","","","0","1.351324","0.753492","50.3","20.73","0","0.070737","5","1","30","14","27","26","18","16","2","7","2.8441789","5","80.0022736","7","41.21272366","3","3","9.8556709","8","3","3","3.2","1.1","37","4.3","41.3","41","0.228571429","0.040740741","0.104878049","2.277777778","0.777777778","0.238888889","2.055555556","34.14634146","10.41162228","1.772147117","5.925925926","7.962962963","68.51851852","3.281753921","76.48148148","1.366666667","0.466666667","0.143333333","1.233333333","60","3.555555556","4.777777778","41.11111111","1.969052353","45.88888889"
"","","GHP2017FMS-AT01","","","","","","","","","GHP2017FMS-AT01-00030","","","","0","1.981421","1.127704","50.6","18.81","0.18971","1.424053","5","3","30","4","0","18","11","4","4","2","4.36134","4","72.0314713","8","37.17391304","3","5","10.2315435","5","5","3","0.6","0","9","0.6","9.6","4","0.15","","0.15","0.363636364","0.363636364","0.054545455","0.818181818","100","6.25","0.223043478","1.818181818","1.818181818","27.27272727","0.675889328","29.09090909","0.133333333","0.133333333","0.02","0.3","36.66666667","0.666666667","0.666666667","10","0.247826087","10.66666667"
"","","GHP2017FMS-AT01","","","","","","","","","GHP2017FMS-AT01-00031","","","","0","1.401862","0.708731","50.37","19.8","0.556894","1.202096","7","5","30","64","17","30","24","24","2","6","2.9062841","6","77.4183502","6","39.30911257","3","3","9.2028894","6","3","3","18","1","22.5","19","41.5","81","0.28125","0.058823529","0.234567901","3.375","2.666666667","0.791666667","0.9375","79.01234568","45.78313253","7.468731388","25","26.38888889","31.25","10.37323804","57.63888889","2.7","2.133333333","0.633333333","0.75","80","20","21.11111111","25","8.298590431","46.11111111"
"","","GHP2017FMS-AT01","","","","","","","","","GHP2017FMS-AT01-00032","","","","","","","50.58","17.72","","","7","1","30","0","7","20","7","5","3","5","","3","","7","35.03361012","5","7","","6","6","4","0","0.3","4.5","0.3","4.8","7","","0.042857143","0.042857143","1","0","0.042857143","0.642857143","0","6.25","0.10510083","0","1.428571429","21.42857143","0.500480145","22.85714286","0.233333333","0","0.01","0.15","23.33333333","0","0.333333333","5","0.1167787","5.333333333"
"","","GHP2017FMS-AT01","","","","","","","","","GHP2017FMS-AT01-00033","","","","","","","50.51","21.95","","","3","1","30","4","3","30","15","7","2","8","","3","","7","43.45674124","3","5","","8","4","3","0.6","0.2","26.5","0.8","27.3","7","0.15","0.066666667","0.114285714","0.466666667","0.266666667","0.053333333","1.766666667","57.14285714","2.93040293","0.34765393","1.333333333","1.777777778","58.88888889","0.772564289","60.66666667","0.233333333","0.133333333","0.026666667","0.883333333","50","0.666666667","0.888888889","29.44444444","0.386282144","30.33333333"
"","","GHP2017FMS-AT01","","","","","","","","","GHP2017FMS-AT01-00034","","","","","","","50.1","17.95","","","5","3","30","28","8","23","14","14","6","5","","6","","9","35.82834331","4","5","","6","3","4","4.3","0.4","20","4.7","24.7","36","0.153571429","0.05","0.130555556","2.571428571","2","0.335714286","1.428571429","77.77777778","19.02834008","1.683932136","10.23809524","11.19047619","47.61904762","4.009362228","58.80952381","1.2","0.933333333","0.156666667","0.666666667","46.66666667","4.777777778","5.222222222","22.22222222","1.871035706","27.44444444"
"","","GHP2017FMS-AT01","","","","","","","","","GHP2017FMS-AT01-00035","","","","","","","50.41","14.81","","","5","3","30","6","5","30","14","9","8","5","","5","","5","29.37909145","5","5","","5","5","6","0.8","0.3","6.5","1.1","7.6","11","0.133333333","0.06","0.1","0.785714286","0.428571429","0.078571429","0.464285714","54.54545455","14.47368421","0.323170006","1.904761905","2.619047619","15.47619048","0.769452395","18.0952381","0.366666667","0.2","0.036666667","0.216666667","46.66666667","0.888888889","1.222222222","7.222222222","0.359077784","8.444444444"
"","","GHP2017FMS-AT01","","","","","","","","","GHP2017FMS-AT01-00036","","","","","","","50.34","21.66","","","3","3","30","48","11","30","25","25","5","7","","5","","7","43.02741359","3","3","","7","2","3","11.8","0.5","26.5","12.3","38.8","59","0.245833333","0.045454545","0.208474576","2.36","1.92","0.492","1.06","81.3559322","31.70103093","5.292371871","15.73333333","16.4","35.33333333","7.056495828","51.73333333","1.966666667","1.6","0.41","0.883333333","83.33333333","13.11111111","13.66666667","29.44444444","5.88041319","43.11111111"
"","","GHP2017FMS-AT01","","","","","","","","","GHP2017FMS-AT01-00037","","","","","","","50.33","21.79","","","3","3","30","21","12","30","18","16","3","8","","6","","8","43.2942579","5","3","","6","3","4","5.7","0.6","14.5","6.3","20.8","33","0.271428571","0.05","0.190909091","1.833333333","1.166666667","0.35","0.805555556","63.63636364","30.28846154","2.727538248","10.55555556","11.66666667","26.85185185","5.050996755","38.51851852","1.1","0.7","0.21","0.483333333","60","6.333333333","7","16.11111111","3.030598053","23.11111111"
"","","GHP2017FMS-AT01","","","","","","","","","GHP2017FMS-AT01-00038","","","","","","","50.36","10.86","","","5","5","30","77","24","30","22","22","7","6","","6","","8","21.56473392","3","3","","7","4","3","18.7","1","20.5","19.7","40.2","101","0.242857143","0.041666667","0.195049505","4.590909091","3.5","0.895454545","0.931818182","76.23762376","49.00497512","4.248252581","28.33333333","29.84848485","31.06060606","6.436746335","60.90909091","3.366666667","2.566666667","0.656666667","0.683333333","73.33333333","20.77777778","21.88888889","22.77777778","4.720280646","44.66666667"
"","","GHP2017FMS-AT01","","","","","","","","","GHP2017FMS-AT01-00039","","","","","","","50.36","15.53","","","5","3","30","9","10","30","11","9","8","5","","6","","8","30.83796664","5","5","","4","6","6","0.9","0.3","4","1.2","5.2","19","0.1","0.03","0.063157895","1.727272727","0.818181818","0.109090909","0.363636364","47.36842105","23.07692308","0.3700556","2.727272727","3.636363636","12.12121212","1.121380605","15.75757576","0.633333333","0.3","0.04","0.133333333","36.66666667","1","1.333333333","4.444444444","0.411172889","5.777777778"
"","","GHP2017FMS-AT01","","","","","","","","","GHP2017FMS-AT01-00004","","","","0","1.677475","0.915027","50.46","18.37","0.238916","1.054683","5","1","30","7","5","18","8","6","3","4","4.6578159","5","75.6855469","7","36.40507333","3","3","9.3099241","6","5","3","1.5","0.3","5.5","1.8","7.3","12","0.214285714","0.06","0.15","1.5","0.875","0.225","0.6875","58.33333333","24.65753425","0.65529132","6.25","7.5","22.91666667","2.730380499","30.41666667","0.4","0.233333333","0.06","0.183333333","26.66666667","1.666666667","2","6.111111111","0.728101467","8.111111111"
"","","GHP2017FMS-AT01","","","","","","","","","GHP2017FMS-AT01-00040","","","","","","","50.36","18.64","","","5","3","30","8","6","26","13","10","3","6","","6","","6","37.01350278","5","5","","5","6","6","1.3","0.3","11","1.6","12.6","14","0.1625","0.05","0.114285714","1.076923077","0.615384615","0.123076923","0.846153846","57.14285714","12.6984127","0.592216044","3.333333333","4.102564103","28.20512821","1.518502678","32.30769231","0.466666667","0.266666667","0.053333333","0.366666667","43.33333333","1.444444444","1.777777778","12.22222222","0.658017827","14"
"","","GHP2017FMS-AT01","","","","","","","","","GHP2017FMS-AT01-00041","","","","","","","50.71","19.43","","","3","3","30","21","5","22","17","16","4","2","","5","","6","38.31591402","3","3","","8","6","3","6","0.3","24","6.3","30.3","26","0.285714286","0.06","0.242307692","1.529411765","1.235294118","0.370588235","1.411764706","80.76923077","20.79207921","2.413902583","11.76470588","12.35294118","47.05882353","4.73314232","59.41176471","0.866666667","0.7","0.21","0.8","56.66666667","6.666666667","7","26.66666667","2.682113981","33.66666667"
"","","GHP2017FMS-AT01","","","","","","","","","GHP2017FMS-AT01-00042","","","","","","","50.29","16.47","","","5","3","30","22","13","28","23","23","4","4","","4","","6","32.75004971","5","5","","5","5","5","5.9","0.5","12.5","6.4","18.9","35","0.268181818","0.038461538","0.182857143","1.52173913","0.956521739","0.27826087","0.543478261","62.85714286","33.86243386","2.096003182","8.550724638","9.275362319","18.11594203","3.03768577","27.39130435","1.166666667","0.733333333","0.213333333","0.416666667","76.66666667","6.555555556","7.111111111","13.88888889","2.328892424","21"
