"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2013DVG-AT01","","","","","","","","","GHP2013DVG-AT01-00019","","","","1","19.7","50.6","1.658686","3.591809","1","4","9","34","30","34","7","4","1","67.3885651","4","3","6","1","1","0.4","0.4","29.5","0.8","30.3","13","0.1","0.044444444","0.061538462","0.433333333","0.382352941","0.133333333","0.117647059","0.026666667","0.023529412","0.983333333","0.867647059","30.76923077","2.640264026","88.23529412","38.93280632","0.311462451","0.392156863","0.444444444","0.784313725","0.888888889","28.92156863","32.77777778","0.305355344","0.34606939","29.70588235","33.66666667"
"","","GHP2013DVG-AT01","","","","","","","","","GHP2013DVG-AT01-00002","","","","1","22.5","50.1","0.974071","3.189558","3","9","49","34","30","34","28","5","2","70.2734833","5","4","6","1","3","1.4","2.7","27.5","4.1","31.6","58","0.155555556","0.055102041","0.070689655","1.933333333","1.705882353","0.3","0.264705882","0.136666667","0.120588235","0.916666667","0.808823529","15.51724138","12.97468354","88.23529412","44.91017964","1.841317365","1.37254902","1.555555556","4.019607843","4.555555556","26.96078431","30.55555556","1.805213103","2.045908184","30.98039216","35.11111111"
"","","GHP2013DVG-AT01","","","","","","","","","GHP2013DVG-AT01-00020","","","","1","21.1","50","0.111965","1.575866","1","19","30","34","30","34","17","1","1","70.8734131","5","6","7","1","1","4","1.6","30.5","5.6","36.1","49","0.210526316","0.053333333","0.114285714","1.633333333","1.441176471","0.633333333","0.558823529","0.186666667","0.164705882","1.016666667","0.897058824","38.7755102","15.51246537","88.23529412","42.2","2.3632","3.921568627","4.444444444","5.490196078","6.222222222","29.90196078","33.88888889","2.316862745","2.625777778","35.39215686","40.11111111"
"","","GHP2013DVG-AT01","","","","","","","","","GHP2013DVG-AT01-00021","","","","2","21","50.4","0.543932","2.612771","2","42","72","34","27","34","26","4","2","69.5760803","5","5","5","3","3","6.7","3.6","27","10.3","37.3","114","0.15952381","0.05","0.090350877","4.222222222","3.352941176","1.555555556","1.235294118","0.381481481","0.302941176","1","0.794117647","36.84210526","27.61394102","79.41176471","41.66666667","4.291666667","6.568627451","8.271604938","10.09803922","12.71604938","26.47058824","33.33333333","4.20751634","5.298353909","36.56862745","46.04938272"
"","","GHP2013DVG-AT01","","","","","","","","","GHP2013DVG-AT01-00003","","","","1","","","","","2","24","46","34","30","34","30","","1","","5","6","5","3","4","4.3","2.6","15","6.9","21.9","70","0.179166667","0.056521739","0.098571429","2.333333333","2.058823529","0.8","0.705882353","0.23","0.202941176","0.5","0.441176471","34.28571429","31.50684932","88.23529412","","","4.215686275","4.777777778","6.764705882","7.666666667","14.70588235","16.66666667","","","21.47058824","24.33333333"
"","","GHP2013DVG-AT01","","","","","","","","","GHP2013DVG-AT01-00004","","","","2","21.6","50.5","1.514307","3.5534301","1","31","20","33","28","34","28","3","2","67.4905777","5","7","5","4","4","7.4","1.3","14","8.7","22.7","51","0.238709677","0.065","0.170588235","1.821428571","1.5","1.107142857","0.911764706","0.310714286","0.255882353","0.5","0.411764706","60.78431373","38.32599119","82.35294118","42.77227723","3.721188119","7.254901961","8.80952381","8.529411765","10.35714286","13.7254902","16.66666667","3.648223646","4.429985856","22.25490196","27.02380952"
"","","GHP2013DVG-AT01","","","","","","","","","GHP2013DVG-AT01-00005","","","","1","18.9","50.8","1.642107","3.7864699","2","0","6","34","29","34","3","4","1","65.7927551","5","4","6","1","1","0","0.6","27.5","0.6","28.1","6","","0.1","0.1","0.206896552","0.176470588","0","0","0.020689655","0.017647059","0.948275862","0.808823529","0","2.135231317","85.29411765","37.20472441","0.223228346","0","0","0.588235294","0.689655172","26.96078431","31.6091954","0.21885132","0.256584306","27.54901961","32.29885057"
"","","GHP2013DVG-AT01","","","","","","","","","GHP2013DVG-AT01-00006","","","","1","18.5","50.7","1.656287","4.0905161","2","23","36","34","27","34","27","4","2","64.5092468","5","7","6","3","3","5.2","3.3","22","8.5","30.5","59","0.226086957","0.091666667","0.144067797","2.185185185","1.735294118","0.851851852","0.676470588","0.314814815","0.25","0.814814815","0.647058824","38.98305085","27.86885246","79.41176471","36.48915187","3.101577909","5.098039216","6.419753086","8.333333333","10.49382716","21.56862745","27.16049383","3.040762656","3.82910853","29.90196078","37.65432099"
"","","GHP2013DVG-AT01","","","","","","","","","GHP2013DVG-AT01-00007","","","","1","20.8","50.3","0.610787","2.479841","4","12","38","34","28","34","24","5","3","70.4260559","6","7","5","4","4","3.4","1.6","11","5","16","50","0.283333333","0.042105263","0.1","1.785714286","1.470588235","0.428571429","0.352941176","0.178571429","0.147058824","0.392857143","0.323529412","24","31.25","82.35294118","41.35188867","2.067594433","3.333333333","4.047619048","4.901960784","5.952380952","10.78431373","13.0952381","2.027053366","2.461421945","15.68627451","19.04761905"
"","","GHP2013DVG-AT01","","","","","","","","","GHP2013DVG-AT01-00008","","","","1","20.3","50.7","1.358691","3.439723","3","40","53","34","28","34","28","4","2","67.1990662","5","5","6","3","3","6.4","2.2","30","8.6","38.6","93","0.16","0.041509434","0.092473118","3.321428571","2.735294118","1.428571429","1.176470588","0.307142857","0.252941176","1.071428571","0.882352941","43.01075269","22.27979275","82.35294118","40.03944773","3.443392505","6.274509804","7.619047619","8.431372549","10.23809524","29.41176471","35.71428571","3.375875005","4.099276792","37.84313725","45.95238095"
"","","GHP2013DVG-AT01","","","","","","","","","GHP2013DVG-AT01-00009","","","","1","20.3","50.5","1.330676","3.379226","1","4","10","34","28","34","8","4","1","66.3778915","4","3","7","1","1","0.5","0.4","29.5","0.9","30.4","14","0.125","0.04","0.064285714","0.5","0.411764706","0.142857143","0.117647059","0.032142857","0.026470588","1.053571429","0.867647059","28.57142857","2.960526316","82.35294118","40.1980198","0.361782178","0.490196078","0.595238095","0.882352941","1.071428571","28.92156863","35.11904762","0.35468841","0.430693069","29.80392157","36.19047619"
