"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00009","","","","3","0","1.589884043","0.702212989","21.25","48.57","1.208418012","2.156275988","2.818635941","70.86894226","1","8","8","10","9","10","8","1","3","43.7512868","5","7","10.94789982","9","1","2","0.3","0.5","17","0.8","17.8","16","0.0375","0.0625","0.05","1.777777778","1.6","0.888888889","0.8","0.088888889","0.08","1.888888889","1.7","50","4.494382022","90","0.350010294","1","1.111111111","2.666666667","2.962962963","56.66666667","62.96296296","1.166700981","1.296334424","59.33333333","65.92592593"
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00090","","","","3","12.0136051","2.196086884","0.799019992","19.06","48.68","2.659499884","4.239062786","2.173325062","65.44667816","1","18","13","9","9","10","9","1","3","39.15365653","5","5","17.60657883","7","1","1","3.3","0.9","4.5","4.2","8.7","31","0.183333333","0.069230769","0.135483871","3.444444444","3.1","2","1.8","0.466666667","0.42","0.5","0.45","58.06451613","48.27586207","90","1.644453574","11","12.22222222","14","15.55555556","15","16.66666667","5.481511915","6.090568794","29","32.22222222"
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00091","","","","3","8.9665184","2.059559107","0.747039974","16.83","48.3","4.64538908","6.995128155","2.457484961","64.69267273","1","18","24","10","9","10","9","1","3","34.8447205","3","3","14.70279694","7","2","2","3","1.3","7.2","4.3","11.5","42","0.166666667","0.054166667","0.102380952","4.666666667","4.2","2","1.8","0.477777778","0.43","0.8","0.72","42.85714286","37.39130435","90","1.498322981","10","11.11111111","14.33333333","15.92592593","24","26.66666667","4.994409938","5.549344375","38.33333333","42.59259259"
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00092","","","","3","7.1025925","1.852792025","0.740418971","20.18","48.51","2.550199986","4.366891861","2.49238801","68.31613922","1","31","29","10","10","10","10","1","3","41.59967017","3","1","15.29402637","7","1","1","8.8","1.5","14.2","10.3","24.5","60","0.283870968","0.051724138","0.171666667","6","6","3.1","3.1","1.03","1.03","1.42","1.42","51.66666667","42.04081633","100","4.284766028","29.33333333","29.33333333","34.33333333","34.33333333","47.33333333","47.33333333","14.28255343","14.28255343","81.66666667","81.66666667"
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00093","","","","3","24.0168419","2.067408085","0.760411978","13.72","48.51","7.954915047","11.20012665","2.319058895","53.60182953","1","35","22","10","10","10","10","1","2","28.28282828","3","3","13.16726494","7","1","1","6.3","0.8","8.7","7.1","15.8","57","0.18","0.036363636","0.124561404","5.7","5.7","3.5","3.5","0.71","0.71","0.87","0.87","61.40350877","44.93670886","100","2.008080808","21","21","23.66666667","23.66666667","29","29","6.693602694","6.693602694","52.66666667","52.66666667"
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00094","","","","3","4.6450768","1.771595955","0.704622984","22.31","48.96","1.615368962","3.149425983","2.36241293","72.00720215","1","6","7","10","8","10","6","1","2","45.56781046","5","5","14.3111372","7","1","2","0.8","0.4","12.2","1.2","13.4","13","0.133333333","0.057142857","0.092307692","1.625","1.3","0.75","0.6","0.15","0.12","1.525","1.22","46.15384615","8.955223881","80","0.546813725","2.666666667","3.333333333","4","5","40.66666667","50.83333333","1.822712418","2.278390523","44.66666667","55.83333333"
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00095","","","","","","","","","","","","","","","","","0","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00096","","","","5","16.6618805","2.696362019","1.253764033","17.46","49.04","3.218014002","5.696900845","4.231604099","59.2477417","1","7","16","7","7","10","6","3","3","35.60358891","5","7","15.6448307","6","2","4","1.2","0.4","3.2","1.6","4.8","23","0.171428571","0.025","0.069565217","3.285714286","2.3","1","0.7","0.228571429","0.16","0.457142857","0.32","30.43478261","33.33333333","70","0.569657423","4","5.714285714","5.333333333","7.619047619","10.66666667","15.23809524","1.898858075","2.712654393","16","22.85714286"
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00097","","","","3","10.621912","1.760239005","0.745464027","14.13","40.22","5.677974224","8.029840469","2.231419086","61.2219696","1","7","12","10","9","10","9","1","3","35.13177524","5","5","11.03261089","6","2","2","1.2","0.4","4.7","1.6","6.3","19","0.171428571","0.033333333","0.084210526","2.111111111","1.9","0.777777778","0.7","0.177777778","0.16","0.522222222","0.47","36.84210526","25.3968254","90","0.562108404","4","4.444444444","5.333333333","5.925925926","15.66666667","17.40740741","1.873694679","2.081882977","21","23.33333333"
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00098","","","","","0","1.675382018","0.767256021","20.81","48.6","0.843630016","1.501106024","2.881177902","74.10324097","","","","3","","10","","","","42.81893004","","","11.33147717","4","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00099","","","","3","13.4644718","2.376945972","0.899462998","20.76","48.71","2.490771055","4.453396797","3.164254904","62.30491257","1","16","9","9","8","10","8","3","3","42.6195853","3","1","20.05168533","7","1","3","4.7","0.4","9","5.1","14.1","25","0.29375","0.044444444","0.204","3.125","2.5","2","1.6","0.6375","0.51","1.125","0.9","64","36.17021277","80","2.17359885","15.66666667","19.58333333","17","21.25","30","37.5","7.245329501","9.056661876","47","58.75"
