"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2012KMD-PT01","","","","","","","","","GHP2012KMD-PT01-00011","","","","2","9.7524357","16.94","50.43","0.6081091","0.2608184","1","17","27","14","10","14","10","3","2","0.1116299","3","73.3392792","4","4","","4","3","3","2.6","1.7","2","4.3","6.3","44","0.152941176","0.062962963","0.097727273","4.4","3.142857143","1.7","1.214285714","0.43","0.307142857","0.2","0.142857143","38.63636364","68.25396825","71.42857143","33.5911164","1.444418005","6.19047619","8.666666667","10.23809524","14.33333333","4.761904762","6.666666667","3.439090488","4.814726684","15","21"
"","","GHP2012KMD-PT01","","","","","","","","","GHP2012KMD-PT01-00012","","","","3","12.0089083","15.79","50.85","1.5859101","0.9827731","1","17","20","14","10","14","10","5","6","0.8942178","4","69.0645828","4","5","","5","3","3","3.5","1.7","1","5.2","6.2","37","0.205882353","0.085","0.140540541","3.7","2.642857143","1.7","1.214285714","0.52","0.371428571","0.1","0.071428571","45.94594595","83.87096774","71.42857143","31.05211406","1.614709931","8.333333333","11.66666667","12.38095238","17.33333333","2.380952381","3.333333333","3.844547455","5.382366437","14.76190476","20.66666667"
"","","GHP2012KMD-PT01","","","","","","","","","GHP2012KMD-PT01-00013","","","","2","17.2988262","16.12","50.54","","1.0268081","1","32","27","13","9","14","9","2","9","1.3193215","5","64.7701721","6","7","0.1000139","7","5","5","8.7","1.5","8","10.2","18.2","59","0.271875","0.055555556","0.172881356","6.555555556","4.214285714","3.555555556","2.285714286","1.133333333","0.728571429","0.888888889","0.571428571","54.23728814","56.04395604","64.28571429","31.89552829","3.253343886","20.71428571","32.22222222","24.28571429","37.77777778","19.04761905","29.62962963","7.746056872","12.0494218","43.33333333","67.40740741"
"","","GHP2012KMD-PT01","","","","","","","","","GHP2012KMD-PT01-00014","","","","1","9.8223019","19.49","50.24","0.0906267","","1","27","18","14","10","14","10","3","5","0.865407","2","73.9663925","4","7","","9","1","3","8.4","1.3","8","9.7","17.7","45","0.311111111","0.072222222","0.215555556","4.5","3.214285714","2.7","1.928571429","0.97","0.692857143","0.8","0.571428571","60","54.80225989","71.42857143","38.79378981","3.762997611","20","28","23.0952381","32.33333333","19.04761905","26.66666667","8.959518123","12.54332537","42.14285714","59"
"","","GHP2012KMD-PT01","","","","","","","","","GHP2012KMD-PT01-00015","","","","2","17.9638596","13.73","50.57","","2.4770744","1","7","29","14","8","14","8","4","2","1.5311897","3","60.0891724","4","3","1.8228469","4","5","6","1.7","1.8","0.5","3.5","4","36","0.242857143","0.062068966","0.097222222","4.5","2.571428571","0.875","0.5","0.4375","0.25","0.0625","0.035714286","19.44444444","87.5","57.14285714","27.15048448","0.950266957","4.047619048","7.083333333","8.333333333","14.58333333","1.19047619","2.083333333","2.262540373","3.959445653","9.523809524","16.66666667"
"","","GHP2012KMD-PT01","","","","","","","","","GHP2012KMD-PT01-00016","","","","2","8.1216106","16.9","50.51","0.1551039","2.8266516","1","35","31","14","10","14","10","3","9","2.3644311","3","67.4512634","5","5","2.2092025","7","5","5","2.9","1.4","2.5","4.3","6.8","66","0.082857143","0.04516129","0.065151515","6.6","4.714285714","3.5","2.5","0.43","0.307142857","0.25","0.178571429","53.03030303","63.23529412","71.42857143","33.45872105","1.438725005","6.904761905","9.666666667","10.23809524","14.33333333","5.952380952","8.333333333","3.425535726","4.795750016","16.19047619","22.66666667"
"","","GHP2012KMD-PT01","","","","","","","","","GHP2012KMD-PT01-00017","","","","2","","","","","","1","7","16","14","8","14","7","","","1.5728736","3","","5","4","","2","5","7","1.1","1","0.5","2.1","2.6","23","0.157142857","0.0625","0.091304348","2.875","1.642857143","0.875","0.5","0.2625","0.15","0.0625","0.035714286","30.43478261","80.76923077","57.14285714","","","2.619047619","4.583333333","5","8.75","1.19047619","2.083333333","","","6.19047619","10.83333333"
"","","GHP2012KMD-PT01","","","","","","","","","GHP2012KMD-PT01-00018","","","","3","11.3239241","16.71","50.08","2.3364382","0.7402164","1","8","55","14","10","14","10","1","5","","5","67.9857788","4","4","","4","4","5","1.2","3.1","2","4.3","6.3","63","0.15","0.056363636","0.068253968","6.3","4.5","0.8","0.571428571","0.43","0.307142857","0.2","0.142857143","12.6984127","68.25396825","71.42857143","33.36661342","1.434764377","2.857142857","4","10.23809524","14.33333333","4.761904762","6.666666667","3.41610566","4.782547923","15","21"
"","","GHP2012KMD-PT01","","","","","","","","","GHP2012KMD-PT01-00019","","","","2","12.7148867","12.55","50.8","","6.3942676","1","33","60","14","10","14","10","7","6","0.6706173","3","55.191288","6","5","6.3318834","4","3","5","6.8","3.3","4.5","10.1","14.6","93","0.206060606","0.055","0.108602151","9.3","6.642857143","3.3","2.357142857","1.01","0.721428571","0.45","0.321428571","35.48387097","69.17808219","71.42857143","24.70472441","2.495177165","16.19047619","22.66666667","24.04761905","33.66666667","10.71428571","15","5.940898013","8.317257218","34.76190476","48.66666667"
"","","GHP2012KMD-PT01","","","","","","","","","GHP2012KMD-PT01-00020","","","","2","","","","11.27","","1","13","27","14","9","14","9","","","0.9137365","4","","5","4","","4","5","6","0.9","0.6","1","1.5","2.5","40","0.069230769","0.022222222","0.0375","4.444444444","2.857142857","1.444444444","0.928571429","0.166666667","0.107142857","0.111111111","0.071428571","32.5","60","64.28571429","","","2.142857143","3.333333333","3.571428571","5.555555556","2.380952381","3.703703704","","","5.952380952","9.259259259"
"","","GHP2012KMD-PT01","","","","","","","","","GHP2012KMD-PT01-00021","","","","2","16.1318359","12.47","50.4","","3.8476803","1","11","63","14","10","14","10","6","6","","4","59.0402412","5","5","3.0369575","5","5","6","2","3","2","5","7","74","0.181818182","0.047619048","0.067567568","7.4","5.285714286","1.1","0.785714286","0.5","0.357142857","0.2","0.142857143","14.86486486","71.42857143","71.42857143","24.74206349","1.237103175","4.761904762","6.666666667","11.9047619","16.66666667","4.761904762","6.666666667","2.945483749","4.123677249","16.66666667","23.33333333"
"","","GHP2012KMD-PT01","","","","","","","","","GHP2012KMD-PT01-00022","","","","2","","","","1.8696444","","1","24","60","14","10","14","10","","","1.0345782","4","","6","6","","6","5","5","4.7","3.4","0.5","8.1","8.6","84","0.195833333","0.056666667","0.096428571","8.4","6","2.4","1.714285714","0.81","0.578571429","0.05","0.035714286","28.57142857","94.18604651","71.42857143","","","11.19047619","15.66666667","19.28571429","27","1.19047619","1.666666667","","","20.47619048","28.66666667"
"","","GHP2012KMD-PT01","","","","","","","","","GHP2012KMD-PT01-00023","","","","2","16.0773029","15.17","50.58","1.8146486","0.2902133","1","28","34","14","10","14","10","6","5","","3","64.3303375","5","6","","6","3","4","4.7","1.7","5","6.4","11.4","62","0.167857143","0.05","0.103225806","6.2","4.428571429","2.8","2","0.64","0.457142857","0.5","0.357142857","45.16129032","56.14035088","71.42857143","29.99209174","1.919493871","11.19047619","15.66666667","15.23809524","21.33333333","11.9047619","16.66666667","4.570223503","6.398312904","27.14285714","38"
"","","GHP2012KMD-PT01","","","","","","","","","GHP2012KMD-PT01-00024","","","","3","","","","","","2","7","29","14","10","14","10","","","1.7968553","5","","5","7","","4","6","6","2","3.8","0.6","5.8","6.4","36","0.285714286","0.131034483","0.161111111","3.6","2.571428571","0.7","0.5","0.58","0.414285714","0.06","0.042857143","19.44444444","90.625","71.42857143","","","4.761904762","6.666666667","13.80952381","19.33333333","1.428571429","2","","","15.23809524","21.33333333"
"","","GHP2012KMD-PT01","","","","","","","","","GHP2012KMD-PT01-00025","","","","3","9.8349037","18.49","50.17","","","2","16","22","14","10","14","10","1","8","","2","69.5102615","6","5","","7","3","4","3.8","1.6","5","5.4","10.4","38","0.2375","0.072727273","0.142105263","3.8","2.714285714","1.6","1.142857143","0.54","0.385714286","0.5","0.357142857","42.10526316","51.92307692","71.42857143","36.85469404","1.990153478","9.047619048","12.66666667","12.85714286","18","11.9047619","16.66666667","4.738460662","6.633844927","24.76190476","34.66666667"
"","","GHP2012KMD-PT01","","","","","","","","","GHP2012KMD-PT01-00026","","","","3","12.6281452","13.68","50.5","0.6558672","4.1041636","1","16","30","14","9","14","9","4","5","0.7083795","4","62.3525352","5","5","3.6517034","4","6","6","3.9","2.1","1.5","6","7.5","46","0.24375","0.07","0.130434783","5.111111111","3.285714286","1.777777778","1.142857143","0.666666667","0.428571429","0.166666667","0.107142857","34.7826087","80","64.28571429","27.08910891","1.625346535","9.285714286","14.44444444","14.28571429","22.22222222","3.571428571","5.555555556","3.869872702","6.01980198","17.85714286","27.77777778"
"","","GHP2012KMD-PT01","","","","","","","","","GHP2012KMD-PT01-00027","","","","2","","","","5.7136416","","1","18","33","14","10","14","9","","","1.1860912","5","","4","5","","6","4","4","3.6","2.4","2.5","6","8.5","51","0.2","0.072727273","0.117647059","5.1","3.642857143","1.8","1.285714286","0.6","0.428571429","0.25","0.178571429","35.29411765","70.58823529","71.42857143","","","8.571428571","12","14.28571429","20","5.952380952","8.333333333","","","20.23809524","28.33333333"
"","","GHP2012KMD-PT01","","","","","","","","","GHP2012KMD-PT01-00028","","","","2","12.0215549","17.62","50.46","0.5870884","","1","21","40","14","8","14","8","3","6","","3","70.6020737","6","7","","7","5","5","5.6","2.2","6","7.8","13.8","61","0.266666667","0.055","0.127868852","7.625","4.357142857","2.625","1.5","0.975","0.557142857","0.75","0.428571429","34.42622951","56.52173913","57.14285714","34.91874752","2.723662307","13.33333333","23.33333333","18.57142857","32.5","14.28571429","25","6.484910254","11.34859294","32.85714286","57.5"
"","","GHP2012KMD-PT01","","","","","","","","","GHP2012KMD-PT01-00029","","","","3","16.8778362","10.99","50.85","1.9637704","5.0973263","2","19","20","14","7","14","7","6","6","0.7143639","3","55.5357018","6","6","4.8995481","6","5","5","5.5","1.7","4","7.2","11.2","39","0.289473684","0.085","0.184615385","5.571428571","2.785714286","2.714285714","1.357142857","1.028571429","0.514285714","0.571428571","0.285714286","48.71794872","64.28571429","50","21.61258604","1.556106195","13.0952381","26.19047619","17.14285714","34.28571429","9.523809524","19.04761905","3.705014749","7.410029499","26.66666667","53.33333333"
"","","GHP2012KMD-PT01","","","","","","","","","GHP2012KMD-PT01-00030","","","","2","8.4425678","20.73","50.51","2.6669071","0.0937151","1","19","57","14","10","14","10","3","8","0.6980427","2","74.150528","3","4","","5","4","4","2.3","2.1","1.5","4.4","5.9","76","0.121052632","0.036842105","0.057894737","7.6","5.428571429","1.9","1.357142857","0.44","0.314285714","0.15","0.107142857","25","74.57627119","71.42857143","41.04137794","1.80582063","5.476190476","7.666666667","10.47619048","14.66666667","3.571428571","5","4.299572928","6.019402099","14.04761905","19.66666667"
"","","GHP2012KMD-PT01","","","","","","","","","GHP2012KMD-PT01-00031","","","","2","","","","4.3529577","","1","20","21","14","10","14","10","","","0.3935449","3","","4","6","","6","5","5","4.9","2","3","6.9","9.9","41","0.245","0.095238095","0.168292683","4.1","2.928571429","2","1.428571429","0.69","0.492857143","0.3","0.214285714","48.7804878","69.6969697","71.42857143","","","11.66666667","16.33333333","16.42857143","23","7.142857143","10","","","23.57142857","33"
"","","GHP2012KMD-PT01","","","","","","","","","GHP2012KMD-PT01-00032","","","","2","12.6168966","15.97","50.33","0.6081091","0.3273811","1","14","72","14","10","14","10","1","5","","2","68.5744095","5","5","","4","5","6","2.5","3.5","4","6","10","86","0.178571429","0.048611111","0.069767442","8.6","6.142857143","1.4","1","0.6","0.428571429","0.4","0.285714286","16.27906977","60","71.42857143","31.73057818","1.903834691","5.952380952","8.333333333","14.28571429","20","9.523809524","13.33333333","4.532939741","6.346115637","23.80952381","33.33333333"
"","","GHP2012KMD-PT01","","","","","","","","","GHP2012KMD-PT01-00033","","","","2","10.4067354","17.38","50.76","","0.4682445","1","11","16","14","9","14","9","1","6","0.3826075","3","71.8268356","5","7","","5","6","6","3","1","2.5","4","6.5","27","0.272727273","0.0625","0.148148148","3","1.928571429","1.222222222","0.785714286","0.444444444","0.285714286","0.277777778","0.178571429","40.74074074","61.53846154","64.28571429","34.23955871","1.369582348","7.142857143","11.11111111","9.523809524","14.81481481","5.952380952","9.259259259","3.260910353","5.072527216","15.47619048","24.07407407"
"","","GHP2012KMD-PT01","","","","","","","","","GHP2012KMD-PT01-00034","","","","3","6.327229","20.91","50.2","1.9637704","","1","9","28","14","10","14","10","1","8","0.9433346","4","76.0206757","5","5","","4","3","4","2","1.8","2.5","3.8","6.3","37","0.222222222","0.064285714","0.102702703","3.7","2.642857143","0.9","0.642857143","0.38","0.271428571","0.25","0.178571429","24.32432432","60.31746032","71.42857143","41.65338645","1.582828685","4.761904762","6.666666667","9.047619048","12.66666667","5.952380952","8.333333333","3.768639727","5.276095618","15","21"
"","","GHP2012KMD-PT01","","","","","","","","","GHP2012KMD-PT01-00035","","","","2","7.8665352","13.38","50.8","1.5859101","5.3395348","1","9","34","14","10","14","9","1","6","0.7990425","4","64.2247162","5","6","5.2439022","3","5","5","2.1","2.8","2.5","4.9","7.4","43","0.233333333","0.082352941","0.113953488","4.3","3.071428571","0.9","0.642857143","0.49","0.35","0.25","0.178571429","20.93023256","66.21621622","71.42857143","26.33858268","1.290590551","5","7","11.66666667","16.33333333","5.952380952","8.333333333","3.072834646","4.301968504","17.61904762","24.66666667"
"","","GHP2012KMD-PT01","","","","","","","","","GHP2012KMD-PT01-00036","","","","3","14.0255337","12.26","50.13","2.3364382","3.2752006","1","17","43","14","10","14","10","6","8","0.6227623","2","62.9125099","5","5","2.5655169","4","5","6","3.1","2.3","3","5.4","8.4","60","0.182352941","0.053488372","0.09","6","4.285714286","1.7","1.214285714","0.54","0.385714286","0.3","0.214285714","28.33333333","64.28571429","71.42857143","24.45641333","1.32064632","7.380952381","10.33333333","12.85714286","18","7.142857143","10","3.144395999","4.402154399","20","28"
"","","GHP2012KMD-PT01","","","","","","","","","GHP2012KMD-PT01-00037","","","","4","10.5374317","16.75","50.35","0.3136429","2.1315587","4","7","24","14","9","14","9","2","8","0.6281062","4","67.2313385","8","7","1.4437784","4","6","6","1.4","1.6","2","3","5","31","0.2","0.066666667","0.096774194","3.444444444","2.214285714","0.777777778","0.5","0.333333333","0.214285714","0.222222222","0.142857143","22.58064516","60","64.28571429","33.26713009","0.998013903","3.333333333","5.185185185","7.142857143","11.11111111","4.761904762","7.407407407","2.376223578","3.696347788","11.9047619","18.51851852"
"","","GHP2012KMD-PT01","","","","","","","","","GHP2012KMD-PT01-00038","","","","3","11.6757469","18.39","50.71","4.2469497","0.2508942","1","4","39","14","10","14","9","3","5","0.7906896","4","72.0661926","4","4","","3","4","6","0.8","1.9","1.5","2.7","4.2","43","0.2","0.048717949","0.062790698","4.3","3.071428571","0.4","0.285714286","0.27","0.192857143","0.15","0.107142857","9.302325581","64.28571429","71.42857143","36.26503648","0.979155985","1.904761905","2.666666667","6.428571429","9","3.571428571","5","2.331323774","3.263853283","10","14"
"","","GHP2012KMD-PT01","","","","","","","","","GHP2012KMD-PT01-00039","","","","3","","","","","","3","8","16","13","5","14","5","","","0.0521147","4","","4","5","","4","5","5","1.6","1.2","2","2.8","4.8","24","0.2","0.075","0.116666667","4.8","1.714285714","1.6","0.571428571","0.56","0.2","0.4","0.142857143","33.33333333","58.33333333","35.71428571","","","3.80952381","10.66666667","6.666666667","18.66666667","4.761904762","13.33333333","","","11.42857143","32"
"","","GHP2012KMD-PT01","","","","","","","","","GHP2012KMD-PT01-00040","","","","4","","","","","","1","0","32","14","9","14","8","3","9","","2","","4","3","","3","5","5","0","2","1.5","2","3.5","32","","0.0625","0.0625","3.555555556","2.285714286","0","0","0.222222222","0.142857143","0.166666667","0.107142857","0","57.14285714","64.28571429","","","0","0","4.761904762","7.407407407","3.571428571","5.555555556","","","8.333333333","12.96296296"
"","","GHP2012KMD-PT01","","","","","","","","","GHP2012KMD-PT01-00041","","","","3","","","","5.7136416","","3","23","61","14","10","14","10","","","0.5907205","2","","7","8","","4","6","6","6","3.7","2.5","9.7","12.2","84","0.260869565","0.060655738","0.11547619","8.4","6","2.3","1.642857143","0.97","0.692857143","0.25","0.178571429","27.38095238","79.50819672","71.42857143","","","14.28571429","20","23.0952381","32.33333333","5.952380952","8.333333333","","","29.04761905","40.66666667"
