"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root secondary defects estimating 1-18| CO_331:0000810","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of commercial storage roots per plant harvested|CO_331:2000036","Storage roots yield in kg per plant harvested|CO_331:0000681","Vine weight in kg per plant harvested|CO_331:0000990","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield adjusted in tons per ha|CO_331:0001004","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Biomass yield in tons per ha|CO_331:0001003"
"","","GHP2017KMD-ST01","","","","","","","","","GHP2017KMD-ST01-00019","","","","","","","","","3","1","30","15","7","6","2","4","","","","4","","6","","4","5","","5","6","5","0.2","0.1","3.5","0.3","3.8","6","0.1","0.025","0.05","0.857142857","0.285714286","0.042857143","0.5","33.33333333","7.894736842","","0.952380952","1.428571429","16.66666667","","18.0952381","0.2","0.066666667","0.01","0.116666667","23.33333333","0.222222222","0.333333333","3.888888889","","4.222222222"
"","","GHP2017KMD-ST01","","","","","","","","","GHP2017KMD-ST01-00002","","","","0","1.771747","1.13717","0","1.596507","5","1","30","17","9","8","7","5","5","3","4.8730621","5","71.8057175","6","37.08152816","","5","17.3751316","7","3","4","1.7","0.2","34.5","1.9","36.4","12","0.242857143","0.04","0.158333333","1.333333333","0.777777778","0.211111111","3.833333333","58.33333333","5.21978022","0.704549035","6.296296296","7.037037037","127.7777778","2.609440871","134.8148148","0.4","0.233333333","0.063333333","1.15","30","1.888888889","2.111111111","38.33333333","0.782832261","40.44444444"
"","","GHP2017KMD-ST01","","","","","","","","","GHP2017KMD-ST01-00020","","","","9.034214","1.833457","1.01141","3.4367559","5.2290468","3","1","30","3","22","22","43","42","3","7","3.679817","4","64.0749283","6","29.24697","3","5","14.8996601","6","3","5","9.1","2.1","11","11.2","22.2","85","0.211627907","0.05","0.131764706","3.863636364","1.954545455","0.509090909","0.5","50.58823529","50.45045045","3.27566064","13.78787879","16.96969697","16.66666667","4.963122182","33.63636364","2.833333333","1.433333333","0.373333333","0.366666667","73.33333333","10.11111111","12.44444444","12.22222222","3.639622933","24.66666667"
"","","GHP2017KMD-ST01","","","","","","","","","GHP2017KMD-ST01-00021","","","","24.3183708","2.370867","1.5437191","3.0213039","5.2785621","5","1","30","11","6","6","5","5","7","3","6.5684652","5","57.6131783","6","30.68406485","4","5","12.2347078","5","5","5","0.7","0.1","3.5","0.8","4.3","10","0.14","0.02","0.08","1.666666667","0.833333333","0.133333333","0.583333333","50","18.60465116","0.245472519","3.888888889","4.444444444","19.44444444","1.363736216","23.88888889","0.333333333","0.166666667","0.026666667","0.116666667","20","0.777777778","0.888888889","3.888888889","0.272747243","4.777777778"
"","","GHP2017KMD-ST01","","","","","","","","","GHP2017KMD-ST01-00022","","","","28.722477","2.1500881","1.2840509","5.9634371","8.6490784","5","1","30","24","17","17","12","8","7","5","3.7483649","5","54.8133469","5","21.76","3","5","13.2498178","4","5","6","2.8","0.3","9","3.1","12.1","20","0.233333333","0.0375","0.155","1.176470588","0.705882353","0.182352941","0.529411765","60","25.61983471","0.67456","5.490196078","6.078431373","17.64705882","1.322666667","23.7254902","0.666666667","0.4","0.103333333","0.3","56.66666667","3.111111111","3.444444444","10","0.749511111","13.44444444"
"","","GHP2017KMD-ST01","","","","","","","","","GHP2017KMD-ST01-00023","","","","0","1.62802","1.038129","0","1.883471","5","1","30","28","15","11","9","6","5","3","3.7641809","5","71.5140457","6","35.69730586","3","3","16.4281445","6","4","5","1.9","0.4","15","2.3","17.3","15","0.211111111","0.066666667","0.153333333","1","0.6","0.153333333","1","60","13.29479769","0.821038035","4.222222222","5.111111111","33.33333333","1.824528966","38.44444444","0.5","0.3","0.076666667","0.5","50","2.111111111","2.555555556","16.66666667","0.912264483","19.22222222"
"","","GHP2017KMD-ST01","","","","","","","","","GHP2017KMD-ST01-00024","","","","0","1.54837","0.914587","0","1.219969","5","1","30","28","17","17","22","18","2","8","3.497793","5","77.0780716","7","36.12607221","3","3","14.7943478","7","5","4","8.6","1","23.5","9.6","33.1","40","0.390909091","0.055555556","0.24","2.352941176","1.294117647","0.564705882","1.382352941","55","29.00302115","3.468102932","16.8627451","18.82352941","46.07843137","6.800201828","64.90196078","1.333333333","0.733333333","0.32","0.783333333","56.66666667","9.555555556","10.66666667","26.11111111","3.853447702","36.77777778"
"","","GHP2017KMD-ST01","","","","","","","","","GHP2017KMD-ST01-00025","","","","0.1209602","2.2279429","1.22369","1.098298","3.390501","5","1","30","27","17","17","22","17","3","9","4.492691","4","71.2317734","7","38.57425743","3","5","12.3917608","7","4","4","3.5","0.6","19.5","4.1","23.6","39","0.159090909","0.035294118","0.105128205","2.294117647","1.294117647","0.241176471","1.147058824","56.41025641","17.37288136","1.581544555","6.862745098","8.039215686","38.23529412","3.101067754","46.2745098","1.3","0.733333333","0.136666667","0.65","56.66666667","3.888888889","4.555555556","21.66666667","1.757271727","26.22222222"
"","","GHP2017KMD-ST01","","","","","","","","","GHP2017KMD-ST01-00026","","","","39.6213799","2.36236","1.475359","6.7262449","10.3646488","5","5","30","30","17","17","58","56","7","6","4.172998","6","45.1279144","7","16.3921413","3","3","19.9782772","6","3","6","10.9","2.1","8","13","21","114","0.187931034","0.0375","0.114035088","6.705882353","3.411764706","0.764705882","0.470588235","50.87719298","61.9047619","2.130978369","21.37254902","25.49019608","15.68627451","4.178388959","41.17647059","3.8","1.933333333","0.433333333","0.266666667","56.66666667","12.11111111","14.44444444","8.888888889","2.367753743","23.33333333"
"","","GHP2017KMD-ST01","","","","","","","","","GHP2017KMD-ST01-00027","","","","39.0317154","2.1113989","1.473245","7.6157269","10.5184956","5","1","30","30","20","20","25","33","8","4","4.8971391","5","54.5978317","6","21.71918628","3","5","7.6402588","4","5","6","4.3","1.3","13","5.6","18.6","58","0.172","0.039393939","0.096551724","2.9","1.25","0.28","0.65","43.10344828","30.10752688","1.216274432","7.166666667","9.333333333","21.66666667","2.027124053","31","1.933333333","0.833333333","0.186666667","0.433333333","66.66666667","4.777777778","6.222222222","14.44444444","1.351416035","20.66666667"
"","","GHP2017KMD-ST01","","","","","","","","","GHP2017KMD-ST01-00028","","","","0.7645264","1.8933671","1.125106","1.9625","4.0829201","3","1","30","30","17","17","26","30","2","8","4.729218","4","71.0161057","6","33.5387674","3","5","10.666502","6","3","5","3.1","1.3","11.5","4.4","15.9","56","0.119230769","0.043333333","0.078571429","3.294117647","1.529411765","0.258823529","0.676470588","46.42857143","27.67295597","1.475705766","6.078431373","8.62745098","22.54901961","2.893540717","31.17647059","1.866666667","0.866666667","0.146666667","0.383333333","56.66666667","3.444444444","4.888888889","12.77777778","1.639673073","17.66666667"
"","","GHP2017KMD-ST01","","","","","","","","","GHP2017KMD-ST01-00029","","","","5.4181671","1.903762","0.96737","1.355955","2.804652","5","1","30","30","20","20","12","12","6","9","4.4700112","6","65.3171768","6","35.18922132","3","5","16.073452","6","4","6","1.8","0.8","11","2.6","13.6","24","0.15","0.066666667","0.108333333","1.2","0.6","0.13","0.55","50","19.11764706","0.914919754","3","4.333333333","18.33333333","1.524866257","22.66666667","0.8","0.4","0.086666667","0.366666667","66.66666667","2","2.888888889","12.22222222","1.016577505","15.11111111"
"","","GHP2017KMD-ST01","","","","","","","","","GHP2017KMD-ST01-00003","","","","4.4452362","1.690596","0.903594","2.2306371","4.019968","3","1","30","15","7","7","15","11","3","7","2.7859609","4","68.2898712","6","34.28969914","3","5","13.4692535","5","3","4","2.8","0.4","7.5","3.2","10.7","26","0.186666667","0.036363636","0.123076923","3.714285714","2.142857143","0.457142857","1.071428571","57.69230769","29.90654206","1.097270372","13.33333333","15.23809524","35.71428571","5.225097012","50.95238095","0.866666667","0.5","0.106666667","0.25","23.33333333","3.111111111","3.555555556","8.333333333","1.219189303","11.88888889"
"","","GHP2017KMD-ST01","","","","","","","","","GHP2017KMD-ST01-00030","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017KMD-ST01","","","","","","","","","GHP2017KMD-ST01-00004","","","","0","1.892192","1.172487","0.309471","2.142103","3","1","30","17","13","6","4","6","4","3","5.0295138","5","70.1475754","7","35.95327658","3","5","14.9148474","5","5","5","0.5","0.2","3.5","0.7","4.2","10","0.125","0.033333333","0.07","0.769230769","0.307692308","0.053846154","0.269230769","40","16.66666667","0.251672936","1.282051282","1.794871795","8.974358974","0.645315221","10.76923077","0.333333333","0.133333333","0.023333333","0.116666667","43.33333333","0.555555556","0.777777778","3.888888889","0.279636596","4.666666667"
"","","GHP2017KMD-ST01","","","","","","","","","GHP2017KMD-ST01-00005","","","","0","1.6450911","0.829463","0.143847","1.921682","3","1","30","30","16","8","8","7","2","8","3.6552639","4","76.5713501","6","37.96610169","3","5","13.3826046","5","4","6","1.8","0.3","18","2.1","20.1","15","0.225","0.042857143","0.14","0.9375","0.5","0.13125","1.125","53.33333333","10.44776119","0.797288135","3.75","4.375","37.5","1.661016949","41.875","0.5","0.266666667","0.07","0.6","53.33333333","2","2.333333333","20","0.885875706","22.33333333"
"","","GHP2017KMD-ST01","","","","","","","","","GHP2017KMD-ST01-00006","","","","9.5643692","2.380868","1.314567","1.651467","3.630311","5","1","30","26","6","5","5","10","3","7","5.0785618","4","67.7313538","5","39.17197452","3","5","13.7510519","5","5","6","0.9","0.4","13.5","1.3","14.8","15","0.18","0.04","0.086666667","2.5","0.833333333","0.216666667","2.25","33.33333333","8.783783784","0.509235669","5","7.222222222","75","2.829087049","82.22222222","0.5","0.166666667","0.043333333","0.45","20","1","1.444444444","15","0.56581741","16.44444444"
"","","GHP2017KMD-ST01","","","","","","","","","GHP2017KMD-ST01-00007","","","","17.7287712","2.603195","1.666877","0.843462","3.340193","5","5","30","21","8","5","5","6","7","3","7.3949671","5","61.3792763","8","30.83184435","5","7","13.3284731","5","6","6","0.4","0.2","6","0.6","6.6","11","0.08","0.033333333","0.054545455","1.375","0.625","0.075","0.75","45.45454545","9.090909091","0.184991066","1.666666667","2.5","25","0.770796109","27.5","0.366666667","0.166666667","0.02","0.2","26.66666667","0.444444444","0.666666667","6.666666667","0.205545629","7.333333333"
"","","GHP2017KMD-ST01","","","","","","","","","GHP2017KMD-ST01-00008","","","","8.5464382","1.629635","0.832078","4.3458672","6.8244081","5","3","30","30","17","17","20","19","6","7","4.3605671","6","66.4924927","6","31.24131082","5","5","10.0923309","4","5","6","2.3","0.7","8","3","11","39","0.115","0.036842105","0.076923077","2.294117647","1.176470588","0.176470588","0.470588235","51.28205128","27.27272727","0.937239325","4.509803922","5.882352941","15.68627451","1.837724166","21.56862745","1.3","0.666666667","0.1","0.266666667","56.66666667","2.555555556","3.333333333","8.888888889","1.041377027","12.22222222"
"","","GHP2017KMD-ST01","","","","","","","","","GHP2017KMD-ST01-00009","","","","0","1.568851","0.763932","0.766925","2.2880681","3","1","30","29","21","21","39","15","3","3","3.6513519","4","69.9856644","5","32.2574218","4","3","20.0686398","7","3","4","13.7","0.8","13","14.5","27.5","54","0.351282051","0.053333333","0.268518519","2.571428571","1.857142857","0.69047619","0.619047619","72.22222222","52.72727273","4.677326161","21.74603175","23.01587302","20.63492063","7.42432724","43.65079365","1.8","1.3","0.483333333","0.433333333","70","15.22222222","16.11111111","14.44444444","5.197029068","30.55555556"
