"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Dry weight of storage root samples measuring g|CO_331:0000247","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2015EJR-AT02","","","","","","","","","GHP2015EJR-AT02-00019","","","","2","2.167131901","1.193289995","12","2","50.2","3.752944946","5.232714176","3","57","67","30","28","30","28","8","6","3.408704996","3","53.74851227","3","23.90438247","8","5","1","15.58707523","6","1","1","14.1","3.8","15","17.9","32.9","124","0.247368421","0.056716418","0.144354839","4.428571429","4.133333333","2.035714286","1.9","0.639285714","0.596666667","0.535714286","0.5","45.96774194","54.40729483","93.33333333","4.278884462","15.66666667","16.78571429","19.88888889","21.30952381","16.66666667","17.85714286","4.754316069","5.093910074","36.55555556","39.16666667"
"","","GHP2015EJR-AT02","","","","","","","","","GHP2015EJR-AT02-00002","","","","4","1.325294018","0.990450978","21.1","2","50.1","0.981341004","2.110846043","2","29","39","30","29","30","28","5","2","3.103940964","2","74.27110291","3","42.11576846","6","1","2","1.16850996","5","1","3","5.8","2.1","14.5","7.9","22.4","68","0.2","0.053846154","0.116176471","2.344827586","2.266666667","1","0.966666667","0.272413793","0.263333333","0.5","0.483333333","42.64705882","35.26785714","96.66666667","3.327145709","6.444444444","6.666666667","8.777777778","9.08045977","16.11111111","16.66666667","3.696828565","3.824305412","24.88888889","25.74712644"
"","","GHP2015EJR-AT02","","","","","","","","","GHP2015EJR-AT02-00020","","","","3","1.669855952","1.172212958","22.6","2","50.5","0.462915003","1.756072044","1","27","33","30","29","30","28","5","2","3.756695032","1","74.95921326","3","44.75247525","6","1","2","0.363496006","8","1","3","4.5","1.5","17","6","23","60","0.166666667","0.045454545","0.1","2.068965517","2","0.931034483","0.9","0.206896552","0.2","0.586206897","0.566666667","45","26.08695652","96.66666667","2.685148515","5","5.172413793","6.666666667","6.896551724","18.88888889","19.54022989","2.98349835","3.086377603","25.55555556","26.43678161"
"","","GHP2015EJR-AT02","","","","","","","","","GHP2015EJR-AT02-00021","","","","2","1.455054998","1.018053055","21","2","50.8","0.955816984","2.284564972","1","52","48","30","30","30","30","5","2","3.409193039","1","74.73838043","3","41.33858268","7","1","2","0.058982","6","1","3","10.3","3.1","23","13.4","36.4","100","0.198076923","0.064583333","0.134","3.333333333","3.333333333","1.733333333","1.733333333","0.446666667","0.446666667","0.766666667","0.766666667","52","36.81318681","100","5.539370079","11.44444444","11.44444444","14.88888889","14.88888889","25.55555556","25.55555556","6.154855643","6.154855643","40.44444444","40.44444444"
"","","GHP2015EJR-AT02","","","","","","","","","GHP2015EJR-AT02-00022","","","","2","1.956964016","0.970103979","18.49","2","50.55","3.33130908","4.814546108","1","46","17","30","26","30","25","5","8","2.623428106","1","71.89916229","2","36.5776459","7","2","2","0.320751011","6","5","4","10.7","0.7","20.5","11.4","31.9","63","0.232608696","0.041176471","0.180952381","2.423076923","2.1","1.769230769","1.533333333","0.438461538","0.38","0.788461538","0.683333333","73.01587302","35.73667712","86.66666667","4.169851632","11.88888889","13.71794872","12.66666667","14.61538462","22.77777778","26.28205128","4.63316848","5.345963631","35.44444444","40.8974359"
"","","GHP2015EJR-AT02","","","","","","","","","GHP2015EJR-AT02-00023","","","","3","1.867226958","0.810332","14.65","2","50.33","4.12445879","5.29537487","2","7","71","30","28","30","26","8","6","3.004398108","2","64.01389313","9","29.10788794","4","1","3","6.166738987","7","1","3","1.3","3","19","4.3","23.3","78","0.185714286","0.042253521","0.055128205","2.785714286","2.6","0.25","0.233333333","0.153571429","0.143333333","0.678571429","0.633333333","8.974358974","18.45493562","93.33333333","1.251639181","1.444444444","1.547619048","4.777777778","5.119047619","21.11111111","22.61904762","1.390710202","1.490046645","25.88888889","27.73809524"
"","","GHP2015EJR-AT02","","","","","","","","","GHP2015EJR-AT02-00024","","","","2","1.635651946","1.022788048","19.19","2","50.46","0.881287992","2.051917076","2","75","29","30","30","30","30","5","3","3.328356028","2","75.22291565","1","38.03012287","6","2","2","1.281970978","5","1","1","12","1.4","14","13.4","27.4","104","0.16","0.048275862","0.128846154","3.466666667","3.466666667","2.5","2.5","0.446666667","0.446666667","0.466666667","0.466666667","72.11538462","48.90510949","100","5.096036465","13.33333333","13.33333333","14.88888889","14.88888889","15.55555556","15.55555556","5.662262738","5.662262738","30.44444444","30.44444444"
"","","GHP2015EJR-AT02","","","","","","","","","GHP2015EJR-AT02-00025","","","","1","1.819257975","1.081222057","18.56","2","50.79","0.482584","1.346897006","2","59","53","30","30","30","29","1","8","4.240262985","1","75.10253143","8","36.5426265","9","1","3","0","8","4","3","20.6","3.4","35.6","24","59.6","112","0.349152542","0.064150943","0.214285714","3.733333333","3.733333333","1.966666667","1.966666667","0.8","0.8","1.186666667","1.186666667","52.67857143","40.26845638","100","8.77023036","22.88888889","22.88888889","26.66666667","26.66666667","39.55555556","39.55555556","9.7447004","9.7447004","66.22222222","66.22222222"
"","","GHP2015EJR-AT02","","","","","","","","","GHP2015EJR-AT02-00026","","","","2","1.906443","1.13299799","20.06","2","50.51","0.963042974","2.310158014","3","38","52","30","29","30","29","6","6","3.436861038","3","75.02901459","2","39.71490794","8","2","2","1.170997024","6","1","1","7.5","2.5","17","10","27","90","0.197368421","0.048076923","0.111111111","3.103448276","3","1.310344828","1.266666667","0.344827586","0.333333333","0.586206897","0.566666667","42.22222222","37.03703704","96.66666667","3.971490794","8.333333333","8.620689655","11.11111111","11.49425287","18.88888889","19.54022989","4.412767549","4.564931947","30","31.03448276"
"","","GHP2015EJR-AT02","","","","","","","","","GHP2015EJR-AT02-00027","","","","2","1.866346002","1.161162972","19.18","2","50.61","1.339447975","2.907881021","2","14","40","30","30","30","22","5","9","3.636220932","2","70.89554596","3","37.89764869","5","2","2","2.219461918","5","5","5","2.2","2","15.5","4.2","19.7","54","0.157142857","0.05","0.077777778","1.8","1.8","0.466666667","0.466666667","0.14","0.14","0.516666667","0.516666667","25.92592593","21.31979695","100","1.591701245","2.444444444","2.444444444","4.666666667","4.666666667","17.22222222","17.22222222","1.768556939","1.768556939","21.88888889","21.88888889"
"","","GHP2015EJR-AT02","","","","","","","","","GHP2015EJR-AT02-00028","","","","2","1.682597041","0.945886016","18.07","2","50.84","0.996896982","1.957000971","1","33","12","30","28","30","24","5","9","3.029670954","2","71.92424774","2","35.54287962","7","2","1","3.861390114","6","3","4","7.4","0.8","18","8.2","26.2","45","0.224242424","0.066666667","0.182222222","1.607142857","1.5","1.178571429","1.1","0.292857143","0.273333333","0.642857143","0.6","73.33333333","31.29770992","93.33333333","2.914516129","8.222222222","8.80952381","9.111111111","9.761904762","20","21.42857143","3.238351254","3.469662058","29.11111111","31.19047619"
"","","GHP2015EJR-AT02","","","","","","","","","GHP2015EJR-AT02-00029","","","","2","2.589658976","1.469431043","10.75","2","50.53","3.037914038","4.38701582","3","64","44","30","27","30","27","8","6","3.770598888","3","50.62931824","3","21.2744904","9","5","1","19.00842285","6","4","4","24.7","2.9","16.5","27.6","44.1","108","0.3859375","0.065909091","0.255555556","4","3.6","2.37037037","2.133333333","1.022222222","0.92","0.611111111","0.55","59.25925926","62.58503401","90","5.871759351","27.44444444","30.49382716","30.66666667","34.07407407","18.33333333","20.37037037","6.524177057","7.249085618","49","54.44444444"
"","","GHP2015EJR-AT02","","","","","","","","","GHP2015EJR-AT02-00003","","","","2","2.731698036","1.62946403","9.9","","50.4","3.648536921","5.153697014","3","75","60","30","29","30","29","3","3","4.005102158","4","47.34495544","3","19.64285714","8","4","","18.25660515","5","3","3","19","3","8.5","22","30.5","135","0.253333333","0.05","0.162962963","4.655172414","4.5","2.586206897","2.5","0.75862069","0.733333333","0.293103448","0.283333333","55.55555556","72.13114754","96.66666667","4.321428571","21.11111111","21.83908046","24.44444444","25.28735632","9.444444444","9.770114943","4.801587302","4.967159278","33.88888889","35.05747126"
"","","GHP2015EJR-AT02","","","","","","","","","GHP2015EJR-AT02-00030","","","","2","1.615867972","1.108279943","17.31","2","50.45","1.194473982","2.670641899","2","7","14","30","27","30","11","5","3","3.93167305","1","71.10066223","3","34.31119921","4","1","2","2.06874299","5","5","6","1.2","0.6","17","1.8","18.8","21","0.171428571","0.042857143","0.085714286","0.777777778","0.7","0.259259259","0.233333333","0.066666667","0.06","0.62962963","0.566666667","33.33333333","9.574468085","90","0.617601586","1.333333333","1.481481481","2","2.222222222","18.88888889","20.98765432","0.686223984","0.762471093","20.88888889","23.20987654"
"","","GHP2015EJR-AT02","","","","","","","","","GHP2015EJR-AT02-00004","","","","3","2.048477888","1.018198013","14.4","2","50.1","3.138513088","4.445511818","2","21","79","30","30","30","30","8","6","3.731642008","2","63.28992081","9","28.74251497","4","2","3","8.450268745","7","3","3","3.1","3.4","23","6.5","29.5","100","0.147619048","0.043037975","0.065","3.333333333","3.333333333","0.7","0.7","0.216666667","0.216666667","0.766666667","0.766666667","21","22.03389831","100","1.868263473","3.444444444","3.444444444","7.222222222","7.222222222","25.55555556","25.55555556","2.075848303","2.075848303","32.77777778","32.77777778"
"","","GHP2015EJR-AT02","","","","","","","","","GHP2015EJR-AT02-00005","","","","2","2.040503979","1.188148022","20.9","2","50.1","1.071642041","2.375246048","1","22","48","30","30","30","27","5","9","4.187651157","2","73.52009583","3","41.71656687","5","1","2","2.287157059","5","3","4","4","3","16","7","23","70","0.181818182","0.0625","0.1","2.333333333","2.333333333","0.733333333","0.733333333","0.233333333","0.233333333","0.533333333","0.533333333","31.42857143","30.43478261","100","2.920159681","4.444444444","4.444444444","7.777777778","7.777777778","17.77777778","17.77777778","3.244621867","3.244621867","25.55555556","25.55555556"
"","","GHP2015EJR-AT02","","","","","","","","","GHP2015EJR-AT02-00006","","","","3","1.546038032","1.06043303","20.8","2","51","0.755635977","2.190210104","2","7","22","30","25","30","18","5","3","4.284196854","2","73.37400055","3","40.78431373","6","2","2","1.417600036","6","4","4","1.5","1","22","2.5","24.5","29","0.214285714","0.045454545","0.086206897","1.16","0.966666667","0.28","0.233333333","0.1","0.083333333","0.88","0.733333333","24.13793103","10.20408163","83.33333333","1.019607843","1.666666667","2","2.777777778","3.333333333","24.44444444","29.33333333","1.132897603","1.359477124","27.22222222","32.66666667"
"","","GHP2015EJR-AT02","","","","","","","","","GHP2015EJR-AT02-00007","","","","2","1.835029006","1.112826943","20.7","2","50.5","0.888575971","2.076205015","2","37","48","30","30","30","29","6","6","3.500256062","3","75.61422729","2","40.99009901","7","2","2","0.302132994","6","1","3","7.7","2.5","14.2","10.2","24.4","85","0.208108108","0.052083333","0.12","2.833333333","2.833333333","1.233333333","1.233333333","0.34","0.34","0.473333333","0.473333333","43.52941176","41.80327869","100","4.180990099","8.555555556","8.555555556","11.33333333","11.33333333","15.77777778","15.77777778","4.645544554","4.645544554","27.11111111","27.11111111"
"","","GHP2015EJR-AT02","","","","","","","","","GHP2015EJR-AT02-00008","","","","4","1.707023978","0.985801995","19.6","2","50.3","0.833552003","1.849653006","2","33","8","30","29","30","24","5","3","3.200479984","2","74.64029694","1","38.96620278","6","3","2","0.766991973","6","1","3","5.4","0.6","16","6","22","41","0.163636364","0.075","0.146341463","1.413793103","1.366666667","1.137931034","1.1","0.206896552","0.2","0.551724138","0.533333333","80.48780488","27.27272727","96.66666667","2.337972167","6","6.206896552","6.666666667","6.896551724","17.77777778","18.3908046","2.597746852","2.68732433","24.44444444","25.28735632"
"","","GHP2015EJR-AT02","","","","","","","","","GHP2015EJR-AT02-00009","","","","2","1.761893034","0.974339008","19.9","2","50.7","0.748700023","1.846456051","1","7","6","30","26","30","7","5","9","3.167651892","1","74.97940063","2","39.2504931","2","1","1","1.863163948","7","3","3","0.7","0.2","18","0.9","18.9","13","0.1","0.033333333","0.069230769","0.5","0.433333333","0.269230769","0.233333333","0.034615385","0.03","0.692307692","0.6","53.84615385","4.761904762","86.66666667","0.353254438","0.777777778","0.897435897","1","1.153846154","20","23.07692308","0.392504931","0.452890305","21","24.23076923"
