"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root dry matter content computing percent|CO_331:0000297","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Virus symptoms estimating 1-9|CO_331:0000193","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004 "
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00383","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00384","","","","4.14","61.84","16.1635933","2.15","1","17.12","48.73","1.43","2.47","13.82","3","35.13236199","12","12","11","10","12","11","1","1","1","1","1","4","2.32","0.54","11.05","2.86","13.91","23","0.193333333","0.049090909","0.124347826","2.090909091","1.916666667","1.090909091","1","0.26","0.238333333","1.004545455","0.920833333","52.17391304","20.56074766","91.66666667","1.004785553","6.444444444","7.03030303","7.944444444","8.666666667","30.69444444","33.48484848","2.791070981","3.044804706","38.63888889","42.15151515"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00385","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00386","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00387","","","","5.33","61.96","15.3345299","2.47","1.5","14.68","48.75","1.37","3.05","12.93","2","30.11282051","12","12","5","1","2","1","1","1","1","4","5","3","0.42","0.1","7.65","0.52","8.17","3","0.21","0.1","0.173333333","0.6","0.25","0.4","0.166666667","0.104","0.043333333","1.53","0.6375","66.66666667","6.364749082","41.66666667","0.156586667","1.166666667","2.8","1.444444444","3.466666667","21.25","51","0.434962963","1.043911111","22.69444444","54.46666667"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00388","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00389","","","","4.71","59.12","23.2790527","2.16","1.08","11.65","41.59","3.6","5.55","11.77","3","28.01154124","12","10","3","1","1","0","1","1","1","5","5","7","0.22","0","5.3","0.22","5.52","1","0.22","","0.22","0.333333333","0.083333333","0.333333333","0.083333333","0.073333333","0.018333333","1.766666667","0.441666667","100","3.985507246","25","0.061625391","0.611111111","2.444444444","0.611111111","2.444444444","14.72222222","58.88888889","0.171181641","0.684726564","15.33333333","61.33333333"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00390","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00391","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00392","","","","6.56","57.7","0","2.51","1.62","13.08","46.13","0.99","2.13","17.57","3","28.3546499","12","12","7","2","2","8","1","1","1","4","4","4","0.2","0.16","4.7","0.36","5.06","10","0.1","0.02","0.036","1.428571429","0.833333333","0.285714286","0.166666667","0.051428571","0.03","0.671428571","0.391666667","20","7.114624506","58.33333333","0.10207674","0.555555556","0.952380952","1","1.714285714","13.05555556","22.38095238","0.283546499","0.486079713","14.05555556","24.0952381"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00393","","","","","","","","","","","","","","","","12","12","7","1","0","1","1","1","1","2","8","1","0","0.06","3.65","0.06","3.71","1","","0.06","0.06","0.142857143","0.083333333","0","0","0.008571429","0.005","0.521428571","0.304166667","0","1.617250674","58.33333333","","0","0","0.166666667","0.285714286","10.13888889","17.38095238","","","10.30555556","17.66666667"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00394","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00395","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00396","","","","","","","","","","","","","","","","12","7","3","1","6","7","1","1","1","4","5","5","0.58","0.32","2.71","0.9","3.61","13","0.096666667","0.045714286","0.069230769","4.333333333","1.083333333","2","0.5","0.3","0.075","0.903333333","0.225833333","46.15384615","24.93074792","25","","1.611111111","6.444444444","2.5","10","7.527777778","30.11111111","","","10.02777778","40.11111111"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00397","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00398","","","","","","","","","","","","","","","","12","4","2","0","0","0","","","","","","4","0","0","0.2","0","0.2","0","","","","0","0","0","0","0","0","0.1","0.016666667","","0","16.66666667","","0","0","0","0","0.555555556","3.333333333","","","0.555555556","3.333333333"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00399","","","","4.91","60.45","17.7407799","2.39","1.33","15.11","48.89","3.06","5.07","10.66","3","30.90611577","12","10","4","4","4","9","1","2","1","5","5","7","0.46","0.28","2.31","0.74","3.05","13","0.115","0.031111111","0.056923077","3.25","1.083333333","1","0.333333333","0.185","0.061666667","0.5775","0.1925","30.76923077","24.26229508","33.33333333","0.228705257","1.277777778","3.833333333","2.055555556","6.166666667","6.416666667","19.25","0.63529238","1.905877139","8.472222222","25.41666667"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00400","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00401","","","","2.67","71.46","0.1953278","1.68","0.78","19.59","49.08","1.29","2.43","10.75","3","39.91442543","12","6","3","2","0","2","","","","","","2","0","0.04","1.2","0.04","1.24","2","","0.02","0.02","0.666666667","0.166666667","0","0","0.013333333","0.003333333","0.4","0.1","0","3.225806452","25","0.01596577","0","0","0.111111111","0.444444444","3.333333333","13.33333333","0.044349362","0.177397446","3.444444444","13.77777778"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00402","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00403","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00404","","","","4.43","69.21","0","1.97","1.23","16.7","48.96","0.46","1.54","12.59","3","34.10947712","12","11","2","2","3","2","1","1","1","3","3","1","0.8","0.04","2.65","0.84","3.49","5","0.266666667","0.02","0.168","2.5","0.416666667","1.5","0.25","0.42","0.07","1.325","0.220833333","60","24.06876791","16.66666667","0.286519608","2.222222222","13.33333333","2.333333333","14","7.361111111","44.16666667","0.7958878","4.775326797","9.694444444","58.16666667"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00405","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00406","","","","","","","","","","","","","","","","12","8","2","1","0","1","1","1","1","4","6","1","0","0.08","2.25","0.08","2.33","1","","0.08","0.08","0.5","0.083333333","0","0","0.04","0.006666667","1.125","0.1875","0","3.433476395","16.66666667","","0","0","0.222222222","1.333333333","6.25","37.5","","","6.472222222","38.83333333"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00407","","","","5.78","65.13","0","2.28","1.39","15.57","48.49","2.01","2.95","8.48","3","32.10971334","12","10","6","3","4","3","2","1","1","4","5","2","0.38","0.16","6.25","0.54","6.79","7","0.095","0.053333333","0.077142857","1.166666667","0.583333333","0.666666667","0.333333333","0.09","0.045","1.041666667","0.520833333","57.14285714","7.95287187","50","0.173392452","1.055555556","2.111111111","1.5","3","17.36111111","34.72222222","0.4816457","0.9632914","18.86111111","37.72222222"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00408","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00409","","","","","","","","","","","","","","","","12","3","2","0","0","0","","","","","","1","0","0","0.65","0","0.65","0","","","","0","0","0","0","0","0","0.325","0.054166667","","0","16.66666667","","0","0","0","0","1.805555556","10.83333333","","","1.805555556","10.83333333"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00410","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00411","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00412","","","","3.44","64.39","0","1.84","0.9","16.74","48.56","2.53","4.07","14.12","3","34.47281713","12","12","8","7","13","15","1","1","2","4","3","4","1.62","0.64","4.1","2.26","6.36","28","0.124615385","0.042666667","0.080714286","3.5","2.333333333","1.625","1.083333333","0.2825","0.188333333","0.5125","0.341666667","46.42857143","35.53459119","66.66666667","0.779085667","4.5","6.75","6.277777778","9.416666667","11.38888889","17.08333333","2.164126853","3.24619028","17.66666667","26.5"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00413","","","","4.32","60.76","0","2.14","1.27","14.93","48.78","3.47","5.33","7.46","3","30.60680607","12","12","7","4","6","8","1","1","1","4","5","2","0.68","0.26","6.05","0.94","6.99","14","0.113333333","0.0325","0.067142857","2","1.166666667","0.857142857","0.5","0.134285714","0.078333333","0.864285714","0.504166667","42.85714286","13.44778255","58.33333333","0.287703977","1.888888889","3.238095238","2.611111111","4.476190476","16.80555556","28.80952381","0.799177714","1.370018938","19.41666667","33.28571429"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00414","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00415","","","","","","","","","","","","","","","","12","6","3","0","0","0","","","","","","1","0","0","3.7","0","3.7","0","","","","0","0","0","0","0","0","1.233333333","0.308333333","","0","25","","0","0","0","0","10.27777778","41.11111111","","","10.27777778","41.11111111"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00416","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00417","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00418","","","","6.11","63.23","0","2.34","1.38","15.27","48.28","1.14","2.41","15.27","2","31.62800331","12","12","9","8","8","17","1","1","1","1","1","3","1.38","0.44","5.65","1.82","7.47","25","0.1725","0.025882353","0.0728","2.777777778","2.083333333","0.888888889","0.666666667","0.202222222","0.151666667","0.627777778","0.470833333","32","24.36412316","75","0.57562966","3.833333333","5.111111111","5.055555556","6.740740741","15.69444444","20.92592593","1.598971279","2.131961705","20.75","27.66666667"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00419","","","","5.66","62.15","2.9995193","2.37","1.48","14.83","48.65","2.79","4.32","10.04","2","30.48304214","12","3","1","1","2","2","1","1","1","6","5","7","0.48","0.16","2.05","0.64","2.69","4","0.24","0.08","0.16","4","0.333333333","2","0.166666667","0.64","0.053333333","2.05","0.170833333","50","23.79182156","8.333333333","0.19509147","1.333333333","16","1.777777778","21.33333333","5.694444444","68.33333333","0.541920749","6.503048989","7.472222222","89.66666667"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00420","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00421","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00422","","","","","","","","","","","","","","","","12","10","7","","","","","","","","","2","","","4.2","","","","","","","","","","","","","0.6","0.35","","","58.33333333","","","","","","11.66666667","20","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00423","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00424","","","","","","","","","","","","","","","","12","1","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00425","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00426","","","","2.46","72.91","2.0906715","1.7","0.84","11.36","29.36","1.75","3.32","12.44","3","38.69209809","12","11","6","2","1","1","1","1","1","2","5","2","0.22","0.08","2.25","0.3","2.55","2","0.22","0.08","0.15","0.333333333","0.166666667","0.166666667","0.083333333","0.05","0.025","0.375","0.1875","50","11.76470588","50","0.116076294","0.611111111","1.222222222","0.833333333","1.666666667","6.25","12.5","0.322434151","0.644868302","7.083333333","14.16666667"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00427","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00428","","","","","","","","","","","","","","","","12","12","4","0","0","0","","","","","","6","0","0","1.65","0","1.65","0","","","","0","0","0","0","0","0","0.4125","0.1375","","0","33.33333333","","0","0","0","0","4.583333333","13.75","","","4.583333333","13.75"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00429","","","","5.2","66.99","11.10289","2.28","1.33","10.91","32.79","0.74","2.31","15.11","2","33.27233913","12","12","4","1","0","1","3","1","1","6","9","4","0","0.2","1.75","0.2","1.95","1","","0.2","0.2","0.25","0.083333333","0","0","0.05","0.016666667","0.4375","0.145833333","0","10.25641026","33.33333333","0.066544678","0","0","0.555555556","1.666666667","4.861111111","14.58333333","0.184846328","0.554538985","5.416666667","16.25"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00430","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00431","","","","","","","","","","","","","","","","12","12","8","0","0","0","","","","","","5","0","0","4.95","0","4.95","0","","","","0","0","0","0","0","0","0.61875","0.4125","","0","66.66666667","","0","0","0","0","13.75","20.625","","","13.75","20.625"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00432","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00433","","","","","","","","","","","","","","","","12","12","6","0","0","0","","","","","","7","0","0","0.65","0","0.65","0","","","","0","0","0","0","0","0","0.108333333","0.054166667","","0","50","","0","0","0","0","1.805555556","3.611111111","","","1.805555556","3.611111111"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00434","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00435","","","","","","","","","","","","","","","","12","3","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00436","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00437","","","","2.77","56.09","24.5231819","1.91","0.78","11.72","48.23","7.81","10.64","9.32","3","24.30022807","12","12","7","1","1","1","1","1","1","4","5","6","0.18","0.04","5.5","0.22","5.72","2","0.18","0.04","0.11","0.285714286","0.166666667","0.142857143","0.083333333","0.031428571","0.018333333","0.785714286","0.458333333","50","3.846153846","58.33333333","0.053460502","0.5","0.857142857","0.611111111","1.047619048","15.27777778","26.19047619","0.148501394","0.254573818","15.88888889","27.23809524"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00438","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00439","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00440","","","","","","","","","","","","","","","","12","12","10","5","5","5","3","1","1","2","4","1","0.54","0.18","6.55","0.72","7.27","10","0.108","0.036","0.072","1","0.833333333","0.5","0.416666667","0.072","0.06","0.655","0.545833333","50","9.903713893","83.33333333","","1.5","1.8","2","2.4","18.19444444","21.83333333","","","20.19444444","24.23333333"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00441","","","","5.03","61.52","20.145462","2.49","1.37","14.87","48.94","0.51","1.93","16.26","3","30.38414385","12","12","4","2","2","0","1","1","1","4","5","4","0.26","0","1.2","0.26","1.46","2","0.13","","0.13","0.5","0.166666667","0.5","0.166666667","0.065","0.021666667","0.3","0.1","100","17.80821918","33.33333333","0.078998774","0.722222222","2.166666667","0.722222222","2.166666667","3.333333333","10","0.219441039","0.658323117","4.055555556","12.16666667"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00442","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00443","","","","","","","","","","","","","","","","12","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00444","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00445","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00446","","","","","","","","","","","","","","","","12","12","7","1","0","2","2","1","1","3","6","5","0","0.14","2.4","0.14","2.54","2","","0.07","0.07","0.285714286","0.166666667","0","0","0.02","0.011666667","0.342857143","0.2","0","5.511811024","58.33333333","","0","0","0.388888889","0.666666667","6.666666667","11.42857143","","","7.055555556","12.0952381"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00447","","","","3.9","60.73","5.0864429","2.06","1.22","14.76","48.77","2.96","4.52","8.56","2","30.26450687","12","12","12","3","1","5","3","1","1","2","4","2","0.2","0.14","4.08","0.34","4.42","6","0.2","0.028","0.056666667","0.5","0.5","0.083333333","0.083333333","0.028333333","0.028333333","0.34","0.34","16.66666667","7.692307692","100","0.102899323","0.555555556","0.555555556","0.944444444","0.944444444","11.33333333","11.33333333","0.285831454","0.285831454","12.27777778","12.27777778"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00448","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00449","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00450","","","","6.09","55.76","25.2962685","2.78","1.75","11.47","48.55","3.04","4.45","11.06","2","23.62512873","12","12","5","3","1","5","1","1","1","3","5","3","0.12","0.2","2.35","0.32","2.67","6","0.12","0.04","0.053333333","1.2","0.5","0.2","0.083333333","0.064","0.026666667","0.47","0.195833333","16.66666667","11.98501873","41.66666667","0.075600412","0.333333333","0.8","0.888888889","2.133333333","6.527777778","15.66666667","0.210001144","0.504002746","7.416666667","17.8"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00451","","","","2.99","66.72","0","1.59","0.88","17.55","48.36","2.35","3.93","12.04","3","36.29032258","12","12","5","4","5","5","1","1","1","4","3","7","0.76","0.24","5.6","1","6.6","10","0.152","0.048","0.1","2","0.833333333","1","0.416666667","0.2","0.083333333","1.12","0.466666667","50","15.15151515","41.66666667","0.362903226","2.111111111","5.066666667","2.777777778","6.666666667","15.55555556","37.33333333","1.008064516","2.419354839","18.33333333","44"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00452","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00453","","","","","","","","","","","","","","","","12","12","3","0","0","0","","","","","","5","0","0","1.65","0","1.65","0","","","","0","0","0","0","0","0","0.55","0.1375","","0","25","","0","0","0","0","4.583333333","18.33333333","","","4.583333333","18.33333333"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00454","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00455","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00456","","","","6.95","64.72","0","2.42","1.78","15.8","48.87","0.57","1.41","9.73","3","32.33067321","12","12","2","2","0","2","1","1","1","1","7","3","0","0.08","0.2","0.08","0.28","2","","0.04","0.04","1","0.166666667","0","0","0.04","0.006666667","0.1","0.016666667","0","28.57142857","16.66666667","0.025864539","0","0","0.222222222","1.333333333","0.555555556","3.333333333","0.07184594","0.431075643","0.777777778","4.666666667"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00457","","","","3.08","62.93","21.8665161","1.95","1.12","14.34","48.74","1.53","2.87","13.72","3","29.42141978","12","10","4","2","3","5","1","1","1","5","4","4","0.62","0.12","5.41","0.74","6.15","8","0.206666667","0.024","0.0925","2","0.666666667","0.75","0.25","0.185","0.061666667","1.3525","0.450833333","37.5","12.03252033","33.33333333","0.217718506","1.722222222","5.166666667","2.055555556","6.166666667","15.02777778","45.08333333","0.604773629","1.814320886","17.08333333","51.25"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00458","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00459","","","","","","","","","","","","","","","","12","12","3","0","0","0","","","","","","3","0","0","0.2","0","0.2","0","","","","0","0","0","0","0","0","0.066666667","0.016666667","","0","25","","0","0","0","0","0.555555556","2.222222222","","","0.555555556","2.222222222"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00460","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
