"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root dry matter content computing percent|CO_331:0000297","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Virus symptoms estimating 1-9|CO_331:0000193","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004 "
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00592","","","","2.92","71.93","0","1.35","0.8","16.98","48.44","2.06","3.77","8.7","3","35.05367465","12","12","12","3","6","3","1","1","1","3","3","2","0.86","0.12","4","0.98","4.98","9","0.143333333","0.04","0.108888889","0.75","0.75","0.5","0.5","0.081666667","0.081666667","0.333333333","0.333333333","66.66666667","19.67871486","100","0.343526012","2.388888889","2.388888889","2.722222222","2.722222222","11.11111111","11.11111111","0.954238921","0.954238921","13.83333333","13.83333333"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00593","","","","","","","","","","","","","","","","12","8","2","0","0","0","","","","","","8","0","0","1","0","1","0","","","","0","0","0","0","0","0","0.5","0.083333333","","0","16.66666667","","0","0","0","0","2.777777778","16.66666667","","","2.777777778","16.66666667"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00594","","","","3.02","66.65","17.2354126","1.66","0.79","14.93","48.96","4.63","7.16","7.52","3","30.49428105","12","12","12","8","14","16","1","1","1","4","3","3","1.78","0.62","12.15","2.4","14.55","30","0.127142857","0.03875","0.08","2.5","2.5","1.166666667","1.166666667","0.2","0.2","1.0125","1.0125","46.66666667","16.49484536","100","0.731862745","4.944444444","4.944444444","6.666666667","6.666666667","33.75","33.75","2.03295207","2.03295207","40.41666667","40.41666667"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00595","","","","2.52","67.46","0","1.5","0.72","16.47","49.08","4.29","6.02","5.87","2","33.55745721","12","12","4","1","1","0","1","1","1","2","4","1","0.18","0","4.9","0.18","5.08","1","0.18","","0.18","0.25","0.083333333","0.25","0.083333333","0.045","0.015","1.225","0.408333333","100","3.543307087","33.33333333","0.060403423","0.5","1.5","0.5","1.5","13.61111111","40.83333333","0.167787286","0.503361858","14.11111111","42.33333333"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00596","","","","4.64","67.51","0","1.77","1.17","17.05","48.64","1.89","3.81","12.83","2","35.05345395","12","12","9","5","4","9","1","1","1","4","4","3","0.52","0.32","6.65","0.84","7.49","13","0.13","0.035555556","0.064615385","1.444444444","1.083333333","0.444444444","0.333333333","0.093333333","0.07","0.738888889","0.554166667","30.76923077","11.21495327","75","0.294449013","1.444444444","1.925925926","2.333333333","3.111111111","18.47222222","24.62962963","0.817913925","1.090551901","20.80555556","27.74074074"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00597","","","","","","","","","","","","","","","","12","12","6","6","0","2","1","1","1","2","8","5","0","0.08","3.45","0.08","3.53","2","","0.04","0.04","0.333333333","0.166666667","0","0","0.013333333","0.006666667","0.575","0.2875","0","2.266288952","50","","0","0","0.222222222","0.444444444","9.583333333","19.16666667","","","9.805555556","19.61111111"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00598","","","","","","","","","","","","","","","","12","12","10","2","0","3","1","1","1","4","8","2","0","0.14","2.8","0.14","2.94","3","","0.046666667","0.046666667","0.3","0.25","0","0","0.014","0.011666667","0.28","0.233333333","0","4.761904762","83.33333333","","0","0","0.388888889","0.466666667","7.777777778","9.333333333","","","8.166666667","9.8"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00599","","","","2.99","61.45","18.6004333","1.84","0.78","14.39","48.65","4.44","6.01","9.38","2","29.57862282","12","12","7","4","12","7","1","1","1","3","2","3","1.62","0.28","6.9","1.9","8.8","19","0.135","0.04","0.1","2.714285714","1.583333333","1.714285714","1","0.271428571","0.158333333","0.985714286","0.575","63.15789474","21.59090909","58.33333333","0.561993834","4.5","7.714285714","5.277777778","9.047619048","19.16666667","32.85714286","1.561093982","2.676161112","24.44444444","41.9047619"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00600","","","","6.59","54.32","23.1932259","2.79","1.59","13.02","48.32","2.18","3.67","17.25","3","26.94536424","12","7","2","2","0","2","","","","","","6","0","0.06","3.75","0.06","3.81","2","","0.03","0.03","1","0.166666667","0","0","0.03","0.005","1.875","0.3125","0","1.57480315","16.66666667","0.016167219","0","0","0.166666667","1","10.41666667","62.5","0.04490894","0.269453642","10.58333333","63.5"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00601","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00602","","","","","","","","","","","","","","","","12","10","5","3","0","8","1","","","","","7","0","0.18","2.25","0.18","2.43","8","","0.0225","0.0225","1.6","0.666666667","0","0","0.036","0.015","0.45","0.1875","0","7.407407407","41.66666667","","0","0","0.5","1.2","6.25","15","","","6.75","16.2"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00603","","","","2.31","60.01","20.2973595","1.79","0.84","12.43","48.5","4.11","6.24","14.65","2","25.62886598","12","12","11","9","6","22","2","1","1","1","1","1","1.52","0.78","11.15","2.3","13.45","28","0.253333333","0.035454545","0.082142857","2.545454545","2.333333333","0.545454545","0.5","0.209090909","0.191666667","1.013636364","0.929166667","21.42857143","17.10037175","91.66666667","0.589463918","4.222222222","4.606060606","6.388888889","6.96969697","30.97222222","33.78787879","1.637399771","1.786254296","37.36111111","40.75757576"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00604","","","","3.3","62.18","6.8529701","2","1.1","15.59","48.65","1.5","2.78","16.39","2","32.04522097","12","12","6","1","1","1","1","1","1","1","3","2","0.38","0.1","4.47","0.48","4.95","2","0.38","0.1","0.24","0.333333333","0.166666667","0.166666667","0.083333333","0.08","0.04","0.745","0.3725","50","9.696969697","50","0.153817061","1.055555556","2.111111111","1.333333333","2.666666667","12.41666667","24.83333333","0.427269613","0.854539226","13.75","27.5"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00605","","","","","","","","","","","","","","","","12","9","1","0","0","0","","","","","","2","0","0","0.4","0","0.4","0","","","","0","0","0","0","0","0","0.4","0.033333333","","0","8.333333333","","0","0","0","0","1.111111111","13.33333333","","","1.111111111","13.33333333"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00606","","","","","","","","","","","","","","","","12","12","11","1","1","0","1","1","1","4","7","6","0.12","0","2.35","0.12","2.47","1","0.12","","0.12","0.090909091","0.083333333","0.090909091","0.083333333","0.010909091","0.01","0.213636364","0.195833333","100","4.858299595","91.66666667","","0.333333333","0.363636364","0.333333333","0.363636364","6.527777778","7.121212121","","","6.861111111","7.484848485"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00607","","","","5.56","60.62","14.404953","2.43","1.42","15.07","48.84","2.71","4.34","8.14","1","30.85585586","12","12","7","3","3","0","1","1","1","3","4","3","0.38","0","4.95","0.38","5.33","3","0.126666667","","0.126666667","0.428571429","0.25","0.428571429","0.25","0.054285714","0.031666667","0.707142857","0.4125","100","7.12945591","58.33333333","0.117252252","1.055555556","1.80952381","1.055555556","1.80952381","13.75","23.57142857","0.325700701","0.558344058","14.80555556","25.38095238"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00608","","","","2.57","64.6","0.068697","1.71","0.93","14.47","48.7","3.9","6.13","7.86","2","29.71252567","12","11","5","2","2","4","1","1","1","2","4","7","0.32","0.18","6.2","0.5","6.7","6","0.16","0.045","0.083333333","1.2","0.5","0.4","0.166666667","0.1","0.041666667","1.24","0.516666667","33.33333333","7.462686567","41.66666667","0.148562628","0.888888889","2.133333333","1.388888889","3.333333333","17.22222222","41.33333333","0.412673968","0.990417522","18.61111111","44.66666667"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00609","","","","7.63","63.58","0","2.66","1.75","15.27","48.59","0.24","1.02","15.65","3","31.42621939","12","12","6","2","1","6","1","1","1","4","4","6","0.18","0.16","4.85","0.34","5.19","7","0.18","0.026666667","0.048571429","1.166666667","0.583333333","0.166666667","0.083333333","0.056666667","0.028333333","0.808333333","0.404166667","14.28571429","6.55105973","50","0.106849146","0.5","1","0.944444444","1.888888889","13.47222222","26.94444444","0.296803183","0.593606366","14.41666667","28.83333333"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00610","","","","4.18","64.36","22.6210976","2.09","1.11","13.55","48.49","2.98","4.96","8.63","5","27.94390596","12","12","8","3","4","3","3","1","1","3","4","3","0.68","0.1","3.7","0.78","4.48","7","0.17","0.033333333","0.111428571","0.875","0.583333333","0.5","0.333333333","0.0975","0.065","0.4625","0.308333333","57.14285714","17.41071429","66.66666667","0.217962466","1.888888889","2.833333333","2.166666667","3.25","10.27777778","15.41666667","0.605451296","0.908176944","12.44444444","18.66666667"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00611","","","","3.89","58.15","24.2143288","2.18","1.17","10.08","37.48","4.29","6.53","11.21","3","26.89434365","12","5","3","1","3","2","1","3","2","4","6","1","0.18","0.12","1.45","0.3","1.75","5","0.06","0.06","0.06","1.666666667","0.416666667","1","0.25","0.1","0.025","0.483333333","0.120833333","60","17.14285714","25","0.080683031","0.5","2","0.833333333","3.333333333","4.027777778","16.11111111","0.22411953","0.896478122","4.861111111","19.44444444"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00612","","","","4.13","65.82","0","1.82","1.09","13.78","48.55","4.33","6.72","9.56","2","28.3831102","12","12","7","4","4","3","1","2","1","1","1","2","1.04","0.18","4.35","1.22","5.57","7","0.26","0.06","0.174285714","1","0.583333333","0.571428571","0.333333333","0.174285714","0.101666667","0.621428571","0.3625","57.14285714","21.90305206","58.33333333","0.346273944","2.888888889","4.952380952","3.388888889","5.80952381","12.08333333","20.71428571","0.961872068","1.648923545","15.47222222","26.52380952"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00613","","","","3.1","64.6","0","1.64","0.9","14.47","48.44","4.84","6.79","6.59","3","29.87200661","12","9","5","2","1","3","3","1","1","4","4","3","0.16","0.12","5.65","0.28","5.93","4","0.16","0.04","0.07","0.8","0.333333333","0.2","0.083333333","0.056","0.023333333","1.13","0.470833333","25","4.721753794","41.66666667","0.083641618","0.444444444","1.066666667","0.777777778","1.866666667","15.69444444","37.66666667","0.232337829","0.55761079","16.47222222","39.53333333"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00614","","","","3.42","66.82","4.7775211","1.9","1.01","17.9","49.1","1.78","3.54","15.1","5","36.45621181","12","7","3","2","","","1","","","","","1","","","2.85","","","","","","","","","","","","","0.95","0.2375","","","25","","","","","","7.916666667","31.66666667","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00615","","","","","","","","","","","","","","","","12","6","4","3","7","14","1","2","1","4","3","1","0.98","0.46","3.75","1.44","5.19","21","0.14","0.032857143","0.068571429","5.25","1.75","1.75","0.583333333","0.36","0.12","0.9375","0.3125","33.33333333","27.74566474","33.33333333","","2.722222222","8.166666667","4","12","10.41666667","31.25","","","14.41666667","43.25"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00616","","","","2.84","62.2","19.1980934","1.78","1.04","13.18","48.44","3.92","6.42","11.32","3","27.20891825","12","11","8","6","4","10","1","1","1","4","4","4","0.52","0.26","2.7","0.78","3.48","14","0.13","0.026","0.055714286","1.75","1.166666667","0.5","0.333333333","0.0975","0.065","0.3375","0.225","28.57142857","22.4137931","66.66666667","0.212229562","1.444444444","2.166666667","2.166666667","3.25","7.5","11.25","0.589526562","0.884289843","9.666666667","14.5"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00617","","","","","","","","","","","","","","","","12","9","6","2","3","2","1","2","1","6","5","6","0.26","0.12","1.95","0.38","2.33","5","0.086666667","0.06","0.076","0.833333333","0.416666667","0.5","0.25","0.063333333","0.031666667","0.325","0.1625","60","16.30901288","50","","0.722222222","1.444444444","1.055555556","2.111111111","5.416666667","10.83333333","","","6.472222222","12.94444444"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00618","","","","","","","","","","","","","","","","12","10","9","4","1","9","2","1","1","4","7","1","0.1","0.16","7.9","0.26","8.16","10","0.1","0.017777778","0.026","1.111111111","0.833333333","0.111111111","0.083333333","0.028888889","0.021666667","0.877777778","0.658333333","10","3.18627451","75","","0.277777778","0.37037037","0.722222222","0.962962963","21.94444444","29.25925926","","","22.66666667","30.22222222"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00619","","","","","","","","","","","","","","","","12","12","7","0","0","0","","","","","","1","0","0","3.55","0","3.55","0","","","","0","0","0","0","0","0","0.507142857","0.295833333","","0","58.33333333","","0","0","0","0","9.861111111","16.9047619","","","9.861111111","16.9047619"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00620","","","","","","","","","","","","","","","","12","10","3","0","0","0","","","","","","2","0","0","2.45","0","2.45","0","","","","0","0","0","0","0","0","0.816666667","0.204166667","","0","25","","0","0","0","0","6.805555556","27.22222222","","","6.805555556","27.22222222"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00621","","","","4.24","64.18","0","1.88","1.1","16.16","48.24","2.93","5.16","10.62","3","33.49917081","12","6","3","2","1","3","1","1","1","2","2","3","0.22","0.12","2.9","0.34","3.24","4","0.22","0.04","0.085","1.333333333","0.333333333","0.333333333","0.083333333","0.113333333","0.028333333","0.966666667","0.241666667","25","10.49382716","25","0.113897181","0.611111111","2.444444444","0.944444444","3.777777778","8.055555556","32.22222222","0.316381058","1.265524231","9","36"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00622","","","","","","","","","","","","","","","","12","12","3","0","0","0","","","","","","9","0","0","0.85","0","0.85","0","","","","0","0","0","0","0","0","0.283333333","0.070833333","","0","25","","0","0","0","0","2.361111111","9.444444444","","","2.361111111","9.444444444"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00623","","","","5.1","64.04","18.8825188","2.38","1.27","13.63","48.76","1.11","2.17","14.18","2","27.95324036","12","12","3","1","0","1","1","1","1","6","5","5","0","0.06","2.15","0.06","2.21","1","","0.06","0.06","0.333333333","0.083333333","0","0","0.02","0.005","0.716666667","0.179166667","0","2.714932127","25","0.016771944","0","0","0.166666667","0.666666667","5.972222222","23.88888889","0.046588734","0.186354936","6.138888889","24.55555556"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00624","","","","","","","","","","","","","","","","12","9","2","1","0","1","1","1","1","5","8","3","0","0.06","1.35","0.06","1.41","1","","0.06","0.06","0.5","0.083333333","0","0","0.03","0.005","0.675","0.1125","0","4.255319149","16.66666667","","0","0","0.166666667","1","3.75","22.5","","","3.916666667","23.5"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00625","","","","5.91","63.51","10.1930218","2.33","1.39","14.6","48.61","1.41","2.56","14.61","2","30.03497223","12","12","8","6","7","6","1","2","2","3","1","3","1.56","0.18","4.25","1.74","5.99","13","0.222857143","0.03","0.133846154","1.625","1.083333333","0.875","0.583333333","0.2175","0.145","0.53125","0.354166667","53.84615385","29.04841402","66.66666667","0.522608517","4.333333333","6.5","4.833333333","7.25","11.80555556","17.70833333","1.451690324","2.177535487","16.63888889","24.95833333"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00626","","","","3.03","67.35","27.8347893","1.89","1.09","15.66","48.65","1.48","3.53","18.49","3","32.18910586","12","12","9","9","17","33","1","1","1","1","2","1","1.92","1.06","12.45","2.98","15.43","50","0.112941176","0.032121212","0.0596","5.555555556","4.166666667","1.888888889","1.416666667","0.331111111","0.248333333","1.383333333","1.0375","34","19.31302657","75","0.959235355","5.333333333","7.111111111","8.277777778","11.03703704","34.58333333","46.11111111","2.664542652","3.552723535","42.86111111","57.14814815"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00627","","","","4.52","62.58","0","2.06","1.03","13.95","39.76","2.59","3.79","10.73","3","35.08551308","12","12","7","1","1","0","1","1","1","2","3","2","0.22","0","9.9","0.22","10.12","1","0.22","","0.22","0.142857143","0.083333333","0.142857143","0.083333333","0.031428571","0.018333333","1.414285714","0.825","100","2.173913043","58.33333333","0.077188129","0.611111111","1.047619048","0.611111111","1.047619048","27.5","47.14285714","0.214411469","0.367562518","28.11111111","48.19047619"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00628","","","","5.84","65.22","0","2.2","1.42","16.22","48.77","1.82","2.53","6.8","3","33.2581505","12","11","8","4","2","9","1","2","1","2","3","4","0.38","0.32","4","0.7","4.7","11","0.19","0.035555556","0.063636364","1.375","0.916666667","0.25","0.166666667","0.0875","0.058333333","0.5","0.333333333","18.18181818","14.89361702","66.66666667","0.232807054","1.055555556","1.583333333","1.944444444","2.916666667","11.11111111","16.66666667","0.64668626","0.97002939","13.05555556","19.58333333"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00629","","","","3.84","55.88","22.3678131","2.17","1.07","12.4","48.67","6.07","8.33","10.72","3","25.47770701","12","12","7","7","2","5","1","1","1","2","2","2","0.48","0.12","8.7","0.6","9.3","7","0.24","0.024","0.085714286","1","0.583333333","0.285714286","0.166666667","0.085714286","0.05","1.242857143","0.725","28.57142857","6.451612903","58.33333333","0.152866242","1.333333333","2.285714286","1.666666667","2.857142857","24.16666667","41.42857143","0.42462845","0.727934486","25.83333333","44.28571429"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00630","","","","4.2","65.83","0","1.89","1.14","15.3","48.84","2.35","3.87","12","2","31.32678133","12","12","11","6","7","4","1","1","1","1","3","1","0.82","0.12","3.45","0.94","4.39","11","0.117142857","0.03","0.085454545","1","0.916666667","0.636363636","0.583333333","0.085454545","0.078333333","0.313636364","0.2875","63.63636364","21.41230068","91.66666667","0.294471744","2.277777778","2.484848485","2.611111111","2.848484848","9.583333333","10.45454545","0.817977068","0.89233862","12.19444444","13.3030303"
