"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2018FMS-PT01","","","","","","","","","GHP2018FMS-PT01-00039","","","","3","3","24","18","10","10","10","3","3","1","4","4.32","0.8","7.5","5.12","12.62","42","0.18","0.044444444","0.121904762","4.2","4.2","2.4","2.4","0.512","0.512","0.75","0.75","57.14285714","40.57052298","100","14.4","14.4","17.06666667","17.06666667","25","25","42.06666667","42.06666667"
"","","GHP2018FMS-PT01","","","","","","","","","GHP2018FMS-PT01-00004","","","","1","3","5","5","9","10","6","3","3","1","3","1.24","0.18","5.5","1.42","6.92","10","0.248","0.036","0.142","1.111111111","1","0.555555556","0.5","0.157777778","0.142","0.611111111","0.55","50","20.52023121","90","4.133333333","4.592592593","4.733333333","5.259259259","18.33333333","20.37037037","23.06666667","25.62962963"
"","","GHP2018FMS-PT01","","","","","","","","","GHP2018FMS-PT01-00040","","","","3","3","19","24","10","10","10","3","3","3","5","2.14","0.64","1","2.78","3.78","43","0.112631579","0.026666667","0.064651163","4.3","4.3","1.9","1.9","0.278","0.278","0.1","0.1","44.18604651","73.54497354","100","7.133333333","7.133333333","9.266666667","9.266666667","3.333333333","3.333333333","12.6","12.6"
"","","GHP2018FMS-PT01","","","","","","","","","GHP2018FMS-PT01-00041","","","","1","3","28","7","10","10","10","3","3","1","5","4.52","0.34","4","4.86","8.86","35","0.161428571","0.048571429","0.138857143","3.5","3.5","2.8","2.8","0.486","0.486","0.4","0.4","80","54.85327314","100","15.06666667","15.06666667","16.2","16.2","13.33333333","13.33333333","29.53333333","29.53333333"
"","","GHP2018FMS-PT01","","","","","","","","","GHP2018FMS-PT01-00042","","","","3","3","32","18","10","10","10","2","2","1","4","5.7","0.64","3.5","6.34","9.84","50","0.178125","0.035555556","0.1268","5","5","3.2","3.2","0.634","0.634","0.35","0.35","64","64.43089431","100","19","19","21.13333333","21.13333333","11.66666667","11.66666667","32.8","32.8"
"","","GHP2018FMS-PT01","","","","","","","","","GHP2018FMS-PT01-00043","","","","3","3","21","20","10","10","10","2","4","1","4","4.1","0.86","6","4.96","10.96","41","0.195238095","0.043","0.12097561","4.1","4.1","2.1","2.1","0.496","0.496","0.6","0.6","51.2195122","45.25547445","100","13.66666667","13.66666667","16.53333333","16.53333333","20","20","36.53333333","36.53333333"
"","","GHP2018FMS-PT01","","","","","","","","","GHP2018FMS-PT01-00044","","","","3","3","17","14","10","10","10","3","5","1","3","3.4","0.7","6","4.1","10.1","31","0.2","0.05","0.132258065","3.1","3.1","1.7","1.7","0.41","0.41","0.6","0.6","54.83870968","40.59405941","100","11.33333333","11.33333333","13.66666667","13.66666667","20","20","33.66666667","33.66666667"
"","","GHP2018FMS-PT01","","","","","","","","","GHP2018FMS-PT01-00005","","","","3","3","0","3","10","10","10","3","4","5","6","0","0.34","1","0.34","1.34","3","","0.113333333","0.113333333","0.3","0.3","0","0","0.034","0.034","0.1","0.1","0","25.37313433","100","0","0","1.133333333","1.133333333","3.333333333","3.333333333","4.466666667","4.466666667"
"","","GHP2018FMS-PT01","","","","","","","","","GHP2018FMS-PT01-00006","","","","3","3","25","4","9","10","9","4","4","1","3","5.9","0.14","4.5","6.04","10.54","29","0.236","0.035","0.208275862","3.222222222","2.9","2.777777778","2.5","0.671111111","0.604","0.5","0.45","86.20689655","57.30550285","90","19.66666667","21.85185185","20.13333333","22.37037037","15","16.66666667","35.13333333","39.03703704"
"","","GHP2018FMS-PT01","","","","","","","","","GHP2018FMS-PT01-00007","","","","3","3","31","15","10","10","10","5","2","1","3","5.6","0.4","7.5","6","13.5","46","0.180645161","0.026666667","0.130434783","4.6","4.6","3.1","3.1","0.6","0.6","0.75","0.75","67.39130435","44.44444444","100","18.66666667","18.66666667","20","20","25","25","45","45"
"","","GHP2018FMS-PT01","","","","","","","","","GHP2018FMS-PT01-00008","","","","3","3","7","8","5","10","4","3","4","3","3","1.66","0.36","4","2.02","6.02","15","0.237142857","0.045","0.134666667","3","1.5","1.4","0.7","0.404","0.202","0.8","0.4","46.66666667","33.55481728","50","5.533333333","11.06666667","6.733333333","13.46666667","13.33333333","26.66666667","20.06666667","40.13333333"
"","","GHP2018FMS-PT01","","","","","","","","","GHP2018FMS-PT01-00009","","","","3","3","28","16","10","10","10","4","3","3","5","2.46","0.56","1","3.02","4.02","44","0.087857143","0.035","0.068636364","4.4","4.4","2.8","2.8","0.302","0.302","0.1","0.1","63.63636364","75.12437811","100","8.2","8.2","10.06666667","10.06666667","3.333333333","3.333333333","13.4","13.4"
