"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00019","","","","3","1","30","23","23","16","19","39","1","3","3","7","1","1","3.63","1.54","2.41","5.17","7.58","58","0.191052632","0.039487179","0.089137931","2.52173913","1.933333333","0.826086957","0.633333333","0.224782609","0.172333333","0.104782609","0.080333333","32.75862069","68.20580475","76.66666667","4.033333333","5.260869565","5.744444444","7.492753623","2.677777778","3.492753623","8.422222222","10.98550725"
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00002","","","","5","5","30","25","20","19","37","56","5","5","5","7","1","1","5.18","1.58","1.58","6.76","8.34","93","0.14","0.028214286","0.072688172","4.65","3.1","1.85","1.233333333","0.338","0.225333333","0.079","0.052666667","39.78494624","81.05515588","66.66666667","5.755555556","8.633333333","7.511111111","11.26666667","1.755555556","2.633333333","9.266666667","13.9"
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00020","","","","3","1","30","30","28","","","","","","","9","1","1","","","1.98","","","","","","","","","","","","","0.070714286","0.066","","","93.33333333","","","","","2.2","2.357142857","",""
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00021","","","","1","1","30","30","30","30","19","21","1","3","5","7","1","1","1.45","0.95","1.48","2.4","3.88","40","0.076315789","0.045238095","0.06","1.333333333","1.333333333","0.633333333","0.633333333","0.08","0.08","0.049333333","0.049333333","47.5","61.8556701","100","1.611111111","1.611111111","2.666666667","2.666666667","1.644444444","1.644444444","4.311111111","4.311111111"
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00022","","","","3","1","30","30","30","28","3","5","7","7","7","8","2","1","0.06","0.3","5.28","0.36","5.64","8","0.02","0.06","0.045","0.266666667","0.266666667","0.1","0.1","0.012","0.012","0.176","0.176","37.5","6.382978723","100","0.066666667","0.066666667","0.4","0.4","5.866666667","5.866666667","6.266666667","6.266666667"
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00023","","","","3","1","30","29","28","5","0","12","1","5","7","8","1","1","0","0.42","4.3","0.42","4.72","12","","0.035","0.035","0.428571429","0.4","0","0","0.015","0.014","0.153571429","0.143333333","0","8.898305085","93.33333333","0","0","0.466666667","0.5","4.777777778","5.119047619","5.244444444","5.619047619"
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00024","","","","3","1","30","26","25","18","4","12","5","5","5","8","1","1","0.74","0.6","5.88","1.34","7.22","16","0.185","0.05","0.08375","0.64","0.533333333","0.16","0.133333333","0.0536","0.044666667","0.2352","0.196","25","18.55955679","83.33333333","0.822222222","0.986666667","1.488888889","1.786666667","6.533333333","7.84","8.022222222","9.626666667"
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00025","","","","3","1","30","25","25","5","3","5","1","7","7","8","1","1","0.42","0.12","10.46","0.54","11","8","0.14","0.024","0.0675","0.32","0.266666667","0.12","0.1","0.0216","0.018","0.4184","0.348666667","37.5","4.909090909","83.33333333","0.466666667","0.56","0.6","0.72","11.62222222","13.94666667","12.22222222","14.66666667"
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00026","","","","3","1","30","27","24","20","46","10","3","3","1","8","1","1","9.92","2.8","5.06","12.72","17.78","56","0.215652174","0.28","0.227142857","2.333333333","1.866666667","1.916666667","1.533333333","0.53","0.424","0.210833333","0.168666667","82.14285714","71.54105737","80","11.02222222","13.77777778","14.13333333","17.66666667","5.622222222","7.027777778","19.75555556","24.69444444"
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00027","","","","1","1","30","24","22","10","16","10","1","5","5","8","1","1","1.74","0.52","2.98","2.26","5.24","26","0.10875","0.052","0.086923077","1.181818182","0.866666667","0.727272727","0.533333333","0.102727273","0.075333333","0.135454545","0.099333333","61.53846154","43.12977099","73.33333333","1.933333333","2.636363636","2.511111111","3.424242424","3.311111111","4.515151515","5.822222222","7.939393939"
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00028","","","","3","1","30","30","28","28","64","23","3","3","3","7","1","1","10.14","1.68","2.56","11.82","14.38","87","0.1584375","0.073043478","0.135862069","3.107142857","2.9","2.285714286","2.133333333","0.422142857","0.394","0.091428571","0.085333333","73.56321839","82.19749652","93.33333333","11.26666667","12.07142857","13.13333333","14.07142857","2.844444444","3.047619048","15.97777778","17.11904762"
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00029","","","","3","1","30","27","27","13","19","17","5","1","3","8","1","1","2.96","1.06","4.94","4.02","8.96","36","0.155789474","0.062352941","0.111666667","1.333333333","1.2","0.703703704","0.633333333","0.148888889","0.134","0.182962963","0.164666667","52.77777778","44.86607143","90","3.288888889","3.654320988","4.466666667","4.962962963","5.488888889","6.098765432","9.955555556","11.0617284"
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00003","","","","5","3","30","30","30","29","46","48","3","3","5","7","1","1","2.12","3.4","5.04","5.52","10.56","94","0.046086957","0.070833333","0.058723404","3.133333333","3.133333333","1.533333333","1.533333333","0.184","0.184","0.168","0.168","48.93617021","52.27272727","100","2.355555556","2.355555556","6.133333333","6.133333333","5.6","5.6","11.73333333","11.73333333"
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00030","","","","3","1","30","26","24","19","44","52","5","1","1","7","1","1","7.84","3.04","7.46","10.88","18.34","96","0.178181818","0.058461538","0.113333333","4","3.2","1.833333333","1.466666667","0.453333333","0.362666667","0.310833333","0.248666667","45.83333333","59.32388222","80","8.711111111","10.88888889","12.08888889","15.11111111","8.288888889","10.36111111","20.37777778","25.47222222"
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00031","","","","3","1","30","25","23","2","0","","3","5","7","8","1","1","0","","6.78","","","","","","","","","0","0","","","0.294782609","0.226","","","76.66666667","0","0","","","7.533333333","9.826086957","",""
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00032","","","","3","1","30","20","11","10","21","21","1","3","5","7","1","1","4.38","1.28","1.12","5.66","6.78","42","0.208571429","0.060952381","0.134761905","3.818181818","1.4","1.909090909","0.7","0.514545455","0.188666667","0.101818182","0.037333333","50","83.48082596","36.66666667","4.866666667","13.27272727","6.288888889","17.15151515","1.244444444","3.393939394","7.533333333","20.54545455"
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00033","","","","3","1","30","30","29","24","26","36","5","5","1","8","1","1","7.6","3.62","3.92","11.22","15.14","62","0.292307692","0.100555556","0.180967742","2.137931034","2.066666667","0.896551724","0.866666667","0.386896552","0.374","0.135172414","0.130666667","41.93548387","74.10832232","96.66666667","8.444444444","8.735632184","12.46666667","12.89655172","4.355555556","4.505747126","16.82222222","17.40229885"
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00034","","","","5","1","30","17","14","1","0","","1","7","3","7","1","1","0","","2.65","","","","","","","","","0","0","","","0.189285714","0.088333333","","","46.66666667","0","0","","","2.944444444","6.30952381","",""
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00035","","","","5","1","30","27","25","2","0","","1","7","9","6","2","2","0","","2.32","","","","","","","","","0","0","","","0.0928","0.077333333","","","83.33333333","0","0","","","2.577777778","3.093333333","",""
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00036","","","","3","1","30","18","18","18","0","","5","9","9","7","1","1","0","","2.66","","","","","","","","","0","0","","","0.147777778","0.088666667","","","60","0","0","","","2.955555556","4.925925926","",""
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00037","","","","5","1","30","29","19","16","27","36","1","3","3","6","3","2","3.98","2.34","5.86","6.32","12.18","63","0.147407407","0.065","0.10031746","3.315789474","2.1","1.421052632","0.9","0.332631579","0.210666667","0.308421053","0.195333333","42.85714286","51.88834154","63.33333333","4.422222222","6.98245614","7.022222222","11.0877193","6.511111111","10.28070175","13.53333333","21.36842105"
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00038","","","","3","1","30","25","19","16","20","24","3","5","3","8","1","1","3.3","1.4","3.04","4.7","7.74","44","0.165","0.058333333","0.106818182","2.315789474","1.466666667","1.052631579","0.666666667","0.247368421","0.156666667","0.16","0.101333333","45.45454545","60.72351421","63.33333333","3.666666667","5.789473684","5.222222222","8.245614035","3.377777778","5.333333333","8.6","13.57894737"
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00039","","","","3","3","30","18","11","11","45","48","7","3","3","7","1","1","7.52","2.34","8.24","9.86","18.1","93","0.167111111","0.04875","0.106021505","8.454545455","3.1","4.090909091","1.5","0.896363636","0.328666667","0.749090909","0.274666667","48.38709677","54.47513812","36.66666667","8.355555556","22.78787879","10.95555556","29.87878788","9.155555556","24.96969697","20.11111111","54.84848485"
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00004","","","","5","1","30","25","21","4","2","2","1","9","9","7","1","1","0.32","0.8","4.86","1.12","5.98","4","0.16","0.4","0.28","0.19047619","0.133333333","0.095238095","0.066666667","0.053333333","0.037333333","0.231428571","0.162","50","18.72909699","70","0.355555556","0.507936508","1.244444444","1.777777778","5.4","7.714285714","6.644444444","9.492063492"
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00040","","","","3","1","30","14","14","9","6","4","1","7","5","8","1","1","0.48","0.18","7.28","0.66","7.94","10","0.08","0.045","0.066","0.714285714","0.333333333","0.428571429","0.2","0.047142857","0.022","0.52","0.242666667","60","8.312342569","46.66666667","0.533333333","1.142857143","0.733333333","1.571428571","8.088888889","17.33333333","8.822222222","18.9047619"
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00041","","","","5","1","30","26","25","25","31","54","5","3","3","8","1","1","4.8","2.36","6.32","7.16","13.48","85","0.15483871","0.043703704","0.084235294","3.4","2.833333333","1.24","1.033333333","0.2864","0.238666667","0.2528","0.210666667","36.47058824","53.115727","83.33333333","5.333333333","6.4","7.955555556","9.546666667","7.022222222","8.426666667","14.97777778","17.97333333"
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00042","","","","3","1","30","20","17","","","","1","","","8","1","1","","","1.72","","","","","","","","","","","","","0.101176471","0.057333333","","","56.66666667","","","","","1.911111111","3.37254902","",""
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00043","","","","5","1","30","26","26","3","0","3","1","7","9","7","1","1","0","0.32","4.32","0.32","4.64","3","","0.106666667","0.106666667","0.115384615","0.1","0","0","0.012307692","0.010666667","0.166153846","0.144","0","6.896551724","86.66666667","0","0","0.355555556","0.41025641","4.8","5.538461538","5.155555556","5.948717949"
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00044","","","","5","1","30","24","24","22","30","52","1","5","3","7","1","1","4.26","2.58","9.763","6.84","16.603","82","0.142","0.049615385","0.083414634","3.416666667","2.733333333","1.25","1","0.285","0.228","0.406791667","0.325433333","36.58536585","41.19737397","80","4.733333333","5.916666667","7.6","9.5","10.84777778","13.55972222","18.44777778","23.05972222"
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00045","","","","1","3","30","24","23","21","18","38","1","5","7","8","1","1","2.16","1.4","16.05","3.56","19.61","56","0.12","0.036842105","0.063571429","2.434782609","1.866666667","0.782608696","0.6","0.154782609","0.118666667","0.697826087","0.535","32.14285714","18.15400306","76.66666667","2.4","3.130434783","3.955555556","5.15942029","17.83333333","23.26086957","21.78888889","28.42028986"
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00046","","","","3","1","30","22","19","12","14","13","1","5","3","8","1","1","2.78","0.76","17.18","3.54","20.72","27","0.198571429","0.058461538","0.131111111","1.421052632","0.9","0.736842105","0.466666667","0.186315789","0.118","0.904210526","0.572666667","51.85185185","17.08494208","63.33333333","3.088888889","4.877192982","3.933333333","6.210526316","19.08888889","30.14035088","23.02222222","36.35087719"
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00047","","","","3","1","30","23","21","19","17","16","1","7","5","7","2","1","3.64","1.18","10.44","4.82","15.26","33","0.214117647","0.07375","0.146060606","1.571428571","1.1","0.80952381","0.566666667","0.22952381","0.160666667","0.497142857","0.348","51.51515152","31.58584535","70","4.044444444","5.777777778","5.355555556","7.650793651","11.6","16.57142857","16.95555556","24.22222222"
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00048","","","","3","","30","24","24","24","0","","","","","8","1","1","0","","10.48","","","","","","","","","0","0","","","0.436666667","0.349333333","","","80","0","0","","","11.64444444","14.55555556","",""
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00049","","","","3","1","30","20","17","10","6","16","1","5","7","8","1","2","0.64","0.54","8.32","1.18","9.5","22","0.106666667","0.03375","0.053636364","1.294117647","0.733333333","0.352941176","0.2","0.069411765","0.039333333","0.489411765","0.277333333","27.27272727","12.42105263","56.66666667","0.711111111","1.254901961","1.311111111","2.31372549","9.244444444","16.31372549","10.55555556","18.62745098"
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00005","","","","3","","30","20","18","","","","","","","7","2","2","","","0.8","","","","","","","","","","","","","0.044444444","0.026666667","","","60","","","","","0.888888889","1.481481481","",""
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00050","","","","3","1","30","26","23","9","10","9","1","7","7","8","1","1","1.04","0.38","12.62","1.42","14.04","19","0.104","0.042222222","0.074736842","0.826086957","0.633333333","0.434782609","0.333333333","0.06173913","0.047333333","0.548695652","0.420666667","52.63157895","10.11396011","76.66666667","1.155555556","1.507246377","1.577777778","2.057971014","14.02222222","18.28985507","15.6","20.34782609"
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00051","","","","5","1","30","22","18","2","0","","1","7","7","8","1","1","0","","4.32","","","","","","","","","0","0","","","0.24","0.144","","","60","0","0","","","4.8","8","",""
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00052","","","","3","","30","25","20","","","","","","","7","1","1","","","4.88","","","","","","","","","","","","","0.244","0.162666667","","","66.66666667","","","","","5.422222222","8.133333333","",""
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00053","","","","3","1","30","28","28","","22","22","3","3","5","7","1","1","3.72","1.22","10.42","4.94","15.36","44","0.169090909","0.055454545","0.112272727","1.571428571","1.466666667","0.785714286","0.733333333","0.176428571","0.164666667","0.372142857","0.347333333","50","32.16145833","93.33333333","4.133333333","4.428571429","5.488888889","5.880952381","11.57777778","12.4047619","17.06666667","18.28571429"
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00054","","","","3","3","30","24","24","19","57","23","5","5","1","8","1","1","11.34","1","8.76","12.34","21.1","80","0.198947368","0.043478261","0.15425","3.333333333","2.666666667","2.375","1.9","0.514166667","0.411333333","0.365","0.292","71.25","58.48341232","80","12.6","15.75","13.71111111","17.13888889","9.733333333","12.16666667","23.44444444","29.30555556"
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00055","","","","3","1","30","21","19","8","8","4","1","7","7","7","1","1","1.44","0.32","6.32","1.76","8.08","12","0.18","0.08","0.146666667","0.631578947","0.4","0.421052632","0.266666667","0.092631579","0.058666667","0.332631579","0.210666667","66.66666667","21.78217822","63.33333333","1.6","2.526315789","1.955555556","3.087719298","7.022222222","11.0877193","8.977777778","14.1754386"
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00056","","","","5","1","30","22","20","7","4","11","1","7","7","8","1","1","0.5","0.52","10.72","1.02","11.74","15","0.125","0.047272727","0.068","0.75","0.5","0.2","0.133333333","0.051","0.034","0.536","0.357333333","26.66666667","8.688245315","66.66666667","0.555555556","0.833333333","1.133333333","1.7","11.91111111","17.86666667","13.04444444","19.56666667"
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00057","","","","1","1","30","19","19","7","6","10","3","7","5","7","1","1","0.88","0.23","7.18","1.11","8.29","16","0.146666667","0.023","0.069375","0.842105263","0.533333333","0.315789474","0.2","0.058421053","0.037","0.377894737","0.239333333","37.5","13.38962606","63.33333333","0.977777778","1.543859649","1.233333333","1.947368421","7.977777778","12.59649123","9.211111111","14.54385965"
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00058","","","","3","","30","3","3","","","","","","","6","1","1","","","0.26","","","","","","","","","","","","","0.086666667","0.008666667","","","10","","","","","0.288888889","2.888888889","",""
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00059","","","","5","3","30","20","18","12","29","6","1","5","3","7","1","1","5.22","0.4","4.88","5.62","10.5","35","0.18","0.066666667","0.160571429","1.944444444","1.166666667","1.611111111","0.966666667","0.312222222","0.187333333","0.271111111","0.162666667","82.85714286","53.52380952","60","5.8","9.666666667","6.244444444","10.40740741","5.422222222","9.037037037","11.66666667","19.44444444"
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00006","","","","3","1","30","30","30","10","17","27","1","3","7","6","1","1","1.6","0.84","3.86","2.44","6.3","44","0.094117647","0.031111111","0.055454545","1.466666667","1.466666667","0.566666667","0.566666667","0.081333333","0.081333333","0.128666667","0.128666667","38.63636364","38.73015873","100","1.777777778","1.777777778","2.711111111","2.711111111","4.288888889","4.288888889","7","7"
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00060","","","","3","","30","17","17","","","","","","","8","1","1","","","8.12","","","","","","","","","","","","","0.477647059","0.270666667","","","56.66666667","","","","","9.022222222","15.92156863","",""
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00061","","","","3","1","30","22","20","11","10","15","5","3","3","7","1","1","1.42","0.68","3.8","2.1","5.9","25","0.142","0.045333333","0.084","1.25","0.833333333","0.5","0.333333333","0.105","0.07","0.19","0.126666667","40","35.59322034","66.66666667","1.577777778","2.366666667","2.333333333","3.5","4.222222222","6.333333333","6.555555556","9.833333333"
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00062","","","","5","","30","20","18","","","","","","","8","2","2","","","4.48","","","","","","","","","","","","","0.248888889","0.149333333","","","60","","","","","4.977777778","8.296296296","",""
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00063","","","","3","1","30","16","14","4","","","1","5","7","7","1","1","","","2.3","","","","","","","","","","","","","0.164285714","0.076666667","","","46.66666667","","","","","2.555555556","5.476190476","",""
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00064","","","","3","1","30","25","22","6","9","0","1","7","9","8","1","1","4.1","0","3.41","4.1","7.51","9","0.455555556","","0.455555556","0.409090909","0.3","0.409090909","0.3","0.186363636","0.136666667","0.155","0.113666667","100","54.59387483","73.33333333","4.555555556","6.212121212","4.555555556","6.212121212","3.788888889","5.166666667","8.344444444","11.37878788"
"","","GHP2018TML-ST01","","","","","","","","","GHP2018TML-ST01-00065","","","","5","1","30","20","20","4","4","0","1","5","7","8","1","1","1.03","0","0.76","1.03","1.79","4","0.2575","","0.2575","0.2","0.133333333","0.2","0.133333333","0.0515","0.034333333","0.038","0.025333333","100","57.54189944","66.66666667","1.144444444","1.716666667","1.144444444","1.716666667","0.844444444","1.266666667","1.988888889","2.983333333"
