"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Dry weight of storage root samples measuring g|CO_331:0000247","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2015OHW-AT02","","","","","","","","","GHP2015OHW-AT02-00019","","","","3","2.012868881","0.986630976","22.2","3","50.8","4.065449238","5.379034996","1","0","14","30","28","30","19","5","8","5.070250988","1","68.49409485","2","43.7007874","3","1","3","2.319540024","5","4","4","0","0.5","7.2","0.5","7.7","14","","0.035714286","0.035714286","0.5","0.466666667","0","0","0.017857143","0.016666667","0.257142857","0.24","0","6.493506494","93.33333333","0.218503937","0","0","0.555555556","0.595238095","8","8.571428571","0.242782152","0.260123735","8.555555556","9.166666667"
"","","GHP2015OHW-AT02","","","","","","","","","GHP2015OHW-AT02-00002","","","","4","2.676314116","1.608715057","13.7","2","50.3","4.723696232","7.399982929","1","11","61","30","29","30","29","8","5","7.036315918","3","51.34971619","3","27.23658052","5","1","2","13.35831356","6","4","4","1.3","1.8","5.6","3.1","8.7","72","0.118181818","0.029508197","0.043055556","2.482758621","2.4","0.379310345","0.366666667","0.106896552","0.103333333","0.193103448","0.186666667","15.27777778","35.63218391","96.66666667","0.844333996","1.444444444","1.494252874","3.444444444","3.563218391","6.222222222","6.436781609","0.938148884","0.970498846","9.666666667","10"
"","","GHP2015OHW-AT02","","","","","","","","","GHP2015OHW-AT02-00020","","","","3","1.723371029","1.020938993","22.4","2","50.5","1.727478027","2.886523962","1","11","9","20","17","30","16","6","6","4.251103878","2","71.25660706","2","44.35643564","4","1","3","5.197906017","5","5","5","0.8","0.3","5","1.1","6.1","20","0.072727273","0.033333333","0.055","1.176470588","0.666666667","0.647058824","0.366666667","0.064705882","0.036666667","0.294117647","0.166666667","55","18.03278689","56.66666667","0.487920792","0.888888889","1.568627451","1.222222222","2.156862745","5.555555556","9.803921569","0.542134213","0.956707435","6.777777778","11.96078431"
"","","GHP2015OHW-AT02","","","","","","","","","GHP2015OHW-AT02-00021","","","","3","","","22.3","2","50.5","","","1","6","26","30","28","30","22","5","8","","2","","","44.15841584","5","1","2","","6","5","5","0.8","0.9","11","1.7","12.7","32","0.133333333","0.034615385","0.053125","1.142857143","1.066666667","0.214285714","0.2","0.060714286","0.056666667","0.392857143","0.366666667","18.75","13.38582677","93.33333333","0.750693069","0.888888889","0.952380952","1.888888889","2.023809524","12.22222222","13.0952381","0.83410341","0.893682225","14.11111111","15.11904762"
"","","GHP2015OHW-AT02","","","","","","","","","GHP2015OHW-AT02-00022","","","","3","","","22.41","2","50.76","","","1","12","23","29","27","30","23","5","2","","2","","","44.14893617","4","1","2","","7","4","3","0.9","0.6","19","1.5","20.5","35","0.075","0.026086957","0.042857143","1.296296296","1.166666667","0.444444444","0.4","0.055555556","0.05","0.703703704","0.633333333","34.28571429","7.317073171","90","0.662234043","1","1.111111111","1.666666667","1.851851852","21.11111111","23.45679012","0.735815603","0.817572892","22.77777778","25.30864198"
"","","GHP2015OHW-AT02","","","","","","","","","GHP2015OHW-AT02-00023","","","","3","2.41652298","1.292860031","15.13","","50.62","3.14919591","4.012001991","1","0","11","30","30","30","4","","","6.557796955","1","58.33777618","2","29.88937179","3","1","","12.3497467","7","4","4","0","0.2","13.9","0.2","14.1","11","","0.018181818","0.018181818","0.366666667","0.366666667","0","0","0.006666667","0.006666667","0.463333333","0.463333333","0","1.418439716","100","0.059778744","0","0","0.222222222","0.222222222","15.44444444","15.44444444","0.066420826","0.066420826","15.66666667","15.66666667"
"","","GHP2015OHW-AT02","","","","","","","","","GHP2015OHW-AT02-00024","","","","3","1.744699955","1.037127972","22.27","2","50.52","1.948822975","3.075026035","1","9","18","20","13","30","13","6","","4.489675999","3","70.56485748","2","44.08155186","4","1","3","4.7173419","5","5","5","0.9","0.6","3.1","1.5","4.6","27","0.1","0.033333333","0.055555556","2.076923077","0.9","0.692307692","0.3","0.115384615","0.05","0.238461538","0.103333333","33.33333333","32.60869565","43.33333333","0.661223278","1","2.307692308","1.666666667","3.846153846","3.444444444","7.948717949","0.734692531","1.695444302","5.111111111","11.79487179"
"","","GHP2015OHW-AT02","","","","","","","","","GHP2015OHW-AT02-00025","","","","4","","","15.13","2","50.62","","","1","19","7","30","26","30","21","8","6","","3","","","29.88937179","6","1","4","","6","4","4","2.8","0.3","9.8","3.1","12.9","26","0.147368421","0.042857143","0.119230769","1","0.866666667","0.730769231","0.633333333","0.119230769","0.103333333","0.376923077","0.326666667","73.07692308","24.03100775","86.66666667","0.926570525","3.111111111","3.58974359","3.444444444","3.974358974","10.88888889","12.56410256","1.029522806","1.18791093","14.33333333","16.53846154"
"","","GHP2015OHW-AT02","","","","","","","","","GHP2015OHW-AT02-00026","","","","4","2.050565958","1.088572979","20.58","3","50.56","4.036253929","5.696668148","1","0","13","30","29","30","5","4","8","5.953802109","2","66.51119995","2","40.70411392","3","1","3","1.600451946","6","5","4","0","0.3","5","0.3","5.3","13","","0.023076923","0.023076923","0.448275862","0.433333333","0","0","0.010344828","0.01","0.172413793","0.166666667","0","5.660377358","96.66666667","0.122112342","0","0","0.333333333","0.344827586","5.555555556","5.747126437","0.13568038","0.140359014","5.888888889","6.091954023"
"","","GHP2015OHW-AT02","","","","","","","","","GHP2015OHW-AT02-00027","","","","4","2.347318888","1.368957996","20.32","4","50.56","2.327012062","3.859410048","1","8","28","30","24","30","24","5","7","6.192976952","2","65.24210358","","40.18987342","5","1","3","6.491055012","5","6","5","1.1","1","3.5","2.1","5.6","36","0.1375","0.035714286","0.058333333","1.5","1.2","0.333333333","0.266666667","0.0875","0.07","0.145833333","0.116666667","22.22222222","37.5","80","0.843987342","1.222222222","1.527777778","2.333333333","2.916666667","3.888888889","4.861111111","0.937763713","1.172204641","6.222222222","7.777777778"
"","","GHP2015OHW-AT02","","","","","","","","","GHP2015OHW-AT02-00028","","","","3","2.018326998","1.041056037","21.76","","50.18","2.038431883","3.544420958","1","7","36","30","30","30","30","","","6.10347414","2","70.05567932","8","43.36389","3","1","","4.193335056","6","4","4","0.5","1","14.2","1.5","15.7","43","0.071428571","0.027777778","0.034883721","1.433333333","1.433333333","0.233333333","0.233333333","0.05","0.05","0.473333333","0.473333333","16.27906977","9.554140127","100","0.65045835","0.555555556","0.555555556","1.666666667","1.666666667","15.77777778","15.77777778","0.7227315","0.7227315","17.44444444","17.44444444"
"","","GHP2015OHW-AT02","","","","","","","","","GHP2015OHW-AT02-00029","","","","4","2.549089909","1.512843013","13.3","2","50.51","4.120314121","6.659182072","2","52","66","30","30","30","30","8","5","5.997896194","3","51.40788269","3","26.33141952","7","1","2","16.67178345","5","6","6","5.5","2.2","8","7.7","15.7","118","0.105769231","0.033333333","0.065254237","3.933333333","3.933333333","1.733333333","1.733333333","0.256666667","0.256666667","0.266666667","0.266666667","44.06779661","49.04458599","100","2.027519303","6.111111111","6.111111111","8.555555556","8.555555556","8.888888889","8.888888889","2.252799226","2.252799226","17.44444444","17.44444444"
"","","GHP2015OHW-AT02","","","","","","","","","GHP2015OHW-AT02-00003","","","","3","2.023001909","1.096672058","19.9","3","50.4","1.961357951","2.795068026","1","0","8","30","30","30","8","5","2","5.533716202","1","64.6963501","3","39.48412698","3","1","3","8.322094917","6","4","4","0","0.2","4.6","0.2","4.8","8","","0.025","0.025","0.266666667","0.266666667","0","0","0.006666667","0.006666667","0.153333333","0.153333333","0","4.166666667","100","0.078968254","0","0","0.222222222","0.222222222","5.111111111","5.111111111","0.087742504","0.087742504","5.333333333","5.333333333"
"","","GHP2015OHW-AT02","","","","","","","","","GHP2015OHW-AT02-00030","","","","3","2.017307997","1.038717031","20.32","","50.18","1.688395977","2.26396203","1","3","19","30","29","30","8","1","","5.923033237","3","67.54080963","3","40.49422081","4","1","","6.519794941","7","4","4","0.3","0.6","11.2","0.9","12.1","22","0.1","0.031578947","0.040909091","0.75862069","0.733333333","0.103448276","0.1","0.031034483","0.03","0.386206897","0.373333333","13.63636364","7.438016529","96.66666667","0.364447987","0.333333333","0.344827586","1","1.034482759","12.44444444","12.87356322","0.404942208","0.418905732","13.44444444","13.90804598"
"","","GHP2015OHW-AT02","","","","","","","","","GHP2015OHW-AT02-00004","","","","3","2.172020912","1.301414013","20.2","4","50.3","2.418530941","3.355361938","1","50","13","30","25","30","24","5","7","5.876815796","2","65.51524353","3","40.15904573","5","2","3","5.942774773","5","4","5","1.3","1.5","4.8","2.8","7.6","63","0.026","0.115384615","0.044444444","2.52","2.1","2","1.666666667","0.112","0.093333333","0.192","0.16","79.36507937","36.84210526","83.33333333","1.12445328","1.444444444","1.733333333","3.111111111","3.733333333","5.333333333","6.4","1.249392534","1.49927104","8.444444444","10.13333333"
"","","GHP2015OHW-AT02","","","","","","","","","GHP2015OHW-AT02-00005","","","","3","1.696439981","0.907014012","20","3","50.1","4.269165993","5.860040188","1","7","27","30","28","30","24","4","8","4.327042103","1","67.23619843","2","39.92015968","5","1","3","2.346105099","7","5","4","0.8","0.6","10.8","1.4","12.2","34","0.114285714","0.022222222","0.041176471","1.214285714","1.133333333","0.25","0.233333333","0.05","0.046666667","0.385714286","0.36","20.58823529","11.47540984","93.33333333","0.558882236","0.888888889","0.952380952","1.555555556","1.666666667","12","12.85714286","0.620980262","0.665335995","13.55555556","14.52380952"
"","","GHP2015OHW-AT02","","","","","","","","","GHP2015OHW-AT02-00006","","","","3","2.61282897","1.41859901","16","","50.8","2.22479701","2.67000699","1","0","34","30","30","30","11","","","8.486961365","1","56.69634628","2","31.49606299","3","1","","15.86261654","7","4","3","0","0.8","14.5","0.8","15.3","34","","0.023529412","0.023529412","1.133333333","1.133333333","0","0","0.026666667","0.026666667","0.483333333","0.483333333","0","5.22875817","100","0.251968504","0","0","0.888888889","0.888888889","16.11111111","16.11111111","0.279965004","0.279965004","17","17"
"","","GHP2015OHW-AT02","","","","","","","","","GHP2015OHW-AT02-00007","","","","3","2.10986495","1.14170301","22.4","","50.8","1.825021982","3.191458941","1","0","50","30","30","30","28","","","6.915119171","2","69.2244873","8","44.09448819","3","1","","3.833805084","6","4","4","0","1.2","11.8","1.2","13","50","","0.024","0.024","1.666666667","1.666666667","0","0","0.04","0.04","0.393333333","0.393333333","0","9.230769231","100","0.529133858","0","0","1.333333333","1.333333333","13.11111111","13.11111111","0.587926509","0.587926509","14.44444444","14.44444444"
"","","GHP2015OHW-AT02","","","","","","","","","GHP2015OHW-AT02-00008","","","","4","1.493221998","0.835223019","19.9","2","50.9","1.96470499","2.826466084","1","10","13","29","28","30","17","8","6","3.671689987","3","71.70102692","3","39.09626719","5","1","4","3.522870064","5","4","5","1.3","0.6","5.6","1.9","7.5","23","0.13","0.046153846","0.082608696","0.821428571","0.766666667","0.357142857","0.333333333","0.067857143","0.063333333","0.2","0.186666667","43.47826087","25.33333333","93.33333333","0.742829077","1.444444444","1.547619048","2.111111111","2.261904762","6.222222222","6.666666667","0.825365641","0.884320329","8.333333333","8.928571429"
"","","GHP2015OHW-AT02","","","","","","","","","GHP2015OHW-AT02-00009","","","","3","","","22.7","2","51","","","1","5","31","29","28","30","26","5","8","","1","","","44.50980392","4","1","2","","6","6","5","1.2","0.6","6.5","1.8","8.3","36","0.24","0.019354839","0.05","1.285714286","1.2","0.178571429","0.166666667","0.064285714","0.06","0.232142857","0.216666667","13.88888889","21.68674699","93.33333333","0.801176471","1.333333333","1.428571429","2","2.142857143","7.222222222","7.738095238","0.890196078","0.953781513","9.222222222","9.880952381"
