"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Dry weight of storage root samples measuring g|CO_331:0000247","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2015KPV-AT02","","","","","","","","","GHP2015KPV-AT02-00019","","","","3","2.588567972","1.613710046","11","2","50.1","5.396114826","9.068698883","3","57","41","30","22","30","22","8","6","4.549706936","4","50.08382797","3","21.95608782","7","3","2","14.77161694","8","3","4","12.4","2.3","19.8","14.7","34.5","98","0.21754386","0.056097561","0.15","4.454545455","3.266666667","2.590909091","1.9","0.668181818","0.49","0.9","0.66","58.16326531","42.60869565","73.33333333","3.22754491","13.77777778","18.78787879","16.33333333","22.27272727","22","30","3.586161011","4.890219561","38.33333333","52.27272727"
"","","GHP2015KPV-AT02","","","","","","","","","GHP2015KPV-AT02-00002","","","","4","1.932580948","1.092386961","17.7","3","50.5","4.473196983","6.502861977","1","7","28","30","29","30","17","5","3","5.513669968","2","62.42426682","3","35.04950495","4","1","3","6.299610138","8","4","4","1.2","1.3","18.5","2.5","21","35","0.171428571","0.046428571","0.071428571","1.206896552","1.166666667","0.24137931","0.233333333","0.086206897","0.083333333","0.637931034","0.616666667","20","11.9047619","96.66666667","0.876237624","1.333333333","1.379310345","2.777777778","2.873563218","20.55555556","21.26436782","0.97359736","1.007169682","23.33333333","24.13793103"
"","","GHP2015KPV-AT02","","","","","","","","","GHP2015KPV-AT02-00020","","","","4","1.379273057","0.725084007","21.7","2","50.6","2.914227962","4.343542099","1","4","23","29","25","30","8","2","8","3.140717983","2","68.05191803","3","42.88537549","4","1","1","8.053111076","9","3","4","0.6","1","34","1.6","35.6","27","0.15","0.043478261","0.059259259","1.08","0.9","0.16","0.133333333","0.064","0.053333333","1.36","1.133333333","14.81481481","4.494382022","83.33333333","0.686166008","0.666666667","0.8","1.777777778","2.133333333","37.77777778","45.33333333","0.762406675","0.914888011","39.55555556","47.46666667"
"","","GHP2015KPV-AT02","","","","","","","","","GHP2015KPV-AT02-00021","","","","5","1.607321024","0.946669996","22.4","4","50.4","2.939188957","4.953105927","1","4","21","30","29","30","9","5","6","4.502278805","2","68.51327515","3","44.44444444","4","1","2","8.54588604","8","4","5","0.6","1.1","24","1.7","25.7","25","0.15","0.052380952","0.068","0.862068966","0.833333333","0.137931034","0.133333333","0.05862069","0.056666667","0.827586207","0.8","16","6.614785992","96.66666667","0.755555556","0.666666667","0.689655172","1.888888889","1.954022989","26.66666667","27.5862069","0.839506173","0.868454662","28.55555556","29.54022989"
"","","GHP2015KPV-AT02","","","","","","","","","GHP2015KPV-AT02-00022","","","","3","1.925199032","1.01266396","19.21","2","50.82","2.734654903","3.82839489","1","0","20","29","27","30","6","5","3","5.807769775","2","66.72494507","8","37.80007871","3","1","3","5.261188984","8","3","4","0","0.6","28","0.6","28.6","20","","0.03","0.03","0.740740741","0.666666667","0","0","0.022222222","0.02","1.037037037","0.933333333","0","2.097902098","90","0.226800472","0","0","0.666666667","0.740740741","31.11111111","34.56790123","0.252000525","0.280000583","31.77777778","35.30864198"
"","","GHP2015KPV-AT02","","","","","","","","","GHP2015KPV-AT02-00023","","","","3","1.654150009","0.896893978","19.53","","50.3","3.623038054","5.20318985","1","11","40","30","30","30","18","5","9","4.602962017","1","62.8457489","3","38.82703777","5","1","","8.517208099","9","3","3","1.7","2.1","33","3.8","36.8","51","0.154545455","0.0525","0.074509804","1.7","1.7","0.366666667","0.366666667","0.126666667","0.126666667","1.1","1.1","21.56862745","10.32608696","100","1.475427435","1.888888889","1.888888889","4.222222222","4.222222222","36.66666667","36.66666667","1.639363817","1.639363817","40.88888889","40.88888889"
"","","GHP2015KPV-AT02","","","","","","","","","GHP2015KPV-AT02-00024","","","","4","2.858021021","1.691815019","11.98","2","50.05","4.637362003","8.298815727","2","28","65","29","29","30","28","8","6","5.880259991","5","50.46549988","3","23.93606394","7","3","2","15.43140316","8","3","4","4.4","3.3","23.2","7.7","30.9","93","0.157142857","0.050769231","0.082795699","3.206896552","3.1","0.965517241","0.933333333","0.265517241","0.256666667","0.8","0.773333333","30.10752688","24.91909385","96.66666667","1.843076923","4.888888889","5.057471264","8.555555556","8.850574713","25.77777778","26.66666667","2.047863248","2.118479222","34.33333333","35.51724138"
"","","GHP2015KPV-AT02","","","","","","","","","GHP2015KPV-AT02-00025","","","","3","2.388364077","1.143046975","16.02","3","50.43","7.881875038","11.58459854","3","4","20","30","30","30","18","7","6","6.156389236","2","56.2948494","3","31.76680547","5","2","3","5.089984894","8","3","4","0.9","1","21.2","1.9","23.1","24","0.225","0.05","0.079166667","0.8","0.8","0.133333333","0.133333333","0.063333333","0.063333333","0.706666667","0.706666667","16.66666667","8.225108225","100","0.603569304","1","1","2.111111111","2.111111111","23.55555556","23.55555556","0.67063256","0.67063256","25.66666667","25.66666667"
"","","GHP2015KPV-AT02","","","","","","","","","GHP2015KPV-AT02-00026","","","","2","1.904790998","1.126651049","17.65","3","50.44","6.949728966","10.16576576","1","8","30","30","28","30","19","5","8","5.360364914","2","57.34610748","2","34.99206979","5","1","3","4.830389977","7","5","5","1","1.2","12","2.2","14.2","38","0.125","0.04","0.057894737","1.357142857","1.266666667","0.285714286","0.266666667","0.078571429","0.073333333","0.428571429","0.4","21.05263158","15.49295775","93.33333333","0.769825535","1.111111111","1.19047619","2.444444444","2.619047619","13.33333333","14.28571429","0.855361706","0.916458971","15.77777778","16.9047619"
"","","GHP2015KPV-AT02","","","","","","","","","GHP2015KPV-AT02-00027","","","","3","1.869132996","0.960802972","18.31","3","50.5","3.502197981","4.889771938","2","0","10","30","28","30","3","5","3","5.635815144","2","66.23938751","3","36.25742574","3","1","3","5.01651001","8","3","4","0","0.5","19.5","0.5","20","10","","0.05","0.05","0.357142857","0.333333333","0","0","0.017857143","0.016666667","0.696428571","0.65","0","2.5","93.33333333","0.181287129","0","0","0.555555556","0.595238095","21.66666667","23.21428571","0.201430143","0.21581801","22.22222222","23.80952381"
"","","GHP2015KPV-AT02","","","","","","","","","GHP2015KPV-AT02-00028","","","","2","2.170243979","1.168447018","19.81","3","50.64","2.721255064","4.775599957","2","2","8","30","30","30","5","5","8","6.030068874","1","62.46823502","3","39.1192733","4","2","3","11.85384274","8","4","4","0.4","0.4","23","0.8","23.8","10","0.2","0.05","0.08","0.333333333","0.333333333","0.066666667","0.066666667","0.026666667","0.026666667","0.766666667","0.766666667","20","3.361344538","100","0.312954186","0.444444444","0.444444444","0.888888889","0.888888889","25.55555556","25.55555556","0.347726874","0.347726874","26.44444444","26.44444444"
"","","GHP2015KPV-AT02","","","","","","","","","GHP2015KPV-AT02-00029","","","","3","1.869526029","1.125866055","19.5","4","50.74","4.669117928","7.31043911","1","7","26","19","19","30","12","6","6","3.963481903","2","61.68802261","3","38.43121797","7","1","2","8.697588921","8","4","4","1.6","1.4","22.5","3","25.5","33","0.228571429","0.053846154","0.090909091","1.736842105","1.1","0.368421053","0.233333333","0.157894737","0.1","1.184210526","0.75","21.21212121","11.76470588","63.33333333","1.152936539","1.777777778","2.807017544","3.333333333","5.263157895","25","39.47368421","1.281040599","2.022695683","28.33333333","44.73684211"
"","","GHP2015KPV-AT02","","","","","","","","","GHP2015KPV-AT02-00003","","","","3","2.221566916","1.359364986","13.3","2","50.6","7.103257179","10.59597874","2","36","80","30","28","30","26","8","6","4.47328186","5","47.69633484","3","26.28458498","7","2","2","13.04971313","8","3","4","6.5","4.9","18.4","11.4","29.8","116","0.180555556","0.06125","0.098275862","4.142857143","3.866666667","1.285714286","1.2","0.407142857","0.38","0.657142857","0.613333333","31.03448276","38.25503356","93.33333333","2.996442688","7.222222222","7.738095238","12.66666667","13.57142857","20.44444444","21.9047619","3.329380764","3.567193676","33.11111111","35.47619048"
"","","GHP2015KPV-AT02","","","","","","","","","GHP2015KPV-AT02-00030","","","","3","1.396031976","0.746882975","21.11","2","50.05","2.52384901","4.321341038","1","","25","28","28","30","21","2","8","3.059200048","","70.54053497","3","42.17782218","","","1","11.78538227","8","4","4","","3.4","30","","","","","0.136","","","","","","","","1.071428571","1","","","93.33333333","","","","","","33.33333333","35.71428571","","","",""
"","","GHP2015KPV-AT02","","","","","","","","","GHP2015KPV-AT02-00004","","","","2","2.193322897","1.331519961","18.5","4","50.6","5.211610794","8.263227463","2","21","66","28","25","30","24","6","6","5.392386913","2","57.95969391","3","36.56126482","5","1","2","10.19587708","8","3","3","4","2.8","19.2","6.8","26","87","0.19047619","0.042424242","0.07816092","3.48","2.9","0.84","0.7","0.272","0.226666667","0.768","0.64","24.13793103","26.15384615","83.33333333","2.486166008","4.444444444","5.333333333","7.555555556","9.066666667","21.33333333","25.6","2.762406675","3.314888011","28.88888889","34.66666667"
"","","GHP2015KPV-AT02","","","","","","","","","GHP2015KPV-AT02-00005","","","","4","1.737730026","0.909861982","21.1","2","50.9","3.952935934","5.683981895","2","9","38","30","29","30","16","5","3","5.645584106","3","67.49343872","8","41.45383104","3","2","3","2.243247032","8","3","4","1","1.3","33.5","2.3","35.8","47","0.111111111","0.034210526","0.04893617","1.620689655","1.566666667","0.310344828","0.3","0.079310345","0.076666667","1.155172414","1.116666667","19.14893617","6.424581006","96.66666667","0.953438114","1.111111111","1.149425287","2.555555556","2.643678161","37.22222222","38.50574713","1.059375682","1.095905878","39.77777778","41.14942529"
"","","GHP2015KPV-AT02","","","","","","","","","GHP2015KPV-AT02-00006","","","","3","2.240531921","1.318160057","17.7","3","50.7","6.459605217","10.07859898","1","12","47","28","26","30","24","5","8","5.265979767","1","55.27270508","2","34.9112426","3","1","3","11.30677891","7","3","3","1.3","1.9","20.5","3.2","23.7","59","0.108333333","0.040425532","0.054237288","2.269230769","1.966666667","0.461538462","0.4","0.123076923","0.106666667","0.788461538","0.683333333","20.33898305","13.5021097","86.66666667","1.117159763","1.444444444","1.666666667","3.555555556","4.102564103","22.77777778","26.28205128","1.241288626","1.432256107","26.33333333","30.38461538"
"","","GHP2015KPV-AT02","","","","","","","","","GHP2015KPV-AT02-00007","","","","4","1.721833944","0.967925012","21.3","4","50.9","3.427659988","5.469030857","1","7","25","28","27","30","8","5","6","4.668263912","1","64.88592529","3","41.84675835","4","1","2","10.86262035","8","3","4","0.8","0.8","23.2","1.6","24.8","32","0.114285714","0.032","0.05","1.185185185","1.066666667","0.259259259","0.233333333","0.059259259","0.053333333","0.859259259","0.773333333","21.875","6.451612903","90","0.669548134","0.888888889","0.987654321","1.777777778","1.975308642","25.77777778","28.64197531","0.743942371","0.826602634","27.55555556","30.61728395"
"","","GHP2015KPV-AT02","","","","","","","","","GHP2015KPV-AT02-00008","","","","3","2.288420916","1.252253056","18.5","3","50.2","3.056540966","4.958831787","2","6","35","30","29","30","21","5","8","5.781946182","2","58.7044487","3","36.85258964","4","4","3","13.1718998","8","3","3","1","2","30.5","3","33.5","41","0.166666667","0.057142857","0.073170732","1.413793103","1.366666667","0.206896552","0.2","0.103448276","0.1","1.051724138","1.016666667","14.63414634","8.955223881","96.66666667","1.105577689","1.111111111","1.149425287","3.333333333","3.448275862","33.88888889","35.05747126","1.228419655","1.270778953","37.22222222","38.50574713"
"","","GHP2015KPV-AT02","","","","","","","","","GHP2015KPV-AT02-00009","","","","4","1.467538953","0.713958979","20.7","2","50.2","3.296766996","4.893890858","2","","25","30","26","30","18","2","8","2.916085958","","67.35908508","3","41.23505976","","","1","7.584475994","9","3","3","","2.5","31.2","","","","","0.1","","","","","","","","1.2","1.04","","","86.66666667","","","","","","34.66666667","40","","","",""
