"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of commercial storage roots per plant harvested|CO_331:2000036","Storage roots yield in kg per plant harvested|CO_331:0000681","Vine weight in kg per plant harvested|CO_331:0000990","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00926","","","","4","4","4","4","4","3","0.98","0.16","1.5","1.14","2.64","7","0.245","0.053333333","0.162857143","1.75","1","0.285","0.375","57.14285714","43.18181818","8.166666667","9.5","12.5","22","1.75","1","0.285","0.375","100","8.166666667","9.5","12.5","22"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00927","","","","4","4","3","3","1","4","0.62","0.22","1.18","0.84","2.02","5","0.62","0.055","0.168","1.666666667","0.333333333","0.28","0.393333333","20","41.58415842","6.888888889","9.333333333","13.11111111","22.44444444","1.25","0.25","0.21","0.295","75","5.166666667","7","9.833333333","16.83333333"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00928","","","","4","4","4","4","7","5","1.4","0.24","1.3","1.64","2.94","12","0.2","0.048","0.136666667","3","1.75","0.41","0.325","58.33333333","55.78231293","11.66666667","13.66666667","10.83333333","24.5","3","1.75","0.41","0.325","100","11.66666667","13.66666667","10.83333333","24.5"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00903","","","","4","4","4","4","0","6","0","0.16","0.38","0.16","0.54","6","","0.026666667","0.026666667","1.5","0","0.04","0.095","0","29.62962963","0","1.333333333","3.166666667","4.5","1.5","0","0.04","0.095","100","0","1.333333333","3.166666667","4.5"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00904","","","","4","3","3","3","1","7","0.1","0.26","0.52","0.36","0.88","8","0.1","0.037142857","0.045","2.666666667","0.333333333","0.12","0.173333333","12.5","40.90909091","1.111111111","4","5.777777778","9.777777778","2","0.25","0.09","0.13","75","0.833333333","3","4.333333333","7.333333333"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00905","","","","4","3","4","4","0","6","0","0.68","0.56","0.68","1.24","6","","0.113333333","0.113333333","1.5","0","0.17","0.14","0","54.83870968","0","5.666666667","4.666666667","10.33333333","1.5","0","0.17","0.14","100","0","5.666666667","4.666666667","10.33333333"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00906","","","","4","3","4","4","0","","0","","0.46","","","","","","","","0","","0.115","","","0","","3.833333333","","","0","","0.115","100","0","","3.833333333",""
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00907","","","","4","4","4","4","2","11","0.26","0.26","0.56","0.52","1.08","13","0.13","0.023636364","0.04","3.25","0.5","0.13","0.14","15.38461538","48.14814815","2.166666667","4.333333333","4.666666667","9","3.25","0.5","0.13","0.14","100","2.166666667","4.333333333","4.666666667","9"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00908","","","","4","4","3","3","0","7","0","0.24","0.34","0.24","0.58","7","","0.034285714","0.034285714","2.333333333","0","0.08","0.113333333","0","41.37931034","0","2.666666667","3.777777778","6.444444444","1.75","0","0.06","0.085","75","0","2","2.833333333","4.833333333"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00909","","","","4","3","3","3","0","8","0","0.18","0.24","0.18","0.42","8","","0.0225","0.0225","2.666666667","0","0.06","0.08","0","42.85714286","0","2","2.666666667","4.666666667","2","0","0.045","0.06","75","0","1.5","2","3.5"
