"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of commercial storage roots per plant harvested|CO_331:2000036","Storage roots yield in kg per plant harvested|CO_331:0000681","Vine weight in kg per plant harvested|CO_331:0000990","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-01214","","","","4","4","3","3","3","4","0.82","0.16","0.66","0.98","1.64","7","0.273333333","0.04","0.14","2.333333333","1","0.326666667","0.22","42.85714286","59.75609756","9.111111111","10.88888889","7.333333333","18.22222222","1.75","0.75","0.245","0.165","75","6.833333333","8.166666667","5.5","13.66666667"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-01215","","","","4","4","4","2","3","4","0.38","0.18","1.22","0.56","1.78","7","0.126666667","0.045","0.08","1.75","0.75","0.14","0.305","42.85714286","31.46067416","3.166666667","4.666666667","10.16666667","14.83333333","1.75","0.75","0.14","0.305","100","3.166666667","4.666666667","10.16666667","14.83333333"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-01216","","","","4","4","2","2","1","1","0.16","0.08","0.62","0.24","0.86","2","0.16","0.08","0.12","1","0.5","0.12","0.31","50","27.90697674","2.666666667","4","10.33333333","14.33333333","0.5","0.25","0.06","0.155","50","1.333333333","2","5.166666667","7.166666667"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-01217","","","","4","4","4","4","2","11","0.5","0.66","1.04","1.16","2.2","13","0.25","0.06","0.089230769","3.25","0.5","0.29","0.26","15.38461538","52.72727273","4.166666667","9.666666667","8.666666667","18.33333333","3.25","0.5","0.29","0.26","100","4.166666667","9.666666667","8.666666667","18.33333333"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-01218","","","","4","3","3","3","4","1","0.64","0.08","1.24","0.72","1.96","5","0.16","0.08","0.144","1.666666667","1.333333333","0.24","0.413333333","80","36.73469388","7.111111111","8","13.77777778","21.77777778","1.25","1","0.18","0.31","75","5.333333333","6","10.33333333","16.33333333"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-01219","","","","4","4","1","1","2","1","1.24","0.03","0.44","1.27","1.71","3","0.62","0.03","0.423333333","3","2","1.27","0.44","66.66666667","74.26900585","41.33333333","42.33333333","14.66666667","57","0.75","0.5","0.3175","0.11","25","10.33333333","10.58333333","3.666666667","14.25"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00122","","","","4","2","2","2","4","2","0.44","0.08","0.86","0.52","1.38","6","0.11","0.04","0.086666667","3","2","0.26","0.43","66.66666667","37.68115942","7.333333333","8.666666667","14.33333333","23","1.5","1","0.13","0.215","50","3.666666667","4.333333333","7.166666667","11.5"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-01202","","","","4","4","4","4","8","7","0.92","0.28","0.78","1.2","1.98","15","0.115","0.04","0.08","3.75","2","0.3","0.195","53.33333333","60.60606061","7.666666667","10","6.5","16.5","3.75","2","0.3","0.195","100","7.666666667","10","6.5","16.5"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-01220","","","","4","3","4","4","3","4","0.32","0.14","1.16","0.46","1.62","7","0.106666667","0.035","0.065714286","1.75","0.75","0.115","0.29","42.85714286","28.39506173","2.666666667","3.833333333","9.666666667","13.5","1.75","0.75","0.115","0.29","100","2.666666667","3.833333333","9.666666667","13.5"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-01221","","","","4","","4","4","2","5","0.35","0.22","0.52","0.57","1.09","7","0.175","0.044","0.081428571","1.75","0.5","0.1425","0.13","28.57142857","52.29357798","2.916666667","4.75","4.333333333","9.083333333","1.75","0.5","0.1425","0.13","100","2.916666667","4.75","4.333333333","9.083333333"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-01222","","","","4","4","2","2","2","6","0.68","0.22","1.6","0.9","2.5","8","0.34","0.036666667","0.1125","4","1","0.45","0.8","25","36","11.33333333","15","26.66666667","41.66666667","2","0.5","0.225","0.4","50","5.666666667","7.5","13.33333333","20.83333333"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-01223","","","","4","3","3","3","4","7","0.86","0.24","0.68","1.1","1.78","11","0.215","0.034285714","0.1","3.666666667","1.333333333","0.366666667","0.226666667","36.36363636","61.79775281","9.555555556","12.22222222","7.555555556","19.77777778","2.75","1","0.275","0.17","75","7.166666667","9.166666667","5.666666667","14.83333333"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-01224","","","","4","4","4","4","4","4","0.98","0.14","2.18","1.12","3.3","8","0.245","0.035","0.14","2","1","0.28","0.545","50","33.93939394","8.166666667","9.333333333","18.16666667","27.5","2","1","0.28","0.545","100","8.166666667","9.333333333","18.16666667","27.5"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-01225","","","","4","4","3","3","2","4","0.36","0.22","1.1","0.58","1.68","6","0.18","0.055","0.096666667","2","0.666666667","0.193333333","0.366666667","33.33333333","34.52380952","4","6.444444444","12.22222222","18.66666667","1.5","0.5","0.145","0.275","75","3","4.833333333","9.166666667","14"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-01226","","","","4","4","4","3","8","16","1.18","0.98","1.98","2.16","4.14","24","0.1475","0.06125","0.09","6","2","0.54","0.495","33.33333333","52.17391304","9.833333333","18","16.5","34.5","6","2","0.54","0.495","100","9.833333333","18","16.5","34.5"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-01227","","","","4","4","4","4","2","8","0.24","0.24","1.44","0.48","1.92","10","0.12","0.03","0.048","2.5","0.5","0.12","0.36","20","25","2","4","12","16","2.5","0.5","0.12","0.36","100","2","4","12","16"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-01228","","","","4","3","3","3","0","3","0","0.16","0.72","0.16","0.88","3","","0.053333333","0.053333333","1","0","0.053333333","0.24","0","18.18181818","0","1.777777778","8","9.777777778","0.75","0","0.04","0.18","75","0","1.333333333","6","7.333333333"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00123","","","","4","4","4","4","6","4","0.7","0.12","1.44","0.82","2.26","10","0.116666667","0.03","0.082","2.5","1.5","0.205","0.36","60","36.28318584","5.833333333","6.833333333","12","18.83333333","2.5","1.5","0.205","0.36","100","5.833333333","6.833333333","12","18.83333333"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-01203","","","","4","4","4","4","4","17","0.74","0.66","2.28","1.4","3.68","21","0.185","0.038823529","0.066666667","5.25","1","0.35","0.57","19.04761905","38.04347826","6.166666667","11.66666667","19","30.66666667","5.25","1","0.35","0.57","100","6.166666667","11.66666667","19","30.66666667"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00124","","","","4","4","4","4","0","16","0","0.22","2.26","0.22","2.48","16","","0.01375","0.01375","4","0","0.055","0.565","0","8.870967742","0","1.833333333","18.83333333","20.66666667","4","0","0.055","0.565","100","0","1.833333333","18.83333333","20.66666667"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-01204","","","","4","4","2","2","4","4","1.06","0.12","1.48","1.18","2.66","8","0.265","0.03","0.1475","4","2","0.59","0.74","50","44.36090226","17.66666667","19.66666667","24.66666667","44.33333333","2","1","0.295","0.37","50","8.833333333","9.833333333","12.33333333","22.16666667"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00125","","","","4","3","2","2","4","7","1.16","0.04","1.92","1.2","3.12","11","0.29","0.005714286","0.109090909","5.5","2","0.6","0.96","36.36363636","38.46153846","19.33333333","20","32","52","2.75","1","0.3","0.48","50","9.666666667","10","16","26"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-01205","","","","4","4","3","3","3","3","0.78","0.08","1.48","0.86","2.34","6","0.26","0.026666667","0.143333333","2","1","0.286666667","0.493333333","50","36.75213675","8.666666667","9.555555556","16.44444444","26","1.5","0.75","0.215","0.37","75","6.5","7.166666667","12.33333333","19.5"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00126","","","","4","4","3","2","4","10","0.38","0.04","3.02","0.42","3.44","14","0.095","0.004","0.03","4.666666667","1.333333333","0.14","1.006666667","28.57142857","12.20930233","4.222222222","4.666666667","33.55555556","38.22222222","3.5","1","0.105","0.755","75","3.166666667","3.5","25.16666667","28.66666667"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-01206","","","","4","","","","0","1","0","0.06","0.18","0.06","0.24","1","","0.06","0.06","","","","","0","25","","","","","0.25","0","0.015","0.045","","0","0.5","1.5","2"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00127","","","","4","4","2","2","3","5","0.16","0.02","3.08","0.18","3.26","8","0.053333333","0.004","0.0225","4","1.5","0.09","1.54","37.5","5.521472393","2.666666667","3","51.33333333","54.33333333","2","0.75","0.045","0.77","50","1.333333333","1.5","25.66666667","27.16666667"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-01207","","","","4","4","4","4","0","7","0","0.32","0.98","0.32","1.3","7","","0.045714286","0.045714286","1.75","0","0.08","0.245","0","24.61538462","0","2.666666667","8.166666667","10.83333333","1.75","0","0.08","0.245","100","0","2.666666667","8.166666667","10.83333333"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00128","","","","4","4","3","3","6","5","1.38","0.08","2.02","1.46","3.48","11","0.23","0.016","0.132727273","3.666666667","2","0.486666667","0.673333333","54.54545455","41.95402299","15.33333333","16.22222222","22.44444444","38.66666667","2.75","1.5","0.365","0.505","75","11.5","12.16666667","16.83333333","29"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-01208","","","","4","4","2","3","2","7","0.22","0.2","0.34","0.42","0.76","9","0.11","0.028571429","0.046666667","4.5","1","0.21","0.17","22.22222222","55.26315789","3.666666667","7","5.666666667","12.66666667","2.25","0.5","0.105","0.085","50","1.833333333","3.5","2.833333333","6.333333333"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-01209","","","","4","4","4","4","4","10","0.24","0.3","3.32","0.54","3.86","14","0.06","0.03","0.038571429","3.5","1","0.135","0.83","28.57142857","13.98963731","2","4.5","27.66666667","32.16666667","3.5","1","0.135","0.83","100","2","4.5","27.66666667","32.16666667"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00103","","","","4","4","4","2","3","4","1","0.2","5.87","1.2","7.07","7","0.333333333","0.05","0.171428571","1.75","0.75","0.3","1.4675","42.85714286","16.97312588","8.333333333","10","48.91666667","58.91666667","1.75","0.75","0.3","1.4675","100","8.333333333","10","48.91666667","58.91666667"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-01301","","","","4","4","3","3","0","6","0","2.28","0.44","2.28","2.72","6","","0.38","0.38","2","0","0.76","0.146666667","0","83.82352941","0","25.33333333","4.888888889","30.22222222","1.5","0","0.57","0.11","75","0","19","3.666666667","22.66666667"
