"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2012OHW-AT03","","","","","","","","","GHP2012OHW-AT03-00019","","","","2","6.93","1.88","0.34","18.4","50.42","0.36","1.16","1","50","76","34","28","34","28","4","3","1.3","2","71.76","4","4","11.78","4","2","3","7.8","4.1","11","11.9","22.9","126","0.156","0.053947368","0.094444444","4.5","3.705882353","1.785714286","1.470588235","0.425","0.35","0.392857143","0.323529412","39.68253968","51.9650655","82.35294118","36.49345498","4.342721142","7.647058824","9.285714286","11.66666667","14.16666667","10.78431373","13.0952381","4.257569747","5.169906122","22.45098039","27.26190476"
"","","GHP2012OHW-AT03","","","","","","","","","GHP2012OHW-AT03-00002","","","","4","4.79","2.3","0.45","18","50.12","0.43","1.43","1","8","86","34","25","34","23","2","6","2.71","4","67.87","4","2","8.94","5","2","3","1.1","4.1","11","5.2","16.2","94","0.1375","0.047674419","0.055319149","3.76","2.764705882","0.32","0.235294118","0.208","0.152941176","0.44","0.323529412","8.510638298","32.09876543","73.52941176","35.91380686","1.867517957","1.078431373","1.466666667","5.098039216","6.933333333","10.78431373","14.66666667","1.830899958","2.490023943","15.88235294","21.6"
"","","GHP2012OHW-AT03","","","","","","","","","GHP2012OHW-AT03-00020","","","","2","6.06","3.05","0.89","19","50.67","0.33","0.92","1","4","22","34","17","34","8","2","8","4.77","1","65.48","5","4","10.99","5","3","4","0.9","1.2","11","2.1","13.1","26","0.225","0.054545455","0.080769231","1.529411765","0.764705882","0.235294118","0.117647059","0.123529412","0.061764706","0.647058824","0.323529412","15.38461538","16.03053435","50","37.49753306","0.787448194","0.882352941","1.764705882","2.058823529","4.117647059","10.78431373","21.56862745","0.772008034","1.544016067","12.84313725","25.68627451"
"","","GHP2012OHW-AT03","","","","","","","","","GHP2012OHW-AT03-00021","","","","3","12.46","1.99","0.52","16","50.5","0.13","1.6","1","22","63","34","30","34","28","5","2","1.37","4","67.11","4","4","15.08","4","2","3","2.9","3","14","5.9","19.9","85","0.131818182","0.047619048","0.069411765","2.833333333","2.5","0.733333333","0.647058824","0.196666667","0.173529412","0.466666667","0.411764706","25.88235294","29.64824121","88.23529412","31.68316832","1.869306931","2.843137255","3.222222222","5.784313725","6.555555556","13.7254902","15.55555556","1.832653854","2.077007701","19.50980392","22.11111111"
"","","GHP2012OHW-AT03","","","","","","","","","GHP2012OHW-AT03-00022","","","","3","3.22","2.19","0.63","19.47","50.56","0.21","1.81","1","16","49","34","22","34","19","5","2","2.96","3","69.4","5","6","11.45","4","2","4","3.8","3.2","15.5","7","22.5","65","0.2375","0.065306122","0.107692308","2.954545455","1.911764706","0.727272727","0.470588235","0.318181818","0.205882353","0.704545455","0.455882353","24.61538462","31.11111111","64.70588235","38.50870253","2.695609177","3.725490196","5.757575758","6.862745098","10.60606061","15.19607843","23.48484848","2.642754095","4.084256329","22.05882353","34.09090909"
"","","GHP2012OHW-AT03","","","","","","","","","GHP2012OHW-AT03-00023","","","","3","8.34","1.86","0.33","15","50.17","2.21","0.85","1","45","51","34","26","34","25","3","2","1.16","2","66.6","4","7","12.86","6","1","3","18.2","5","21","23.2","44.2","96","0.404444444","0.098039216","0.241666667","3.692307692","2.823529412","1.730769231","1.323529412","0.892307692","0.682352941","0.807692308","0.617647059","46.875","52.48868778","76.47058824","29.89834562","6.936416185","17.84313725","23.33333333","22.74509804","29.74358974","20.58823529","26.92307692","6.800408024","8.892841263","43.33333333","56.66666667"
"","","GHP2012OHW-AT03","","","","","","","","","GHP2012OHW-AT03-00024","","","","2","9.79","1.78","0.31","18.03","50.2","0.52","1.07","1","39","95","34","27","34","27","2","2","0.6","4","73.15","4","5","11.16","5","2","3","9.5","7.3","11.5","16.8","28.3","134","0.243589744","0.076842105","0.125373134","4.962962963","3.941176471","1.444444444","1.147058824","0.622222222","0.494117647","0.425925926","0.338235294","29.10447761","59.3639576","79.41176471","35.91633466","6.033944223","9.31372549","11.72839506","16.47058824","20.74074074","11.2745098","14.19753086","5.915631591","7.449313856","27.74509804","34.9382716"
"","","GHP2012OHW-AT03","","","","","","","","","GHP2012OHW-AT03-00025","","","","1","7.08","2.43","0.5","17.57","50.18","0.81","1.03","1","21","92","34","27","34","26","2","6","2.78","2","67.17","4","4","8.11","6","1","3","3","4.8","23","7.8","30.8","113","0.142857143","0.052173913","0.069026549","4.185185185","3.323529412","0.777777778","0.617647059","0.288888889","0.229411765","0.851851852","0.676470588","18.5840708","25.32467532","79.41176471","35.01394978","2.731088083","2.941176471","3.703703704","7.647058824","9.62962963","22.54901961","28.39506173","2.677537336","3.371713683","30.19607843","38.02469136"
"","","GHP2012OHW-AT03","","","","","","","","","GHP2012OHW-AT03-00026","","","","4","8.38","2.09","0.59","18.21","50.2","0.22","1.78","1","9","10","29","15","34","10","4","6","2.3","2","71.14","5","3","9.48","3","4","6","1.2","0.5","9","1.7","10.7","19","0.133333333","0.05","0.089473684","1.266666667","0.558823529","0.6","0.264705882","0.113333333","0.05","0.6","0.264705882","47.36842105","15.88785047","44.11764706","36.2749004","0.616673307","1.176470588","2.666666667","1.666666667","3.777777778","8.823529412","20","0.604581673","1.370385126","10.49019608","23.77777778"
"","","GHP2012OHW-AT03","","","","","","","","","GHP2012OHW-AT03-00027","","","","2","8.48","1.79","0.36","18.35","50.18","0.1","2.25","1","16","46","34","23","34","22","1","2","1.15","3","71.14","5","4","11.16","6","3","4","3.2","3","10","6.2","16.2","62","0.2","0.065217391","0.1","2.695652174","1.823529412","0.695652174","0.470588235","0.269565217","0.182352941","0.434782609","0.294117647","25.80645161","38.27160494","67.64705882","36.56835393","2.267237943","3.137254902","4.637681159","6.078431373","8.985507246","9.803921569","14.49275362","2.222782297","3.285852092","15.88235294","23.47826087"
"","","GHP2012OHW-AT03","","","","","","","","","GHP2012OHW-AT03-00003","","","","5","8.65","2.12","0.59","17.9","50.08","0.14","1.94","1","2","32","28","16","34","10","4","6","2.33","2","70.67","4","3","10.19","4","6","7","0.4","1.4","10","1.8","11.8","34","0.2","0.04375","0.052941176","2.125","1","0.125","0.058823529","0.1125","0.052941176","0.625","0.294117647","5.882352941","15.25423729","47.05882353","35.7428115","0.643370607","0.392156863","0.833333333","1.764705882","3.75","9.803921569","20.83333333","0.630755497","1.340355431","11.56862745","24.58333333"
"","","GHP2012OHW-AT03","","","","","","","","","GHP2012OHW-AT03-00004","","","","3","14.12","2.67","0.65","18.9","50.97","0.46","0.87","1","10","43","34","26","34","15","2","9","2.85","2","67.92","5","2","13.79","5","4","4","1","1.9","16.5","2.9","19.4","53","0.1","0.044186047","0.054716981","2.038461538","1.558823529","0.384615385","0.294117647","0.111538462","0.085294118","0.634615385","0.485294118","18.86792453","14.94845361","76.47058824","37.08063567","1.075338434","0.980392157","1.282051282","2.843137255","3.717948718","16.17647059","21.15384615","1.054253367","1.378639018","19.01960784","24.87179487"
"","","GHP2012OHW-AT03","","","","","","","","","GHP2012OHW-AT03-00005","","","","2","8.18","2.07","0.31","19","50.25","0.32","1.47","1","25","100","34","27","34","27","3","8","1.48","2","70.17","4","4","13.52","4","3","5","3.6","4.9","9.5","8.5","18","125","0.144","0.049","0.068","4.62962963","3.676470588","0.925925926","0.735294118","0.314814815","0.25","0.351851852","0.279411765","20","47.22222222","79.41176471","37.81094527","3.213930348","3.529411765","4.444444444","8.333333333","10.49382716","9.31372549","11.72839506","3.150912106","3.967815245","17.64705882","22.22222222"
"","","GHP2012OHW-AT03","","","","","","","","","GHP2012OHW-AT03-00006","","","","3","9.14","2.12","0.6","18.5","50.7","0.25","1.84","1","13","56","34","24","34","23","5","2","1.95","4","70.48","3","3","11.87","4","2","6","1.7","2.9","5","4.6","9.6","69","0.130769231","0.051785714","0.066666667","2.875","2.029411765","0.541666667","0.382352941","0.191666667","0.135294118","0.208333333","0.147058824","18.84057971","47.91666667","70.58823529","36.48915187","1.678500986","1.666666667","2.361111111","4.509803922","6.388888889","4.901960784","6.944444444","1.645589202","2.33125137","9.411764706","13.33333333"
"","","GHP2012OHW-AT03","","","","","","","","","GHP2012OHW-AT03-00007","","","","2","3.76","1.93","0.39","19.9","50.32","0.1","2.1","1","7","37","33","22","34","20","1","2","2.23","2","71.05","5","3","8.99","3","4","7","1","2.1","6.5","3.1","9.6","44","0.142857143","0.056756757","0.070454545","2","1.294117647","0.318181818","0.205882353","0.140909091","0.091176471","0.295454545","0.191176471","15.90909091","32.29166667","64.70588235","39.54689984","1.225953895","0.980392157","1.515151515","3.039215686","4.696969697","6.37254902","9.848484848","1.201915583","1.857505902","9.411764706","14.54545455"
"","","GHP2012OHW-AT03","","","","","","","","","GHP2012OHW-AT03-00008","","","","5","7.89","2.44","0.65","20.2","50.17","0.34","1.99","1","12","21","34","23","34","11","5","2","2.54","2","69.05","4","3","11.47","4","4","5","2","1.2","10","3.2","13.2","33","0.166666667","0.057142857","0.096969697","1.434782609","0.970588235","0.52173913","0.352941176","0.139130435","0.094117647","0.434782609","0.294117647","36.36363636","24.24242424","67.64705882","40.26310544","1.288419374","1.960784314","2.898550725","3.137254902","4.637681159","9.803921569","14.49275362","1.263156249","1.867274455","12.94117647","19.13043478"
"","","GHP2012OHW-AT03","","","","","","","","","GHP2012OHW-AT03-00009","","","","2","11.44","2.07","0.39","19.8","50.52","0.51","0.83","1","49","70","34","27","34","26","2","2","1.17","2","73.42","4","5","10.68","5","4","5","10.7","3.7","7","14.4","21.4","119","0.218367347","0.052857143","0.121008403","4.407407407","3.5","1.814814815","1.441176471","0.533333333","0.423529412","0.259259259","0.205882353","41.17647059","67.28971963","79.41176471","39.19239905","5.643705463","10.49019608","13.20987654","14.11764706","17.77777778","6.862745098","8.641975309","5.533044572","6.967537609","20.98039216","26.41975309"
