"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00271","","","","4","","","","","7","12","7","10","7","","5","","1","4","4","7","1.5","1.1","0.8","2.6","3.4","19","0.214285714","0.091666667","0.136842105","2.714285714","1.9","1","0.7","0.371428571","0.26","0.114285714","0.08","36.84210526","76.47058824","70","","","5","7.142857143","8.666666667","12.38095238","2.666666667","3.80952381","","","11.33333333","16.19047619"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00272","","","","5","","","","","0","15","8","10","6","","3","","1","1","3","8","0","0.8","1","0.8","1.8","15","","0.053333333","0.053333333","1.875","1.5","0","0","0.1","0.08","0.125","0.1","0","44.44444444","80","","","0","0","2.666666667","3.333333333","3.333333333","4.166666667","","","6","7.5"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00273","","","","4","","","","","0","5","8","10","2","","3","","1","1","3","8","0","0.2","0.6","0.2","0.8","5","","0.04","0.04","0.625","0.5","0","0","0.025","0.02","0.075","0.06","0","25","80","","","0","0","0.666666667","0.833333333","2","2.5","","","2.666666667","3.333333333"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00274","","","","2","19.3","50.25","1.438982","3.424736","24","14","9","10","9","3","3","73.5847092","1","5","5","6","5.5","1.4","2.7","6.9","9.6","38","0.229166667","0.1","0.181578947","4.222222222","3.8","2.666666667","2.4","0.766666667","0.69","0.3","0.27","63.15789474","71.875","90","38.4079602","2.650149254","18.33333333","20.37037037","23","25.55555556","9","10","8.833830846","9.815367606","32","35.55555556"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00275","","","","4","","","","","0","5","5","10","4","","4","","1","1","3","8","0","0.3","0.2","0.3","0.5","5","","0.06","0.06","1","0.5","0","0","0.06","0.03","0.04","0.02","0","60","50","","","0","0","1","2","0.666666667","1.333333333","","","1.666666667","3.333333333"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00276","","","","3","","","","","6","13","7","10","6","","3","","1","5","4","7","1.7","1","1.7","2.7","4.4","19","0.283333333","0.076923077","0.142105263","2.714285714","1.9","0.857142857","0.6","0.385714286","0.27","0.242857143","0.17","31.57894737","61.36363636","70","","","5.666666667","8.095238095","9","12.85714286","5.666666667","8.095238095","","","14.66666667","20.95238095"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00277","","","","4","","","","","0","11","8","10","4","","5","","1","3","3","8","0","1.2","0.4","1.2","1.6","11","","0.109090909","0.109090909","1.375","1.1","0","0","0.15","0.12","0.05","0.04","0","75","80","","","0","0","4","5","1.333333333","1.666666667","","","5.333333333","6.666666667"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00278","","","","5","18.88","50.39","0.543495","2.008177","12","12","10","10","10","3","4","69.3275909","1","4","7","6","1.8","1.2","4.8","3","7.8","24","0.15","0.1","0.125","2.4","2.4","1.2","1.2","0.3","0.3","0.48","0.48","50","38.46153846","100","37.46775154","1.124032546","6","6","10","10","16","16","3.746775154","3.746775154","26","26"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00279","","","","4","","","","","0","11","6","10","6","","3","","1","2","5","7","0","0.6","0.3","0.6","0.9","11","","0.054545455","0.054545455","1.833333333","1.1","0","0","0.1","0.06","0.05","0.03","0","66.66666667","60","","","0","0","2","3.333333333","1","1.666666667","","","3","5"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00028","","","","5","","","","","3","91","10","10","10","","7","","1","4","6","5","0.3","3.5","0.7","3.8","4.5","94","0.1","0.038461538","0.040425532","9.4","9.4","0.3","0.3","0.38","0.38","0.07","0.07","3.191489362","84.44444444","100","","","1","1","12.66666667","12.66666667","2.333333333","2.333333333","","","15","15"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00280","","","","4","","","","","0","30","7","10","7","","4","","1","2","4","7","0","0.6","0.9","0.6","1.5","30","","0.02","0.02","4.285714286","3","0","0","0.085714286","0.06","0.128571429","0.09","0","40","70","","","0","0","2","2.857142857","3","4.285714286","","","5","7.142857143"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00281","","","","","","","","","0","0","0","10","0","","","","","","4","7","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00282","","","","3","","","","","2","11","9","10","8","","2","","1","3","3","8","0.89","0.3","1.3","1.19","2.49","13","0.445","0.027272727","0.091538462","1.444444444","1.3","0.222222222","0.2","0.132222222","0.119","0.144444444","0.13","15.38461538","47.79116466","90","","","2.966666667","3.296296296","3.966666667","4.407407407","4.333333333","4.814814815","","","8.3","9.222222222"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00283","","","","","","","","","0","0","0","10","0","","","","","","2","8","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00284","","","","3","","","","","0","9","10","10","4","","2","","1","1","4","8","0","0.3","1","0.3","1.3","9","","0.033333333","0.033333333","0.9","0.9","0","0","0.03","0.03","0.1","0.1","0","23.07692308","100","","","0","0","1","1","3.333333333","3.333333333","","","4.333333333","4.333333333"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00285","","","","5","","","","","0","24","10","10","8","","4","","1","3","5","6","0","2","0.1","2","2.1","24","","0.083333333","0.083333333","2.4","2.4","0","0","0.2","0.2","0.01","0.01","0","95.23809524","100","","","0","0","6.666666667","6.666666667","0.333333333","0.333333333","","","7","7"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00286","","","","4","","","","","0","7","2","10","2","","3","","1","1","4","7","0","0.2","0.1","0.2","0.3","7","","0.028571429","0.028571429","3.5","0.7","0","0","0.1","0.02","0.05","0.01","0","66.66666667","20","","","0","0","0.666666667","3.333333333","0.333333333","1.666666667","","","1","5"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00287","","","","4","","","","","1","4","2","10","1","","2","","1","4","4","8","0.2","0.2","0.2","0.4","0.6","5","0.2","0.05","0.08","2.5","0.5","0.5","0.1","0.2","0.04","0.1","0.02","20","66.66666667","20","","","0.666666667","3.333333333","1.333333333","6.666666667","0.666666667","3.333333333","","","2","10"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00288","","","","5","","","","","0","8","7","10","2","","3","","1","1","3","8","0","0.2","0.2","0.2","0.4","8","","0.025","0.025","1.142857143","0.8","0","0","0.028571429","0.02","0.028571429","0.02","0","50","70","","","0","0","0.666666667","0.952380952","0.666666667","0.952380952","","","1.333333333","1.904761905"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00289","","","","4","","","","","0","4","9","10","2","","2","","1","2","6","7","0","0.3","1.3","0.3","1.6","4","","0.075","0.075","0.444444444","0.4","0","0","0.033333333","0.03","0.144444444","0.13","0","18.75","90","","","0","0","1","1.111111111","4.333333333","4.814814815","","","5.333333333","5.925925926"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00029","","","","6","","","","","4","29","10","10","9","","6","","1","3","5","6","0.5","2","1.8","2.5","4.3","33","0.125","0.068965517","0.075757576","3.3","3.3","0.4","0.4","0.25","0.25","0.18","0.18","12.12121212","58.13953488","100","","","1.666666667","1.666666667","8.333333333","8.333333333","6","6","","","14.33333333","14.33333333"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00290","","","","5","","","","","0","8","4","10","4","","3","","1","2","3","8","0","0.5","0.3","0.5","0.8","8","","0.0625","0.0625","2","0.8","0","0","0.125","0.05","0.075","0.03","0","62.5","40","","","0","0","1.666666667","4.166666667","1","2.5","","","2.666666667","6.666666667"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00291","","","","4","","","","","0","3","5","10","1","","2","","1","1","3","8","0","0.2","0.1","0.2","0.3","3","","0.066666667","0.066666667","0.6","0.3","0","0","0.04","0.02","0.02","0.01","0","66.66666667","50","","","0","0","0.666666667","1.333333333","0.333333333","0.666666667","","","1","2"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00292","","","","4","","","","","0","4","5","10","2","","3","","1","1","3","8","0","0.2","0.1","0.2","0.3","4","","0.05","0.05","0.8","0.4","0","0","0.04","0.02","0.02","0.01","0","66.66666667","50","","","0","0","0.666666667","1.333333333","0.333333333","0.666666667","","","1","2"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00293","","","","6","","","","","7","25","8","10","8","","3","","1","3","5","5","1","1.4","0.3","2.4","2.7","32","0.142857143","0.056","0.075","4","3.2","0.875","0.7","0.3","0.24","0.0375","0.03","21.875","88.88888889","80","","","3.333333333","4.166666667","8","10","1","1.25","","","9","11.25"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00294","","","","6","","","","","0","5","3","10","2","","3","","1","1","2","9","0","0.2","0.1","0.2","0.3","5","","0.04","0.04","1.666666667","0.5","0","0","0.066666667","0.02","0.033333333","0.01","0","66.66666667","30","","","0","0","0.666666667","2.222222222","0.333333333","1.111111111","","","1","3.333333333"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00295","","","","4","","","","","4","10","6","10","5","","2","","1","2","3","8","0.6","0.4","0.3","1","1.3","14","0.15","0.04","0.071428571","2.333333333","1.4","0.666666667","0.4","0.166666667","0.1","0.05","0.03","28.57142857","76.92307692","60","","","2","3.333333333","3.333333333","5.555555556","1","1.666666667","","","4.333333333","7.222222222"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00296","","","","","","","","","0","0","0","10","0","","","","","","3","7","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00297","","","","3","","","","","6","21","8","10","7","","4","","1","3","4","7","1.3","1","1.1","2.3","3.4","27","0.216666667","0.047619048","0.085185185","3.375","2.7","0.75","0.6","0.2875","0.23","0.1375","0.11","22.22222222","67.64705882","80","","","4.333333333","5.416666667","7.666666667","9.583333333","3.666666667","4.583333333","","","11.33333333","14.16666667"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00298","","","","","","","","","0","0","0","10","0","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
