"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2017NYK-PT01","","","","","","","","","GHP2017NYK-PT01-00019","","","","0","1.807896","0.981623","0.595354","1.655072","3","1","10","10","10","10","10","7","3","8","3.1014271","3","67.2384186","35.84114947","5","3","15.6453514","8","1","2","3.1","0.46","1.7","3.56","5.26","17","0.31","0.065714286","0.209411765","1.7","1.7","1","1","0.356","0.356","0.17","0.17","58.82352941","67.68060837","100","1.275944921","10.33333333","10.33333333","11.86666667","11.86666667","5.666666667","5.666666667","4.253149737","4.253149737","17.53333333","17.53333333"
"","","GHP2017NYK-PT01","","","","","","","","","GHP2017NYK-PT01-00002","","","","","","","","","9","1","10","9","9","2","2","1","","","","5","","","1","7","","8","2","5","0.34","0.06","0.82","0.4","1.22","3","0.17","0.06","0.133333333","0.333333333","0.3","0.222222222","0.2","0.044444444","0.04","0.091111111","0.082","66.66666667","32.78688525","90","","1.133333333","1.259259259","1.333333333","1.481481481","2.733333333","3.037037037","","","4.066666667","4.518518519"
"","","GHP2017NYK-PT01","","","","","","","","","GHP2017NYK-PT01-00020","","","","0","1.524148","0.802837","0.614936","1.396619","3","1","10","10","7","7","6","8","2","6","2.8664889","3","72.5710678","39.62977707","1","5","12.5426283","7","2","2","0.9","0.44","0.68","1.34","2.02","14","0.15","0.055","0.095714286","2","1.4","0.857142857","0.6","0.191428571","0.134","0.097142857","0.068","42.85714286","66.33663366","70","0.531039013","3","4.285714286","4.466666667","6.380952381","2.266666667","3.238095238","1.770130042","2.528757204","6.733333333","9.619047619"
"","","GHP2017NYK-PT01","","","","","","","","","GHP2017NYK-PT01-00021","","","","13.3779411","2.2042389","1.28035","0.59058","1.99107","3","3","10","10","10","10","25","15","7","5","4.675808","7","61.3942909","29.80079681","3","1","19.280983","9","1","1","7.7","0.74","1.44","8.44","9.88","40","0.308","0.049333333","0.211","4","4","2.5","2.5","0.844","0.844","0.144","0.144","62.5","85.42510121","100","2.515187251","25.66666667","25.66666667","28.13333333","28.13333333","4.8","4.8","8.383957503","8.383957503","32.93333333","32.93333333"
"","","GHP2017NYK-PT01","","","","","","","","","GHP2017NYK-PT01-00022","","","","29.2458496","1.986077","1.106668","6.2031031","8.1092958","3","1","10","10","8","8","24","12","8","8","3.5415671","3","52.4899597","26.13477305","1","3","11.5732632","8","1","2","1.64","0.54","1.7","2.18","3.88","36","0.068333333","0.045","0.060555556","4.5","3.6","3","2.4","0.2725","0.218","0.2125","0.17","66.66666667","56.18556701","80","0.569738052","5.466666667","6.833333333","7.266666667","9.083333333","5.666666667","7.083333333","1.899126842","2.373908552","12.93333333","16.16666667"
"","","GHP2017NYK-PT01","","","","","","","","","GHP2017NYK-PT01-00023","","","","0","1.901931","0.975212","0","0.70793","3","1","10","10","9","9","17","15","4","8","3.724026","3","69.5970993","40.99761526","3","3","15.8792725","7","2","2","3.22","0.9","0.64","4.12","4.76","32","0.189411765","0.06","0.12875","3.555555556","3.2","1.888888889","1.7","0.457777778","0.412","0.071111111","0.064","53.125","86.55462185","90","1.689101749","10.73333333","11.92592593","13.73333333","15.25925926","2.133333333","2.37037037","5.630339162","6.255932403","15.86666667","17.62962963"
"","","GHP2017NYK-PT01","","","","","","","","","GHP2017NYK-PT01-00024","","","","","","","","","3","1","10","10","8","8","9","5","","","","5","","","5","5","","7","1","1","2.12","0.46","1.12","2.58","3.7","14","0.235555556","0.092","0.184285714","1.75","1.4","1.125","0.9","0.3225","0.258","0.14","0.112","64.28571429","69.72972973","80","","7.066666667","8.833333333","8.6","10.75","3.733333333","4.666666667","","","12.33333333","15.41666667"
"","","GHP2017NYK-PT01","","","","","","","","","GHP2017NYK-PT01-00025","","","","11.194397","1.878217","1.010574","1.114027","2.4707921","3","1","10","10","8","8","21","9","7","7","3.3856051","5","65.1203156","33.54645355","3","1","15.639904","6","1","1","7.42","0.54","1.88","7.96","9.84","30","0.353333333","0.06","0.265333333","3.75","3","2.625","2.1","0.995","0.796","0.235","0.188","70","80.89430894","80","2.670297703","24.73333333","30.91666667","26.53333333","33.16666667","6.266666667","7.833333333","8.900992342","11.12624043","32.8","41"
"","","GHP2017NYK-PT01","","","","","","","","","GHP2017NYK-PT01-00026","","","","0","1.591653","0.865272","0.364673","1.2597491","3","1","10","10","9","9","23","18","1","7","2.1720159","3","71.0266266","36.36005515","1","3","14.8584042","5","2","2","7.02","1.08","3.38","8.1","11.48","41","0.305217391","0.06","0.197560976","4.555555556","4.1","2.555555556","2.3","0.9","0.81","0.375555556","0.338","56.09756098","70.55749129","90","2.945164467","23.4","26","27","30","11.26666667","12.51851852","9.817214891","10.90801655","38.26666667","42.51851852"
"","","GHP2017NYK-PT01","","","","","","","","","GHP2017NYK-PT01-00027","","","","0","1.68892","0.885776","0.392852","1.272282","3","3","10","10","10","10","14","16","5","8","3.237431","3","71.1215515","41.47592739","5","3","13.0840616","3","1","1","4.12","0.98","2.34","5.1","7.44","30","0.294285714","0.06125","0.17","3","3","1.4","1.4","0.51","0.51","0.234","0.234","46.66666667","68.5483871","100","2.115272297","13.73333333","13.73333333","17","17","7.8","7.8","7.050907656","7.050907656","24.8","24.8"
"","","GHP2017NYK-PT01","","","","","","","","","GHP2017NYK-PT01-00028","","","","0","1.620867","0.830898","0.73346","1.856604","3","1","10","10","10","10","11","9","2","8","2.302217","1","69.3115463","34.28401664","3","5","16.4007931","7","1","1","2.6","0.62","4.44","3.22","7.66","20","0.236363636","0.068888889","0.161","2","2","1.1","1.1","0.322","0.322","0.444","0.444","55","42.03655352","100","1.103945336","8.666666667","8.666666667","10.73333333","10.73333333","14.8","14.8","3.679817786","3.679817786","25.53333333","25.53333333"
"","","GHP2017NYK-PT01","","","","","","","","","GHP2017NYK-PT01-00029","","","","0","1.446362","0.762502","0.370275","1.196012","3","1","10","10","10","10","14","8","2","5","2.463903","1","74.2385712","39.73037272","5","3","12.467824","6","1","1","4.7","0.52","2.68","5.22","7.9","22","0.335714286","0.065","0.237272727","2.2","2.2","1.4","1.4","0.522","0.522","0.268","0.268","63.63636364","66.07594937","100","2.073925456","15.66666667","15.66666667","17.4","17.4","8.933333333","8.933333333","6.913084853","6.913084853","26.33333333","26.33333333"
"","","GHP2017NYK-PT01","","","","","","","","","GHP2017NYK-PT01-00003","","","","","","","","","9","1","10","10","10","10","26","5","","","","9","","","3","3","","7","2","2","4.74","0.28","0.96","5.02","5.98","31","0.182307692","0.056","0.161935484","3.1","3.1","2.6","2.6","0.502","0.502","0.096","0.096","83.87096774","83.94648829","100","","15.8","15.8","16.73333333","16.73333333","3.2","3.2","","","19.93333333","19.93333333"
"","","GHP2017NYK-PT01","","","","","","","","","GHP2017NYK-PT01-00030","","","","0","1.491887","0.760725","0.326457","0.756065","3","1","10","10","10","10","11","7","5","7","2.7169859","3","70.8015518","32.8712871","5","5","14.599968","7","1","1","1.74","0.38","1.72","2.12","3.84","18","0.158181818","0.054285714","0.117777778","1.8","1.8","1.1","1.1","0.212","0.212","0.172","0.172","61.11111111","55.20833333","100","0.696871287","5.8","5.8","7.066666667","7.066666667","5.733333333","5.733333333","2.322904288","2.322904288","12.8","12.8"
"","","GHP2017NYK-PT01","","","","","","","","","GHP2017NYK-PT01-00031","","","","1.9298992","1.865433","0.885991","0","0.484706","3","3","10","8","7","7","18","25","7","8","3.0009799","3","68.7037964","36.83584457","3","5","16.9470024","6","1","1","2.78","1.48","0.92","4.26","5.18","43","0.154444444","0.0592","0.099069767","6.142857143","4.3","2.571428571","1.8","0.608571429","0.426","0.131428571","0.092","41.86046512","82.23938224","70","1.569206979","9.266666667","13.23809524","14.2","20.28571429","3.066666667","4.380952381","5.230689929","7.472414184","17.26666667","24.66666667"
"","","GHP2017NYK-PT01","","","","","","","","","GHP2017NYK-PT01-00032","","","","26.3188553","2.1527269","1.236527","2.501375","4.3885531","3","1","10","8","7","7","10","9","8","8","3.4924531","1","52.5549927","25.70745317","3","1","23.532999","7","1","1","4.22","0.66","1.3","4.88","6.18","19","0.422","0.073333333","0.256842105","2.714285714","1.9","1.428571429","1","0.697142857","0.488","0.185714286","0.13","52.63157895","78.96440129","70","1.254523715","14.06666667","20.0952381","16.26666667","23.23809524","4.333333333","6.19047619","4.181745716","5.973922451","20.6","29.42857143"
"","","GHP2017NYK-PT01","","","","","","","","","GHP2017NYK-PT01-00033","","","","28.6399689","2.08971","1.1566989","2.416147","3.790756","1","1","10","10","9","9","9","5","8","5","3.859529","1","48.5827713","24.22138465","1","5","26.699295","6","3","3","1.4","0.22","1.52","1.62","3.14","14","0.155555556","0.044","0.115714286","1.555555556","1.4","1","0.9","0.18","0.162","0.168888889","0.152","64.28571429","51.59235669","90","0.392386431","4.666666667","5.185185185","5.4","6","5.066666667","5.62962963","1.307954771","1.453283079","10.46666667","11.62962963"
"","","GHP2017NYK-PT01","","","","","","","","","GHP2017NYK-PT01-00034","","","","20.7551231","2.052737","1.237698","0.634074","2.039808","3","1","10","10","8","8","28","9","7","6","3.083782","5","59.8044434","27.66254487","3","1","21.4409237","6","1","1","8.08","0.46","1.72","8.54","10.26","37","0.288571429","0.051111111","0.230810811","4.625","3.7","3.5","2.8","1.0675","0.854","0.215","0.172","75.67567568","83.23586745","80","2.362381332","26.93333333","33.66666667","28.46666667","35.58333333","5.733333333","7.166666667","7.87460444","9.84325555","34.2","42.75"
"","","GHP2017NYK-PT01","","","","","","","","","GHP2017NYK-PT01-00035","","","","42.0833969","1.560667","0.577693","0.428284","1.2860219","3","1","10","8","8","8","26","22","9","9","2.137888","5","68.9159546","37.33333333","1","3","14.7135305","7","1","1","3.14","1.44","0.78","4.58","5.36","48","0.120769231","0.065454545","0.095416667","6","4.8","3.25","2.6","0.5725","0.458","0.0975","0.078","54.16666667","85.44776119","80","1.709866667","10.46666667","13.08333333","15.26666667","19.08333333","2.6","3.25","5.699555555","7.124444444","17.86666667","22.33333333"
"","","GHP2017NYK-PT01","","","","","","","","","GHP2017NYK-PT01-00036","","","","5.6348362","1.617323","0.821724","0.941401","2.08799","3","3","10","10","10","10","21","21","7","8","2.2334459","5","65.5509567","30.04172462","3","3","17.8331127","7","1","1","5.1","1.06","0.94","6.16","7.1","42","0.242857143","0.05047619","0.146666667","4.2","4.2","2.1","2.1","0.616","0.616","0.094","0.094","50","86.76056338","100","1.850570237","17","17","20.53333333","20.53333333","3.133333333","3.133333333","6.168567455","6.168567455","23.66666667","23.66666667"
"","","GHP2017NYK-PT01","","","","","","","","","GHP2017NYK-PT01-00037","","","","","","","","","3","1","10","10","5","3","0","3","","","","1","","","7","9","","6","2","2","0","0.6","0.18","0.6","0.78","3","","0.2","0.2","0.6","0.3","0","0","0.12","0.06","0.036","0.018","0","76.92307692","50","","0","0","2","4","0.6","1.2","","","2.6","5.2"
"","","GHP2017NYK-PT01","","","","","","","","","GHP2017NYK-PT01-00038","","","","22.9721756","1.915061","1.105021","2.250397","3.6997061","3","1","10","10","8","8","12","7","6","5","1.985863","3","50.384182","23.06932649","1","3","26.6989861","8","1","1","2.82","0.34","1.24","3.16","4.4","19","0.235","0.048571429","0.166315789","2.375","1.9","1.5","1.2","0.395","0.316","0.155","0.124","63.15789474","71.81818182","80","0.728990717","9.4","11.75","10.53333333","13.16666667","4.133333333","5.166666667","2.429969057","3.037461321","14.66666667","18.33333333"
"","","GHP2017NYK-PT01","","","","","","","","","GHP2017NYK-PT01-00039","","","","22.4694366","1.939298","0.974414","2.802352","4.6612172","5","3","10","9","9","9","21","10","2","8","2.595556","7","68.8855972","32.95253102","3","1","12.9678202","7","1","1","8.08","0.32","2.38","8.4","10.78","31","0.384761905","0.032","0.270967742","3.444444444","3.1","2.333333333","2.1","0.933333333","0.84","0.264444444","0.238","67.74193548","77.92207792","90","2.768012606","26.93333333","29.92592593","28","31.11111111","7.933333333","8.814814815","9.226708686","10.25189854","35.93333333","39.92592593"
"","","GHP2017NYK-PT01","","","","","","","","","GHP2017NYK-PT01-00004","","","","9.2807026","2.364341","1.240443","0.514439","1.84868","7","1","10","10","6","6","7","7","6","5","4.5152779","5","56.782608","31.68593065","3","5","23.5381203","7","1","1","1.62","0.22","1.66","1.84","3.5","14","0.231428571","0.031428571","0.131428571","2.333333333","1.4","1.166666667","0.7","0.306666667","0.184","0.276666667","0.166","50","52.57142857","60","0.583021124","5.4","9","6.133333333","10.22222222","5.533333333","9.222222222","1.943403747","3.239006244","11.66666667","19.44444444"
"","","GHP2017NYK-PT01","","","","","","","","","GHP2017NYK-PT01-00040","","","","12.4570255","1.5473779","0.74327","1.165517","1.996271","3","3","10","7","7","7","20","9","8","7","2.3153739","3","67.0604935","35.03361012","1","3","14.8562841","7","1","1","6","0.68","1.86","6.68","8.54","29","0.3","0.075555556","0.230344828","4.142857143","2.9","2.857142857","2","0.954285714","0.668","0.265714286","0.186","68.96551724","78.22014052","70","2.340245156","20","28.57142857","22.26666667","31.80952381","6.2","8.857142857","7.800817187","11.14402455","28.46666667","40.66666667"
"","","GHP2017NYK-PT01","","","","","","","","","GHP2017NYK-PT01-00041","","","","18.283783","1.588392","0.733777","0.877481","1.692382","3","3","10","10","10","10","15","26","6","9","2.5308001","3","69.3790131","36.28036639","5","3","13.4009705","6","1","1","4.92","1.82","3","6.74","9.74","41","0.328","0.07","0.164390244","4.1","4.1","1.5","1.5","0.674","0.674","0.3","0.3","36.58536585","69.19917864","100","2.445296695","16.4","16.4","22.46666667","22.46666667","10","10","8.150988982","8.150988982","32.46666667","32.46666667"
"","","GHP2017NYK-PT01","","","","","","","","","GHP2017NYK-PT01-00042","","","","0","1.650846","0.989308","0.722235","1.52362","3","1","10","10","10","10","21","25","1","7","2.629389","3","68.2157593","33.07616222","3","5","15.0952854","7","1","2","6.2","1.98","2.32","8.18","10.5","46","0.295238095","0.0792","0.177826087","4.6","4.6","2.1","2.1","0.818","0.818","0.232","0.232","45.65217391","77.9047619","100","2.70563007","20.66666667","20.66666667","27.26666667","27.26666667","7.733333333","7.733333333","9.018766899","9.018766899","35","35"
"","","GHP2017NYK-PT01","","","","","","","","","GHP2017NYK-PT01-00043","","","","5.0151405","1.606213","0.711271","1.562301","2.3162999","3","1","10","10","9","9","","19","5","7","1.974262","1","62.650959","32.70841643","3","1","17.6846409","7","1","1","3.56","2.22","2.24","5.78","8.02","","","0.116842105","","","","","","0.642222222","0.578","0.248888889","0.224","","72.06982544","90","1.89054647","11.86666667","13.18518519","19.26666667","21.40740741","7.466666667","8.296296296","6.301821566","7.002023962","26.73333333","29.7037037"
"","","GHP2017NYK-PT01","","","","","","","","","GHP2017NYK-PT01-00044","","","","9.9846344","2.2725401","1.023731","1.123037","2.0103631","1","1","10","10","7","7","16","12","6","8","2.958231","1","59.0339165","31.28614158","3","1","17.2840939","8","2","2","7.8","0.68","3","8.48","11.48","28","0.4875","0.056666667","0.302857143","4","2.8","2.285714286","1.6","1.211428571","0.848","0.428571429","0.3","57.14285714","73.86759582","70","2.653064806","26","37.14285714","28.26666667","40.38095238","10","14.28571429","8.843549353","12.63364193","38.26666667","54.66666667"
"","","GHP2017NYK-PT01","","","","","","","","","GHP2017NYK-PT01-00045","","","","","","","","","5","1","10","7","4","3","0","13","","5","","3","","","3","7","","9","1","3","0","0.74","0.58","0.74","1.32","13","","0.056923077","0.056923077","3.25","1.3","0","0","0.185","0.074","0.145","0.058","0","56.06060606","40","","0","0","2.466666667","6.166666667","1.933333333","4.833333333","","","4.4","11"
"","","GHP2017NYK-PT01","","","","","","","","","GHP2017NYK-PT01-00046","","","","0","1.262642","0.722092","0.500099","1.091098","3","3","10","10","10","10","21","11","3","7","2.8728139","3","73.9846649","39.14935707","5","3","11.0869036","8","1","1","7.34","0.86","1.52","8.2","9.72","32","0.34952381","0.078181818","0.25625","3.2","3.2","2.1","2.1","0.82","0.82","0.152","0.152","65.625","84.36213992","100","3.21024728","24.46666667","24.46666667","27.33333333","27.33333333","5.066666667","5.066666667","10.70082427","10.70082427","32.4","32.4"
