"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2013KMD-AT01","","","","","","","","","GHP2013KMD-AT01-00019","","","","3","20.3","50","3.2885399","5.0915208","1","14","59","34","29","34","20","2","62.9500465","4","3","6","1","1","1.8","1.9","10","3.7","13.7","73","0.128571429","0.03220339","0.050684932","2.517241379","2.147058824","0.482758621","0.411764706","0.127586207","0.108823529","0.344827586","0.294117647","19.17808219","27.00729927","85.29411765","40.6","1.5022","1.764705882","2.068965517","3.62745098","4.252873563","9.803921569","11.49425287","1.472745098","1.726666667","13.43137255","15.74712644"
"","","GHP2013KMD-AT01","","","","","","","","","GHP2013KMD-AT01-00002","","","","4","18.9","50.8","2.0143311","3.5322521","1","45","48","34","30","34","30","4","69.1625824","5","6","6","1","1","8.5","2.9","18.5","11.4","29.9","93","0.188888889","0.060416667","0.122580645","3.1","2.735294118","1.5","1.323529412","0.38","0.335294118","0.616666667","0.544117647","48.38709677","38.1270903","88.23529412","37.20472441","4.241338583","8.333333333","9.444444444","11.17647059","12.66666667","18.1372549","20.55555556","4.158175081","4.712598425","29.31372549","33.22222222"
"","","GHP2013KMD-AT01","","","","","","","","","GHP2013KMD-AT01-00020","","","","2","21.5","50.3","1.819259","3.253763","1","17","37","34","30","34","20","1","66.0738983","5","5","6","3","3","2.8","1.6","9.8","4.4","14.2","54","0.164705882","0.043243243","0.081481481","1.8","1.588235294","0.566666667","0.5","0.146666667","0.129411765","0.326666667","0.288235294","31.48148148","30.98591549","88.23529412","42.74353877","1.880715706","2.745098039","3.111111111","4.31372549","4.888888889","9.607843137","10.88888889","1.843838927","2.089684118","13.92156863","15.77777778"
"","","GHP2013KMD-AT01","","","","","","","","","GHP2013KMD-AT01-00021","","","","2","18.2","50.3","2.540936","4.3244438","1","30","36","34","22","34","22","1","63.541935","5","5","5","1","3","5.2","1.8","9","7","16","66","0.173333333","0.05","0.106060606","3","1.941176471","1.363636364","0.882352941","0.318181818","0.205882353","0.409090909","0.264705882","45.45454545","43.75","64.70588235","36.18290258","2.532803181","5.098039216","7.878787879","6.862745098","10.60606061","8.823529412","13.63636364","2.483140373","3.837580577","15.68627451","24.24242424"
"","","GHP2013KMD-AT01","","","","","","","","","GHP2013KMD-AT01-00003","","","","2","14.9","50.6","1.898927","2.969892","1","56","31","34","29","34","29","2","60.3691444","4","6","5","1","3","11.4","1.8","9.6","13.2","22.8","87","0.203571429","0.058064516","0.151724138","3","2.558823529","1.931034483","1.647058824","0.455172414","0.388235294","0.331034483","0.282352941","64.36781609","57.89473684","85.29411765","29.44664032","3.886956522","11.17647059","13.10344828","12.94117647","15.17241379","9.411764706","11.03448276","3.810741688","4.467766117","22.35294118","26.20689655"
"","","GHP2013KMD-AT01","","","","","","","","","GHP2013KMD-AT01-00004","","","","2","18.6","50.5","2.9118891","4.3623452","1","32","46","34","30","34","30","3","65.227272","5","6","4","1","3","6.8","3.3","3.4","10.1","13.5","78","0.2125","0.07173913","0.129487179","2.6","2.294117647","1.066666667","0.941176471","0.336666667","0.297058824","0.113333333","0.1","41.02564103","74.81481481","88.23529412","36.83168317","3.72","6.666666667","7.555555556","9.901960784","11.22222222","3.333333333","3.777777778","3.647058824","4.133333333","13.23529412","15"
"","","GHP2013KMD-AT01","","","","","","","","","GHP2013KMD-AT01-00005","","","","2","20.2","51","1.657811","3.056457","1","24","64","34","29","34","23","2","66.3363342","4","4","6","1","1","2.6","2.4","6.4","5","11.4","88","0.108333333","0.0375","0.056818182","3.034482759","2.588235294","0.827586207","0.705882353","0.172413793","0.147058824","0.220689655","0.188235294","27.27272727","43.85964912","85.29411765","39.60784314","1.980392157","2.549019608","2.988505747","4.901960784","5.747126437","6.274509804","7.356321839","1.941560938","2.276312824","11.17647059","13.10344828"
"","","GHP2013KMD-AT01","","","","","","","","","GHP2013KMD-AT01-00006","","","","1","18.3","50.3","2.0621281","3.6127341","1","33","81","34","25","34","25","3","66.5552444","4","5","4","3","2","4.8","4","5.2","8.8","14","114","0.145454545","0.049382716","0.077192982","4.56","3.352941176","1.32","0.970588235","0.352","0.258823529","0.208","0.152941176","28.94736842","62.85714286","73.52941176","36.38170974","3.201590457","4.705882353","6.4","8.62745098","11.73333333","5.098039216","6.933333333","3.138814174","4.268787276","13.7254902","18.66666667"
"","","GHP2013KMD-AT01","","","","","","","","","GHP2013KMD-AT01-00007","","","","3","20.7","50.9","0.339699","1.9396451","1","27","32","30","26","34","26","4","69.6438599","5","5","4","1","1","4.6","1.4","4.2","6","10.2","59","0.17037037","0.04375","0.101694915","2.269230769","1.735294118","1.038461538","0.794117647","0.230769231","0.176470588","0.161538462","0.123529412","45.76271186","58.82352941","76.47058824","40.66797642","2.440078585","4.509803922","5.897435897","5.882352941","7.692307692","4.117647059","5.384615385","2.392233907","3.128305879","10","13.07692308"
"","","GHP2013KMD-AT01","","","","","","","","","GHP2013KMD-AT01-00008","","","","2","18.2","50.3","2.273905","3.954051","1","46","106","34","29","34","29","2","64.415062","4","5","5","1","1","7.3","6.4","8.6","13.7","22.3","152","0.158695652","0.060377358","0.090131579","5.24137931","4.470588235","1.586206897","1.352941176","0.472413793","0.402941176","0.296551724","0.252941176","30.26315789","61.43497758","85.29411765","36.18290258","4.957057654","7.156862745","8.390804598","13.43137255","15.74712644","8.431372549","9.885057471","4.859860445","5.697767418","21.8627451","25.63218391"
"","","GHP2013KMD-AT01","","","","","","","","","GHP2013KMD-AT01-00009","","","","2","19.7","50.4","5.5052471","7.7249689","1","10","29","34","30","34","20","1","56.1781425","3","3","6","1","1","1.3","1.2","7.8","2.5","10.3","39","0.13","0.04137931","0.064102564","1.3","1.147058824","0.333333333","0.294117647","0.083333333","0.073529412","0.26","0.229411765","25.64102564","24.27184466","88.23529412","39.08730159","0.97718254","1.274509804","1.444444444","2.450980392","2.777777778","7.647058824","8.666666667","0.958022098","1.085758377","10.09803922","11.44444444"
