"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023 "
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05213","","","","3","3","6.96","10","3.51","0.15","5","32","3.66","10.62","0.351","3.333333333","3.333333333","1.22","1.22","2.32","2.32","34.46327684","100","1.1712","52","52","54.22222222","54.22222222","103.1111111","103.1111111","17.35111111","17.35111111","157.3333333","157.3333333","5.49"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05214","","","","3","2","5.56","9","2.32","0","5","23.9","2.32","7.88","0.257777778","4.5","3","1.16","0.773333333","2.78","1.853333333","29.44162437","66.66666667","0.55448","34.37037037","51.55555556","34.37037037","51.55555556","82.37037037","123.5555556","8.214518519","12.32177778","116.7407407","175.1111111","1.32"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05215","","","","3","1","7.31","1","0.38","0.02","6","20","0.4","7.71","0.38","1","0.333333333","0.4","0.133333333","7.31","2.436666667","5.188067445","33.33333333","0.08","5.62962963","16.88888889","5.925925926","17.77777778","108.2962963","324.8888889","1.185185185","3.555555556","114.2222222","342.6666667","3.76"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05216","","","","3","1","6.23","5","1.48","0.07","5","33.2","1.55","7.78","0.296","5","1.666666667","1.55","0.516666667","6.23","2.076666667","19.92287918","33.33333333","0.5146","21.92592593","65.77777778","22.96296296","68.88888889","92.2962963","276.8888889","7.623703704","22.87111111","115.2592593","345.7777778","4.61"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05217","","","","3","1","8.48","1","0.65","0","6","","0.65","9.13","0.65","1","0.333333333","0.65","0.216666667","8.48","2.826666667","7.119386637","33.33333333","","9.62962963","28.88888889","9.62962963","28.88888889","125.6296296","376.8888889","","","135.2592593","405.7777778","4.41"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05218","","","","3","2","4.39","1","0.6","0.15","6","32","0.75","5.14","0.6","0.5","0.333333333","0.375","0.25","2.195","1.463333333","14.59143969","66.66666667","0.24","8.888888889","13.33333333","11.11111111","16.66666667","65.03703704","97.55555556","3.555555556","5.333333333","76.14814815","114.2222222","5.49"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05219","","","","3","3","5.07","1","0.1","0.07","6","23.7","0.17","5.24","0.1","0.333333333","0.333333333","0.056666667","0.056666667","1.69","1.69","3.244274809","100","0.04029","1.481481481","1.481481481","2.518518519","2.518518519","75.11111111","75.11111111","0.596888889","0.596888889","77.62962963","77.62962963","4.61"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05220","","","","3","1","7.62","0","0","0.06","7","","0.06","7.68","","0","0","0.06","0.02","7.62","2.54","0.78125","33.33333333","","0","0","0.888888889","2.666666667","112.8888889","338.6666667","","","113.7777778","341.3333333",""
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05221","","","","3","2","6.08","4","2.55","0.16","3","32.6","2.71","8.79","0.6375","2","1.333333333","1.355","0.903333333","3.04","2.026666667","30.83048919","66.66666667","0.88346","37.77777778","56.66666667","40.14814815","60.22222222","90.07407407","135.1111111","13.0882963","19.63244444","130.2222222","195.3333333","6.12"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05222","","","","3","1","7.07","1","1.36","0.16","6","","1.52","8.59","1.36","1","0.333333333","1.52","0.506666667","7.07","2.356666667","17.69499418","33.33333333","","20.14814815","60.44444444","22.51851852","67.55555556","104.7407407","314.2222222","","","127.2592593","381.7777778",""
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05223","","","","3","1","8.57","2","0.46","0.17","6","32.6","0.63","9.2","0.23","2","0.666666667","0.63","0.21","8.57","2.856666667","6.847826087","33.33333333","0.20538","6.814814815","20.44444444","9.333333333","28","126.962963","380.8888889","3.042666667","9.128","136.2962963","408.8888889","11.03"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05224","","","","3","1","9.12","1","0.21","0.22","6","32","0.43","9.55","0.21","1","0.333333333","0.43","0.143333333","9.12","3.04","4.502617801","33.33333333","0.1376","3.111111111","9.333333333","6.37037037","19.11111111","135.1111111","405.3333333","2.038518519","6.115555556","141.4814815","424.4444444","5.49"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05225","","","","3","2","13.17","6","0.96","0.36","6","18.2","1.32","14.49","0.16","3","2","0.66","0.44","6.585","4.39","9.109730849","66.66666667","0.24024","14.22222222","21.33333333","19.55555556","29.33333333","195.1111111","292.6666667","3.559111111","5.338666667","214.6666667","322","3.76"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05226","","","","3","2","8.01","0","0","0","9","","0","8.01","","0","0","0","0","4.005","2.67","0","66.66666667","","0","0","0","0","118.6666667","178","","","118.6666667","178",""
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05227","","","","3","2","9.15","0","0","0.11","6","","0.11","9.26","","0","0","0.055","0.036666667","4.575","3.05","1.187904968","66.66666667","","0","0","1.62962963","2.444444444","135.5555556","203.3333333","","","137.1851852","205.7777778","3.76"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05228","","","","3","1","6.04","4","1.18","0.04","6","23.9","1.22","7.26","0.295","4","1.333333333","1.22","0.406666667","6.04","2.013333333","16.80440771","33.33333333","0.29158","17.48148148","52.44444444","18.07407407","54.22222222","89.48148148","268.4444444","4.319703704","12.95911111","107.5555556","322.6666667","10.5"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05229","","","","3","2","20.12","1","0.15","0.24","7","36.9","0.39","20.51","0.15","0.5","0.333333333","0.195","0.13","10.06","6.706666667","1.901511458","66.66666667","0.14391","2.222222222","3.333333333","5.777777778","8.666666667","298.0740741","447.1111111","2.132","3.198","303.8518519","455.7777778","3.96"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05230","","","","3","1","6.46","1","0.15","0.09","6","30.6","0.24","6.7","0.15","1","0.333333333","0.24","0.08","6.46","2.153333333","3.582089552","33.33333333","0.07344","2.222222222","6.666666667","3.555555556","10.66666667","95.7037037","287.1111111","1.088","3.264","99.25925926","297.7777778","7.76"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05231","","","","3","2","7.31","2","0.24","0.4","6","34","0.64","7.95","0.12","1","0.666666667","0.32","0.213333333","3.655","2.436666667","8.050314465","66.66666667","0.2176","3.555555556","5.333333333","9.481481481","14.22222222","108.2962963","162.4444444","3.223703704","4.835555556","117.7777778","176.6666667","10.5"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05232","","","","3","2","7.93","2","0.36","0.5","6","33.7","0.86","8.79","0.18","1","0.666666667","0.43","0.286666667","3.965","2.643333333","9.783845279","66.66666667","0.28982","5.333333333","8","12.74074074","19.11111111","117.4814815","176.2222222","4.29362963","6.440444444","130.2222222","195.3333333","10.5"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05233","","","","3","2","12.64","7","1.82","0.61","6","35.3","2.43","15.07","0.26","3.5","2.333333333","1.215","0.81","6.32","4.213333333","16.12475116","66.66666667","0.85779","26.96296296","40.44444444","36","54","187.2592593","280.8888889","12.708","19.062","223.2592593","334.8888889","14.37"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05234","","","","3","3","5.21","7","1.41","0.91","5","35.1","2.32","7.53","0.201428571","2.333333333","2.333333333","0.773333333","0.773333333","1.736666667","1.736666667","30.81009296","100","0.81432","20.88888889","20.88888889","34.37037037","34.37037037","77.18518519","77.18518519","12.064","12.064","111.5555556","111.5555556","14.37"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05235","","","","3","2","5.87","8","1.58","0.53","6","33.9","2.11","7.98","0.1975","4","2.666666667","1.055","0.703333333","2.935","1.956666667","26.44110276","66.66666667","0.71529","23.40740741","35.11111111","31.25925926","46.88888889","86.96296296","130.4444444","10.59688889","15.89533333","118.2222222","177.3333333","10.5"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05236","","","","3","2","6.66","8","1.42","0.19","5","31.6","1.61","8.27","0.1775","4","2.666666667","0.805","0.536666667","3.33","2.22","19.46795647","66.66666667","0.50876","21.03703704","31.55555556","23.85185185","35.77777778","98.66666667","148","7.537185185","11.30577778","122.5185185","183.7777778","10.5"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05237","","","","3","1","7.68","6","1.07","0.26","6","35.2","1.33","9.01","0.178333333","6","2","1.33","0.443333333","7.68","2.56","14.76137625","33.33333333","0.46816","15.85185185","47.55555556","19.7037037","59.11111111","113.7777778","341.3333333","6.935703704","20.80711111","133.4814815","400.4444444","7.76"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05238","","","","3","3","7.72","6","2.11","0.05","6","38.1","2.16","9.88","0.351666667","2","2","0.72","0.72","2.573333333","2.573333333","21.86234818","100","0.82296","31.25925926","31.25925926","32","32","114.3703704","114.3703704","12.192","12.192","146.3703704","146.3703704","11.03"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05239","","","","3","1","4.92","1","0.11","0.16","5","23.7","0.27","5.19","0.11","1","0.333333333","0.27","0.09","4.92","1.64","5.202312139","33.33333333","0.06399","1.62962963","4.888888889","4","12","72.88888889","218.6666667","0.948","2.844","76.88888889","230.6666667","10.5"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05240","","","","3","3","6.64","1","0.24","0.13","5","20.8","0.37","7.01","0.24","0.333333333","0.333333333","0.123333333","0.123333333","2.213333333","2.213333333","5.278174037","100","0.07696","3.555555556","3.555555556","5.481481481","5.481481481","98.37037037","98.37037037","1.140148148","1.140148148","103.8518519","103.8518519","7.76"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05241","","","","3","1","4.73","2","0.37","0.22","6","18.8","0.59","5.32","0.185","2","0.666666667","0.59","0.196666667","4.73","1.576666667","11.09022556","33.33333333","0.11092","5.481481481","16.44444444","8.740740741","26.22222222","70.07407407","210.2222222","1.643259259","4.929777778","78.81481481","236.4444444","11.03"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05242","","","","3","2","0.94","2","0.31","0.09","6","20","0.4","1.34","0.155","1","0.666666667","0.2","0.133333333","0.47","0.313333333","29.85074627","66.66666667","0.08","4.592592593","6.888888889","5.925925926","8.888888889","13.92592593","20.88888889","1.185185185","1.777777778","19.85185185","29.77777778","10.5"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05243","","","","3","3","7.83","5","1.35","0.23","6","22.1","1.58","9.41","0.27","1.666666667","1.666666667","0.526666667","0.526666667","2.61","2.61","16.79064825","100","0.34918","20","20","23.40740741","23.40740741","116","116","5.173037037","5.173037037","139.4074074","139.4074074","5.49"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05244","","","","3","2","4.46","7","2.23","0.09","5","18.8","2.32","6.78","0.318571429","3.5","2.333333333","1.16","0.773333333","2.23","1.486666667","34.21828909","66.66666667","0.43616","33.03703704","49.55555556","34.37037037","51.55555556","66.07407407","99.11111111","6.46162963","9.692444444","100.4444444","150.6666667","5.46"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05245","","","","3","1","7.11","4","1.18","0.11","5","19.1","1.29","8.4","0.295","4","1.333333333","1.29","0.43","7.11","2.37","15.35714286","33.33333333","0.24639","17.48148148","52.44444444","19.11111111","57.33333333","105.3333333","316","3.650222222","10.95066667","124.4444444","373.3333333","7.76"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05246","","","","3","3","12.13","8","5.17","0.09","6","21.3","5.26","17.39","0.64625","2.666666667","2.666666667","1.753333333","1.753333333","4.043333333","4.043333333","30.24726855","100","1.12038","76.59259259","76.59259259","77.92592593","77.92592593","179.7037037","179.7037037","16.59822222","16.59822222","257.6296296","257.6296296","3.96"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05247","","","","3","1","8.46","2","0.37","0.28","6","20.5","0.65","9.11","0.185","2","0.666666667","0.65","0.216666667","8.46","2.82","7.135016465","33.33333333","0.13325","5.481481481","16.44444444","9.62962963","28.88888889","125.3333333","376","1.974074074","5.922222222","134.962963","404.8888889","7.76"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05248","","","","3","2","8.72","8","1.12","0.08","6","21.6","1.2","9.92","0.14","4","2.666666667","0.6","0.4","4.36","2.906666667","12.09677419","66.66666667","0.2592","16.59259259","24.88888889","17.77777778","26.66666667","129.1851852","193.7777778","3.84","5.76","146.962963","220.4444444","12.39"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05249","","","","3","0","0","0","0","0","","","0","0","","","0","","0","","0","","0","","0","","0","","0","","","","0","",""
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05250","","","","3","2","6.03","4","0.53","0.35","5","26.9","0.88","6.91","0.1325","2","1.333333333","0.44","0.293333333","3.015","2.01","12.73516643","66.66666667","0.23672","7.851851852","11.77777778","13.03703704","19.55555556","89.33333333","134","3.506962963","5.260444444","102.3703704","153.5555556","7.76"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05251","","","","3","2","4.69","3","1.19","0.19","6","20.8","1.38","6.07","0.396666667","1.5","1","0.69","0.46","2.345","1.563333333","22.73476112","66.66666667","0.28704","17.62962963","26.44444444","20.44444444","30.66666667","69.48148148","104.2222222","4.252444444","6.378666667","89.92592593","134.8888889","10.5"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05252","","","","3","2","6.03","4","0.92","0.26","6","20.2","1.18","7.21","0.23","2","1.333333333","0.59","0.393333333","3.015","2.01","16.36615811","66.66666667","0.23836","13.62962963","20.44444444","17.48148148","26.22222222","89.33333333","134","3.531259259","5.296888889","106.8148148","160.2222222","10.5"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05253","","","","3","3","10.92","5","4.01","0.33","6","24.2","4.34","15.26","0.802","1.666666667","1.666666667","1.446666667","1.446666667","3.64","3.64","28.44036697","100","1.05028","59.40740741","59.40740741","64.2962963","64.2962963","161.7777778","161.7777778","15.5597037","15.5597037","226.0740741","226.0740741","11.03"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05254","","","","3","2","10.28","5","2.45","0.4","6","20.3","2.85","13.13","0.49","2.5","1.666666667","1.425","0.95","5.14","3.426666667","21.70601676","66.66666667","0.57855","36.2962963","54.44444444","42.22222222","63.33333333","152.2962963","228.4444444","8.571111111","12.85666667","194.5185185","291.7777778","11.03"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05255","","","","3","2","9.68","0","0","0.17","6","","0.17","9.85","","0","0","0.085","0.056666667","4.84","3.226666667","1.725888325","66.66666667","","0","0","2.518518519","3.777777778","143.4074074","215.1111111","","","145.9259259","218.8888889","3.76"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05256","","","","3","0","0","0","0","0","","","0","0","","","0","","0","","0","","0","","0","","0","","0","","","","0","",""
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05257","","","","3","1","6.46","0","0","0.06","7","","0.06","6.52","","0","0","0.06","0.02","6.46","2.153333333","0.920245399","33.33333333","","0","0","0.888888889","2.666666667","95.7037037","287.1111111","","","96.59259259","289.7777778","4.61"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05258","","","","3","2","13.15","","","","7","","","","","","","","","6.575","4.383333333","","66.66666667","","","","","","194.8148148","292.2222222","","","","","11.03"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05259","","","","3","3","12.18","1","0.12","0.02","7","29.3","0.14","12.32","0.12","0.333333333","0.333333333","0.046666667","0.046666667","4.06","4.06","1.136363636","100","0.04102","1.777777778","1.777777778","2.074074074","2.074074074","180.4444444","180.4444444","0.607703704","0.607703704","182.5185185","182.5185185","4.61"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05260","","","","3","2","8.22","2","0.47","0.28","6","25.7","0.75","8.97","0.235","1","0.666666667","0.375","0.25","4.11","2.74","8.361204013","66.66666667","0.19275","6.962962963","10.44444444","11.11111111","16.66666667","121.7777778","182.6666667","2.855555556","4.283333333","132.8888889","199.3333333","10.5"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05261","","","","3","3","6.75","0","0","0.29","6","","0.29","7.04","","0","0","0.096666667","0.096666667","2.25","2.25","4.119318182","100","","0","0","4.296296296","4.296296296","100","100","","","104.2962963","104.2962963","7.76"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05262","","","","3","1","3.77","","","","7","","","","","","","","","3.77","1.256666667","","33.33333333","","","","","","55.85185185","167.5555556","","","","","5.46"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05263","","","","3","3","6.87","13","4.12","0.74","5","19.4","4.86","11.73","0.316923077","4.333333333","4.333333333","1.62","1.62","2.29","2.29","41.43222506","100","0.94284","61.03703704","61.03703704","72","72","101.7777778","101.7777778","13.968","13.968","173.7777778","173.7777778","7.76"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05264","","","","3","3","7.26","5","2.15","0.21","5","18.6","2.36","9.62","0.43","1.666666667","1.666666667","0.786666667","0.786666667","2.42","2.42","24.53222453","100","0.43896","31.85185185","31.85185185","34.96296296","34.96296296","107.5555556","107.5555556","6.503111111","6.503111111","142.5185185","142.5185185","10.5"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05265","","","","3","1","0.26","0","0","0","9","","0","0.26","","0","0","0","0","0.26","0.086666667","0","33.33333333","","0","0","0","0","3.851851852","11.55555556","","","3.851851852","11.55555556",""
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05266","","","","3","3","6","11","3.51","0.24","5","18.1","3.75","9.75","0.319090909","3.666666667","3.666666667","1.25","1.25","2","2","38.46153846","100","0.67875","52","52","55.55555556","55.55555556","88.88888889","88.88888889","10.05555556","10.05555556","144.4444444","144.4444444","10.5"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05267","","","","3","2","8.26","7","5.72","0.4","6","18.7","6.12","14.38","0.817142857","3.5","2.333333333","3.06","2.04","4.13","2.753333333","42.55910987","66.66666667","1.14444","84.74074074","127.1111111","90.66666667","136","122.3703704","183.5555556","16.95466667","25.432","213.037037","319.5555556","12.39"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05268","","","","3","1","6.9","3","1.21","0.22","5","18.6","1.43","8.33","0.403333333","3","1","1.43","0.476666667","6.9","2.3","17.16686675","33.33333333","0.26598","17.92592593","53.77777778","21.18518519","63.55555556","102.2222222","306.6666667","3.940444444","11.82133333","123.4074074","370.2222222","4.61"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05269","","","","3","2","4.4","5","2.74","0.15","5","17.9","2.89","7.29","0.548","2.5","1.666666667","1.445","0.963333333","2.2","1.466666667","39.64334705","66.66666667","0.51731","40.59259259","60.88888889","42.81481481","64.22222222","65.18518519","97.77777778","7.663851852","11.49577778","108","162","7.76"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05270","","","","3","3","9.04","10","2.56","0.43","5","17.4","2.99","12.03","0.256","3.333333333","3.333333333","0.996666667","0.996666667","3.013333333","3.013333333","24.85453034","100","0.52026","37.92592593","37.92592593","44.2962963","44.2962963","133.9259259","133.9259259","7.707555556","7.707555556","178.2222222","178.2222222","10.5"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05271","","","","3","2","2.42","","","","7","","","","","","","","","1.21","0.806666667","","66.66666667","","","","","","35.85185185","53.77777778","","","","","5.49"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05272","","","","3","1","1.51","2","0.73","0.07","6","20.1","0.8","2.31","0.365","2","0.666666667","0.8","0.266666667","1.51","0.503333333","34.63203463","33.33333333","0.1608","10.81481481","32.44444444","11.85185185","35.55555556","22.37037037","67.11111111","2.382222222","7.146666667","34.22222222","102.6666667","7.76"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05273","","","","3","1","3.7","","","","7","","","","","","","","","3.7","1.233333333","","33.33333333","","","","","","54.81481481","164.4444444","","","","","5.49"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05274","","","","3","1","7.73","2","0.47","0.13","6","23.6","0.6","8.33","0.235","2","0.666666667","0.6","0.2","7.73","2.576666667","7.202881152","33.33333333","0.1416","6.962962963","20.88888889","8.888888889","26.66666667","114.5185185","343.5555556","2.097777778","6.293333333","123.4074074","370.2222222","5.49"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05275","","","","3","1","5.04","3","2.34","0","6","23","2.34","7.38","0.78","3","1","2.34","0.78","5.04","1.68","31.70731707","33.33333333","0.5382","34.66666667","104","34.66666667","104","74.66666667","224","7.973333333","23.92","109.3333333","328","11.03"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05276","","","","3","2","5.98","3","1.52","0.21","5","21.7","1.73","7.71","0.506666667","1.5","1","0.865","0.576666667","2.99","1.993333333","22.4383917","66.66666667","0.37541","22.51851852","33.77777778","25.62962963","38.44444444","88.59259259","132.8888889","5.56162963","8.342444444","114.2222222","171.3333333","11.03"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05277","","","","3","2","9.01","3","1.84","0","6","22.6","1.84","10.85","0.613333333","1.5","1","0.92","0.613333333","4.505","3.003333333","16.95852535","66.66666667","0.41584","27.25925926","40.88888889","27.25925926","40.88888889","133.4814815","200.2222222","6.160592593","9.240888889","160.7407407","241.1111111","3.76"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05278","","","","3","1","8.32","1","0.67","0.04","6","22.7","0.71","9.03","0.67","1","0.333333333","0.71","0.236666667","8.32","2.773333333","7.862679956","33.33333333","0.16117","9.925925926","29.77777778","10.51851852","31.55555556","123.2592593","369.7777778","2.387703704","7.163111111","133.7777778","401.3333333","11.03"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05279","","","","3","2","10.89","0","0","0","9","","0","10.89","","0","0","0","0","5.445","3.63","0","66.66666667","","0","0","0","0","161.3333333","242","","","161.3333333","242",""
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05280","","","","3","1","10.66","1","0.12","0.05","7","28.8","0.17","10.83","0.12","1","0.333333333","0.17","0.056666667","10.66","3.553333333","1.569713758","33.33333333","0.04896","1.777777778","5.333333333","2.518518519","7.555555556","157.9259259","473.7777778","0.725333333","2.176","160.4444444","481.3333333","0.69"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05281","","","","3","3","7.84","3","1.32","0.7","6","28.3","2.02","9.86","0.44","1","1","0.673333333","0.673333333","2.613333333","2.613333333","20.48681542","100","0.57166","19.55555556","19.55555556","29.92592593","29.92592593","116.1481481","116.1481481","8.469037037","8.469037037","146.0740741","146.0740741","1.76"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05282","","","","3","1","3.85","3","1.16","0.29","6","28.2","1.45","5.3","0.386666667","3","1","1.45","0.483333333","3.85","1.283333333","27.35849057","33.33333333","0.4089","17.18518519","51.55555556","21.48148148","64.44444444","57.03703704","171.1111111","6.057777778","18.17333333","78.51851852","235.5555556","1.04"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05283","","","","3","1","5.63","0","0","0.29","7","","0.29","5.92","","0","0","0.29","0.096666667","5.63","1.876666667","4.898648649","33.33333333","","0","0","4.296296296","12.88888889","83.40740741","250.2222222","","","87.7037037","263.1111111","0.69"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05284","","","","3","1","9.89","0","0","0.18","7","","0.18","10.07","","0","0","0.18","0.06","9.89","3.296666667","1.787487587","33.33333333","","0","0","2.666666667","8","146.5185185","439.5555556","","","149.1851852","447.5555556","1.74"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05285","","","","3","2","4.65","6","2.85","0.25","5","25.9","3.1","7.75","0.475","3","2","1.55","1.033333333","2.325","1.55","40","66.66666667","0.8029","42.22222222","63.33333333","45.92592593","68.88888889","68.88888889","103.3333333","11.89481481","17.84222222","114.8148148","172.2222222","1.17"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05286","","","","3","1","3.82","1","0.16","0","6","28.3","0.16","3.98","0.16","1","0.333333333","0.16","0.053333333","3.82","1.273333333","4.020100503","33.33333333","0.04528","2.37037037","7.111111111","2.37037037","7.111111111","56.59259259","169.7777778","0.670814815","2.012444444","58.96296296","176.8888889","1.76"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05287","","","","3","3","7.92","4","2.12","0","5","22.6","2.12","10.04","0.53","1.333333333","1.333333333","0.706666667","0.706666667","2.64","2.64","21.11553785","100","0.47912","31.40740741","31.40740741","31.40740741","31.40740741","117.3333333","117.3333333","7.098074074","7.098074074","148.7407407","148.7407407","3.03"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-05288","","","","3","2","7.75","4","2.61","0.1","6","24.9","2.71","10.46","0.6525","2","1.333333333","1.355","0.903333333","3.875","2.583333333","25.9082218","66.66666667","0.67479","38.66666667","58","40.14814815","60.22222222","114.8148148","172.2222222","9.996888889","14.99533333","154.962963","232.4444444","5.46"
