"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Content of maltose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001051","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00050","","","","30","27","5.52","39","5.14","2.86","4","8","13.52","0.131794872","1.444444444","1.3","0.296296296","0.266666667","0.204444444","0.184","59.17159763","90","7.614814815","8.46090535","11.85185185","13.16872428","8.177777778","9.086419753","20.02962963","22.25514403","51.8","12.5","5.5630665","66.6426086","1.953342","1.3206148","172.1673584","122.7932892","52.3553162","2.0172997","4.0256138","20.2597103","0.2270021","24.13127413","1.930501931","2.86000286","3.177780956"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00074","","","","30","10","2.2","5","0.62","0.56","6","1.18","3.38","0.124","0.5","0.166666667","0.118","0.039333333","0.22","0.073333333","34.9112426","33.33333333","0.918518519","2.755555556","1.748148148","5.244444444","3.259259259","9.777777778","5.007407407","15.02222222","21.2","5.4","6.351697","66.6669006","2.1004686","1.4177003","282.6758423","163.381897","51.6811333","2.6426973","5.0741973","18.9494476","0.4863873","25.47169811","0.300566038","0.445283019","1.335849057"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00098","","","","30","24","4.2","16","2.44","1.2","6","3.64","7.84","0.1525","0.666666667","0.533333333","0.151666667","0.121333333","0.175","0.14","46.42857143","80","3.614814815","4.518518519","5.392592593","6.740740741","6.222222222","7.777777778","11.61481481","14.51851852","50.6","13","4.1718025","46.2576599","1.5410976","0.907505","119.2674561","88.8496246","60.7345161","6.0204687","9.1553545","5.8499479","0.2605591","25.6916996","0.935177866","1.38544869","1.731810862"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00122","","","","30","23","11.94","53","12","1.28","4","13.28","25.22","0.226415094","2.304347826","1.766666667","0.577391304","0.442666667","0.519130435","0.398","52.65662173","76.66666667","17.77777778","23.1884058","19.67407407","25.66183575","17.68888889","23.07246377","37.36296296","48.73429952","50.6","12.2","5.192049","60.5994568","1.9713812","1.2457194","148.4193115","100.5033569","56.7226295","4.9221582","7.862946","9.8004198","0.5890694","24.11067194","3.201897233","4.743551457","6.18724103"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00146","","","","30","24","26.26","24","3.3","1.52","6","4.82","31.08","0.1375","1","0.8","0.200833333","0.160666667","1.094166667","0.875333333","15.50836551","80","4.888888889","6.111111111","7.140740741","8.925925926","38.9037037","48.62962963","46.04444444","57.55555556","50.4","11.1","5.6592045","69.2741699","2.3000054","1.4763336","147.8876953","126.8467255","56.6346474","2.0864563","4.3874636","14.944869","0.4344187","22.02380952","1.061547619","1.572663139","1.965828924"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00170","","","","30","18","4.8","26","6.75","0.82","5","7.57","12.37","0.259615385","1.444444444","0.866666667","0.420555556","0.252333333","0.266666667","0.16","61.19644301","60","10","16.66666667","11.21481481","18.69135802","7.111111111","11.85185185","18.32592593","30.54320988","50.2","12.6","5.2174206","50.8655701","1.7345171","1.2087336","179.1838379","121.2408142","63.1798134","3.0267324","5.668674","11.2825775","0.3660345","25.09960159","1.900039841","2.814873838","4.691456397"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00003","","","","30","28","13.76","42","7.12","4.52","4","11.64","25.4","0.16952381","1.5","1.4","0.415714286","0.388","0.491428571","0.458666667","45.82677165","93.33333333","10.54814815","11.3015873","17.24444444","18.47619048","20.38518519","21.84126984","37.62962963","40.31746032","50.7","9.8","6.70821","76.0778503","2.1266623","1.3819294","215.2865601","134.032547","47.0656242","3.9591999","6.9224696","22.7378044","0.6580667","19.32938856","2.249940828","3.333245672","3.571334648"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00027","","","","30","25","9.54","25","2.82","3.72","6","6.54","16.08","0.1128","1","0.833333333","0.2616","0.218","0.3816","0.318","40.67164179","83.33333333","4.177777778","5.013333333","9.688888889","11.62666667","14.13333333","16.96","23.82222222","28.58666667","50.9","10.6","4.3822899","46.6456299","1.9130197","1.2639155","225.0585938","140.1506042","47.86409","6.0360861","9.2589035","17.7385712","0.8987942","20.82514735","1.361964637","2.017725387","2.421270465"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00051","","","","30","25","9.28","28","2.44","1.9","6","4.34","13.62","0.087142857","1.12","0.933333333","0.1736","0.144666667","0.3712","0.309333333","31.86490455","83.33333333","3.614814815","4.337777778","6.42962963","7.715555556","13.74814815","16.49777778","20.17777778","24.21333333","50","11.3","5.1481647","62.2165222","2.1415067","1.5145407","231.8899536","139.7522736","56.514225","2.4527206","4.659152","15.4116955","0.6187391","22.6","0.98084","1.453096296","1.743715556"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00075","","","","30","24","6.66","38","6.7","2.82","4","9.52","16.18","0.176315789","1.583333333","1.266666667","0.396666667","0.317333333","0.2775","0.222","58.83807169","80","9.925925926","12.40740741","14.1037037","17.62962963","9.866666667","12.33333333","23.97037037","29.96296296","51.1","10.5","6.8326788","87.780426","2.215214","1.5807424","176.8798828","135.4125519","47.4196281","2.6178598","5.2585387","25.6751308","0.9397793","20.54794521","1.956164384","2.898021309","3.622526636"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00099","","","","30","29","12.28","55","9.54","2.34","4","11.88","24.16","0.173454545","1.896551724","1.833333333","0.409655172","0.396","0.423448276","0.409333333","49.17218543","96.66666667","14.13333333","14.62068966","17.6","18.20689655","18.19259259","18.81992337","35.79259259","37.02681992","50.7","14.9","2.5090866","9.3292847","0.9305792","0.8693013","132.791626","94.3975372","68.8471298","3.000596","5.0261626","9.9615459","0.1458969","29.38856016","3.491360947","5.172386588","5.350744746"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00123","","","","30","21","7.76","36","8.08","1.16","5","9.24","17","0.224444444","1.714285714","1.2","0.44","0.308","0.36952381","0.258666667","54.35294118","70","11.97037037","17.1005291","13.68888889","19.55555556","11.4962963","16.42328042","25.18518519","35.97883598","51.3","12.4","6.3702011","40.5794373","1.9897857","1.3769135","87.1582031","104.1858826","58.2794495","2.4685602","4.7630401","14.1958733","0","24.17153996","2.233450292","3.308815248","4.726878926"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00147","","","","30","27","4.32","31","4.26","2.52","4","6.78","11.1","0.137419355","1.148148148","1.033333333","0.251111111","0.226","0.16","0.144","61.08108108","90","6.311111111","7.012345679","10.04444444","11.16049383","6.4","7.111111111","16.44444444","18.27160494","51.8","9.5","5.3062801","76.5365295","2.0505857","1.1355791","185.3765869","114.4013367","46.809967","10.1368761","15.2387552","8.175169","0.6492186","18.33976834","1.243436293","1.842127842","2.046808713"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00171","","","","30","22","5.22","84","12.64","1.92","3","14.56","19.78","0.15047619","3.818181818","2.8","0.661818182","0.485333333","0.237272727","0.174","73.60970677","73.33333333","18.72592593","25.53535354","21.57037037","29.41414141","7.733333333","10.54545455","29.3037037","39.95959596","50.5","10","7.4973545","73.9980164","2.1810269","1.4913568","103.1503906","101.3757324","46.3454781","2.3460007","4.7709579","26.015377","0.6220722","19.8019802","2.883168317","4.271360469","5.824582458"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00004","","","","30","15","13.6","29","9.74","0.7","5","10.44","24.04","0.335862069","1.933333333","0.966666667","0.696","0.348","0.906666667","0.453333333","43.42762063","50","14.42962963","28.85925926","15.46666667","30.93333333","20.14814815","40.2962963","35.61481481","71.22962963","50.8","14.5","3.347002","","1.1137209","0.9239726","176.6691895","107.8405457","67.8072586","4.0950279","6.5911469","6.9298725","0.6154404","28.54330709","2.97992126","4.414698163","8.829396325"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00028","","","","30","28","7.4","12","1.7","0.56","5","2.26","9.66","0.141666667","0.428571429","0.4","0.080714286","0.075333333","0.264285714","0.246666667","23.39544513","93.33333333","2.518518519","2.698412698","3.348148148","3.587301587","10.96296296","11.74603175","14.31111111","15.33333333","51.1","13.1","5.7218151","56.2674255","1.8698606","1.3079696","149.7906494","103.9839783","59.5036316","2.8356533","5.1375303","12.8967867","0.6471224","25.63600783","0.579373777","0.858331521","0.919640916"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00052","","","","30","23","8.68","44","5.98","2.36","6","8.34","17.02","0.135909091","1.913043478","1.466666667","0.362608696","0.278","0.377391304","0.289333333","49.00117509","76.66666667","8.859259259","11.55555556","12.35555556","16.11594203","12.85925926","16.77294686","25.21481481","32.88888889","51.6","11.3","8.3120909","","2.1837759","1.486834","181.8382568","148.5435028","58.8354187","4.1023874","7.0132499","11.948781","0.9482536","21.89922481","1.826395349","2.705770887","3.529266375"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00076","","","","30","14","2.14","0","0","0.32","6","0.32","2.46","","0","0","0.022857143","0.010666667","0.152857143","0.071333333","13.00813008","46.66666667","0","0","0.474074074","1.015873016","3.17037037","6.793650794","3.644444444","7.80952381","","","","","","","","","","","","","","","","",""
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00100","","","","30","27","5.42","30","2.93","2.9","5","5.83","11.25","0.097666667","1.111111111","1","0.215925926","0.194333333","0.200740741","0.180666667","51.82222222","90","4.340740741","4.823045267","8.637037037","9.596707819","8.02962963","8.9218107","16.66666667","18.51851852","50.1","14.2","4.7371407","66.9931641","1.6557965","1.2161255","158.5273438","105.201889","62.947094","1.8371773","3.6582198","13.7749805","0.2975092","28.34331337","1.65241517","2.448022474","2.720024971"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00124","","","","30","20","8","52","10.3","2.74","6","13.04","21.04","0.198076923","2.6","1.733333333","0.652","0.434666667","0.4","0.266666667","61.97718631","66.66666667","15.25925926","22.88888889","19.31851852","28.97777778","11.85185185","17.77777778","31.17037037","46.75555556","50.4","10.9","6.1569767","81.1755371","2.084404","1.4301558","232.567688","138.0105896","46.4115562","2.9509249","5.2678399","26.3361092","1.0366373","21.62698413","2.82015873","4.178012934","6.2670194"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00148","","","","30","22","10.04","40","6.22","2.5","5","8.72","18.76","0.1555","1.818181818","1.333333333","0.396363636","0.290666667","0.456363636","0.334666667","46.48187633","73.33333333","9.214814815","12.56565657","12.91851852","17.61616162","14.87407407","20.28282828","27.79259259","37.8989899","50.9","12.5","8.377327","31.0415344","2.5871222","1.6323199","191.7919312","150.868103","59.7226143","2.8088274","5.3490949","10.3022013","0.4407358","24.55795678","2.141453831","3.172524194","4.326169356"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00172","","","","30","18","5.17","35","6.18","0.82","4","7","12.17","0.176571429","1.944444444","1.166666667","0.388888889","0.233333333","0.287222222","0.172333333","57.51848809","60","9.155555556","15.25925926","10.37037037","17.28395062","7.659259259","12.7654321","18.02962963","30.04938272","50.6","11.1","6.4524174","66.2957458","2.0517364","1.329051","178.4526367","118.5516968","51.5918427","4.3834839","7.1795287","16.9328403","0.574069","21.93675889","1.535573123","2.274923144","3.791538574"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00005","","","","30","16","2.94","20","2.26","1.44","5","3.7","6.64","0.113","1.25","0.666666667","0.23125","0.123333333","0.18375","0.098","55.72289157","53.33333333","3.348148148","6.277777778","5.481481481","10.27777778","4.355555556","8.166666667","9.837037037","18.44444444","50.7","13.5","7.1094141","63.7729492","2.0242133","1.3969994","243.0484619","135.2666321","59.1887398","2.9497442","5.7632179","12.5483437","0.5199585","26.62721893","0.985207101","1.459566075","2.736686391"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00029","","","","30","19","2.75","25","3.92","1.38","6","5.3","8.05","0.1568","1.315789474","0.833333333","0.278947368","0.176666667","0.144736842","0.091666667","65.83850932","63.33333333","5.807407407","9.169590643","7.851851852","12.39766082","4.074074074","6.432748538","11.92592593","18.83040936","50.6","10.5","8.5971022","68.5969849","2.4484468","1.5217671","223.3501587","141.9475555","43.245224","7.3618364","11.7618828","17.2408504","1.0152082","20.75098814","1.099802372","1.629336847","2.572637126"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00053","","","","30","14","3.68","8","1.56","0.8","5","2.36","6.04","0.195","0.571428571","0.266666667","0.168571429","0.078666667","0.262857143","0.122666667","39.07284768","46.66666667","2.311111111","4.952380952","3.496296296","7.492063492","5.451851852","11.68253968","8.948148148","19.17460317","51.6","11","6.0987358","70.9283752","2.0923705","1.4210119","197.4866943","141.9987488","55.9503136","3.2209454","5.9056244","17.1690788","0.8067093","21.31782946","0.503100775","0.745334482","1.597145318"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00077","","","","30","26","5.14","46","6.84","2.37","6","9.21","14.35","0.148695652","1.769230769","1.533333333","0.354230769","0.307","0.197692308","0.171333333","64.18118467","86.66666667","10.13333333","11.69230769","13.64444444","15.74358974","7.614814815","8.786324786","21.25925926","24.52991453","50.9","9.3","6.4338617","67.7267151","2.018889","1.2208776","86.2213135","90.1719513","46.0438461","8.1774435","12.204999","18.0719757","0.8385696","18.27111984","1.682770138","2.492992796","2.87653015"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00101","","","","30","18","5.72","15","1.88","2.16","6","4.04","9.76","0.125333333","0.833333333","0.5","0.224444444","0.134666667","0.317777778","0.190666667","41.39344262","60","2.785185185","4.641975309","5.985185185","9.975308642","8.474074074","14.12345679","14.45925926","24.09876543","51.3","11","4.0967827","55.337616","1.6901298","1.1130004","122.9418945","115.666153","52.7985611","5.0679502","8.2776518","17.2538414","0.9227228","21.44249513","0.866276803","1.283373042","2.138955069"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00125","","","","30","19","6.83","56","12.2","1.72","3","13.92","20.75","0.217857143","2.947368421","1.866666667","0.732631579","0.464","0.359473684","0.227666667","67.08433735","63.33333333","18.07407407","28.5380117","20.62222222","32.56140351","10.11851852","15.97660819","30.74074074","48.5380117","50.2","11.3","5.343811","80.3213501","1.8233314","1.2543693","172.7128906","106.0503845","46.8240089","2.6799231","4.7863402","27.0031147","0.8898573","22.50996016","3.133386454","4.642054006","7.329558957"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00149","","","","30","20","11.96","28","4.3","1.66","5","5.96","17.92","0.153571429","1.4","0.933333333","0.298","0.198666667","0.598","0.398666667","33.25892857","66.66666667","6.37037037","9.555555556","8.82962963","13.24444444","17.71851852","26.57777778","26.54814815","39.82222222","50.3","13.3","5.4612274","53.9767151","1.6885252","1.0726843","207.4831543","128.9680328","61.3809853","5.4733486","8.4877577","7.0539865","0.4224491","26.44135189","1.575904573","2.334673441","3.502010161"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00173","","","","30","28","14.38","125","19.1","5.26","3","24.36","38.74","0.1528","4.464285714","4.166666667","0.87","0.812","0.513571429","0.479333333","62.88074342","93.33333333","28.2962963","30.31746032","36.08888889","38.66666667","21.3037037","22.82539683","57.39259259","61.49206349","50.8","9.4","6.294754","72.5575256","1.9460182","1.1866941","347.1818237","143.4320374","39.2397232","9.6096563","14.7045679","20.7893715","0.85536","18.50393701","4.507559055","6.677865267","7.154855643"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00006","","","","30","15","6.48","27","4","1.34","5","5.34","11.82","0.148148148","1.8","0.9","0.356","0.178","0.432","0.216","45.17766497","50","5.925925926","11.85185185","7.911111111","15.82222222","9.6","19.2","17.51111111","35.02222222","50.7","11.9","4.58255","82.1279602","1.8139386","1.2637386","169.69104","131.9361267","57.892437","2.0773134","4.2487378","18.649992","0.6933241","23.47140039","1.253372781","1.856848565","3.713697129"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00030","","","","30","16","10.74","36","9.7","1.94","5","11.64","22.38","0.269444444","2.25","1.2","0.7275","0.388","0.67125","0.358","52.01072386","53.33333333","14.37037037","26.94444444","17.24444444","32.33333333","15.91111111","29.83333333","33.15555556","62.16666667","51","8.9","7.2384806","37.4953003","2.9397545","1.8501186","332.3948975","226.8358917","45.0517273","2.3718967","5.4504495","23.4377975","0.6244068","17.45098039","2.031294118","3.009324619","5.64248366"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00054","","","","30","23","10.36","75","10.22","3.46","5","13.68","24.04","0.136266667","3.260869565","2.5","0.594782609","0.456","0.450434783","0.345333333","56.90515807","76.66666667","15.14074074","19.74879227","20.26666667","26.43478261","15.34814815","20.01932367","35.61481481","46.45410628","51.2","11.3","4.451683","49.7364502","1.6329765","1.0805731","159.8566895","106.3786926","48.0598679","6.0399637","9.5246716","21.8022366","0.6425409","22.0703125","3.01921875","4.472916667","5.83423913"
