"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Content of maltose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001051","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of commercial storage roots per plant harvested|CO_331:2000036","Storage roots yield in kg per plant harvested|CO_331:0000681","Vine weight in kg per plant harvested|CO_331:0000990","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield adjusted in tons per ha|CO_331:0001004","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Biomass yield in tons per ha|CO_331:0001003"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-00011","","","","3","3","2.64","10","3","4.4","0.09","4","7.1213522","34.4881668","1.9740152","1.4814143","171.2801514","127.3370056","52.4477806","1.7042208","4.0037475","22.0399818","0.3299608","40.9","10.2","4.49","7.13","13","0.44","0.03","0.345384615","4.333333333","3.333333333","1.496666667","0.88","76.92307692","62.97335203","24.93887531","1.119755501","65.18518519","66.51851852","39.11111111","16.58897039","105.6296296","4.333333333","3.333333333","1.496666667","0.88","100","65.18518519","66.51851852","39.11111111","16.58897039","105.6296296"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-00012","","","","3","3","2.5","12","2","3.26","0.09","3","10.1763544","55.6789169","2.6719761","1.9749303","254.5744019","162.2904358","40.4408646","2.2964258","5.9412947","29.5627365","0.5804825","40.1","9.1","3.35","5.85","14","0.271666667","0.045","0.239285714","4.666666667","4","1.116666667","0.833333333","85.71428571","57.26495726","22.69326683","0.760224439","48.2962963","49.62962963","37.03703704","11.26258428","86.66666667","4.666666667","4","1.116666667","0.833333333","100","48.2962963","49.62962963","37.03703704","11.26258428","86.66666667"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-00013","","","","3","2","1.34","1","2","0.11","0.11","7","","","","","","","","","","","","","","0.22","1.56","3","0.11","0.055","0.073333333","1.5","0.5","0.11","0.67","33.33333333","14.1025641","","","2.444444444","4.888888889","29.77777778","","34.66666667","1","0.333333333","0.073333333","0.446666667","66.66666667","1.62962963","3.259259259","19.85185185","","23.11111111"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-00014","","","","3","2","1.97","1","3","0.17","0.15","6","4.9788742","0","1.4523115","1.2764087","230.5292358","122.9117126","63.8486099","3.4692163","6.5126758","9.0246773","0.5040741","40.9","10.9","0.32","2.29","4","0.17","0.05","0.08","2","0.5","0.16","0.985","25","13.97379913","26.65036675","0.085281174","3.777777778","7.111111111","43.77777778","1.895137191","50.88888889","1.333333333","0.333333333","0.106666667","0.656666667","66.66666667","2.518518519","4.740740741","29.18518519","1.263424794","33.92592593"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-00015","","","","3","3","1.35","6","3","1.23","0.11","6","6.785635","36.2556229","1.6845627","1.3212595","160.2163086","93.8814545","56.0775833","1.1794109","2.7519917","22.0199318","0.4830437","40.4","12.4","1.34","2.69","9","0.205","0.036666667","0.148888889","3","2","0.446666667","0.45","66.66666667","49.81412639","30.69306931","0.411287129","18.22222222","19.85185185","20","6.093142648","39.85185185","3","2","0.446666667","0.45","100","18.22222222","19.85185185","20","6.093142648","39.85185185"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-00016","","","","3","3","2.68","8","4","1.86","0.26","5","8.3058825","29.7796326","2.0529542","1.5427852","128.9854736","109.9563446","47.6511841","1.2010326","3.3667197","27.1796246","0.7405376","40.5","10.3","2.12","4.8","12","0.2325","0.065","0.176666667","4","2.666666667","0.706666667","0.893333333","66.66666667","44.16666667","25.43209877","0.539160494","27.55555556","31.40740741","39.7037037","7.987562872","71.11111111","4","2.666666667","0.706666667","0.893333333","100","27.55555556","31.40740741","39.7037037","7.987562872","71.11111111"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-00017","","","","3","3","1.04","7","13","0.71","0.28","5","13.1856232","43.6605835","3.1045849","2.2845421","304.9443359","189.8789673","26.0501137","2.6339836","6.7913938","40.9333382","0.3983088","40.8","7.9","0.99","2.03","20","0.101428571","0.021538462","0.0495","6.666666667","2.333333333","0.33","0.346666667","35","48.76847291","19.3627451","0.191691176","10.51851852","14.66666667","15.40740741","2.839869281","30.07407407","6.666666667","2.333333333","0.33","0.346666667","100","10.51851852","14.66666667","15.40740741","2.839869281","30.07407407"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-00018","","","","3","3","1.02","5","11","1.06","0.39","5","8.6334229","37.1399918","2.1630273","1.6669559","266.5487061","138.141449","43.560009","2.7104759","5.447926","30.4546757","0.7638149","40.6","9.2","1.45","2.47","16","0.212","0.035454545","0.090625","5.333333333","1.666666667","0.483333333","0.34","31.25","58.70445344","22.66009852","0.328571429","15.7037037","21.48148148","15.11111111","4.867724868","36.59259259","5.333333333","1.666666667","0.483333333","0.34","100","15.7037037","21.48148148","15.11111111","4.867724868","36.59259259"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-00019","","","","3","3","8.66","6","2","2.83","0.12","5","7.5453587","1.7933502","1.8667135","1.4235888","184.3308105","112.8289032","63.1226273","1.9588213","4.4286256","13.1808033","0.2394476","40.4","12.4","2.95","11.61","8","0.471666667","0.06","0.36875","2.666666667","2","0.983333333","2.886666667","75","25.40913006","30.69306931","0.905445545","41.92592593","43.7037037","128.2962963","13.41400807","172","2.666666667","2","0.983333333","2.886666667","100","41.92592593","43.7037037","128.2962963","13.41400807","172"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-00020","","","","3","3","5.79","0","0","0","0","9","","","","","","","","","","","","","","0","5.79","0","","","","0","0","0","1.93","","0","","","0","0","85.77777778","","85.77777778","0","0","0","1.93","100","0","0","85.77777778","","85.77777778"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-00021","","","","3","3","3.36","2","2","0.74","0.13","5","10.004034","50.2638092","2.5487101","1.9485111","151.7375488","119.7914581","43.0302582","1.4950914","3.6590605","28.0235519","0.9427977","40.3","10.3","0.87","4.23","4","0.37","0.065","0.2175","1.333333333","0.666666667","0.29","1.12","50","20.56737589","25.55831266","0.22235732","10.96296296","12.88888889","49.77777778","3.29418252","62.66666667","1.333333333","0.666666667","0.29","1.12","100","10.96296296","12.88888889","49.77777778","3.29418252","62.66666667"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-00022","","","","3","3","0.94","7","4","1.44","0.26","5","7.5986443","23.7321625","1.9375772","1.5873127","154.0649414","103.422348","49.4468575","1.7220154","3.3946548","25.2846355","1.030302","40.5","10.6","1.7","2.64","11","0.205714286","0.065","0.154545455","3.666666667","2.333333333","0.566666667","0.313333333","63.63636364","64.39393939","26.17283951","0.444938272","21.33333333","25.18518519","13.92592593","6.591678098","39.11111111","3.666666667","2.333333333","0.566666667","0.313333333","100","21.33333333","25.18518519","13.92592593","6.591678098","39.11111111"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-00023","","","","3","3","4.13","3","5","0.4","0.32","6","8.8703079","","1.9654741","1.5526881","422.4822388","144.8991089","61.9489479","2.2582417","4.9596157","14.9273252","0.155715","40.3","12.6","0.72","4.85","8","0.133333333","0.064","0.09","2.666666667","1","0.24","1.376666667","37.5","14.84536082","31.26550868","0.225111663","5.925925926","10.66666667","61.18518519","3.334987593","71.85185185","2.666666667","1","0.24","1.376666667","100","5.925925926","10.66666667","61.18518519","3.334987593","71.85185185"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-00024","","","","3","3","4.05","6","0","2.46","0","6","7.084033","52.5642853","1.9085526","1.5272284","148.2982178","108.0338135","45.9814148","1.8437624","3.9657011","29.6255913","0.64289","40.4","10.1","2.46","6.51","6","0.41","","0.41","2","2","0.82","1.35","100","37.78801843","25","0.615","36.44444444","36.44444444","60","9.111111111","96.44444444","2","2","0.82","1.35","100","36.44444444","36.44444444","60","9.111111111","96.44444444"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-00025","","","","3","3","2.36","8","8","3.07","0.36","4","5.3140755","","1.1229053","1.0435581","180.5147705","83.1308594","69.8924255","1.4208727","2.781198","9.2903042","0.3546486","40.8","14.1","3.43","5.79","16","0.38375","0.045","0.214375","5.333333333","2.666666667","1.143333333","0.786666667","50","59.24006908","34.55882353","1.185367647","45.48148148","50.81481481","34.96296296","17.56100218","85.77777778","5.333333333","2.666666667","1.143333333","0.786666667","100","45.48148148","50.81481481","34.96296296","17.56100218","85.77777778"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-00026","","","","3","3","5.47","7","10","1.89","0.39","5","10.0796175","58.7916031","2.7538946","1.8507357","215.3963623","140.7728577","45.8248787","1.6423235","4.2080784","24.8106022","0.8256044","40.4","9.4","2.28","7.75","17","0.27","0.039","0.134117647","5.666666667","2.333333333","0.76","1.823333333","41.17647059","29.41935484","23.26732673","0.53049505","28","33.77777778","81.03703704","7.859185919","114.8148148","5.666666667","2.333333333","0.76","1.823333333","100","28","33.77777778","81.03703704","7.859185919","114.8148148"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-00027","","","","3","3","2.29","10","4","1.91","0.28","6","7.2496271","","1.7328629","1.4418883","195.630127","104.8556976","61.7569351","1.9717522","3.9711857","12.7814989","0.6605291","40.2","12.7","2.19","4.48","14","0.191","0.07","0.156428571","4.666666667","3.333333333","0.73","0.763333333","71.42857143","48.88392857","31.5920398","0.691865672","28.2962963","32.44444444","33.92592593","10.2498618","66.37037037","4.666666667","3.333333333","0.73","0.763333333","100","28.2962963","32.44444444","33.92592593","10.2498618","66.37037037"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-00028","","","","3","3","4.05","2","2","0.47","0.09","6","11.1480207","","2.5041595","2.0317492","412.1079712","163.9700317","58.3328819","1.0040512","3.4304948","14.8361568","0.4050922","40.7","13.1","0.56","4.61","4","0.235","0.045","0.14","1.333333333","0.666666667","0.186666667","1.35","50","12.14750542","32.18673219","0.1802457","6.962962963","8.296296296","60","2.67030667","68.2962963","1.333333333","0.666666667","0.186666667","1.35","100","6.962962963","8.296296296","60","2.67030667","68.2962963"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-00029","","","","3","2","1.3","2","4","0.93","0.34","5","8.2282429","","1.6292458","1.2336316","80.0169678","108.2881012","60.737915","1.5949812","2.9263492","12.6302137","0.3849144","40.1","15.1","1.27","2.57","6","0.465","0.085","0.211666667","3","1","0.635","0.65","33.33333333","49.41634241","37.65586035","0.478229426","20.66666667","28.22222222","28.88888889","10.62732059","57.11111111","2","0.666666667","0.423333333","0.433333333","66.66666667","13.77777778","18.81481481","19.25925926","7.084880392","38.07407407"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-00030","","","","3","3","1.22","0","1","0","0.09","9","","","","","","","","","","","","","","0.09","1.31","1","","0.09","0.09","0.333333333","0","0.03","0.406666667","0","6.870229008","","","0","1.333333333","18.07407407","","19.40740741","0.333333333","0","0.03","0.406666667","100","0","1.333333333","18.07407407","","19.40740741"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-00031","","","","3","3","6.41","0","1","0","0.06","9","","","","","","","","","","","","","","0.06","6.47","1","","0.06","0.06","0.333333333","0","0.02","2.136666667","0","0.927357032","","","0","0.888888889","94.96296296","","95.85185185","0.333333333","0","0.02","2.136666667","100","0","0.888888889","94.96296296","","95.85185185"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-00032","","","","3","3","4.67","9","10","2.81","0.62","5","6.12714","2.1855316","1.5255151","1.3039489","98.2943115","70.5938873","60.5842667","1.2523441","2.6941528","16.7822475","0.6601439","40.2","11.8","3.43","8.1","19","0.312222222","0.062","0.180526316","6.333333333","3","1.143333333","1.556666667","47.36842105","42.34567901","29.35323383","1.00681592","41.62962963","50.81481481","69.18518519","14.91579141","120","6.333333333","3","1.143333333","1.556666667","100","41.62962963","50.81481481","69.18518519","14.91579141","120"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-00033","","","","3","3","0.07","2","9","0.24","0.2","7","7.4469786","0","1.7773166","1.3877873","198.8428345","101.2073212","58.6104774","3.1149406","5.1609941","14.6796236","1.3090496","40.7","11.4","0.44","0.51","11","0.12","0.022222222","0.04","3.666666667","0.666666667","0.146666667","0.023333333","18.18181818","86.2745098","28.00982801","0.123243243","3.555555556","6.518518519","1.037037037","1.825825826","7.555555556","3.666666667","0.666666667","0.146666667","0.023333333","100","3.555555556","6.518518519","1.037037037","1.825825826","7.555555556"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-00034","","","","3","3","0.28","4","3","0.95","0.09","6","10.9629545","2.2683258","2.6188428","1.8876648","85.9208984","101.2787628","53.7624741","2.7251682","5.1970897","14.2365818","0.9241467","40.5","11.1","1.04","1.32","7","0.2375","0.03","0.148571429","2.333333333","1.333333333","0.346666667","0.093333333","57.14285714","78.78787879","27.40740741","0.285037037","14.07407407","15.40740741","4.148148148","4.222770919","19.55555556","2.333333333","1.333333333","0.346666667","0.093333333","100","14.07407407","15.40740741","4.148148148","4.222770919","19.55555556"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-00035","","","","3","3","1.61","7","3","3.41","0.23","4","7.6798544","0","1.9936423","1.4217529","189.1200562","118.7289734","60.51688","1.3423052","3.2684121","15.4129782","0","40.7","10.8","3.64","5.25","10","0.487142857","0.076666667","0.364","3.333333333","2.333333333","1.213333333","0.536666667","70","69.33333333","26.53562654","0.965896806","50.51851852","53.92592593","23.85185185","14.30958231","77.77777778","3.333333333","2.333333333","1.213333333","0.536666667","100","50.51851852","53.92592593","23.85185185","14.30958231","77.77777778"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-00036","","","","3","3","2.11","10","3","4.47","0.2","3","5.0505009","0","1.4560843","1.1779814","130.7762451","94.5405273","65.1529083","2.4321222","4.8471737","11.0218048","0","40.8","10.8","4.67","6.78","13","0.447","0.066666667","0.359230769","4.333333333","3.333333333","1.556666667","0.703333333","76.92307692","68.87905605","26.47058824","1.236176471","66.22222222","69.18518519","31.25925926","18.31372549","100.4444444","4.333333333","3.333333333","1.556666667","0.703333333","100","66.22222222","69.18518519","31.25925926","18.31372549","100.4444444"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-00037","","","","3","3","3.66","7","4","1.82","0.27","6","4.786993","0","1.189723","1.1714954","224.4552612","102.314209","66.4516373","1.2766047","2.5120034","12.9253664","0.7223797","40.3","13.7","2.09","5.75","11","0.26","0.0675","0.19","3.666666667","2.333333333","0.696666667","1.22","63.63636364","36.34782609","33.99503722","0.710496278","26.96296296","30.96296296","54.22222222","10.52587078","85.18518519","3.666666667","2.333333333","0.696666667","1.22","100","26.96296296","30.96296296","54.22222222","10.52587078","85.18518519"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-00038","","","","3","3","3.84","4","8","0.76","0.24","6","6.8204317","4.0710754","1.8110147","1.710433","480.6998901","164.2637939","61.5724907","1.367589","3.5594645","14.5251923","0.8713694","40.3","13.4","1","4.84","12","0.19","0.03","0.083333333","4","1.333333333","0.333333333","1.28","33.33333333","20.66115702","33.25062035","0.332506203","11.25925926","14.81481481","56.88888889","4.926017829","71.7037037","4","1.333333333","0.333333333","1.28","100","11.25925926","14.81481481","56.88888889","4.926017829","71.7037037"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-00039","","","","3","3","5.23","6","4","1.84","0.14","6","7.9368696","11.8007355","2.1254692","1.5572209","113.5345459","96.0228424","56.4976196","1.6169529","3.4606323","17.1262684","0.8175707","40.7","11.9","1.98","7.21","10","0.306666667","0.035","0.198","3.333333333","2","0.66","1.743333333","60","27.46185853","29.23832924","0.578918919","27.25925926","29.33333333","77.48148148","8.576576577","106.8148148","3.333333333","2","0.66","1.743333333","100","27.25925926","29.33333333","77.48148148","8.576576577","106.8148148"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-00040","","","","3","3","3.44","0","0","0","0","9","","","","","","","","","","","","","","0","3.44","0","","","","0","0","0","1.146666667","","0","","","0","0","50.96296296","","50.96296296","0","0","0","1.146666667","100","0","0","50.96296296","","50.96296296"
