"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of total carotenoids in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000290","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Content of maltose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001051","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00011","","","","26","18","3","1","7","11","11","18","36","4","1.9","9.1","1","3","1","50.4","14.7","1","1","3","3","2.77","1.54","0.97","","70.55","18.5","6.12","55.03","6.27","8.73","8.73","0.79","5.9","15","54","0.222222222","0.052777778","0.109259259","4.909090909","2.076923077","1.636363636","0.692307692","0.536363636","0.226923077","0.827272727","0.35","33.33333333","39.33333333","42.30769231","29.16666667","1.720833333","5.698005698","13.46801347","8.404558405","19.86531987","12.96296296","30.63973064","2.451329535","5.794051627","21.36752137","50.50505051"
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00012","","","","26","20","1","1","7","12","9","20","25","4","1.2","2.9","5","5","1","50.7","15.7","1","1","1","7","2.69","1.42","0.88","","65.38","27.05","14.37","51.22","5.66","8.27","17.33","0.47","5.2","8.1","45","0.2","0.048","0.115555556","3.75","1.730769231","1.666666667","0.769230769","0.433333333","0.2","0.241666667","0.111538462","44.44444444","64.19753086","46.15384615","30.96646943","1.61025641","5.698005698","12.34567901","7.407407407","16.04938272","4.131054131","8.950617284","2.29381255","4.969927192","11.53846154","25"
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00013","","","","26","24","1","1","8","15","14","33","10","9","0.8","25","1","1","1","50.6","12.9","7","1","7","3","3.03","1.86","1.33","126.28","136.27","40.12","10.5","41.37","6.75","10.28","22.78","0.77","9.8","34.8","43","0.272727273","0.08","0.227906977","2.866666667","1.653846154","2.2","1.269230769","0.653333333","0.376923077","1.666666667","0.961538462","76.74418605","28.16091954","57.69230769","25.49407115","2.498418972","12.82051282","22.22222222","13.96011396","24.19753086","35.61253561","61.72839506","3.559001385","6.168935734","49.57264957","85.92592593"
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00014","","","","26","15","2","1","5","12","11","10","28","1.9","1.4","11","5","5","3","50.7","12.4","3","9","3","3","3.03","1.84","1.06","109.25","89","25.23","11.03","48.3","10.25","14.55","7.9","0.88","3.3","14.3","38","0.19","0.05","0.086842105","3.166666667","1.461538462","0.833333333","0.384615385","0.275","0.126923077","0.916666667","0.423076923","26.31578947","23.07692308","46.15384615","24.45759369","0.807100592","2.706552707","5.864197531","4.700854701","10.18518519","15.66951567","33.95061728","1.149715943","2.491051209","20.37037037","44.13580247"
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00016","","","","26","14","1","1","6","8","8","20","18","4.9","1","9.6","1","7","1","50.3","10.8","5","1","3","5","3.52","2.3","1.39","143.73","206.48","38.17","14.37","31.86","10.44","15.74","20.76","1.18","5.9","15.5","38","0.245","0.055555556","0.155263158","4.75","1.461538462","2.5","0.769230769","0.7375","0.226923077","1.2","0.369230769","52.63157895","38.06451613","30.76923077","21.47117296","1.266799205","6.98005698","22.68518519","8.404558405","27.31481481","13.67521368","44.44444444","1.804557272","5.864811133","22.07977208","71.75925926"
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00017","","","","26","11","1","1","5","7","7","18","12","3.4","1","8","1","1","1","50.8","13","9","1","7","5","2.94","1.81","1.11","22.6","66.71","37.8","7.23","41.61","8.99","12.66","19.4","0.44","4.4","12.4","30","0.188888889","0.083333333","0.146666667","4.285714286","1.153846154","2.571428571","0.692307692","0.628571429","0.169230769","1.142857143","0.307692308","60","35.48387097","26.92307692","25.59055118","1.125984252","4.843304843","17.98941799","6.267806268","23.28042328","11.3960114","42.32804233","1.603966171","5.957588635","17.66381766","65.60846561"
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00018","","","","26","19","1","1","7","14","14","30","44","5.5","2","27","1","3","1","","","5","5","1","5","","","","","","","7.23","","","","","","7.5","34.5","74","0.183333333","0.045454545","0.101351351","5.285714286","2.846153846","2.142857143","1.153846154","0.535714286","0.288461538","1.928571429","1.038461538","40.54054054","21.73913043","53.84615385","","","7.834757835","14.55026455","10.68376068","19.84126984","38.46153846","71.42857143","","","49.14529915","91.26984127"
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00019","","","","26","18","1","1","8","12","11","19","16","9.9","1","20","9","1","1","42","9.5","1","1","9","5","4.69","3.05","1.95","316.63","240.75","55.98","14.37","25.13","8.97","13.74","29.48","0.72","10.9","30.9","35","0.521052632","0.0625","0.311428571","2.916666667","1.346153846","1.583333333","0.730769231","0.908333333","0.419230769","1.666666667","0.769230769","54.28571429","35.27508091","46.15384615","22.61904762","2.46547619","14.1025641","30.55555556","15.52706553","33.64197531","28.49002849","61.72839506","3.512074345","7.609494415","44.01709402","95.37037037"
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00020","","","","26","11","1","3","6","7","7","13","4","4.9","1","10.9","7","3","1","","","1","7","1","3","","","","","","","4.61","","","","","","5.9","16.8","17","0.376923077","0.25","0.347058824","2.428571429","0.653846154","1.857142857","0.5","0.842857143","0.226923077","1.557142857","0.419230769","76.47058824","35.11904762","26.92307692","","","6.98005698","25.92592593","8.404558405","31.21693122","15.52706553","57.67195767","","","23.93162393","88.88888889"
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00021","","","","26","22","1","1","8","11","11","48","36","16","5","12","9","9","5","46.1","10.5","1","3","1","5","2.36","1.6","0.79","17.51","93.85","31.83","7.23","36.18","11.09","16.05","20.27","0.55","21","33","84","0.333333333","0.138888889","0.25","7.636363636","3.230769231","4.363636364","1.846153846","1.909090909","0.807692308","1.090909091","0.461538462","57.14285714","63.63636364","42.30769231","22.77657267","4.78308026","22.79202279","53.87205387","29.91452991","70.70707071","17.09401709","40.4040404","6.813504644","16.10464734","47.00854701","111.1111111"
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00022","","","","26","20","1","1","7","14","14","33","26","11","2.9","17","1","1","1","","","7","3","7","3","","","","","","","4.61","","","","","","13.9","30.9","59","0.333333333","0.111538462","0.23559322","4.214285714","2.269230769","2.357142857","1.269230769","0.992857143","0.534615385","1.214285714","0.653846154","55.93220339","44.98381877","53.84615385","","","15.66951567","29.1005291","19.8005698","36.77248677","24.21652422","44.97354497","","","44.01709402","81.74603175"
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00023","","","","26","19","1","1","8","12","10","25","17","7.1","0.9","15.1","1","3","1","50.6","11.3","3","1","1","3","2.09","1.67","1.14","53.87","105.94","8.14","7.76","42.31","9.85","14.26","14.65","0.23","8","23.1","42","0.284","0.052941176","0.19047619","3.5","1.615384615","2.083333333","0.961538462","0.666666667","0.307692308","1.258333333","0.580769231","59.52380952","34.63203463","46.15384615","22.33201581","1.786561265","10.11396011","21.91358025","11.3960114","24.69135802","21.50997151","46.60493827","2.544959067","5.514077978","32.90598291","71.2962963"
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00024","","","","26","24","1","1","8","13","13","35","25","12.2","2.8","19","7","5","5","44.1","14.8","1","5","1","5","2.84","1.67","1.19","97.89","94.26","21.88","7.76","56.39","3.64","5.66","13.24","0.3","15","34","60","0.348571429","0.112","0.25","4.615384615","2.307692308","2.692307692","1.346153846","1.153846154","0.576923077","1.461538462","0.730769231","58.33333333","44.11764706","50","33.5600907","5.034013605","17.37891738","34.75783476","21.36752137","42.73504274","27.06552707","54.13105413","7.170959552","14.3419191","48.43304843","96.86609687"
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00025","","","","26","18","1","1","6","12","11","13","11","5.2","0.9","4","5","7","1","50.5","11.7","5","3","9","5","2.95","1.94","1.27","10.89","93.48","21.11","5.49","52.79","6.35","8.84","9.95","1.21","6.1","10.1","24","0.4","0.081818182","0.254166667","2","0.923076923","1.083333333","0.5","0.508333333","0.234615385","0.333333333","0.153846154","54.16666667","60.3960396","46.15384615","23.16831683","1.413267327","7.407407407","16.04938272","8.689458689","18.82716049","5.698005698","12.34567901","2.01320132","4.361936194","14.38746439","31.17283951"
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00026","","","","26","4","1","1","4","4","4","6","2","3.8","0.1","4","9","3","3","","","1","3","9","7","","","","","","","14.37","","","","","","3.9","7.9","8","0.633333333","0.05","0.4875","2","0.307692308","1.5","0.230769231","0.975","0.15","1","0.153846154","75","49.36708861","15.38461538","","","5.413105413","35.18518519","5.555555556","36.11111111","5.698005698","37.03703704","","","11.25356125","73.14814815"
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00027","","","","26","9","1","1","5","3","3","3","12","0.9","0.9","5","3","3","1","","","7","3","9","5","","","","","","","12.39","","","","","","1.8","6.8","15","0.3","0.075","0.12","5","0.576923077","1","0.115384615","0.6","0.069230769","1.666666667","0.192307692","20","26.47058824","11.53846154","","","1.282051282","11.11111111","2.564102564","22.22222222","7.122507123","61.72839506","","","9.686609687","83.95061728"
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00028","","","","26","22","1","1","8","18","18","42","28","15","3.8","6","1","1","1","50.7","11.6","7","1","7","7","3.34","1.9","1.25","49.5","103.61","40.69","7.76","42.25","4.38","6.34","26.45","1.05","18.8","24.8","70","0.357142857","0.135714286","0.268571429","3.888888889","2.692307692","2.333333333","1.615384615","1.044444444","0.723076923","0.333333333","0.230769231","60","75.80645161","69.23076923","22.87968442","4.301380671","21.36752137","30.86419753","26.78062678","38.68312757","8.547008547","12.34567901","6.127322893","8.850577512","35.32763533","51.02880658"
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00029","","","","26","17","1","3","7","9","9","23","26","10","3.4","11","5","3","1","45.8","11.4","7","1","5","7","2.95","1.81","1.27","86.91","106.58","39.4","14.37","42.4","6.08","8.54","24.7","0.32","13.4","24.4","49","0.434782609","0.130769231","0.273469388","5.444444444","1.884615385","2.555555556","0.884615385","1.488888889","0.515384615","1.222222222","0.423076923","46.93877551","54.91803279","34.61538462","24.89082969","3.335371179","14.24501425","41.15226337","19.08831909","55.14403292","15.66951567","45.26748971","4.751240996","13.72580732","34.75783476","100.4115226"
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00030","","","","26","23","1","1","8","15","15","27","30","12.4","4.5","11","7","5","5","50.8","10.3","3","5","3","5","4.13","2.2","1.47","136.81","136.42","40.79","11.03","39.95","6.12","9.54","23.85","0.99","16.9","27.9","57","0.459259259","0.15","0.296491228","3.8","2.192307692","1.8","1.038461538","1.126666667","0.65","0.733333333","0.423076923","47.36842105","60.5734767","57.69230769","20.27559055","3.426574803","17.66381766","30.61728395","24.07407407","41.72839506","15.66951567","27.16049383","4.881160688","8.460678526","39.74358974","68.88888889"
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00031","","","","26","3","7","7","2","1","1","4","3","0.8","0.4","0.1","1","3","5","50.2","16.1","3","1","7","9","2.65","1.68","1.24","118.09","82.89","22.38","14.37","57.51","2.71","4.4","13.28","0.31","1.2","1.3","7","0.2","0.133333333","0.171428571","7","0.269230769","4","0.153846154","1.2","0.046153846","0.1","0.003846154","57.14285714","92.30769231","3.846153846","32.07171315","0.384860558","1.13960114","29.62962963","1.709401709","44.44444444","0.142450142","3.703703704","0.548234413","14.25409473","1.851851852","48.14814815"
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00032","","","","26","25","1","1","8","15","15","0","1","0","0.1","0.9","1","1","1","22","6.5","5","5","9","5","3.31","1.86","1.25","","61.09","31.44","14.37","53.01","2.99","5.07","19.85","0.46","0.1","1","1","","0.1","0.1","0.066666667","0.038461538","0","0","0.006666667","0.003846154","0.06","0.034615385","0","10","57.69230769","29.54545455","0.029545455","0","0","0.142450142","0.24691358","1.282051282","2.222222222","0.042087542","0.07295174","1.424501425","2.469135802"
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00033","","","","26","18","1","9","6","7","7","23","23","12","2","8","9","7","1","50.2","13.4","1","1","3","5","3.24","1.72","1.1","58.96","95.37","37.43","14.37","48.55","4.88","7.21","18.67","1.05","14","22","46","0.52173913","0.086956522","0.304347826","6.571428571","1.769230769","3.285714286","0.884615385","2","0.538461538","1.142857143","0.307692308","50","63.63636364","26.92307692","26.69322709","3.737051793","17.09401709","63.49206349","19.94301994","74.07407407","11.3960114","42.32804233","5.323435602","19.77276081","31.33903134","116.4021164"
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00034","","","","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00035","","","","26","21","1","1","7","17","17","36","54","8","4","15","1","1","3","50.7","12.3","5","3","3","5","2.98","1.62","1.15","37.99","86.4","25.96","3.76","45.22","6.7","9.19","17.47","0.8","12","27","90","0.222222222","0.074074074","0.133333333","5.294117647","3.461538462","2.117647059","1.384615385","0.705882353","0.461538462","0.882352941","0.576923077","40","44.44444444","65.38461538","24.26035503","2.911242604","11.3960114","17.4291939","17.09401709","26.14379085","21.36752137","32.67973856","4.147069236","6.342576478","38.46153846","58.82352941"
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00036","","","","26","22","1","1","8","12","11","74","48","8.2","3.9","15","5","7","1","29.2","10.1","7","3","3","3","2.87","1.5","1.09","56.8","78.79","25.42","3.76","58.69","3.15","4.78","14.51","0.48","12.1","27.1","122","0.110810811","0.08125","0.099180328","10.16666667","4.692307692","6.166666667","2.846153846","1.008333333","0.465384615","1.25","0.576923077","60.6557377","44.64944649","46.15384615","34.5890411","4.185273973","11.68091168","25.30864198","17.23646724","37.34567901","21.36752137","46.2962963","5.961928736","12.91751226","38.6039886","83.64197531"
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00037","","","","26","25","1","1","6","14","14","27","26","2.6","3.9","17","5","9","5","50.1","10.8","7","5","5","3","2.69","1.98","1.22","73.96","137.7","33.69","14.37","32.13","10.54","15.19","20.89","0.99","6.5","23.5","53","0.096296296","0.15","0.122641509","3.785714286","2.038461538","1.928571429","1.038461538","0.464285714","0.25","1.214285714","0.653846154","50.94339623","27.65957447","53.84615385","21.55688623","1.401197605","3.703703704","6.878306878","9.259259259","17.1957672","24.21652422","44.97354497","1.996007984","3.70687197","33.47578348","62.16931217"
