"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2018GUR-AT04","","","","","","","","","MZP2018GUR-AT04-00011","","","","39","32","1","1","5","32","27","43","7.9","11.5","29.3","6","3","3","1","19.4","48.7","70","0.292592593","0.26744186","0.277142857","2.1875","1.794871795","0.84375","0.692307692","0.60625","0.497435897","0.915625","0.751282051","38.57142857","39.83572895","82.05128205","7.502374169","9.143518519","18.42355176","22.4537037","27.82526116","33.91203704","46.24881292","56.36574074"
"","","MZP2018GUR-AT04","","","","","","","","","MZP2018GUR-AT04-00012","","","","39","36","1","1","5","36","21","35","6.1","8","23.1","8","5","3","3","14.1","37.2","56","0.29047619","0.228571429","0.251785714","1.555555556","1.435897436","0.583333333","0.538461538","0.391666667","0.361538462","0.641666667","0.592307692","37.5","37.90322581","92.30769231","5.79297246","6.275720165","13.39031339","14.50617284","21.93732194","23.7654321","35.32763533","38.27160494"
"","","MZP2018GUR-AT04","","","","","","","","","MZP2018GUR-AT04-00013","","","","39","28","5","9","5","24","10","17","3","4","14.5","6","7","7","7","7","21.5","27","0.3","0.235294118","0.259259259","1.125","0.692307692","0.416666667","0.256410256","0.291666667","0.179487179","0.604166667","0.371794872","37.03703704","32.55813953","61.53846154","2.849002849","4.62962963","6.647673314","10.80246914","13.77018044","22.37654321","20.41785375","33.17901235"
"","","MZP2018GUR-AT04","","","","","","","","","MZP2018GUR-AT04-00014","","","","39","29","1","5","5","28","27","45","7.5","10.5","23.5","6","5","5","1","18","41.5","72","0.277777778","0.233333333","0.25","2.571428571","1.846153846","0.964285714","0.692307692","0.642857143","0.461538462","0.839285714","0.602564103","37.5","43.37349398","71.79487179","7.122507123","9.920634921","17.09401709","23.80952381","22.31718898","31.08465608","39.41120608","54.89417989"
"","","MZP2018GUR-AT04","","","","","","","","","MZP2018GUR-AT04-00015","","","","39","32","1","1","5","31","20","39","6","8.5","25.7","6","3","5","3","14.5","40.2","59","0.3","0.217948718","0.245762712","1.903225806","1.512820513","0.64516129","0.512820513","0.467741935","0.371794872","0.829032258","0.658974359","33.89830508","36.06965174","79.48717949","5.698005698","7.168458781","13.77018044","17.32377539","24.40645774","30.70489845","38.17663818","48.02867384"
"","","MZP2018GUR-AT04","","","","","","","","","MZP2018GUR-AT04-00016","","","","39","31","1","3","5","30","24","47","6.7","9.5","30.5","6","3","3","1","16.2","46.7","71","0.279166667","0.20212766","0.228169014","2.366666667","1.820512821","0.8","0.615384615","0.54","0.415384615","1.016666667","0.782051282","33.8028169","34.68950749","76.92307692","6.362773029","8.271604938","15.38461538","20","28.9648623","37.65432099","44.34947768","57.65432099"
"","","MZP2018GUR-AT04","","","","","","","","","MZP2018GUR-AT04-00017","","","","39","32","1","3","7","31","17","24","5","5.3","32.5","6","5","5","3","10.3","42.8","41","0.294117647","0.220833333","0.251219512","1.322580645","1.051282051","0.548387097","0.435897436","0.332258065","0.264102564","1.048387097","0.833333333","41.46341463","24.06542056","79.48717949","4.748338082","5.973715651","9.781576448","12.30585424","30.86419753","38.82915173","40.64577398","51.13500597"
"","","MZP2018GUR-AT04","","","","","","","","","MZP2018GUR-AT04-00018","","","","39","35","1","1","7","34","18","30","5","7","37.5","6","3","3","3","12","49.5","48","0.277777778","0.233333333","0.25","1.411764706","1.230769231","0.529411765","0.461538462","0.352941176","0.307692308","1.102941176","0.961538462","37.5","24.24242424","87.17948718","4.748338082","5.446623094","11.3960114","13.07189542","35.61253561","40.8496732","47.00854701","53.92156863"
"","","MZP2018GUR-AT04","","","","","","","","","MZP2018GUR-AT04-00019","","","","39","33","1","1","5","31","29","47","7.5","11.7","20.7","7","1","1","1","19.2","39.9","76","0.25862069","0.24893617","0.252631579","2.451612903","1.948717949","0.935483871","0.743589744","0.619354839","0.492307692","0.667741935","0.530769231","38.15789474","48.12030075","79.48717949","7.122507123","8.960573477","18.23361823","22.9390681","19.65811966","24.7311828","37.89173789","47.6702509"
"","","MZP2018GUR-AT04","","","","","","","","","MZP2018GUR-AT04-00020","","","","39","30","1","3","5","27","20","33","5.5","7.2","18","6","5","5","1","12.7","30.7","53","0.275","0.218181818","0.239622642","1.962962963","1.358974359","0.740740741","0.512820513","0.47037037","0.325641026","0.666666667","0.461538462","37.73584906","41.36807818","69.23076923","5.22317189","7.544581619","12.06077873","17.42112483","17.09401709","24.69135802","29.15479582","42.11248285"
"","","MZP2018GUR-AT04","","","","","","","","","MZP2018GUR-AT04-00021","","","","39","37","1","1","7","35","19","28","5.5","6.7","25.5","6","5","3","3","12.2","37.7","47","0.289473684","0.239285714","0.259574468","1.342857143","1.205128205","0.542857143","0.487179487","0.348571429","0.312820513","0.728571429","0.653846154","40.42553191","32.36074271","89.74358974","5.22317189","5.82010582","11.58594492","12.91005291","24.21652422","26.98412698","35.80246914","39.89417989"
"","","MZP2018GUR-AT04","","","","","","","","","MZP2018GUR-AT04-00022","","","","39","32","1","3","7","31","13","22","4","5","20.5","6","5","3","3","9","29.5","35","0.307692308","0.227272727","0.257142857","1.129032258","0.897435897","0.419354839","0.333333333","0.290322581","0.230769231","0.661290323","0.525641026","37.14285714","30.50847458","79.48717949","3.798670465","4.778972521","8.547008547","10.75268817","19.46818613","24.49223417","28.01519468","35.24492234"
"","","MZP2018GUR-AT04","","","","","","","","","MZP2018GUR-AT04-00023","","","","39","33","1","1","7","32","32","51","8.5","12.7","35.6","1","3","3","5","21.2","56.8","83","0.265625","0.249019608","0.255421687","2.59375","2.128205128","1","0.820512821","0.6625","0.543589744","1.1125","0.912820513","38.55421687","37.32394366","82.05128205","8.072174739","9.837962963","20.13295347","24.53703704","33.80816714","41.2037037","53.94112061","65.74074074"
"","","MZP2018GUR-AT04","","","","","","","","","MZP2018GUR-AT04-00024","","","","39","35","1","1","5","35","27","42","7.5","10.5","29.5","4","5","3","3","18","47.5","69","0.277777778","0.25","0.260869565","1.971428571","1.769230769","0.771428571","0.692307692","0.514285714","0.461538462","0.842857143","0.756410256","39.13043478","37.89473684","89.74358974","7.122507123","7.936507937","17.09401709","19.04761905","28.01519468","31.21693122","45.10921178","50.26455026"
"","","MZP2018GUR-AT04","","","","","","","","","MZP2018GUR-AT04-00025","","","","39","24","1","1","5","21","20","30","5","6","14.5","4","5","5","3","11","25.5","50","0.25","0.2","0.22","2.380952381","1.282051282","0.952380952","0.512820513","0.523809524","0.282051282","0.69047619","0.371794872","40","43.1372549","53.84615385","4.748338082","8.818342152","10.44634378","19.40035273","13.77018044","25.57319224","24.21652422","44.97354497"
"","","MZP2018GUR-AT04","","","","","","","","","MZP2018GUR-AT04-00026","","","","39","23","1","3","5","22","19","28","5","6.7","23.3","2","5","5","3","11.7","35","47","0.263157895","0.239285714","0.24893617","2.136363636","1.205128205","0.863636364","0.487179487","0.531818182","0.3","1.059090909","0.597435897","40.42553191","33.42857143","56.41025641","4.748338082","8.417508418","11.11111111","19.6969697","22.12725546","39.22558923","33.23836657","58.92255892"
"","","MZP2018GUR-AT04","","","","","","","","","MZP2018GUR-AT04-00027","","","","39","31","3","5","5","30","11","23","3","5","15.3","6","5","7","1","8","23.3","34","0.272727273","0.217391304","0.235294118","1.133333333","0.871794872","0.366666667","0.282051282","0.266666667","0.205128205","0.51","0.392307692","32.35294118","34.33476395","76.92307692","2.849002849","3.703703704","7.597340931","9.87654321","14.52991453","18.88888889","22.12725546","28.7654321"
"","","MZP2018GUR-AT04","","","","","","","","","MZP2018GUR-AT04-00028","","","","39","28","1","1","5","26","10","24","2.5","5.6","14.9","6","7","7","7","8.1","23","34","0.25","0.233333333","0.238235294","1.307692308","0.871794872","0.384615385","0.256410256","0.311538462","0.207692308","0.573076923","0.382051282","29.41176471","35.2173913","66.66666667","2.374169041","3.561253561","7.692307692","11.53846154","14.15004748","21.22507123","21.84235518","32.76353276"
"","","MZP2018GUR-AT04","","","","","","","","","MZP2018GUR-AT04-00029","","","","39","24","1","1","5","22","18","30","5","6","14.5","4","5","5","3","11","25.5","48","0.277777778","0.2","0.229166667","2.181818182","1.230769231","0.818181818","0.461538462","0.5","0.282051282","0.659090909","0.371794872","37.5","43.1372549","56.41025641","4.748338082","8.417508418","10.44634378","18.51851852","13.77018044","24.41077441","24.21652422","42.92929293"
"","","MZP2018GUR-AT04","","","","","","","","","MZP2018GUR-AT04-00030","","","","39","29","1","1","5","28","20","27","5","6","19.1","8","3","5","3","11","30.1","47","0.25","0.222222222","0.234042553","1.678571429","1.205128205","0.714285714","0.512820513","0.392857143","0.282051282","0.682142857","0.48974359","42.55319149","36.5448505","71.79487179","4.748338082","6.613756614","10.44634378","14.55026455","18.13865147","25.26455026","28.58499525","39.81481481"
"","","MZP2018GUR-AT04","","","","","","","","","MZP2018GUR-AT04-00031","","","","39","33","1","1","7","31","17","34","5","6.6","33.6","6","5","5","3","11.6","45.2","51","0.294117647","0.194117647","0.22745098","1.64516129","1.307692308","0.548387097","0.435897436","0.374193548","0.297435897","1.083870968","0.861538462","33.33333333","25.66371681","79.48717949","4.748338082","5.973715651","11.01614435","13.85902031","31.90883191","40.14336918","42.92497626","54.00238949"
"","","MZP2018GUR-AT04","","","","","","","","","MZP2018GUR-AT04-00032","","","","39","32","1","3","5","32","27","56","8.1","11.5","36.2","6","3","3","1","19.6","55.8","83","0.3","0.205357143","0.236144578","2.59375","2.128205128","0.84375","0.692307692","0.6125","0.502564103","1.13125","0.928205128","32.53012048","35.12544803","82.05128205","7.692307692","9.375","18.61348528","22.68518519","34.37796771","41.89814815","52.99145299","64.58333333"
"","","MZP2018GUR-AT04","","","","","","","","","MZP2018GUR-AT04-00033","","","","39","29","1","9","5","28","27","45","7.5","10.5","23.5","6","5","3","9","18","41.5","72","0.277777778","0.233333333","0.25","2.571428571","1.846153846","0.964285714","0.692307692","0.642857143","0.461538462","0.839285714","0.602564103","37.5","43.37349398","71.79487179","7.122507123","9.920634921","17.09401709","23.80952381","22.31718898","31.08465608","39.41120608","54.89417989"
"","","MZP2018GUR-AT04","","","","","","","","","MZP2018GUR-AT04-00034","","","","39","39","1","1","7","36","25","40","6.1","10.2","21.3","8","3","5","1","16.3","37.6","65","0.244","0.255","0.250769231","1.805555556","1.666666667","0.694444444","0.641025641","0.452777778","0.417948718","0.591666667","0.546153846","38.46153846","43.35106383","92.30769231","5.79297246","6.275720165","15.47958215","16.76954733","20.22792023","21.91358025","35.70750237","38.68312757"
"","","MZP2018GUR-AT04","","","","","","","","","MZP2018GUR-AT04-00035","","","","39","35","1","1","9","33","20","30","5","7","37.5","6","3","3","3","12","49.5","50","0.25","0.233333333","0.24","1.515151515","1.282051282","0.606060606","0.512820513","0.363636364","0.307692308","1.136363636","0.961538462","40","24.24242424","84.61538462","4.748338082","5.611672278","11.3960114","13.46801347","35.61253561","42.08754209","47.00854701","55.55555556"
"","","MZP2018GUR-AT04","","","","","","","","","MZP2018GUR-AT04-00036","","","","39","30","1","1","5","30","17","34","4.6","7","23","6","3","3","1","11.6","34.6","51","0.270588235","0.205882353","0.22745098","1.7","1.307692308","0.566666667","0.435897436","0.386666667","0.297435897","0.766666667","0.58974359","33.33333333","33.52601156","76.92307692","4.368471035","5.679012346","11.01614435","14.32098765","21.84235518","28.39506173","32.85849953","42.71604938"
"","","MZP2018GUR-AT04","","","","","","","","","MZP2018GUR-AT04-00037","","","","39","30","1","1","5","29","28","23","8.3","6.3","26.5","6","3","5","9","14.6","41.1","51","0.296428571","0.273913043","0.28627451","1.75862069","1.307692308","0.965517241","0.717948718","0.503448276","0.374358974","0.913793103","0.679487179","54.90196078","35.52311436","74.35897436","7.882241216","10.60025543","13.8651472","18.64623244","25.16619183","33.84418902","39.03133903","52.49042146"
"","","MZP2018GUR-AT04","","","","","","","","","MZP2018GUR-AT04-00038","","","","39","30","1","3","5","30","27","42","7.5","10.5","29.5","4","5","3","9","18","47.5","69","0.277777778","0.25","0.260869565","2.3","1.769230769","0.9","0.692307692","0.6","0.461538462","0.983333333","0.756410256","39.13043478","37.89473684","76.92307692","7.122507123","9.259259259","17.09401709","22.22222222","28.01519468","36.41975309","45.10921178","58.64197531"
"","","MZP2018GUR-AT04","","","","","","","","","MZP2018GUR-AT04-00039","","","","39","35","1","1","7","34","26","38","6","9.3","31.5","8","5","1","1","15.3","46.8","64","0.230769231","0.244736842","0.2390625","1.882352941","1.641025641","0.764705882","0.666666667","0.45","0.392307692","0.926470588","0.807692308","40.625","32.69230769","87.17948718","5.698005698","6.535947712","14.52991453","16.66666667","29.91452991","34.31372549","44.44444444","50.98039216"
"","","MZP2018GUR-AT04","","","","","","","","","MZP2018GUR-AT04-00040","","","","39","33","1","1","5","31","29","54","7.5","11","24.6","7","1","1","5","18.5","43.1","83","0.25862069","0.203703704","0.222891566","2.677419355","2.128205128","0.935483871","0.743589744","0.596774194","0.474358974","0.793548387","0.630769231","34.93975904","42.92343387","79.48717949","7.122507123","8.960573477","17.5688509","22.10274791","23.36182336","29.390681","40.93067426","51.49342891"
"","","MZP2018GUR-AT04","","","","","","","","","MZP2018GUR-AT04-00041","","","","39","30","1","1","7","29","20","37","5","9","18","6","3","5","9","14","32","57","0.25","0.243243243","0.245614035","1.965517241","1.461538462","0.689655172","0.512820513","0.482758621","0.358974359","0.620689655","0.461538462","35.0877193","43.75","74.35897436","4.748338082","6.385696041","13.29534663","17.87994891","17.09401709","22.98850575","30.38936372","40.86845466"
"","","MZP2018GUR-AT04","","","","","","","","","MZP2018GUR-AT04-00042","","","","39","25","1","3","7","23","19","34","5","7","25.6","2","5","5","3","12","37.6","53","0.263157895","0.205882353","0.226415094","2.304347826","1.358974359","0.826086957","0.487179487","0.52173913","0.307692308","1.113043478","0.656410256","35.8490566","31.91489362","58.97435897","4.748338082","8.051529791","11.3960114","19.3236715","24.31149098","41.22383253","35.70750237","60.54750403"
"","","MZP2018GUR-AT04","","","","","","","","","MZP2018GUR-AT04-00043","","","","39","34","1","1","5","33","19","26","3.9","5.7","14.3","6","5","5","5","9.6","23.9","45","0.205263158","0.219230769","0.213333333","1.363636364","1.153846154","0.575757576","0.487179487","0.290909091","0.246153846","0.433333333","0.366666667","42.22222222","40.16736402","84.61538462","3.703703704","4.377104377","9.116809117","10.77441077","13.58024691","16.04938272","22.69705603","26.82379349"
"","","MZP2018GUR-AT04","","","","","","","","","MZP2018GUR-AT04-00044","","","","39","28","1","1","5","28","26","33","6.3","7.2","18","6","3","5","1","13.5","31.5","59","0.242307692","0.218181818","0.228813559","2.107142857","1.512820513","0.928571429","0.666666667","0.482142857","0.346153846","0.642857143","0.461538462","44.06779661","42.85714286","71.79487179","5.982905983","8.333333333","12.82051282","17.85714286","17.09401709","23.80952381","29.91452991","41.66666667"
"","","MZP2018GUR-AT04","","","","","","","","","MZP2018GUR-AT04-00045","","","","39","39","1","3","5","38","13","22","3.2","5","20.5","6","5","3","3","8.2","28.7","35","0.246153846","0.227272727","0.234285714","0.921052632","0.897435897","0.342105263","0.333333333","0.215789474","0.21025641","0.539473684","0.525641026","37.14285714","28.57142857","97.43589744","3.038936372","3.118908382","7.787274454","7.992202729","19.46818613","19.98050682","27.25546059","27.97270955"
"","","MZP2018GUR-AT04","","","","","","","","","MZP2018GUR-AT04-00046","","","","39","36","1","7","5","35","24","38","5.6","9.7","25.6","8","1","1","1","15.3","40.9","62","0.233333333","0.255263158","0.246774194","1.771428571","1.58974359","0.685714286","0.615384615","0.437142857","0.392307692","0.731428571","0.656410256","38.70967742","37.40831296","89.74358974","5.318138651","5.925925926","14.52991453","16.19047619","24.31149098","27.08994709","38.84140551","43.28042328"
"","","MZP2018GUR-AT04","","","","","","","","","MZP2018GUR-AT04-00047","","","","39","33","1","1","9","32","25","62","7.3","13.6","30.2","2","3","3","5","20.9","51.1","87","0.292","0.219354839","0.240229885","2.71875","2.230769231","0.78125","0.641025641","0.653125","0.535897436","0.94375","0.774358974","28.73563218","40.90019569","82.05128205","6.932573599","8.449074074","19.84805318","24.18981481","28.67996201","34.9537037","48.52801519","59.14351852"
"","","MZP2018GUR-AT04","","","","","","","","","MZP2018GUR-AT04-00048","","","","39","30","1","1","5","30","22","38","6","9.5","32","6","3","3","1","15.5","47.5","60","0.272727273","0.25","0.258333333","2","1.538461538","0.733333333","0.564102564","0.516666667","0.397435897","1.066666667","0.820512821","36.66666667","32.63157895","76.92307692","5.698005698","7.407407407","14.71984805","19.13580247","30.38936372","39.50617284","45.10921178","58.64197531"
"","","MZP2018GUR-AT04","","","","","","","","","MZP2018GUR-AT04-00049","","","","39","37","3","9","5","35","19","35","5","7.9","20.1","6","5","5","3","12.9","33","54","0.263157895","0.225714286","0.238888889","1.542857143","1.384615385","0.542857143","0.487179487","0.368571429","0.330769231","0.574285714","0.515384615","35.18518519","39.09090909","89.74358974","4.748338082","5.291005291","12.25071225","13.65079365","19.08831909","21.26984127","31.33903134","34.92063492"
"","","MZP2018GUR-AT04","","","","","","","","","MZP2018GUR-AT04-00050","","","","39","30","1","1","5","29","27","40","9","10.5","30.1","7","3","3","1","19.5","49.6","67","0.333333333","0.2625","0.291044776","2.310344828","1.717948718","0.931034483","0.692307692","0.672413793","0.5","1.037931034","0.771794872","40.29850746","39.31451613","74.35897436","8.547008547","11.49425287","18.51851852","24.90421456","28.58499525","38.44189017","47.10351377","63.34610473"
"","","MZP2018GUR-AT04","","","","","","","","","MZP2018GUR-AT04-00051","","","","39","31","5","9","7","30","24","47","6.7","9.5","30.5","6","3","3","1","16.2","46.7","71","0.279166667","0.20212766","0.228169014","2.366666667","1.820512821","0.8","0.615384615","0.54","0.415384615","1.016666667","0.782051282","33.8028169","34.68950749","76.92307692","6.362773029","8.271604938","15.38461538","20","28.9648623","37.65432099","44.34947768","57.65432099"
"","","MZP2018GUR-AT04","","","","","","","","","MZP2018GUR-AT04-00052","","","","39","35","1","5","9","34","24","35","6.5","8","23.1","8","3","3","3","14.5","37.6","59","0.270833333","0.228571429","0.245762712","1.735294118","1.512820513","0.705882353","0.615384615","0.426470588","0.371794872","0.679411765","0.592307692","40.6779661","38.56382979","87.17948718","6.172839506","7.080610022","13.77018044","15.79520697","21.93732194","25.16339869","35.70750237","40.95860566"
"","","MZP2018GUR-AT04","","","","","","","","","MZP2018GUR-AT04-00053","","","","39","25","1","1","7","25","32","51","9.3","12.7","24.6","2","3","3","5","22","46.6","83","0.290625","0.249019608","0.265060241","3.32","2.128205128","1.28","0.820512821","0.88","0.564102564","0.984","0.630769231","38.55421687","47.21030043","64.1025641","8.831908832","13.77777778","20.89268756","32.59259259","23.36182336","36.44444444","44.25451092","69.03703704"
"","","MZP2018GUR-AT04","","","","","","","","","MZP2018GUR-AT04-00054","","","","39","30","1","3","5","29","24","33","5.5","8.3","30.2","6","5","3","9","13.8","44","57","0.229166667","0.251515152","0.242105263","1.965517241","1.461538462","0.827586207","0.615384615","0.475862069","0.353846154","1.04137931","0.774358974","42.10526316","31.36363636","74.35897436","5.22317189","7.024265645","13.10541311","17.62452107","28.67996201","38.56960409","41.78537512","56.19412516"
