"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root dry matter content computing percent|CO_331:0000297","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of commercial storage roots per plant harvested|CO_331:2000036","Storage roots yield in kg per plant harvested|CO_331:0000681","Vine weight in kg per plant harvested|CO_331:0000990","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Biomass yield in tons per ha|CO_331:0001003","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Survival index computing percent|CO_331:0000301","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2018CHL-MT02","","","","","","","","","MZP2018CHL-MT02-00012","","","","39","36","36","24","101","120","16.6","8.2","58","1","3","3","20.44","3.51","49.41","2.32","1.3","53.18","3.51","5.24","11.68","24.8","82.8","221","0.164356436","0.068333333","0.112217195","6.138888889","2.805555556","0.688888889","1.611111111","45.70135747","29.95169082","5.06912","15.76448243","23.55175689","55.08072175","4.813979107","78.63247863","5.666666667","2.58974359","0.635897436","1.487179487","92.30769231","17.0781893","25.51440329","59.67078189","5.215144033","85.18518519"
"","","MZP2018CHL-MT02","","","","","","","","","MZP2018CHL-MT02-00013","","","","39","39","39","34","337","228","25","24.4","44.6","2","3","3","27.71","4.66","38.57","2.39","1.3","56.52","2.93","4.64","11.68","49.4","94","565","0.074183976","0.107017544","0.087433628","14.48717949","8.641025641","1.266666667","1.143589744","59.6460177","52.55319149","13.68874","23.74169041","46.91358025","42.35517569","12.99975309","89.26875594","14.48717949","8.641025641","1.266666667","1.143589744","100","23.74169041","46.91358025","42.35517569","12.99975309","89.26875594"
"","","MZP2018CHL-MT02","","","","","","","","","MZP2018CHL-MT02-00014","","","","39","29","29","20","17","62","1.8","4","43.8","1","3","3","","4.75","14.95","1.79","1.21","65.24","1.82","3.46","6.24","5.8","49.6","79","0.105882353","0.064516129","0.073417722","2.724137931","0.586206897","0.2","1.510344828","21.51898734","11.69354839","","1.709401709","5.508072175","41.5954416","","47.10351377","2.025641026","0.435897436","0.148717949","1.123076923","74.35897436","2.298850575","7.407407407","55.93869732","","63.34610473"
"","","MZP2018CHL-MT02","","","","","","","","","MZP2018CHL-MT02-00015","","","","39","24","24","9","2","11","0.8","0.8","15.4","1","3","3","","","","","","","","","","1.6","17","13","0.4","0.072727273","0.123076923","0.541666667","0.083333333","0.066666667","0.641666667","15.38461538","9.411764706","","0.759734093","1.519468186","14.62488129","","16.14434948","0.333333333","0.051282051","0.041025641","0.394871795","61.53846154","1.234567901","2.469135802","23.7654321","","26.2345679"
"","","MZP2018CHL-MT02","","","","","","","","","MZP2018CHL-MT02-00016","","","","39","38","38","12","24","22","1.8","1.2","22.6","1","3","3","","","","","","","","","","3","25.6","46","0.075","0.054545455","0.065217391","1.210526316","0.631578947","0.078947368","0.594736842","52.17391304","11.71875","","1.709401709","2.849002849","21.46248813","","24.31149098","1.179487179","0.615384615","0.076923077","0.579487179","97.43589744","1.754385965","2.923976608","22.02729045","","24.95126706"
"","","MZP2018CHL-MT02","","","","","","","","","MZP2018CHL-MT02-00017","","","","39","36","36","2","0","3","0","0.1","29.2","1","5","5","","","","","","","","","","0.1","29.3","3","","0.033333333","0.033333333","0.083333333","0","0.002777778","0.811111111","0","0.341296928","","0","0.094966762","27.7302944","","27.82526116","0.076923077","0","0.002564103","0.748717949","92.30769231","0","0.102880658","30.04115226","","30.14403292"
"","","MZP2018CHL-MT02","","","","","","","","","MZP2018CHL-MT02-00018","","","","39","39","39","15","0","14","0","3","66.6","1","5","5","","","","","","","","","","3","69.6","14","","0.214285714","0.214285714","0.358974359","0","0.076923077","1.707692308","0","4.310344828","","0","2.849002849","63.24786325","","66.0968661","0.358974359","0","0.076923077","1.707692308","100","0","2.849002849","63.24786325","","66.0968661"
"","","MZP2018CHL-MT02","","","","","","","","","MZP2018CHL-MT02-00019","","","","39","39","39","21","170","92","19.2","6.2","59.4","1","3","3","","","","","","","","","","25.4","84.8","262","0.112941176","0.067391304","0.096946565","6.717948718","4.358974359","0.651282051","1.523076923","64.88549618","29.95283019","","18.23361823","24.12155745","56.41025641","","80.53181387","6.717948718","4.358974359","0.651282051","1.523076923","100","18.23361823","24.12155745","56.41025641","","80.53181387"
"","","MZP2018CHL-MT02","","","","","","","","","MZP2018CHL-MT02-00020","","","","39","36","36","5","17","0","1.4","0","83","1","5","5","","","","","","","","","","1.4","84.4","17","0.082352941","","0.082352941","0.472222222","0.472222222","0.038888889","2.305555556","100","1.658767773","","1.329534663","1.329534663","78.82241216","","80.15194682","0.435897436","0.435897436","0.035897436","2.128205128","92.30769231","1.440329218","1.440329218","85.3909465","","86.83127572"
"","","MZP2018CHL-MT02","","","","","","","","","MZP2018CHL-MT02-00021","","","","39","39","39","16","24","0","2","0","78.6","3","3","3","","","","","","","","","","2","80.6","24","0.083333333","","0.083333333","0.615384615","0.615384615","0.051282051","2.015384615","100","2.481389578","","1.899335233","1.899335233","74.64387464","","76.54320988","0.615384615","0.615384615","0.051282051","2.015384615","100","1.899335233","1.899335233","74.64387464","","76.54320988"
"","","MZP2018CHL-MT02","","","","","","","","","MZP2018CHL-MT02-00022","","","","39","37","37","36","158","84","19.2","3.4","36.4","1","1","1","19.28","4.68","27.39","2.16","1.15","64.92","1.99","3.62","6.11","22.6","59","242","0.121518987","0.04047619","0.09338843","6.540540541","4.27027027","0.610810811","0.983783784","65.2892562","38.30508475","4.35728","18.23361823","21.46248813","34.56790123","4.137967711","56.03038936","6.205128205","4.051282051","0.579487179","0.933333333","94.87179487","19.21921922","22.62262262","36.43643644","4.361641642","59.05905906"
"","","MZP2018CHL-MT02","","","","","","","","","MZP2018CHL-MT02-00023","","","","39","39","39","28","98","108","15.4","8.8","49","3","3","3","22.22","4.47","33.3","2.18","1.36","62.66","1.86","3.76","7.28","24.2","73.2","206","0.157142857","0.081481481","0.117475728","5.282051282","2.512820513","0.620512821","1.256410256","47.57281553","33.06010929","5.37724","14.62488129","22.98195632","46.5337132","5.106590693","69.51566952","5.282051282","2.512820513","0.620512821","1.256410256","100","14.62488129","22.98195632","46.5337132","5.106590693","69.51566952"
"","","MZP2018CHL-MT02","","","","","","","","","MZP2018CHL-MT02-00024","","","","39","36","36","33","115","70","40.2","6.2","48","1","3","3","23.08","4.19","46.38","2.57","1.35","50.37","3.79","6.16","16.8","46.4","94.4","185","0.349565217","0.088571429","0.250810811","5.138888889","3.194444444","1.288888889","1.333333333","62.16216216","49.15254237","10.70912","38.17663818","44.0645774","45.58404558","10.17010446","89.64862298","4.743589744","2.948717949","1.18974359","1.230769231","92.30769231","41.35802469","47.73662551","49.38271605","11.01761317","97.11934156"
"","","MZP2018CHL-MT02","","","","","","","","","MZP2018CHL-MT02-00025","","","","39","39","39","35","161","150","35","20.6","22.2","1","1","1","18.6","3.03","33.95","1.82","0.88","57.16","5.65","8.05","7.18","55.6","77.8","311","0.217391304","0.137333333","0.178778135","7.974358974","4.128205128","1.425641026","0.569230769","51.76848875","71.46529563","10.3416","33.23836657","52.80151947","21.08262108","9.821082621","73.88414055","7.974358974","4.128205128","1.425641026","0.569230769","100","33.23836657","52.80151947","21.08262108","9.821082621","73.88414055"
"","","MZP2018CHL-MT02","","","","","","","","","MZP2018CHL-MT02-00026","","","","39","37","37","19","170","100","23.6","6.2","53.8","3","3","3","22.97","3.39","33.74","2.01","1.01","57.94","5.27","7.63","6.02","29.8","83.6","270","0.138823529","0.062","0.11037037","7.297297297","4.594594595","0.805405405","1.454054054","62.96296296","35.64593301","6.84506","22.41215575","28.30009497","51.09211776","6.500531814","79.39221273","6.923076923","4.358974359","0.764102564","1.379487179","94.87179487","23.62362362","29.82982983","53.85385385","6.851911912","83.68368368"
"","","MZP2018CHL-MT02","","","","","","","","","MZP2018CHL-MT02-00027","","","","39","39","39","22","115","15","16","1","29.2","1","3","3","","","","","","","","","","17","46.2","130","0.139130435","0.066666667","0.130769231","3.333333333","2.948717949","0.435897436","0.748717949","88.46153846","36.7965368","","15.19468186","16.14434948","27.7302944","","43.87464387","3.333333333","2.948717949","0.435897436","0.748717949","100","15.19468186","16.14434948","27.7302944","","43.87464387"
"","","MZP2018CHL-MT02","","","","","","","","","MZP2018CHL-MT02-00028","","","","39","36","36","15","54","53","9","1.8","43","1","3","3","26.69","2.2","37.91","2","1.04","45.48","8.34","11.66","13.61","10.8","53.8","107","0.166666667","0.033962264","0.100934579","2.972222222","1.5","0.3","1.194444444","50.46728972","20.07434944","2.88252","8.547008547","10.25641026","40.8357075","2.737435897","51.09211776","2.743589744","1.384615385","0.276923077","1.102564103","92.30769231","9.259259259","11.11111111","44.23868313","2.965555556","55.34979424"
"","","MZP2018CHL-MT02","","","","","","","","","MZP2018CHL-MT02-00029","","","","39","25","25","19","77","66","10.8","3.4","34","1","3","3","16.94","2.79","34.6","2.09","1.05","54.22","7.07","10.11","6.92","14.2","48.2","143","0.14025974","0.051515152","0.099300699","5.72","3.08","0.568","1.36","53.84615385","29.46058091","2.40548","10.25641026","13.48528015","32.28869896","2.284406458","45.77397911","3.666666667","1.974358974","0.364102564","0.871794872","64.1025641","16","21.03703704","50.37037037","3.563674074","71.40740741"
"","","MZP2018CHL-MT02","","","","","","","","","MZP2018CHL-MT02-00030","","","","39","18","18","16","13","100","1","2","18.2","1","5","3","","2.74","27.4","1.8","0.97","60.82","4.34","6.28","5.01","3","21.2","113","0.076923077","0.02","0.026548673","6.277777778","0.722222222","0.166666667","1.011111111","11.50442478","14.1509434","","0.949667616","2.849002849","17.28395062","","20.13295347","2.897435897","0.333333333","0.076923077","0.466666667","46.15384615","2.057613169","6.172839506","37.44855967","","43.62139918"
"","","MZP2018CHL-MT02","","","","","","","","","MZP2018CHL-MT02-00031","","","","39","28","28","6","0","8","0","0.4","48","1","5","5","","","","","","","","","","0.4","48.4","8","","0.05","0.05","0.285714286","0","0.014285714","1.714285714","0","0.826446281","","0","0.379867047","45.58404558","","45.96391263","0.205128205","0","0.01025641","1.230769231","71.79487179","0","0.529100529","63.49206349","","64.02116402"
"","","MZP2018CHL-MT02","","","","","","","","","MZP2018CHL-MT02-00032","","","","39","29","29","18","42","40","4","3","40.4","1","3","3","","","","","","","","","","7","47.4","82","0.095238095","0.075","0.085365854","2.827586207","1.448275862","0.24137931","1.393103448","51.2195122","14.76793249","","3.798670465","6.647673314","38.3665717","","45.01424501","2.102564103","1.076923077","0.179487179","1.035897436","74.35897436","5.108556833","8.939974457","51.59642401","","60.53639847"
"","","MZP2018CHL-MT02","","","","","","","","","MZP2018CHL-MT02-00033","","","","39","31","31","0","0","0","0","0","44.6","","","","","","","","","","","","","0","44.6","0","","","","0","0","0","1.438709677","","0","","0","0","42.35517569","","42.35517569","0","0","0","1.143589744","79.48717949","0","0","53.28554361","","53.28554361"
"","","MZP2018CHL-MT02","","","","","","","","","MZP2018CHL-MT02-00034","","","","39","32","32","4","0","10","0","0.8","53.8","1","5","5","","","","","","","","","","0.8","54.6","10","","0.08","0.08","0.3125","0","0.025","1.68125","0","1.465201465","","0","0.759734093","51.09211776","","51.85185185","0.256410256","0","0.020512821","1.379487179","82.05128205","0","0.925925926","62.26851852","","63.19444444"
"","","MZP2018CHL-MT02","","","","","","","","","MZP2018CHL-MT02-00035","","","","39","36","36","18","63","0","3","0","67.2","1","5","5","22.69","3.54","39.68","2.09","1.09","51.84","4.81","6.72","15.96","3","70.2","63","0.047619048","","0.047619048","1.75","1.75","0.083333333","1.866666667","100","4.273504274","0.6807","2.849002849","2.849002849","63.81766382","0.646438746","66.66666667","1.615384615","1.615384615","0.076923077","1.723076923","92.30769231","3.086419753","3.086419753","69.13580247","0.700308642","72.22222222"
"","","MZP2018CHL-MT02","","","","","","","","","MZP2018CHL-MT02-00036","","","","39","33","33","25","122","120","9.8","4.4","39","1","3","3","30","3","29.17","1.97","1.06","61.93","2.48","3.67","9.09","14.2","53.2","242","0.080327869","0.036666667","0.058677686","7.333333333","3.696969697","0.43030303","1.181818182","50.41322314","26.69172932","4.26","9.30674264","13.48528015","37.03703704","4.045584046","50.52231719","6.205128205","3.128205128","0.364102564","1","84.61538462","10.99887767","15.93714927","43.77104377","4.781144781","59.70819304"
"","","MZP2018CHL-MT02","","","","","","","","","MZP2018CHL-MT02-00037","","","","39","31","31","18","23","15","1.8","0.8","66.6","1","3","3","","3.97","41.01","2.16","1.05","57.8","4.92","7.17","7.52","2.6","69.2","38","0.07826087","0.053333333","0.068421053","1.225806452","0.741935484","0.083870968","2.148387097","60.52631579","3.757225434","","1.709401709","2.469135802","63.24786325","","65.71699905","0.974358974","0.58974359","0.066666667","1.707692308","79.48717949","2.150537634","3.106332139","79.56989247","","82.67622461"
"","","MZP2018CHL-MT02","","","","","","","","","MZP2018CHL-MT02-00038","","","","39","34","34","29","70","72","13.4","13.2","34","1","3","3","","","","","","","","","","26.6","60.6","142","0.191428571","0.183333333","0.187323944","4.176470588","2.058823529","0.782352941","1","49.29577465","43.89438944","","12.72554606","25.26115859","32.28869896","","57.54985755","3.641025641","1.794871795","0.682051282","0.871794872","87.17948718","14.59694989","28.97603486","37.03703704","","66.0130719"
"","","MZP2018CHL-MT02","","","","","","","","","MZP2018CHL-MT02-00039","","","","39","36","36","9","15","18","1.8","1.6","30.4","1","3","3","","3.8","","2.14","1.1","64.45","1.23","2.63","9.15","3.4","33.8","33","0.12","0.088888889","0.103030303","0.916666667","0.416666667","0.094444444","0.844444444","45.45454545","10.0591716","","1.709401709","3.228869896","28.86989554","","32.09876543","0.846153846","0.384615385","0.087179487","0.779487179","92.30769231","1.851851852","3.497942387","31.27572016","","34.77366255"
"","","MZP2018CHL-MT02","","","","","","","","","MZP2018CHL-MT02-00040","","","","39","31","31","31","252","67","24.8","5.6","24.8","1","1","1","","","","","","","","","","30.4","55.2","319","0.098412698","0.08358209","0.095297806","10.29032258","8.129032258","0.980645161","0.8","78.9968652","55.07246377","","23.55175689","28.86989554","23.55175689","","52.42165242","8.179487179","6.461538462","0.779487179","0.635897436","79.48717949","29.62962963","36.32019116","29.62962963","","65.94982079"
"","","MZP2018CHL-MT02","","","","","","","","","MZP2018CHL-MT02-00041","","","","39","39","39","26","100","61","24.2","10.4","77.4","1","1","1","","","","","","","","","","34.6","112","161","0.242","0.170491803","0.214906832","4.128205128","2.564102564","0.887179487","1.984615385","62.11180124","30.89285714","","22.98195632","32.85849953","73.5042735","","106.362773","4.128205128","2.564102564","0.887179487","1.984615385","100","22.98195632","32.85849953","73.5042735","","106.362773"
"","","MZP2018CHL-MT02","","","","","","","","","MZP2018CHL-MT02-00042","","","","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2018CHL-MT02","","","","","","","","","MZP2018CHL-MT02-00043","","","","39","21","21","16","15","24","12.6","7.4","46","1","5","5","19.78","2.88","38.6","2.24","1.33","46.16","4.3","6.75","22.2","20","66","39","0.84","0.308333333","0.512820513","1.857142857","0.714285714","0.952380952","2.19047619","38.46153846","30.3030303","3.956","11.96581197","18.99335233","43.68471035","3.75688509","62.67806268","1","0.384615385","0.512820513","1.179487179","53.84615385","22.22222222","35.27336861","81.1287478","6.97707231","116.4021164"
"","","MZP2018CHL-MT02","","","","","","","","","MZP2018CHL-MT02-00044","","","","39","39","39","29","120","39","20.8","3.2","56","1","3","3","22.68","3.89","61.42","2.31","1.26","48.52","4.3","6.46","15.46","24","80","159","0.173333333","0.082051282","0.150943396","4.076923077","3.076923077","0.615384615","1.435897436","75.47169811","30","5.4432","19.75308642","22.79202279","53.18138651","5.169230769","75.97340931","4.076923077","3.076923077","0.615384615","1.435897436","100","19.75308642","22.79202279","53.18138651","5.169230769","75.97340931"
"","","MZP2018CHL-MT02","","","","","","","","","MZP2018CHL-MT02-00045","","","","39","39","39","39","221","58","28.4","3.4","43","1","1","1","","","","","","","","","","31.8","74.8","279","0.128506787","0.05862069","0.113978495","7.153846154","5.666666667","0.815384615","1.102564103","79.21146953","42.51336898","","26.9705603","30.1994302","40.8357075","","71.0351377","7.153846154","5.666666667","0.815384615","1.102564103","100","26.9705603","30.1994302","40.8357075","","71.0351377"
"","","MZP2018CHL-MT02","","","","","","","","","MZP2018CHL-MT02-00046","","","","39","39","39","26","60","50","8","3.2","41","1","3","3","","4.65","18.72","2.11","1.06","59.53","4.49","6.79","6.24","11.2","52.2","110","0.133333333","0.064","0.101818182","2.820512821","1.538461538","0.287179487","1.051282051","54.54545455","21.4559387","","7.597340931","10.6362773","38.93637227","","49.57264957","2.820512821","1.538461538","0.287179487","1.051282051","100","7.597340931","10.6362773","38.93637227","","49.57264957"
