"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2012UMB-AT08","","","","","","","","","MZP2012UMB-AT08-00011","","","","26","26","2","3","2","18","17","50","48","10.5","5","15.1","1","1","1","50.6","15.3","1","3","3","3","2.77","1.53","1.19","18.05","3.03","60.89","2.75","4.52","11.02","15.5","30.6","98","0.21","0.104166667","0.158163265","5.444444444","3.769230769","2.777777778","1.923076923","0.861111111","0.596153846","0.838888889","0.580769231","51.02040816","50.65359477","69.23076923","30.23715415","4.686758893","14.95726496","21.60493827","22.07977208","31.89300412","21.50997151","31.06995885","6.67629472","9.643536817","43.58974359","62.96296296"
"","","MZP2012UMB-AT08","","","","","","","","","MZP2012UMB-AT08-00012","","","","26","15","2","1","4","15","13","10","8","2.4","0.6","7.9","3","3","3","50","14.5","3","1","3","3","2.66","1.61","1.17","25.6","12.39","63.41","2.75","4.72","7.69","3","10.9","18","0.24","0.075","0.166666667","1.2","0.692307692","0.666666667","0.384615385","0.2","0.115384615","0.526666667","0.303846154","55.55555556","27.52293578","57.69230769","29","0.87","3.418803419","5.925925926","4.273504274","7.407407407","11.25356125","19.50617284","1.239316239","2.148148148","15.52706553","26.91358025"
"","","MZP2012UMB-AT08","","","","","","","","","MZP2012UMB-AT08-00013","","","","26","11","2","1","1","11","11","21","16","5.6","2.8","12","5","3","3","46.1","13.1","3","1","5","5","3.51","1.94","1.33","28.14","14.37","52.11","3.12","5","16.05","8.4","20.4","37","0.266666667","0.175","0.227027027","3.363636364","1.423076923","1.909090909","0.807692308","0.763636364","0.323076923","1.090909091","0.461538462","56.75675676","41.17647059","42.30769231","28.4164859","2.386984816","7.977207977","18.85521886","11.96581197","28.28282828","17.09401709","40.4040404","3.40026327","8.036985911","29.05982906","68.68686869"
"","","MZP2012UMB-AT08","","","","","","","","","MZP2012UMB-AT08-00014","","","","26","14","6","4","2","13","12","33","9","5.8","0.8","8.2","3","5","3","35.6","12.1","1","3","3","1","3.6","1.49","1.22","14.18","6.12","61.63","3.07","5.11","9.77","6.6","14.8","42","0.175757576","0.088888889","0.157142857","3.230769231","1.615384615","2.538461538","1.269230769","0.507692308","0.253846154","0.630769231","0.315384615","78.57142857","44.59459459","50","33.98876404","2.243258427","8.262108262","16.52421652","9.401709402","18.8034188","11.68091168","23.36182336","3.195524825","6.391049649","21.08262108","42.16524217"
"","","MZP2012UMB-AT08","","","","","","","","","MZP2012UMB-AT08-00015","","","","26","22","7","5","4","20","19","26","95","5.5","8.1","8","1","1","3","37.6","10.3","3","1","3","1","4.3","2.11","1.45","41.68","12.39","54.38","2.89","4.75","12.84","13.6","21.6","121","0.211538462","0.085263158","0.112396694","6.05","4.653846154","1.3","1","0.68","0.523076923","0.4","0.307692308","21.48760331","62.96296296","76.92307692","27.39361702","3.725531915","7.834757835","10.18518519","19.37321937","25.18518519","11.3960114","14.81481481","5.30702552","6.899133176","30.76923077","40"
"","","MZP2012UMB-AT08","","","","","","","","","MZP2012UMB-AT08-00016","","","","26","26","1","1","1","10","8","19","7","7.9","0.4","21","7","5","1","29.1","9.8","3","1","3","1","3.26","1.23","1.05","91.35","6.12","66.6","2.04","3.99","9.49","8.3","29.3","26","0.415789474","0.057142857","0.319230769","2.6","1","1.9","0.730769231","0.83","0.319230769","2.1","0.807692308","73.07692308","28.32764505","38.46153846","33.67697595","2.795189003","11.25356125","29.25925926","11.82336182","30.74074074","29.91452991","77.77777778","3.981750717","10.35255186","41.73789174","108.5185185"
"","","MZP2012UMB-AT08","","","","","","","","","MZP2012UMB-AT08-00017","","","","26","17","2","1","3","13","13","43","18","6.8","0.8","10.1","1","1","3","50.5","14.3","5","1","5","5","3.16","1.83","1.3","61.19","6.12","53","3.15","5.27","15.76","7.6","17.7","61","0.158139535","0.044444444","0.124590164","4.692307692","2.346153846","3.307692308","1.653846154","0.584615385","0.292307692","0.776923077","0.388461538","70.49180328","42.93785311","50","28.31683168","2.152079208","9.686609687","19.37321937","10.82621083","21.65242165","14.38746439","28.77492877","3.065639897","6.131279795","25.21367521","50.42735043"
"","","MZP2012UMB-AT08","","","","","","","","","MZP2012UMB-AT08-00018","","","","26","18","1","1","2","18","18","34","60","5.6","4.6","9.2","1","1","3","47.2","12.1","3","5","5","3","3.89","2.04","1.33","41.2","3.03","47.86","4.6","7.47","19.4","10.2","19.4","94","0.164705882","0.076666667","0.108510638","5.222222222","3.615384615","1.888888889","1.307692308","0.566666667","0.392307692","0.511111111","0.353846154","36.17021277","52.57731959","69.23076923","25.63559322","2.614830508","7.977207977","11.52263374","14.52991453","20.98765432","13.10541311","18.93004115","3.724829784","5.380309688","27.63532764","39.91769547"
"","","MZP2012UMB-AT08","","","","","","","","","MZP2012UMB-AT08-00019","","","","26","13","2","1","6","9","9","44","27","7.2","3.4","6.2","1","1","1","37.5","11","1","3","3","3","2.43","1.85","1.24","33.51","6.12","45.2","5.04","7.75","23.45","10.6","16.8","71","0.163636364","0.125925926","0.149295775","7.888888889","2.730769231","4.888888889","1.692307692","1.177777778","0.407692308","0.688888889","0.238461538","61.97183099","63.0952381","34.61538462","29.33333333","3.109333333","10.25641026","29.62962963","15.0997151","43.62139918","8.831908832","25.51440329","4.429249763","12.79561043","23.93162393","69.13580247"
"","","MZP2012UMB-AT08","","","","","","","","","MZP2012UMB-AT08-00020","","","","26","13","3","1","4","11","11","31","26","6.4","4.2","6.8","5","5","1","27.5","5.3","1","7","3","1","5.66","3.28","1.85","61.79","10.5","22.38","7.27","11.2","31.23","10.6","17.4","57","0.206451613","0.161538462","0.185964912","5.181818182","2.192307692","2.818181818","1.192307692","0.963636364","0.407692308","0.618181818","0.261538462","54.38596491","60.91954023","42.30769231","19.27272727","2.042909091","9.116809117","21.54882155","15.0997151","35.69023569","9.686609687","22.8956229","2.91012691","6.878481788","24.78632479","58.58585859"
"","","MZP2012UMB-AT08","","","","","","","","","MZP2012UMB-AT08-00021","","","","26","16","3","4","4","11","11","29","9","9.4","0.6","10.1","5","3","1","20.3","5.1","3","5","3","3","3.3","2.05","1.34","34.63","7.76","41.1","4.92","7.43","25.71","10","20.1","38","0.324137931","0.066666667","0.263157895","3.454545455","1.461538462","2.636363636","1.115384615","0.909090909","0.384615385","0.918181818","0.388461538","76.31578947","49.75124378","42.30769231","25.12315271","2.512315271","13.39031339","31.64983165","14.24501425","33.67003367","14.38746439","34.00673401","3.578796682","8.458973976","28.63247863","67.67676768"
"","","MZP2012UMB-AT08","","","","","","","","","MZP2012UMB-AT08-00022","","","","26","20","6","1","1","19","15","","25","","3","33.1","7","5","1","36.1","10.2","5","3","3","3","3.45","1.99","1.28","36.89","10.5","44.82","4.66","7.44","23.89","","","","","0.12","","","","","","","","1.742105263","1.273076923","","","73.07692308","28.25484765","","","","","","47.15099715","64.52241715","","","",""
"","","MZP2012UMB-AT08","","","","","","","","","MZP2012UMB-AT08-00023","","","","26","19","3","5","4","15","15","35","35","6.8","3.1","6.1","5","5","1","50.9","15","3","5","3","5","3.05","1.72","1.21","24.07","1.32","59.02","4.44","6.72","6.26","9.9","16","70","0.194285714","0.088571429","0.141428571","4.666666667","2.692307692","2.333333333","1.346153846","0.66","0.380769231","0.406666667","0.234615385","50","61.875","57.69230769","29.46954813","2.917485265","9.686609687","16.79012346","14.1025641","24.44444444","8.689458689","15.0617284","4.155961916","7.203667322","22.79202279","39.50617284"
"","","MZP2012UMB-AT08","","","","","","","","","MZP2012UMB-AT08-00024","","","","26","22","2","1","2","17","14","42","24","8","7","10.2","5","3","1","50.8","13.6","3","3","3","3","3.6","2.01","1.52","22.87","10.5","55.68","5.17","8.15","6.21","15","25.2","66","0.19047619","0.291666667","0.227272727","3.882352941","2.538461538","2.470588235","1.615384615","0.882352941","0.576923077","0.6","0.392307692","63.63636364","59.52380952","65.38461538","26.77165354","4.015748031","11.3960114","17.4291939","21.36752137","32.67973856","14.52991453","22.22222222","5.720438791","8.748906387","35.8974359","54.90196078"
"","","MZP2012UMB-AT08","","","","","","","","","MZP2012UMB-AT08-00025","","","","26","17","6","1","2","17","17","10","30","2.4","2.8","15.1","7","5","1","50.2","14.3","1","1","3","5","2.69","1.81","1.2","40.81","7.23","52.21","4.43","6.82","14.57","5.2","20.3","40","0.24","0.093333333","0.13","2.352941176","1.538461538","0.588235294","0.384615385","0.305882353","0.2","0.888235294","0.580769231","25","25.61576355","65.38461538","28.48605578","1.4812749","3.418803419","5.22875817","7.407407407","11.32897603","21.50997151","32.89760349","2.110078206","3.227178432","28.91737892","44.22657952"
"","","MZP2012UMB-AT08","","","","","","","","","MZP2012UMB-AT08-00026","","","","26","13","2","4","4","12","12","15","20","3.6","2.9","4.8","5","5","3","","","3","1","3","5","","","","","","","","","","6.5","11.3","35","0.24","0.145","0.185714286","2.916666667","1.346153846","1.25","0.576923077","0.541666667","0.25","0.4","0.184615385","42.85714286","57.52212389","46.15384615","","","5.128205128","11.11111111","9.259259259","20.0617284","6.837606838","14.81481481","","","16.0968661","34.87654321"
"","","MZP2012UMB-AT08","","","","","","","","","MZP2012UMB-AT08-00027","","","","26","15","1","1","3","15","15","30","31","5.1","2.4","7.1","3","3","3","50.2","13.1","3","3","1","3","2.41","1.69","1.05","19.44","11.03","48.03","4.49","6.75","22.78","7.5","14.6","61","0.17","0.077419355","0.12295082","4.066666667","2.346153846","2","1.153846154","0.5","0.288461538","0.473333333","0.273076923","49.18032787","51.36986301","57.69230769","26.09561753","1.957171315","7.264957265","12.59259259","10.68376068","18.51851852","10.11396011","17.5308642","2.787993326","4.832521765","20.7977208","36.04938272"
"","","MZP2012UMB-AT08","","","","","","","","","MZP2012UMB-AT08-00028","","","","26","15","1","1","2","14","14","38","12","6.4","0.6","11.1","3","3","3","50.1","13.4","1","3","5","3","3.03","1.89","1.33","27.22","11.03","55.9","3.25","5.02","12.37","7","18.1","50","0.168421053","0.05","0.14","3.571428571","1.923076923","2.714285714","1.461538462","0.5","0.269230769","0.792857143","0.426923077","76","38.67403315","53.84615385","26.74650699","1.872255489","9.116809117","16.93121693","9.971509972","18.51851852","15.81196581","29.36507937","2.667030611","4.953056849","25.78347578","47.88359788"
"","","MZP2012UMB-AT08","","","","","","","","","MZP2012UMB-AT08-00029","","","","26","20","8","6","6","3","3","5","","2","","3","7","7","1","50.4","15.7","9","3","3","3","2.4","1.25","0.92","6.72","1.76","65.53","1.88","3.04","9.87","","","","0.4","","","","","1.666666667","0.192307692","","","1","0.115384615","","","11.53846154","31.15079365","","2.849002849","24.69135802","","","4.273504274","37.03703704","","","",""
"","","MZP2012UMB-AT08","","","","","","","","","MZP2012UMB-AT08-00030","","","","26","20","1","1","1","10","6","14","11","1.2","0.4","24","3","3","1","49.1","14.4","1","1","5","7","2.27","1.55","1.21","23.47","11.03","58.82","3.15","4.5","11.13","1.6","25.6","25","0.085714286","0.036363636","0.064","2.5","0.961538462","1.4","0.538461538","0.16","0.061538462","2.4","0.923076923","56","6.25","38.46153846","29.32790224","0.469246436","1.709401709","4.444444444","2.279202279","5.925925926","34.18803419","88.88888889","0.668442216","1.737949762","36.46723647","94.81481481"
"","","MZP2012UMB-AT08","","","","","","","","","MZP2012UMB-AT08-00031","","","","26","23","1","1","1","20","20","38","36","14.1","7.8","18","7","7","3","50.2","14","1","1","3","5","2.91","1.31","1.05","22.87","","62.92","2.23","3.52","9.82","21.9","39.9","74","0.371052632","0.216666667","0.295945946","3.7","2.846153846","1.9","1.461538462","1.095","0.842307692","0.9","0.692307692","51.35135135","54.88721805","76.92307692","27.88844622","6.107569721","20.08547009","26.11111111","31.1965812","40.55555556","25.64102564","33.33333333","8.700241768","11.3103143","56.83760684","73.88888889"
"","","MZP2012UMB-AT08","","","","","","","","","MZP2012UMB-AT08-00032","","","","26","20","1","3","2","18","18","58","47","7.8","4.5","13","3","3","3","51","15.4","3","3","5","3","2.48","1.46","1.18","14.59","7.76","62.06","2.2","3.86","11.59","12.3","25.3","105","0.134482759","0.095744681","0.117142857","5.833333333","4.038461538","3.222222222","2.230769231","0.683333333","0.473076923","0.722222222","0.5","55.23809524","48.61660079","69.23076923","30.19607843","3.714117647","11.11111111","16.04938272","17.52136752","25.30864198","18.51851852","26.74897119","5.290765879","7.642217381","36.03988604","52.05761317"
"","","MZP2012UMB-AT08","","","","","","","","","MZP2012UMB-AT08-00033","","","","26","26","2","7","5","7","4","5","3","1.6","0.5","4.8","5","5","1","","","1","3","3","3","","","","","","","","","","2.1","6.9","8","0.32","0.166666667","0.2625","1.142857143","0.307692308","0.714285714","0.192307692","0.3","0.080769231","0.685714286","0.184615385","62.5","30.43478261","26.92307692","","","2.279202279","8.465608466","2.991452991","11.11111111","6.837606838","25.3968254","","","9.829059829","36.50793651"
"","","MZP2012UMB-AT08","","","","","","","","","MZP2012UMB-AT08-00034","","","","26","6","7","1","5","6","6","9","2","1","0.2","6.1","3","3","1","45.3","17.5","1","1","3","5","2.06","1.03","1.05","1.34","3.96","72.49","1.7","3.14","3.52","1.2","7.3","11","0.111111111","0.1","0.109090909","1.833333333","0.423076923","1.5","0.346153846","0.2","0.046153846","1.016666667","0.234615385","81.81818182","16.43835616","23.07692308","38.63134658","0.463576159","1.424501425","6.172839506","1.709401709","7.407407407","8.689458689","37.65432099","0.660364899","2.861581228","10.3988604","45.0617284"
"","","MZP2012UMB-AT08","","","","","","","","","MZP2012UMB-AT08-00035","","","","26","16","2","1","2","16","16","21","18","4.4","1.2","11","3","3","1","45.3","17.6","1","5","9","5","2.53","1.03","1.06","","0.12","72.18","1.15","2.52","3.07","5.6","16.6","39","0.20952381","0.066666667","0.143589744","2.4375","1.5","1.3125","0.807692308","0.35","0.215384615","0.6875","0.423076923","53.84615385","33.73493976","61.53846154","38.85209713","2.175717439","6.267806268","10.18518519","7.977207977","12.96296296","15.66951567","25.46296296","3.099312592","5.036382961","23.64672365","38.42592593"
"","","MZP2012UMB-AT08","","","","","","","","","MZP2012UMB-AT08-00036","","","","26","17","1","1","2","12","12","35","55","4.5","2.4","15","3","3","3","50.4","13.2","1","3","3","3","3.37","1.84","1.2","38.01","11.03","48.63","3.09","4.93","22.69","6.9","21.9","90","0.128571429","0.043636364","0.076666667","7.5","3.461538462","2.916666667","1.346153846","0.575","0.265384615","1.25","0.576923077","38.88888889","31.50684932","46.15384615","26.19047619","1.807142857","6.41025641","13.88888889","9.829059829","21.2962963","21.36752137","46.2962963","2.574277574","5.577601411","31.1965812","67.59259259"
"","","MZP2012UMB-AT08","","","","","","","","","MZP2012UMB-AT08-00037","","","","26","25","1","3","3","10","10","14","15","2.9","1.1","10.1","5","3","1","48.1","13","1","1","1","5","2.59","1.54","0.94","29","12.39","59.41","3.28","4.57","13.24","4","14.1","29","0.207142857","0.073333333","0.137931034","2.9","1.115384615","1.4","0.538461538","0.4","0.153846154","1.01","0.388461538","48.27586207","28.36879433","38.46153846","27.02702703","1.081081081","4.131054131","10.74074074","5.698005698","14.81481481","14.38746439","37.40740741","1.54000154","4.004004004","20.08547009","52.22222222"
"","","MZP2012UMB-AT08","","","","","","","","","MZP2012UMB-AT08-00038","","","","26","17","3","5","3","14","14","25","31","5.2","2.8","16.2","3","3","3","50.3","12.2","1","3","3","5","3.1","1.41","1.02","12.09","7.23","59.77","2.09","3.88","17.39","8","24.2","56","0.208","0.090322581","0.142857143","4","2.153846154","1.785714286","0.961538462","0.571428571","0.307692308","1.157142857","0.623076923","44.64285714","33.05785124","53.84615385","24.25447316","1.940357853","7.407407407","13.75661376","11.3960114","21.16402116","23.07692308","42.85714286","2.764042525","5.133221833","34.47293447","64.02116402"
