"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Content of maltose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001051","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00011","","","","39","30","1","1","5","2","2","3","3","0.8","0.4","7.2","5","7","5","1","49.4","12.8","5","1","1","1","6.38","2.47","1.88","31.26","1.38","60.14","2.86","5.1","5.74","0.98","1.2","8.4","6","0.266666667","0.133333333","0.2","3","0.153846154","1.5","0.076923077","0.6","0.030769231","3.6","0.184615385","50","14.28571429","5.128205128","25.91093117","0.310931174","0.759734093","14.81481481","1.13960114","22.22222222","6.837606838","133.3333333","0.295281267","5.757984705","7.977207977","155.5555556"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00012","","","","39","31","1","3","5","31","31","18","19","6.5","4.5","15.7","5","5","5","1","41.9","12.9","5","3","3","3","7.15","2.47","1.77","24.16","6.12","58.62","1.94","3.85","8.49","0.4","11","26.7","37","0.361111111","0.236842105","0.297297297","1.193548387","0.948717949","0.580645161","0.461538462","0.35483871","0.282051282","0.506451613","0.402564103","48.64864865","41.19850187","79.48717949","30.7875895","3.386634845","6.172839506","7.765830346","10.44634378","13.14217443","14.90978158","18.75746714","3.216177441","4.046158715","25.35612536","31.89964158"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00013","","","","39","30","1","3","7","30","30","7","36","2","3.5","13.4","7","5","5","1","50.5","17","1","5","3","3","3.9","1.72","1.28","6.37","7.76","66.31","2.46","4.36","2.57","0.12","5.5","18.9","43","0.285714286","0.097222222","0.127906977","1.433333333","1.102564103","0.233333333","0.179487179","0.183333333","0.141025641","0.446666667","0.343589744","16.27906977","29.1005291","76.92307692","33.66336634","1.851485149","1.899335233","2.469135802","5.22317189","6.790123457","12.72554606","16.54320988","1.758295488","2.285784134","17.94871795","23.33333333"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00014","","","","39","31","1","3","7","19","5","6","0","1.1","0","23.7","8","5","5","1","50.4","15.5","3","1","1","1","4.86","2.02","1.41","101.22","","48.89","3.25","5.31","19.93","1.32","1.1","24.8","6","0.183333333","","0.183333333","0.315789474","0.153846154","0.315789474","0.153846154","0.057894737","0.028205128","1.247368421","0.607692308","100","4.435483871","48.71794872","30.75396825","0.338293651","1.044634378","2.144249513","1.044634378","2.144249513","22.50712251","46.19883041","0.321266525","0.659441814","23.55175689","48.34307992"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00015","","","","39","29","1","3","7","17","10","7","7","2","1.5","19.5","3","5","5","1","50.4","15.5","7","1","1","1","4.86","2.02","1.41","101.22","1.74","48.89","3.25","5.31","19.93","1.32","3.5","23","14","0.285714286","0.214285714","0.25","0.823529412","0.358974359","0.411764706","0.179487179","0.205882353","0.08974359","1.147058824","0.5","50","15.2173913","43.58974359","30.75396825","1.076388889","1.899335233","4.357298475","3.323836657","7.625272331","18.51851852","42.48366013","1.02221167","2.345073832","21.84235518","50.10893246"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00016","","","","39","33","1","3","5","18","12","0","17","0","2","15.6","4","7","7","3","50.1","19.6","1","5","5","5","5.62","1.81","1.4","8.39","11.03","66.37","1.31","2.9","6.3","0.13","2","17.6","17","","0.117647059","0.117647059","0.944444444","0.435897436","0","0","0.111111111","0.051282051","0.866666667","0.4","0","11.36363636","46.15384615","39.12175649","0.78243513","0","0","1.899335233","4.115226337","14.81481481","32.09876543","0.743053305","1.609948827","16.71415005","36.21399177"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00017","","","","39","19","1","3","5","19","19","3","22","1","2","8.2","3","5","5","1","50.7","11","1","7","7","5","6.85","2.81","2.07","54.96","12.39","38.95","2.57","5.14","26.97","1.26","3","11.2","25","0.333333333","0.090909091","0.12","1.315789474","0.641025641","0.157894737","0.076923077","0.157894737","0.076923077","0.431578947","0.21025641","12","26.78571429","48.71794872","21.69625247","0.650887574","0.949667616","1.949317739","2.849002849","5.847953216","7.787274454","15.98440546","0.618126851","1.268786694","10.6362773","21.83235867"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00018","","","","39","22","1","1","7","20","20","7","22","2","3.5","10","2","3","3","1","49","13.2","1","7","5","5","8.32","2.8","2.03","48.71","11.03","49.65","2.87","5.14","13.32","0.84","5.5","15.5","29","0.285714286","0.159090909","0.189655172","1.45","0.743589744","0.35","0.179487179","0.275","0.141025641","0.5","0.256410256","24.13793103","35.48387097","51.28205128","26.93877551","1.481632653","1.899335233","3.703703704","5.22317189","10.18518519","9.496676163","18.51851852","1.40705855","2.743764172","14.71984805","28.7037037"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00019","","","","39","30","1","1","5","6","6","0","20","0","5.5","6","4","5","5","3","50.4","8.9","1","7","7","5","11.39","3.59","2.69","68.47","14.37","32.82","3.71","6.76","27.43","2.81","5.5","11.5","20","","0.275","0.275","3.333333333","0.512820513","0","0","0.916666667","0.141025641","1","0.153846154","0","47.82608696","15.38461538","17.65873016","0.971230159","0","0","5.22317189","33.95061728","5.698005698","37.03703704","0.92234583","5.995247893","10.92117759","70.98765432"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00020","","","","39","28","1","1","5","16","4","3","3","1","0.8","6.3","2","5","5","1","50.5","12.8","5","3","3","3","6.91","2.34","1.69","16.51","4.41","55.03","3.78","6.28","8.71","0.54","1.8","8.1","6","0.333333333","0.266666667","0.3","0.375","0.153846154","0.1875","0.076923077","0.1125","0.046153846","0.39375","0.161538462","50","22.22222222","41.02564103","25.34653465","0.456237624","0.949667616","2.314814815","1.709401709","4.166666667","5.982905983","14.58333333","0.433274097","1.056105611","7.692307692","18.75"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00021","","","","39","30","1","1","7","7","7","9","15","2.1","2.5","11","5","3","3","1","50.8","14.3","1","7","5","3","7.69","2.73","2.03","38.78","10.5","54.34","2.12","4.46","11.06","0.65","4.6","15.6","24","0.233333333","0.166666667","0.191666667","3.428571429","0.615384615","1.285714286","0.230769231","0.657142857","0.117948718","1.571428571","0.282051282","37.5","29.48717949","17.94871795","28.1496063","1.29488189","1.994301994","11.11111111","4.368471035","24.33862434","10.44634378","58.2010582","1.229707398","6.85122693","14.81481481","82.53968254"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00022","","","","39","20","1","1","5","13","13","9","20","2.5","5","8.4","4","5","3","1","50.1","9.1","1","7","5","5","9.27","3.3","2.63","51.39","12.39","34.31","3.26","5.97","24.58","1.42","7.5","15.9","29","0.277777778","0.25","0.25862069","2.230769231","0.743589744","0.692307692","0.230769231","0.576923077","0.192307692","0.646153846","0.215384615","31.03448276","47.16981132","33.33333333","18.16367265","1.362275449","2.374169041","7.122507123","7.122507123","21.36752137","7.977207977","23.93162393","1.293708879","3.881126636","15.0997151","45.2991453"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00023","","","","39","19","1","3","5","10","10","5","17","2","3","5.8","5","5","5","3","50.9","13","1","7","5","3","6.64","2.44","1.74","20.16","11.03","55.45","3.17","5.5","10.19","0.61","5","10.8","22","0.4","0.176470588","0.227272727","2.2","0.564102564","0.5","0.128205128","0.5","0.128205128","0.58","0.148717949","22.72727273","46.2962963","25.64102564","25.54027505","1.277013752","1.899335233","7.407407407","4.748338082","18.51851852","5.508072175","21.48148148","1.212738606","4.729680565","10.25641026","40"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00024","","","","39","20","1","3","5","16","15","8","12","3","4","19","5","5","7","3","50.7","10.4","1","5","5","3","3.91","1.97","1.23","22.6","7.23","48.73","7.68","11.34","11.32","0.89","7","26","20","0.375","0.333333333","0.35","1.25","0.512820513","0.5","0.205128205","0.4375","0.179487179","1.1875","0.487179487","40","26.92307692","41.02564103","20.51282051","1.435897436","2.849002849","6.944444444","6.647673314","16.2037037","18.04368471","43.98148148","1.363625295","3.323836657","24.69135802","60.18518519"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00025","","","","39","18","1","3","5","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00026","","","","39","14","1","3","5","6","6","2","7","0.3","1","6.5","5","7","9","7","50.6","11.6","1","5","5","5","7.51","2.64","1.88","24.5","7.23","56.51","2.4","4.26","9.79","0.56","1.3","7.8","9","0.15","0.142857143","0.144444444","1.5","0.230769231","0.333333333","0.051282051","0.216666667","0.033333333","1.083333333","0.166666667","22.22222222","16.66666667","15.38461538","22.92490119","0.298023715","0.284900285","1.851851852","1.234567901","8.024691358","6.172839506","40.12345679","0.283023471","1.839652564","7.407407407","48.14814815"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00027","","","","39","17","1","5","5","8","0","0","0","0","0","5.8","","","","","","","","","","","","","","","","","","","","","0","5.8","0","","","","0","0","0","0","0","0","0.725","0.148717949","","0","20.51282051","","","0","0","0","0","5.508072175","26.85185185","","","5.508072175","26.85185185"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00028","","","","39","20","1","3","7","20","20","9","50","2","6.5","9","4","5","3","1","50.7","11.1","1","7","7","5","9.97","3.29","2.31","56.95","14.37","40.14","3.01","5.67","19.3","1.49","8.5","17.5","59","0.222222222","0.13","0.144067797","2.95","1.512820513","0.45","0.230769231","0.425","0.217948718","0.45","0.230769231","15.25423729","48.57142857","51.28205128","21.89349112","1.860946746","1.899335233","3.703703704","8.072174739","15.74074074","8.547008547","16.66666667","1.76728086","3.446197677","16.61918329","32.40740741"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00029","","","","39","30","1","1","7","30","14","0","17","0","3","20","4","7","7","3","50.6","13.3","1","7","5","5","6.94","2.98","1.96","50.75","14.37","54.04","2.9","5.24","7.92","1.05","3","23","17","","0.176470588","0.176470588","0.566666667","0.435897436","0","0","0.1","0.076923077","0.666666667","0.512820513","0","13.04347826","76.92307692","26.28458498","0.788537549","0","0","2.849002849","3.703703704","18.99335233","24.69135802","0.748848575","0.973503147","21.84235518","28.39506173"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00030","","","","39","19","1","5","5","19","19","31","46","7","6.5","8.6","7","3","1","1","50.8","10.8","1","3","5","5","5.09","2.32","1.75","32.69","12.39","45.4","7.1","10.24","10.82","1.03","13.5","22.1","77","0.225806452","0.141304348","0.175324675","4.052631579","1.974358974","1.631578947","0.794871795","0.710526316","0.346153846","0.452631579","0.220512821","40.25974026","61.08597285","48.71794872","21.25984252","2.87007874","6.647673314","13.64522417","12.82051282","26.31578947","8.1671415","16.76413255","2.725620836","5.5946954","20.98765432","43.07992203"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00031","","","","39","30","1","1","7","17","17","16","18","6","4.5","19.3","2","5","7","1","50.2","9.9","1","5","5","3","5.74","2.38","1.61","34.33","7.23","44.21","9.26","13.26","8.03","1.03","10.5","29.8","34","0.375","0.25","0.308823529","2","0.871794872","0.941176471","0.41025641","0.617647059","0.269230769","1.135294118","0.494871795","47.05882353","35.23489933","43.58974359","19.72111554","2.070717131","5.698005698","13.07189542","9.971509972","22.87581699","18.328585","42.04793028","1.966493002","4.5113663","28.30009497","64.92374728"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00032","","","","39","25","1","1","7","25","21","6","22","1.7","4","21.5","1","5","5","3","46.5","15.5","5","1","1","1","7.11","1.79","1.53","0","0.02","63.59","1.67","3.17","5.19","0.18","5.7","27.2","28","0.283333333","0.181818182","0.203571429","1.12","0.717948718","0.24","0.153846154","0.228","0.146153846","0.86","0.551282051","21.42857143","20.95588235","64.1025641","33.33333333","1.9","1.614434948","2.518518519","5.413105413","8.444444444","20.41785375","31.85185185","1.804368471","2.814814815","25.83095916","40.2962963"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00033","","","","39","29","1","1","5","29","29","16","26","5","4.5","12.7","4","3","1","1","50.6","13.3","1","5","5","5","7.29","2.78","1.97","23.26","10.5","51.76","5.34","8.3","5.22","0.7","9.5","22.2","42","0.3125","0.173076923","0.226190476","1.448275862","1.076923077","0.551724138","0.41025641","0.327586207","0.243589744","0.437931034","0.325641026","38.0952381","42.79279279","74.35897436","26.28458498","2.497035573","4.748338082","6.385696041","9.021842355","12.13282248","12.06077873","16.21966794","2.371353821","3.189062035","21.08262108","28.35249042"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00034","","","","39","20","1","1","5","10","10","9","6","2.5","0.8","5.5","2","5","7","1","50.7","10.9","5","3","3","3","6.99","2.31","1.54","7.98","4.41","50.79","4.48","6.88","12.77","0.63","3.3","8.8","15","0.277777778","0.133333333","0.22","1.5","0.384615385","0.9","0.230769231","0.33","0.084615385","0.55","0.141025641","60","37.5","25.64102564","21.49901381","0.709467456","2.374169041","9.259259259","3.133903134","12.22222222","5.22317189","20.37037037","0.673758267","2.627657243","8.357075024","32.59259259"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00035","","","","39","14","1","1","5","2","2","3","3","0.4","0.3","6","5","7","9","3","43.9","15.7","7","1","1","1","7.32","2.37","1.61","6.35","1.76","60.75","2.4","4.22","5.74","0.71","0.7","6.7","6","0.133333333","0.1","0.116666667","3","0.153846154","1.5","0.076923077","0.35","0.017948718","3","0.153846154","50","10.44776119","5.128205128","35.76309795","0.250341686","0.379867047","7.407407407","0.664767331","12.96296296","5.698005698","111.1111111","0.237741392","4.635957142","6.362773029","124.0740741"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00036","","","","39","20","1","1","5","20","20","12","26","3","2.6","10","4","5","5","1","50.6","13.6","1","7","7","5","6.65","2.68","1.98","51.25","14.37","52.37","3.63","6.72","10.51","1.46","5.6","15.6","38","0.25","0.1","0.147368421","1.9","0.974358974","0.6","0.307692308","0.28","0.143589744","0.5","0.256410256","31.57894737","35.8974359","51.28205128","26.87747036","1.50513834","2.849002849","5.555555556","5.318138651","10.37037037","9.496676163","18.51851852","1.42938114","2.787293222","14.81481481","28.88888889"
