"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|CO_331:0000198","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00105","","","","26","24","1","4","5","1","1","24","24","24","51","8","6","13","5","5","3","1","3","8","2","14","27","75","0.333333333","0.117647059","0.186666667","3.125","2.884615385","1","0.923076923","0.583333333","0.538461538","0.541666667","0.5","32","51.85185185","92.30769231","11.3960114","12.34567901","19.94301994","21.60493827","18.51851852","20.0617284","38.46153846","41.66666667"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00106","","","","26","22","1","4","5","1","1","22","17","5","15","1","1","23","5","5","2","2","3","8","1","2","25","20","0.2","0.066666667","0.1","0.909090909","0.769230769","0.227272727","0.192307692","0.090909091","0.076923077","1.045454545","0.884615385","25","8","84.61538462","1.424501425","1.683501684","2.849002849","3.367003367","32.76353276","38.72053872","35.61253561","42.08754209"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00107","","","","26","20","6","6","5","1","1","20","18","36","28","5.5","3","5","3","3","2","1","1","8","2","8.5","13.5","64","0.152777778","0.107142857","0.1328125","3.2","2.461538462","1.8","1.384615385","0.425","0.326923077","0.25","0.192307692","56.25","62.96296296","76.92307692","7.834757835","10.18518519","12.10826211","15.74074074","7.122507123","9.259259259","19.23076923","25"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00108","","","","26","21","1","2","5","1","1","21","21","62","39","24","4","12","3","4","2","3","1","5","1","28","40","101","0.387096774","0.102564103","0.277227723","4.80952381","3.884615385","2.952380952","2.384615385","1.333333333","1.076923077","0.571428571","0.461538462","61.38613861","70","80.76923077","34.18803419","42.32804233","39.88603989","49.38271605","17.09401709","21.16402116","56.98005698","70.54673721"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00109","","","","26","20","1","1","5","2","4","20","20","55","73","12","12","8.5","3","3","4","1","2","9","1","24","32.5","128","0.218181818","0.164383562","0.1875","6.4","4.923076923","2.75","2.115384615","1.2","0.923076923","0.425","0.326923077","42.96875","73.84615385","76.92307692","17.09401709","22.22222222","34.18803419","44.44444444","12.10826211","15.74074074","46.2962963","60.18518519"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00110","","","","26","20","1","5","4","1","1","20","20","42","78","5","5","4","7","7","2","1","1","5","4","10","14","120","0.119047619","0.064102564","0.083333333","6","4.615384615","2.1","1.615384615","0.5","0.384615385","0.2","0.153846154","35","71.42857143","76.92307692","7.122507123","9.259259259","14.24501425","18.51851852","5.698005698","7.407407407","19.94301994","25.92592593"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00111","","","","26","18","5","5","2","1","1","18","12","6","20","2","4","4","3","3","5","2","2","7","2","6","10","26","0.333333333","0.2","0.230769231","1.444444444","1","0.333333333","0.230769231","0.333333333","0.230769231","0.222222222","0.153846154","23.07692308","60","69.23076923","2.849002849","4.115226337","8.547008547","12.34567901","5.698005698","8.230452675","14.24501425","20.57613169"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00112","","","","26","22","4","4","5","1","1","22","22","45","97","7","9","4","4","5","3","2","1","7","2","16","20","142","0.155555556","0.092783505","0.112676056","6.454545455","5.461538462","2.045454545","1.730769231","0.727272727","0.615384615","0.181818182","0.153846154","31.69014085","80","84.61538462","9.971509972","11.78451178","22.79202279","26.93602694","5.698005698","6.734006734","28.49002849","33.67003367"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00113","","","","26","16","1","1","6","1","1","16","16","9","37","2","9.5","21","3","4","4","3","2","8","2","11.5","32.5","46","0.222222222","0.256756757","0.25","2.875","1.769230769","0.5625","0.346153846","0.71875","0.442307692","1.3125","0.807692308","19.56521739","35.38461538","61.53846154","2.849002849","4.62962963","16.38176638","26.62037037","29.91452991","48.61111111","46.2962963","75.23148148"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00114","","","","26","20","5","6","5","1","1","20","20","19","40","4","5","9","5","5","3","3","3","8","2","9","18","59","0.210526316","0.125","0.152542373","2.95","2.269230769","0.95","0.730769231","0.45","0.346153846","0.45","0.346153846","32.20338983","50","76.92307692","5.698005698","7.407407407","12.82051282","16.66666667","12.82051282","16.66666667","25.64102564","33.33333333"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00115","","","","26","21","4","3","5","1","1","21","14","8","40","3","3","24","6","6","2","1","2","9","1","6","30","48","0.375","0.075","0.125","2.285714286","1.846153846","0.380952381","0.307692308","0.285714286","0.230769231","1.142857143","0.923076923","16.66666667","20","80.76923077","4.273504274","5.291005291","8.547008547","10.58201058","34.18803419","42.32804233","42.73504274","52.91005291"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00116","","","","26","23","1","4","5","1","1","23","23","7","61","3","2.5","20","3","3","4","1","3","8","2","5.5","25.5","68","0.428571429","0.040983607","0.080882353","2.956521739","2.615384615","0.304347826","0.269230769","0.239130435","0.211538462","0.869565217","0.769230769","10.29411765","21.56862745","88.46153846","4.273504274","4.830917874","7.834757835","8.85668277","28.49002849","32.20611916","36.32478632","41.06280193"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00117","","","","26","18","3","4","6","1","1","18","18","6","46","2","8","20","3","3","2","3","1","7","2","10","30","52","0.333333333","0.173913043","0.192307692","2.888888889","2","0.333333333","0.230769231","0.555555556","0.384615385","1.111111111","0.769230769","11.53846154","33.33333333","69.23076923","2.849002849","4.115226337","14.24501425","20.57613169","28.49002849","41.15226337","42.73504274","61.72839506"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00118","","","","26","22","1","3","8","1","1","22","22","10","35","3","12","29.5","3","3","4","1","2","7","2","15","44.5","45","0.3","0.342857143","0.333333333","2.045454545","1.730769231","0.454545455","0.384615385","0.681818182","0.576923077","1.340909091","1.134615385","22.22222222","33.70786517","84.61538462","4.273504274","5.050505051","21.36752137","25.25252525","42.02279202","49.66329966","63.39031339","74.91582492"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00119","","","","26","24","4","3","6","1","1","24","24","20","126","7.5","16.5","21","3","3","3","1","2","7","2","24","45","146","0.375","0.130952381","0.164383562","6.083333333","5.615384615","0.833333333","0.769230769","1","0.923076923","0.875","0.807692308","13.69863014","53.33333333","92.30769231","10.68376068","11.57407407","34.18803419","37.03703704","29.91452991","32.40740741","64.1025641","69.44444444"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00120","","","","26","15","1","1","6","1","1","15","15","42","44","12","7.5","8","6","6","3","3","3","8","2","19.5","27.5","86","0.285714286","0.170454545","0.226744186","5.733333333","3.307692308","2.8","1.615384615","1.3","0.75","0.533333333","0.307692308","48.8372093","70.90909091","57.69230769","17.09401709","29.62962963","27.77777778","48.14814815","11.3960114","19.75308642","39.17378917","67.90123457"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00121","","","","26","19","1","5","6","1","1","19","19","11","85","4","24.5","12","5","5","2","2","2","8","1","28.5","40.5","96","0.363636364","0.288235294","0.296875","5.052631579","3.692307692","0.578947368","0.423076923","1.5","1.096153846","0.631578947","0.461538462","11.45833333","70.37037037","73.07692308","5.698005698","7.797270955","40.5982906","55.55555556","17.09401709","23.39181287","57.69230769","78.94736842"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00122","","","","26","17","6","3","4","1","1","17","11","3","42","1","10","8","5","5","2","1","2","9","2","11","19","45","0.333333333","0.238095238","0.244444444","2.647058824","1.730769231","0.176470588","0.115384615","0.647058824","0.423076923","0.470588235","0.307692308","6.666666667","57.89473684","65.38461538","1.424501425","2.178649237","15.66951567","23.96514161","11.3960114","17.4291939","27.06552707","41.39433551"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00123","","","","26","22","1","1","6","3","1","22","22","6","98","3.5","18","17","6","5","2","3","2","8","2","21.5","38.5","104","0.583333333","0.183673469","0.206730769","4.727272727","4","0.272727273","0.230769231","0.977272727","0.826923077","0.772727273","0.653846154","5.769230769","55.84415584","84.61538462","4.985754986","5.892255892","30.62678063","36.1952862","24.21652422","28.61952862","54.84330484","64.81481481"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00124","","","","26","25","3","3","5","1","1","25","25","14","124","3.5","14","8","3","3","4","1","3","8","2","17.5","25.5","138","0.25","0.112903226","0.126811594","5.52","5.307692308","0.56","0.538461538","0.7","0.673076923","0.32","0.307692308","10.14492754","68.62745098","96.15384615","4.985754986","5.185185185","24.92877493","25.92592593","11.3960114","11.85185185","36.32478632","37.77777778"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00125","","","","26","26","1","3","6","1","1","26","26","27","139","8","34","10","3","5","2","2","3","8","2","42","52","166","0.296296296","0.244604317","0.253012048","6.384615385","6.384615385","1.038461538","1.038461538","1.615384615","1.615384615","0.384615385","0.384615385","16.26506024","80.76923077","100","11.3960114","11.3960114","59.82905983","59.82905983","14.24501425","14.24501425","74.07407407","74.07407407"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00126","","","","26","23","1","1","7","1","2","23","14","12","31","2","7","28","3","4","3","1","2","9","1","9","37","43","0.166666667","0.225806452","0.209302326","1.869565217","1.653846154","0.52173913","0.461538462","0.391304348","0.346153846","1.217391304","1.076923077","27.90697674","24.32432432","88.46153846","2.849002849","3.220611916","12.82051282","14.49275362","39.88603989","45.08856683","52.70655271","59.58132045"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00127","","","","26","21","1","4","6","1","1","21","21","0","84","0","7","20","5","6","3","1","2","8","2","7","27","84","","0.083333333","0.083333333","4","3.230769231","0","0","0.333333333","0.269230769","0.952380952","0.769230769","0","25.92592593","80.76923077","0","0","9.971509972","12.34567901","28.49002849","35.27336861","38.46153846","47.61904762"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00128","","","","26","17","1","4","4","1","1","17","15","8","57","2","8","5.5","3","3","2","1","1","6","2","10","15.5","65","0.25","0.140350877","0.153846154","3.823529412","2.5","0.470588235","0.307692308","0.588235294","0.384615385","0.323529412","0.211538462","12.30769231","64.51612903","65.38461538","2.849002849","4.357298475","14.24501425","21.78649237","7.834757835","11.98257081","22.07977208","33.76906318"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00129","","","","26","16","4","2","6","1","1","16","16","8","55","2","5","34","6","6","2","1","3","8","2","7","41","63","0.25","0.090909091","0.111111111","3.9375","2.423076923","0.5","0.307692308","0.4375","0.269230769","2.125","1.307692308","12.6984127","17.07317073","61.53846154","2.849002849","4.62962963","9.971509972","16.2037037","48.43304843","78.7037037","58.4045584","94.90740741"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00130","","","","26","20","3","2","6","1","1","20","20","10","104","3","8","16","5","5","2","1","1","8","1","11","27","114","0.3","0.076923077","0.096491228","5.7","4.384615385","0.5","0.384615385","0.55","0.423076923","0.8","0.615384615","8.771929825","40.74074074","76.92307692","4.273504274","5.555555556","15.66951567","20.37037037","22.79202279","29.62962963","38.46153846","50"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00131","","","","26","19","4","8","4","1","1","19","16","8","50","3","7","8","4","5","2","1","2","8","2","10","18","58","0.375","0.14","0.172413793","3.052631579","2.230769231","0.421052632","0.307692308","0.526315789","0.384615385","0.421052632","0.307692308","13.79310345","55.55555556","73.07692308","4.273504274","5.847953216","14.24501425","19.49317739","11.3960114","15.59454191","25.64102564","35.0877193"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00132","","","","26","23","3","6","6","1","1","23","23","30","95","6","9","9","5","5","2","1","2","8","2","15","24","125","0.2","0.094736842","0.12","5.434782609","4.807692308","1.304347826","1.153846154","0.652173913","0.576923077","0.391304348","0.346153846","24","62.5","88.46153846","8.547008547","9.661835749","21.36752137","24.15458937","12.82051282","14.49275362","34.18803419","38.647343"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00133","","","","26","21","2","1","8","1","2","21","21","22","23","9","2","10","6","5","3","1","3","5","3","11","21","45","0.409090909","0.086956522","0.244444444","2.142857143","1.730769231","1.047619048","0.846153846","0.523809524","0.423076923","0.476190476","0.384615385","48.88888889","52.38095238","80.76923077","12.82051282","15.87301587","15.66951567","19.40035273","14.24501425","17.6366843","29.91452991","37.03703704"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00134","","","","26","19","3","4","7","1","1","19","19","50","50","14","5","9","3","3","2","3","5","3","2","19","28","100","0.28","0.1","0.19","5.263157895","3.846153846","2.631578947","1.923076923","1","0.730769231","0.473684211","0.346153846","50","67.85714286","73.07692308","19.94301994","27.29044834","27.06552707","37.03703704","12.82051282","17.54385965","39.88603989","54.58089669"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00135","","","","26","18","1","2","6","1","1","18","18","92","38","19","10","8","5","5","4","3","3","7","3","29","37","130","0.206521739","0.263157895","0.223076923","7.222222222","5","5.111111111","3.538461538","1.611111111","1.115384615","0.444444444","0.307692308","70.76923077","78.37837838","69.23076923","27.06552707","39.09465021","41.31054131","59.67078189","11.3960114","16.46090535","52.70655271","76.13168724"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00136","","","","26","15","3","4","5","1","1","15","15","15","20","3.2","3","6","3","4","3","1","3","3","4","6.2","12.2","35","0.213333333","0.15","0.177142857","2.333333333","1.346153846","1","0.576923077","0.413333333","0.238461538","0.4","0.230769231","42.85714286","50.81967213","57.69230769","4.558404558","7.901234568","8.831908832","15.30864198","8.547008547","14.81481481","17.37891738","30.12345679"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00137","","","","26","24","1","2","8","1","1","24","24","86","92","22.5","13","12","1","1","4","1","5","5","5","35.5","47.5","178","0.261627907","0.141304348","0.199438202","7.416666667","6.846153846","3.583333333","3.307692308","1.479166667","1.365384615","0.5","0.461538462","48.31460674","74.73684211","92.30769231","32.05128205","34.72222222","50.56980057","54.78395062","17.09401709","18.51851852","67.66381766","73.30246914"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00138","","","","26","20","3","1","6","1","1","20","20","26","64","3.8","8","9","6","6","5","2","3","3","3","11.8","20.8","90","0.146153846","0.125","0.131111111","4.5","3.461538462","1.3","1","0.59","0.453846154","0.45","0.346153846","28.88888889","56.73076923","76.92307692","5.413105413","7.037037037","16.80911681","21.85185185","12.82051282","16.66666667","29.62962963","38.51851852"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00139","","","","26","26","1","3","5","1","1","26","26","36","24","13.5","16","22","3","3","3","1","2","3","3","29.5","51.5","60","0.375","0.666666667","0.491666667","2.307692308","2.307692308","1.384615385","1.384615385","1.134615385","1.134615385","0.846153846","0.846153846","60","57.2815534","100","19.23076923","19.23076923","42.02279202","42.02279202","31.33903134","31.33903134","73.36182336","73.36182336"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00140","","","","26","14","4","4","6","1","1","14","14","25","26","10","10","13","5","5","2","1","1","6","7","20","33","51","0.4","0.384615385","0.392156863","3.642857143","1.961538462","1.785714286","0.961538462","1.428571429","0.769230769","0.928571429","0.5","49.01960784","60.60606061","53.84615385","14.24501425","26.45502646","28.49002849","52.91005291","18.51851852","34.39153439","47.00854701","87.3015873"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00141","","","","26","17","3","3","5","1","1","17","17","42","22","9.8","1.8","16","5","6","3","1","2","2","3","11.6","27.6","64","0.233333333","0.081818182","0.18125","3.764705882","2.461538462","2.470588235","1.615384615","0.682352941","0.446153846","0.941176471","0.615384615","65.625","42.02898551","65.38461538","13.96011396","21.35076253","16.52421652","25.27233115","22.79202279","34.8583878","39.31623932","60.13071895"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00142","","","","26","15","1","2","6","1","1","15","15","35","26","9.2","4.2","11.5","5","6","4","2","1","4","6","13.4","24.9","61","0.262857143","0.161538462","0.219672131","4.066666667","2.346153846","2.333333333","1.346153846","0.893333333","0.515384615","0.766666667","0.442307692","57.37704918","53.81526104","57.69230769","13.10541311","22.71604938","19.08831909","33.08641975","16.38176638","28.39506173","35.47008547","61.48148148"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00143","","","","26","24","1","4","6","1","1","24","24","33","70","4","3","12","5","5","2","1","2","2","2","7","19","103","0.121212121","0.042857143","0.067961165","4.291666667","3.961538462","1.375","1.269230769","0.291666667","0.269230769","0.5","0.461538462","32.03883495","36.84210526","92.30769231","5.698005698","6.172839506","9.971509972","10.80246914","17.09401709","18.51851852","27.06552707","29.32098765"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00144","","","","26","24","3","3","7","1","1","24","24","49","108","5","7.5","12.5","5","6","2","1","3","3","2","12.5","25","157","0.102040816","0.069444444","0.079617834","6.541666667","6.038461538","2.041666667","1.884615385","0.520833333","0.480769231","0.520833333","0.480769231","31.21019108","50","92.30769231","7.122507123","7.716049383","17.80626781","19.29012346","17.80626781","19.29012346","35.61253561","38.58024691"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00145","","","","26","26","1","4","7","1","1","26","26","46","137","13","27","14","4","5","2","4","3","3","3","40","54","183","0.282608696","0.197080292","0.218579235","7.038461538","7.038461538","1.769230769","1.769230769","1.538461538","1.538461538","0.538461538","0.538461538","25.13661202","74.07407407","100","18.51851852","18.51851852","56.98005698","56.98005698","19.94301994","19.94301994","76.92307692","76.92307692"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00146","","","","26","19","1","2","5","1","1","19","19","10","168","1","6","6","6","7","2","1","7","7","6","7","13","178","0.1","0.035714286","0.039325843","9.368421053","6.846153846","0.526315789","0.384615385","0.368421053","0.269230769","0.315789474","0.230769231","5.617977528","53.84615385","73.07692308","1.424501425","1.949317739","9.971509972","13.64522417","8.547008547","11.69590643","18.51851852","25.3411306"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00147","","","","26","20","1","4","6","1","1","20","20","61","50","17","3.2","17","5","4","3","2","3","8","2","20.2","37.2","111","0.278688525","0.064","0.181981982","5.55","4.269230769","3.05","2.346153846","1.01","0.776923077","0.85","0.653846154","54.95495495","54.30107527","76.92307692","24.21652422","31.48148148","28.77492877","37.40740741","24.21652422","31.48148148","52.99145299","68.88888889"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00148","","","","26","18","1","4","7","1","1","18","18","22","49","5","10","16","5","5","5","3","4","3","3","15","31","71","0.227272727","0.204081633","0.211267606","3.944444444","2.730769231","1.222222222","0.846153846","0.833333333","0.576923077","0.888888889","0.615384615","30.98591549","48.38709677","69.23076923","7.122507123","10.28806584","21.36752137","30.86419753","22.79202279","32.9218107","44.15954416","63.78600823"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00149","","","","26","16","3","3","6","1","1","16","14","33","17","2","5","12","5","3","1","4","3","3","3","7","19","50","0.060606061","0.294117647","0.14","3.125","1.923076923","2.0625","1.269230769","0.4375","0.269230769","0.75","0.461538462","66","36.84210526","61.53846154","2.849002849","4.62962963","9.971509972","16.2037037","17.09401709","27.77777778","27.06552707","43.98148148"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00150","","","","26","9","5","6","3","1","1","9","9","4","32","1","4","8","3","3","6","4","3","3","7","5","13","36","0.25","0.125","0.138888889","4","1.384615385","0.444444444","0.153846154","0.555555556","0.192307692","0.888888889","0.307692308","11.11111111","38.46153846","34.61538462","1.424501425","4.115226337","7.122507123","20.57613169","11.3960114","32.9218107","18.51851852","53.49794239"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00151","","","","26","13","1","5","5","1","1","13","13","42","20","11.5","1.5","15.5","3","3","5","3","4","3","3","13","28.5","62","0.273809524","0.075","0.209677419","4.769230769","2.384615385","3.230769231","1.615384615","1","0.5","1.192307692","0.596153846","67.74193548","45.61403509","50","16.38176638","32.76353276","18.51851852","37.03703704","22.07977208","44.15954416","40.5982906","81.1965812"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00152","","","","26","20","1","2","6","1","1","20","20","8","91","1.5","14","9","5","5","3","3","4","7","5","15.5","24.5","99","0.1875","0.153846154","0.156565657","4.95","3.807692308","0.4","0.307692308","0.775","0.596153846","0.45","0.346153846","8.080808081","63.26530612","76.92307692","2.136752137","2.777777778","22.07977208","28.7037037","12.82051282","16.66666667","34.9002849","45.37037037"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00153","","","","26","15","1","7","5","1","1","15","15","16","24","2","2.5","9","5","5","3","1","5","5","5","4.5","13.5","40","0.125","0.104166667","0.1125","2.666666667","1.538461538","1.066666667","0.615384615","0.3","0.173076923","0.6","0.346153846","40","33.33333333","57.69230769","2.849002849","4.938271605","6.41025641","11.11111111","12.82051282","22.22222222","19.23076923","33.33333333"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00154","","","","26","17","3","3","5","1","1","17","17","25","57","3","6","15","3","3","5","1","2","5","5","9","24","82","0.12","0.105263158","0.109756098","4.823529412","3.153846154","1.470588235","0.961538462","0.529411765","0.346153846","0.882352941","0.576923077","30.48780488","37.5","65.38461538","4.273504274","6.535947712","12.82051282","19.60784314","21.36752137","32.67973856","34.18803419","52.2875817"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00155","","","","26","19","1","2","6","1","1","19","19","26","64","7.8","21.5","8","5","6","4","1","3","5","5","29.3","37.3","90","0.3","0.3359375","0.325555556","4.736842105","3.461538462","1.368421053","1","1.542105263","1.126923077","0.421052632","0.307692308","28.88888889","78.55227882","73.07692308","11.11111111","15.20467836","41.73789174","57.11500975","11.3960114","15.59454191","53.13390313","72.70955166"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00156","","","","26","21","1","3","5","1","1","21","21","20","48","3","2.2","7.5","5","6","2","1","5","4","3","5.2","12.7","68","0.15","0.045833333","0.076470588","3.238095238","2.615384615","0.952380952","0.769230769","0.247619048","0.2","0.357142857","0.288461538","29.41176471","40.94488189","80.76923077","4.273504274","5.291005291","7.407407407","9.171075838","10.68376068","13.22751323","18.09116809","22.39858907"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00157","","","","26","22","4","8","5","2","1","22","22","43","59","4","4","12","5","6","1","3","3","7","3","8","20","102","0.093023256","0.06779661","0.078431373","4.636363636","3.923076923","1.954545455","1.653846154","0.363636364","0.307692308","0.545454545","0.461538462","42.15686275","40","84.61538462","5.698005698","6.734006734","11.3960114","13.46801347","17.09401709","20.2020202","28.49002849","33.67003367"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00158","","","","26","17","4","6","7","1","1","17","10","6","19","10.5","1.5","24","6","7","1","4","3","7","7","12","36","25","1.75","0.078947368","0.48","1.470588235","0.961538462","0.352941176","0.230769231","0.705882353","0.461538462","1.411764706","0.923076923","24","33.33333333","65.38461538","14.95726496","22.87581699","17.09401709","26.14379085","34.18803419","52.2875817","51.28205128","78.43137255"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00159","","","","26","16","5","5","3","1","1","16","16","6","24","1.5","3","5","5","4","2","2","3","4","7","4.5","9.5","30","0.25","0.125","0.15","1.875","1.153846154","0.375","0.230769231","0.28125","0.173076923","0.3125","0.192307692","20","47.36842105","61.53846154","2.136752137","3.472222222","6.41025641","10.41666667","7.122507123","11.57407407","13.53276353","21.99074074"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00160","","","","26","18","1","1","7","1","2","18","8","3","29","4","2.5","17","5","6","3","1","2","7","7","6.5","23.5","32","1.333333333","0.086206897","0.203125","1.777777778","1.230769231","0.166666667","0.115384615","0.361111111","0.25","0.944444444","0.653846154","9.375","27.65957447","69.23076923","5.698005698","8.230452675","9.259259259","13.3744856","24.21652422","34.97942387","33.47578348","48.35390947"
"","","MZP2013UMB-AT02","","","","","","","","","MZP2013UMB-AT02-00161","","","","26","20","3","4","6","1","1","20","20","18","37","7","10","8.5","3","4","2","1","3","4","3","17","25.5","55","0.388888889","0.27027027","0.309090909","2.75","2.115384615","0.9","0.692307692","0.85","0.653846154","0.425","0.326923077","32.72727273","66.66666667","76.92307692","9.971509972","12.96296296","24.21652422","31.48148148","12.10826211","15.74074074","36.32478632","47.22222222"
