"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004 "
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00254","","","","26","21","1","1","7","21","21","0","27","0","4","5","8","5","5","5","36.7","11.8","3.59","1.53","1.14","102.486","62.12","2.57","3.99","10.12","4","9","27","","0.148148148","0.148148148","1.285714286","1.038461538","0","0","0.19047619","0.153846154","0.238095238","0.192307692","0","44.44444444","80.76923077","32.15258856","1.286103542","0","0","5.698005698","7.054673721","7.122507123","8.818342152","1.832056328","2.268260216","12.82051282","15.87301587"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00255","","","","26","4","1","1","3","4","1","0","2","0","0.3","2","8","7","7","3","","","","","","","","","","","0.3","2.3","2","","0.15","0.15","0.5","0.076923077","0","0","0.075","0.011538462","0.5","0.076923077","0","13.04347826","15.38461538","","","0","0","0.427350427","2.777777778","2.849002849","18.51851852","","","3.276353276","21.2962963"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00256","","","","26","21","1","3","5","21","10","0","15","0","1.5","3.5","6","5","5","7","39.8","10.8","3.79","1.89","1.28","70.507","51.66","2.73","4.28","18.65","1.5","5","15","","0.1","0.1","0.714285714","0.576923077","0","0","0.071428571","0.057692308","0.166666667","0.134615385","0","30","80.76923077","27.13567839","0.407035176","0","0","2.136752137","2.645502646","4.985754986","6.172839506","0.579822188","0.71787509","7.122507123","8.818342152"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00257","","","","26","19","1","1","5","19","3","3","3","0.7","0.4","5","6","5","5","3","50.5","21.1","6.6","1.97","1.22","148.549","63.94","1.73","3.25","4.82","1.1","6.1","6","0.233333333","0.133333333","0.183333333","0.315789474","0.230769231","0.157894737","0.115384615","0.057894737","0.042307692","0.263157895","0.192307692","50","18.03278689","73.07692308","41.78217822","0.45960396","0.997150997","1.364522417","1.566951567","2.144249513","7.122507123","9.746588694","0.654706496","0.895914153","8.689458689","11.89083821"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00258","","","","26","20","1","1","5","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.92307692","","","","","","","","","","","",""
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00259","","","","26","21","1","1","5","21","20","4","25","0.4","6","4","7","3","1","5","50.8","14.8","5.55","1.99","1.29","68.386","55.38","2.21","3.72","15.59","6.4","10.4","29","0.1","0.24","0.220689655","1.380952381","1.115384615","0.19047619","0.153846154","0.304761905","0.246153846","0.19047619","0.153846154","13.79310345","61.53846154","80.76923077","29.13385827","1.864566929","0.56980057","0.705467372","9.116809117","11.28747795","5.698005698","7.054673721","2.656078247","3.288477829","14.81481481","18.34215168"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00260","","","","26","23","1","1","5","23","10","6","10","1.1","1.2","3","8","5","5","3","50.7","18.9","7.81","2.25","1.4","141.605","63.14","1.37","2.83","4.07","2.3","5.3","16","0.183333333","0.12","0.14375","0.695652174","0.615384615","0.260869565","0.230769231","0.1","0.088461538","0.130434783","0.115384615","37.5","43.39622642","88.46153846","37.27810651","0.85739645","1.566951567","1.771336554","3.276353276","3.703703704","4.273504274","4.830917874","1.221362464","1.380670611","7.54985755","8.534621578"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00261","","","","26","21","1","3","5","21","21","0","3","0","0.4","5","6","5","5","3","23.5","8","4.48","1.99","1.09","90.588","59.62","2.37","3.45","13.35","0.4","5.4","3","","0.133333333","0.133333333","0.142857143","0.115384615","0","0","0.019047619","0.015384615","0.238095238","0.192307692","0","7.407407407","80.76923077","34.04255319","0.136170213","0","0","0.56980057","0.705467372","7.122507123","8.818342152","0.193974662","0.240159105","7.692307692","9.523809524"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00262","","","","26","11","1","1","3","11","11","0","3","0","0.4","2","9","7","5","3","47.9","12.5","6.24","2.53","1.73","111.932","49.65","2.88","5.11","16.63","0.4","2.4","3","","0.133333333","0.133333333","0.272727273","0.115384615","0","0","0.036363636","0.015384615","0.181818182","0.076923077","0","16.66666667","42.30769231","26.0960334","0.104384134","0","0","0.56980057","1.346801347","2.849002849","6.734006734","0.148695347","0.351461729","3.418803419","8.080808081"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00263","","","","26","7","1","1","5","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.92307692","","","","","","","","","","","",""
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00264","","","","26","16","1","1","5","16","10","1","12","0.2","1.5","4","6","5","5","5","50.8","17.8","6.47","2","1.53","46.518","64.33","2.02","3.69","4.24","1.7","5.7","13","0.2","0.125","0.130769231","0.8125","0.5","0.0625","0.038461538","0.10625","0.065384615","0.25","0.153846154","7.692307692","29.8245614","61.53846154","35.03937008","0.595669291","0.284900285","0.462962963","2.421652422","3.935185185","5.698005698","9.259259259","0.848531754","1.3788641","8.11965812","13.19444444"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00265","","","","26","15","1","1","5","15","15","2","29","0.3","2","2.5","2","5","5","7","50.8","12.6","6.88","2.67","1.66","46.914","44.4","2.4","4.59","23.53","2.3","4.8","31","0.15","0.068965517","0.074193548","2.066666667","1.192307692","0.133333333","0.076923077","0.153333333","0.088461538","0.166666667","0.096153846","6.451612903","47.91666667","57.69230769","24.80314961","0.570472441","0.427350427","0.740740741","3.276353276","5.679012346","3.561253561","6.172839506","0.812638805","1.408573928","6.837606838","11.85185185"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00266","","","","26","6","1","1","3","6","2","0","3","0","0.3","3","9","7","3","1","","","","","","","","","","","0.3","3.3","3","","0.1","0.1","0.5","0.115384615","0","0","0.05","0.011538462","0.5","0.115384615","0","9.090909091","23.07692308","","","0","0","0.427350427","1.851851852","4.273504274","18.51851852","","","4.700854701","20.37037037"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00267","","","","26","1","1","1","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.846153846","","","","","","","","","","","",""
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00268","","","","26","1","1","1","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.846153846","","","","","","","","","","","",""
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00269","","","","26","8","1","1","3","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.76923077","","","","","","","","","","","",""
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00270","","","","26","17","1","1","3","17","10","0","12","0","6.5","3","9","3","3","9","50.5","17.4","4.3","1.78","1.06","129.708","61.43","1.89","3.11","10.95","6.5","9.5","12","","0.541666667","0.541666667","0.705882353","0.461538462","0","0","0.382352941","0.25","0.176470588","0.115384615","0","68.42105263","65.38461538","34.45544554","2.23960396","0","0","9.259259259","14.16122004","4.273504274","6.535947712","3.190319032","4.879311461","13.53276353","20.69716776"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00271","","","","26","19","1","1","5","19","17","0","32","0","5","3.5","4","3","3","9","43.6","10.3","5","2.19","1.31","37.939","43.93","3.8","5.71","24.51","5","8.5","32","","0.15625","0.15625","1.684210526","1.230769231","0","0","0.263157895","0.192307692","0.184210526","0.134615385","0","58.82352941","73.07692308","23.62385321","1.181192661","0","0","7.122507123","9.746588694","4.985754986","6.822612086","1.682610628","2.302519806","12.10826211","16.56920078"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00272","","","","26","19","1","1","5","19","5","0","7","0","1","3.5","4","5","7","5","50.8","19.5","3.98","1.81","1.11","97.262","68.48","1.03","2.26","6.2","1","4.5","7","","0.142857143","0.142857143","0.368421053","0.269230769","0","0","0.052631579","0.038461538","0.184210526","0.134615385","0","22.22222222","73.07692308","38.38582677","0.383858268","0","0","1.424501425","1.949317739","4.985754986","6.822612086","0.546806649","0.74826173","6.41025641","8.771929825"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00273","","","","26","23","1","1","7","23","23","0","66","0","8","5","6","3","1","3","50.6","11.2","4.97","2.23","1.38","115.228","38.1","3.15","5.13","28.36","8","13","66","","0.121212121","0.121212121","2.869565217","2.538461538","0","0","0.347826087","0.307692308","0.217391304","0.192307692","0","61.53846154","88.46153846","22.13438735","1.770750988","0","0","11.3960114","12.88244767","7.122507123","8.051529791","2.522437305","2.851450867","18.51851852","20.93397746"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00274","","","","26","8","1","1","5","8","1","0","2","0","0.3","2","6","5","5","9","50.3","15.7","5.23","1.83","1.16","35.577","59.14","2.02","3.09","13.85","0.3","2.3","2","","0.15","0.15","0.25","0.076923077","0","0","0.0375","0.011538462","0.25","0.076923077","0","13.04347826","30.76923077","31.21272366","0.093638171","0","0","0.427350427","1.388888889","2.849002849","9.259259259","0.133387708","0.433510051","3.276353276","10.64814815"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00275","","","","26","12","1","1","3","12","2","0","3","0","0.4","2","8","5","7","9","39.1","12.7","6","2.39","1.49","32.756","54.91","1.62","2.5","13.83","0.4","2.4","3","","0.133333333","0.133333333","0.25","0.115384615","0","0","0.033333333","0.015384615","0.166666667","0.076923077","0","16.66666667","46.15384615","32.48081841","0.129923274","0","0","0.56980057","1.234567901","2.849002849","6.172839506","0.185075888","0.400997758","3.418803419","7.407407407"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00276","","","","26","17","3","9","5","17","3","0","4","0","0.5","3","6","7","7","9","","","","","","","","","","","0.5","3.5","4","","0.125","0.125","0.235294118","0.153846154","0","0","0.029411765","0.019230769","0.176470588","0.115384615","0","14.28571429","65.38461538","","","0","0","0.712250712","1.089324619","4.273504274","6.535947712","","","4.985754986","7.625272331"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00277","","","","26","18","1","1","3","18","10","0","13","0","1.6","3","9","5","5","9","49.9","16.5","5.16","2.2","1.38","58.26","60.1","1.46","2.69","10.24","1.6","4.6","13","","0.123076923","0.123076923","0.722222222","0.5","0","0","0.088888889","0.061538462","0.166666667","0.115384615","0","34.7826087","69.23076923","33.06613226","0.529058116","0","0","2.279202279","3.29218107","4.273504274","6.172839506","0.75364404","1.088596947","6.552706553","9.465020576"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00278","","","","26","18","1","3","5","18","10","0","21","0","1.6","3.5","8","5","5","3","","","","","","","","","","","1.6","5.1","21","","0.076190476","0.076190476","1.166666667","0.807692308","0","0","0.088888889","0.061538462","0.194444444","0.134615385","0","31.37254902","69.23076923","","","0","0","2.279202279","3.29218107","4.985754986","7.201646091","","","7.264957265","10.49382716"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00279","","","","26","12","1","1","3","12","5","0","7","0","1","3","8","5","5","7","17.3","5.9","4.22","1.76","1.06","28.643","64.28","1.55","2.54","10.82","1","4","7","","0.142857143","0.142857143","0.583333333","0.269230769","0","0","0.083333333","0.038461538","0.25","0.115384615","0","25","46.15384615","34.10404624","0.341040462","0","0","1.424501425","3.086419753","4.273504274","9.259259259","0.485812625","1.05259402","5.698005698","12.34567901"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00280","","","","26","5","1","1","4","5","5","0","19","0","2.5","2","6","5","5","9","39.9","5.9","4.48","2.33","1.43","32.786","50.28","1.81","2.89","20.24","2.5","4.5","19","","0.131578947","0.131578947","3.8","0.730769231","0","0","0.5","0.096153846","0.4","0.076923077","0","55.55555556","19.23076923","14.78696742","0.369674185","0","0","3.561253561","18.51851852","2.849002849","14.81481481","0.526601404","2.7383273","6.41025641","33.33333333"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00281","","","","26","14","1","1","5","14","5","0","8","0","1.8","2","5","5","5","9","37.4","7.9","3.51","2.05","1.16","37.271","43.81","9.2","12.98","11.54","1.8","3.8","8","","0.225","0.225","0.571428571","0.307692308","0","0","0.128571429","0.069230769","0.142857143","0.076923077","0","47.36842105","53.84615385","21.12299465","0.380213904","0","0","2.564102564","4.761904762","2.849002849","5.291005291","0.541615247","1.005856888","5.413105413","10.05291005"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00282","","","","26","17","1","1","5","17","15","0","28","0","2.5","4","8","5","5","7","44.6","9.9","4.05","1.8","1.14","120.165","44.11","3.31","5.13","26.72","2.5","6.5","28","","0.089285714","0.089285714","1.647058824","1.076923077","0","0","0.147058824","0.096153846","0.235294118","0.153846154","0","38.46153846","65.38461538","22.19730942","0.554932735","0","0","3.561253561","5.446623094","5.698005698","8.71459695","0.790502472","1.209003781","9.259259259","14.16122004"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00283","","","","26","19","1","1","5","19","3","0","4","0","0.6","3","2","7","7","1","29.8","7.5","3.73","2.03","1.18","34.446","57.11","1.57","2.52","17.25","0.6","3.6","4","","0.15","0.15","0.210526316","0.153846154","0","0","0.031578947","0.023076923","0.157894737","0.115384615","0","16.66666667","73.07692308","25.16778523","0.151006711","0","0","0.854700855","1.169590643","4.273504274","5.847953216","0.215109276","0.294360061","5.128205128","7.01754386"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00284","","","","26","7","1","1","3","7","5","0","6","0","0.5","2","9","7","5","3","23.3","9.2","4.52","1.65","0.93","125.109","65.04","2.41","3.92","6.37","0.5","2.5","6","","0.083333333","0.083333333","0.857142857","0.230769231","0","0","0.071428571","0.019230769","0.285714286","0.076923077","0","20","26.92307692","39.48497854","0.197424893","0","0","0.712250712","2.645502646","2.849002849","10.58201058","0.281232041","1.044576152","3.561253561","13.22751323"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00285","","","","26","13","1","1","3","13","4","0","5","0","1.2","3","5","5","7","9","50.6","8.7","7.41","2.9","1.76","46.657","23.34","4.87","7.85","39.67","1.2","4.2","5","","0.24","0.24","0.384615385","0.192307692","0","0","0.092307692","0.046153846","0.230769231","0.115384615","0","28.57142857","50","17.19367589","0.206324111","0","0","1.709401709","3.418803419","4.273504274","8.547008547","0.29390899","0.587817979","5.982905983","11.96581197"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00286","","","","26","14","1","3","5","14","10","0","15","0","1.2","3","6","5","5","9","41.1","12.3","5.31","2.03","1.29","46.012","61.06","2.27","3.62","7.39","1.2","4.2","15","","0.08","0.08","1.071428571","0.576923077","0","0","0.085714286","0.046153846","0.214285714","0.115384615","0","28.57142857","53.84615385","29.9270073","0.359124088","0","0","1.709401709","3.174603175","4.273504274","7.936507937","0.511572774","0.950063724","5.982905983","11.11111111"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00287","","","","26","15","1","1","5","15","10","2","28","0.3","1.9","3","6","5","5","3","40.7","13.1","5.16","1.84","1.42","59.231","62.46","1.49","2.69","9.4","2.2","5.2","30","0.15","0.067857143","0.073333333","2","1.153846154","0.133333333","0.076923077","0.146666667","0.084615385","0.2","0.115384615","6.666666667","42.30769231","57.69230769","32.18673219","0.708108108","0.427350427","0.740740741","3.133903134","5.432098765","4.273504274","7.407407407","1.008701009","1.748415082","7.407407407","12.83950617"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00288","","","","26","8","1","1","5","8","3","0","4","0","0.6","3","8","5","5","3","","","","","","","","","","","0.6","3.6","4","","0.15","0.15","0.5","0.153846154","0","0","0.075","0.023076923","0.375","0.115384615","0","16.66666667","30.76923077","","","0","0","0.854700855","2.777777778","4.273504274","13.88888889","","","5.128205128","16.66666667"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00289","","","","26","2","1","1","5","2","1","0","1","0","0.2","2","8","7","7","1","","","","","","","","","","","0.2","2.2","1","","0.2","0.2","0.5","0.038461538","0","0","0.1","0.007692308","1","0.076923077","0","9.090909091","7.692307692","","","0","0","0.284900285","3.703703704","2.849002849","37.03703704","","","3.133903134","40.74074074"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00290","","","","26","9","1","1","5","9","5","3","9","0.7","1.1","5","9","5","5","3","","","","","","","","","","","1.8","6.8","12","0.233333333","0.122222222","0.15","1.333333333","0.461538462","0.333333333","0.115384615","0.2","0.069230769","0.555555556","0.192307692","25","26.47058824","34.61538462","","","0.997150997","2.880658436","2.564102564","7.407407407","7.122507123","20.57613169","","","9.686609687","27.98353909"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00291","","","","26","6","1","1","5","6","6","11","28","2.5","3","2","6","3","3","3","","","","","","","","","","","5.5","7.5","39","0.227272727","0.107142857","0.141025641","6.5","1.5","1.833333333","0.423076923","0.916666667","0.211538462","0.333333333","0.076923077","28.20512821","73.33333333","23.07692308","","","3.561253561","15.43209877","7.834757835","33.95061728","2.849002849","12.34567901","","","10.68376068","46.2962963"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00292","","","","26","22","1","1","5","22","16","3","17","0.7","2.5","10.5","6","5","5","3","50.7","17.4","4.75","1.73","1.21","94.716","67.46","1.46","2.99","2.71","3.2","13.7","20","0.233333333","0.147058824","0.16","0.909090909","0.769230769","0.136363636","0.115384615","0.145454545","0.123076923","0.477272727","0.403846154","15","23.35766423","84.61538462","34.31952663","1.098224852","0.997150997","1.178451178","4.558404558","5.387205387","14.95726496","17.67676768","1.564422866","1.848863387","19.51566952","23.06397306"
