"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2010UMB-AT06","","","","","","","","","MZP2010UMB-AT06-00011","","","","39","27","1","1","7","27","27","140","103","33.5","5.3","23","5","5","3","50.4","12.6","3.16","1.69","1.56","171.53","113.16","34","59.06","2.91","5.34","11.77","38.8","61.8","243","0.239285714","0.051456311","0.159670782","9","6.230769231","5.185185185","3.58974359","1.437037037","0.994871795","0.851851852","0.58974359","57.61316872","62.78317152","69.23076923","25","9.7","31.81386515","45.95336077","36.84710351","53.22359396","21.84235518","31.55006859","9.211775878","13.30589849","58.68945869","84.77366255"
"","","MZP2010UMB-AT06","","","","","","","","","MZP2010UMB-AT06-00012","","","","39","29","1","2","7","18","18","34","11","6.5","1.5","12.5","4","4","2","50.4","10.6","4.18","1.92","1.52","221.8","144.49","52.8","52.76","4.1","7.45","16.65","8","20.5","45","0.191176471","0.136363636","0.177777778","2.5","1.153846154","1.888888889","0.871794872","0.444444444","0.205128205","0.694444444","0.320512821","75.55555556","39.02439024","46.15384615","21.03174603","1.682539683","6.172839506","13.3744856","7.597340931","16.46090535","11.8708452","25.72016461","1.59785345","3.462015808","19.46818613","42.18106996"
"","","MZP2010UMB-AT06","","","","","","","","","MZP2010UMB-AT06-00013","","","","39","27","1","2","7","27","27","99","38","18.5","2","19","7","6","3","50.9","16","3.11","0.81","1.13","136.95","71.88","77.4","68.93","2.42","4.58","5.3","20.5","39.5","137","0.186868687","0.052631579","0.149635036","5.074074074","3.512820513","3.666666667","2.538461538","0.759259259","0.525641026","0.703703704","0.487179487","72.26277372","51.89873418","69.23076923","31.43418468","6.444007859","17.5688509","25.37722908","19.46818613","28.12071331","18.04368471","26.06310014","6.119665583","8.839516953","37.51187085","54.18381344"
"","","MZP2010UMB-AT06","","","","","","","","","MZP2010UMB-AT06-00014","","","","39","21","1","1","8","20","20","38","28","9.5","1.9","15","8","8","1","50.4","10.5","6.49","2.66","1.95","189.16","158.39","56.2","46.01","4.21","7.57","17.33","11.4","26.4","66","0.25","0.067857143","0.172727273","3.3","1.692307692","1.9","0.974358974","0.57","0.292307692","0.75","0.384615385","57.57575758","43.18181818","51.28205128","20.83333333","2.375","9.021842355","17.59259259","10.82621083","21.11111111","14.24501425","27.77777778","2.255460589","4.398148148","25.07122507","48.88888889"
"","","MZP2010UMB-AT06","","","","","","","","","MZP2010UMB-AT06-00015","","","","39","27","6","2","7","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.23076923","","","","","","","","","","","",""
"","","MZP2010UMB-AT06","","","","","","","","","MZP2010UMB-AT06-00016","","","","39","30","1","1","6","30","27","98","57","20.5","1.8","15","5","6","5","","","","","","","","","","","","","22.3","37.3","155","0.209183673","0.031578947","0.143870968","5.166666667","3.974358974","3.266666667","2.512820513","0.743333333","0.571794872","0.5","0.384615385","63.22580645","59.78552279","76.92307692","","","19.46818613","25.30864198","21.17758784","27.5308642","14.24501425","18.51851852","","","35.42260209","46.04938272"
"","","MZP2010UMB-AT06","","","","","","","","","MZP2010UMB-AT06-00017","","","","39","23","1","2","6","23","19","67","51","19.5","6.5","10.5","7","5","5","50.3","14.5","4.11","1.34","1.2","110.91","75.61","28.2","63.75","2.95","5.01","7.85","26","36.5","118","0.291044776","0.12745098","0.220338983","5.130434783","3.025641026","2.913043478","1.717948718","1.130434783","0.666666667","0.456521739","0.269230769","56.77966102","71.23287671","58.97435897","28.82703777","7.495029821","18.51851852","31.40096618","24.69135802","41.86795491","9.971509972","16.90821256","7.117787105","12.06929118","34.662868","58.77616747"
"","","MZP2010UMB-AT06","","","","","","","","","MZP2010UMB-AT06-00018","","","","39","28","7","3","8","28","1","0","7","0","0.4","18","4","3","1","50.7","15.8","4.14","1.33","1.38","149.38","75.58","-1.3","66.04","3.24","5.95","4.32","0.4","18.4","7","","0.057142857","0.057142857","0.25","0.179487179","0","0","0.014285714","0.01025641","0.642857143","0.461538462","0","2.173913043","71.79487179","31.16370809","0.124654832","0","0","0.379867047","0.529100529","17.09401709","23.80952381","0.118380657","0.164887344","17.47388414","24.33862434"
"","","MZP2010UMB-AT06","","","","","","","","","MZP2010UMB-AT06-00019","","","","39","20","1","3","6","20","20","75","55","18","3","12.1","6","5","3","50.1","10.3","5.85","2.55","1.89","241.33","192.06","67","41.86","4.14","7.69","23.92","21","33.1","130","0.24","0.054545455","0.161538462","6.5","3.333333333","3.75","1.923076923","1.05","0.538461538","0.605","0.31025641","57.69230769","63.44410876","51.28205128","20.55888224","4.317365269","17.09401709","33.33333333","19.94301994","38.88888889","11.49097816","22.40740741","4.100061984","7.995120869","31.4339981","61.2962963"
"","","MZP2010UMB-AT06","","","","","","","","","MZP2010UMB-AT06-00020","","","","39","15","1","2","6","15","15","66","23","19.6","1.9","18.1","8","8","1","50.6","14.1","3.82","1.8","1.6","209.29","91.51","26.1","62.66","4.74","7.75","2.62","21.5","39.6","89","0.296969697","0.082608696","0.241573034","5.933333333","2.282051282","4.4","1.692307692","1.433333333","0.551282051","1.206666667","0.464102564","74.15730337","54.29292929","38.46153846","27.86561265","5.991106719","18.61348528","48.39506173","20.41785375","53.08641975","17.18898386","44.69135802","5.689560037","14.7928561","37.60683761","97.77777778"
"","","MZP2010UMB-AT06","","","","","","","","","MZP2010UMB-AT06-00021","","","","39","15","1","2","6","15","15","25","23","4.8","1.5","12","6","4","1","50.7","10.8","5.64","2.5","1.81","210.14","167.24","53","46.45","4.13","7.46","17.03","6.3","18.3","48","0.192","0.065217391","0.13125","3.2","1.230769231","1.666666667","0.641025641","0.42","0.161538462","0.8","0.307692308","52.08333333","34.42622951","38.46153846","21.30177515","1.342011834","4.558404558","11.85185185","5.982905983","15.55555556","11.3960114","29.62962963","1.27446518","3.313609467","17.37891738","45.18518519"
"","","MZP2010UMB-AT06","","","","","","","","","MZP2010UMB-AT06-00022","","","","39","23","1","4","6","23","22","163","82","31","2.4","18.1","5","5","1","51","16.3","4.22","1.4","1.29","80.55","67.12","141.4","63.68","3.14","5.1","7.04","33.4","51.5","245","0.190184049","0.029268293","0.136326531","10.65217391","6.282051282","7.086956522","4.179487179","1.452173913","0.856410256","0.786956522","0.464102564","66.53061224","64.85436893","58.97435897","31.96078431","10.67490196","29.43969611","49.9194847","31.71889839","53.784219","17.18898386","29.14653784","10.1376087","17.18985823","48.90788224","82.93075684"
"","","MZP2010UMB-AT06","","","","","","","","","MZP2010UMB-AT06-00023","","","","39","24","1","1","8","24","24","89","45","28.2","2.8","22.2","8","6","2","50.2","11.6","4.65","1.96","1.76","183.46","119.9","25.4","59.63","3.37","5.77","7.31","31","53.2","134","0.316853933","0.062222222","0.231343284","5.583333333","3.435897436","3.708333333","2.282051282","1.291666667","0.794871795","0.925","0.569230769","66.41791045","58.27067669","61.53846154","23.10756972","7.163346614","26.78062678","43.51851852","29.43969611","47.83950617","21.08262108","34.25925926","6.802798303","11.05454724","50.52231719","82.09876543"
"","","MZP2010UMB-AT06","","","","","","","","","MZP2010UMB-AT06-00024","","","","39","29","5","3","7","29","29","90","35","14.5","1.3","18.2","6","6","2","50.2","11.8","4.72","1.86","1.61","107.3","78.83","28.5","61.98","3.44","5.65","6.48","15.8","34","125","0.161111111","0.037142857","0.1264","4.310344828","3.205128205","3.103448276","2.307692308","0.544827586","0.405128205","0.627586207","0.466666667","72","46.47058824","74.35897436","23.5059761","3.713944223","13.77018044","18.51851852","15.00474834","20.17879949","17.28395062","23.24393359","3.527012558","4.743223784","32.28869896","43.42273308"
"","","MZP2010UMB-AT06","","","","","","","","","MZP2010UMB-AT06-00025","","","","39","24","3","1","8","20","14","35","10","9","0.6","19.1","6","6","1","50.3","11.2","3.91","1.46","1.27","232.74","135.89","130.3","59.87","4.58","7.77","8.3","9.6","28.7","45","0.257142857","0.06","0.213333333","2.25","1.153846154","1.75","0.897435897","0.48","0.246153846","0.955","0.48974359","77.77777778","33.44947735","51.28205128","22.26640159","2.137574553","8.547008547","16.66666667","9.116809117","17.77777778","18.13865147","35.37037037","2.02998533","3.958471394","27.25546059","53.14814815"
"","","MZP2010UMB-AT06","","","","","","","","","MZP2010UMB-AT06-00026","","","","39","24","1","1","9","19","19","66","30","20.4","1.4","13.3","8","7","1","50.7","12.5","4.47","1.6","1.28","87.66","74.79","4.5","57.9","4.59","7.53","9.47","21.8","35.1","96","0.309090909","0.046666667","0.227083333","5.052631579","2.461538462","3.473684211","1.692307692","1.147368421","0.558974359","0.7","0.341025641","68.75","62.10826211","48.71794872","24.65483235","5.374753452","19.37321937","39.76608187","20.70275404","42.49512671","12.6305793","25.92592593","5.104229299","10.47710224","33.33333333","68.42105263"
"","","MZP2010UMB-AT06","","","","","","","","","MZP2010UMB-AT06-00027","","","","39","23","1","2","8","22","22","29","20","6.8","1.2","28.4","7","4","1","50.9","14","4.63","1.76","1.57","241.05","102.4","25.9","64.92","2.59","5.04","5.87","8","36.4","49","0.234482759","0.06","0.163265306","2.227272727","1.256410256","1.318181818","0.743589744","0.363636364","0.205128205","1.290909091","0.728205128","59.18367347","21.97802198","56.41025641","27.50491159","2.200392927","6.457739791","11.44781145","7.597340931","13.46801347","26.9705603","47.81144781","2.089641906","3.704365197","34.56790123","61.27946128"
"","","MZP2010UMB-AT06","","","","","","","","","MZP2010UMB-AT06-00028","","","","39","27","1","1","8","27","27","84","36","16.4","3.2","19.3","6","6","4","50.5","11.7","2.63","1.19","1.15","173.21","82.27","22.8","60.11","4.94","7.68","10.09","19.6","38.9","120","0.195238095","0.088888889","0.163333333","4.444444444","3.076923077","3.111111111","2.153846154","0.725925926","0.502564103","0.714814815","0.494871795","70","50.38560411","69.23076923","23.16831683","4.540990099","15.57454891","22.49657064","18.61348528","26.8861454","18.328585","26.47462277","4.312431243","6.229067351","36.94207028","53.36076818"
"","","MZP2010UMB-AT06","","","","","","","","","MZP2010UMB-AT06-00029","","","","39","23","1","3","6","20","20","48","41","10.5","1.5","16","6","5","4","50.5","12.3","4.35","1.92","1.37","87.23","95.34","0.4","55.69","8.82","13.41","0.11","12","28","89","0.21875","0.036585366","0.134831461","4.45","2.282051282","2.4","1.230769231","0.6","0.307692308","0.8","0.41025641","53.93258427","42.85714286","51.28205128","24.35643564","2.922772277","9.971509972","19.44444444","11.3960114","22.22222222","15.19468186","29.62962963","2.775662182","5.412541254","26.59069326","51.85185185"
"","","MZP2010UMB-AT06","","","","","","","","","MZP2010UMB-AT06-00030","","","","39","18","1","1","7","18","15","19","7","5.4","0.5","23","6","6","3","28.5","9","3.12","1.32","1.22","175.96","88.03","13.1","66.06","3.84","6.62","4.13","5.9","28.9","26","0.284210526","0.071428571","0.226923077","1.444444444","0.666666667","1.055555556","0.487179487","0.327777778","0.151282051","1.277777778","0.58974359","73.07692308","20.41522491","46.15384615","31.57894737","1.863157895","5.128205128","11.11111111","5.603038936","12.1399177","21.84235518","47.32510288","1.769380717","3.83365822","27.44539411","59.46502058"
"","","MZP2010UMB-AT06","","","","","","","","","MZP2010UMB-AT06-00031","","","","39","32","4","1","9","24","4","0","9","0","0.6","33","4","3","1","50.4","10.2","5.56","2.12","1.56","128.13","123.95","62.7","46.89","4.6","7.66","20.59","0.6","33.6","9","","0.066666667","0.066666667","0.375","0.230769231","0","0","0.025","0.015384615","1.375","0.846153846","0","1.785714286","61.53846154","20.23809524","0.121428571","0","0","0.56980057","0.925925926","31.33903134","50.92592593","0.115316782","0.187389771","31.90883191","51.85185185"
"","","MZP2010UMB-AT06","","","","","","","","","MZP2010UMB-AT06-00032","","","","39","16","1","2","7","14","14","38","10","15.5","1.5","45","8","5","3","50.6","13.5","3.57","1.55","1.3","107.71","79.38","25.6","62.1","3.34","5.53","7.7","17","62","48","0.407894737","0.15","0.354166667","3.428571429","1.230769231","2.714285714","0.974358974","1.214285714","0.435897436","3.214285714","1.153846154","79.16666667","27.41935484","35.8974359","26.6798419","4.535573123","14.71984805","41.00529101","16.14434948","44.97354497","42.73504274","119.047619","4.307286916","11.99887069","58.87939221","164.021164"
"","","MZP2010UMB-AT06","","","","","","","","","MZP2010UMB-AT06-00033","","","","39","23","1","2","9","21","2","7","0","1.3","0","37","6","6","1","50.2","12.4","4.1","1.87","1.59","165.86","111.66","37.6","57.43","3.07","5.8","13.25","1.3","38.3","7","0.185714286","","0.185714286","0.333333333","0.179487179","0.333333333","0.179487179","0.061904762","0.033333333","1.761904762","0.948717949","100","3.394255875","53.84615385","24.70119522","0.321115538","1.234567901","2.292768959","1.234567901","2.292768959","35.1377018","65.25573192","0.304953027","0.566341337","36.37226971","67.54850088"
"","","MZP2010UMB-AT06","","","","","","","","","MZP2010UMB-AT06-00034","","","","39","27","1","3","9","22","22","106","54","18","2.9","63","8","8","4","50.4","12","3.4","1.14","1.17","118.41","92.86","132.3","62.11","4.22","6.88","8.17","20.9","83.9","160","0.169811321","0.053703704","0.130625","7.272727273","4.102564103","4.818181818","2.717948718","0.95","0.535897436","2.863636364","1.615384615","66.25","24.91060787","56.41025641","23.80952381","4.976190476","17.09401709","30.3030303","19.84805318","35.18518519","59.82905983","106.0606061","4.725726948","8.377425044","79.67711301","141.2457912"
"","","MZP2010UMB-AT06","","","","","","","","","MZP2010UMB-AT06-00035","","","","39","24","3","3","8","24","24","50","22","9.5","1","26","7","6","1","","","","","","","","","","","","","10.5","36.5","72","0.19","0.045454545","0.145833333","3","1.846153846","2.083333333","1.282051282","0.4375","0.269230769","1.083333333","0.666666667","69.44444444","28.76712329","61.53846154","","","9.021842355","14.66049383","9.971509972","16.2037037","24.69135802","40.12345679","","","34.662868","56.32716049"
"","","MZP2010UMB-AT06","","","","","","","","","MZP2010UMB-AT06-00036","","","","39","17","1","1","7","17","16","54","26","15.5","1.9","20","6","6","3","50.4","13.4","6.01","1.78","1.44","103.04","82.5","0.2","59","4.2","7.04","8.08","17.4","37.4","80","0.287037037","0.073076923","0.2175","4.705882353","2.051282051","3.176470588","1.384615385","1.023529412","0.446153846","1.176470588","0.512820513","67.5","46.52406417","43.58974359","26.58730159","4.626190476","14.71984805","33.76906318","16.52421652","37.90849673","18.99335233","43.57298475","4.393343282","10.07884635","35.51756885","81.48148148"
"","","MZP2010UMB-AT06","","","","","","","","","MZP2010UMB-AT06-00037","","","","39","23","7","1","9","23","23","80","43","22.3","3.8","35","7","5","3","50.4","12.5","5","2.11","1.9","176.92","123.62","33.1","58.85","3.02","5.56","7.9","26.1","61.1","123","0.27875","0.088372093","0.212195122","5.347826087","3.153846154","3.47826087","2.051282051","1.134782609","0.669230769","1.52173913","0.897435897","65.04065041","42.71685761","58.97435897","24.8015873","6.473214286","21.17758784","35.90982287","24.78632479","42.02898551","33.23836657","56.36070853","6.147401981","10.42385553","58.02469136","98.38969404"
"","","MZP2010UMB-AT06","","","","","","","","","MZP2010UMB-AT06-00038","","","","39","15","1","2","8","15","12","29","10","7.5","0.8","28","6","6","1","50.9","13.3","4.93","2.15","1.74","195.72","115.63","28.6","57.83","4.88","8.23","4.81","8.3","36.3","39","0.25862069","0.08","0.212820513","2.6","1","1.933333333","0.743589744","0.553333333","0.212820513","1.866666667","0.717948718","74.35897436","22.86501377","38.46153846","26.12966601","2.168762279","7.122507123","18.51851852","7.882241216","20.49382716","26.59069326","69.13580247","2.059603304","5.35496859","34.47293447","89.62962963"
"","","MZP2010UMB-AT06","","","","","","","","","MZP2010UMB-AT06-00039","","","","39","12","2","1","9","12","12","30","14","8","0.8","33","7","6","1","50.3","10.4","3.32","1.48","1.12","110.4","103.99","141.4","48.01","5.28","8.51","21.17","8.8","41.8","44","0.266666667","0.057142857","0.2","3.666666667","1.128205128","2.5","0.769230769","0.733333333","0.225641026","2.75","0.846153846","68.18181818","21.05263158","30.76923077","20.67594433","1.819483101","7.597340931","24.69135802","8.357075024","27.16049383","31.33903134","101.8518519","1.72790418","5.615688585","39.69610636","129.0123457"
