"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Content of total sugars estimating 1-9|CO_331:0000766","Content of starch in raw storage roots estimating 1-9|CO_331:0001055","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Content of maltose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001051","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00094","","","","26","23","3","4","2","17","17","50","45","12","6","7","3","3","3","5","5","3","3","3.12","1.7","1.11","35.3","62.63","4.07","5.88","4.75","","18","25","95","0.24","0.133333333","0.189473684","5.588235294","3.653846154","2.941176471","1.923076923","1.058823529","0.692307692","0.411764706","0.269230769","52.63157895","72","65.38461538","17.09401709","26.14379085","25.64102564","39.21568627","9.971509972","15.25054466","35.61253561","54.46623094"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00095","","","","26","21","3","5","3","16","10","7","47","1","3.1","5.9","9","7","3","1","5","5","3","2.15","1.33","0.71","16.88","59.1","7.94","11.09","4.44","","4.1","10","54","0.142857143","0.065957447","0.075925926","3.375","2.076923077","0.4375","0.269230769","0.25625","0.157692308","0.36875","0.226923077","12.96296296","41","61.53846154","1.424501425","2.314814815","5.84045584","9.490740741","8.404558405","13.65740741","14.24501425","23.14814815"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00096","","","","26","26","1","1","3","16","12","1","26","0.2","6","5.5","5","5","1","1","5","3","3","3.21","1.15","0.9","0","70.1","2.49","3.8","3.65","","6.2","11.7","27","0.2","0.230769231","0.22962963","1.6875","1.038461538","0.0625","0.038461538","0.3875","0.238461538","0.34375","0.211538462","3.703703704","52.99145299","61.53846154","0.284900285","0.462962963","8.831908832","14.35185185","7.834757835","12.73148148","16.66666667","27.08333333"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00097","","","","26","24","2","1","2","16","14","6","58","2","12.2","5.4","5","5","5","1","1","5","1","","","","","","","","","","14.2","19.6","64","0.333333333","0.210344828","0.221875","4","2.461538462","0.375","0.230769231","0.8875","0.546153846","0.3375","0.207692308","9.375","72.44897959","61.53846154","2.849002849","4.62962963","20.22792023","32.87037037","7.692307692","12.5","27.92022792","45.37037037"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00098","","","","26","16","3","4","3","13","13","10","37","3.3","9.3","5.1","3","5","3","1","1","5","7","4.43","2.13","1.65","27.47","57.04","2.74","4.5","8.2","","12.6","17.7","47","0.33","0.251351351","0.268085106","3.615384615","1.807692308","0.769230769","0.384615385","0.969230769","0.484615385","0.392307692","0.196153846","21.27659574","71.18644068","50","4.700854701","9.401709402","17.94871795","35.8974359","7.264957265","14.52991453","25.21367521","50.42735043"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00099","","","","26","15","2","3","6","6","1","3","0","0.1","0","5.2","7","5","1","1","7","7","1","5.06","2.19","1.36","52.38","47.78","3.15","4.68","21.5","","0.1","5.3","3","0.033333333","","0.033333333","0.5","0.115384615","0.5","0.115384615","0.016666667","0.003846154","0.866666667","0.2","100","1.886792453","23.07692308","0.142450142","0.617283951","0.142450142","0.617283951","7.407407407","32.09876543","7.54985755","32.71604938"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00100","","","","26","24","2","1","2","14","14","12","40","3.1","7.2","6","5","5","3","1","7","1","1","4.98","2.47","1.63","48.65","47.02","2.29","4","19.55","","10.3","16.3","52","0.258333333","0.18","0.198076923","3.714285714","2","0.857142857","0.461538462","0.735714286","0.396153846","0.428571429","0.230769231","23.07692308","63.19018405","53.84615385","4.415954416","8.201058201","14.67236467","27.24867725","8.547008547","15.87301587","23.21937322","43.12169312"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00101","","","","26","17","1","1","2","12","12","19","75","7","7.1","7.1","5","3","3","1","1","7","7","3.67","1.6","0.9","22.68","57.38","7.38","10.18","3.87","","14.1","21.2","94","0.368421053","0.094666667","0.15","7.833333333","3.615384615","1.583333333","0.730769231","1.175","0.542307692","0.591666667","0.273076923","20.21276596","66.50943396","46.15384615","9.971509972","21.60493827","20.08547009","43.51851852","10.11396011","21.91358025","30.1994302","65.43209877"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00102","","","","26","17","3","6","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00103","","","","26","10","1","1","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00104","","","","26","4","3","1","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00105","","","","26","3","3","7","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00106","","","","26","12","3","5","4","5","4","1","27","0.2","3.1","2.1","7","5","3","1","1","5","7","","","","","","","","","","3.3","5.4","28","0.2","0.114814815","0.117857143","5.6","1.076923077","0.2","0.038461538","0.66","0.126923077","0.42","0.080769231","3.571428571","61.11111111","19.23076923","0.284900285","1.481481481","4.700854701","24.44444444","2.991452991","15.55555556","7.692307692","40"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00107","","","","26","19","2","1","2","5","5","0","65","0","1.2","4.1","9","7","1","1","9","7","1","3.86","1.65","1.01","41.46","56.2","6.12","8.45","10.53","","1.2","5.3","65","","0.018461538","0.018461538","13","2.5","0","0","0.24","0.046153846","0.82","0.157692308","0","22.64150943","19.23076923","0","0","1.709401709","8.888888889","5.84045584","30.37037037","7.54985755","39.25925926"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00108","","","","26","7","2","1","4","6","5","5","27","3","3.1","1.1","9","7","3","5","1","5","7","3.06","1.75","1.14","28.73","53.95","4","5.63","15.1","","6.1","7.2","32","0.6","0.114814815","0.190625","5.333333333","1.230769231","0.833333333","0.192307692","1.016666667","0.234615385","0.183333333","0.042307692","15.625","84.72222222","23.07692308","4.273504274","18.51851852","8.689458689","37.65432099","1.566951567","6.790123457","10.25641026","44.44444444"
