"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Content of total sugars estimating 1-9|CO_331:0000766","Content of starch in raw storage roots estimating 1-9|CO_331:0001055","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Content of maltose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001051","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00011","","","","26","21","4","5","3","17","17","101","24","17","2.1","16","1","1","5","1","1","1","5","3.23","1.95","1.22","38.21","50.41","3.07","5.33","21.55","0.61","19.1","35.1","125","0.168316832","0.0875","0.1528","7.352941176","4.807692308","5.941176471","3.884615385","1.123529412","0.734615385","0.941176471","0.615384615","80.8","54.41595442","65.38461538","24.21652422","37.03703704","27.20797721","41.61220044","22.79202279","34.8583878","50","76.47058824"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00012","","","","26","19","4","4","2","16","16","37","123","6.1","6","18","3","1","3","3","3","3","1","2.64","1.72","1.32","17.76","59.29","3.37","4.99","9.04","0.4","12.1","30.1","160","0.164864865","0.048780488","0.075625","10","6.153846154","2.3125","1.423076923","0.75625","0.465384615","1.125","0.692307692","23.125","40.19933555","61.53846154","8.689458689","14.12037037","17.23646724","28.00925926","25.64102564","41.66666667","42.87749288","69.67592593"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00013","","","","26","14","1","1","2","14","14","25","19","9","2.6","22","1","3","3","1","7","3","7","3.45","1.75","1.36","32.82","60.78","3.57","5.58","8.02","0","11.6","33.6","44","0.36","0.136842105","0.263636364","3.142857143","1.692307692","1.785714286","0.961538462","0.828571429","0.446153846","1.571428571","0.846153846","56.81818182","34.52380952","53.84615385","12.82051282","23.80952381","16.52421652","30.68783069","31.33903134","58.2010582","47.86324786","88.88888889"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00014","","","","26","17","2","1","1","15","15","64","22","12.2","2.4","20","1","3","3","5","1","3","5","4.45","2.23","1.55","42.23","39.79","3.2","5.25","27.1","0.55","14.6","34.6","86","0.190625","0.109090909","0.169767442","5.733333333","3.307692308","4.266666667","2.461538462","0.973333333","0.561538462","1.333333333","0.769230769","74.41860465","42.19653179","57.69230769","17.37891738","30.12345679","20.7977208","36.04938272","28.49002849","49.38271605","49.28774929","85.43209877"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00015","","","","26","15","4","6","3","15","13","19","47","2.8","3","17","5","3","3","7","3","3","3","5.12","2.52","1.69","46.61","43.89","2.7","4.74","23.71","1.01","5.8","22.8","66","0.147368421","0.063829787","0.087878788","4.4","2.538461538","1.266666667","0.730769231","0.386666667","0.223076923","1.133333333","0.653846154","28.78787879","25.43859649","57.69230769","3.988603989","6.913580247","8.262108262","14.32098765","24.21652422","41.97530864","32.47863248","56.2962963"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00016","","","","26","19","4","4","3","10","9","35","27","7","4.9","5","3","3","9","7","3","5","5","2.77","1.27","0.95","120.05","69.54","1.77","2.99","6.74","0.13","11.9","16.9","62","0.2","0.181481481","0.191935484","6.2","2.384615385","3.5","1.346153846","1.19","0.457692308","0.5","0.192307692","56.4516129","70.41420118","38.46153846","9.971509972","25.92592593","16.95156695","44.07407407","7.122507123","18.51851852","24.07407407","62.59259259"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00017","","","","26","21","1","3","8","16","15","23","37","5","3.9","25","5","5","5","7","5","3","3","2.91","1.77","1.11","19.76","49.45","3.8","5.38","20.46","0.36","8.9","33.9","60","0.217391304","0.105405405","0.148333333","3.75","2.307692308","1.4375","0.884615385","0.55625","0.342307692","1.5625","0.961538462","38.33333333","26.25368732","61.53846154","7.122507123","11.57407407","12.67806268","20.60185185","35.61253561","57.87037037","48.29059829","78.47222222"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00018","","","","26","16","4","4","4","14","14","68","33","13","3.1","10","3","7","7","3","7","3","3","3.8","2.16","1.5","40.12","42.12","4.55","6.87","22.35","0.48","16.1","26.1","101","0.191176471","0.093939394","0.159405941","7.214285714","3.884615385","4.857142857","2.615384615","1.15","0.619230769","0.714285714","0.384615385","67.32673267","61.68582375","53.84615385","18.51851852","34.39153439","22.93447293","42.59259259","14.24501425","26.45502646","37.17948718","69.04761905"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00019","","","","26","10","4","5","4","9","9","19","18","11","3.1","4","5","5","7","1","3","5","3","4.4","1.69","1.28","10.75","62.34","2.36","4.15","8.9","0","14.1","18.1","37","0.578947368","0.172222222","0.381081081","4.111111111","1.423076923","2.111111111","0.730769231","1.566666667","0.542307692","0.444444444","0.153846154","51.35135135","77.90055249","34.61538462","15.66951567","45.26748971","20.08547009","58.02469136","5.698005698","16.46090535","25.78347578","74.48559671"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00020","","","","26","17","4","1","1","9","9","38","28","8.4","3.9","8","3","3","7","1","1","3","5","2.89","1.88","1.17","19.06","51.39","6.24","8.71","9.85","0.56","12.3","20.3","66","0.221052632","0.139285714","0.186363636","7.333333333","2.538461538","4.222222222","1.461538462","1.366666667","0.473076923","0.888888889","0.307692308","57.57575758","60.591133","34.61538462","11.96581197","34.56790123","17.52136752","50.61728395","11.3960114","32.9218107","28.91737892","83.53909465"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00021","","","","26","8","1","4","4","7","7","15","12","8.6","2.1","5","5","5","7","3","3","3","3","3.73","2.11","1.44","32.71","50.46","3.51","5.43","15.29","0.42","10.7","15.7","27","0.573333333","0.175","0.396296296","3.857142857","1.038461538","2.142857143","0.576923077","1.528571429","0.411538462","0.714285714","0.192307692","55.55555556","68.15286624","26.92307692","12.25071225","45.5026455","15.24216524","56.61375661","7.122507123","26.45502646","22.36467236","83.06878307"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00022","","","","26","21","5","5","3","18","18","38","43","9.4","4.5","14","3","3","5","3","5","5","5","3.87","2.15","1.38","43.16","36.96","5.03","7.52","28.33","0.83","13.9","27.9","81","0.247368421","0.104651163","0.171604938","4.5","3.115384615","2.111111111","1.461538462","0.772222222","0.534615385","0.777777778","0.538461538","46.91358025","49.82078853","69.23076923","13.39031339","19.34156379","19.8005698","28.60082305","19.94301994","28.80658436","39.74358974","57.40740741"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00023","","","","26","13","4","1","2","8","4","7","5","4","2.1","8","3","5","3","7","1","1","5","3.74","1.74","1.22","15.31","58.01","3.22","4.82","10.2","0.29","6.1","14.1","12","0.571428571","0.42","0.508333333","1.5","0.461538462","0.875","0.269230769","0.7625","0.234615385","1","0.307692308","58.33333333","43.26241135","30.76923077","5.698005698","18.51851852","8.689458689","28.24074074","11.3960114","37.03703704","20.08547009","65.27777778"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00024","","","","26","10","1","6","5","7","7","12","22","3.3","3.4","4","5","5","7","3","1","3","7","6.26","2.52","1.58","29.15","51.65","2.87","4.6","13.71","0.16","6.7","10.7","34","0.275","0.154545455","0.197058824","4.857142857","1.307692308","1.714285714","0.461538462","0.957142857","0.257692308","0.571428571","0.153846154","35.29411765","62.61682243","26.92307692","4.700854701","17.46031746","9.544159544","35.44973545","5.698005698","21.16402116","15.24216524","56.61375661"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00025","","","","26","16","4","3","5","8","8","11","30","2.9","3.2","8","5","5","7","3","3","5","5","3.26","2.28","1.42","52.81","41.35","6.94","10.02","16.25","0.99","6.1","14.1","41","0.263636364","0.106666667","0.148780488","5.125","1.576923077","1.375","0.423076923","0.7625","0.234615385","1","0.307692308","26.82926829","43.26241135","30.76923077","4.131054131","13.42592593","8.689458689","28.24074074","11.3960114","37.03703704","20.08547009","65.27777778"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00026","","","","26","20","2","4","3","15","10","11","10","1","0.6","11","7","1","3","5","1","3","7","3.42","1.61","1.1","14.62","60.54","2.46","3.66","10.9","0.05","1.6","12.6","21","0.090909091","0.06","0.076190476","1.4","0.807692308","0.733333333","0.423076923","0.106666667","0.061538462","0.733333333","0.423076923","52.38095238","12.6984127","57.69230769","1.424501425","2.469135802","2.279202279","3.950617284","15.66951567","27.16049383","17.94871795","31.11111111"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00027","","","","26","18","3","4","2","15","15","32","45","11","6.1","10.1","3","3","9","3","3","7","5","4.79","2.22","1.41","16.62","50.42","5.96","8.6","8.35","0.42","17.1","27.2","77","0.34375","0.135555556","0.222077922","5.133333333","2.961538462","2.133333333","1.230769231","1.14","0.657692308","0.673333333","0.388461538","41.55844156","62.86764706","57.69230769","15.66951567","27.16049383","24.35897436","42.22222222","14.38746439","24.9382716","38.74643875","67.16049383"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00028","","","","26","12","3","5","3","7","7","23","12","5.1","1.5","9","3","3","3","7","1","3","5","6.05","2.53","1.66","28.35","49.39","2.81","4.45","16.48","0.4","6.6","15.6","35","0.22173913","0.125","0.188571429","5","1.346153846","3.285714286","0.884615385","0.942857143","0.253846154","1.285714286","0.346153846","65.71428571","42.30769231","26.92307692","7.264957265","26.98412698","9.401709402","34.92063492","12.82051282","47.61904762","22.22222222","82.53968254"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00029","","","","26","17","1","4","2","15","15","41","32","6.9","2.1","23","5","3","3","7","3","1","5","4.04","1.94","1.41","26.24","60.2","2.54","4.31","8.22","0.12","9","32","73","0.168292683","0.065625","0.123287671","4.866666667","2.807692308","2.733333333","1.576923077","0.6","0.346153846","1.533333333","0.884615385","56.16438356","28.125","57.69230769","9.829059829","17.03703704","12.82051282","22.22222222","32.76353276","56.79012346","45.58404558","79.01234568"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00030","","","","26","16","1","4","3","13","12","46","38","8","2.8","10","3","3","5","3","3","5","3","3.54","1.92","1.36","31.25","49.79","3.45","5.77","20.08","0.4","10.8","20.8","84","0.173913043","0.073684211","0.128571429","6.461538462","3.230769231","3.538461538","1.769230769","0.830769231","0.415384615","0.769230769","0.384615385","54.76190476","51.92307692","50","11.3960114","22.79202279","15.38461538","30.76923077","14.24501425","28.49002849","29.62962963","59.25925926"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00031","","","","26","16","3","4","2","9","9","32","21","3.9","0.9","12","3","3","3","1","3","7","5","3.88","1.92","1.38","29.44","56.05","3","4.87","11.25","0","4.8","16.8","53","0.121875","0.042857143","0.090566038","5.888888889","2.038461538","3.555555556","1.230769231","0.533333333","0.184615385","1.333333333","0.461538462","60.37735849","28.57142857","34.61538462","5.555555556","16.04938272","6.837606838","19.75308642","17.09401709","49.38271605","23.93162393","69.13580247"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00032","","","","26","16","7","1","1","16","16","70","68","11.1","3.8","11","1","1","5","1","1","3","5","3.94","2.08","1.44","43.22","52.35","3.24","5.28","16.09","0.58","14.9","25.9","138","0.158571429","0.055882353","0.107971014","8.625","5.307692308","4.375","2.692307692","0.93125","0.573076923","0.6875","0.423076923","50.72463768","57.52895753","61.53846154","15.81196581","25.69444444","21.22507123","34.49074074","15.66951567","25.46296296","36.89458689","59.9537037"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00033","","","","26","17","3","4","3","11","11","31","29","9.2","2.2","7.1","1","3","7","1","1","3","1","4.86","2.14","1.37","33.44","54.98","3.18","5.15","12.45","0.48","11.4","18.5","60","0.296774194","0.075862069","0.19","5.454545455","2.307692308","2.818181818","1.192307692","1.036363636","0.438461538","0.645454545","0.273076923","51.66666667","61.62162162","42.30769231","13.10541311","30.97643098","16.23931624","38.38383838","10.11396011","23.90572391","26.35327635","62.28956229"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00034","","","","26","14","3","5","4","9","9","4","10","0.8","0.9","10","7","3","1","1","1","5","5","2.11","1.55","1.2","26.34","63.36","2.3","3.53","8.27","0.17","1.7","11.7","14","0.2","0.09","0.121428571","1.555555556","0.538461538","0.444444444","0.153846154","0.188888889","0.065384615","1.111111111","0.384615385","28.57142857","14.52991453","34.61538462","1.13960114","3.29218107","2.421652422","6.995884774","14.24501425","41.15226337","16.66666667","48.14814815"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00035","","","","26","13","1","4","3","8","8","6","20","2.9","1.9","5.2","3","3","3","1","1","3","5","2.91","2.1","1.42","30.42","40.6","8.32","11.41","15.66","0.11","4.8","10","26","0.483333333","0.095","0.184615385","3.25","1","0.75","0.230769231","0.6","0.184615385","0.65","0.2","23.07692308","48","30.76923077","4.131054131","13.42592593","6.837606838","22.22222222","7.407407407","24.07407407","14.24501425","46.2962963"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00036","","","","26","14","1","4","2","11","11","38","46","5.5","2.5","7.4","3","1","3","1","3","3","1","4.89","2.39","1.61","42.21","40.73","3.91","6.34","24.25","0.63","8","15.4","84","0.144736842","0.054347826","0.095238095","7.636363636","3.230769231","3.454545455","1.461538462","0.727272727","0.307692308","0.672727273","0.284615385","45.23809524","51.94805195","42.30769231","7.834757835","18.51851852","11.3960114","26.93602694","10.54131054","24.91582492","21.93732194","51.85185185"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00037","","","","26","18","4","1","4","10","10","42","34","6","2.2","4","5","5","3","1","3","1","1","3.66","1.83","1.26","29.24","62.22","2.41","4.04","8.92","0.26","8.2","12.2","76","0.142857143","0.064705882","0.107894737","7.6","2.923076923","4.2","1.615384615","0.82","0.315384615","0.4","0.153846154","55.26315789","67.21311475","38.46153846","8.547008547","22.22222222","11.68091168","30.37037037","5.698005698","14.81481481","17.37891738","45.18518519"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00038","","","","26","11","3","1","1","10","10","29","13","5.8","1","16","1","3","3","1","1","5","5","5.11","2.16","1.51","40.17","45.75","2.76","4.67","23.21","0.42","6.8","22.8","42","0.2","0.076923077","0.161904762","4.2","1.615384615","2.9","1.115384615","0.68","0.261538462","1.6","0.615384615","69.04761905","29.8245614","38.46153846","8.262108262","21.48148148","9.686609687","25.18518519","22.79202279","59.25925926","32.47863248","84.44444444"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00039","","","","26","14","1","4","1","10","10","40","22","8.6","2.1","7.2","3","3","5","1","3","3","3","3.71","2.18","1.35","51.8","41.31","7.38","10.39","16.39","0.95","10.7","17.9","62","0.215","0.095454545","0.172580645","6.2","2.384615385","4","1.538461538","1.07","0.411538462","0.72","0.276923077","64.51612903","59.77653631","38.46153846","12.25071225","31.85185185","15.24216524","39.62962963","10.25641026","26.66666667","25.4985755","66.2962963"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00040","","","","26","10","1","5","4","6","5","25","5","6.9","1.5","5","1","3","3","3","1","7","5","3.47","1.99","1.35","30.24","48.31","2.84","4.7","22.23","0.5","8.4","13.4","30","0.276","0.3","0.28","5","1.153846154","4.166666667","0.961538462","1.4","0.323076923","0.833333333","0.192307692","83.33333333","62.68656716","23.07692308","9.829059829","42.59259259","11.96581197","51.85185185","7.122507123","30.86419753","19.08831909","82.71604938"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00041","","","","26","17","3","5","3","8","7","6","16","1.5","1","12","3","3","3","3","3","5","3","3.4","1.75","1.33","27.02","61.24","2.43","3.86","7.93","0","2.5","14.5","22","0.25","0.0625","0.113636364","2.75","0.846153846","0.75","0.230769231","0.3125","0.096153846","1.5","0.461538462","27.27272727","17.24137931","30.76923077","2.136752137","6.944444444","3.561253561","11.57407407","17.09401709","55.55555556","20.65527066","67.12962963"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00042","","","","26","14","1","3","1","6","6","11","15","4.6","1.9","14.1","3","5","3","1","3","7","5","3.96","1.43","1.14","0","70.72","1.45","3.04","2.89","0","6.5","20.6","26","0.418181818","0.126666667","0.25","4.333333333","1","1.833333333","0.423076923","1.083333333","0.25","2.35","0.542307692","42.30769231","31.55339806","23.07692308","6.552706553","28.39506173","9.259259259","40.12345679","20.08547009","87.03703704","29.34472934","127.1604938"
