"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004","Number of storage roots after harvest per NET plot|CO_331:0000233","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Percentage of commercial storage root|CO_331:0000682","treatment_late_season_drought"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00165","","","","75","48","5","1","36","30","66","36","11.4","1.6","23.6","3","3","7","13","36.6","0.172727273","1.833333333","0.88","0.361111111","0.173333333","0.655555556","0.314666667","35.51912568","48","5.62962963","11.72839506","6.419753086","13.3744856","11.65432099","24.27983539","18.07407407","37.65432099","102","0.044444444","0.12745098","2.833333333","1.36","64.70588235","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00166","","","","75","58","5","1","44","37","46","57","7.4","2.6","29.8","5","5","5","10","39.8","0.160869565","1.045454545","0.613333333","0.227272727","0.133333333","0.677272727","0.397333333","25.12562814","58.66666667","3.654320988","6.228956229","4.938271605","8.417508418","14.71604938","25.08417508","19.65432099","33.5016835","103","0.045614035","0.097087379","2.340909091","1.373333333","44.66019417","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00167","","","","75","53","3","1","38","35","171","66","46.2","2.8","31.8","3","1","1","49","80.8","0.270175439","4.5","2.28","1.289473684","0.653333333","0.836842105","0.424","60.64356436","50.66666667","22.81481481","45.02923977","24.19753086","47.7582846","15.7037037","30.99415205","39.90123457","78.75243665","237","0.042424242","0.206751055","6.236842105","3.16","72.15189873","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00168","","","","75","67","3","1","52","50","135","40","31.8","3","41.2","3","1","3","34.8","76","0.235555556","2.596153846","1.8","0.669230769","0.464","0.792307692","0.549333333","45.78947368","69.33333333","15.7037037","22.64957265","17.18518519","24.78632479","20.34567901","29.34472934","37.5308642","54.13105413","175","0.075","0.198857143","3.365384615","2.333333333","77.14285714","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00169","","","","75","42","1","1","29","29","92","25","31.4","3.2","42","3","1","1","34.6","76.6","0.341304348","3.172413793","1.226666667","1.193103448","0.461333333","1.448275862","0.56","45.16971279","38.66666667","15.50617284","40.10217114","17.08641975","44.1890166","20.74074074","53.63984674","37.82716049","97.82886335","117","0.128","0.295726496","4.034482759","1.56","78.63247863","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00170","","","","75","44","5","1","30","30","54","62","14.8","6.2","22.4","3","3","3","21","43.4","0.274074074","1.8","0.72","0.7","0.28","0.746666667","0.298666667","48.38709677","40","7.308641975","18.27160494","10.37037037","25.92592593","11.0617284","27.65432099","21.43209877","53.58024691","116","0.1","0.181034483","3.866666667","1.546666667","46.55172414","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00171","","","","75","26","5","1","17","9","11","9","2.8","1.8","28","1","5","3","4.6","32.6","0.254545455","0.647058824","0.146666667","0.270588235","0.061333333","1.647058824","0.373333333","14.11042945","22.66666667","1.382716049","6.100217865","2.271604938","10.02178649","13.82716049","61.00217865","16.09876543","71.02396514","20","0.2","0.23","1.176470588","0.266666667","55","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00172","","","","75","38","5","1","30","16","53","19","11.6","2.6","20.4","3","1","1","14.2","34.6","0.218867925","1.766666667","0.706666667","0.473333333","0.189333333","0.68","0.272","41.04046243","40","5.728395062","14.32098765","7.012345679","17.5308642","10.07407407","25.18518519","17.08641975","42.71604938","72","0.136842105","0.197222222","2.4","0.96","73.61111111","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00173","","","","75","61","1","1","46","39","80","75","11.6","3.8","46","1","3","3","15.4","61.4","0.145","1.739130435","1.066666667","0.334782609","0.205333333","1","0.613333333","25.08143322","61.33333333","5.728395062","9.339774557","7.604938272","12.39935588","22.71604938","37.03703704","30.32098765","49.43639291","155","0.050666667","0.099354839","3.369565217","2.066666667","51.61290323","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00174","","","","75","56","3","1","42","36","81","135","14","5.8","34.4","1","3","5","19.8","54.2","0.172839506","1.928571429","1.08","0.471428571","0.264","0.819047619","0.458666667","36.53136531","56","6.913580247","12.34567901","9.777777778","17.46031746","16.98765432","30.335097","26.7654321","47.79541446","216","0.042962963","0.091666667","5.142857143","2.88","37.5","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00175","","","","75","29","5","1","16","15","32","10","12.2","3","21.6","1","3","1","15.2","36.8","0.38125","2","0.426666667","0.95","0.202666667","1.35","0.288","41.30434783","21.33333333","6.024691358","28.24074074","7.50617284","35.18518519","10.66666667","50","18.17283951","85.18518519","42","0.3","0.361904762","2.625","0.56","76.19047619","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00176","","","","75","60","3","1","45","44","66","22","24.92","1.5","32.4","1","1","1","26.42","58.82","0.377575758","1.466666667","0.88","0.587111111","0.352266667","0.72","0.432","44.916695","60","12.30617284","20.51028807","13.04691358","21.74485597","16","26.66666667","29.04691358","48.41152263","88","0.068181818","0.300227273","1.955555556","1.173333333","75","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00177","","","","75","38","5","1","28","24","61","39","13.2","3.2","36","7","3","3","16.4","52.4","0.216393443","2.178571429","0.813333333","0.585714286","0.218666667","1.285714286","0.48","31.29770992","37.33333333","6.518518519","17.46031746","8.098765432","21.69312169","17.77777778","47.61904762","25.87654321","69.31216931","100","0.082051282","0.164","3.571428571","1.333333333","61","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00178","","","","75","36","5","1","25","19","78","22","11.4","1.2","9.4","5","3","5","12.6","22","0.146153846","3.12","1.04","0.504","0.168","0.376","0.125333333","57.27272727","33.33333333","5.62962963","16.88888889","6.222222222","18.66666667","4.641975309","13.92592593","10.86419753","32.59259259","100","0.054545455","0.126","4","1.333333333","78","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00179","","","","75","67","3","1","52","52","241","178","32.4","5.4","16.4","3","1","1","37.8","54.2","0.134439834","4.634615385","3.213333333","0.726923077","0.504","0.315384615","0.218666667","69.74169742","69.33333333","16","23.07692308","18.66666667","26.92307692","8.098765432","11.68091168","26.7654321","38.6039886","419","0.030337079","0.090214797","8.057692308","5.586666667","57.51789976","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00180","","","","75","72","5","1","60","50","80","40","19","3.6","38.8","3","3","5","22.6","61.4","0.2375","1.333333333","1.066666667","0.376666667","0.301333333","0.646666667","0.517333333","36.80781759","80","9.382716049","11.72839506","11.16049383","13.95061728","19.16049383","23.95061728","30.32098765","37.90123457","120","0.09","0.188333333","2","1.6","66.66666667","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00181","","","","75","52","3","1","39","32","59","29","12.6","1","33","5","3","3","13.6","46.6","0.213559322","1.512820513","0.786666667","0.348717949","0.181333333","0.846153846","0.44","29.18454936","52","6.222222222","11.96581197","6.716049383","12.91547958","16.2962963","31.33903134","23.01234568","44.25451092","88","0.034482759","0.154545455","2.256410256","1.173333333","67.04545455","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00182","","","","75","65","1","1","51","51","223","76","44","3.4","56","1","1","3","47.4","103.4","0.197309417","4.37254902","2.973333333","0.929411765","0.632","1.098039216","0.746666667","45.84139265","68","21.72839506","31.95352215","23.40740741","34.42265795","27.65432099","40.6681191","51.0617284","75.09077705","299","0.044736842","0.158528428","5.862745098","3.986666667","74.5819398","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00183","","","","75","57","3","1","43","43","110","116","25.6","9.6","39.2","3","3","7","35.2","74.4","0.232727273","2.558139535","1.466666667","0.818604651","0.469333333","0.911627907","0.522666667","47.31182796","57.33333333","12.64197531","22.04995693","17.38271605","30.31869078","19.35802469","33.76399655","36.74074074","64.08268734","226","0.082758621","0.155752212","5.255813953","3.013333333","48.67256637","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00184","","","","75","43","3","1","29","21","46","23","18","2.2","37.4","3","3","5","20.2","57.6","0.391304348","1.586206897","0.613333333","0.696551724","0.269333333","1.289655172","0.498666667","35.06944444","38.66666667","8.888888889","22.98850575","9.975308642","25.79821201","18.4691358","47.76500639","28.44444444","73.56321839","69","0.095652174","0.292753623","2.379310345","0.92","66.66666667","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00185","","","","75","44","5","1","30","28","77","50","12","3","27.4","1","3","5","15","42.4","0.155844156","2.566666667","1.026666667","0.5","0.2","0.913333333","0.365333333","35.37735849","40","5.925925926","14.81481481","7.407407407","18.51851852","13.5308642","33.82716049","20.9382716","52.34567901","127","0.06","0.118110236","4.233333333","1.693333333","60.62992126","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00186","","","","75","42","1","1","29","29","42","66","13","4.8","37.4","3","3","3","17.8","55.2","0.30952381","1.448275862","0.56","0.613793103","0.237333333","1.289655172","0.498666667","32.24637681","38.66666667","6.419753086","16.60280971","8.790123457","22.73307791","18.4691358","47.76500639","27.25925926","70.49808429","108","0.072727273","0.164814815","3.724137931","1.44","38.88888889","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00187","","","","75","45","3","1","40","39","120","68","19.2","3","26.2","3","1","3","22.2","48.4","0.16","3","1.6","0.555","0.296","0.655","0.349333333","45.8677686","53.33333333","9.481481481","17.77777778","10.96296296","20.55555556","12.9382716","24.25925926","23.90123457","44.81481481","188","0.044117647","0.118085106","4.7","2.506666667","63.82978723","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00188","","","","75","40","7","1","30","30","50","67","10.2","4.2","9.8","5","3","3","14.4","24.2","0.204","1.666666667","0.666666667","0.48","0.192","0.326666667","0.130666667","59.50413223","40","5.037037037","12.59259259","7.111111111","17.77777778","4.839506173","12.09876543","11.95061728","29.87654321","117","0.062686567","0.123076923","3.9","1.56","42.73504274","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00189","","","","75","48","3","1","34","34","61","31","15.8","3","43","1","1","3","18.8","61.8","0.259016393","1.794117647","0.813333333","0.552941176","0.250666667","1.264705882","0.573333333","30.42071197","45.33333333","7.802469136","17.21132898","9.283950617","20.47930283","21.2345679","46.84095861","30.51851852","67.32026144","92","0.096774194","0.204347826","2.705882353","1.226666667","66.30434783","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00190","","","","75","42","5","1","30","29","80","76","10.4","3.2","17","1","3","3","13.6","30.6","0.13","2.666666667","1.066666667","0.453333333","0.181333333","0.566666667","0.226666667","44.44444444","40","5.135802469","12.83950617","6.716049383","16.79012346","8.395061728","20.98765432","15.11111111","37.77777778","156","0.042105263","0.087179487","5.2","2.08","51.28205128","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00191","","","","75","49","3","1","34","34","50","145","11.4","5.2","33.2","1","3","7","16.6","49.8","0.228","1.470588235","0.666666667","0.488235294","0.221333333","0.976470588","0.442666667","33.33333333","45.33333333","5.62962963","12.41830065","8.197530864","18.08278867","16.39506173","36.16557734","24.59259259","54.24836601","195","0.035862069","0.085128205","5.735294118","2.6","25.64102564","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00192","","","","75","49","1","1","34","23","43","134","8.4","3.4","63","1","5","3","11.8","74.8","0.195348837","1.264705882","0.573333333","0.347058824","0.157333333","1.852941176","0.84","15.77540107","45.33333333","4.148148148","9.150326797","5.827160494","12.8540305","31.11111111","68.62745098","36.9382716","81.48148148","177","0.025373134","0.066666667","5.205882353","2.36","24.29378531","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00193","","","","75","44","5","1","32","5","8","4","1.4","1","13.6","1","9","5","2.4","16","0.175","0.25","0.106666667","0.075","0.032","0.425","0.181333333","15","42.66666667","0.691358025","1.62037037","1.185185185","2.777777778","6.716049383","15.74074074","7.901234568","18.51851852","12","0.25","0.2","0.375","0.16","66.66666667","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00194","","","","75","53","3","1","37","31","89","50","16.8","3.6","24","5","3","5","20.4","44.4","0.188764045","2.405405405","1.186666667","0.551351351","0.272","0.648648649","0.32","45.94594595","49.33333333","8.296296296","16.81681682","10.07407407","20.42042042","11.85185185","24.02402402","21.92592593","44.44444444","139","0.072","0.14676259","3.756756757","1.853333333","64.02877698","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00195","","","","75","43","5","1","31","31","45","26","20","9","16.6","3","3","9","29","45.6","0.444444444","1.451612903","0.6","0.935483871","0.386666667","0.535483871","0.221333333","63.59649123","41.33333333","9.87654321","23.8948626","14.32098765","34.64755078","8.197530864","19.83273596","22.51851852","54.48028674","71","0.346153846","0.408450704","2.290322581","0.946666667","63.38028169","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00196","","","","75","55","3","1","45","43","200","225","37.8","8.8","56.8","5","3","5","46.6","103.4","0.189","4.444444444","2.666666667","1.035555556","0.621333333","1.262222222","0.757333333","45.06769826","60","18.66666667","31.11111111","23.01234568","38.35390947","28.04938272","46.74897119","51.0617284","85.10288066","425","0.039111111","0.109647059","9.444444444","5.666666667","47.05882353","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00197","","","","75","62","5","1","50","43","185","46","45","3.4","30.2","3","1","1","48.4","78.6","0.243243243","3.7","2.466666667","0.968","0.645333333","0.604","0.402666667","61.57760814","66.66666667","22.22222222","33.33333333","23.90123457","35.85185185","14.91358025","22.37037037","38.81481481","58.22222222","231","0.073913043","0.20952381","4.62","3.08","80.08658009","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00198","","","","75","41","3","1","29","28","82","30","26.2","3","31.4","3","1","1","29.2","60.6","0.319512195","2.827586207","1.093333333","1.006896552","0.389333333","1.082758621","0.418666667","48.18481848","38.66666667","12.9382716","33.46104725","14.41975309","37.29246488","15.50617284","40.10217114","29.92592593","77.39463602","112","0.1","0.260714286","3.862068966","1.493333333","73.21428571","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00199","","","","75","49","5","1","30","30","160","110","29.4","6.6","28.6","3","3","1","36","64.6","0.18375","5.333333333","2.133333333","1.2","0.48","0.953333333","0.381333333","55.72755418","40","14.51851852","36.2962963","17.77777778","44.44444444","14.12345679","35.30864198","31.90123457","79.75308642","270","0.06","0.133333333","9","3.6","59.25925926","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00200","","","","75","75","1","1","56","49","170","130","18","6.8","31.4","3","3","7","24.8","56.2","0.105882353","3.035714286","2.266666667","0.442857143","0.330666667","0.560714286","0.418666667","44.12811388","74.66666667","8.888888889","11.9047619","12.24691358","16.4021164","15.50617284","20.76719577","27.75308642","37.16931217","300","0.052307692","0.082666667","5.357142857","4","56.66666667","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00201","","","","75","37","1","1","22","17","14","20","5.8","3","56","3","3","1","8.8","64.8","0.414285714","0.636363636","0.186666667","0.4","0.117333333","2.545454545","0.746666667","13.58024691","29.33333333","2.864197531","9.764309764","4.345679012","14.81481481","27.65432099","94.27609428","32","109.0909091","34","0.15","0.258823529","1.545454545","0.453333333","41.17647059","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00202","","","","75","41","3","1","30","30","47","46","13.4","8","44.2","1","1","3","21.4","65.6","0.285106383","1.566666667","0.626666667","0.713333333","0.285333333","1.473333333","0.589333333","32.62195122","40","6.617283951","16.54320988","10.56790123","26.41975309","21.82716049","54.56790123","32.39506173","80.98765432","93","0.173913043","0.230107527","3.1","1.24","50.53763441","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00203","","","","75","30","5","1","26","26","46","24","10.4","2.8","27.8","3","3","3","13.2","41","0.226086957","1.769230769","0.613333333","0.507692308","0.176","1.069230769","0.370666667","32.19512195","34.66666667","5.135802469","14.81481481","6.518518519","18.8034188","13.72839506","39.6011396","20.24691358","58.4045584","70","0.116666667","0.188571429","2.692307692","0.933333333","65.71428571","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00204","","","","75","30","3","1","25","24","113","60","18.6","3.5","20.2","1","3","3","22.1","42.3","0.16460177","4.52","1.506666667","0.884","0.294666667","0.808","0.269333333","52.24586288","33.33333333","9.185185185","27.55555556","10.91358025","32.74074074","9.975308642","29.92592593","20.88888889","62.66666667","173","0.058333333","0.127745665","6.92","2.306666667","65.31791908","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00205","","","","75","35","5","1","29","25","59","39","14.6","2.6","31.6","1","3","3","17.2","48.8","0.247457627","2.034482759","0.786666667","0.593103448","0.229333333","1.089655172","0.421333333","35.24590164","38.66666667","7.209876543","18.64623244","8.49382716","21.96679438","15.60493827","40.35759898","24.09876543","62.32439336","98","0.066666667","0.175510204","3.379310345","1.306666667","60.20408163","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00206","","","","75","51","5","1","40","32","51","42","10","2.4","25.2","3","3","5","12.4","37.6","0.196078431","1.275","0.68","0.31","0.165333333","0.63","0.336","32.9787234","53.33333333","4.938271605","9.259259259","6.12345679","11.48148148","12.44444444","23.33333333","18.56790123","34.81481481","93","0.057142857","0.133333333","2.325","1.24","54.83870968","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00207","","","","75","62","7","1","53","48","86","24","27.2","2","15.2","1","1","1","29.2","44.4","0.31627907","1.622641509","1.146666667","0.550943396","0.389333333","0.286792453","0.202666667","65.76576577","70.66666667","13.43209877","19.00768693","14.41975309","20.40531097","7.50617284","10.6219427","21.92592593","31.02725367","110","0.083333333","0.265454545","2.075471698","1.466666667","78.18181818","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00208","","","","75","57","5","1","50","40","50","39","6.8","2.4","36","1","3","3","9.2","45.2","0.136","1","0.666666667","0.184","0.122666667","0.72","0.48","20.3539823","66.66666667","3.358024691","5.037037037","4.543209877","6.814814815","17.77777778","26.66666667","22.32098765","33.48148148","89","0.061538462","0.103370787","1.78","1.186666667","56.17977528","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00209","","","","75","60","3","1","48","36","55","63","6.4","2.6","13","3","7","3","9","22","0.116363636","1.145833333","0.733333333","0.1875","0.12","0.270833333","0.173333333","40.90909091","64","3.160493827","4.938271605","4.444444444","6.944444444","6.419753086","10.0308642","10.86419753","16.97530864","118","0.041269841","0.076271186","2.458333333","1.573333333","46.61016949","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00210","","","","75","59","3","1","44","44","130","53","29.8","2","24.6","5","3","3","31.8","56.4","0.229230769","2.954545455","1.733333333","0.722727273","0.424","0.559090909","0.328","56.38297872","58.66666667","14.71604938","25.08417508","15.7037037","26.76767677","12.14814815","20.70707071","27.85185185","47.47474747","183","0.037735849","0.173770492","4.159090909","2.44","71.03825137","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00211","","","","75","55","3","1","43","41","105","93","17","9","26","3","5","3","26","52","0.161904762","2.441860465","1.4","0.604651163","0.346666667","0.604651163","0.346666667","50","57.33333333","8.395061728","14.64254953","12.83950617","22.39448751","12.83950617","22.39448751","25.67901235","44.78897502","198","0.096774194","0.131313131","4.604651163","2.64","53.03030303","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00212","","","","75","65","3","1","51","50","131","44","28","2","44.6","3","1","1","30","74.6","0.213740458","2.568627451","1.746666667","0.588235294","0.4","0.874509804","0.594666667","40.21447721","68","13.82716049","20.33405955","14.81481481","21.78649237","22.02469136","32.389252","36.83950617","54.17574437","175","0.045454545","0.171428571","3.431372549","2.333333333","74.85714286","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00213","","","","75","60","3","1","45","45","179","120","46.6","6.4","38","3","1","3","53","91","0.260335196","3.977777778","2.386666667","1.177777778","0.706666667","0.844444444","0.506666667","58.24175824","60","23.01234568","38.35390947","26.17283951","43.62139918","18.7654321","31.27572016","44.9382716","74.89711934","299","0.053333333","0.177257525","6.644444444","3.986666667","59.86622074","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00214","","","","75","33","7","1","25","23","50","30","11.6","1.4","12","5","3","5","13","25","0.232","2","0.666666667","0.52","0.173333333","0.48","0.16","52","33.33333333","5.728395062","17.18518519","6.419753086","19.25925926","5.925925926","17.77777778","12.34567901","37.03703704","80","0.046666667","0.1625","3.2","1.066666667","62.5","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00215","","","","75","54","3","1","40","37","128","81","32.2","4","31.4","5","3","7","36.2","67.6","0.2515625","3.2","1.706666667","0.905","0.482666667","0.785","0.418666667","53.55029586","53.33333333","15.90123457","29.81481481","17.87654321","33.51851852","15.50617284","29.07407407","33.38271605","62.59259259","209","0.049382716","0.173205742","5.225","2.786666667","61.24401914","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00216","","","","75","52","3","1","41","41","91","38","18.8","5","33.4","3","3","1","23.8","57.2","0.206593407","2.219512195","1.213333333","0.580487805","0.317333333","0.814634146","0.445333333","41.60839161","54.66666667","9.283950617","16.9828365","11.75308642","21.49954833","16.49382716","30.17163505","28.24691358","51.67118338","129","0.131578947","0.184496124","3.146341463","1.72","70.54263566","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00217","","","","75","46","5","1","37","33","38","33","6.6","1.6","19.4","5","3","5","8.2","27.6","0.173684211","1.027027027","0.506666667","0.221621622","0.109333333","0.524324324","0.258666667","29.71014493","49.33333333","3.259259259","6.606606607","4.049382716","8.208208208","9.580246914","19.41941942","13.62962963","27.62762763","71","0.048484848","0.115492958","1.918918919","0.946666667","53.52112676","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00218","","","","75","55","3","1","42","42","51","100","15.2","3.6","23.2","5","3","5","18.8","42","0.298039216","1.214285714","0.68","0.447619048","0.250666667","0.552380952","0.309333333","44.76190476","56","7.50617284","13.40388007","9.283950617","16.57848325","11.45679012","20.45855379","20.74074074","37.03703704","151","0.036","0.124503311","3.595238095","2.013333333","33.77483444","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00219","","","","75","57","5","1","45","42","62","39","8.8","1.6","9.6","5","5","5","10.4","20","0.141935484","1.377777778","0.826666667","0.231111111","0.138666667","0.213333333","0.128","52","60","4.345679012","7.242798354","5.135802469","8.559670782","4.740740741","7.901234568","9.87654321","16.46090535","101","0.041025641","0.102970297","2.244444444","1.346666667","61.38613861","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00220","","","","75","45","5","1","35","27","37","25","5.2","1","28.6","3","3","5","6.2","34.8","0.140540541","1.057142857","0.493333333","0.177142857","0.082666667","0.817142857","0.381333333","17.81609195","46.66666667","2.567901235","5.502645503","3.061728395","6.560846561","14.12345679","30.26455026","17.18518519","36.82539683","62","0.04","0.1","1.771428571","0.826666667","59.67741935","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00221","","","","75","65","3","1","50","44","59","37","26","7.8","27.8","3","1","1","33.8","61.6","0.440677966","1.18","0.786666667","0.676","0.450666667","0.556","0.370666667","54.87012987","66.66666667","12.83950617","19.25925926","16.69135802","25.03703704","13.72839506","20.59259259","30.41975309","45.62962963","96","0.210810811","0.352083333","1.92","1.28","61.45833333","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00222","","","","75","36","1","1","24","8","10","7","2","1.8","44.8","1","7","7","3.8","48.6","0.2","0.416666667","0.133333333","0.158333333","0.050666667","1.866666667","0.597333333","7.818930041","32","0.987654321","3.086419753","1.87654321","5.864197531","22.12345679","69.13580247","24","75","17","0.257142857","0.223529412","0.708333333","0.226666667","58.82352941","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00223","","","","75","58","5","1","45","42","70","30","13.6","2.2","19.6","1","3","7","15.8","35.4","0.194285714","1.555555556","0.933333333","0.351111111","0.210666667","0.435555556","0.261333333","44.63276836","60","6.716049383","11.19341564","7.802469136","13.00411523","9.679012346","16.13168724","17.48148148","29.13580247","100","0.073333333","0.158","2.222222222","1.333333333","70","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00224","","","","75","75","1","1","60","58","90","85","20","3.2","36.2","1","1","3","23.2","59.4","0.222222222","1.5","1.2","0.386666667","0.309333333","0.603333333","0.482666667","39.05723906","80","9.87654321","12.34567901","11.45679012","14.32098765","17.87654321","22.34567901","29.33333333","36.66666667","175","0.037647059","0.132571429","2.916666667","2.333333333","51.42857143","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00225","","","","75","47","5","1","32","32","40","16","10","2.6","17.2","7","3","3","12.6","29.8","0.25","1.25","0.533333333","0.39375","0.168","0.5375","0.229333333","42.28187919","42.66666667","4.938271605","11.57407407","6.222222222","14.58333333","8.49382716","19.90740741","14.71604938","34.49074074","56","0.1625","0.225","1.75","0.746666667","71.42857143","1"
