"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00078","","","","26","25","1","17","10","0","43","0","2","19","29","7.1","4","3","4","5","5.99","2.16","1.61","79.36","83.09","41.91","55.49","2.79","4.91","14.44","2","21","43","","0.046511628","0.046511628","2.529411765","1.653846154","0","0","0.117647059","0.076923077","1.117647059","0.730769231","0","9.523809524","65.38461538","24.48275862","0.489655172","0","0","2.849002849","4.357298475","27.06552707","41.39433551","0.697514491","1.066786868","29.91452991","45.75163399"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00079","","","","26","23","1","17","17","10","134","1.5","9.3","9","","","5","4","4","6","","","","","","","","","","","10.8","19.8","144","0.15","0.069402985","0.075","8.470588235","5.538461538","0.588235294","0.384615385","0.635294118","0.415384615","0.529411765","0.346153846","6.944444444","54.54545455","65.38461538","","","2.136752137","3.267973856","15.38461538","23.52941176","12.82051282","19.60784314","","","28.20512821","43.1372549"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00080","","","","26","22","1","16","16","8","130","1","6.8","10","41.1","9.5","5","4","3","4","4.97","2.1","1.62","87.77","101.77","40.13","52.53","4.16","7.23","14.5","7.8","17.8","138","0.125","0.052307692","0.056521739","8.625","5.307692308","0.5","0.307692308","0.4875","0.3","0.625","0.384615385","5.797101449","43.82022472","61.53846154","23.11435523","1.802919708","1.424501425","2.314814815","11.11111111","18.05555556","14.24501425","23.14814815","2.568261692","4.17342525","25.35612536","41.2037037"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00081","","","","26","20","4","13","10","4","30","0.4","2.4","16","","","4","4","5","6","","","","","","","","","","","2.8","18.8","34","0.1","0.08","0.082352941","2.615384615","1.307692308","0.307692308","0.153846154","0.215384615","0.107692308","1.230769231","0.615384615","11.76470588","14.89361702","50","","","0.56980057","1.13960114","3.988603989","7.977207977","22.79202279","45.58404558","","","26.78062678","53.56125356"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00082","","","","26","22","1","19","19","24","44","2.2","3","13","","","5","4","4","3","","","","","","","","","","","5.2","18.2","68","0.091666667","0.068181818","0.076470588","3.578947368","2.615384615","1.263157895","0.923076923","0.273684211","0.2","0.684210526","0.5","35.29411765","28.57142857","73.07692308","","","3.133903134","4.288499025","7.407407407","10.13645224","18.51851852","25.3411306","","","25.92592593","35.47758285"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00083","","","","26","26","1","25","25","8","132","2","6.8","21","50.3","9.8","6","4","3","4","5.17","2.15","1.64","196.24","138.85","49.26","42.12","5.85","9.52","21.78","8.8","29.8","140","0.25","0.051515152","0.062857143","5.6","5.384615385","0.32","0.307692308","0.352","0.338461538","0.84","0.807692308","5.714285714","29.53020134","96.15384615","19.48310139","1.714512922","2.849002849","2.962962963","12.53561254","13.03703704","29.91452991","31.11111111","2.4423261","2.540019144","42.45014245","44.14814815"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00084","","","","26","20","1","18","18","5","120","0.8","8.4","10","36.3","8.5","5","4","5","7","5.58","2.22","1.71","77.4","100.88","46.83","52.75","3.65","5.97","12.99","9.2","19.2","125","0.16","0.07","0.0736","6.944444444","4.807692308","0.277777778","0.192307692","0.511111111","0.353846154","0.555555556","0.384615385","4","47.91666667","69.23076923","23.41597796","2.154269972","1.13960114","1.646090535","13.10541311","18.93004115","14.24501425","20.57613169","3.068760645","4.432654264","27.35042735","39.50617284"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00085","","","","26","19","1","13","9","4","44","0.5","4","13","50.8","13.5","4","3","2","3","4.93","2.04","1.77","172.33","112.24","38.26","55.5","3.28","5.87","11.73","4.5","17.5","48","0.125","0.090909091","0.09375","3.692307692","1.846153846","0.307692308","0.153846154","0.346153846","0.173076923","1","0.5","8.333333333","25.71428571","50","26.57480315","1.195866142","0.712250712","1.424501425","6.41025641","12.82051282","18.51851852","37.03703704","1.703513022","3.407026045","24.92877493","49.85754986"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00086","","","","26","17","1","11","11","5","98","0.8","5.5","4.8","47.6","9.8","4","3","4","5","6.86","2.84","2.12","217.16","182.15","48.25","47.2","2.63","5.22","17.71","6.3","11.1","103","0.16","0.056122449","0.061165049","9.363636364","3.961538462","0.454545455","0.192307692","0.572727273","0.242307692","0.436363636","0.184615385","4.854368932","56.75675676","42.30769231","20.58823529","1.297058824","1.13960114","2.693602694","8.974358974","21.21212121","6.837606838","16.16161616","1.847662142","4.367201426","15.81196581","37.37373737"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00087","","","","26","20","1","15","15","60","73","8","17.1","20","","","6","5","4","8","","","","","","","","","","","25.1","45.1","133","0.133333333","0.234246575","0.188721805","8.866666667","5.115384615","4","2.307692308","1.673333333","0.965384615","1.333333333","0.769230769","45.11278195","55.654102","57.69230769","","","11.3960114","19.75308642","35.75498575","61.97530864","28.49002849","49.38271605","","","64.24501425","111.3580247"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00088","","","","26","20","1","13","13","86","16","1.8","5","11","50.3","11.6","4","4","2","4","6.19","2.06","1.64","55.66","82.78","22.09","56.14","3.52","5.98","11.26","6.8","17.8","102","0.020930233","0.3125","0.066666667","7.846153846","3.923076923","6.615384615","3.307692308","0.523076923","0.261538462","0.846153846","0.423076923","84.31372549","38.20224719","50","23.06163022","1.568190855","2.564102564","5.128205128","9.686609687","19.37321937","15.66951567","31.33903134","2.233890107","4.467780213","25.35612536","50.71225071"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00089","","","","26","21","1","16","16","39","100","5.5","10","6.2","50.5","8.5","6","6","3","4","4.81","2.13","1.65","210.58","179.26","52.5","31.07","7.63","12.49","30.28","15.5","21.7","139","0.141025641","0.1","0.111510791","8.6875","5.346153846","2.4375","1.5","0.96875","0.596153846","0.3875","0.238461538","28.05755396","71.42857143","61.53846154","16.83168317","2.608910891","7.834757835","12.73148148","22.07977208","35.87962963","8.831908832","14.35185185","3.716397281","6.039145581","30.91168091","50.23148148"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00090","","","","26","25","1","20","20","61","24","19.4","7","8","50.5","14.7","5","4","5","5","6.86","2.27","1.77","111.05","98.4","42.66","61.41","2.24","4.8","5.81","26.4","34.4","85","0.318032787","0.291666667","0.310588235","4.25","3.269230769","3.05","2.346153846","1.32","1.015384615","0.4","0.307692308","71.76470588","76.74418605","76.92307692","29.10891089","7.684752475","27.63532764","35.92592593","37.60683761","48.88888889","11.3960114","14.81481481","10.94694085","14.2310231","49.002849","63.7037037"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00091","","","","26","22","1","14","14","9","31","1.3","10.5","6","27.3","7.8","4","4","4","5","3.98","1.75","1.28","37.02","57.19","15.39","62.09","2.32","4.08","10.39","11.8","17.8","40","0.144444444","0.338709677","0.295","2.857142857","1.538461538","0.642857143","0.346153846","0.842857143","0.453846154","0.428571429","0.230769231","22.5","66.29213483","53.84615385","28.57142857","3.371428571","1.851851852","3.439153439","16.80911681","31.21693122","8.547008547","15.87301587","4.802604803","8.919123205","25.35612536","47.08994709"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00092","","","","26","25","1","22","22","50","26","10","6","10","","","5","4","3","3","","","","","","","","","","","16","26","76","0.2","0.230769231","0.210526316","3.454545455","2.923076923","2.272727273","1.923076923","0.727272727","0.615384615","0.454545455","0.384615385","65.78947368","61.53846154","84.61538462","","","14.24501425","16.83501684","22.79202279","26.93602694","14.24501425","16.83501684","","","37.03703704","43.77104377"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00093","","","","26","26","1","24","24","2","92","0.5","9","3","50.7","11.9","4","5","5","5","4.62","2.04","1.59","139.01","101.45","41.72","48.7","5.34","8.5","14.49","9.5","12.5","94","0.25","0.097826087","0.10106383","3.916666667","3.615384615","0.083333333","0.076923077","0.395833333","0.365384615","0.125","0.115384615","2.127659574","76","92.30769231","23.47140039","2.229783037","0.712250712","0.771604938","13.53276353","14.66049383","4.273504274","4.62962963","3.176329113","3.441023206","17.80626781","19.29012346"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00094","","","","26","20","1","11","11","6","23","0.9","2","10","50.3","13.6","4","4","3","5","5.87","1.84","1.36","106.38","89.98","5.06","61","3.09","5.76","7.78","2.9","12.9","29","0.15","0.086956522","0.1","2.636363636","1.115384615","0.545454545","0.230769231","0.263636364","0.111538462","0.909090909","0.384615385","20.68965517","22.48062016","42.30769231","27.03777336","0.784095427","1.282051282","3.03030303","4.131054131","9.764309764","14.24501425","33.67003367","1.116945053","2.640051944","18.37606838","43.43434343"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00095","","","","26","20","1","14","14","46","120","6.2","8","9.5","50.6","11.3","7","6","1","2","5.55","2.23","1.64","96.14","127.03","40.55","49.28","5.48","8.8","13.17","14.2","23.7","166","0.134782609","0.066666667","0.085542169","11.85714286","6.384615385","3.285714286","1.769230769","1.014285714","0.546153846","0.678571429","0.365384615","27.71084337","59.91561181","53.84615385","22.33201581","3.171146245","8.831908832","16.4021164","20.22792023","37.56613757","13.53276353","25.13227513","4.517302343","8.389275781","33.76068376","62.6984127"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00096","","","","26","15","1","5","3","8","12","2.5","3.3","18","50.1","12.6","6","5","2","3","4.86","1.84","1.33","49.78","67.98","14.38","55.38","6","9.15","6.71","5.8","23.8","20","0.3125","0.275","0.29","4","0.769230769","1.6","0.307692308","1.16","0.223076923","3.6","0.692307692","40","24.3697479","19.23076923","25.1497006","1.458682635","3.561253561","18.51851852","8.262108262","42.96296296","25.64102564","133.3333333","2.077895491","10.80505655","33.9031339","176.2962963"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00097","","","","26","22","1","17","17","29","73","3.2","3.8","13","50.4","17.6","4","5","3","3","5.59","1.78","1.56","125.71","82.92","41.74","66.13","1.53","3.59","6.57","7","20","102","0.110344828","0.052054795","0.068627451","6","3.923076923","1.705882353","1.115384615","0.411764706","0.269230769","0.764705882","0.5","28.43137255","35","65.38461538","34.92063492","2.444444444","4.558404558","6.97167756","9.971509972","15.25054466","18.51851852","28.32244009","3.482114593","5.325587025","28.49002849","43.57298475"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00098","","","","26","18","1","15","15","9","104","2.5","11.5","15","50.5","16","6","4","2","2","6.09","2.03","1.8","111.97","99.18","18.74","66.37","1.55","3.58","5.42","14","29","113","0.277777778","0.110576923","0.123893805","7.533333333","4.346153846","0.6","0.346153846","0.933333333","0.538461538","1","0.576923077","7.96460177","48.27586207","57.69230769","31.68316832","4.435643564","3.561253561","6.172839506","19.94301994","34.56790123","21.36752137","37.03703704","6.318580576","10.95220633","41.31054131","71.60493827"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00099","","","","26","20","1","14","9","17","38","2.2","2.9","21","50.6","10.9","6","3","1","2","6.69","2.43","1.75","62.84","121.84","39.65","46.93","3.6","6.31","18.06","5.1","26.1","55","0.129411765","0.076315789","0.092727273","3.928571429","2.115384615","1.214285714","0.653846154","0.364285714","0.196153846","1.5","0.807692308","30.90909091","19.54022989","53.84615385","21.54150198","1.098616601","3.133903134","5.82010582","7.264957265","13.49206349","29.91452991","55.55555556","1.564980913","2.906393124","37.17948718","69.04761905"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00100","","","","26","21","1","13","13","7","76","2.8","22.5","21.5","41.3","11.3","6","6","6","6","4.85","1.92","1.5","97.64","88.37","36.86","50.96","5.11","8.46","13.68","25.3","46.8","83","0.4","0.296052632","0.304819277","6.384615385","3.192307692","0.538461538","0.269230769","1.946153846","0.973076923","1.653846154","0.826923077","8.43373494","54.05982906","50","27.36077482","6.922276029","3.988603989","7.977207977","36.03988604","72.07977208","30.62678063","61.25356125","9.860792064","19.72158413","66.66666667","133.3333333"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00101","","","","26","26","1","25","25","60","290","2.7","8.5","12","50.9","13","4","3","1","1","3.03","1.4","1.01","16.27","80.42","96","50.12","9.9","14.61","6.21","11.2","23.2","350","0.045","0.029310345","0.032","14","13.46153846","2.4","2.307692308","0.448","0.430769231","0.48","0.461538462","17.14285714","48.27586207","96.15384615","25.54027505","2.860510806","3.846153846","4","15.95441595","16.59259259","17.09401709","17.77777778","4.074801717","4.237793786","33.04843305","34.37037037"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00102","","","","26","20","1","13","13","50","75","5.2","3.2","6.9","50.5","14.4","6","5","1","1","4.63","1.91","1.37","143.99","111.11","29.58","54","4.74","8.05","10.71","8.4","15.3","125","0.104","0.042666667","0.0672","9.615384615","4.807692308","3.846153846","1.923076923","0.646153846","0.323076923","0.530769231","0.265384615","40","54.90196078","50","28.51485149","2.395247525","7.407407407","14.81481481","11.96581197","23.93162393","9.829059829","19.65811966","3.412033511","6.824067022","21.79487179","43.58974359"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00103","","","","26","16","1","8","8","6","68","0.9","5.2","18.6","50.3","13.7","4","3","5","6","4.05","1.66","1.29","112.92","91.62","25.37","54.79","4.91","7.73","12.88","6.1","24.7","74","0.15","0.076470588","0.082432432","9.25","2.846153846","0.75","0.230769231","0.7625","0.234615385","2.325","0.715384615","8.108108108","24.69635628","30.76923077","27.23658052","1.661431412","1.282051282","4.166666667","8.689458689","28.24074074","26.4957265","86.11111111","2.366711412","7.69181209","35.18518519","114.3518519"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00104","","","","26","22","1","16","16","69","200","5.4","11.5","22.5","50.9","14.4","5","4","3","5","3.58","1.63","1.25","175.24","102.7","23.06","59.69","5.8","9.42","4.7","16.9","39.4","269","0.07826087","0.0575","0.062825279","16.8125","10.34615385","4.3125","2.653846154","1.05625","0.65","1.40625","0.865384615","25.65055762","42.89340102","61.53846154","28.29076621","4.781139489","7.692307692","12.5","24.07407407","39.12037037","32.05128205","52.08333333","6.810740013","11.06745252","56.12535613","91.2037037"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00105","","","","26","20","1","18","18","16","73","3","15","9.5","","","6","6","2","3","","","","","","","","","","","18","27.5","89","0.1875","0.205479452","0.202247191","4.944444444","3.423076923","0.888888889","0.615384615","1","0.692307692","0.527777778","0.365384615","17.97752809","65.45454545","69.23076923","","","4.273504274","6.172839506","25.64102564","37.03703704","13.53276353","19.5473251","","","39.17378917","56.58436214"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00106","","","","26","18","2","14","14","9","26","1.5","6.8","12.6","50","11.9","6","5","2","3","3.56","1.67","1.25","96.91","103.57","40.88","45.37","4.45","7.67","24.01","8.3","20.9","35","0.166666667","0.261538462","0.237142857","2.5","1.346153846","0.642857143","0.346153846","0.592857143","0.319230769","0.9","0.484615385","25.71428571","39.71291866","53.84615385","23.8","1.9754","2.136752137","3.968253968","11.82336182","21.95767196","17.94871795","33.33333333","2.813960114","5.225925926","29.77207977","55.29100529"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00107","","","","26","19","1","11","11","10","67","1.4","19","11.8","","","6","5","4","6","","","","","","","","","","","20.4","32.2","77","0.14","0.28358209","0.264935065","7","2.961538462","0.909090909","0.384615385","1.854545455","0.784615385","1.072727273","0.453846154","12.98701299","63.35403727","42.30769231","","","1.994301994","4.713804714","29.05982906","68.68686869","16.80911681","39.73063973","","","45.86894587","108.4175084"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00108","","","","26","26","1","21","21","46","100","7.2","12.5","19.6","41.3","9.9","6","6","3","5","4.08","1.77","1.31","113.22","83.18","32.83","50.2","4.71","7.64","17.97","19.7","39.3","146","0.156521739","0.125","0.134931507","6.952380952","5.615384615","2.19047619","1.769230769","0.938095238","0.757692308","0.933333333","0.753846154","31.50684932","50.12722646","80.76923077","23.97094431","4.722276029","10.25641026","12.6984127","28.06267806","34.74426808","27.92022792","34.56790123","6.72688893","8.328529152","55.98290598","69.31216931"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00109","","","","26","18","1","11","2","3","9","0.6","0.8","12.5","50.1","12.4","4","3","1","1","4.2","1.96","1.45","118.83","109.91","40.76","53.6","2.82","5.06","16.82","1.4","13.9","12","0.2","0.088888889","0.116666667","1.090909091","0.461538462","0.272727273","0.115384615","0.127272727","0.053846154","1.136363636","0.480769231","25","10.07194245","42.30769231","24.750499","0.346506986","0.854700855","2.02020202","1.994301994","4.713804714","17.80626781","42.08754209","0.493599695","1.166690189","19.8005698","46.8013468"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00110","","","","26","15","1","3","1","","","","","","","","4","4","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","11.53846154","","","","","","","","","","","",""
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00111","","","","26","21","2","17","17","5","9","2.2","14","10.5","50.5","14.3","5","4","2","4","5.38","2.1","1.65","79.91","87.22","30.55","57.49","2.78","5.22","10.54","16.2","26.7","14","0.44","1.555555556","1.157142857","0.823529412","0.538461538","0.294117647","0.192307692","0.952941176","0.623076923","0.617647059","0.403846154","35.71428571","60.6741573","65.38461538","28.31683168","4.587326733","3.133903134","4.793028322","23.07692308","35.29411765","14.95726496","22.87581699","6.534653465","9.994175888","38.03418803","58.16993464"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00112","","","","26","20","3","15","15","14","78","2.8","10.5","9.5","","","7","6","4","6","","","","","","","","","","","13.3","22.8","92","0.2","0.134615385","0.144565217","6.133333333","3.538461538","0.933333333","0.538461538","0.886666667","0.511538462","0.633333333","0.365384615","15.2173913","58.33333333","57.69230769","","","3.988603989","6.913580247","18.94586895","32.83950617","13.53276353","23.45679012","","","32.47863248","56.2962963"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00113","","","","26","18","1","13","13","17","67","1","7","6.5","24.7","7","6","4","4","6","4.68","2","1.61","90.63","96.99","24.53","57.71","4.35","7.08","8.83","8","14.5","84","0.058823529","0.104477612","0.095238095","6.461538462","3.230769231","1.307692308","0.653846154","0.615384615","0.307692308","0.5","0.25","20.23809524","55.17241379","50","28.34008097","2.267206478","1.424501425","2.849002849","11.3960114","22.79202279","9.259259259","18.51851852","3.229638857","6.459277714","20.65527066","41.31054131"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00114","","","","26","25","1","21","21","44","134","3.2","23","16.5","","","6","4","5","6","","","","","","","","","","","26.2","42.7","178","0.072727273","0.171641791","0.147191011","8.476190476","6.846153846","2.095238095","1.692307692","1.247619048","1.007692308","0.785714286","0.634615385","24.71910112","61.35831382","80.76923077","","","4.558404558","5.643738977","37.32193732","46.20811287","23.5042735","29.1005291","","","60.82621083","75.30864198"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00115","","","","26","22","1","13","13","0","40","0","1.6","9.5","50.3","10.4","4","3","3","3","5.53","1.85","1.62","99.97","110.9","41.62","32.42","5.93","10.38","33.98","1.6","11.1","40","","0.04","0.04","3.076923077","1.538461538","0","0","0.123076923","0.061538462","0.730769231","0.365384615","0","14.41441441","50","20.67594433","0.330815109","0","0","2.279202279","4.558404558","13.53276353","27.06552707","0.471246595","0.942493189","15.81196581","31.62393162"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00116","","","","26","20","1","13","13","0","33","0","6","11.5","","","6","5","5","8","","","","","","","","","","","6","17.5","33","","0.181818182","0.181818182","2.538461538","1.269230769","0","0","0.461538462","0.230769231","0.884615385","0.442307692","0","34.28571429","50","","","0","0","8.547008547","17.09401709","16.38176638","32.76353276","","","24.92877493","49.85754986"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00117","","","","26","21","1","14","14","25","19","3.2","5.3","12.6","","","6","6","3","6","","","","","","","","","","","8.5","21.1","44","0.128","0.278947368","0.193181818","3.142857143","1.692307692","1.785714286","0.961538462","0.607142857","0.326923077","0.9","0.484615385","56.81818182","40.28436019","53.84615385","","","4.558404558","8.465608466","12.10826211","22.48677249","17.94871795","33.33333333","","","30.05698006","55.82010582"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00118","","","","26","18","1","10","10","10","41","1.5","10.5","12.3","","","6","6","2","3","","","","","","","","","","","12","24.3","51","0.15","0.256097561","0.235294118","5.1","1.961538462","1","0.384615385","1.2","0.461538462","1.23","0.473076923","19.60784314","49.38271605","38.46153846","","","2.136752137","5.555555556","17.09401709","44.44444444","17.52136752","45.55555556","","","34.61538462","90"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00119","","","","26","18","1","13","13","6","8","1.2","11.5","10.6","","","6","5","3","4","","","","","","","","","","","12.7","23.3","14","0.2","1.4375","0.907142857","1.076923077","0.538461538","0.461538462","0.230769231","0.976923077","0.488461538","0.815384615","0.407692308","42.85714286","54.50643777","50","","","1.709401709","3.418803419","18.09116809","36.18233618","15.0997151","30.1994302","","","33.19088319","66.38176638"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00120","","","","26","22","1","18","2","0","13","0","0.9","2.3","","","4","3","2","2","","","","","","","","","","","0.9","3.2","13","","0.069230769","0.069230769","0.722222222","0.5","0","0","0.05","0.034615385","0.127777778","0.088461538","0","28.125","69.23076923","","","0","0","1.282051282","1.851851852","3.276353276","4.732510288","","","4.558404558","6.58436214"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00121","","","","26","24","1","18","17","1","78","0.3","5","21","36.7","10.6","5","5","2","3","3.12","1.42","1.45","0","68.74","17.56","56.46","4.94","7.87","10.1","5.3","26.3","79","0.3","0.064102564","0.067088608","4.388888889","3.038461538","0.055555556","0.038461538","0.294444444","0.203846154","1.166666667","0.807692308","1.265822785","20.15209125","69.23076923","28.88283379","1.530790191","0.427350427","0.617283951","7.54985755","10.90534979","29.91452991","43.20987654","2.180612807","3.149774055","37.46438746","54.11522634"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00122","","","","26","20","2","15","15","10","115","1","13.5","15.5","50.6","10.5","6","6","3","7","7.68","2.56","1.9","124.86","127.81","36.16","38.12","5.4","9.34","22.46","14.5","30","125","0.1","0.117391304","0.116","8.333333333","4.807692308","0.666666667","0.384615385","0.966666667","0.557692308","1.033333333","0.596153846","8","48.33333333","57.69230769","20.75098814","3.008893281","1.424501425","2.469135802","20.65527066","35.80246914","22.07977208","38.27160494","4.286172764","7.429366125","42.73504274","74.07407407"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00123","","","","26","26","1","21","21","6","112","0.6","8","18","50.7","11.6","6","4","3","5","3.77","1.89","1.26","75.94","107.41","35.06","40.56","10.61","16","12.02","8.6","26.6","118","0.1","0.071428571","0.072881356","5.619047619","4.538461538","0.285714286","0.230769231","0.40952381","0.330769231","0.857142857","0.692307692","5.084745763","32.33082707","80.76923077","22.87968442","1.96765286","0.854700855","1.058201058","12.25071225","15.1675485","25.64102564","31.74603175","2.802924302","3.470287231","37.89173789","46.91358025"
"","","MZP2011UMB-PT01","","","","","","","","","MZP2011UMB-PT01-00124","","","","26","21","1","15","15","43","36","0.3","2.7","21","50.5","14.7","5","4","2","4","6.51","2.08","1.61","82.43","77.05","9.26","67.46","1.29","3.31","4.94","3","24","79","0.006976744","0.075","0.037974684","5.266666667","3.038461538","2.866666667","1.653846154","0.2","0.115384615","1.4","0.807692308","54.43037975","12.5","57.69230769","29.10891089","0.873267327","0.427350427","0.740740741","4.273504274","7.407407407","29.91452991","51.85185185","1.243970551","2.156215622","34.18803419","59.25925926"
