"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root size estimating 1-9|CO_331:0000184","Storage root dry matter content computing percent|CO_331:0000297","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00031","","","","90","50","27","24","34","5","1.8","87","1","5","35.24","2.13","66.23","1.27","","6.8","93.8","58","0.208333333","0.052941176","0.117241379","1.16","0.644444444","0.48","0.266666667","0.136","0.075555556","1.74","0.966666667","41.37931034","7.249466951","55.55555556","2.39632","2.057613169","3.703703704","2.798353909","5.037037037","35.80246914","64.44444444","0.986139918","1.775051852","38.60082305","69.48148148"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00061","","","","90","49","19","7","30","0.6","1.2","60.8","3","7","36.51","1.61","77.94","0.84","","1.8","62.6","37","0.085714286","0.04","0.048648649","0.755102041","0.411111111","0.142857143","0.077777778","0.036734694","0.02","1.240816327","0.675555556","18.91891892","2.875399361","54.44444444","0.65718","0.24691358","0.453514739","0.740740741","1.360544218","25.02057613","45.95616024","0.270444444","0.496734694","25.76131687","47.31670446"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00006","","","","90","45","19","38","24","2.7","0.6","48.3","1","5","29.59","2.04","65.32","1.46","1.32","3.3","51.6","62","0.071052632","0.025","0.053225806","1.377777778","0.688888889","0.844444444","0.422222222","0.073333333","0.036666667","1.073333333","0.536666667","61.29032258","6.395348837","50","0.97647","1.111111111","2.222222222","1.358024691","2.716049383","19.87654321","39.75308642","0.401839506","0.803679012","21.2345679","42.4691358"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00065","","","","90","29","5","5","6","0.3","0.3","22.7","1","7","28.96","1.78","67.27","1.37","3.54","0.6","23.3","11","0.06","0.05","0.054545455","0.379310345","0.122222222","0.172413793","0.055555556","0.020689655","0.006666667","0.782758621","0.252222222","45.45454545","2.575107296","32.22222222","0.17376","0.12345679","0.383141762","0.24691358","0.766283525","9.341563786","28.99106003","0.071506173","0.221915709","9.588477366","29.75734355"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00029","","","","90","39","23","40","6","5.2","1.7","32","3","5","31.08","2.14","63.48","1.46","5.35","6.9","38.9","46","0.13","0.283333333","0.15","1.179487179","0.511111111","1.025641026","0.444444444","0.176923077","0.076666667","0.820512821","0.355555556","86.95652174","17.7377892","43.33333333","2.14452","2.139917695","4.938271605","2.839506173","6.552706553","13.16872428","30.38936372","0.882518519","2.036581197","16.00823045","36.94207028"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00060","","","","90","36","34","27","60","4.9","3.5","23.4","3","5","31.76","2.04","65.42","1.47","7.21","8.4","31.8","87","0.181481481","0.058333333","0.096551724","2.416666667","0.966666667","0.75","0.3","0.233333333","0.093333333","0.65","0.26","31.03448276","26.41509434","40","2.66784","2.016460905","5.041152263","3.456790123","8.641975309","9.62962963","24.07407407","1.097876543","2.744691358","13.08641975","32.71604938"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00019","","","","90","40","12","12","10","0.5","0.3","36","3","5","22.76","1.04","62.13","0.92","12.34","0.8","36.8","22","0.041666667","0.03","0.036363636","0.55","0.244444444","0.3","0.133333333","0.02","0.008888889","0.9","0.4","54.54545455","2.173913043","44.44444444","0.18208","0.205761317","0.462962963","0.329218107","0.740740741","14.81481481","33.33333333","0.074930041","0.168592593","15.14403292","34.07407407"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00039","","","","90","41","8","4","7","1.4","0.1","39.3","1","9","23.03","1.59","63.06","0.81","15.27","1.5","40.8","11","0.35","0.014285714","0.136363636","0.268292683","0.122222222","0.097560976","0.044444444","0.036585366","0.016666667","0.958536585","0.436666667","36.36363636","3.676470588","45.55555556","0.34545","0.576131687","1.264679313","0.617283951","1.35501355","16.17283951","35.50135501","0.142160494","0.312059621","16.79012346","36.85636856"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00018","","","","90","48","27","42","100","6.6","2.5","52.1","1","3","32.74","2.01","69.1","1.37","1.97","9.1","61.2","142","0.157142857","0.025","0.064084507","2.958333333","1.577777778","0.875","0.466666667","0.189583333","0.101111111","1.085416667","0.578888889","29.57746479","14.86928105","53.33333333","2.97934","2.716049383","5.092592593","3.744855967","7.021604938","21.44032922","40.20061728","1.226065844","2.298873457","25.18518519","47.22222222"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00051","","","","90","29","29","46","70","5.7","1.9","27.9","1","5","32.78","1.91","67.95","1.31","3.87","7.6","35.5","116","0.123913043","0.027142857","0.065517241","4","1.288888889","1.586206897","0.511111111","0.262068966","0.084444444","0.962068966","0.31","39.65517241","21.4084507","32.22222222","2.49128","2.345679012","7.279693487","3.127572016","9.706257982","11.48148148","35.63218391","1.025218107","3.181711367","14.6090535","45.33844189"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00011","","","","90","41","35","40","36","9.8","2.4","29","5","3","25.25","2.36","59.4","1.41","22.59","12.2","41.2","76","0.245","0.066666667","0.160526316","1.853658537","0.844444444","0.975609756","0.444444444","0.297560976","0.135555556","0.707317073","0.322222222","52.63157895","29.61165049","45.55555556","3.0805","4.032921811","8.852755194","5.020576132","11.02077687","11.93415638","26.19692864","1.267695473","2.782746161","16.95473251","37.21770551"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00046","","","","90","34","24","26","35","5.5","2.9","17.9","5","5","23.82","2.12","55.76","1.32","24.8","8.4","26.3","61","0.211538462","0.082857143","0.137704918","1.794117647","0.677777778","0.764705882","0.288888889","0.247058824","0.093333333","0.526470588","0.198888889","42.62295082","31.9391635","37.77777778","2.00088","2.263374486","5.991285403","3.456790123","9.150326797","7.366255144","19.49891068","0.823407407","2.179607843","10.82304527","28.64923747"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00013","","","","90","33","27","28","36","7.6","1.7","35.2","3","3","30.45","2.49","59.02","1.78","3.86","9.3","44.5","64","0.271428571","0.047222222","0.1453125","1.939393939","0.711111111","0.848484848","0.311111111","0.281818182","0.103333333","1.066666667","0.391111111","43.75","20.8988764","36.66666667","2.83185","3.127572016","8.529741863","3.827160494","10.43771044","14.48559671","39.50617284","1.16537037","3.178282828","18.3127572","49.94388328"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00038","","","","90","31","30","29","50","3.8","1.7","25.4","1","5","26.99","1.57","51.26","1.09","1.61","5.5","30.9","79","0.131034483","0.034","0.069620253","2.548387097","0.877777778","0.935483871","0.322222222","0.177419355","0.061111111","0.819354839","0.282222222","36.70886076","17.79935275","34.44444444","1.48445","1.563786008","4.540023895","2.263374486","6.571087216","10.4526749","30.34647551","0.610884774","1.77353644","12.71604938","36.91756272"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00017","","","","90","34","32","70","74","5.6","2.3","32.9","3","5","30.68","2.08","61.23","1.42","16.92","7.9","40.8","144","0.08","0.031081081","0.054861111","4.235294118","1.6","2.058823529","0.777777778","0.232352941","0.087777778","0.967647059","0.365555556","48.61111111","19.3627451","37.77777778","2.42372","2.304526749","6.100217865","3.251028807","8.605664488","13.53909465","35.83877996","0.997415638","2.640217865","16.79012346","44.44444444"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00034","","","","90","36","36","26","58","2.8","1.7","38.5","1","3","31.63","2.26","62.77","1.54","18.1","4.5","43","84","0.107692308","0.029310345","0.053571429","2.333333333","0.933333333","0.722222222","0.288888889","0.125","0.05","1.069444444","0.427777778","30.95238095","10.46511628","40","1.42335","1.152263374","2.880658436","1.851851852","4.62962963","15.8436214","39.6090535","0.585740741","1.464351852","17.69547325","44.23868313"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00033","","","","90","35","11","6","27","0.7","1","37.8","1","7","34.86","2.24","67.84","1.37","1.3","1.7","39.5","33","0.116666667","0.037037037","0.051515152","0.942857143","0.366666667","0.171428571","0.066666667","0.048571429","0.018888889","1.08","0.42","18.18181818","4.303797468","38.88888889","0.59262","0.288065844","0.740740741","0.699588477","1.798941799","15.55555556","40","0.243876543","0.627111111","16.25514403","41.7989418"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00053","","","","90","39","20","3","40","0.1","1.1","42.9","3","9","35.96","1.94","68.6","1.31","2.1","1.2","44.1","43","0.033333333","0.0275","0.027906977","1.102564103","0.477777778","0.076923077","0.033333333","0.030769231","0.013333333","1.1","0.476666667","6.976744186","2.721088435","43.33333333","0.43152","0.041152263","0.094966762","0.49382716","1.13960114","17.65432099","40.74074074","0.177580247","0.40980057","18.14814815","41.88034188"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00020","","","","90","35","23","196","56","21.1","2.4","40.3","1","1","26.69","2.34","62.48","1.52","10.19","23.5","63.8","252","0.107653061","0.042857143","0.093253968","7.2","2.8","5.6","2.177777778","0.671428571","0.261111111","1.151428571","0.447777778","77.77777778","36.8338558","38.88888889","6.27215","8.683127572","22.32804233","9.670781893","24.86772487","16.58436214","42.64550265","2.581131687","6.637195767","26.25514403","67.51322751"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00066","","","","90","45","18","10","56","1.7","1.9","42.5","3","7","25.69","2.6","61.4","1.59","24.55","3.6","46.1","66","0.17","0.033928571","0.054545455","1.466666667","0.733333333","0.222222222","0.111111111","0.08","0.04","0.944444444","0.472222222","15.15151515","7.809110629","50","0.92484","0.699588477","1.399176955","1.481481481","2.962962963","17.48971193","34.97942387","0.380592593","0.761185185","18.97119342","37.94238683"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00001","","","","90","57","57","78","130","20","5.3","54.3","1","3","31.98","2.03","64.82","1.3","1.72","25.3","79.6","208","0.256410256","0.040769231","0.121634615","3.649122807","2.311111111","1.368421053","0.866666667","0.443859649","0.281111111","0.952631579","0.603333333","37.5","31.7839196","63.33333333","8.09094","8.230452675","12.99545159","10.41152263","16.43924626","22.34567901","35.28265107","3.329604938","5.257270955","32.75720165","51.72189734"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00063","","","","90","40","39","53","67","10.2","2.7","38","3","3","28.58","2.12","59.79","1.45","12","12.9","50.9","120","0.19245283","0.040298507","0.1075","3","1.333333333","1.325","0.588888889","0.3225","0.143333333","0.95","0.422222222","44.16666667","25.34381139","44.44444444","3.68682","4.197530864","9.444444444","5.308641975","11.94444444","15.63786008","35.18518519","1.517209877","3.413722222","20.94650206","47.12962963"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00009","","","","90","32","32","52","134","8.2","4.2","27.6","3","5","23.82","2.52","59.31","1.53","25.48","12.4","40","186","0.157692308","0.031343284","0.066666667","5.8125","2.066666667","1.625","0.577777778","0.3875","0.137777778","0.8625","0.306666667","27.95698925","31","35.55555556","2.95368","3.374485597","9.490740741","5.102880658","14.35185185","11.35802469","31.94444444","1.215506173","3.418611111","16.46090535","46.2962963"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00043","","","","90","31","30","46","100","10.8","3.5","35.3","1","3","24.56","2.16","58.22","1.28","23.49","14.3","49.6","146","0.234782609","0.035","0.097945205","4.709677419","1.622222222","1.483870968","0.511111111","0.461290323","0.158888889","1.138709677","0.392222222","31.50684932","28.83064516","34.44444444","3.51208","4.444444444","12.90322581","5.884773663","17.08482676","14.52674897","42.1744325","1.445300412","4.196033453","20.41152263","59.25925926"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00015","","","","90","57","57","37","280","5.8","8.4","28","1","1","27.97","2.22","59.18","1.42","17.25","14.2","42.2","317","0.156756757","0.03","0.044794953","5.561403509","3.522222222","0.649122807","0.411111111","0.249122807","0.157777778","0.49122807","0.311111111","11.67192429","33.6492891","63.33333333","3.97174","2.386831276","3.768680962","5.843621399","9.22677063","11.52263374","18.19363223","1.634460905","2.580727745","17.36625514","27.42040286"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00058","","","","90","32","27","19","115","2.3","1.8","28.8","1","9","29.8","2.4","59.92","1.58","5.6","4.1","32.9","134","0.121052632","0.015652174","0.030597015","4.1875","1.488888889","0.59375","0.211111111","0.128125","0.045555556","0.9","0.32","14.17910448","12.46200608","35.55555556","1.2218","0.946502058","2.662037037","1.687242798","4.74537037","11.85185185","33.33333333","0.502798354","1.41412037","13.53909465","38.0787037"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00008","","","","90","31","30","40","38","7.9","1.1","17.5","1","3","25.57","2.37","56.69","1.55","7.74","9","26.5","78","0.1975","0.028947368","0.115384615","2.516129032","0.866666667","1.290322581","0.444444444","0.290322581","0.1","0.564516129","0.194444444","51.28205128","33.96226415","34.44444444","2.3013","3.251028807","9.438470729","3.703703704","10.75268817","7.201646091","20.90800478","0.947037037","2.749462366","10.90534979","31.66069295"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00052","","","","90","40","40","40","68","12.7","6.4","28.8","3","5","20.83","1.97","52.8","1.23","13.35","19.1","47.9","108","0.3175","0.094117647","0.176851852","2.7","1.2","1","0.444444444","0.4775","0.212222222","0.72","0.32","37.03703704","39.87473904","44.44444444","3.97853","5.226337449","11.75925926","7.860082305","17.68518519","11.85185185","26.66666667","1.637255144","3.683824074","19.71193416","44.35185185"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00021","","","","90","38","10","16","5","2.3","0.4","35.5","3","5","25.79","2.33","54.52","1.57","8.21","2.7","38.2","21","0.14375","0.08","0.128571429","0.552631579","0.233333333","0.421052632","0.177777778","0.071052632","0.03","0.934210526","0.394444444","76.19047619","7.068062827","42.22222222","0.69633","0.946502058","2.2417154","1.111111111","2.631578947","14.6090535","34.60038986","0.286555556","0.678684211","15.72016461","37.23196881"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00045","","","","90","42","32","25","30","6.1","1","22.2","3","5","21.01065719","1.65","53.34","1.19","6.5","7.1","29.3","55","0.244","0.033333333","0.129090909","1.30952381","0.611111111","0.595238095","0.277777778","0.169047619","0.078888889","0.528571429","0.246666667","45.45454545","24.23208191","46.66666667","1.49175666","2.510288066","5.379188713","2.9218107","6.261022928","9.135802469","19.57671958","0.61389163","1.315482064","12.05761317","25.8377425"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00023","","","","90","44","37","46","36","10","2.7","29.6","5","3","25.98","2.37","59.13","1.41","5.37","12.7","42.3","82","0.217391304","0.075","0.154878049","1.863636364","0.911111111","1.045454545","0.511111111","0.288636364","0.141111111","0.672727273","0.328888889","56.09756098","30.02364066","48.88888889","3.29946","4.115226337","8.417508418","5.226337449","10.69023569","12.18106996","24.91582492","1.357802469","2.777323232","17.40740741","35.60606061"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00056","","","","90","34","28","42","110","8.9","3.5","29.1","3","3","25.95","2.65","52.02","1.86","1.3","12.4","41.5","152","0.211904762","0.031818182","0.081578947","4.470588235","1.688888889","1.235294118","0.466666667","0.364705882","0.137777778","0.855882353","0.323333333","27.63157895","29.87951807","37.77777778","3.2178","3.66255144","9.694989107","5.102880658","13.50762527","11.97530864","31.69934641","1.324197531","3.505228758","17.0781893","45.20697168"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00028","","","","90","49","6","6","0","1.2","0","26.8","1","5","27.04","2.69","53.99","1.79","24.13","1.2","28","6","0.2","","0.2","0.12244898","0.066666667","0.12244898","0.066666667","0.024489796","0.013333333","0.546938776","0.297777778","100","4.285714286","54.44444444","0.32448","0.49382716","0.907029478","0.49382716","0.907029478","11.02880658","20.25699169","0.133530864","0.245260771","11.52263374","21.16402116"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00049","","","","90","12","12","13","0","4.5","0","9.2","3","3","25.05","2.14","56.37","1.39","24.51","4.5","13.7","13","0.346153846","","0.346153846","1.083333333","0.144444444","1.083333333","0.144444444","0.375","0.05","0.766666667","0.102222222","100","32.84671533","13.33333333","1.12725","1.851851852","13.88888889","1.851851852","13.88888889","3.78600823","28.39506173","0.463888889","3.479166667","5.637860082","42.28395062"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00010","","","","90","80","19","57","39","12.1","1.6","15","1","1","26.48","1.9","59.37","1.36","3.12","13.7","28.7","96","0.212280702","0.041025641","0.142708333","1.2","1.066666667","0.7125","0.633333333","0.17125","0.152222222","0.1875","0.166666667","59.375","47.73519164","88.88888889","3.62776","4.979423868","5.601851852","5.637860082","6.342592593","6.172839506","6.944444444","1.49290535","1.679518519","11.81069959","13.28703704"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00062","","","","90","24","13","12","25","1.7","0.9","10.5","1","5","25.92","2.54","54.1","1.81","0.36","2.6","13.1","37","0.141666667","0.036","0.07027027","1.541666667","0.411111111","0.5","0.133333333","0.108333333","0.028888889","0.4375","0.116666667","32.43243243","19.84732824","26.66666667","0.67392","0.699588477","2.62345679","1.069958848","4.012345679","4.320987654","16.2037037","0.277333333","1.04","5.390946502","20.21604938"
"","","MZP2017NWA-ST01","","","","","","","","","MZP2017NWA-ST01-00005","","","","90","47","30","10","120","1.3","2.1","43.1","1","9","36.16","1.73","71.52","1.1","3.25","3.4","46.5","130","0.13","0.0175","0.026153846","2.765957447","1.444444444","0.212765957","0.111111111","0.072340426","0.037777778","0.917021277","0.478888889","7.692307692","7.311827957","52.22222222","1.22944","0.534979424","1.024428684","1.399176955","2.67927502","17.73662551","33.96375099","0.505942387","0.968825847","19.13580247","36.643026"
