"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of total carotenoids in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000290","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Content of maltose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001051","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00011","","","","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00012","","","","39","18","1","1","7","18","8","11","16","3","0.6","13","5","5","3","50.03","14.37","7","7","7","3","2.94","1.41","0.97","20.23","1.5","63.85","4.43","6.31","7.44","0.31","3.6","16.6","27","0.272727273","0.0375","0.133333333","1.5","0.692307692","0.611111111","0.282051282","0.2","0.092307692","0.722222222","0.333333333","40.74074074","21.68674699","46.15384615","28.72276634","1.034019588","2.849002849","6.172839506","3.418803419","7.407407407","12.34567901","26.74897119","0.981974918","2.127612321","15.76448243","34.1563786"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00013","","","","39","25","3","3","7","25","20","20","63","4.3","2.7","12.9","3","5","3","50.02","13.49","7","5","5","3","3.23","1.35","1.01","23.15","5.49","67.36","2.95","4.75","9.08","0.19","7","19.9","83","0.215","0.042857143","0.084337349","3.32","2.128205128","0.8","0.512820513","0.28","0.179487179","0.516","0.330769231","24.09638554","35.1758794","64.1025641","26.96921232","1.887844862","4.08357075","6.37037037","6.647673314","10.37037037","12.25071225","19.11111111","1.79282513","2.796807203","18.89838557","29.48148148"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00014","","","","39","22","3","5","7","22","22","15","43","7.9","2.1","13.9","1","1","3","50.04","13.75","3","5","5","5","4.29","1.72","1.19","23.02","4.61","61.9","2.78","3.93","14.42","0.36","10","23.9","58","0.526666667","0.048837209","0.172413793","2.636363636","1.487179487","0.681818182","0.384615385","0.454545455","0.256410256","0.631818182","0.356410256","25.86206897","41.84100418","56.41025641","27.47801759","2.747801759","7.502374169","13.2996633","9.496676163","16.83501684","13.20037987","23.4006734","2.609498346","4.625928887","22.69705603","40.23569024"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00015","","","","39","20","1","1","9","20","12","11","12","1.7","0.7","16.7","5","1","3","50.03","13.17","5","5","5","5","2.56","1.38","1.12","37.52","4.92","57.98","4.88","6.83","14.29","0.18","2.4","19.1","23","0.154545455","0.058333333","0.104347826","1.15","0.58974359","0.55","0.282051282","0.12","0.061538462","0.835","0.428205128","47.82608696","12.56544503","51.28205128","26.32420548","0.631780931","1.614434948","3.148148148","2.279202279","4.444444444","15.85944919","30.92592593","0.599981891","1.169964688","18.13865147","35.37037037"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00016","","","","39","24","3","3","3","24","20","26","57","3","1.6","4.9","7","5","1","50.02","12.43","7","7","5","3","3.84","1.76","1.4","56.93","11.38","53.74","2.86","4.73","23.36","0.16","4.6","9.5","83","0.115384615","0.028070175","0.055421687","3.458333333","2.128205128","1.083333333","0.666666667","0.191666667","0.117948718","0.204166667","0.125641026","31.3253012","48.42105263","61.53846154","24.85005998","1.143102759","2.849002849","4.62962963","4.368471035","7.098765432","4.65337132","7.561728395","1.085567672","1.764047467","9.021842355","14.66049383"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00017","","","","39","22","2","3","5","22","22","33","59","4.5","5.2","12","3","3","3","50.04","15.16","7","5","5","3","3.38","1.35","0.9","21.21","4.92","64.01","4.54","6.8","7.5","0.03","9.7","21.7","92","0.136363636","0.088135593","0.105434783","4.181818182","2.358974359","1.5","0.846153846","0.440909091","0.248717949","0.545454545","0.307692308","35.86956522","44.70046083","56.41025641","30.29576339","2.938689049","4.273504274","7.575757576","9.211775878","16.32996633","11.3960114","20.2020202","2.790777824","4.947287961","20.60778727","36.53198653"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00018","","","","39","27","1","1","9","27","27","29","70","4.7","2.8","21.1","5","3","3","50.05","12.19","5","5","3","5","4.07","1.99","1.3","38.31","4.92","58.64","3.12","4.75","14.71","0.58","7.5","28.6","99","0.162068966","0.04","0.075757576","3.666666667","2.538461538","1.074074074","0.743589744","0.277777778","0.192307692","0.781481481","0.541025641","29.29292929","26.22377622","69.23076923","24.35564436","1.826673327","4.463437797","6.447187929","7.122507123","10.28806584","20.0379867","28.94375857","1.734732504","2.505724728","27.16049383","39.23182442"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00019","","","","39","28","3","3","9","28","22","14","56","1.9","1.8","22.2","7","5","3","50.07","14.4","9","5","7","5","3.12","1.63","1.31","58.48","7.23","60.41","2.29","3.76","19.04","0.2","3.7","25.9","70","0.135714286","0.032142857","0.052857143","2.5","1.794871795","0.5","0.358974359","0.132142857","0.094871795","0.792857143","0.569230769","20","14.28571429","71.79487179","28.75973637","1.064110246","1.804368471","2.513227513","3.51377018","4.894179894","21.08262108","29.36507937","1.010551041","1.407553235","24.59639126","34.25925926"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00020","","","","39","22","1","1","7","22","19","52","30","6.5","1.8","19.8","3","3","1","50.08","17.3","9","7","7","3","4.67","1.53","1.15","28.2","6.12","66.95","2.22","3.85","8.66","0.02","8.3","28.1","82","0.125","0.06","0.101219512","3.727272727","2.102564103","2.363636364","1.333333333","0.377272727","0.212820513","0.9","0.507692308","63.41463415","29.53736655","56.41025641","34.54472843","2.86721246","6.172839506","10.94276094","7.882241216","13.97306397","18.8034188","33.33333333","2.722898822","4.826957003","26.68566002","47.30639731"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00021","","","","39","28","1","1","5","28","26","36","65","2.5","3","8.6","3","3","1","50.05","15.1","9","5","5","5","3.42","1.34","1","38.99","1.5","68.85","3.35","5.41","7.93","0.16","5.5","14.1","101","0.069444444","0.046153846","0.054455446","3.607142857","2.58974359","1.285714286","0.923076923","0.196428571","0.141025641","0.307142857","0.220512821","35.64356436","39.0070922","71.79487179","30.16983017","1.659340659","2.374169041","3.306878307","5.22317189","7.275132275","8.1671415","11.37566138","1.575822089","2.194895052","13.39031339","18.65079365"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00022","","","","39","20","7","7","7","20","20","26","67","3.3","2.5","15.3","3","3","1","50.07","15.34","9","5","7","5","3.5","1.65","1.3","37.03","10.5","66.59","2.25","3.81","7.96","0.51","5.8","21.1","93","0.126923077","0.037313433","0.062365591","4.65","2.384615385","1.3","0.666666667","0.29","0.148717949","0.765","0.392307692","27.95698925","27.48815166","51.28205128","30.63710805","1.776952267","3.133903134","6.111111111","5.508072175","10.74074074","14.52991453","28.33333333","1.687514024","3.290652346","20.0379867","39.07407407"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00023","","","","39","15","2","3","7","15","10","8","20","1.6","1.2","6.3","3","3","3","50.06","14.63","7","9","7","3","4.06","1.58","1.17","30.25","10.5","63.92","2.9","4.22","11.3","0.55","2.8","9.1","28","0.2","0.06","0.1","1.866666667","0.717948718","0.533333333","0.205128205","0.186666667","0.071794872","0.42","0.161538462","28.57142857","30.76923077","38.46153846","29.22493008","0.818298042","1.519468186","3.950617284","2.659069326","6.913580247","5.982905983","15.55555556","0.777111151","2.020488993","8.641975309","22.4691358"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00024","","","","39","26","1","1","1","26","26","28","59","6.2","2.5","1.2","3","3","1","50.08","13.2","7","7","7","3","7.44","2.23","1.66","17.12","1.5","62.87","2.42","3.52","11.08","0.58","8.7","9.9","87","0.221428571","0.042372881","0.1","3.346153846","2.230769231","1.076923077","0.717948718","0.334615385","0.223076923","0.046153846","0.030769231","32.18390805","87.87878788","66.66666667","26.35782748","2.29313099","5.887939221","8.831908832","8.262108262","12.39316239","1.13960114","1.709401709","2.177712242","3.266568362","9.401709402","14.1025641"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00025","","","","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00026","","","","39","28","1","1","7","28","23","20","53","2.6","1.4","18.8","5","5","1","","","7","7","5","3","","","","","","","","","","","4","22.8","73","0.13","0.026415094","0.054794521","2.607142857","1.871794872","0.714285714","0.512820513","0.142857143","0.102564103","0.671428571","0.482051282","27.39726027","17.54385965","71.79487179","","","2.469135802","3.439153439","3.798670465","5.291005291","17.85375119","24.86772487","","","21.65242165","30.15873016"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00027","","","","39","18","1","1","7","18","18","34","43","6.7","1.7","17.1","3","5","1","50.04","11.87","5","5","5","3","3.23","1.63","1.1","54.58","7.76","55.6","3.91","5.84","18.92","0.39","8.4","25.5","77","0.197058824","0.039534884","0.109090909","4.277777778","1.974358974","1.888888889","0.871794872","0.466666667","0.215384615","0.95","0.438461538","44.15584416","32.94117647","46.15384615","23.72102318","1.992565947","6.362773029","13.78600823","7.977207977","17.28395062","16.23931624","35.18518519","1.892275354","4.099929933","24.21652422","52.4691358"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00028","","","","39","30","1","1","5","30","30","33","48","3.1","1.5","9.1","7","5","1","50.04","13.87","7","7","7","3","3.29","1.82","1.46","47.76","7.23","59.74","2.58","4.57","15.51","0.41","4.6","13.7","81","0.093939394","0.03125","0.056790123","2.7","2.076923077","1.1","0.846153846","0.153333333","0.117948718","0.303333333","0.233333333","40.74074074","33.57664234","76.92307692","27.71782574","1.275019984","2.943969611","3.827160494","4.368471035","5.679012346","8.641975309","11.2345679","1.210845189","1.574098746","13.01044634","16.91358025"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00029","","","","39","14","1","1","7","14","10","17","11","4.1","1","21.8","3","3","3","50.06","14.75","7","7","7","5","3.76","1.53","1.26","63.35","4.9","66.76","2.52","4.27","9.21","0.14","5.1","26.9","28","0.241176471","0.090909091","0.182142857","2","0.717948718","1.214285714","0.435897436","0.364285714","0.130769231","1.557142857","0.558974359","60.71428571","18.95910781","35.8974359","29.46464243","1.502696764","3.893637227","10.84656085","4.843304843","13.49206349","20.70275404","57.67195767","1.427062454","3.975388264","25.54605888","71.16402116"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00030","","","","39","32","1","1","7","32","32","49","85","4.5","2.9","17","7","5","1","50.03","13.4","7","7","7","1","3.52","1.7","1.33","38.98","14.38","66.34","3.11","5.08","9.25","0.04","7.4","24.4","134","0.091836735","0.034117647","0.055223881","4.1875","3.435897436","1.53125","1.256410256","0.23125","0.18974359","0.53125","0.435897436","36.56716418","30.32786885","82.05128205","26.78392964","1.982010794","4.273504274","5.208333333","7.027540361","8.564814815","16.14434948","19.67592593","1.882251466","2.293993974","23.17188984","28.24074074"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00031","","","","39","15","1","1","5","15","15","27","15","3.5","0.6","11.2","7","7","5","50.06","15.02","5","5","7","5","3.45","1.42","0.98","29.84","4.4","69.5","3.05","4.81","6","0.55","4.1","15.3","42","0.12962963","0.04","0.097619048","2.8","1.076923077","1.8","0.692307692","0.273333333","0.105128205","0.746666667","0.287179487","64.28571429","26.79738562","38.46153846","30.00399521","1.230163803","3.323836657","8.641975309","3.893637227","10.12345679","10.6362773","27.65432099","1.168246727","3.03744149","14.52991453","37.77777778"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00032","","","","39","27","3","3","7","27","24","34","53","7","2.3","19.4","3","5","1","50.06","14.8","5","5","3","5","2.53","1.29","0.85","27.19","10.5","66.38","3.98","5.89","8.34","0.53","9.3","28.7","87","0.205882353","0.043396226","0.106896552","3.222222222","2.230769231","1.259259259","0.871794872","0.344444444","0.238461538","0.718518519","0.497435897","39.08045977","32.40418118","69.23076923","29.56452257","2.749500599","6.647673314","9.602194787","8.831908832","12.75720165","18.42355176","26.61179698","2.61111168","3.77160576","27.25546059","39.36899863"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00033","","","","39","25","1","1","7","25","25","43","66","5.3","2.5","16.3","3","3","3","50.05","13.56","5","7","5","3","3.86","1.62","1.14","28.97","1.5","63.54","2.55","3.8","12.9","0.3","7.8","24.1","109","0.123255814","0.037878788","0.071559633","4.36","2.794871795","1.72","1.102564103","0.312","0.2","0.652","0.417948718","39.44954128","32.36514523","64.1025641","27.09290709","2.113246753","5.033238367","7.851851852","7.407407407","11.55555556","15.47958215","24.14814815","2.006882007","3.130735931","22.88698955","35.7037037"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00034","","","","39","24","1","1","7","24","24","46","28","7.5","1.6","17.4","3","3","1","50.05","12.59","7","7","5","3","3.28","1.65","1.21","39.98","10.5","55.9","5.11","7.66","13.45","0.28","9.1","26.5","74","0.163043478","0.057142857","0.122972973","3.083333333","1.897435897","1.916666667","1.179487179","0.379166667","0.233333333","0.725","0.446153846","62.16216216","34.33962264","61.53846154","25.15484515","2.289090909","7.122507123","11.57407407","8.641975309","14.04320988","16.52421652","26.85185185","2.173875507","3.532547699","25.16619183","40.89506173"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00035","","","","39","25","1","1","5","25","25","48","59","10.2","2.9","12.5","1","1","1","50.07","16.36","7","7","7","5","3.87","1.48","0.85","19.84","1.17","68.43","1.04","2.53","14.42","0.65","13.1","25.6","107","0.2125","0.049152542","0.122429907","4.28","2.743589744","1.92","1.230769231","0.524","0.335897436","0.5","0.320512821","44.85981308","51.171875","64.1025641","32.67425604","4.280327541","9.686609687","15.11111111","12.44064577","19.40740741","11.8708452","18.51851852","4.064888453","6.341225987","24.31149098","37.92592593"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00036","","","","39","27","1","1","9","27","21","26","46","2.4","2","27.9","5","5","1","50.05","16.36","7","5","7","3","2.32","0.94","0.65","12.92","1.17","72.92","1.97","3.33","9.76","0.67","4.4","32.3","72","0.092307692","0.043478261","0.061111111","2.666666667","1.846153846","0.962962963","0.666666667","0.162962963","0.112820513","1.033333333","0.715384615","36.11111111","13.62229102","69.23076923","32.68731269","1.438241758","2.279202279","3.29218107","4.178537512","6.035665295","26.4957265","38.27160494","1.365851622","1.972896788","30.67426401","44.30727023"
