"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00181","","","","26","17","13","5","17","4","2","0.2","7","6","7","1","50.4","15.7","1.65","2.17","1.01","1.07","144.98","66.81","","61.77","6.11","9.51","5.6","2.2","9.2","21","0.117647059","0.05","0.104761905","1.615384615","0.807692308","1.307692308","0.653846154","0.169230769","0.084615385","0.538461538","0.269230769","80.95238095","23.91304348","50","31.15079365","0.68531746","2.849002849","5.698005698","3.133903134","6.267806268","9.971509972","19.94301994","0.976235698","1.952471397","13.10541311","26.21082621"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00182","","","","26","15","10","5","5","4","1","0.5","32","5","6","1","50.6","10.5","3.03","3.3","1.94","1.28","109.44","112.57","37.27","41.27","9.82","14.25","12.23","1.5","33.5","9","0.2","0.125","0.166666667","0.9","0.346153846","0.5","0.192307692","0.15","0.057692308","3.2","1.230769231","55.55555556","4.47761194","38.46153846","20.75098814","0.311264822","1.424501425","3.703703704","2.136752137","5.555555556","45.58404558","118.5185185","0.443397183","1.152832675","47.72079772","124.0740741"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00183","","","","26","16","15","13","24","6","4.2","0.5","30","6","6","1","50.8","13.9","1.74","2.42","1.86","1.17","67.17","100.01","39.44","43.55","10.59","15.39","9.33","4.7","34.7","30","0.175","0.083333333","0.156666667","2","1.153846154","1.6","0.923076923","0.313333333","0.180769231","2","1.153846154","80","13.54466859","57.69230769","27.36220472","1.286023622","5.982905983","10.37037037","6.695156695","11.60493827","42.73504274","74.07407407","1.831942482","3.175366968","49.43019943","85.67901235"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00184","","","","26","20","15","11","5","2","1","0.2","21","6","7","1","50.3","12.9","7.23","3.28","1.68","1.35","212.48","116.8","25.4","57.66","6.3","10.06","4.72","1.2","22.2","7","0.2","0.1","0.171428571","0.466666667","0.269230769","0.333333333","0.192307692","0.08","0.046153846","1.4","0.807692308","71.42857143","5.405405405","57.69230769","25.64612326","0.307753479","1.424501425","2.469135802","1.709401709","2.962962963","29.91452991","51.85185185","0.438395269","0.759885134","31.62393162","54.81481481"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00185","","","","26","18","15","15","50","16","5.4","1","36.4","7","7","1","50.6","12.2","14.37","2.9","1.63","1.11","49.34","96.78","32.25","43.01","8.93","13.55","16.9","6.4","42.8","66","0.108","0.0625","0.096969697","4.4","2.538461538","3.333333333","1.923076923","0.426666667","0.246153846","2.426666667","1.4","75.75757576","14.95327103","57.69230769","24.11067194","1.543083004","7.692307692","13.33333333","9.116809117","15.80246914","51.85185185","89.87654321","2.198123937","3.810081491","60.96866097","105.6790123"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00186","","","","26","20","16","6","6","0","1","0","30","5","6","1","50.6","15","1.38","2.96","1.39","1.22","173.65","83.73","12.91","58.9","4.11","6.84","11.69","1","31","6","0.166666667","","0.166666667","0.375","0.230769231","0.375","0.230769231","0.0625","0.038461538","1.875","1.153846154","100","3.225806452","61.53846154","29.64426877","0.296442688","1.424501425","2.314814815","1.424501425","2.314814815","42.73504274","69.44444444","0.422283031","0.686209925","44.15954416","71.75925926"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00187","","","","26","21","17","6","11","23","25","1","23","7","7","1","50.5","15.6","6.12","3.25","1.57","1.2","119.36","69.27","32.2","62.81","3.28","5.48","7.33","26","49","34","2.272727273","0.043478261","0.764705882","2","1.307692308","0.647058824","0.423076923","1.529411765","1","1.352941176","0.884615385","32.35294118","53.06122449","65.38461538","30.89108911","8.031683168","35.61253561","54.46623094","37.03703704","56.64488017","32.76353276","50.10893246","11.44114411","17.49822041","69.8005698","106.7538126"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00188","","","","26","26","22","22","105","47","22","1.5","13","7","7","1","50.7","9.6","7.23","1.96","1.34","0.88","89.1","66","39.7","42.9","11.95","17.06","11.73","23.5","36.5","152","0.20952381","0.031914894","0.154605263","6.909090909","5.846153846","4.772727273","4.038461538","1.068181818","0.903846154","0.590909091","0.5","69.07894737","64.38356164","84.61538462","18.93491124","4.449704142","31.33903134","37.03703704","33.47578348","39.56228956","18.51851852","21.88552189","6.338609889","7.491084414","51.99430199","61.44781145"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00189","","","","26","14","7","4","1","0","0.2","0","14","4","6","1","48","13.1","4.61","2.88","1.58","1.32","122.32","90.15","15.06","60.18","4.38","7.55","9.09","0.2","14.2","1","0.2","","0.2","0.142857143","0.038461538","0.142857143","0.038461538","0.028571429","0.007692308","2","0.538461538","100","1.408450704","26.92307692","27.29166667","0.054583333","0.284900285","1.058201058","0.284900285","1.058201058","19.94301994","74.07407407","0.077754036","0.288800705","20.22792023","75.13227513"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00190","","","","26","21","15","15","33","25","9","1","13","7","6","1","50.6","15.8","3.76","3.31","1.53","1.28","127.28","78.66","20.4","65.56","2.89","4.93","6.29","10","23","58","0.272727273","0.04","0.172413793","3.866666667","2.230769231","2.2","1.269230769","0.666666667","0.384615385","0.866666667","0.5","56.89655172","43.47826087","57.69230769","31.22529644","3.122529644","12.82051282","22.22222222","14.24501425","24.69135802","18.51851852","32.09876543","4.448047926","7.709949739","32.76353276","56.79012346"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00191","","","","26","14","7","5","3","6","1","0.2","17.8","4","6","1","50.6","11.6","5.49","2.51","1.64","1.12","155.29","98.6","10.22","55.9","8.31","12.62","3.52","1.2","19","9","0.333333333","0.033333333","0.133333333","1.285714286","0.346153846","0.428571429","0.115384615","0.171428571","0.046153846","2.542857143","0.684615385","33.33333333","6.315789474","26.92307692","22.92490119","0.275098814","1.424501425","5.291005291","1.709401709","6.349206349","25.35612536","94.17989418","0.391878653","1.455549282","27.06552707","100.5291005"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00192","","","","26","16","8","8","20","11","4","0.2","10.4","7","7","1","50.8","14.6","7.23","2.58","1.38","1.09","114.99","60.27","28.05","61.01","5.78","8.68","4.87","4.2","14.6","31","0.2","0.018181818","0.135483871","3.875","1.192307692","2.5","0.769230769","0.525","0.161538462","1.3","0.4","64.51612903","28.76712329","30.76923077","28.74015748","1.207086614","5.698005698","18.51851852","5.982905983","19.44444444","14.81481481","48.14814815","1.719496601","5.588363955","20.7977208","67.59259259"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00193","","","","26","15","11","4","7","3","3","0.2","13","7","7","1","","","10.5","","","","","","","","","","","3.2","16.2","10","0.428571429","0.066666667","0.32","0.909090909","0.384615385","0.636363636","0.269230769","0.290909091","0.123076923","1.181818182","0.5","70","19.75308642","42.30769231","","","4.273504274","10.1010101","4.558404558","10.77441077","18.51851852","43.77104377","","","23.07692308","54.54545455"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00194","","","","26","18","13","8","9","11","2.4","0.5","9.8","6","7","1","50.6","14.5","12.39","3.3","1.57","1.24","88.42","78.73","26.95","58.77","4.35","6.78","8.37","2.9","12.7","20","0.266666667","0.045454545","0.145","1.538461538","0.769230769","0.692307692","0.346153846","0.223076923","0.111538462","0.753846154","0.376923077","45","22.83464567","50","28.65612648","0.831027668","3.418803419","6.837606838","4.131054131","8.262108262","13.96011396","27.92022792","1.183800097","2.367600194","18.09116809","36.18233618"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00195","","","","26","16","12","2","2","0","0.5","0","11","4","5","1","30.9","9.6","4.61","3.38","1.79","1.31","142.16","101.27","23.93","53.64","5.1","8.09","10.47","0.5","11.5","2","0.25","","0.25","0.166666667","0.076923077","0.166666667","0.076923077","0.041666667","0.019230769","0.916666667","0.423076923","100","4.347826087","46.15384615","31.06796117","0.155339806","0.712250712","1.543209877","0.712250712","1.543209877","15.66951567","33.95061728","0.221281775","0.479443845","16.38176638","35.49382716"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00196","","","","26","13","7","7","10","7","5","0.5","10.2","8","7","1","50","13.8","7.23","2.91","1.45","1.14","144.07","84.85","27.22","55.99","6.01","9.11","9.83","5.5","15.7","17","0.5","0.071428571","0.323529412","2.428571429","0.653846154","1.428571429","0.384615385","0.785714286","0.211538462","1.457142857","0.392307692","58.82352941","35.03184713","26.92307692","27.6","1.518","7.122507123","26.45502646","7.834757835","29.1005291","14.52991453","53.96825397","2.162393162","8.031746032","22.36467236","83.06878307"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00197","","","","26","19","15","15","64","25","9","0.5","9.8","7","6","1","","","7.23","","","","","","","","","","","9.5","19.3","89","0.140625","0.02","0.106741573","5.933333333","3.423076923","4.266666667","2.461538462","0.633333333","0.365384615","0.653333333","0.376923077","71.91011236","49.22279793","57.69230769","","","12.82051282","22.22222222","13.53276353","23.45679012","13.96011396","24.19753086","","","27.49287749","47.65432099"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00198","","","","26","14","8","6","6","9","2","1","3","6","7","1","50.1","13.2","1.76","2.85","1.52","1.34","134.13","98.12","5.5","54.94","4.97","7.53","12.15","3","6","15","0.333333333","0.111111111","0.2","1.875","0.576923077","0.75","0.230769231","0.375","0.115384615","0.375","0.115384615","40","50","30.76923077","26.34730539","0.790419162","2.849002849","9.259259259","4.273504274","13.88888889","4.273504274","13.88888889","1.125953222","3.659347971","8.547008547","27.77777778"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00199","","","","26","20","13","13","12","25","2","0.8","22.8","5","5","2","50.6","13.4","12.39","3","1.62","1.17","125.98","95.85","39.84","51.67","4.46","7.24","19.2","2.8","25.6","37","0.166666667","0.032","0.075675676","2.846153846","1.423076923","0.923076923","0.461538462","0.215384615","0.107692308","1.753846154","0.876923077","32.43243243","10.9375","50","26.48221344","0.741501976","2.849002849","5.698005698","3.988603989","7.977207977","32.47863248","64.95726496","1.056270621","2.112541243","36.46723647","72.93447293"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00200","","","","26","18","12","12","15","13","4","1.5","8.8","6","5","2","50.5","14.2","1.76","2.86","1.43","1.2","40.95","73.35","27.67","55.07","4.28","6.87","15.49","5.5","14.3","28","0.266666667","0.115384615","0.196428571","2.333333333","1.076923077","1.25","0.576923077","0.458333333","0.211538462","0.733333333","0.338461538","53.57142857","38.46153846","46.15384615","28.11881188","1.546534653","5.698005698","12.34567901","7.834757835","16.97530864","12.53561254","27.16049383","2.203040817","4.773255103","20.37037037","44.13580247"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00201","","","","26","14","7","7","21","11","4.2","0.8","12","6","7","1","50.6","13.5","7.76","2.9","1.67","1.1","116.63","92.48","24.37","52.14","6.8","10.63","13.9","5","17","32","0.2","0.072727273","0.15625","4.571428571","1.230769231","3","0.807692308","0.714285714","0.192307692","1.714285714","0.461538462","65.625","29.41176471","26.92307692","26.6798419","1.333992095","5.982905983","22.22222222","7.122507123","26.45502646","17.09401709","63.49206349","1.900273639","7.058159232","24.21652422","89.94708995"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00202","","","","26","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00203","","","","26","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00204","","","","26","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00205","","","","26","21","17","17","53","16","14","1","20","8","8","2","50.5","16.8","7.23","2.69","1.35","1.05","91.47","61.32","14.35","65.46","3.82","5.98","4.85","15","35","69","0.264150943","0.0625","0.217391304","4.058823529","2.653846154","3.117647059","2.038461538","0.882352941","0.576923077","1.176470588","0.769230769","76.8115942","42.85714286","65.38461538","33.26732673","4.99009901","19.94301994","30.50108932","21.36752137","32.67973856","28.49002849","43.57298475","7.108403148","10.8716754","49.85754986","76.25272331"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00206","","","","26","18","15","11","16","8","3","0.9","5","5","6","4","50.2","13.2","3.76","2.55","1.3","0.99","89.15","70.71","3.39","56.51","6.47","10.14","10.05","3.9","8.9","24","0.1875","0.1125","0.1625","1.6","0.923076923","1.066666667","0.615384615","0.26","0.15","0.333333333","0.192307692","66.66666667","43.82022472","57.69230769","26.29482072","1.025498008","4.273504274","7.407407407","5.555555556","9.62962963","7.122507123","12.34567901","1.460823373","2.532093847","12.67806268","21.97530864"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00207","","","","26","14","14","13","45","18","17","1.7","26","8","8","1","50.3","14.9","7.23","2.19","1.44","1.03","54.28","42.26","15.44","59.84","6.51","9.74","3.89","18.7","44.7","63","0.377777778","0.094444444","0.296825397","4.5","2.423076923","3.214285714","1.730769231","1.335714286","0.719230769","1.857142857","1","71.42857143","41.8344519","53.84615385","29.6222664","5.539363817","24.21652422","44.97354497","26.63817664","49.47089947","37.03703704","68.78306878","7.890831648","14.65440163","63.67521368","118.2539683"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00208","","","","26","20","14","3","0","3","0","0.9","13","3","5","2","","","","","","","","","","","","","","0.9","13.9","3","","0.3","0.3","0.214285714","0.115384615","0","0","0.064285714","0.034615385","0.928571429","0.5","0","6.474820144","53.84615385","","","0","0","1.282051282","2.380952381","18.51851852","34.39153439","","","19.8005698","36.77248677"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00209","","","","26","21","14","10","18","8","7","4","25","9","6","6","50.3","14.6","1.74","2.58","1.26","1.08","67.6","63.31","0.02","58.52","5.12","7.85","8.8","11","36","26","0.388888889","0.5","0.423076923","1.857142857","1","1.285714286","0.692307692","0.785714286","0.423076923","1.785714286","0.961538462","69.23076923","30.55555556","53.84615385","29.02584493","3.192842942","9.971509972","18.51851852","15.66951567","29.1005291","35.61253561","66.13756614","4.54820932","8.446674451","51.28205128","95.23809524"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00210","","","","26","22","20","20","77","108","20","3.5","11","8","9","1","50.4","10.7","10.5","2.61","1.6","1.26","122.09","101.82","7.46","49.1","6.07","9.4","17.8","23.5","34.5","185","0.25974026","0.032407407","0.127027027","9.25","7.115384615","3.85","2.961538462","1.175","0.903846154","0.55","0.423076923","41.62162162","68.11594203","76.92307692","21.23015873","4.989087302","28.49002849","37.03703704","33.47578348","43.51851852","15.66951567","20.37037037","7.106961968","9.239050558","49.14529915","63.88888889"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00211","","","","26","21","16","14","31","36","10","1","17","7","8","2","50.7","14.9","0","2.61","1.4","1.24","110.14","76.05","10.53","60.69","5.18","8.04","5.97","11","28","67","0.322580645","0.027777778","0.164179104","4.1875","2.576923077","1.9375","1.192307692","0.6875","0.423076923","1.0625","0.653846154","46.26865672","39.28571429","61.53846154","29.38856016","3.232741617","14.24501425","23.14814815","15.66951567","25.46296296","24.21652422","39.35185185","4.605045039","7.483198188","39.88603989","64.81481481"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00212","","","","26","26","26","14","23","22","7","2","17","6","8","3","","","10.5","","","","","","","","","","","9","26","45","0.304347826","0.090909091","0.2","1.730769231","1.730769231","0.884615385","0.884615385","0.346153846","0.346153846","0.653846154","0.653846154","51.11111111","34.61538462","100","","","9.971509972","9.971509972","12.82051282","12.82051282","24.21652422","24.21652422","","","37.03703704","37.03703704"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00213","","","","26","20","16","16","39","19","13","2","7","7","9","4","50.7","18.1","3.96","4.3","1.54","1.32","174.2","100.67","10.01","64.62","2.88","5.37","6.96","15","22","58","0.333333333","0.105263158","0.25862069","3.625","2.230769231","2.4375","1.5","0.9375","0.576923077","0.4375","0.269230769","67.24137931","68.18181818","61.53846154","35.70019724","5.355029586","18.51851852","30.09259259","21.36752137","34.72222222","9.971509972","16.2037037","7.628247273","12.39590182","31.33903134","50.92592593"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00214","","","","26","19","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.69230769","","","","","","","","","","","",""
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00215","","","","26","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00216","","","","26","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00217","","","","26","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00218","","","","26","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00219","","","","26","25","20","18","18","29","6.5","3.4","24","7","9","3","50.7","12","12.39","4.89","1.99","1.26","92.41","116.91","31.78","48.33","7.05","10.62","14.51","9.9","33.9","47","0.361111111","0.117241379","0.210638298","2.35","1.807692308","0.9","0.692307692","0.495","0.380769231","1.2","0.923076923","38.29787234","29.20353982","76.92307692","23.66863905","2.343195266","9.259259259","12.03703704","14.1025641","18.33333333","34.18803419","44.44444444","3.337884995","4.339250493","48.29059829","62.77777778"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00220","","","","26","19","12","12","40","24","1.3","1.2","41","4","8","1","50.8","15.6","0.12","5.73","1.89","1.49","4.37","61.35","18.78","59.98","3.07","5.52","10.05","2.5","43.5","64","0.0325","0.05","0.0390625","5.333333333","2.461538462","3.333333333","1.538461538","0.208333333","0.096153846","3.416666667","1.576923077","62.5","5.747126437","46.15384615","30.70866142","0.767716535","1.851851852","4.012345679","3.561253561","7.716049383","58.4045584","126.5432099","1.093613298","2.36949548","61.96581197","134.2592593"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00221","","","","26","17","13","8","47","11","20","1.2","13","8","8","1","50.5","10.8","7.76","6.93","2.44","1.75","74.87","119.54","38.87","41.59","6.41","10.15","19.82","21.2","34.2","58","0.425531915","0.109090909","0.365517241","4.461538462","2.230769231","3.615384615","1.807692308","1.630769231","0.815384615","1","0.5","81.03448276","61.98830409","50","21.38613861","4.533861386","28.49002849","56.98005698","30.1994302","60.3988604","18.51851852","37.03703704","6.458492003","12.91698401","48.71794872","97.43589744"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00222","","","","26","15","14","14","16","19","5","1.4","37","7","7","1","50.3","14.7","14.37","4.11","1.63","1.3","83.98","79","3.54","62.58","2.68","4.72","7.41","6.4","43.4","35","0.3125","0.073684211","0.182857143","2.5","1.346153846","1.142857143","0.615384615","0.457142857","0.246153846","2.642857143","1.423076923","45.71428571","14.74654378","53.84615385","29.22465209","1.870377734","7.122507123","13.22751323","9.116809117","16.93121693","52.70655271","97.88359788","2.664355746","4.948089242","61.82336182","114.8148148"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00223","","","","26","16","12","10","38","15","9.4","1.2","18","7","8","1","50.6","11.4","1.76","4.83","2.28","1.43","31.41","104.37","38","44.11","7.3","10.7","13.46","10.6","28.6","53","0.247368421","0.08","0.2","4.416666667","2.038461538","3.166666667","1.461538462","0.883333333","0.407692308","1.5","0.692307692","71.69811321","37.06293706","46.15384615","22.52964427","2.388142292","13.39031339","29.01234568","15.0997151","32.71604938","25.64102564","55.55555556","3.401912098","7.370809545","40.74074074","88.27160494"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00224","","","","26","14","10","9","14","16","7","1.4","21","8","7","1","50.1","14.5","12.39","3.89","1.56","1.12","84.87","54.48","10.43","60.6","5.37","7.99","5.21","8.4","29.4","30","0.5","0.0875","0.28","3","1.153846154","1.4","0.538461538","0.84","0.323076923","2.1","0.807692308","46.66666667","28.57142857","38.46153846","28.94211577","2.431137725","9.971509972","25.92592593","11.96581197","31.11111111","29.91452991","77.77777778","3.463159152","9.004213795","41.88034188","108.8888889"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00225","","","","26","15","11","10","27","23","8","2","15","7","8","2","50.2","11.5","5.46","4.3","1.98","1.4","75.07","91.49","17.22","47.81","6.68","10.26","12.94","10","25","50","0.296296296","0.086956522","0.2","4.545454545","1.923076923","2.454545455","1.038461538","0.909090909","0.384615385","1.363636364","0.576923077","54","40","42.30769231","22.90836653","2.290836653","11.3960114","26.93602694","14.24501425","33.67003367","21.36752137","50.50505051","3.263300076","7.713254725","35.61253561","84.17508418"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00226","","","","26","20","13","10","20","27","3.2","1.9","16","7","7","5","50.3","12.4","11.03","4.58","1.98","1.41","94.44","90.1","32.39","52.84","6.27","9.59","8.85","5.1","21.1","47","0.16","0.07037037","0.108510638","3.615384615","1.807692308","1.538461538","0.769230769","0.392307692","0.196153846","1.230769231","0.615384615","42.55319149","24.17061611","50","24.65208748","1.257256461","4.558404558","9.116809117","7.264957265","14.52991453","22.79202279","45.58404558","1.79096362","3.58192724","30.05698006","60.11396011"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00227","","","","26","21","14","12","3","13","2","5","35","8","6","3","50.3","13.1","14.37","3.2","1.54","1.01","84.83","77.94","16.74","51.61","9.71","13.66","4.56","7","42","16","0.666666667","0.384615385","0.4375","1.142857143","0.615384615","0.214285714","0.115384615","0.5","0.269230769","2.5","1.346153846","18.75","16.66666667","53.84615385","26.04373757","1.82306163","2.849002849","5.291005291","9.971509972","18.51851852","49.85754986","92.59259259","2.596953889","4.822914366","59.82905983","111.1111111"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00228","","","","26","19","15","13","28","10","1.1","1.7","29","8","8","1","","","12.39","","","","","","","","","","","2.8","31.8","38","0.039285714","0.17","0.073684211","2.533333333","1.461538462","1.866666667","1.076923077","0.186666667","0.107692308","1.933333333","1.115384615","73.68421053","8.805031447","57.69230769","","","1.566951567","2.716049383","3.988603989","6.913580247","41.31054131","71.60493827","","","45.2991453","78.51851852"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00229","","","","26","14","12","10","18","17","9.1","1.3","35","7","8","1","50.4","13.1","14.37","4.22","1.94","1.41","165.85","120.49","39.08","52.07","5.21","8.25","11.8","10.4","45.4","35","0.505555556","0.076470588","0.297142857","2.916666667","1.346153846","1.5","0.692307692","0.866666667","0.4","2.916666667","1.346153846","51.42857143","22.90748899","46.15384615","25.99206349","2.703174603","12.96296296","28.08641975","14.81481481","32.09876543","49.85754986","108.0246914","3.850676073","8.343131491","64.67236467","140.1234568"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00230","","","","26","12","12","4","0","12","0","1.2","45","2","5","1","50.7","15.4","0.15","3.38","1.42","1.22","81.72","86.55","13.76","57.63","4.28","6.94","10.9","1.2","46.2","12","","0.1","0.1","1","0.461538462","0","0","0.1","0.046153846","3.75","1.730769231","0","2.597402597","46.15384615","30.37475345","0.364497041","0","0","1.709401709","3.703703704","64.1025641","138.8888889","0.519226555","1.124990869","65.81196581","142.5925926"
