"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of total carotenoids in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000290","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00011","","","","26","8","2","1","3","1","1","1","0","0.2","0","2","3","3","1","50.7","12.6","1","7","7","1","2.9","1.83","0.9","109.762207","","49.17","8.38","11.71","10.23","0.2","2.2","1","0.2","","0.2","1","0.038461538","1","0.038461538","0.2","0.007692308","2","0.076923077","100","9.090909091","3.846153846","24.85207101","0.049704142","0.284900285","7.407407407","0.284900285","7.407407407","2.849002849","74.07407407","0.070803621","1.840894149","3.133903134","81.48148148"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00012","","","","26","20","1","1","6","19","19","71","32","13","1.2","20","6","7","3","50.6","8.6","1","7","5","1","1.74","2.03","1.07","43.549675","14.37","37.35","12.24","16.81","13","14.2","34.2","103","0.183098592","0.0375","0.137864078","5.421052632","3.961538462","3.736842105","2.730769231","0.747368421","0.546153846","1.052631579","0.769230769","68.93203883","41.52046784","73.07692308","16.99604743","2.413438735","18.51851852","25.3411306","20.22792023","27.68031189","28.49002849","38.98635478","3.437946916","4.704558938","48.71794872","66.66666667"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00013","","","","26","24","2","1","7","21","21","42","67","17","9","19","5","6","1","50.4","15.9","3","3","8","5","2.37","1.47","1.11","20.813633","11.03","69.08","2.8","4.29","4.66","26","45","109","0.404761905","0.134328358","0.23853211","5.19047619","4.192307692","2","1.615384615","1.238095238","1","0.904761905","0.730769231","38.53211009","57.77777778","80.76923077","31.54761905","8.202380952","24.21652422","29.98236332","37.03703704","45.85537919","27.06552707","33.50970018","11.68430335","14.46628034","64.1025641","79.36507937"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00014","","","","26","17","1","1","6","17","17","35","105","8","8.4","16","5","5","1","50.7","8.6","1","9","5","1","2.85","2.29","1.21","45.6234512","14.37","27.38","10.53","15.18","26.34","16.4","32.4","140","0.228571429","0.08","0.117142857","8.235294118","5.384615385","2.058823529","1.346153846","0.964705882","0.630769231","0.941176471","0.615384615","25","50.61728395","65.38461538","16.96252465","2.781854043","11.3960114","17.4291939","23.36182336","35.72984749","22.79202279","34.8583878","3.962755048","6.06068419","46.15384615","70.58823529"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00015","","","","26","23","1","1","8","20","20","136","81","37","3.2","32","3","5","1","50.5","12.9","1","3","9","5","4.04","1.82","1.38","24.0617104","14.37","58.41","4.04","6.38","10.15","40.2","72.2","217","0.272058824","0.039506173","0.185253456","10.85","8.346153846","6.8","5.230769231","2.01","1.546153846","1.6","1.230769231","62.67281106","55.67867036","76.92307692","25.54455446","10.26891089","52.70655271","68.51851852","57.26495726","74.44444444","45.58404558","59.25925926","14.62807819","19.01650165","102.8490028","133.7037037"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00016","","","","26","21","1","1","8","21","21","22","135","9","25","22","3","3","5","","","3","6","7","4","","","","","","","","","","34","56","157","0.409090909","0.185185185","0.21656051","7.476190476","6.038461538","1.047619048","0.846153846","1.619047619","1.307692308","1.047619048","0.846153846","14.01273885","60.71428571","80.76923077","","","12.82051282","15.87301587","48.43304843","59.96472663","31.33903134","38.80070547","","","79.77207977","98.7654321"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00017","","","","26","19","2","1","8","14","14","47","33","16","20","21","3","5","3","50.1","10.9","1","6","5","5","2.13","1.42","0.84","40.5995827","12.39","50.71","6.75","9.74","14.77","36","57","80","0.340425532","0.606060606","0.45","5.714285714","3.076923077","3.357142857","1.807692308","2.571428571","1.384615385","1.5","0.807692308","58.75","63.15789474","53.84615385","21.75648703","7.832335329","22.79202279","42.32804233","51.28205128","95.23809524","29.91452991","55.55555556","11.15717283","20.72046383","81.1965812","150.7936508"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00018","","","","26","19","1","1","7","19","19","41","125","8","10","22","5","7","3","50.7","10.9","1","6","6","3","2.26","1.42","0.9","37.3192139","12.39","47.28","8.71","12.68","15.25","18","40","166","0.195121951","0.08","0.108433735","8.736842105","6.384615385","2.157894737","1.576923077","0.947368421","0.692307692","1.157894737","0.846153846","24.69879518","45","73.07692308","21.49901381","3.869822485","11.3960114","15.59454191","25.64102564","35.0877193","31.33903134","42.88499025","5.512567643","7.543513616","56.98005698","77.97270955"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00019","","","","26","20","1","1","8","20","20","81","69","28","3.3","27","3","3","2","50.6","18.1","3","3","6","5","2.28","1.11","0.91","38.1289406","0.02","70.01","3.39","5.41","5.55","31.3","58.3","150","0.345679012","0.047826087","0.208666667","7.5","5.769230769","4.05","3.115384615","1.565","1.203846154","1.35","1.038461538","54","53.68782161","76.92307692","35.77075099","11.19624506","39.88603989","51.85185185","44.58689459","57.96296296","38.46153846","50","15.94906704","20.73378715","83.04843305","107.962963"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00020","","","","26","22","2","1","6","18","18","18","68","3.2","9","6","5","5","6","50.1","13.8","1","9","7","1","2.84","1.45","0.9","6.4739184","7.23","64.51","5.26","7.8","5.48","12.2","18.2","86","0.177777778","0.132352941","0.141860465","4.777777778","3.307692308","1","0.692307692","0.677777778","0.469230769","0.333333333","0.230769231","20.93023256","67.03296703","69.23076923","27.54491018","3.360479042","4.558404558","6.58436214","17.37891738","25.10288066","8.547008547","12.34567901","4.787007182","6.91456593","25.92592593","37.44855967"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00021","","","","26","23","1","2","6","22","22","26","142","8","19","12","5","5","5","50.4","15.3","1","7","8","1","2.54","1.4","0.94","10.2496681","6.12","68.06","4.37","6.48","2.38","27","39","168","0.307692308","0.133802817","0.160714286","7.636363636","6.461538462","1.181818182","1","1.227272727","1.038461538","0.545454545","0.461538462","15.47619048","69.23076923","84.61538462","30.35714286","8.196428571","11.3960114","13.46801347","38.46153846","45.45454545","17.09401709","20.2020202","11.67582418","13.7987013","55.55555556","65.65656566"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00022","","","","26","21","1","1","5","10","10","13","43","3","3.4","20","4","6","3","47.8","13.5","2","3","8","5","3.24","1.9","1.25","33.4008293","14.37","60.68","4.29","7.16","9.17","6.4","26.4","56","0.230769231","0.079069767","0.114285714","5.6","2.153846154","1.3","0.5","0.64","0.246153846","2","0.769230769","23.21428571","24.24242424","38.46153846","28.24267782","1.807531381","4.273504274","11.11111111","9.116809117","23.7037037","28.49002849","74.07407407","2.574831027","6.694560669","37.60683761","97.77777778"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00023","","","","26","10","1","3","4","5","5","4","7","1.2","2.1","0.2","1","1","3","50.5","13.1","1","7","5","1","2.1","1.24","0.61","21.352726","7.76","45.37","12.26","16.63","9.91","3.3","3.5","11","0.3","0.3","0.3","2.2","0.423076923","0.8","0.153846154","0.66","0.126923077","0.04","0.007692308","36.36363636","94.28571429","19.23076923","25.94059406","0.856039604","1.709401709","8.888888889","4.700854701","24.44444444","0.284900285","1.481481481","1.219429635","6.341034103","4.985754986","25.92592593"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00024","","","","26","20","1","1","5","14","14","17","90","5.1","3","14","3","3","8","50.6","13","3","5","5","5","2.85","1.49","0.84","80.5503387","5.46","54.47","7.6","10.76","9.46","8.1","22.1","107","0.3","0.033333333","0.075700935","7.642857143","4.115384615","1.214285714","0.653846154","0.578571429","0.311538462","1","0.538461538","15.88785047","36.65158371","53.84615385","25.6916996","2.081027668","7.264957265","13.49206349","11.53846154","21.42857143","19.94301994","37.03703704","2.964426877","5.505364201","31.48148148","58.46560847"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00025","","","","26","20","1","1","7","20","20","47","70","11","3","22","3","3","4","33.5","7.5","1","6","5","4","2.19","1.65","0.88","20.3792419","14.37","54.23","7.5","9.86","8.9","14","36","117","0.234042553","0.042857143","0.11965812","5.85","4.5","2.35","1.807692308","0.7","0.538461538","1.1","0.846153846","40.17094017","38.88888889","76.92307692","22.3880597","3.134328358","15.66951567","20.37037037","19.94301994","25.92592593","31.33903134","40.74074074","4.464855211","5.804311774","51.28205128","66.66666667"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00026","","","","26","21","1","1","6","2","1","0","3","0","0.4","12","5","5","3","","","1","7","3","1","","","","","","","","","","0.4","12.4","3","","0.133333333","0.133333333","1.5","0.115384615","0","0","0.2","0.015384615","6","0.461538462","0","3.225806452","7.692307692","","","0","0","0.56980057","7.407407407","17.09401709","222.2222222","","","17.66381766","229.6296296"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00027","","","","26","26","1","1","5","7","7","10","55","2.2","7.1","8","1","3","4","50.7","12.1","3","8","6","3","1.89","1.43","0.77","30.152916","12.39","47.89","10.71","14.89","11.18","9.3","17.3","65","0.22","0.129090909","0.143076923","9.285714286","2.5","1.428571429","0.384615385","1.328571429","0.357692308","1.142857143","0.307692308","15.38461538","53.75722543","26.92307692","23.86587771","2.219526627","3.133903134","11.64021164","13.24786325","49.20634921","11.3960114","42.32804233","3.161718842","11.74352713","24.64387464","91.53439153"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00028","","","","26","7","1","1","3","2","2","9","12","0.4","0.2","3","4","4","1","19.7","5","1","9","4","3","2","1.65","0.72","24.7656136","14.37","46.81","12.78","17.49","4.82","0.6","3.6","21","0.044444444","0.016666667","0.028571429","10.5","0.807692308","4.5","0.346153846","0.3","0.023076923","1.5","0.115384615","42.85714286","16.66666667","7.692307692","25.38071066","0.152284264","0.56980057","7.407407407","0.854700855","11.11111111","4.273504274","55.55555556","0.216929151","2.820078962","5.128205128","66.66666667"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00029","","","","26","14","1","1","7","10","10","46","38","15","2.1","18","1","3","5","50.8","9.6","1","8","7","1","2.78","1.84","1.25","45.975647","12.39","38.89","9.14","12.97","18.1","17.1","35.1","84","0.326086957","0.055263158","0.203571429","8.4","3.230769231","4.6","1.769230769","1.71","0.657692308","1.8","0.692307692","54.76190476","48.71794872","38.46153846","18.8976378","3.231496063","21.36752137","55.55555556","24.35897436","63.33333333","25.64102564","66.66666667","4.603270745","11.96850394","50","130"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00030","","","","26","11","2","2","4","7","7","4","31","1.2","3","12","5","5","3","50.3","14.4","1","5","6","5","2.09","1.38","0.72","33.5324478","12.39","57.93","6.7","9.53","10.92","4.2","16.2","35","0.3","0.096774194","0.12","5","1.346153846","0.571428571","0.153846154","0.6","0.161538462","1.714285714","0.461538462","11.42857143","25.92592593","26.92307692","28.62823062","1.202385686","1.709401709","6.349206349","5.982905983","22.22222222","17.09401709","63.49206349","1.712800122","6.361829026","23.07692308","85.71428571"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00031","","","","26","22","1","1","8","20","20","57","81","25","12","30","5","7","1","50.5","9.9","1","5","5","5","1.49","1.52","0.81","36.5429993","14.37","50.78","10","14.02","10.51","37","67","138","0.438596491","0.148148148","0.268115942","6.9","5.307692308","2.85","2.192307692","1.85","1.423076923","1.5","1.153846154","41.30434783","55.2238806","76.92307692","19.6039604","7.253465347","35.61253561","46.2962963","52.70655271","68.51851852","42.73504274","55.55555556","10.33257172","13.43234323","95.44159544","124.0740741"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00032","","","","26","11","1","1","7","4","4","7","4","4.9","2","37","7","6","2","50.3","15.9","1","7","7","1","2.31","1.24","0.86","23.2921104","1.38","53.48","9.55","13.43","6.56","6.9","43.9","11","0.7","0.5","0.627272727","2.75","0.423076923","1.75","0.269230769","1.725","0.265384615","9.25","1.423076923","63.63636364","15.71753986","15.38461538","31.61033797","2.18111332","6.98005698","45.37037037","9.829059829","63.88888889","52.70655271","342.5925926","3.106999031","20.1954937","62.53561254","406.4814815"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00033","","","","26","21","1","2","7","14","14","33","44","11","6","30","5","5","2","50.7","15.3","1","5","6","5","2.85","1.46","1.04","100.3134308","11.03","61.84","3.86","5.73","10","17","47","77","0.333333333","0.136363636","0.220779221","5.5","2.961538462","2.357142857","1.269230769","1.214285714","0.653846154","2.142857143","1.153846154","42.85714286","36.17021277","53.84615385","30.17751479","5.130177515","15.66951567","29.1005291","24.21652422","44.97354497","42.73504274","79.36507937","7.307945178","13.57189819","66.95156695","124.3386243"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00034","","","","26","10","1","1","4","10","10","10","25","2.4","6.1","10","6","7","3","50.4","13.4","1","5","7","5","2.58","1.49","0.9","19.6635113","12.39","57.45","8.9","12.99","3.16","8.5","18.5","35","0.24","0.244","0.242857143","3.5","1.346153846","1","0.384615385","0.85","0.326923077","1","0.384615385","28.57142857","45.94594595","38.46153846","26.58730159","2.259920635","3.418803419","8.888888889","12.10826211","31.48148148","14.24501425","37.03703704","3.219260164","8.370076426","26.35327635","68.51851852"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00035","","","","26","23","3","1","6","11","11","12","49","4.9","9","11","5","6","3","50.4","11.1","1","7","5","3","2.74","1.68","0.95","36.4324532","14.37","52.05","7.86","10.9","10.26","13.9","24.9","61","0.408333333","0.183673469","0.227868852","5.545454545","2.346153846","1.090909091","0.461538462","1.263636364","0.534615385","1","0.423076923","19.67213115","55.82329317","42.30769231","22.02380952","3.061309524","6.98005698","16.4983165","19.8005698","46.8013468","15.66951567","37.03703704","4.360839778","10.30743947","35.47008547","83.83838384"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00036","","","","26","13","2","1","6","12","12","20","56","13","6","26","7","5","3","50.1","11.9","1","9","7","1","2.98","1.92","0.96","45.2711601","14.37","48.47","7.9","10.55","11.16","19","45","76","0.65","0.107142857","0.25","6.333333333","2.923076923","1.666666667","0.769230769","1.583333333","0.730769231","2.166666667","1","26.31578947","42.22222222","46.15384615","23.75249501","4.512974052","18.51851852","40.12345679","27.06552707","58.64197531","37.03703704","80.24691358","6.428737966","13.92893226","64.1025641","138.8888889"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00037","","","","26","19","2","1","6","18","18","56","120","19","13","16","5","7","2","50.1","9.4","1","9","7","1","3.13","1.77","1.2","47.1279869","14.37","44.86","7.45","11.21","18.69","32","48","176","0.339285714","0.108333333","0.181818182","9.777777778","6.769230769","3.111111111","2.153846154","1.777777778","1.230769231","0.888888889","0.615384615","31.81818182","66.66666667","69.23076923","18.76247505","6.003992016","27.06552707","39.09465021","45.58404558","65.8436214","22.79202279","32.9218107","8.552695179","12.35389304","68.37606838","98.7654321"
