"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683"
"","","MZP2013UMB-MT01","","","","","","","","","MZP2013UMB-MT01-00011","","","","26","12","1","1","5","12","12","27","34","9.5","3","22","1","1","1","1","5","3","5","1.65","61","0.351851852","0.088235294","0.204918033","5.083333333","2.346153846","2.25","1.038461538","1.041666667","0.480769231","1.833333333","0.846153846","44.26229508","36.23188406","46.15384615","13.53276353","29.32098765","17.80626781","38.58024691","31.33903134","67.90123457","49.14529915","106.4814815","12.5","34.5"
"","","MZP2013UMB-MT01","","","","","","","","","MZP2013UMB-MT01-00012","","","","26","20","2","3","7","1","1","3","1","1","1","0.5","1","1","1","1","5","5","5","14.37","4","0.333333333","1","0.5","4","0.153846154","3","0.115384615","2","0.076923077","0.5","0.019230769","75","80","3.846153846","1.424501425","37.03703704","2.849002849","74.07407407","0.712250712","18.51851852","3.561253561","92.59259259","2","2.5"
"","","MZP2013UMB-MT01","","","","","","","","","MZP2013UMB-MT01-00013","","","","26","16","1","1","4","16","12","20","22","5","1.5","7","5","1","3","3","3","3","3","7.76","42","0.25","0.068181818","0.154761905","2.625","1.615384615","1.25","0.769230769","0.40625","0.25","0.4375","0.269230769","47.61904762","48.14814815","61.53846154","7.122507123","11.57407407","9.259259259","15.0462963","9.971509972","16.2037037","19.23076923","31.25","6.5","13.5"
"","","MZP2013UMB-MT01","","","","","","","","","MZP2013UMB-MT01-00014","","","","26","17","1","1","9","16","16","38","54","7","2.5","20","1","1","1","1","3","3","3","","92","0.184210526","0.046296296","0.10326087","5.75","3.538461538","2.375","1.461538462","0.59375","0.365384615","1.25","0.769230769","41.30434783","32.20338983","61.53846154","9.971509972","16.2037037","13.53276353","21.99074074","28.49002849","46.2962963","42.02279202","68.28703704","9.5","29.5"
"","","MZP2013UMB-MT01","","","","","","","","","MZP2013UMB-MT01-00015","","","","26","20","1","1","9","18","12","17","22","5","2","45","1","1","1","1","5","5","3","","39","0.294117647","0.090909091","0.179487179","2.166666667","1.5","0.944444444","0.653846154","0.388888889","0.269230769","2.5","1.730769231","43.58974359","13.46153846","69.23076923","7.122507123","10.28806584","9.971509972","14.40329218","64.1025641","92.59259259","74.07407407","106.9958848","7","52"
"","","MZP2013UMB-MT01","","","","","","","","","MZP2013UMB-MT01-00016","","","","26","19","1","1","7","13","11","30","28","9","2.2","24","1","1","1","1","3","3","5","","58","0.3","0.078571429","0.193103448","4.461538462","2.230769231","2.307692308","1.153846154","0.861538462","0.430769231","1.846153846","0.923076923","51.72413793","31.81818182","50","12.82051282","25.64102564","15.95441595","31.90883191","34.18803419","68.37606838","50.14245014","100.2849003","11.2","35.2"
"","","MZP2013UMB-MT01","","","","","","","","","MZP2013UMB-MT01-00017","","","","26","14","3","1","6","14","13","23","17","3","1.6","18","1","1","1","1","3","5","3","","40","0.130434783","0.094117647","0.115","2.857142857","1.538461538","1.642857143","0.884615385","0.328571429","0.176923077","1.285714286","0.692307692","57.5","20.3539823","53.84615385","4.273504274","7.936507937","6.552706553","12.16931217","25.64102564","47.61904762","32.19373219","59.78835979","4.6","22.6"
"","","MZP2013UMB-MT01","","","","","","","","","MZP2013UMB-MT01-00018","","","","26","15","1","1","5","15","11","26","36","4","1.8","27","5","3","1","1","3","3","5","1.32","62","0.153846154","0.05","0.093548387","4.133333333","2.384615385","1.733333333","1","0.386666667","0.223076923","1.8","1.038461538","41.93548387","17.68292683","57.69230769","5.698005698","9.87654321","8.262108262","14.32098765","38.46153846","66.66666667","46.72364672","80.98765432","5.8","32.8"
"","","MZP2013UMB-MT01","","","","","","","","","MZP2013UMB-MT01-00019","","","","26","16","1","1","8","13","12","41","48","10","2","14","1","3","3","1","5","3","5","","89","0.243902439","0.041666667","0.134831461","6.846153846","3.423076923","3.153846154","1.576923077","0.923076923","0.461538462","1.076923077","0.538461538","46.06741573","46.15384615","50","14.24501425","28.49002849","17.09401709","34.18803419","19.94301994","39.88603989","37.03703704","74.07407407","12","26"
"","","MZP2013UMB-MT01","","","","","","","","","MZP2013UMB-MT01-00020","","","","26","21","1","1","8","12","9","26","16","4","1","35","1","1","3","1","3","5","5","","42","0.153846154","0.0625","0.119047619","3.5","1.615384615","2.166666667","1","0.416666667","0.192307692","2.916666667","1.346153846","61.9047619","12.5","46.15384615","5.698005698","12.34567901","7.122507123","15.43209877","49.85754986","108.0246914","56.98005698","123.4567901","5","40"
"","","MZP2013UMB-MT01","","","","","","","","","MZP2013UMB-MT01-00021","","","","26","20","1","1","9","17","12","13","14","8","4","32","9","9","1","5","3","5","5","","27","0.615384615","0.285714286","0.444444444","1.588235294","1.038461538","0.764705882","0.5","0.705882353","0.461538462","1.882352941","1.230769231","48.14814815","27.27272727","65.38461538","11.3960114","17.4291939","17.09401709","26.14379085","45.58404558","69.7167756","62.67806268","95.86056645","12","44"
"","","MZP2013UMB-MT01","","","","","","","","","MZP2013UMB-MT01-00022","","","","26","19","1","1","4","4","4","10","12","2.5","1","3.6","5","3","1","1","3","3","5","10.5","22","0.25","0.083333333","0.159090909","5.5","0.846153846","2.5","0.384615385","0.875","0.134615385","0.9","0.138461538","45.45454545","49.29577465","15.38461538","3.561253561","23.14814815","4.985754986","32.40740741","5.128205128","33.33333333","10.11396011","65.74074074","3.5","7.1"
"","","MZP2013UMB-MT01","","","","","","","","","MZP2013UMB-MT01-00023","","","","26","18","3","1","9","11","4","6","5","2","0.2","15","5","3","3","1","3","3","5","0","11","0.333333333","0.04","0.2","1","0.423076923","0.545454545","0.230769231","0.2","0.084615385","1.363636364","0.576923077","54.54545455","12.79069767","42.30769231","2.849002849","6.734006734","3.133903134","7.407407407","21.36752137","50.50505051","24.5014245","57.91245791","2.2","17.2"
"","","MZP2013UMB-MT01","","","","","","","","","MZP2013UMB-MT01-00024","","","","26","18","1","1","9","10","7","3","13","1","6","18","9","9","1","3","1","9","5","0.03","16","0.333333333","0.461538462","0.4375","1.6","0.615384615","0.3","0.115384615","0.7","0.269230769","1.8","0.692307692","18.75","28","38.46153846","1.424501425","3.703703704","9.971509972","25.92592593","25.64102564","66.66666667","35.61253561","92.59259259","7","25"
"","","MZP2013UMB-MT01","","","","","","","","","MZP2013UMB-MT01-00025","","","","26","24","1","1","8","16","14","27","13","8","2","9","1","1","1","5","3","3","5","0.03","40","0.296296296","0.153846154","0.25","2.5","1.538461538","1.6875","1.038461538","0.625","0.384615385","0.5625","0.346153846","67.5","52.63157895","61.53846154","11.3960114","18.51851852","14.24501425","23.14814815","12.82051282","20.83333333","27.06552707","43.98148148","10","19"
"","","MZP2013UMB-MT01","","","","","","","","","MZP2013UMB-MT01-00026","","","","26","15","1","1","4","9","8","11","8","5","1","5","1","1","1","3","5","3","3","1.65","19","0.454545455","0.125","0.315789474","2.111111111","0.730769231","1.222222222","0.423076923","0.666666667","0.230769231","0.555555556","0.192307692","57.89473684","54.54545455","34.61538462","7.122507123","20.57613169","8.547008547","24.69135802","7.122507123","20.57613169","15.66951567","45.26748971","6","11"
"","","MZP2013UMB-MT01","","","","","","","","","MZP2013UMB-MT01-00027","","","","26","13","1","1","4","5","4","16","5","7.6","2","7","7","1","1","1","5","5","5","","21","0.475","0.4","0.457142857","4.2","0.807692308","3.2","0.615384615","1.92","0.369230769","1.4","0.269230769","76.19047619","57.8313253","19.23076923","10.82621083","56.2962963","13.67521368","71.11111111","9.971509972","51.85185185","23.64672365","122.962963","9.6","16.6"
"","","MZP2013UMB-MT01","","","","","","","","","MZP2013UMB-MT01-00028","","","","26","20","1","1","9","13","10","12","14","4","5","25","1","1","1","1","3","3","5","","26","0.333333333","0.357142857","0.346153846","2","1","0.923076923","0.461538462","0.692307692","0.346153846","1.923076923","0.961538462","46.15384615","26.47058824","50","5.698005698","11.3960114","12.82051282","25.64102564","35.61253561","71.22507123","48.43304843","96.86609687","9","34"
"","","MZP2013UMB-MT01","","","","","","","","","MZP2013UMB-MT01-00029","","","","26","19","1","1","7","15","11","6","15","2","2.8","18","9","9","1","5","3","5","5","","21","0.333333333","0.186666667","0.228571429","1.4","0.807692308","0.4","0.230769231","0.32","0.184615385","1.2","0.692307692","28.57142857","21.05263158","57.69230769","2.849002849","4.938271605","6.837606838","11.85185185","25.64102564","44.44444444","32.47863248","56.2962963","4.8","22.8"
"","","MZP2013UMB-MT01","","","","","","","","","MZP2013UMB-MT01-00030","","","","26","15","3","1","5","15","12","8","15","9","3","18","1","1","3","1","3","3","3","0.03","23","1.125","0.2","0.52173913","1.533333333","0.884615385","0.533333333","0.307692308","0.8","0.461538462","1.2","0.692307692","34.7826087","40","57.69230769","12.82051282","22.22222222","17.09401709","29.62962963","25.64102564","44.44444444","42.73504274","74.07407407","12","30"
"","","MZP2013UMB-MT01","","","","","","","","","MZP2013UMB-MT01-00031","","","","26","11","4","1","4","11","10","14","14","7","9","9","1","1","1","1","5","3","5","1.65","28","0.5","0.642857143","0.571428571","2.545454545","1.076923077","1.272727273","0.538461538","1.454545455","0.615384615","0.818181818","0.346153846","50","64","42.30769231","9.971509972","23.56902357","22.79202279","53.87205387","12.82051282","30.3030303","35.61253561","84.17508418","16","25"
"","","MZP2013UMB-MT01","","","","","","","","","MZP2013UMB-MT01-00032","","","","26","20","1","1","9","12","10","1","1","2","1","18","5","1","3","3","3","3","3","7.76","2","2","1","1.5","0.166666667","0.076923077","0.083333333","0.038461538","0.25","0.115384615","1.5","0.692307692","50","14.28571429","46.15384615","2.849002849","6.172839506","4.273504274","9.259259259","25.64102564","55.55555556","29.91452991","64.81481481","3","21"
"","","MZP2013UMB-MT01","","","","","","","","","MZP2013UMB-MT01-00033","","","","26","18","1","1","4","18","15","2","5","2","3","11","3","3","3","1","1","3","3","","7","1","0.6","0.714285714","0.388888889","0.269230769","0.111111111","0.076923077","0.277777778","0.192307692","0.611111111","0.423076923","28.57142857","31.25","69.23076923","2.849002849","4.115226337","7.122507123","10.28806584","15.66951567","22.63374486","22.79202279","32.9218107","5","16"
"","","MZP2013UMB-MT01","","","","","","","","","MZP2013UMB-MT01-00034","","","","26","23","1","1","8","11","10","5","3","3","2","20","1","3","1","1","3","1","1","","8","0.6","0.666666667","0.625","0.727272727","0.307692308","0.454545455","0.192307692","0.454545455","0.192307692","1.818181818","0.769230769","62.5","20","42.30769231","4.273504274","10.1010101","7.122507123","16.83501684","28.49002849","67.34006734","35.61253561","84.17508418","5","25"
"","","MZP2013UMB-MT01","","","","","","","","","MZP2013UMB-MT01-00035","","","","26","11","4","1","5","11","8","7","30","3","6.5","4","9","9","1","3","1","9","5","0.03","37","0.428571429","0.216666667","0.256756757","3.363636364","1.423076923","0.636363636","0.269230769","0.863636364","0.365384615","0.363636364","0.153846154","18.91891892","70.37037037","42.30769231","4.273504274","10.1010101","13.53276353","31.98653199","5.698005698","13.46801347","19.23076923","45.45454545","9.5","13.5"
"","","MZP2013UMB-MT01","","","","","","","","","MZP2013UMB-MT01-00036","","","","26","16","1","1","4","16","12","19","14","4","5","25","1","1","1","1","3","3","3","","33","0.210526316","0.357142857","0.272727273","2.0625","1.269230769","1.1875","0.730769231","0.5625","0.346153846","1.5625","0.961538462","57.57575758","26.47058824","61.53846154","5.698005698","9.259259259","12.82051282","20.83333333","35.61253561","57.87037037","48.43304843","78.7037037","9","34"
"","","MZP2013UMB-MT01","","","","","","","","","MZP2013UMB-MT01-00037","","","","26","20","1","1","8","20","13","8","9","3","1.2","40","1","1","1","3","5","3","5","","17","0.375","0.133333333","0.247058824","0.85","0.653846154","0.4","0.307692308","0.21","0.161538462","2","1.538461538","47.05882353","9.502262443","76.92307692","4.273504274","5.555555556","5.982905983","7.777777778","56.98005698","74.07407407","62.96296296","81.85185185","4.2","44.2"
"","","MZP2013UMB-MT01","","","","","","","","","MZP2013UMB-MT01-00038","","","","26","19","1","1","4","19","16","11","3","3","4","28","1","3","3","1","5","3","5","","14","0.272727273","1.333333333","0.5","0.736842105","0.538461538","0.578947368","0.423076923","0.368421053","0.269230769","1.473684211","1.076923077","78.57142857","20","73.07692308","4.273504274","5.847953216","9.971509972","13.64522417","39.88603989","54.58089669","49.85754986","68.22612086","7","35"
"","","MZP2013UMB-MT01","","","","","","","","","MZP2013UMB-MT01-00039","","","","26","11","1","1","5","4","3","10","18","6","2.8","5.5","3","3","1","3","3","3","5","1.32","28","0.6","0.155555556","0.314285714","7","1.076923077","2.5","0.384615385","2.2","0.338461538","1.375","0.211538462","35.71428571","61.53846154","15.38461538","8.547008547","55.55555556","12.53561254","81.48148148","7.834757835","50.92592593","20.37037037","132.4074074","8.8","14.3"
"","","MZP2013UMB-MT01","","","","","","","","","MZP2013UMB-MT01-00040","","","","26","22","1","1","7","8","6","5","4","2","1.2","4","5","3","1","1","3","3","5","10.5","9","0.4","0.3","0.355555556","1.125","0.346153846","0.625","0.192307692","0.4","0.123076923","0.5","0.153846154","55.55555556","44.44444444","30.76923077","2.849002849","9.259259259","4.558404558","14.81481481","5.698005698","18.51851852","10.25641026","33.33333333","3.2","7.2"
"","","MZP2013UMB-MT01","","","","","","","","","MZP2013UMB-MT01-00041","","","","26","21","1","1","9","21","19","4","22","3","7.1","23","1","1","1","1","5","3","3","","26","0.75","0.322727273","0.388461538","1.238095238","1","0.19047619","0.153846154","0.480952381","0.388461538","1.095238095","0.884615385","15.38461538","30.51359517","80.76923077","4.273504274","5.291005291","14.38746439","17.81305115","32.76353276","40.5643739","47.15099715","58.37742504","10.1","33.1"
"","","MZP2013UMB-MT01","","","","","","","","","MZP2013UMB-MT01-00042","","","","26","16","1","1","5","16","13","9","4","2","0.9","22","5","3","3","1","3","3","5","","13","0.222222222","0.225","0.223076923","0.8125","0.5","0.5625","0.346153846","0.18125","0.111538462","1.375","0.846153846","69.23076923","11.64658635","61.53846154","2.849002849","4.62962963","4.131054131","6.712962963","31.33903134","50.92592593","35.47008547","57.63888889","2.9","24.9"
"","","MZP2013UMB-MT01","","","","","","","","","MZP2013UMB-MT01-00043","","","","26","18","1","1","9","12","0","0","0","0","0","","","","","","","","","","0","","","","0","0","0","0","0","0","","","","","46.15384615","0","0","0","0","","","","","0",""
"","","MZP2013UMB-MT01","","","","","","","","","MZP2013UMB-MT01-00044","","","","26","17","1","1","8","6","2","6","9","2","0.4","31","5","3","1","1","3","3","5","1.32","15","0.333333333","0.044444444","0.16","2.5","0.576923077","1","0.230769231","0.4","0.092307692","5.166666667","1.192307692","40","7.185628743","23.07692308","2.849002849","12.34567901","3.418803419","14.81481481","44.15954416","191.3580247","47.57834758","206.1728395","2.4","33.4"
"","","MZP2013UMB-MT01","","","","","","","","","MZP2013UMB-MT01-00045","","","","26","22","1","1","9","19","15","23","30","7","2.6","72","1","1","1","3","5","3","3","1.65","53","0.304347826","0.086666667","0.181132075","2.789473684","2.038461538","1.210526316","0.884615385","0.505263158","0.369230769","3.789473684","2.769230769","43.39622642","11.76470588","73.07692308","9.971509972","13.64522417","13.67521368","18.71345029","102.5641026","140.3508772","116.2393162","159.0643275","9.6","81.6"
"","","MZP2013UMB-MT01","","","","","","","","","MZP2013UMB-MT01-00046","","","","26","24","1","1","9","4","4","6","17","2","3.2","2","1","1","1","1","5","5","5","14.37","23","0.333333333","0.188235294","0.226086957","5.75","0.884615385","1.5","0.230769231","1.3","0.2","0.5","0.076923077","26.08695652","72.22222222","15.38461538","2.849002849","18.51851852","7.407407407","48.14814815","2.849002849","18.51851852","10.25641026","66.66666667","5.2","7.2"
"","","MZP2013UMB-MT01","","","","","","","","","MZP2013UMB-MT01-00047","","","","26","21","1","1","7","10","7","12","16","2","1","15","1","3","1","1","5","3","3","","28","0.166666667","0.0625","0.107142857","2.8","1.076923077","1.2","0.461538462","0.3","0.115384615","1.5","0.576923077","42.85714286","16.66666667","38.46153846","2.849002849","7.407407407","4.273504274","11.11111111","21.36752137","55.55555556","25.64102564","66.66666667","3","18"
"","","MZP2013UMB-MT01","","","","","","","","","MZP2013UMB-MT01-00048","","","","26","14","1","1","6","14","12","14","18","3","1","35","1","1","1","1","3","5","3","","32","0.214285714","0.055555556","0.125","2.285714286","1.230769231","1","0.538461538","0.285714286","0.153846154","2.5","1.346153846","43.75","10.25641026","53.84615385","4.273504274","7.936507937","5.698005698","10.58201058","49.85754986","92.59259259","55.55555556","103.1746032","4","39"
"","","MZP2013UMB-MT01","","","","","","","","","MZP2013UMB-MT01-00049","","","","26","22","1","1","8","21","16","24","7","5","0.6","21","1","3","3","1","1","3","5","3.96","31","0.208333333","0.085714286","0.180645161","1.476190476","1.192307692","1.142857143","0.923076923","0.266666667","0.215384615","1","0.807692308","77.41935484","21.05263158","80.76923077","7.122507123","8.818342152","7.977207977","9.87654321","29.91452991","37.03703704","37.89173789","46.91358025","5.6","26.6"
"","","MZP2013UMB-MT01","","","","","","","","","MZP2013UMB-MT01-00050","","","","26","12","1","1","6","4","2","23","19","10","1","46","1","1","3","1","3","3","3","0.03","42","0.434782609","0.052631579","0.261904762","10.5","1.615384615","5.75","0.884615385","2.75","0.423076923","11.5","1.769230769","54.76190476","19.29824561","15.38461538","14.24501425","92.59259259","15.66951567","101.8518519","65.52706553","425.9259259","81.1965812","527.7777778","11","57"
"","","MZP2013UMB-MT01","","","","","","","","","MZP2013UMB-MT01-00051","","","","26","14","1","1","6","6","3","7","25","3","2","45","1","1","1","5","3","3","5","0.03","32","0.428571429","0.08","0.15625","5.333333333","1.230769231","1.166666667","0.269230769","0.833333333","0.192307692","7.5","1.730769231","21.875","10","23.07692308","4.273504274","18.51851852","7.122507123","30.86419753","64.1025641","277.7777778","71.22507123","308.6419753","5","50"
"","","MZP2013UMB-MT01","","","","","","","","","MZP2013UMB-MT01-00052","","","","26","13","1","1","4","13","12","16","14","5","1.8","30","9","5","5","5","5","3","5","6.12","30","0.3125","0.128571429","0.226666667","2.307692308","1.153846154","1.230769231","0.615384615","0.523076923","0.261538462","2.307692308","1.153846154","53.33333333","18.47826087","50","7.122507123","14.24501425","9.686609687","19.37321937","42.73504274","85.47008547","52.42165242","104.8433048","6.8","36.8"
