"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of vines per NET plot in kg|CO_331:0000227","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004 "
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02303","","","","3","3","1","1","3","3","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02304","","","","3","3","1","3","5","3","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02305","","","","3","3","1","3","5","3","3","5","7","4.5","1","1.2","3","3","5","2.2","6.7","12","0.2","0.171428571","0.183333333","4","4","1.666666667","1.666666667","0.733333333","0.733333333","1.5","1.5","41.66666667","32.8358209","100","12.34567901","12.34567901","27.16049383","27.16049383","55.55555556","55.55555556","82.71604938","82.71604938"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02306","","","","3","3","1","3","5","3","3","4","5","4.1","1","0.7","3","5","7","1.7","5.8","9","0.25","0.14","0.188888889","3","3","1.333333333","1.333333333","0.566666667","0.566666667","1.366666667","1.366666667","44.44444444","29.31034483","100","12.34567901","12.34567901","20.98765432","20.98765432","50.61728395","50.61728395","71.60493827","71.60493827"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02307","","","","3","2","1","5","7","2","2","1","4","4.5","0.2","1","5","3","7","1.2","5.7","5","0.2","0.25","0.24","2.5","1.666666667","0.5","0.333333333","0.6","0.4","2.25","1.5","20","21.05263158","66.66666667","2.469135802","3.703703704","14.81481481","22.22222222","55.55555556","83.33333333","70.37037037","105.5555556"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02308","","","","3","1","1","1","5","1","1","1","3","4.2","0.2","0.5","7","7","3","0.7","4.9","4","0.2","0.166666667","0.175","4","1.333333333","1","0.333333333","0.7","0.233333333","4.2","1.4","25","14.28571429","33.33333333","2.469135802","7.407407407","8.641975309","25.92592593","51.85185185","155.5555556","60.49382716","181.4814815"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02309","","","","3","3","1","1","5","3","3","5","6","5","1","1.1","5","5","3","2.1","7.1","11","0.2","0.183333333","0.190909091","3.666666667","3.666666667","1.666666667","1.666666667","0.7","0.7","1.666666667","1.666666667","45.45454545","29.57746479","100","12.34567901","12.34567901","25.92592593","25.92592593","61.72839506","61.72839506","87.65432099","87.65432099"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02310","","","","3","3","1","1","5","3","3","5","4","4.7","1","0.7","5","3","5","1.7","6.4","9","0.2","0.175","0.188888889","3","3","1.666666667","1.666666667","0.566666667","0.566666667","1.566666667","1.566666667","55.55555556","26.5625","100","12.34567901","12.34567901","20.98765432","20.98765432","58.02469136","58.02469136","79.01234568","79.01234568"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02311","","","","3","3","1","1","3","3","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02312","","","","3","3","1","3","7","3","3","6","7","8","1","1.1","5","5","3","2.1","10.1","13","0.166666667","0.157142857","0.161538462","4.333333333","4.333333333","2","2","0.7","0.7","2.666666667","2.666666667","46.15384615","20.79207921","100","12.34567901","12.34567901","25.92592593","25.92592593","98.7654321","98.7654321","124.691358","124.691358"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02313","","","","3","2","1","1","5","2","","","","","","","","","","","","","","","","","","","","","","","","","","66.66666667","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02314","","","","3","3","1","1","7","3","3","4","8","9","1","2","5","3","3","3","12","12","0.25","0.25","0.25","4","4","1.333333333","1.333333333","1","1","3","3","33.33333333","25","100","12.34567901","12.34567901","37.03703704","37.03703704","111.1111111","111.1111111","148.1481481","148.1481481"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02315","","","","3","2","1","1","7","2","2","3","7","6.5","0.4","1","5","3","5","1.4","7.9","10","0.133333333","0.142857143","0.14","5","3.333333333","1.5","1","0.7","0.466666667","3.25","2.166666667","30","17.72151899","66.66666667","4.938271605","7.407407407","17.28395062","25.92592593","80.24691358","120.3703704","97.5308642","146.2962963"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02316","","","","3","3","1","1","5","3","3","5","7","3","1","1.3","5","3","5","2.3","5.3","12","0.2","0.185714286","0.191666667","4","4","1.666666667","1.666666667","0.766666667","0.766666667","1","1","41.66666667","43.39622642","100","12.34567901","12.34567901","28.39506173","28.39506173","37.03703704","37.03703704","65.43209877","65.43209877"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02317","","","","3","2","1","1","5","2","2","3","4","4.5","0.4","1","5","5","7","1.4","5.9","7","0.133333333","0.25","0.2","3.5","2.333333333","1.5","1","0.7","0.466666667","2.25","1.5","42.85714286","23.72881356","66.66666667","4.938271605","7.407407407","17.28395062","25.92592593","55.55555556","83.33333333","72.83950617","109.2592593"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02318","","","","3","3","1","1","5","3","3","4","7","5","1","0.9","5","5","7","1.9","6.9","11","0.25","0.128571429","0.172727273","3.666666667","3.666666667","1.333333333","1.333333333","0.633333333","0.633333333","1.666666667","1.666666667","36.36363636","27.53623188","100","12.34567901","12.34567901","23.45679012","23.45679012","61.72839506","61.72839506","85.18518519","85.18518519"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02319","","","","3","1","1","1","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","33.33333333","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02320","","","","3","3","1","1","5","3","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02321","","","","3","2","1","1","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","66.66666667","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02322","","","","3","3","1","1","5","3","3","7","7","5.5","1","1.1","5","3","1","2.1","7.6","14","0.142857143","0.157142857","0.15","4.666666667","4.666666667","2.333333333","2.333333333","0.7","0.7","1.833333333","1.833333333","50","27.63157895","100","12.34567901","12.34567901","25.92592593","25.92592593","67.90123457","67.90123457","93.82716049","93.82716049"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02323","","","","3","2","1","1","5","2","","","","","","","","","","","","","","","","","","","","","","","","","","66.66666667","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02324","","","","3","3","1","1","7","3","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02325","","","","3","2","1","1","5","2","","","","","","","","","","","","","","","","","","","","","","","","","","66.66666667","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02326","","","","3","3","1","1","7","3","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02327","","","","3","3","1","5","9","3","3","5","5","8.5","1","1.1","3","5","7","2.1","10.6","10","0.2","0.22","0.21","3.333333333","3.333333333","1.666666667","1.666666667","0.7","0.7","2.833333333","2.833333333","50","19.81132075","100","12.34567901","12.34567901","25.92592593","25.92592593","104.9382716","104.9382716","130.8641975","130.8641975"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02328","","","","3","3","1","1","7","3","3","5","7","7.7","1","1.5","3","5","5","2.5","10.2","12","0.2","0.214285714","0.208333333","4","4","1.666666667","1.666666667","0.833333333","0.833333333","2.566666667","2.566666667","41.66666667","24.50980392","100","12.34567901","12.34567901","30.86419753","30.86419753","95.0617284","95.0617284","125.9259259","125.9259259"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02329","","","","3","3","1","1","7","3","3","7","8","8","1","2","5","3","3","3","11","15","0.142857143","0.25","0.2","5","5","2.333333333","2.333333333","1","1","2.666666667","2.666666667","46.66666667","27.27272727","100","12.34567901","12.34567901","37.03703704","37.03703704","98.7654321","98.7654321","135.8024691","135.8024691"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02330","","","","3","3","1","1","5","3","3","4","7","6.6","1","1.5","5","3","5","2.5","9.1","11","0.25","0.214285714","0.227272727","3.666666667","3.666666667","1.333333333","1.333333333","0.833333333","0.833333333","2.2","2.2","36.36363636","27.47252747","100","12.34567901","12.34567901","30.86419753","30.86419753","81.48148148","81.48148148","112.345679","112.345679"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02331","","","","3","3","1","1","5","3","3","5","6","4.5","1","1.1","5","5","3","2.1","6.6","11","0.2","0.183333333","0.190909091","3.666666667","3.666666667","1.666666667","1.666666667","0.7","0.7","1.5","1.5","45.45454545","31.81818182","100","12.34567901","12.34567901","25.92592593","25.92592593","55.55555556","55.55555556","81.48148148","81.48148148"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02332","","","","3","3","1","1","3","3","3","7","8","3.5","1.9","1.2","5","5","3","3.1","6.6","15","0.271428571","0.15","0.206666667","5","5","2.333333333","2.333333333","1.033333333","1.033333333","1.166666667","1.166666667","46.66666667","46.96969697","100","23.45679012","23.45679012","38.27160494","38.27160494","43.20987654","43.20987654","81.48148148","81.48148148"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02333","","","","3","3","1","1","7","3","3","5","6","8","1","1.3","5","5","3","2.3","10.3","11","0.2","0.216666667","0.209090909","3.666666667","3.666666667","1.666666667","1.666666667","0.766666667","0.766666667","2.666666667","2.666666667","45.45454545","22.33009709","100","12.34567901","12.34567901","28.39506173","28.39506173","98.7654321","98.7654321","127.1604938","127.1604938"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02334","","","","3","3","1","1","5","3","3","5","6","6.7","1.3","1.4","5","5","3","2.7","9.4","11","0.26","0.233333333","0.245454545","3.666666667","3.666666667","1.666666667","1.666666667","0.9","0.9","2.233333333","2.233333333","45.45454545","28.72340426","100","16.04938272","16.04938272","33.33333333","33.33333333","82.71604938","82.71604938","116.0493827","116.0493827"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02335","","","","3","3","1","3","5","3","3","7","8","4.9","1.3","1.5","5","3","1","2.8","7.7","15","0.185714286","0.1875","0.186666667","5","5","2.333333333","2.333333333","0.933333333","0.933333333","1.633333333","1.633333333","46.66666667","36.36363636","100","16.04938272","16.04938272","34.56790123","34.56790123","60.49382716","60.49382716","95.0617284","95.0617284"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02336","","","","3","1","1","1","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","33.33333333","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02337","","","","3","3","1","1","5","3","3","4","5","6","0.7","0.9","5","5","3","1.6","7.6","9","0.175","0.18","0.177777778","3","3","1.333333333","1.333333333","0.533333333","0.533333333","2","2","44.44444444","21.05263158","100","8.641975309","8.641975309","19.75308642","19.75308642","74.07407407","74.07407407","93.82716049","93.82716049"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02338","","","","3","3","1","1","5","3","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02339","","","","3","3","1","1","5","3","3","4","7","3.9","1","1.3","5","5","3","2.3","6.2","11","0.25","0.185714286","0.209090909","3.666666667","3.666666667","1.333333333","1.333333333","0.766666667","0.766666667","1.3","1.3","36.36363636","37.09677419","100","12.34567901","12.34567901","28.39506173","28.39506173","48.14814815","48.14814815","76.54320988","76.54320988"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02340","","","","3","2","1","1","5","2","2","3","5","7.7","0.4","0.7","5","3","5","1.1","8.8","8","0.133333333","0.14","0.1375","4","2.666666667","1.5","1","0.55","0.366666667","3.85","2.566666667","37.5","12.5","66.66666667","4.938271605","7.407407407","13.58024691","20.37037037","95.0617284","142.5925926","108.6419753","162.962963"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02341","","","","3","3","1","1","7","3","3","5","7","8","1","1.5","3","3","3","2.5","10.5","12","0.2","0.214285714","0.208333333","4","4","1.666666667","1.666666667","0.833333333","0.833333333","2.666666667","2.666666667","41.66666667","23.80952381","100","12.34567901","12.34567901","30.86419753","30.86419753","98.7654321","98.7654321","129.6296296","129.6296296"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02342","","","","3","3","1","3","7","3","3","4","8","6","0.9","1.5","5","3","5","2.4","8.4","12","0.225","0.1875","0.2","4","4","1.333333333","1.333333333","0.8","0.8","2","2","33.33333333","28.57142857","100","11.11111111","11.11111111","29.62962963","29.62962963","74.07407407","74.07407407","103.7037037","103.7037037"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02343","","","","3","3","1","1","5","3","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02344","","","","3","1","1","1","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","33.33333333","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02345","","","","3","2","1","1","5","2","","","","","","","","","","","","","","","","","","","","","","","","","","66.66666667","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02346","","","","3","3","1","5","5","3","3","5","8","3.9","1","2","5","5","3","3","6.9","13","0.2","0.25","0.230769231","4.333333333","4.333333333","1.666666667","1.666666667","1","1","1.3","1.3","38.46153846","43.47826087","100","12.34567901","12.34567901","37.03703704","37.03703704","48.14814815","48.14814815","85.18518519","85.18518519"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02347","","","","3","3","1","3","7","3","3","4","7","6","1","1.2","5","5","3","2.2","8.2","11","0.25","0.171428571","0.2","3.666666667","3.666666667","1.333333333","1.333333333","0.733333333","0.733333333","2","2","36.36363636","26.82926829","100","12.34567901","12.34567901","27.16049383","27.16049383","74.07407407","74.07407407","101.2345679","101.2345679"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02348","","","","3","3","1","1","5","3","3","5","8","5","1","1.5","3","3","1","2.5","7.5","13","0.2","0.1875","0.192307692","4.333333333","4.333333333","1.666666667","1.666666667","0.833333333","0.833333333","1.666666667","1.666666667","38.46153846","33.33333333","100","12.34567901","12.34567901","30.86419753","30.86419753","61.72839506","61.72839506","92.59259259","92.59259259"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02349","","","","3","3","1","3","7","3","3","4","9","4.5","1","2.1","3","3","1","3.1","7.6","13","0.25","0.233333333","0.238461538","4.333333333","4.333333333","1.333333333","1.333333333","1.033333333","1.033333333","1.5","1.5","30.76923077","40.78947368","100","12.34567901","12.34567901","38.27160494","38.27160494","55.55555556","55.55555556","93.82716049","93.82716049"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02350","","","","3","2","1","1","5","2","2","4","4","4","1","0.3","3","5","3","1.3","5.3","8","0.25","0.075","0.1625","4","2.666666667","2","1.333333333","0.65","0.433333333","2","1.333333333","50","24.52830189","66.66666667","12.34567901","18.51851852","16.04938272","24.07407407","49.38271605","74.07407407","65.43209877","98.14814815"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02351","","","","3","3","1","1","5","3","3","5","6","5.5","1","1.5","3","3","5","2.5","8","11","0.2","0.25","0.227272727","3.666666667","3.666666667","1.666666667","1.666666667","0.833333333","0.833333333","1.833333333","1.833333333","45.45454545","31.25","100","12.34567901","12.34567901","30.86419753","30.86419753","67.90123457","67.90123457","98.7654321","98.7654321"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02352","","","","3","3","1","7","5","3","3","4","5","4.5","1","0.7","5","5","3","1.7","6.2","9","0.25","0.14","0.188888889","3","3","1.333333333","1.333333333","0.566666667","0.566666667","1.5","1.5","44.44444444","27.41935484","100","12.34567901","12.34567901","20.98765432","20.98765432","55.55555556","55.55555556","76.54320988","76.54320988"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02353","","","","3","3","1","3","5","3","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02354","","","","3","3","1","7","5","3","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02355","","","","3","3","1","1","5","3","3","6","7","5","1","1.5","3","3","5","2.5","7.5","13","0.166666667","0.214285714","0.192307692","4.333333333","4.333333333","2","2","0.833333333","0.833333333","1.666666667","1.666666667","46.15384615","33.33333333","100","12.34567901","12.34567901","30.86419753","30.86419753","61.72839506","61.72839506","92.59259259","92.59259259"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02356","","","","3","3","1","3","5","3","3","8","5","7","2","1","5","5","1","3","10","13","0.25","0.2","0.230769231","4.333333333","4.333333333","2.666666667","2.666666667","1","1","2.333333333","2.333333333","61.53846154","30","100","24.69135802","24.69135802","37.03703704","37.03703704","86.41975309","86.41975309","123.4567901","123.4567901"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02357","","","","3","3","1","1","5","3","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02358","","","","3","2","1","3","5","2","","","","","","","","","","","","","","","","","","","","","","","","","","66.66666667","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02359","","","","3","1","1","1","5","1","","","","","","","","","","","","","","","","","","","","","","","","","","33.33333333","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02360","","","","3","3","1","1","5","3","3","2","4","6","0.2","1","5","5","3","1.2","7.2","6","0.1","0.25","0.2","2","2","0.666666667","0.666666667","0.4","0.4","2","2","33.33333333","16.66666667","100","2.469135802","2.469135802","14.81481481","14.81481481","74.07407407","74.07407407","88.88888889","88.88888889"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02361","","","","3","3","1","1","5","3","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02362","","","","3","3","1","1","5","3","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02363","","","","3","1","1","1","5","1","","","","","","","","","","","","","","","","","","","","","","","","","","33.33333333","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02364","","","","3","3","1","1","5","3","3","5","7","6","1","1.5","3","3","5","2.5","8.5","12","0.2","0.214285714","0.208333333","4","4","1.666666667","1.666666667","0.833333333","0.833333333","2","2","41.66666667","29.41176471","100","12.34567901","12.34567901","30.86419753","30.86419753","74.07407407","74.07407407","104.9382716","104.9382716"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02365","","","","3","3","1","1","5","3","3","7","8","5.5","1.5","1","5","3","1","2.5","8","15","0.214285714","0.125","0.166666667","5","5","2.333333333","2.333333333","0.833333333","0.833333333","1.833333333","1.833333333","46.66666667","31.25","100","18.51851852","18.51851852","30.86419753","30.86419753","67.90123457","67.90123457","98.7654321","98.7654321"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02366","","","","3","3","1","5","5","3","3","5","9","4.4","0.6","1.5","3","3","5","2.1","6.5","14","0.12","0.166666667","0.15","4.666666667","4.666666667","1.666666667","1.666666667","0.7","0.7","1.466666667","1.466666667","35.71428571","32.30769231","100","7.407407407","7.407407407","25.92592593","25.92592593","54.32098765","54.32098765","80.24691358","80.24691358"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02367","","","","3","3","1","1","5","3","3","4","5","3","1","1.1","5","5","3","2.1","5.1","9","0.25","0.22","0.233333333","3","3","1.333333333","1.333333333","0.7","0.7","1","1","44.44444444","41.17647059","100","12.34567901","12.34567901","25.92592593","25.92592593","37.03703704","37.03703704","62.96296296","62.96296296"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02368","","","","3","3","1","1","5","3","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02369","","","","3","3","1","3","5","3","3","5","8","5","1","1.5","5","5","3","2.5","7.5","13","0.2","0.1875","0.192307692","4.333333333","4.333333333","1.666666667","1.666666667","0.833333333","0.833333333","1.666666667","1.666666667","38.46153846","33.33333333","100","12.34567901","12.34567901","30.86419753","30.86419753","61.72839506","61.72839506","92.59259259","92.59259259"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02370","","","","3","2","1","1","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","66.66666667","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02371","","","","3","3","1","1","5","3","3","4","8","3","1","1.5","3","3","1","2.5","5.5","12","0.25","0.1875","0.208333333","4","4","1.333333333","1.333333333","0.833333333","0.833333333","1","1","33.33333333","45.45454545","100","12.34567901","12.34567901","30.86419753","30.86419753","37.03703704","37.03703704","67.90123457","67.90123457"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02372","","","","3","3","1","1","5","3","3","5","5","4","1","1","5","3","3","2","6","10","0.2","0.2","0.2","3.333333333","3.333333333","1.666666667","1.666666667","0.666666667","0.666666667","1.333333333","1.333333333","50","33.33333333","100","12.34567901","12.34567901","24.69135802","24.69135802","49.38271605","49.38271605","74.07407407","74.07407407"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02373","","","","3","2","1","1","5","2","1","0","3","5","0","0.5","7","9","3","0.5","5.5","3","","0.166666667","0.166666667","1.5","1","0","0","0.25","0.166666667","2.5","1.666666667","0","9.090909091","66.66666667","0","0","6.172839506","9.259259259","61.72839506","92.59259259","67.90123457","101.8518519"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02374","","","","3","2","1","1","5","2","","","","","","","","","","","","","","","","","","","","","","","","","","66.66666667","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02375","","","","3","3","1","1","5","3","3","5","6","4.5","1","1","5","3","5","2","6.5","11","0.2","0.166666667","0.181818182","3.666666667","3.666666667","1.666666667","1.666666667","0.666666667","0.666666667","1.5","1.5","45.45454545","30.76923077","100","12.34567901","12.34567901","24.69135802","24.69135802","55.55555556","55.55555556","80.24691358","80.24691358"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02376","","","","3","3","1","1","5","3","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02377","","","","3","2","1","1","5","2","","","","","","","","","","","","","","","","","","","","","","","","","","66.66666667","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02378","","","","3","3","1","3","5","3","3","4","7","4.5","0.9","1.5","3","3","5","2.4","6.9","11","0.225","0.214285714","0.218181818","3.666666667","3.666666667","1.333333333","1.333333333","0.8","0.8","1.5","1.5","36.36363636","34.7826087","100","11.11111111","11.11111111","29.62962963","29.62962963","55.55555556","55.55555556","85.18518519","85.18518519"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02379","","","","3","2","1","1","5","2","2","1","4","5.5","0.3","1","5","3","5","1.3","6.8","5","0.3","0.25","0.26","2.5","1.666666667","0.5","0.333333333","0.65","0.433333333","2.75","1.833333333","20","19.11764706","66.66666667","3.703703704","5.555555556","16.04938272","24.07407407","67.90123457","101.8518519","83.95061728","125.9259259"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02380","","","","3","3","1","1","5","3","3","5","4","5.7","1","1.1","5","3","5","2.1","7.8","9","0.2","0.275","0.233333333","3","3","1.666666667","1.666666667","0.7","0.7","1.9","1.9","55.55555556","26.92307692","100","12.34567901","12.34567901","25.92592593","25.92592593","70.37037037","70.37037037","96.2962963","96.2962963"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-02381","","","","3","2","1","1","5","2","2","3","5","5","0.4","1","5","3","9","1.4","6.4","8","0.133333333","0.2","0.175","4","2.666666667","1.5","1","0.7","0.466666667","2.5","1.666666667","37.5","21.875","66.66666667","4.938271605","7.407407407","17.28395062","25.92592593","61.72839506","92.59259259","79.01234568","118.5185185"
