"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00199","","","","12","5","3","3","7","4","2","0.6","1.8","1","3","5","2.6","4.4","11","0.285714286","0.15","0.236363636","3.666666667","59.09090909","25","6.172839506","8.024691358","5.555555556","0.916666667","2.333333333","0.583333333","0.866666667","0.216666667","0.6","0.15","63.63636364","24.69135802","32.09876543","22.22222222","13.58024691","54.32098765"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00200","","","","12","7","5","2","2","2","0.4","0.01","1.8","1","5","3","0.41","2.21","4","0.2","0.005","0.1025","0.8","18.5520362","41.66666667","1.234567901","1.265432099","5.555555556","0.333333333","0.4","0.166666667","0.082","0.034166667","0.36","0.15","50","2.962962963","3.037037037","13.33333333","6.820987654","16.37037037"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00201","","","","12","7","6","6","17","8","3.8","0.2","1.2","3","3","3","4","5.2","25","0.223529412","0.025","0.16","4.166666667","76.92307692","50","11.72839506","12.34567901","3.703703704","2.083333333","2.833333333","1.416666667","0.666666667","0.333333333","0.2","0.1","68","23.45679012","24.69135802","7.407407407","16.04938272","32.09876543"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00202","","","","12","6","4","3","6","1","1.5","0.01","2.4","1","3","5","1.51","3.91","7","0.25","0.01","0.215714286","1.75","38.61892583","33.33333333","4.62962963","4.660493827","7.407407407","0.583333333","1.5","0.5","0.3775","0.125833333","0.6","0.2","85.71428571","13.88888889","13.98148148","22.22222222","12.06790123","36.2037037"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00203","","","","12","7","5","4","8","11","1.6","0.8","3.4","1","5","3","2.4","5.8","19","0.2","0.072727273","0.126315789","3.8","41.37931034","41.66666667","4.938271605","7.407407407","10.49382716","1.583333333","1.6","0.666666667","0.48","0.2","0.68","0.283333333","42.10526316","11.85185185","17.77777778","25.18518519","17.90123457","42.96296296"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00204","","","","12","6","4","1","1","0","0.2","0","3.8","1","3","3","0.2","4","1","0.2","","0.2","0.25","5","33.33333333","0.617283951","0.617283951","11.72839506","0.083333333","0.25","0.083333333","0.05","0.016666667","0.95","0.316666667","100","1.851851852","1.851851852","35.18518519","12.34567901","37.03703704"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00205","","","","12","4","2","2","6","4","2","0.2","6.8","1","5","7","2.2","9","10","0.333333333","0.05","0.22","5","24.44444444","16.66666667","6.172839506","6.790123457","20.98765432","0.833333333","3","0.5","1.1","0.183333333","3.4","0.566666667","60","37.03703704","40.74074074","125.9259259","27.77777778","166.6666667"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00206","","","","12","7","5","5","12","3","5.4","0.2","6.8","3","3","3","5.6","12.4","15","0.45","0.066666667","0.373333333","3","45.16129032","41.66666667","16.66666667","17.28395062","20.98765432","1.25","2.4","1","1.12","0.466666667","1.36","0.566666667","80","40","41.48148148","50.37037037","38.27160494","91.85185185"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00207","","","","12","4","2","0","0","0","0","0","0.2","","","","0","0.2","0","","","","0","0","16.66666667","0","0","0.617283951","0","0","0","0","0","0.1","0.016666667","","0","0","3.703703704","0.617283951","3.703703704"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00208","","","","12","4","2","2","5","0","1.6","0","0.8","3","5","9","1.6","2.4","5","0.32","","0.32","2.5","66.66666667","16.66666667","4.938271605","4.938271605","2.469135802","0.416666667","2.5","0.416666667","0.8","0.133333333","0.4","0.066666667","100","29.62962963","29.62962963","14.81481481","7.407407407","44.44444444"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00209","","","","12","6","5","4","14","5","6.4","0.8","2","3","5","7","7.2","9.2","19","0.457142857","0.16","0.378947368","3.8","78.26086957","41.66666667","19.75308642","22.22222222","6.172839506","1.583333333","2.8","1.166666667","1.44","0.6","0.4","0.166666667","73.68421053","47.40740741","53.33333333","14.81481481","28.39506173","68.14814815"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00210","","","","12","4","2","2","2","0","0.2","0","0.4","1","5","3","0.2","0.6","2","0.1","","0.1","1","33.33333333","16.66666667","0.617283951","0.617283951","1.234567901","0.166666667","1","0.166666667","0.1","0.016666667","0.2","0.033333333","100","3.703703704","3.703703704","7.407407407","1.851851852","11.11111111"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00211","","","","12","6","4","4","13","4","4.4","0.2","1.6","1","3","3","4.6","6.2","17","0.338461538","0.05","0.270588235","4.25","74.19354839","33.33333333","13.58024691","14.19753086","4.938271605","1.416666667","3.25","1.083333333","1.15","0.383333333","0.4","0.133333333","76.47058824","40.74074074","42.59259259","14.81481481","19.13580247","57.40740741"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00212","","","","12","6","4","3","5","2","0.8","0.01","3.2","1","5","5","0.81","4.01","7","0.16","0.005","0.115714286","1.75","20.19950125","33.33333333","2.469135802","2.5","9.87654321","0.583333333","1.25","0.416666667","0.2025","0.0675","0.8","0.266666667","71.42857143","7.407407407","7.5","29.62962963","12.37654321","37.12962963"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00213","","","","12","3","2","0","0","0","0","0","3.2","","","","0","3.2","0","","","","0","0","16.66666667","0","0","9.87654321","0","0","0","0","0","1.6","0.266666667","","0","0","59.25925926","9.87654321","59.25925926"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00214","","","","12","7","6","3","4","5","1","0.4","2","1","5","5","1.4","3.4","9","0.25","0.08","0.155555556","1.5","41.17647059","50","3.086419753","4.320987654","6.172839506","0.75","0.666666667","0.333333333","0.233333333","0.116666667","0.333333333","0.166666667","44.44444444","6.172839506","8.641975309","12.34567901","10.49382716","20.98765432"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00215","","","","12","7","5","2","13","12","2.6","0.6","3.2","1","3","5","3.2","6.4","25","0.2","0.05","0.128","5","50","41.66666667","8.024691358","9.87654321","9.87654321","2.083333333","2.6","1.083333333","0.64","0.266666667","0.64","0.266666667","52","19.25925926","23.7037037","23.7037037","19.75308642","47.40740741"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00216","","","","12","3","2","2","9","2","4.8","0.02","2.8","1","3","3","4.82","7.62","11","0.533333333","0.01","0.438181818","5.5","63.25459318","16.66666667","14.81481481","14.87654321","8.641975309","0.916666667","4.5","0.75","2.41","0.401666667","1.4","0.233333333","81.81818182","88.88888889","89.25925926","51.85185185","23.51851852","141.1111111"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00217","","","","12","2","1","1","4","3","2.2","0.4","1.6","1","3","3","2.6","4.2","7","0.55","0.133333333","0.371428571","7","61.9047619","8.333333333","6.790123457","8.024691358","4.938271605","0.583333333","4","0.333333333","2.6","0.216666667","1.6","0.133333333","57.14285714","81.48148148","96.2962963","59.25925926","12.96296296","155.5555556"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00218","","","","12","3","1","1","3","0","1.8","0","2","1","5","3","1.8","3.8","3","0.6","","0.6","3","47.36842105","8.333333333","5.555555556","5.555555556","6.172839506","0.25","3","0.25","1.8","0.15","2","0.166666667","100","66.66666667","66.66666667","74.07407407","11.72839506","140.7407407"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00219","","","","12","8","6","5","8","4","1.8","0.2","4.4","1","5","3","2","6.4","12","0.225","0.05","0.166666667","2","31.25","50","5.555555556","6.172839506","13.58024691","1","1.333333333","0.666666667","0.333333333","0.166666667","0.733333333","0.366666667","66.66666667","11.11111111","12.34567901","27.16049383","19.75308642","39.50617284"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00220","","","","12","6","4","4","5","2","1.3","0.3","3.6","1","5","5","1.6","5.2","7","0.26","0.15","0.228571429","1.75","30.76923077","33.33333333","4.012345679","4.938271605","11.11111111","0.583333333","1.25","0.416666667","0.4","0.133333333","0.9","0.3","71.42857143","12.03703704","14.81481481","33.33333333","16.04938272","48.14814815"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00221","","","","12","5","3","3","4","0","0.6","0","1","1","5","5","0.6","1.6","4","0.15","","0.15","1.333333333","37.5","25","1.851851852","1.851851852","3.086419753","0.333333333","1.333333333","0.333333333","0.2","0.05","0.333333333","0.083333333","100","7.407407407","7.407407407","12.34567901","4.938271605","19.75308642"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00222","","","","12","8","6","5","17","4","2.2","0.06","4","1","3","3","2.26","6.26","21","0.129411765","0.015","0.107619048","3.5","36.10223642","50","6.790123457","6.975308642","12.34567901","1.75","2.833333333","1.416666667","0.376666667","0.188333333","0.666666667","0.333333333","80.95238095","13.58024691","13.95061728","24.69135802","19.32098765","38.64197531"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00223","","","","12","7","6","6","13","11","1.4","0.2","6","1","3","3","1.6","7.6","24","0.107692308","0.018181818","0.066666667","4","21.05263158","50","4.320987654","4.938271605","18.51851852","2","2.166666667","1.083333333","0.266666667","0.133333333","1","0.5","54.16666667","8.641975309","9.87654321","37.03703704","23.45679012","46.91358025"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00224","","","","12","5","3","3","21","12","8","0.8","2.8","3","3","3","8.8","11.6","33","0.380952381","0.066666667","0.266666667","11","75.86206897","25","24.69135802","27.16049383","8.641975309","2.75","7","1.75","2.933333333","0.733333333","0.933333333","0.233333333","63.63636364","98.7654321","108.6419753","34.56790123","35.80246914","143.2098765"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00225","","","","12","4","4","0","0","0","0","0","2.4","","","","0","2.4","0","","","","0","0","33.33333333","0","0","7.407407407","0","0","0","0","0","0.6","0.2","","0","0","22.22222222","7.407407407","22.22222222"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00226","","","","12","6","6","4","10","8","6","0.1","1.8","1","3","3","6.1","7.9","18","0.6","0.0125","0.338888889","3","77.21518987","50","18.51851852","18.82716049","5.555555556","1.5","1.666666667","0.833333333","1.016666667","0.508333333","0.3","0.15","55.55555556","37.03703704","37.65432099","11.11111111","24.38271605","48.7654321"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00227","","","","12","4","4","4","7","11","1","0.5","2","1","5","5","1.5","3.5","18","0.142857143","0.045454545","0.083333333","4.5","42.85714286","33.33333333","3.086419753","4.62962963","6.172839506","1.5","1.75","0.583333333","0.375","0.125","0.5","0.166666667","38.88888889","9.259259259","13.88888889","18.51851852","10.80246914","32.40740741"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00228","","","","12","4","4","4","12","14","1.8","1","0.8","1","5","5","2.8","3.6","26","0.15","0.071428571","0.107692308","6.5","77.77777778","33.33333333","5.555555556","8.641975309","2.469135802","2.166666667","3","1","0.7","0.233333333","0.2","0.066666667","46.15384615","16.66666667","25.92592593","7.407407407","11.11111111","33.33333333"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00229","","","","12","3","3","3","13","0","4.4","0","2","1","3","3","4.4","6.4","13","0.338461538","","0.338461538","4.333333333","68.75","25","13.58024691","13.58024691","6.172839506","1.083333333","4.333333333","1.083333333","1.466666667","0.366666667","0.666666667","0.166666667","100","54.32098765","54.32098765","24.69135802","19.75308642","79.01234568"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00230","","","","12","4","4","2","5","2","1.2","0.02","1.7","1","5","3","1.22","2.92","7","0.24","0.01","0.174285714","1.75","41.78082192","33.33333333","3.703703704","3.765432099","5.24691358","0.583333333","1.25","0.416666667","0.305","0.101666667","0.425","0.141666667","71.42857143","11.11111111","11.2962963","15.74074074","9.012345679","27.03703704"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00231","","","","12","4","4","4","18","6","6.6","0.6","3.4","1","3","7","7.2","10.6","24","0.366666667","0.1","0.3","6","67.9245283","33.33333333","20.37037037","22.22222222","10.49382716","2","4.5","1.5","1.8","0.6","0.85","0.283333333","75","61.11111111","66.66666667","31.48148148","32.71604938","98.14814815"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00232","","","","12","4","4","3","7","6","1","0.7","1.8","1","3","3","1.7","3.5","13","0.142857143","0.116666667","0.130769231","3.25","48.57142857","33.33333333","3.086419753","5.24691358","5.555555556","1.083333333","1.75","0.583333333","0.425","0.141666667","0.45","0.15","53.84615385","9.259259259","15.74074074","16.66666667","10.80246914","32.40740741"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00233","","","","12","2","2","1","1","2","1.1","0.1","1.6","1","5","5","1.2","2.8","3","1.1","0.05","0.4","1.5","42.85714286","16.66666667","3.395061728","3.703703704","4.938271605","0.25","0.5","0.083333333","0.6","0.1","0.8","0.133333333","33.33333333","20.37037037","22.22222222","29.62962963","8.641975309","51.85185185"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00234","","","","12","3","3","3","11","4","2","0.6","1.2","1","3","3","2.6","3.8","15","0.181818182","0.15","0.173333333","5","68.42105263","25","6.172839506","8.024691358","3.703703704","1.25","3.666666667","0.916666667","0.866666667","0.216666667","0.4","0.1","73.33333333","24.69135802","32.09876543","14.81481481","11.72839506","46.91358025"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00235","","","","12","4","4","3","3","1","1.1","0.1","2.4","1","3","5","1.2","3.6","4","0.366666667","0.1","0.3","1","33.33333333","33.33333333","3.395061728","3.703703704","7.407407407","0.333333333","0.75","0.25","0.3","0.1","0.6","0.2","75","10.18518519","11.11111111","22.22222222","11.11111111","33.33333333"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00236","","","","12","4","4","4","22","8","3.2","0.6","2.4","1","3","5","3.8","6.2","30","0.145454545","0.075","0.126666667","7.5","61.29032258","33.33333333","9.87654321","11.72839506","7.407407407","2.5","5.5","1.833333333","0.95","0.316666667","0.6","0.2","73.33333333","29.62962963","35.18518519","22.22222222","19.13580247","57.40740741"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00237","","","","12","4","4","4","13","4","2.4","0.4","2.6","1","3","5","2.8","5.4","17","0.184615385","0.1","0.164705882","4.25","51.85185185","33.33333333","7.407407407","8.641975309","8.024691358","1.416666667","3.25","1.083333333","0.7","0.233333333","0.65","0.216666667","76.47058824","22.22222222","25.92592593","24.07407407","16.66666667","50"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00238","","","","12","2","2","2","6","2","1.8","0.2","1.6","1","3","3","2","3.6","8","0.3","0.1","0.25","4","55.55555556","16.66666667","5.555555556","6.172839506","4.938271605","0.666666667","3","0.5","1","0.166666667","0.8","0.133333333","75","33.33333333","37.03703704","29.62962963","11.11111111","66.66666667"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00239","","","","12","5","5","4","14","6","1.8","0.2","11.6","1","5","3","2","13.6","20","0.128571429","0.033333333","0.1","4","14.70588235","41.66666667","5.555555556","6.172839506","35.80246914","1.666666667","2.8","1.166666667","0.4","0.166666667","2.32","0.966666667","70","13.33333333","14.81481481","85.92592593","41.97530864","100.7407407"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00240","","","","12","4","4","4","26","7","4.2","0.1","3.2","1","3","3","4.3","7.5","33","0.161538462","0.014285714","0.13030303","8.25","57.33333333","33.33333333","12.96296296","13.27160494","9.87654321","2.75","6.5","2.166666667","1.075","0.358333333","0.8","0.266666667","78.78787879","38.88888889","39.81481481","29.62962963","23.14814815","69.44444444"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00241","","","","12","2","2","2","6","1","2","0.06","1.2","1","3","3","2.06","3.26","7","0.333333333","0.06","0.294285714","3.5","63.19018405","16.66666667","6.172839506","6.358024691","3.703703704","0.583333333","3","0.5","1.03","0.171666667","0.6","0.1","85.71428571","37.03703704","38.14814815","22.22222222","10.0617284","60.37037037"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00242","","","","12","2","2","2","6","2","0.8","0.2","0.6","3","5","5","1","1.6","8","0.133333333","0.1","0.125","4","62.5","16.66666667","2.469135802","3.086419753","1.851851852","0.666666667","3","0.5","0.5","0.083333333","0.3","0.05","75","14.81481481","18.51851852","11.11111111","4.938271605","29.62962963"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00243","","","","12","4","4","2","12","4","4","0.6","3","1","3","5","4.6","7.6","16","0.333333333","0.15","0.2875","4","60.52631579","33.33333333","12.34567901","14.19753086","9.259259259","1.333333333","3","1","1.15","0.383333333","0.75","0.25","75","37.03703704","42.59259259","27.77777778","23.45679012","70.37037037"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00244","","","","12","3","3","2","10","0","3","0","3.4","1","3","3","3","6.4","10","0.3","","0.3","3.333333333","46.875","25","9.259259259","9.259259259","10.49382716","0.833333333","3.333333333","0.833333333","1","0.25","1.133333333","0.283333333","100","37.03703704","37.03703704","41.97530864","19.75308642","79.01234568"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00245","","","","12","2","2","2","3","4","0.8","0.2","0.6","1","5","5","1","1.6","7","0.266666667","0.05","0.142857143","3.5","62.5","16.66666667","2.469135802","3.086419753","1.851851852","0.583333333","1.5","0.25","0.5","0.083333333","0.3","0.05","42.85714286","14.81481481","18.51851852","11.11111111","4.938271605","29.62962963"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00246","","","","12","5","5","4","29","9","6.4","0.4","3.6","1","3","5","6.8","10.4","38","0.220689655","0.044444444","0.178947368","7.6","65.38461538","41.66666667","19.75308642","20.98765432","11.11111111","3.166666667","5.8","2.416666667","1.36","0.566666667","0.72","0.3","76.31578947","47.40740741","50.37037037","26.66666667","32.09876543","77.03703704"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00247","","","","12","1","1","1","7","0","1.6","0","3.8","1","3","3","1.6","5.4","7","0.228571429","","0.228571429","7","29.62962963","8.333333333","4.938271605","4.938271605","11.72839506","0.583333333","7","0.583333333","1.6","0.133333333","3.8","0.316666667","100","59.25925926","59.25925926","140.7407407","16.66666667","200"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00248","","","","12","3","3","3","10","3","4.6","0.2","2.2","1","3","3","4.8","7","13","0.46","0.066666667","0.369230769","4.333333333","68.57142857","25","14.19753086","14.81481481","6.790123457","1.083333333","3.333333333","0.833333333","1.6","0.4","0.733333333","0.183333333","76.92307692","56.79012346","59.25925926","27.16049383","21.60493827","86.41975309"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00249","","","","12","1","1","1","2","0","0.4","0","1.8","1","5","3","0.4","2.2","2","0.2","","0.2","2","18.18181818","8.333333333","1.234567901","1.234567901","5.555555556","0.166666667","2","0.166666667","0.4","0.033333333","1.8","0.15","100","14.81481481","14.81481481","66.66666667","6.790123457","81.48148148"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00250","","","","12","5","5","3","10","1","4.6","0.04","5","1","5","3","4.64","9.64","11","0.46","0.04","0.421818182","2.2","48.13278008","41.66666667","14.19753086","14.32098765","15.43209877","0.916666667","2","0.833333333","0.928","0.386666667","1","0.416666667","90.90909091","34.07407407","34.37037037","37.03703704","29.75308642","71.40740741"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00251","","","","12","3","3","3","3","2","1","0.08","1.4","1","3","3","1.08","2.48","5","0.333333333","0.04","0.216","1.666666667","43.5483871","25","3.086419753","3.333333333","4.320987654","0.416666667","1","0.25","0.36","0.09","0.466666667","0.116666667","60","12.34567901","13.33333333","17.28395062","7.654320988","30.61728395"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00252","","","","12","4","4","2","4","1","4","0.01","4.2","1","5","3","4.01","8.21","5","1","0.01","0.802","1.25","48.84287454","33.33333333","12.34567901","12.37654321","12.96296296","0.416666667","1","0.333333333","1.0025","0.334166667","1.05","0.35","80","37.03703704","37.12962963","38.88888889","25.33950617","76.01851852"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00253","","","","12","4","4","4","20","3","4","0.2","1.2","1","3","9","4.2","5.4","23","0.2","0.066666667","0.182608696","5.75","77.77777778","33.33333333","12.34567901","12.96296296","3.703703704","1.916666667","5","1.666666667","1.05","0.35","0.3","0.1","86.95652174","37.03703704","38.88888889","11.11111111","16.66666667","50"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00254","","","","12","6","4","4","21","0","3","0","2.4","1","5","7","3","5.4","21","0.142857143","","0.142857143","5.25","55.55555556","33.33333333","9.259259259","9.259259259","7.407407407","1.75","5.25","1.75","0.75","0.25","0.6","0.2","100","27.77777778","27.77777778","22.22222222","16.66666667","50"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00255","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00256","","","","12","4","2","2","7","0","0.6","0","0.4","1","5","7","0.6","1","7","0.085714286","","0.085714286","3.5","60","16.66666667","1.851851852","1.851851852","1.234567901","0.583333333","3.5","0.583333333","0.3","0.05","0.2","0.033333333","100","11.11111111","11.11111111","7.407407407","3.086419753","18.51851852"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00257","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00258","","","","12","7","5","0","0","0","0","0","2","","","","0","2","0","","","","0","0","41.66666667","0","0","6.172839506","0","0","0","0","0","0.4","0.166666667","","0","0","14.81481481","6.172839506","14.81481481"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00259","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00260","","","","12","6","4","3","5","2","0.4","0.08","3.8","1","7","3","0.48","4.28","7","0.08","0.04","0.068571429","1.75","11.21495327","33.33333333","1.234567901","1.481481481","11.72839506","0.583333333","1.25","0.416666667","0.12","0.04","0.95","0.316666667","71.42857143","3.703703704","4.444444444","35.18518519","13.20987654","39.62962963"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00261","","","","12","7","5","3","5","2","0.7","0.04","0.8","1","3","7","0.74","1.54","7","0.14","0.02","0.105714286","1.4","48.05194805","41.66666667","2.160493827","2.283950617","2.469135802","0.583333333","1","0.416666667","0.148","0.061666667","0.16","0.066666667","71.42857143","5.185185185","5.481481481","5.925925926","4.75308642","11.40740741"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00262","","","","12","5","3","3","11","0","2","0","2.6","1","3","3","2","4.6","11","0.181818182","","0.181818182","3.666666667","43.47826087","25","6.172839506","6.172839506","8.024691358","0.916666667","3.666666667","0.916666667","0.666666667","0.166666667","0.866666667","0.216666667","100","24.69135802","24.69135802","32.09876543","14.19753086","56.79012346"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00263","","","","12","5","3","3","18","4","2.4","0.06","2.4","1","3","5","2.46","4.86","22","0.133333333","0.015","0.111818182","7.333333333","50.61728395","25","7.407407407","7.592592593","7.407407407","1.833333333","6","1.5","0.82","0.205","0.8","0.2","81.81818182","29.62962963","30.37037037","29.62962963","15","60"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00264","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00265","","","","12","8","6","4","13","3","2.8","0.2","5","1","5","3","3","8","16","0.215384615","0.066666667","0.1875","2.666666667","37.5","50","8.641975309","9.259259259","15.43209877","1.333333333","2.166666667","1.083333333","0.5","0.25","0.833333333","0.416666667","81.25","17.28395062","18.51851852","30.86419753","24.69135802","49.38271605"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00266","","","","12","4","2","0","0","0","0","0","0.6","","","","0","0.6","0","","","","0","0","16.66666667","0","0","1.851851852","0","0","0","0","0","0.3","0.05","","0","0","11.11111111","1.851851852","11.11111111"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00267","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00268","","","","12","3","2","1","2","0","0.2","0","3.4","1","7","3","0.2","3.6","2","0.1","","0.1","1","5.555555556","16.66666667","0.617283951","0.617283951","10.49382716","0.166666667","1","0.166666667","0.1","0.016666667","1.7","0.283333333","100","3.703703704","3.703703704","62.96296296","11.11111111","66.66666667"
