"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00092","","","","26","9","2","3","3","9","7","11","14","0.5","0.3","2.5","5","5","3","50.7","13","1","9","9","1","5.37","2","1.35","23.257","11.03","57.14","6","9.16","5.35","0.8","3.3","25","0.045454545","0.021428571","0.032","2.777777778","0.961538462","1.222222222","0.423076923","0.088888889","0.030769231","0.277777778","0.096153846","44","24.24242424","34.61538462","25.64102564","0.205128205","0.712250712","2.057613169","1.13960114","3.29218107","3.561253561","10.28806584","0.29220542","0.844148992","4.700854701","13.58024691"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00093","","","","26","17","1","1","7","17","11","24","4","4","1","20","3","3","1","50.9","19.4","1","9","9","1","3.44","1.4","0.9","38.108","","68.17","3.58","5.42","5.87","5","25","28","0.166666667","0.25","0.178571429","1.647058824","1.076923077","1.411764706","0.923076923","0.294117647","0.192307692","1.176470588","0.769230769","85.71428571","20","65.38461538","38.11394892","1.905697446","5.698005698","8.71459695","7.122507123","10.89324619","28.49002849","43.57298475","2.714668726","4.151846288","35.61253561","54.46623094"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00094","","","","26","14","1","1","5","6","1","1","0","0.4","0","4","3","3","1","50.7","11.2","1","7","7","5","5.83","2.06","1.21","13.16","3.03","46.04","9.73","14.19","8.38","0.4","4.4","1","0.4","","0.4","0.166666667","0.038461538","0.166666667","0.038461538","0.066666667","0.015384615","0.666666667","0.153846154","100","9.090909091","23.07692308","22.09072978","0.088362919","0.56980057","2.469135802","0.56980057","2.469135802","5.698005698","24.69135802","0.125873104","0.545450118","6.267806268","27.16049383"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00095","","","","26","16","1","1","4","8","5","8","6","1","0.4","1.5","3","3","1","50.2","12.5","1","7","7","3","3.76","1.79","0.92","24.234","14.37","52.23","8.56","12.38","7.96","1.4","2.9","14","0.125","0.066666667","0.1","1.75","0.538461538","1","0.307692308","0.175","0.053846154","0.1875","0.057692308","57.14285714","48.27586207","30.76923077","24.90039841","0.348605578","1.424501425","4.62962963","1.994301994","6.481481481","2.136752137","6.944444444","0.496589142","1.613914712","4.131054131","13.42592593"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00096","","","","26","15","1","1","6","15","1","2","0","0.5","0","2","5","5","1","","","","","","","","","","","","","","","","0.5","2.5","2","0.25","","0.25","0.133333333","0.076923077","0.133333333","0.076923077","0.033333333","0.019230769","0.133333333","0.076923077","100","20","57.69230769","","","0.712250712","1.234567901","0.712250712","1.234567901","2.849002849","4.938271605","","","3.561253561","6.172839506"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00097","","","","26","19","1","1","5","10","5","9","12","1.3","0.8","6","3","3","3","29","7.1","3","7","7","5","5.02","2.41","1.37","36.018","12.39","51.01","6.74","10.08","12.1","2.1","8.1","21","0.144444444","0.066666667","0.1","2.1","0.807692308","0.9","0.346153846","0.21","0.080769231","0.6","0.230769231","42.85714286","25.92592593","38.46153846","24.48275862","0.514137931","1.851851852","4.814814815","2.991452991","7.777777778","8.547008547","22.22222222","0.732390215","1.904214559","11.53846154","30"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00098","","","","26","11","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00099","","","","26","8","1","1","4","7","4","2","2","0.5","0.3","2.3","5","5","1","50.2","11.4","1","5","5","5","3.72","1.93","1.06","29.485","14.37","47.69","10.27","14.33","6.6","0.8","3.1","4","0.25","0.15","0.2","0.571428571","0.153846154","0.285714286","0.076923077","0.114285714","0.030769231","0.328571429","0.088461538","50","25.80645161","26.92307692","22.70916335","0.181673307","0.712250712","2.645502646","1.13960114","4.232804233","3.276353276","12.16931217","0.258793884","0.961234427","4.415954416","16.4021164"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00100","","","","26","12","1","3","4","9","9","18","15","2.5","0.8","2","3","3","1","34.1","7.3","1","7","5","5","5.61","2.07","1.09","25.674","12.39","46.3","11.1","15.35","4.13","3.3","5.3","33","0.138888889","0.053333333","0.1","3.666666667","1.269230769","2","0.692307692","0.366666667","0.126923077","0.222222222","0.076923077","54.54545455","62.26415094","34.61538462","21.40762463","0.706451613","3.561253561","10.28806584","4.700854701","13.58024691","2.849002849","8.230452675","1.006341329","2.907208284","7.54985755","21.81069959"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00101","","","","26","17","1","1","2","3","2","0","4","0","0.3","0.2","5","5","1","","","","","","","","","","","","","","","","0.3","0.5","4","","0.075","0.075","1.333333333","0.153846154","0","0","0.1","0.011538462","0.066666667","0.007692308","0","60","11.53846154","","","0","0","0.427350427","3.703703704","0.284900285","2.469135802","","","0.712250712","6.172839506"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00102","","","","26","22","1","3","6","15","2","0","10","0","0.5","1.5","5","5","1","50.5","15.6","1","7","7","5","2.82","1.46","0.93","13.14","3.03","59.43","7.54","10.89","5.45","0.5","2","10","","0.05","0.05","0.666666667","0.384615385","0","0","0.033333333","0.019230769","0.1","0.057692308","0","25","57.69230769","30.89108911","0.154455446","0","0","0.712250712","1.234567901","2.136752137","3.703703704","0.220022002","0.38137147","2.849002849","4.938271605"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00103","","","","26","17","1","1","5","17","13","17","25","2.3","1.2","1.5","5","3","1","29.5","7.9","1","5","9","3","4.67","2.04","1.3","37.239","14.37","56.17","4.58","6.87","10.96","3.5","5","42","0.135294118","0.048","0.083333333","2.470588235","1.615384615","1","0.653846154","0.205882353","0.134615385","0.088235294","0.057692308","40.47619048","70","65.38461538","26.77966102","0.937288136","3.276353276","5.010893246","4.985754986","7.625272331","2.136752137","3.267973856","1.335168284","2.042022082","7.122507123","10.89324619"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00104","","","","26","18","1","1","8","16","13","11","20","1.8","1.3","2.5","3","5","1","50.2","15.5","1","7","9","1","3.1","1.6","1.03","20.528","1.74","58","7.72","11.14","4.54","3.1","5.6","31","0.163636364","0.065","0.1","1.9375","1.192307692","0.6875","0.423076923","0.19375","0.119230769","0.15625","0.096153846","35.48387097","55.35714286","61.53846154","30.87649402","0.957171315","2.564102564","4.166666667","4.415954416","7.175925926","3.561253561","5.787037037","1.363491901","2.21567434","7.977207977","12.96296296"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00105","","","","26","18","1","1","6","18","14","14","32","1","0.9","8.5","7","3","1","46.9","8","1","7","7","3","4.33","2.04","1.18","45.83","12.39","47.11","10.15","14.59","6.39","1.9","10.4","46","0.071428571","0.028125","0.041304348","2.555555556","1.769230769","0.777777778","0.538461538","0.105555556","0.073076923","0.472222222","0.326923077","30.43478261","18.26923077","69.23076923","17.0575693","0.324093817","1.424501425","2.057613169","2.706552707","3.909465021","12.10826211","17.48971193","0.461672103","0.666859705","14.81481481","21.39917695"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00106","","","","26","6","1","3","3","5","2","0","4","0","0.5","3","5","5","1","","","","","","","","","","","","","","","","0.5","3.5","4","","0.125","0.125","0.8","0.153846154","0","0","0.1","0.019230769","0.6","0.115384615","0","14.28571429","19.23076923","","","0","0","0.712250712","3.703703704","4.273504274","22.22222222","","","4.985754986","25.92592593"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00107","","","","26","10","2","4","2","5","1","1","1","0.3","0.1","2.5","3","3","1","50.8","11.7","1","9","9","1","3.53","1.95","1.11","27.296","1.76","50.67","10.44","14.94","4.6","0.4","2.9","2","0.3","0.1","0.2","0.4","0.076923077","0.2","0.038461538","0.08","0.015384615","0.5","0.096153846","50","13.79310345","19.23076923","23.03149606","0.092125984","0.427350427","2.222222222","0.56980057","2.962962963","3.561253561","18.51851852","0.131233596","0.682414698","4.131054131","21.48148148"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00108","","","","26","15","1","1","6","15","12","22","18","2.3","1.5","5","3","3","1","34.8","11","3","7","9","3","5.64","2","1.49","23.704","5.49","62.4","3.03","5.58","8.16","3.8","8.8","40","0.104545455","0.083333333","0.095","2.666666667","1.538461538","1.466666667","0.846153846","0.253333333","0.146153846","0.333333333","0.192307692","55","43.18181818","57.69230769","31.6091954","1.201149425","3.276353276","5.679012346","5.413105413","9.382716049","7.122507123","12.34567901","1.711039067","2.96580105","12.53561254","21.72839506"
