"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2018OHW-PT01","","","","","","","","","GHP2018OHW-PT01-00019","","","","3","1","0","1","2","10","1","1","5","7","4","0","0.1","2","0.1","2.1","1","","0.1","0.1","0.5","0.1","0","0","0.05","0.01","1","0.2","0","4.761904762","20","0","0","0.333333333","1.666666667","6.666666667","33.33333333","7","35"
"","","GHP2018OHW-PT01","","","","","","","","","GHP2018OHW-PT01-00002","","","","3","1","24","4","10","10","10","1","2","1","4","2.6","1.8","7","4.4","11.4","28","0.108333333","0.45","0.157142857","2.8","2.8","2.4","2.4","0.44","0.44","0.7","0.7","85.71428571","38.59649123","100","8.666666667","8.666666667","14.66666667","14.66666667","23.33333333","23.33333333","38","38"
"","","GHP2018OHW-PT01","","","","","","","","","GHP2018OHW-PT01-00020","","","","1","1","","","2","10","","1","5","7","4","","","0.5","","","","","","","","","","","","","0.25","0.05","","","20","","","","","1.666666667","8.333333333","",""
"","","GHP2018OHW-PT01","","","","","","","","","GHP2018OHW-PT01-00021","","","","3","1","19","7","10","10","10","1","3","1","3","4.2","0.4","9.5","4.6","14.1","26","0.221052632","0.057142857","0.176923077","2.6","2.6","1.9","1.9","0.46","0.46","0.95","0.95","73.07692308","32.62411348","100","14","14","15.33333333","15.33333333","31.66666667","31.66666667","47","47"
"","","GHP2018OHW-PT01","","","","","","","","","GHP2018OHW-PT01-00022","","","","1","1","11","2","8","10","8","1","3","3","2","1.6","0.6","10","2.2","12.2","13","0.145454545","0.3","0.169230769","1.625","1.3","1.375","1.1","0.275","0.22","1.25","1","84.61538462","18.03278689","80","5.333333333","6.666666667","7.333333333","9.166666667","33.33333333","41.66666667","40.66666667","50.83333333"
"","","GHP2018OHW-PT01","","","","","","","","","GHP2018OHW-PT01-00023","","","","1","1","17","12","10","10","10","1","3","3","2","3","0.3","18","3.3","21.3","29","0.176470588","0.025","0.113793103","2.9","2.9","1.7","1.7","0.33","0.33","1.8","1.8","58.62068966","15.49295775","100","10","10","11","11","60","60","71","71"
"","","GHP2018OHW-PT01","","","","","","","","","GHP2018OHW-PT01-00024","","","","3","1","15","13","10","10","10","1","2","1","4","4.1","0.8","7.5","4.9","12.4","28","0.273333333","0.061538462","0.175","2.8","2.8","1.5","1.5","0.49","0.49","0.75","0.75","53.57142857","39.51612903","100","13.66666667","13.66666667","16.33333333","16.33333333","25","25","41.33333333","41.33333333"
"","","GHP2018OHW-PT01","","","","","","","","","GHP2018OHW-PT01-00025","","","","3","1","20","4","10","10","10","1","3","3","3","5.1","0.1","8","5.2","13.2","24","0.255","0.025","0.216666667","2.4","2.4","2","2","0.52","0.52","0.8","0.8","83.33333333","39.39393939","100","17","17","17.33333333","17.33333333","26.66666667","26.66666667","44","44"
"","","GHP2018OHW-PT01","","","","","","","","","GHP2018OHW-PT01-00026","","","","3","1","15","20","10","10","10","1","3","1","1","4.1","1.2","12.5","5.3","17.8","35","0.273333333","0.06","0.151428571","3.5","3.5","1.5","1.5","0.53","0.53","1.25","1.25","42.85714286","29.7752809","100","13.66666667","13.66666667","17.66666667","17.66666667","41.66666667","41.66666667","59.33333333","59.33333333"
"","","GHP2018OHW-PT01","","","","","","","","","GHP2018OHW-PT01-00027","","","","3","1","16","12","10","10","10","1","2","1","4","7.5","0.8","5","8.3","13.3","28","0.46875","0.066666667","0.296428571","2.8","2.8","1.6","1.6","0.83","0.83","0.5","0.5","57.14285714","62.40601504","100","25","25","27.66666667","27.66666667","16.66666667","16.66666667","44.33333333","44.33333333"
"","","GHP2018OHW-PT01","","","","","","","","","GHP2018OHW-PT01-00028","","","","3","1","4","6","7","10","5","1","3","3","5","0.5","0.1","7.5","0.6","8.1","10","0.125","0.016666667","0.06","1.428571429","1","0.571428571","0.4","0.085714286","0.06","1.071428571","0.75","40","7.407407407","70","1.666666667","2.380952381","2","2.857142857","25","35.71428571","27","38.57142857"
"","","GHP2018OHW-PT01","","","","","","","","","GHP2018OHW-PT01-00029","","","","3","","0","0","1","10","0","","","","7","0","0","0.3","0","0.3","0","","","","0","0","0","0","0","0","0.3","0.03","","0","10","0","0","0","0","1","10","1","10"
"","","GHP2018OHW-PT01","","","","","","","","","GHP2018OHW-PT01-00003","","","","1","1","26","9","10","10","10","1","3","1","3","6.9","0.7","11.5","7.6","19.1","35","0.265384615","0.077777778","0.217142857","3.5","3.5","2.6","2.6","0.76","0.76","1.15","1.15","74.28571429","39.79057592","100","23","23","25.33333333","25.33333333","38.33333333","38.33333333","63.66666667","63.66666667"
"","","GHP2018OHW-PT01","","","","","","","","","GHP2018OHW-PT01-00030","","","","3","3","5","1","4","10","4","1","3","1","3","7.5","0.1","7.5","7.6","15.1","6","1.5","0.1","1.266666667","1.5","0.6","1.25","0.5","1.9","0.76","1.875","0.75","83.33333333","50.33112583","40","25","62.5","25.33333333","63.33333333","25","62.5","50.33333333","125.8333333"
"","","GHP2018OHW-PT01","","","","","","","","","GHP2018OHW-PT01-00031","","","","","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018OHW-PT01","","","","","","","","","GHP2018OHW-PT01-00032","","","","3","1","","","2","10","2","1","4","7","3","","","15.5","","","","","","","","","","","","","7.75","1.55","","","20","","","","","51.66666667","258.3333333","",""
"","","GHP2018OHW-PT01","","","","","","","","","GHP2018OHW-PT01-00033","","","","","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018OHW-PT01","","","","","","","","","GHP2018OHW-PT01-00034","","","","3","1","3","8","9","10","9","1","3","3","3","1.8","0.3","5","2.1","7.1","11","0.6","0.0375","0.190909091","1.222222222","1.1","0.333333333","0.3","0.233333333","0.21","0.555555556","0.5","27.27272727","29.57746479","90","6","6.666666667","7","7.777777778","16.66666667","18.51851852","23.66666667","26.2962963"
"","","GHP2018OHW-PT01","","","","","","","","","GHP2018OHW-PT01-00035","","","","3","1","27","15","10","10","10","1","2","1","3","7.4","0.6","10.5","8","18.5","42","0.274074074","0.04","0.19047619","4.2","4.2","2.7","2.7","0.8","0.8","1.05","1.05","64.28571429","43.24324324","100","24.66666667","24.66666667","26.66666667","26.66666667","35","35","61.66666667","61.66666667"
"","","GHP2018OHW-PT01","","","","","","","","","GHP2018OHW-PT01-00036","","","","3","1","2","7","10","10","7","1","5","5","4","0.2","0.1","16","0.3","16.3","9","0.1","0.014285714","0.033333333","0.9","0.9","0.2","0.2","0.03","0.03","1.6","1.6","22.22222222","1.840490798","100","0.666666667","0.666666667","1","1","53.33333333","53.33333333","54.33333333","54.33333333"
"","","GHP2018OHW-PT01","","","","","","","","","GHP2018OHW-PT01-00037","","","","3","1","13","18","8","10","8","1","3","3","5","1.9","0.6","3.5","2.5","6","31","0.146153846","0.033333333","0.080645161","3.875","3.1","1.625","1.3","0.3125","0.25","0.4375","0.35","41.93548387","41.66666667","80","6.333333333","7.916666667","8.333333333","10.41666667","11.66666667","14.58333333","20","25"
"","","GHP2018OHW-PT01","","","","","","","","","GHP2018OHW-PT01-00038","","","","3","1","14","16","10","10","10","1","4","3","6","2.3","0.5","2","2.8","4.8","30","0.164285714","0.03125","0.093333333","3","3","1.4","1.4","0.28","0.28","0.2","0.2","46.66666667","58.33333333","100","7.666666667","7.666666667","9.333333333","9.333333333","6.666666667","6.666666667","16","16"
"","","GHP2018OHW-PT01","","","","","","","","","GHP2018OHW-PT01-00039","","","","3","1","20","30","10","10","10","1","3","3","5","4.5","1.3","3.5","5.8","9.3","50","0.225","0.043333333","0.116","5","5","2","2","0.58","0.58","0.35","0.35","40","62.3655914","100","15","15","19.33333333","19.33333333","11.66666667","11.66666667","31","31"
"","","GHP2018OHW-PT01","","","","","","","","","GHP2018OHW-PT01-00004","","","","1","1","17","1","10","10","10","1","2","1","3","6.4","0.9","11","7.3","18.3","18","0.376470588","0.9","0.405555556","1.8","1.8","1.7","1.7","0.73","0.73","1.1","1.1","94.44444444","39.89071038","100","21.33333333","21.33333333","24.33333333","24.33333333","36.66666667","36.66666667","61","61"
"","","GHP2018OHW-PT01","","","","","","","","","GHP2018OHW-PT01-00040","","","","3","1","8","11","10","10","10","1","3","3","3","2.5","0.4","8","2.9","10.9","19","0.3125","0.036363636","0.152631579","1.9","1.9","0.8","0.8","0.29","0.29","0.8","0.8","42.10526316","26.60550459","100","8.333333333","8.333333333","9.666666667","9.666666667","26.66666667","26.66666667","36.33333333","36.33333333"
"","","GHP2018OHW-PT01","","","","","","","","","GHP2018OHW-PT01-00041","","","","3","1","5","15","9","10","6","1","4","5","4","0.4","0.4","5.5","0.8","6.3","20","0.08","0.026666667","0.04","2.222222222","2","0.555555556","0.5","0.088888889","0.08","0.611111111","0.55","25","12.6984127","90","1.333333333","1.481481481","2.666666667","2.962962963","18.33333333","20.37037037","21","23.33333333"
"","","GHP2018OHW-PT01","","","","","","","","","GHP2018OHW-PT01-00042","","","","3","1","16","20","10","10","10","1","3","1","3","3.7","1.7","9.5","5.4","14.9","36","0.23125","0.085","0.15","3.6","3.6","1.6","1.6","0.54","0.54","0.95","0.95","44.44444444","36.24161074","100","12.33333333","12.33333333","18","18","31.66666667","31.66666667","49.66666667","49.66666667"
"","","GHP2018OHW-PT01","","","","","","","","","GHP2018OHW-PT01-00043","","","","3","1","18","40","10","10","10","1","3","1","3","4.2","2.5","11.5","6.7","18.2","58","0.233333333","0.0625","0.115517241","5.8","5.8","1.8","1.8","0.67","0.67","1.15","1.15","31.03448276","36.81318681","100","14","14","22.33333333","22.33333333","38.33333333","38.33333333","60.66666667","60.66666667"
"","","GHP2018OHW-PT01","","","","","","","","","GHP2018OHW-PT01-00044","","","","1","1","11","12","10","10","10","1","4","1","3","2.4","0.7","16.5","3.1","19.6","23","0.218181818","0.058333333","0.134782609","2.3","2.3","1.1","1.1","0.31","0.31","1.65","1.65","47.82608696","15.81632653","100","8","8","10.33333333","10.33333333","55","55","65.33333333","65.33333333"
"","","GHP2018OHW-PT01","","","","","","","","","GHP2018OHW-PT01-00005","","","","1","1","0","2","7","10","3","1","5","7","3","0","0.6","9.5","0.6","10.1","2","","0.3","0.3","0.285714286","0.2","0","0","0.085714286","0.06","1.357142857","0.95","0","5.940594059","70","0","0","2","2.857142857","31.66666667","45.23809524","33.66666667","48.0952381"
"","","GHP2018OHW-PT01","","","","","","","","","GHP2018OHW-PT01-00006","","","","1","1","35","1","10","10","10","1","2","1","2","14.1","0.3","29","14.4","43.4","36","0.402857143","0.3","0.4","3.6","3.6","3.5","3.5","1.44","1.44","2.9","2.9","97.22222222","33.1797235","100","47","47","48","48","96.66666667","96.66666667","144.6666667","144.6666667"
"","","GHP2018OHW-PT01","","","","","","","","","GHP2018OHW-PT01-00007","","","","1","1","16","1","10","10","10","1","3","1","3","5.3","0.9","13.5","6.2","19.7","17","0.33125","0.9","0.364705882","1.7","1.7","1.6","1.6","0.62","0.62","1.35","1.35","94.11764706","31.47208122","100","17.66666667","17.66666667","20.66666667","20.66666667","45","45","65.66666667","65.66666667"
"","","GHP2018OHW-PT01","","","","","","","","","GHP2018OHW-PT01-00008","","","","3","1","22","2","10","10","10","1","3","1","5","3.8","1.5","3.5","5.3","8.8","24","0.172727273","0.75","0.220833333","2.4","2.4","2.2","2.2","0.53","0.53","0.35","0.35","91.66666667","60.22727273","100","12.66666667","12.66666667","17.66666667","17.66666667","11.66666667","11.66666667","29.33333333","29.33333333"
"","","GHP2018OHW-PT01","","","","","","","","","GHP2018OHW-PT01-00009","","","","","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
