"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00255","","","","","","","","1","1","2","16","5","10","3","1","","4","9","4","0.4","0.8","15","1.2","16.2","18","0.2","0.05","0.066666667","3.6","1.8","0.4","0.2","0.24","0.12","3","1.5","11.11111111","7.407407407","50","","","1.333333333","2.666666667","4","8","50","100","","","54","108"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00256","","","","","","","","","","0","0","","10","0","","","","6","6","0","0","5.5","0","5.5","0","","","","","0","","0","","0","","0.55","","0","","","","0","","0","","18.33333333","","","","18.33333333",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00257","","","","","","","","","","","","3","10","","","","","1","9","","","","","","","","","","","","","","","","","","","","30","","","","","","","","","","","",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00258","","","","","","","","1","1","6","18","10","10","6","1","","6","8","5","1.7","0.8","7.6","2.5","10.1","24","0.283333333","0.044444444","0.104166667","2.4","2.4","0.6","0.6","0.25","0.25","0.76","0.76","25","24.75247525","100","","","5.666666667","5.666666667","8.333333333","8.333333333","25.33333333","25.33333333","","","33.66666667","33.66666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00259","","","","","","","","","","0","0","1","10","0","","","","1","9","0","0","1.5","0","1.5","0","","","","0","0","0","0","0","0","1.5","0.15","","0","10","","","0","0","0","0","5","50","","","5","50"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00026","","","","","","","","1","1","1","17","3","10","3","1","","4","3","8","0.1","0.6","1.7","0.7","2.4","18","0.1","0.035294118","0.038888889","6","1.8","0.333333333","0.1","0.233333333","0.07","0.566666667","0.17","5.555555556","29.16666667","30","","","0.333333333","1.111111111","2.333333333","7.777777778","5.666666667","18.88888889","","","8","26.66666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00260","","","","","","","","1","1","0","6","2","10","1","1","","2","8","2","0","0.3","11.8","0.3","12.1","6","","0.05","0.05","3","0.6","0","0","0.15","0.03","5.9","1.18","0","2.479338843","20","","","0","0","1","5","39.33333333","196.6666667","","","40.33333333","201.6666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00261","","","","","","","","1","1","3","11","10","10","5","1","","5","8","3","0.5","0.4","10.3","0.9","11.2","14","0.166666667","0.036363636","0.064285714","1.4","1.4","0.3","0.3","0.09","0.09","1.03","1.03","21.42857143","8.035714286","100","","","1.666666667","1.666666667","3","3","34.33333333","34.33333333","","","37.33333333","37.33333333"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00262","","","","","","","","1","1","0","12","5","10","4","1","","2","4","7","0","0.8","1","0.8","1.8","12","","0.066666667","0.066666667","2.4","1.2","0","0","0.16","0.08","0.2","0.1","0","44.44444444","50","","","0","0","2.666666667","5.333333333","3.333333333","6.666666667","","","6","12"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00263","","","","","","","","","","0","0","0","10","0","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00264","","","","","","","","","","0","0","1","10","0","","","","7","4","0","0","9.9","0","9.9","0","","","","0","0","0","0","0","0","9.9","0.99","","0","10","","","0","0","0","0","33","330","","","33","330"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00265","","","","","","","","1","1","0","7","4","10","2","1","","2","1","9","0","0.3","3.6","0.3","3.9","7","","0.042857143","0.042857143","1.75","0.7","0","0","0.075","0.03","0.9","0.36","0","7.692307692","40","","","0","0","1","2.5","12","30","","","13","32.5"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00266","","","","","","","","1","1","0","9","7","10","3","1","","4","4","8","0","0.4","5.3","0.4","5.7","9","","0.044444444","0.044444444","1.285714286","0.9","0","0","0.057142857","0.04","0.757142857","0.53","0","7.01754386","70","","","0","0","1.333333333","1.904761905","17.66666667","25.23809524","","","19","27.14285714"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00267","","","","","","","","4","1","0","1","2","10","1","1","","2","8","2","0","0.1","4","0.1","4.1","1","","0.1","0.1","0.5","0.1","0","0","0.05","0.01","2","0.4","0","2.43902439","20","","","0","0","0.333333333","1.666666667","13.33333333","66.66666667","","","13.66666667","68.33333333"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00268","","","","","","","","","","0","0","0","10","0","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00269","","","","","","","","1","1","0","9","4","10","2","1","","2","1","9","0","0.4","1.7","0.4","2.1","9","","0.044444444","0.044444444","2.25","0.9","0","0","0.1","0.04","0.425","0.17","0","19.04761905","40","","","0","0","1.333333333","3.333333333","5.666666667","14.16666667","","","7","17.5"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00027","","","","","","","","","","0","0","2","10","0","","","","1","9","0","0","1","0","1","0","","","","0","0","0","0","0","0","0.5","0.1","","0","20","","","0","0","0","0","3.333333333","16.66666667","","","3.333333333","16.66666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00270","","","","","","","","","","0","0","8","10","0","","","","3","8","0","0","5","0","5","0","","","","0","0","0","0","0","0","0.625","0.5","","0","80","","","0","0","0","0","16.66666667","20.83333333","","","16.66666667","20.83333333"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00271","","","","","","","","","","0","0","10","10","0","","","","8","3","0","0","2.5","0","2.5","0","","","","0","0","0","0","0","0","0.25","0.25","","0","100","","","0","0","0","0","8.333333333","8.333333333","","","8.333333333","8.333333333"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00272","","","","","","","","","","0","0","0","10","0","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00273","","","","","","","","","","0","0","0","10","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00274","","","","","","","","1","1","0","7","5","10","2","1","","1","7","4","0","0.6","9.7","0.6","10.3","7","","0.085714286","0.085714286","1.4","0.7","0","0","0.12","0.06","1.94","0.97","0","5.825242718","50","","","0","0","2","4","32.33333333","64.66666667","","","34.33333333","68.66666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00275","","","","","","","","1","1","0","7","6","10","2","1","","2","4","8","0","0.2","2.8","0.2","3","7","","0.028571429","0.028571429","1.166666667","0.7","0","0","0.033333333","0.02","0.466666667","0.28","0","6.666666667","60","","","0","0","0.666666667","1.111111111","9.333333333","15.55555556","","","10","16.66666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00276","","","","","","","","","","","","7","10","","","","1","1","9","","","3.7","","","","","","","","","","","","","0.528571429","0.37","","","70","","","","","","","12.33333333","17.61904762","","","",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00277","","","","","","","","","","0","0","8","10","0","","","","8","5","0","0","15.1","0","15.1","0","","","","0","0","0","0","0","0","1.8875","1.51","","0","80","","","0","0","0","0","50.33333333","62.91666667","","","50.33333333","62.91666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00278","","","","","","","","","","0","0","10","10","0","","","","9","4","0","0","14.9","0","14.9","0","","","","0","0","0","0","0","0","1.49","1.49","","0","100","","","0","0","0","0","49.66666667","49.66666667","","","49.66666667","49.66666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00279","","","","11.16","50.07","7.021554","11.2132721","1","1","8","20","7","10","7","1","49.973175","4","6","4","1.2","1.6","7","2.8","9.8","28","0.15","0.08","0.1","4","2.8","1.142857143","0.8","0.4","0.28","1","0.7","28.57142857","28.57142857","70","22.28879569","0.624086279","4","5.714285714","9.333333333","13.33333333","23.33333333","33.33333333","2.080287597","2.971839425","32.66666667","46.66666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00028","","","","","","","","","","0","0","0","10","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00280","","","","","","","","1","1","0","6","4","10","3","1","","2","1","9","0","0.2","3.6","0.2","3.8","6","","0.033333333","0.033333333","1.5","0.6","0","0","0.05","0.02","0.9","0.36","0","5.263157895","40","","","0","0","0.666666667","1.666666667","12","30","","","12.66666667","31.66666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00281","","","","","","","","","","","","4","10","","1","","1","1","9","","","0.8","","","","","","","","","","","","","0.2","0.08","","","40","","","","","","","2.666666667","6.666666667","","","",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00282","","","","","","","","","","0","0","0","10","0","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00283","","","","","","","","","","","","2","10","","","","","1","9","","","","","","","","","","","","","","","","","","","","20","","","","","","","","","","","",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00284","","","","","","","","1","1","0","29","6","10","3","1","","1","6","7","0","0.8","3.1","0.8","3.9","29","","0.027586207","0.027586207","4.833333333","2.9","0","0","0.133333333","0.08","0.516666667","0.31","0","20.51282051","60","","","0","0","2.666666667","4.444444444","10.33333333","17.22222222","","","13","21.66666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00285","","","","","","","","1","1","0","13","6","10","3","1","","2","1","9","0","0.5","5.4","0.5","5.9","13","","0.038461538","0.038461538","2.166666667","1.3","0","0","0.083333333","0.05","0.9","0.54","0","8.474576271","60","","","0","0","1.666666667","2.777777778","18","30","","","19.66666667","32.77777778"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00286","","","","","","","","","","","","8","10","","","","","8","2","","","7.8","","","","","","","","","","","","","0.975","0.78","","","80","","","","","","","26","32.5","","","",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00287","","","","","","","","1","1","0","12","8","10","4","2","","4","6","6","0","2.2","0.5","2.2","2.7","12","","0.183333333","0.183333333","1.5","1.2","0","0","0.275","0.22","0.0625","0.05","0","81.48148148","80","","","0","0","7.333333333","9.166666667","1.666666667","2.083333333","","","9","11.25"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00288","","","","","","","","1","1","0","3","3","10","3","1","","1","1","9","0","0.1","0.5","0.1","0.6","3","","0.033333333","0.033333333","1","0.3","0","0","0.033333333","0.01","0.166666667","0.05","0","16.66666667","30","","","0","0","0.333333333","1.111111111","1.666666667","5.555555556","","","2","6.666666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00289","","","","","","","","","","0","0","0","10","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00029","","","","","","","","","","0","0","0","10","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00290","","","","14.73","50.73","3.242379","5.3557949","1","1","23","28","10","10","10","1","63.3052673","9","9","3","8.1","1.8","2.9","9.9","12.8","51","0.352173913","0.064285714","0.194117647","5.1","5.1","2.3","2.3","0.99","0.99","0.29","0.29","45.09803922","77.34375","100","29.03607333","2.87457126","27","27","33","33","9.666666667","9.666666667","9.581904199","9.581904199","42.66666667","42.66666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00291","","","","","","","","2","1","0","31","10","10","10","1","","3","3","8","0","1.3","2.5","1.3","3.8","31","","0.041935484","0.041935484","3.1","3.1","0","0","0.13","0.13","0.25","0.25","0","34.21052632","100","","","0","0","4.333333333","4.333333333","8.333333333","8.333333333","","","12.66666667","12.66666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00292","","","","14.65","50.36","3.5523779","5.8525362","1","1","15","25","5","10","5","1","62.4131241","9","7","3","4.9","1.1","8.9","6","14.9","40","0.326666667","0.044","0.15","8","4","3","1.5","1.2","0.6","1.78","0.89","37.5","40.26845638","50","29.09054805","1.745432883","16.33333333","32.66666667","20","40","29.66666667","59.33333333","5.818109611","11.63621922","49.66666667","99.33333333"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00293","","","","14.41","50.56","1.4125921","3.5751979","1","1","8","22","9","10","9","1","57.9999008","5","9","3","2","2.7","2.3","4.7","7","30","0.25","0.122727273","0.156666667","3.333333333","3","0.888888889","0.8","0.522222222","0.47","0.255555556","0.23","26.66666667","67.14285714","90","28.50079114","1.339537184","6.666666667","7.407407407","15.66666667","17.40740741","7.666666667","8.518518519","4.465123945","4.961248828","23.33333333","25.92592593"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00294","","","","","","","","2","1","3","11","2","10","2","1","","4","6","5","0.6","0.4","2.4","1","3.4","14","0.2","0.036363636","0.071428571","7","1.4","1.5","0.3","0.5","0.1","1.2","0.24","21.42857143","29.41176471","20","","","2","10","3.333333333","16.66666667","8","40","","","11.33333333","56.66666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00295","","","","","","","","2","1","0","16","7","10","5","1","","3","7","5","0","0.9","5.3","0.9","6.2","16","","0.05625","0.05625","2.285714286","1.6","0","0","0.128571429","0.09","0.757142857","0.53","0","14.51612903","70","","","0","0","3","4.285714286","17.66666667","25.23809524","","","20.66666667","29.52380952"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00296","","","","","","","","1","1","0","36","7","10","7","1","","4","7","4","0","2.7","3.3","2.7","6","36","","0.075","0.075","5.142857143","3.6","0","0","0.385714286","0.27","0.471428571","0.33","0","45","70","","","0","0","9","12.85714286","11","15.71428571","","","20","28.57142857"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00297","","","","","","","","","1","","","7","10","","","","","4","8","","","2.5","","","","","","","","","","","","","0.357142857","0.25","","","70","","","","","","","8.333333333","11.9047619","","","",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00298","","","","","","","","","","0","0","0","10","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00299","","","","","","","","4","1","4","22","8","10","5","1","","4","1","9","0.5","0.6","1.2","1.1","2.3","26","0.125","0.027272727","0.042307692","3.25","2.6","0.5","0.4","0.1375","0.11","0.15","0.12","15.38461538","47.82608696","80","","","1.666666667","2.083333333","3.666666667","4.583333333","4","5","","","7.666666667","9.583333333"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00003","","","","","","","","","","0","0","0","10","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00030","","","","","","","","","","0","0","0","10","0","","","","7","7","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00300","","","","","","","","","","0","0","6","10","0","","","","4","5","0","0","1.4","0","1.4","0","","","","0","0","0","0","0","0","0.233333333","0.14","","0","60","","","0","0","0","0","4.666666667","7.777777778","","","4.666666667","7.777777778"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00301","","","","","","","","","","0","0","4","10","0","","","","5","4","0","0","2.8","0","2.8","0","","","","0","0","0","0","0","0","0.7","0.28","","0","40","","","0","0","0","0","9.333333333","23.33333333","","","9.333333333","23.33333333"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00302","","","","","","","","","","0","0","2","10","0","","","","1","9","0","0","","0","","0","","","","0","0","0","0","0","0","","","","","20","","","0","0","0","0","","","","","",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00303","","","","","","","","","","0","0","2","10","0","","","","8","5","0","0","3","0","3","0","","","","0","0","0","0","0","0","1.5","0.3","","0","20","","","0","0","0","0","10","50","","","10","50"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00304","","","","","","","","1","1","2","0","7","10","4","1","","5","8","5","1.1","0","12.1","1.1","13.2","2","0.55","","0.55","0.285714286","0.2","0.285714286","0.2","0.157142857","0.11","1.728571429","1.21","100","8.333333333","70","","","3.666666667","5.238095238","3.666666667","5.238095238","40.33333333","57.61904762","","","44","62.85714286"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00305","","","","","","","","1","1","9","24","6","10","6","1","","5","7","4","2.4","1.2","2.1","3.6","5.7","33","0.266666667","0.05","0.109090909","5.5","3.3","1.5","0.9","0.6","0.36","0.35","0.21","27.27272727","63.15789474","60","","","8","13.33333333","12","20","7","11.66666667","","","19","31.66666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00306","","","","","","","","1","","","","2","10","","","","","7","4","","","2.7","","","","","","","","","","","","","1.35","0.27","","","20","","","","","","","9","45","","","",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00307","","","","","","","","3","1","0","7","2","10","1","1","","2","1","9","0","0.3","0","0.3","0.3","7","","0.042857143","0.042857143","3.5","0.7","0","0","0.15","0.03","0","0","0","100","20","","","0","0","1","5","0","0","","","1","5"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00308","","","","","","","","","","0","0","","10","0","","","","4","5","0","0","0.5","0","0.5","0","","","","","0","","0","","0","","0.05","","0","","","","0","","0","","1.666666667","","","","1.666666667",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00309","","","","","","","","1","3","0","3","1","10","1","1","","3","","","0","0.4","","0.4","","3","","0.133333333","0.133333333","3","0.3","0","0","0.4","0.04","","","0","","10","","","0","0","1.333333333","13.33333333","","","","","",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00031","","","","","","","","","","0","0","0","10","0","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00310","","","","","","","","","","0","0","0","10","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00311","","","","","","","","","","0","0","1","10","0","","","","4","6","0","0","1.9","0","1.9","0","","","","0","0","0","0","0","0","1.9","0.19","","0","10","","","0","0","0","0","6.333333333","63.33333333","","","6.333333333","63.33333333"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00312","","","","","","","","","","0","0","0","10","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00313","","","","","","","","","","0","0","0","10","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00314","","","","","","","","","","0","0","3","10","0","","","","4","5","0","0","1.5","0","1.5","0","","","","0","0","0","0","0","0","0.5","0.15","","0","30","","","0","0","0","0","5","16.66666667","","","5","16.66666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00315","","","","","","","","","","0","0","0","10","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00316","","","","","","","","","","0","0","2","10","0","","","","1","9","0","0","1","0","1","0","","","","0","0","0","0","0","0","0.5","0.1","","0","20","","","0","0","0","0","3.333333333","16.66666667","","","3.333333333","16.66666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00317","","","","","","","","","","0","0","1","10","0","","","","1","9","0","0","0.5","0","0.5","0","","","","0","0","0","0","0","0","0.5","0.05","","0","10","","","0","0","0","0","1.666666667","16.66666667","","","1.666666667","16.66666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00318","","","","","","","","","","0","0","2","10","0","","","","1","9","0","0","0.5","0","0.5","0","","","","0","0","0","0","0","0","0.25","0.05","","0","20","","","0","0","0","0","1.666666667","8.333333333","","","1.666666667","8.333333333"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00319","","","","","","","","","","0","0","3","10","0","","","","7","5","0","0","2.3","0","2.3","0","","","","0","0","0","0","0","0","0.766666667","0.23","","0","30","","","0","0","0","0","7.666666667","25.55555556","","","7.666666667","25.55555556"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00032","","","","","","","","","","0","0","1","10","0","","","","1","9","0","0","0.5","0","0.5","0","","","","0","0","0","0","0","0","0.5","0.05","","0","10","","","0","0","0","0","1.666666667","16.66666667","","","1.666666667","16.66666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00320","","","","","","","","","","0","0","1","10","0","","","","1","9","0","0","1","0","1","0","","","","0","0","0","0","0","0","1","0.1","","0","10","","","0","0","0","0","3.333333333","33.33333333","","","3.333333333","33.33333333"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00321","","","","","","","","","","0","0","2","10","0","","","","1","9","0","0","0.7","0","0.7","0","","","","0","0","0","0","0","0","0.35","0.07","","0","20","","","0","0","0","0","2.333333333","11.66666667","","","2.333333333","11.66666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00322","","","","","","","","1","","","","6","10","","","","","8","2","","","11.2","","","","","","","","","","","","","1.866666667","1.12","","","60","","","","","","","37.33333333","62.22222222","","","",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00323","","","","","","","","6","2","3","6","5","10","5","2","","5","5","8","0.2","0.7","2.8","0.9","3.7","9","0.066666667","0.116666667","0.1","1.8","0.9","0.6","0.3","0.18","0.09","0.56","0.28","33.33333333","24.32432432","50","","","0.666666667","1.333333333","3","6","9.333333333","18.66666667","","","12.33333333","24.66666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00324","","","","15.29","50.84","2.0292201","4.626121","7","1","7","14","5","10","5","1","59.8217049","6","6","7","0.8","0.5","3.1","1.3","4.4","21","0.114285714","0.035714286","0.061904762","4.2","2.1","1.4","0.7","0.26","0.13","0.62","0.31","33.33333333","29.54545455","50","30.0747443","0.390971676","2.666666667","5.333333333","4.333333333","8.666666667","10.33333333","20.66666667","1.303238919","2.606477839","14.66666667","29.33333333"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00325","","","","","","","","","","0","0","7","10","0","","","","8","4","0","0","10.7","0","10.7","0","","","","0","0","0","0","0","0","1.528571429","1.07","","0","70","","","0","0","0","0","35.66666667","50.95238095","","","35.66666667","50.95238095"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00326","","","","","","","","","","0","0","0","10","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00033","","","","","","","","1","1","2","38","4","10","4","1","","3","6","6","0.3","1.1","4.5","1.4","5.9","40","0.15","0.028947368","0.035","10","4","0.5","0.2","0.35","0.14","1.125","0.45","5","23.72881356","40","","","1","2.5","4.666666667","11.66666667","15","37.5","","","19.66666667","49.16666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00034","","","","","","","","","","0","0","2","10","0","","","","2","8","0","0","1","0","1","0","","","","0","0","0","0","0","0","0.5","0.1","","0","20","","","0","0","0","0","3.333333333","16.66666667","","","3.333333333","16.66666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00035","","","","","","","","","","0","0","0","10","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00036","","","","","","","","","","0","0","0","10","0","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
