"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of commercial storage roots per plant harvested|CO_331:2000036","Storage roots yield in kg per plant harvested|CO_331:0000681","Vine weight in kg per plant harvested|CO_331:0000990","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003"
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00005","","","","2","1","2","","3","3","3","1","3","5","7","6","3","4","0.2","","1","","","","0.1","","","","0.666666667","","0.333333333","","","2.222222222","","11.11111111","","","0.666666667","","0.333333333","100","2.222222222","","11.11111111",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00050","","","","3","1","5","","3","3","3","3","3","7","7","6","3","6","0.3","","0.85","","","","0.06","","","","1.666666667","","0.283333333","","","3.333333333","","9.444444444","","","1.666666667","","0.283333333","100","3.333333333","","9.444444444",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00051","","","","3","1","2","","3","2","2","2","2","5","5","","3","","0.15","0.1","","0.25","","","0.075","","","","1","0.125","","","","2.5","4.166666667","","","","0.666666667","0.083333333","","66.66666667","1.666666667","2.777777778","",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00052","","","","2","2","1","2","3","1","1","1","3","5","5","5","3","5","0.15","","0.15","","","3","0.15","","","3","1","","0.15","33.33333333","","5","","5","","1","0.333333333","","0.05","33.33333333","1.666666667","","1.666666667",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00053","","","","3","1","2","","3","3","3","3","2","5","5","5","3","5","0.1","","0.15","","","","0.05","","","","0.666666667","","0.05","","","1.111111111","","1.666666667","","","0.666666667","","0.05","100","1.111111111","","1.666666667",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00054","","","","","","","","3","","","","","","","","","","","0.05","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00055","","","","","","","","3","2","1","","","","","5","4","7","","","","","","","","","","","","","","","","","","","","","","","","33.33333333","","","",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00056","","","","3","2","4","","3","2","2","2","5","7","7","","4","","0.15","","","","","","0.0375","","","","2","","","","","2.5","","","","","1.333333333","","","66.66666667","1.666666667","","",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00057","","","","2","1","2","","3","3","3","2","2","5","7","3","3","7","0.1","","0.3","","","","0.05","","","","0.666666667","","0.1","","","1.111111111","","3.333333333","","","0.666666667","","0.1","100","1.111111111","","3.333333333",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00058","","","","","","","","3","3","2","","","","","4","2","6","","","0.15","","","","","","","","","","0.075","","","","","2.5","","","","","0.05","66.66666667","","","1.666666667",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00059","","","","","","","","3","2","1","","","","","4","4","6","","","0.1","","","","","","","","","","0.1","","","","","3.333333333","","","","","0.033333333","33.33333333","","","1.111111111",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00006","","","","","","","","3","3","3","","","","","7","2","5","","","1.1","","","","","","","","","","0.366666667","","","","","12.22222222","","","","","0.366666667","100","","","12.22222222",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00060","","","","","","","","3","2","1","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","33.33333333","","","",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00061","","","","2","1","1","","3","3","2","1","2","5","7","7","1","4","0.1","","0.85","","","","0.1","","","","0.5","","0.425","","","1.666666667","","14.16666667","","","0.333333333","","0.283333333","66.66666667","1.111111111","","9.444444444",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00062","","","","2","1","2","5","3","2","2","2","4","7","7","5","3","4","0.15","","0.45","","","7","0.075","","","3.5","1","","0.225","28.57142857","","2.5","","7.5","","2.333333333","0.666666667","","0.15","66.66666667","1.666666667","","5",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00063","","","","","","","","3","3","","","","","3","4","3","5","","0.1","0.65","","","","","","","","","","","","","","","","","","","","0.216666667","","","","7.222222222",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00064","","","","","","1","","3","3","","","","","1","4","1","6","0.15","","0.35","","","","0.15","","","","","","","","","","","","","","0.333333333","","0.116666667","","1.666666667","","3.888888889",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00065","","","","2","1","3","","3","3","1","1","4","5","7","","5","","0.2","","","","","","0.066666667","","","","3","","","","","6.666666667","","","","","1","","","33.33333333","2.222222222","","",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00066","","","","","","","","3","3","","","","","1","5","4","5","","","0.2","","","","","","","","","","","","","","","","","","","","0.066666667","","","","2.222222222",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00067","","","","3","2","4","","3","3","2","2","5","7","5","6","1","6","0.35","","0.95","","","","0.0875","","","","2","","0.475","","","5.833333333","","15.83333333","","","1.333333333","","0.316666667","66.66666667","3.888888889","","10.55555556",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00068","","","","5","2","2","","3","3","3","2","5","5","5","6","1","5","0.25","","0.9","","","","0.125","","","","0.666666667","","0.3","","","2.777777778","","10","","","0.666666667","","0.3","100","2.777777778","","10",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00069","","","","5","1","5","","3","2","2","2","3","5","7","5","4","5","0.1","","0.2","","","","0.02","","","","2.5","","0.1","","","1.666666667","","3.333333333","","","1.666666667","","0.066666667","66.66666667","1.111111111","","2.222222222",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00007","","","","1","1","3","9","3","3","3","3","3","7","5","7","3","4","0.3","0.2","0.6","0.5","1.1","12","0.1","0.022222222","0.041666667","4","1","0.166666667","0.2","25","45.45454545","3.333333333","5.555555556","6.666666667","12.22222222","4","1","0.166666667","0.2","100","3.333333333","5.555555556","6.666666667","12.22222222"
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00070","","","","5","2","3","5","3","3","2","2","5","7","7","6","3","5","0.25","0.15","0.5","0.4","0.9","8","0.083333333","0.03","0.05","4","1.5","0.2","0.25","37.5","44.44444444","4.166666667","6.666666667","8.333333333","15","2.666666667","1","0.133333333","0.166666667","66.66666667","2.777777778","4.444444444","5.555555556","10"
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00071","","","","5","1","1","","3","3","3","1","3","5","5","","1","","0.2","","","","","","0.2","","","","0.333333333","","","","","2.222222222","","","","","0.333333333","","","100","2.222222222","","",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00072","","","","","","1","","3","1","1","","","","","","3","","","","","","","","","","","","1","","","","","","","","","","0.333333333","","","33.33333333","","","",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00073","","","","4","2","","","3","3","3","","2","7","7","6","3","5","0.15","","0.4","","","","","","","","","","0.133333333","","","1.666666667","","4.444444444","","","","","0.133333333","100","1.666666667","","4.444444444",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00074","","","","4","3","1","2","3","3","2","","3","7","9","","3","","","0.15","0.25","","","3","","0.075","","1.5","0.5","","0.125","33.33333333","","","","4.166666667","","1","0.333333333","","0.083333333","66.66666667","","","2.777777778",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00075","","","","3","2","","1","3","3","3","1","3","5","7","6","4","5","0.1","0.15","0.85","0.25","1.1","","","0.15","","","","0.083333333","0.283333333","","22.72727273","1.111111111","2.777777778","9.444444444","12.22222222","","","0.083333333","0.283333333","100","1.111111111","2.777777778","9.444444444","12.22222222"
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00076","","","","2","4","1","3","3","3","3","1","3","7","7","5","4","5","0.2","0.15","0.85","0.35","1.2","4","0.2","0.05","0.0875","1.333333333","0.333333333","0.116666667","0.283333333","25","29.16666667","2.222222222","3.888888889","9.444444444","13.33333333","1.333333333","0.333333333","0.116666667","0.283333333","100","2.222222222","3.888888889","9.444444444","13.33333333"
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00077","","","","3","3","2","2","3","2","2","","5","7","5","4","1","7","","0.15","0.35","","","4","","0.075","","2","1","","0.175","50","","","","5.833333333","","1.333333333","0.666666667","","0.116666667","66.66666667","","","3.888888889",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00078","","","","4","3","","2","3","3","3","1","5","3","3","7","3","4","0.35","0.2","1.05","0.55","1.6","","","0.1","","","","0.183333333","0.35","","34.375","3.888888889","6.111111111","11.66666667","17.77777778","","","0.183333333","0.35","100","3.888888889","6.111111111","11.66666667","17.77777778"
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00079","","","","4","2","1","3","3","3","3","2","5","5","3","7","1","4","0.95","0.2","0.75","1.15","1.9","4","0.95","0.066666667","0.2875","1.333333333","0.333333333","0.383333333","0.25","25","60.52631579","10.55555556","12.77777778","8.333333333","21.11111111","1.333333333","0.333333333","0.383333333","0.25","100","10.55555556","12.77777778","8.333333333","21.11111111"
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00008","","","","1","1","1","","3","1","1","1","3","7","7","6","3","5","0.2","","0.2","","","","0.2","","","","1","","0.2","","","6.666666667","","6.666666667","","","0.333333333","","0.066666667","33.33333333","2.222222222","","2.222222222",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00080","","","","4","2","6","3","3","3","3","2","2","5","5","5","3","5","0.6","0.2","0.75","0.8","1.55","9","0.1","0.066666667","0.088888889","3","2","0.266666667","0.25","66.66666667","51.61290323","6.666666667","8.888888889","8.333333333","17.22222222","3","2","0.266666667","0.25","100","6.666666667","8.888888889","8.333333333","17.22222222"
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00081","","","","3","3","7","","3","3","3","2","4","5","5","6","4","4","0.3","","1.35","","","","0.042857143","","","","2.333333333","","0.45","","","3.333333333","","15","","","2.333333333","","0.45","100","3.333333333","","15",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00082","","","","4","3","2","","3","3","2","2","5","5","3","","5","","0.65","","0.2","","","","0.325","","","","1","","0.1","","","10.83333333","","3.333333333","","","0.666666667","","0.066666667","66.66666667","7.222222222","","2.222222222",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00083","","","","","","4","","3","3","2","","","","","5","4","5","","","0.3","","","","","","","","2","","0.15","","","","","5","","","1.333333333","","0.1","66.66666667","","","3.333333333",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00084","","","","4","3","","","3","3","2","1","5","5","3","5","4","6","0.35","","0.65","","","","","","","","","","0.325","","","5.833333333","","10.83333333","","","","","0.216666667","66.66666667","3.888888889","","7.222222222",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00085","","","","","","1","","3","1","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","0.333333333","","","","","","",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00086","","","","3","4","","3","3","3","3","1","4","5","5","6","1","5","0.3","0.2","0.6","0.5","1.1","","","0.066666667","","","","0.166666667","0.2","","45.45454545","3.333333333","5.555555556","6.666666667","12.22222222","","","0.166666667","0.2","100","3.333333333","5.555555556","6.666666667","12.22222222"
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00087","","","","2","2","2","1","3","3","3","3","4","5","3","","3","","0.6","0.01","0.25","0.61","0.86","3","0.3","0.01","0.203333333","1","0.666666667","0.203333333","0.083333333","66.66666667","70.93023256","6.666666667","6.777777778","2.777777778","9.555555556","1","0.666666667","0.203333333","0.083333333","100","6.666666667","6.777777778","2.777777778","9.555555556"
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00088","","","","2","1","5","5","3","3","2","2","3","5","7","5","3","5","0.3","0.3","0.55","0.6","1.15","10","0.06","0.06","0.06","5","2.5","0.3","0.275","50","52.17391304","5","10","9.166666667","19.16666667","3.333333333","1.666666667","0.2","0.183333333","66.66666667","3.333333333","6.666666667","6.111111111","12.77777778"
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00089","","","","2","1","3","","3","3","1","1","5","5","3","3","3","7","0.45","","0.25","","","","0.15","","","","3","","0.25","","","15","","8.333333333","","","1","","0.083333333","33.33333333","5","","2.777777778",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00009","","","","2","1","3","2","3","3","2","2","4","5","5","5","1","6","0.5","0.3","0.7","0.8","1.5","5","0.166666667","0.15","0.16","2.5","1.5","0.4","0.35","60","53.33333333","8.333333333","13.33333333","11.66666667","25","1.666666667","1","0.266666667","0.233333333","66.66666667","5.555555556","8.888888889","7.777777778","16.66666667"
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00090","","","","","","3","","3","2","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","1","","","","","","",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00091","","","","","","","","3","3","2","","","","","6","3","5","","","0.55","","","","","","","","","","0.275","","","","","9.166666667","","","","","0.183333333","66.66666667","","","6.111111111",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00092","","","","","","","","3","3","1","","","","","4","3","7","","","0.35","","","","","","","","","","0.35","","","","","11.66666667","","","","","0.116666667","33.33333333","","","3.888888889",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00093","","","","","","","","3","2","","","","","","3","4","7","","","0.2","","","","","","","","","","","","","","","","","","","","0.066666667","","","","2.222222222",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00094","","","","","","","","3","3","","","","","","5","4","7","","","0.8","","","","","","","","","","","","","","","","","","","","0.266666667","","","","8.888888889",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00095","","","","","","","","3","3","2","","","","","6","3","4","","","0.5","","","","","","","","","","0.25","","","","","8.333333333","","","","","0.166666667","66.66666667","","","5.555555556",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00096","","","","","","","","3","1","","","","","","","4","","","","0.3","","","","","","","","","","","","","","","","","","","","0.1","","","","3.333333333",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00097","","","","4","1","","","3","3","3","","2","5","7","5","4","6","0.25","","0.65","","","","","","","","","","0.216666667","","","2.777777778","","7.222222222","","","","","0.216666667","100","2.777777778","","7.222222222",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00098","","","","3","1","2","2","3","2","2","2","2","5","5","","4","","0.5","0.25","0.3","0.75","1.05","4","0.25","0.125","0.1875","2","1","0.375","0.15","50","71.42857143","8.333333333","12.5","5","17.5","1.333333333","0.666666667","0.25","0.1","66.66666667","5.555555556","8.333333333","3.333333333","11.66666667"
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00099","","","","3","3","2","","3","3","2","2","3","5","5","","5","","0.35","","0.25","","","","0.175","","","","1","","0.125","","","5.833333333","","4.166666667","","","0.666666667","","0.083333333","66.66666667","3.888888889","","2.777777778",""
