"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2017WAG-AT01","","","","","","","","","GHP2017WAG-AT01-00019","","","","3","29.8376808","2.1764381","1.332844","50.43","2.9879529","5.079977","3","108","67","30","30","30","30","7","6","3.2526441","3","50.9104233","23.69621257","5","1","23.464983","7","1","1","20.98","2.96","7.02","23.94","30.96","175","0.194259259","0.044179104","0.1368","5.833333333","5.833333333","3.6","3.6","0.798","0.798","0.234","0.234","61.71428571","77.3255814","100","5.672873289","23.31111111","23.31111111","26.6","26.6","7.8","7.8","6.303192544","6.303192544","34.4","34.4"
"","","GHP2017WAG-AT01","","","","","","","","","GHP2017WAG-AT01-00002","","","","1","4.4937801","1.9007061","1.040194","50.98","1.596434","2.50476","1","127","144","30","29","30","29","5","7","3.2549839","1","55.8136292","29.16830129","4","1","23.3037624","8","1","1","27.36","4.56","10.2","31.92","42.12","271","0.215433071","0.031666667","0.117785978","9.344827586","9.033333333","4.379310345","4.233333333","1.100689655","1.064","0.351724138","0.34","46.86346863","75.78347578","96.66666667","9.310521772","30.4","31.44827586","35.46666667","36.68965517","11.33333333","11.72413793","10.34502419","10.70174916","46.8","48.4137931"
"","","GHP2017WAG-AT01","","","","","","","","","GHP2017WAG-AT01-00020","","","","1","16.6385231","2.043623","1.048682","50.95","3.6683469","5.2263622","1","84","117","30","30","30","30","7","7","3.127672","3","57.2148628","27.49754661","4","3","14.5570021","7","1","1","18.6","5.12","11.8","23.72","35.52","201","0.221428571","0.043760684","0.11800995","6.7","6.7","2.8","2.8","0.790666667","0.790666667","0.393333333","0.393333333","41.79104478","66.77927928","100","6.522418056","20.66666667","20.66666667","26.35555556","26.35555556","13.11111111","13.11111111","7.247131173","7.247131173","39.46666667","39.46666667"
"","","GHP2017WAG-AT01","","","","","","","","","GHP2017WAG-AT01-00021","","","","3","0","1.543885","0.874776","50.42","2.151026","3.162658","3","72","74","24","24","30","24","4","5","2.3576219","3","65.7889481","30.34510115","3","3","14.1266975","8","1","1","17.04","2.76","12","19.8","31.8","146","0.236666667","0.037297297","0.135616438","6.083333333","4.866666667","3","2.4","0.825","0.66","0.5","0.4","49.31506849","62.26415094","80","6.008330028","18.93333333","23.66666667","22","27.5","13.33333333","16.66666667","6.675922253","8.344902816","35.33333333","44.16666667"
"","","GHP2017WAG-AT01","","","","","","","","","GHP2017WAG-AT01-00022","","","","1","1.5126114","1.965055","0.957214","50.47","1.5362149","2.6144321","1","126","88","30","30","30","30","6","7","3.0749819","1","59.2613144","31.68218744","6","1","21.5133686","7","1","1","29.9","3.7","11.92","33.6","45.52","214","0.237301587","0.042045455","0.157009346","7.133333333","7.133333333","4.2","4.2","1.12","1.12","0.397333333","0.397333333","58.87850467","73.81370826","100","10.64521498","33.22222222","33.22222222","37.33333333","37.33333333","13.24444444","13.24444444","11.82801664","11.82801664","50.57777778","50.57777778"
"","","GHP2017WAG-AT01","","","","","","","","","GHP2017WAG-AT01-00023","","","","1","0","1.481005","0.826844","50.47","2.0514021","3.1700349","1","59","48","23","21","30","21","5","5","2.7743969","1","70.7467575","31.28591242","5","3","9.0515728","8","1","1","16.22","2.1","8.3","18.32","26.62","107","0.274915254","0.04375","0.171214953","5.095238095","3.566666667","2.80952381","1.966666667","0.872380952","0.610666667","0.395238095","0.276666667","55.14018692","68.82043576","70","5.731579155","18.02222222","25.74603175","20.35555556","29.07936508","9.222222222","13.17460317","6.368421284","9.097744691","29.57777778","42.25396825"
"","","GHP2017WAG-AT01","","","","","","","","","GHP2017WAG-AT01-00024","","","","3","0","1.804528","0.90603","50.47","1.038672","1.740862","1","39","58","30","30","30","30","6","5","3.0955181","1","66.3102036","30.13671488","2","7","13.3940506","6","3","3","5.66","2.64","3.35","8.3","11.65","97","0.145128205","0.045517241","0.08556701","3.233333333","3.233333333","1.3","1.3","0.276666667","0.276666667","0.111666667","0.111666667","40.20618557","71.24463519","100","2.501347335","6.288888889","6.288888889","9.222222222","9.222222222","3.722222222","3.722222222","2.779274817","2.779274817","12.94444444","12.94444444"
"","","GHP2017WAG-AT01","","","","","","","","","GHP2017WAG-AT01-00025","","","","3","13.757021","1.888556","0.959628","50.79","4.4485679","6.146594","1","69","117","30","30","30","30","7","7","2.7589991","3","60.0461044","27.60385903","6","3","13.5933781","8","1","1","14.14","4.3","7.76","18.44","26.2","186","0.204927536","0.036752137","0.099139785","6.2","6.2","2.3","2.3","0.614666667","0.614666667","0.258666667","0.258666667","37.09677419","70.38167939","100","5.090151605","15.71111111","15.71111111","20.48888889","20.48888889","8.622222222","8.622222222","5.655724006","5.655724006","29.11111111","29.11111111"
"","","GHP2017WAG-AT01","","","","","","","","","GHP2017WAG-AT01-00026","","","","3","17.2095718","1.657539","0.699103","50.45","6.3888292","8.5724688","3","91","54","30","30","30","30","6","5","2.1716001","1","54.5982628","29.19722498","5","1","14.5482521","7","1","1","23.84","2.36","7.88","26.2","34.08","145","0.261978022","0.043703704","0.180689655","4.833333333","4.833333333","3.033333333","3.033333333","0.873333333","0.873333333","0.262666667","0.262666667","62.75862069","76.87793427","100","7.649672945","26.48888889","26.48888889","29.11111111","29.11111111","8.755555556","8.755555556","8.499636605","8.499636605","37.86666667","37.86666667"
"","","GHP2017WAG-AT01","","","","","","","","","GHP2017WAG-AT01-00027","","","","3","0","1.597838","0.758797","50.99","1.20508","1.680319","1","70","54","30","30","30","30","3","5","2.7472551","1","70.2038574","35.28142773","6","3","12.9887753","8","1","1","14.5","2.24","5.2","16.74","21.94","124","0.207142857","0.041481481","0.135","4.133333333","4.133333333","2.333333333","2.333333333","0.558","0.558","0.173333333","0.173333333","56.4516129","76.29899727","100","5.906111002","16.11111111","16.11111111","18.6","18.6","5.777777778","5.777777778","6.562345558","6.562345558","24.37777778","24.37777778"
"","","GHP2017WAG-AT01","","","","","","","","","GHP2017WAG-AT01-00028","","","","3","31.5705719","2.2045851","1.1797251","50.49","7.4678912","10.7342606","3","71","59","30","28","30","28","7","6","3.0245149","5","47.3149338","23.01445831","5","3","13.1806803","7","1","3","11.36","2.64","5.3","14","19.3","130","0.16","0.044745763","0.107692308","4.642857143","4.333333333","2.535714286","2.366666667","0.5","0.466666667","0.189285714","0.176666667","54.61538462","72.5388601","93.33333333","3.222024163","12.62222222","13.52380952","15.55555556","16.66666667","5.888888889","6.30952381","3.580026848","3.835743052","21.44444444","22.97619048"
"","","GHP2017WAG-AT01","","","","","","","","","GHP2017WAG-AT01-00029","","","","3","0","1.27154","0.720998","50.41","2.0815589","3.2614529","1","68","54","30","28","30","28","2","8","2.274626","1","72.0788879","35.90557429","4","3","11.6613312","6","1","1","14.4","2.26","10.6","16.66","27.26","122","0.211764706","0.041851852","0.136557377","4.357142857","4.066666667","2.428571429","2.266666667","0.595","0.555333333","0.378571429","0.353333333","55.73770492","61.11518709","93.33333333","5.981868677","16","17.14285714","18.51111111","19.83333333","11.77777778","12.61904762","6.646520752","7.121272234","30.28888889","32.45238095"
"","","GHP2017WAG-AT01","","","","","","","","","GHP2017WAG-AT01-00003","","","","3","20.8135338","1.606827","0.757903","50.73","3.961709","5.1865239","1","143","85","30","28","30","28","6","5","2.013737","1","51.7203445","28.85866351","6","3","21.5944328","8","1","1","31.5","3.5","15.2","35","50.2","228","0.22027972","0.041176471","0.153508772","8.142857143","7.6","5.107142857","4.766666667","1.25","1.166666667","0.542857143","0.506666667","62.71929825","69.72111554","93.33333333","10.10053223","35","37.5","38.88888889","41.66666667","16.88888889","18.0952381","11.22281359","12.02444313","55.77777778","59.76190476"
"","","GHP2017WAG-AT01","","","","","","","","","GHP2017WAG-AT01-00030","","","","3","","1.2479939","0.693011","50.65","1.948794","2.9973071","1","82","35","30","30","30","30","2","5","2.1010671","1","69.1495667","35.7946693","4","3","12.3869352","6","1","1","20.54","1.84","9.3","22.38","31.68","117","0.250487805","0.052571429","0.191282051","3.9","3.9","2.733333333","2.733333333","0.746","0.746","0.31","0.31","70.08547009","70.64393939","100","8.010846989","22.82222222","22.82222222","24.86666667","24.86666667","10.33333333","10.33333333","8.900941099","8.900941099","35.2","35.2"
"","","GHP2017WAG-AT01","","","","","","","","","GHP2017WAG-AT01-00004","","","","3","0","1.559809","0.847349","50.28","1.489307","2.5435071","1","71","81","30","25","30","25","2","8","2.7258129","1","69.5188217","33.51233095","6","3","12.6484127","7","1","2","15","2.7","15.27","17.7","32.97","152","0.211267606","0.033333333","0.116447368","6.08","5.066666667","2.84","2.366666667","0.708","0.59","0.6108","0.509","46.71052632","53.68516833","83.33333333","5.931682578","16.66666667","20","19.66666667","23.6","16.96666667","20.36","6.59075842","7.908910104","36.63333333","43.96"
"","","GHP2017WAG-AT01","","","","","","","","","GHP2017WAG-AT01-00005","","","","3","0","1.380156","0.718756","50.75","1.2213809","1.882707","1","64","59","30","25","30","25","3","5","2.245306","1","69.9541931","34.02955665","6","3","13.5071821","8","1","1","18.4","2.6","7.9","21","28.9","123","0.2875","0.044067797","0.170731707","4.92","4.1","2.56","2.133333333","0.84","0.7","0.316","0.263333333","52.03252033","72.66435986","83.33333333","7.146206897","20.44444444","24.53333333","23.33333333","28","8.777777778","10.53333333","7.940229885","9.528275862","32.11111111","38.53333333"
"","","GHP2017WAG-AT01","","","","","","","","","GHP2017WAG-AT01-00006","","","","1","16.1706696","1.970805","1.02619","50.04","3.081003","4.3742132","3","57","106","30","25","30","25","7","7","3.2073669","1","56.5522118","26.07913669","4","3","19.5136509","8","1","1","11.7","3.62","5.8","15.32","21.12","163","0.205263158","0.034150943","0.09398773","6.52","5.433333333","2.28","1.9","0.6128","0.510666667","0.232","0.193333333","34.96932515","72.53787879","83.33333333","3.995323741","13","15.6","17.02222222","20.42666667","6.444444444","7.733333333","4.439248601","5.327098321","23.46666667","28.16"
"","","GHP2017WAG-AT01","","","","","","","","","GHP2017WAG-AT01-00007","","","","3","0","1.44908","0.879168","50.94","1.687418","2.486429","3","50","62","23","22","30","22","4","5","2.1090369","1","64.1182785","31.27208481","3","3","17.8787441","7","1","1","9.9","2.2","4.5","12.1","16.6","112","0.198","0.035483871","0.108035714","5.090909091","3.733333333","2.272727273","1.666666667","0.55","0.403333333","0.204545455","0.15","44.64285714","72.89156627","73.33333333","3.783922262","11","15","13.44444444","18.33333333","5","6.818181818","4.204358069","5.733215549","18.44444444","25.15151515"
"","","GHP2017WAG-AT01","","","","","","","","","GHP2017WAG-AT01-00008","","","","3","0","1.593596","0.891729","50.87","1.853621","3.097223","1","39","32","17","15","30","15","5","5","2.8551619","1","69.5715485","32.90741105","3","1","11.1962118","8","1","1","12.1","1.5","5.34","13.6","18.94","71","0.31025641","0.046875","0.191549296","4.733333333","2.366666667","2.6","1.3","0.906666667","0.453333333","0.356","0.178","54.92957746","71.80570222","50","4.475407903","13.44444444","26.88888889","15.11111111","30.22222222","5.933333333","11.86666667","4.972675448","9.945350895","21.04444444","42.08888889"
"","","GHP2017WAG-AT01","","","","","","","","","GHP2017WAG-AT01-00009","","","","3","0","1.407824","0.863139","50.35","0.686917","1.535143","1","68","28","30","27","30","27","2","5","2.6324079","1","69.9132004","36.12711023","6","3","14.4889154","6","1","2","16.88","1.9","3.8","18.78","22.58","96","0.248235294","0.067857143","0.195625","3.555555556","3.2","2.518518519","2.266666667","0.695555556","0.626","0.140740741","0.126666667","70.83333333","83.17094774","90","6.784671301","18.75555556","20.83950617","20.86666667","23.18518519","4.222222222","4.691358025","7.538523668","8.376137409","25.08888889","27.87654321"
