"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2015NYK-AT01","","","","","","","","","GHP2015NYK-AT01-00019","","","","5","1.64","1.27","19.6","50.9","1.35","3","1","7","52","30","25","30","22","5","3","3.73","6","63.03","2","38.50687623","7","8","9.79","9","1","1","2.25","6.25","10.3","8.5","18.8","59","0.321428571","0.120192308","0.144067797","2.36","1.966666667","0.28","0.233333333","0.34","0.283333333","0.412","0.343333333","11.86440678","45.21276596","83.33333333","3.273084479","2.5","3","9.444444444","11.33333333","11.44444444","13.73333333","3.636760533","4.364112639","20.88888889","25.06666667"
"","","GHP2015NYK-AT01","","","","","","","","","GHP2015NYK-AT01-00002","","","","8","2.38","1.5","16.4","50.6","4.27","7.05","2","20","67","30","24","30","24","8","5","6.28","5","51.34","3","32.41106719","5","7","13.66","6","2","2","4.1","7.45","5.9","11.55","17.45","87","0.205","0.11119403","0.132758621","3.625","2.9","0.833333333","0.666666667","0.48125","0.385","0.245833333","0.196666667","22.98850575","66.18911175","80","3.743478261","4.555555556","5.694444444","12.83333333","16.04166667","6.555555556","8.194444444","4.15942029","5.199275362","19.38888889","24.23611111"
"","","GHP2015NYK-AT01","","","","","","","","","GHP2015NYK-AT01-00020","","","","8","2.28","1.56","22.9","50.6","1.06","2.08","1","14","38","28","27","30","16","4","3","7.43","9","66.44","2","45.256917","4","5","","8","1","1","5","2","7.2","7","14.2","52","0.357142857","0.052631579","0.134615385","1.925925926","1.733333333","0.518518519","0.466666667","0.259259259","0.233333333","0.266666667","0.24","26.92307692","49.29577465","90","3.16798419","5.555555556","6.172839506","7.777777778","8.641975309","8","8.888888889","3.519982433","3.911091592","15.77777778","17.5308642"
"","","GHP2015NYK-AT01","","","","","","","","","GHP2015NYK-AT01-00021","","","","8","1.9","1.21","18.8","50.2","2.05","4.22","1","2","61","29","27","30","23","8","6","4.23","7","55.1","5","37.4501992","7","6","18.1","5","2","2","0.45","3.75","3.2","4.2","7.4","63","0.225","0.06147541","0.066666667","2.333333333","2.1","0.074074074","0.066666667","0.155555556","0.14","0.118518519","0.106666667","3.174603175","56.75675676","90","1.572908367","0.5","0.555555556","4.666666667","5.185185185","3.555555556","3.950617284","1.747675963","1.941862181","8.222222222","9.135802469"
"","","GHP2015NYK-AT01","","","","","","","","","GHP2015NYK-AT01-00003","","","","7","2.04","1.29","18.7","50.4","1.44","3.22","2","5","87","30","24","30","24","8","6","5.38","6","58.84","5","37.1031746","7","8","11.84","6","2","2","1.56","8.25","4","9.81","13.81","92","0.312","0.094827586","0.106630435","3.833333333","3.066666667","0.208333333","0.166666667","0.40875","0.327","0.166666667","0.133333333","5.434782609","71.03548154","80","3.639821429","1.733333333","2.166666667","10.9","13.625","4.444444444","5.555555556","4.044246032","5.05530754","15.34444444","19.18055556"
"","","GHP2015NYK-AT01","","","","","","","","","GHP2015NYK-AT01-00004","","","","7","1.65","1.2","19.9","50.4","1.54","3.44","1","9","55","30","27","30","27","5","3","3.61","5","65.84","2","39.48412698","7","7","9.15","8","1","1","2","4.14","5.4","6.14","11.54","64","0.222222222","0.075272727","0.0959375","2.37037037","2.133333333","0.333333333","0.3","0.227407407","0.204666667","0.2","0.18","14.0625","53.20623917","90","2.424325397","2.222222222","2.469135802","6.822222222","7.580246914","6","6.666666667","2.693694885","2.992994317","12.82222222","14.24691358"
"","","GHP2015NYK-AT01","","","","","","","","","GHP2015NYK-AT01-00005","","","","8","","","","","","","1","0","18","29","21","30","17","","","","4","","","","2","3","","8","1","2","0","0.4","8.7","0.4","9.1","18","","0.022222222","0.022222222","0.857142857","0.6","0","0","0.019047619","0.013333333","0.414285714","0.29","0","4.395604396","70","","0","0","0.444444444","0.634920635","9.666666667","13.80952381","","","10.11111111","14.44444444"
"","","GHP2015NYK-AT01","","","","","","","","","GHP2015NYK-AT01-00006","","","","8","1.9","1.06","23.1","50.5","1.53","3.19","1","3","36","29","23","30","16","9","9","5.53","7","62.36","3","45.74257426","6","6","9.45","6","3","3","0.07","2.65","3.4","2.72","6.12","39","0.023333333","0.073611111","0.06974359","1.695652174","1.3","0.130434783","0.1","0.11826087","0.090666667","0.147826087","0.113333333","7.692307692","44.44444444","76.66666667","1.24419802","0.077777778","0.101449275","3.022222222","3.942028986","3.777777778","4.927536232","1.382442244","1.803185536","6.8","8.869565217"
"","","GHP2015NYK-AT01","","","","","","","","","GHP2015NYK-AT01-00007","","","","8","","","","","","","1","0","16","33","30","30","28","","","","1","","","","1","1","","8","1","1","0","0.9","4.4","0.9","5.3","16","","0.05625","0.05625","0.533333333","0.533333333","0","0","0.03","0.03","0.146666667","0.146666667","0","16.98113208","100","","0","0","1","1","4.888888889","4.888888889","","","5.888888889","5.888888889"
"","","GHP2015NYK-AT01","","","","","","","","","GHP2015NYK-AT01-00008","","","","7","1.52","1.15","20.5","50.3","0.92","2.48","1","1","60","28","28","30","28","5","3","2.97","8","67.09","2","40.7554672","5","6","8.05","8","1","1","0.45","4.96","6.2","5.41","11.61","61","0.45","0.082666667","0.088688525","2.178571429","2.033333333","0.035714286","0.033333333","0.193214286","0.180333333","0.221428571","0.206666667","1.639344262","46.59776055","93.33333333","2.204870775","0.5","0.535714286","6.011111111","6.44047619","6.888888889","7.380952381","2.449856417","2.624846161","12.9","13.82142857"
"","","GHP2015NYK-AT01","","","","","","","","","GHP2015NYK-AT01-00009","","","","8","2.31","1.54","15.4","50.3","3.49","6.01","1","3","60","24","24","30","14","8","5","5.88","9","50.43","3","30.61630219","4","7","16.14","6","3","3","1","7.36","8.9","8.36","17.26","63","0.333333333","0.122666667","0.132698413","2.625","2.1","0.125","0.1","0.348333333","0.278666667","0.370833333","0.296666667","4.761904762","48.43568946","80","2.559522863","1.111111111","1.388888889","9.288888889","11.61111111","9.888888889","12.36111111","2.843914292","3.554892865","19.17777778","23.97222222"
