"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Virus symptoms estimating 1-9|CO_331:0000193","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00531","","","","6.1693592","0.768823028","1.544177055","17.1","48.29","2.932764053","3.945137978","6","3","12","9","8","8","6","8","2.124514103","3","70.09649658","2","35.41105819","3","6","6.964717865","1","1.3","0.5","1.42","1.8","3.22","14","0.216666667","0.0625","0.128571429","1.75","1.166666667","0.75","0.5","0.225","0.15","0.1775","0.118333333","42.85714286","55.90062112","66.66666667","0.637399047","3.611111111","5.416666667","5","7.5","3.944444444","5.916666667","1.77055291","2.655829364","8.944444444","13.41666667"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00532","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00533","","","","0","0.901426971","1.652564049","19.26","48.51","1.105327964","2.093770981","4","1","12","12","5","3","3","1","3.132183075","4","70.9907074","2","39.70315399","2","4","9.098562241","1","0.5","0.18","2.46","0.68","3.14","4","0.166666667","0.18","0.17","0.8","0.333333333","0.6","0.25","0.136","0.056666667","0.492","0.205","75","21.65605096","41.66666667","0.269981447","1.388888889","3.333333333","1.888888889","4.533333333","6.833333333","16.4","0.749948464","1.799876314","8.722222222","20.93333333"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00534","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00535","","","","","","","","","","","2","2","12","10","9","4","0","5","","4","","","","9","3","","1","0","0.2","1.46","0.2","1.66","5","","0.04","0.04","0.555555556","0.416666667","0","0","0.022222222","0.016666667","0.162222222","0.121666667","0","12.04819277","75","","0","0","0.555555556","0.740740741","4.055555556","5.407407407","","","4.611111111","6.148148148"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00536","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00537","","","","0","0.903105021","1.651082993","17.83","48.43","1.326622963","2.640731096","2","1","12","12","9","9","8","15","3.133789063","2","72.61881256","2","36.81602313","2","3","8.991865158","1","1.08","0.56","1.7","1.64","3.34","23","0.135","0.037333333","0.071304348","2.555555556","1.916666667","0.888888889","0.666666667","0.182222222","0.136666667","0.188888889","0.141666667","34.7826087","49.10179641","75","0.603782779","3","4","4.555555556","6.074074074","4.722222222","6.296296296","1.677174387","2.236232516","9.277777778","12.37037037"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00538","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00539","","","","0","0.804445982","1.747447014","17.33","48.56","2.600506067","3.791771889","2","1","12","11","8","7","5","4","2.951390982","2","68.57600403","2","35.6878089","3","4","7.966547966","1","0.64","0.36","1.56","1","2.56","9","0.128","0.09","0.111111111","1.125","0.75","0.625","0.416666667","0.125","0.083333333","0.195","0.13","55.55555556","39.0625","66.66666667","0.356878089","1.777777778","2.666666667","2.777777778","4.166666667","4.333333333","6.5","0.991328025","1.486992037","7.111111111","10.66666667"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00540","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00541","","","","14.7962074","1.156666994","2.350712061","13.38","43.06","1.734141946","3.42325592","3","1","12","11","10","8","6","7","3.484652042","4","60.17829514","2","31.0729215","2","4","18.31197357","1","0.66","0.28","1.08","0.94","2.02","13","0.11","0.04","0.072307692","1.3","1.083333333","0.6","0.5","0.094","0.078333333","0.108","0.09","46.15384615","46.53465347","83.33333333","0.292085462","1.833333333","2.2","2.611111111","3.133333333","3","3.6","0.811348506","0.973618207","5.611111111","6.733333333"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00542","","","","24.2245712","1.009454012","2.197182894","14.8","48.28","4.136898041","6.461819172","4","2","12","11","10","7","6","7","3.110188961","2","49.265625","3","30.65451533","2","3","21.74854469","1","0.9","0.4","1.64","1.3","2.94","13","0.15","0.057142857","0.1","1.3","1.083333333","0.6","0.5","0.13","0.108333333","0.164","0.136666667","46.15384615","44.21768707","83.33333333","0.398508699","2.5","3","3.611111111","4.333333333","4.555555556","5.466666667","1.106968609","1.328362331","8.166666667","9.8"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00543","","","","0","0.959676027","1.736242056","20.69","48.23","1.734094977","3.020469904","2","2","12","11","10","9","7","9","3.481513977","4","71.97563171","2","42.89861082","2","3","10.12653255","1","1.44","0.54","2.32","1.98","4.3","16","0.205714286","0.06","0.12375","1.6","1.333333333","0.7","0.583333333","0.198","0.165","0.232","0.193333333","43.75","46.04651163","83.33333333","0.849392494","4","4.8","5.5","6.6","6.444444444","7.733333333","2.359423595","2.831308314","11.94444444","14.33333333"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00544","","","","11.950222","0.901355028","1.882779002","17.25","48.68","2.621927977","4.081370831","2","2","12","10","10","9","10","7","3.009041071","2","67.25323486","3","35.43549712","3","3","11.1343441","1","1.7","0.36","2.62","2.06","4.68","17","0.17","0.051428571","0.121176471","1.7","1.416666667","1","0.833333333","0.206","0.171666667","0.262","0.218333333","58.82352941","44.01709402","83.33333333","0.729971241","4.722222222","5.666666667","5.722222222","6.866666667","7.277777778","8.733333333","2.027697891","2.433237469","13","15.6"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00545","","","","","","","","","","","2","1","12","4","6","1","0","1","","1","","","","4","9","","4","0","0.08","1.02","0.08","1.1","1","","0.08","0.08","0.166666667","0.083333333","0","0","0.013333333","0.006666667","0.17","0.085","0","7.272727273","50","","0","0","0.222222222","0.444444444","2.833333333","5.666666667","","","3.055555556","6.111111111"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00546","","","","28.3298607","1.36175096","2.80842495","15.52","48.44","1.475358009","2.861845016","2","2","12","11","8","6","4","2","5.181985855","7","49.64997864","2","32.03963666","4","3","24.19710541","1","0.8","0.2","2.06","1","3.06","6","0.2","0.1","0.166666667","0.75","0.5","0.5","0.333333333","0.125","0.083333333","0.2575","0.171666667","66.66666667","32.67973856","66.66666667","0.320396367","2.222222222","3.333333333","2.777777778","4.166666667","5.722222222","8.583333333","0.889989907","1.334984861","8.5","12.75"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00547","","","","","","","","","","","","","12","8","6","","","","","","","","","","","8.800887108","2","","","0.94","","","","","","","","","","","","","0.156666667","0.078333333","","","50","","","","","","2.611111111","5.222222222","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00548","","","","26.9671288","1.374480963","2.621113062","15.86","48.35","1.104575038","2.629679918","2","3","12","11","8","8","8","4","5.544579983","7","50.65208435","2","32.8024819","4","3","22.90461159","2","1.66","0.4","1.58","2.06","3.64","12","0.2075","0.1","0.171666667","1.5","1","1","0.666666667","0.2575","0.171666667","0.1975","0.131666667","66.66666667","56.59340659","66.66666667","0.675731127","4.611111111","6.916666667","5.722222222","8.583333333","4.388888889","6.583333333","1.877030909","2.815546363","10.11111111","15.16666667"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00549","","","","30.5100937","1.238466024","2.281677008","14.28","48.48","2.717017889","5.129192829","2","3","12","12","8","6","8","8","4.388186932","5","51.63148499","2","29.45544554","4","4","23.5657177","1","1.68","0.38","2.56","2.06","4.62","16","0.21","0.0475","0.12875","2","1.333333333","1","0.666666667","0.2575","0.171666667","0.32","0.213333333","50","44.58874459","66.66666667","0.606782178","4.666666667","7","5.722222222","8.583333333","7.111111111","10.66666667","1.685506051","2.528259076","12.83333333","19.25"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00550","","","","2.3716774","0.863285005","1.896235943","16.11","48.44","1.286172986","2.434222937","4","3","12","12","10","8","10","8","2.82160902","3","67.31795502","5","33.25763832","2","2","14.03237629","1","2.36","0.46","2.46","2.82","5.28","18","0.236","0.0575","0.156666667","1.8","1.5","1","0.833333333","0.282","0.235","0.246","0.205","55.55555556","53.40909091","83.33333333","0.9378654","6.555555556","7.866666667","7.833333333","9.4","6.833333333","8.2","2.605181668","3.126218002","14.66666667","17.6"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00551","","","","","","","","","","","","","12","8","6","0","0","0","","","","","","","","","1","0","0","0.96","0","0.96","0","","","","0","0","0","0","0","0","0.16","0.08","","0","50","","0","0","0","0","2.666666667","5.333333333","","","2.666666667","5.333333333"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00552","","","","0","1.154706955","2.347666025","17.67","43.13","0.866824985","2.758204937","3","3","12","9","8","4","3","2","5.540594101","3","69.93986511","3","40.969163","4","3","7.936532974","1","0.38","0.12","2.22","0.5","2.72","5","0.126666667","0.06","0.1","0.625","0.416666667","0.375","0.25","0.0625","0.041666667","0.2775","0.185","60","18.38235294","66.66666667","0.204845815","1.055555556","1.583333333","1.388888889","2.083333333","6.166666667","9.25","0.569016153","0.853524229","7.555555556","11.33333333"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00553","","","","0","0.755874991","1.608517051","19.21","48.4","1.52215302","2.718790054","6","3","12","12","11","11","10","14","2.87688303","1","72.68716431","3","39.69008264","3","4","11.65603638","1","1.32","0.54","1.04","1.86","2.9","24","0.132","0.038571429","0.0775","2.181818182","2","0.909090909","0.833333333","0.169090909","0.155","0.094545455","0.086666667","41.66666667","64.13793103","91.66666667","0.738235537","3.666666667","4","5.166666667","5.636363636","2.888888889","3.151515152","2.05065427","2.237077385","8.055555556","8.787878788"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00554","","","","0","0.743314028","1.396384954","18.48","48.51","1.52670598","2.35099411","2","3","12","10","11","10","15","5","2.812971115","3","73.46774292","1","38.0952381","2","3","6.225741863","1","2.62","0.28","1.92","2.9","4.82","20","0.174666667","0.056","0.145","1.818181818","1.666666667","1.363636364","1.25","0.263636364","0.241666667","0.174545455","0.16","75","60.1659751","91.66666667","1.104761905","7.277777778","7.939393939","8.055555556","8.787878788","5.333333333","5.818181818","3.068783069","3.347763348","13.38888889","14.60606061"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00555","","","","","","","","","","","1","1","12","4","6","1","1","0","","1","","","","3","4","","2","0.22","0","3.16","0.22","3.38","1","0.22","","0.22","0.166666667","0.083333333","0.166666667","0.083333333","0.036666667","0.018333333","0.526666667","0.263333333","100","6.50887574","50","","0.611111111","1.222222222","0.611111111","1.222222222","8.777777778","17.55555556","","","9.388888889","18.77777778"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00556","","","","0","0.974201977","1.891559005","15.48","48.83","1.681684971","3.450812101","3","2","12","2","5","2","1","2","3.0826509","1","68.36534882","2","31.70182265","2","4","15.03225422","1","0.16","0.06","1.28","0.22","1.5","3","0.16","0.03","0.073333333","0.6","0.25","0.2","0.083333333","0.044","0.018333333","0.256","0.106666667","33.33333333","14.66666667","41.66666667","0.06974401","0.444444444","1.066666667","0.611111111","1.466666667","3.555555556","8.533333333","0.193733361","0.464960066","4.166666667","10"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00557","","","","0","0.848510027","1.842015028","19.77","48.29","0.880998015","1.947950006","1","2","12","9","6","6","8","0","4.484268188","3","70.11885834","3","40.94015324","2","2","12.96811199","2","2.38","0","2.02","2.38","4.4","8","0.2975","","0.2975","1.333333333","0.666666667","1.333333333","0.666666667","0.396666667","0.198333333","0.336666667","0.168333333","100","54.09090909","50","0.974375647","6.611111111","13.22222222","6.611111111","13.22222222","5.611111111","11.22222222","2.70659902","5.41319804","12.22222222","24.44444444"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00558","","","","12.5702534","1.37153399","2.514646053","16.46","48.22","0.822300017","2.257749081","2","2","12","12","11","7","4","3","5.259972095","3","61.46547699","3","34.1352136","4","5","14.09556675","1","0.36","0.12","0.52","0.48","1","7","0.09","0.04","0.068571429","0.636363636","0.583333333","0.363636364","0.333333333","0.043636364","0.04","0.047272727","0.043333333","57.14285714","48","91.66666667","0.163849025","1","1.090909091","1.333333333","1.454545455","1.444444444","1.575757576","0.455136181","0.496512198","2.777777778","3.03030303"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00559","","","","0","0.92108202","1.962169051","20.49","48.9","0.441807985","1.910493016","5","2","12","10","7","5","4","5","4.484405994","1","70.82056427","8","41.90184049","5","5","12.00270557","1","0.42","0.26","1.82","0.68","2.5","9","0.105","0.052","0.075555556","1.285714286","0.75","0.571428571","0.333333333","0.097142857","0.056666667","0.26","0.151666667","44.44444444","27.2","58.33333333","0.284932515","1.166666667","2","1.888888889","3.238095238","5.055555556","8.666666667","0.791479209","1.356821502","6.944444444","11.9047619"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00560","","","","","","","","","","","","","12","8","7","0","0","0","","","","","","","","","4","0","0","0.7","0","0.7","0","","","","0","0","0","0","0","0","0.1","0.058333333","","0","58.33333333","","0","0","0","0","1.944444444","3.333333333","","","1.944444444","3.333333333"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00561","","","","","","","","","","","2","3","12","11","7","3","7","2","","3","","","","3","3","","2","1.44","0.18","2.66","1.62","4.28","9","0.205714286","0.09","0.18","1.285714286","0.75","1","0.583333333","0.231428571","0.135","0.38","0.221666667","77.77777778","37.85046729","58.33333333","","4","6.857142857","4.5","7.714285714","7.388888889","12.66666667","","","11.88888889","20.38095238"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00562","","","","22.8600693","1.213682055","2.273267984","13.06","48.84","1.778324008","3.550519943","4","1","12","12","12","12","4","29","4.566221237","3","54.26603317","8","26.74037674","5","2","23.87771416","1","0.34","0.7","1.72","1.04","2.76","33","0.085","0.024137931","0.031515152","2.75","2.75","0.333333333","0.333333333","0.086666667","0.086666667","0.143333333","0.143333333","12.12121212","37.68115942","100","0.278099918","0.944444444","0.944444444","2.888888889","2.888888889","4.777777778","4.777777778","0.772499772","0.772499772","7.666666667","7.666666667"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00563","","","","0","0.663920999","1.517999053","18.11","48.32","2.349010944","3.372997046","2","1","12","12","10","10","11","8","2.613179922","2","70.64559937","2","37.47930464","1","3","6.463790894","1","1.76","0.56","1.62","2.32","3.94","19","0.16","0.07","0.122105263","1.9","1.583333333","1.1","0.916666667","0.232","0.193333333","0.162","0.135","57.89473684","58.88324873","83.33333333","0.869519868","4.888888889","5.866666667","6.444444444","7.733333333","4.5","5.4","2.415332965","2.898399558","10.94444444","13.13333333"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00564","","","","0","1.174309969","2.118654966","18.07","48.97","2.083106995","4.174256802","2","1","12","9","6","3","3","1","4.464300156","3","67.34661102","8","36.90014294","4","4","8.720375061","2","0.48","0.1","1.62","0.58","2.2","4","0.16","0.1","0.145","0.666666667","0.333333333","0.5","0.25","0.096666667","0.048333333","0.27","0.135","75","26.36363636","50","0.214020829","1.333333333","2.666666667","1.611111111","3.222222222","4.5","9","0.594502303","1.189004606","6.111111111","12.22222222"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00565","","","","0","1.062497973","1.862007022","18.25","48.57","0.496324986","1.963714004","4","3","12","11","9","8","14","2","3.175379038","4","68.95397949","2","37.57463455","2","1","13.78535366","1","5.54","0.16","2.84","5.7","8.54","16","0.395714286","0.08","0.35625","1.777777778","1.333333333","1.555555556","1.166666667","0.633333333","0.475","0.315555556","0.236666667","87.5","66.74473068","75","2.141754169","15.38888889","20.51851852","15.83333333","21.11111111","7.888888889","10.51851852","5.949317137","7.932422849","23.72222222","31.62962963"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00566","","","","18.3905983","1.545820951","2.347178936","16.15","48.75","1.273411989","2.892086029","1","1","12","11","8","6","3","6","5.91014719","2","57.57640457","5","33.12820513","2","8","17.82980156","1","0.72","0.34","1.62","1.06","2.68","9","0.24","0.056666667","0.117777778","1.125","0.75","0.375","0.25","0.1325","0.088333333","0.2025","0.135","33.33333333","39.55223881","66.66666667","0.351158974","2","3","2.944444444","4.416666667","4.5","6.75","0.975441595","1.463162393","7.444444444","11.16666667"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00567","","","","","","","","","","","","","12","4","0","0","0","0","","","","","","","","","1","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","0","","0","","0","","","","0",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00568","","","","","","","","","","","3","1","12","11","9","3","0","5","","1","","","","5","3","","1","0","0.2","2.38","0.2","2.58","5","","0.04","0.04","0.555555556","0.416666667","0","0","0.022222222","0.016666667","0.264444444","0.198333333","0","7.751937984","75","","0","0","0.555555556","0.740740741","6.611111111","8.814814815","","","7.166666667","9.555555556"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00569","","","","0","0.891987026","2.048418045","18.52","48.31","0.907963991","1.578946948","4","1","12","12","10","8","3","13","3.702892065","2","68.06135559","8","38.33574829","3","4","9.74433136","1","0.52","0.4","1.9","0.92","2.82","16","0.173333333","0.030769231","0.0575","1.6","1.333333333","0.3","0.25","0.092","0.076666667","0.19","0.158333333","18.75","32.62411348","83.33333333","0.352688884","1.444444444","1.733333333","2.555555556","3.066666667","5.277777778","6.333333333","0.979691345","1.175629614","7.833333333","9.4"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00570","","","","17.2474442","1.498939037","2.5279181","14.29","40.53","1.016584039","3.125555038","1","1","12","8","7","6","3","7","5.655014038","2","63.456707","","35.2578337","5","4","17.97507858","1","0.44","0.28","0.54","0.72","1.26","10","0.146666667","0.04","0.072","1.428571429","0.833333333","0.428571429","0.25","0.102857143","0.06","0.077142857","0.045","30","57.14285714","58.33333333","0.253856403","1.222222222","2.095238095","2","3.428571429","1.5","2.571428571","0.705156674","1.208840013","3.5","6"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00571","","","","22.0683861","1.500316978","2.808409929","14.75","49.06","0.354272008","2.076613903","7","1","12","12","8","8","5","11","6.626667023","3","60.60445786","3","30.06522625","2","7","17.86190796","1","0.64","0.44","1.78","1.08","2.86","16","0.128","0.04","0.0675","2","1.333333333","0.625","0.416666667","0.135","0.09","0.2225","0.148333333","31.25","37.76223776","66.66666667","0.324704444","1.777777778","2.666666667","3","4.5","4.944444444","7.416666667","0.901956788","1.352935181","7.944444444","11.91666667"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00572","","","","0","0.89733398","1.658681035","17.15","48.44","3.376460075","5.192360878","2","2","12","10","9","8","11","6","2.788134098","2","68.19521332","2","35.40462428","1","3","8.890089989","3","2.5","0.24","1.36","2.74","4.1","17","0.227272727","0.04","0.161176471","1.888888889","1.416666667","1.222222222","0.916666667","0.304444444","0.228333333","0.151111111","0.113333333","64.70588235","66.82926829","75","0.970086705","6.944444444","9.259259259","7.611111111","10.14814815","3.777777778","5.037037037","2.694685292","3.592913723","11.38888889","15.18518519"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00573","","","","14.0598373","1.007086039","2.106986046","15.21","49.08","2.138339996","3.284254074","1","2","12","10","8","8","10","2","3.826771021","2","63.50223541","2","30.99022005","3","3","12.61980534","1","2.6","0.18","2.92","2.78","5.7","12","0.26","0.09","0.231666667","1.5","1","1.25","0.833333333","0.3475","0.231666667","0.365","0.243333333","83.33333333","48.77192982","66.66666667","0.861528117","7.222222222","10.83333333","7.722222222","11.58333333","8.111111111","12.16666667","2.393133659","3.589700489","15.83333333","23.75"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00574","","","","","","","","","","","6","2","12","12","8","3","0","6","","3","","","","3","3","","5","0","0.22","0.82","0.22","1.04","6","","0.036666667","0.036666667","0.75","0.5","0","0","0.0275","0.018333333","0.1025","0.068333333","0","21.15384615","66.66666667","","0","0","0.611111111","0.916666667","2.277777778","3.416666667","","","2.888888889","4.333333333"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00575","","","","19.5892258","1.295344949","2.63853097","11.17","31","1.434064984","3.354171038","2","1","12","9","7","3","0","3","4.672409058","2","58.53091431","9","36.03225806","4","6","21.7318325","2","0","0.26","1.56","0.26","1.82","3","","0.086666667","0.086666667","0.428571429","0.25","0","0","0.037142857","0.021666667","0.222857143","0.13","0","14.28571429","58.33333333","0.093683871","0","0","0.722222222","1.238095238","4.333333333","7.428571429","0.260232975","0.446113671","5.055555556","8.666666667"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00576","","","","15.3427658","1.121572018","2.251583099","17.94","48.52","1.344323039","2.14545393","5","1","12","12","8","8","7","20","4.863730907","3","63.98324203","9","36.97444353","5","2","14.30813599","1","1.08","0.82","1.2","1.9","3.1","27","0.154285714","0.041","0.07037037","3.375","2.25","0.875","0.583333333","0.2375","0.158333333","0.15","0.1","25.92592593","61.29032258","66.66666667","0.702514427","3","4.5","5.277777778","7.916666667","3.333333333","5","1.951428964","2.927143446","8.611111111","12.91666667"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00577","","","","18.7598381","1.033990026","1.976585031","14.93","48.82","3.69688797","5.506844044","3","","12","12","8","8","12","3","3.304588079","2","62.11018372","2","30.5817288","3","","10.31635666","1","2.08","0.26","1.44","2.34","3.78","15","0.173333333","0.086666667","0.156","1.875","1.25","1.5","1","0.2925","0.195","0.18","0.12","80","61.9047619","66.66666667","0.715612454","5.777777778","8.666666667","6.5","9.75","4","6","1.987812372","2.981718558","10.5","15.75"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00578","","","","0","0.735525012","1.612676978","18.98","48.75","1.901574969","2.985316038","3","3","12","12","11","10","7","8","3.76081109","3","72.10404968","2","38.93333333","4","3","6.534329891","1","1.46","0.42","2.14","1.88","4.02","15","0.208571429","0.0525","0.125333333","1.363636364","1.25","0.636363636","0.583333333","0.170909091","0.156666667","0.194545455","0.178333333","46.66666667","46.76616915","91.66666667","0.731946667","4.055555556","4.424242424","5.222222222","5.696969697","5.944444444","6.484848485","2.033185185","2.218020202","11.16666667","12.18181818"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00579","","","","","","","","","","","","","12","","0","0","0","0","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","0","","0","","0","","","","0",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00580","","","","","","","","","","","","","12","","0","0","0","0","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","0","","0","","0","","","","0",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00581","","","","0","1.230734944","2.38154006","17.53","48.44","2.199348927","4.291349888","9","1","12","9","10","2","1","1","4.236946106","1","66.67958832","3","36.18909992","1","3","10.85004902","1","0.24","0.08","1.52","0.32","1.84","2","0.24","0.08","0.16","0.2","0.166666667","0.1","0.083333333","0.032","0.026666667","0.152","0.126666667","50","17.39130435","83.33333333","0.11580512","0.666666667","0.8","0.888888889","1.066666667","4.222222222","5.066666667","0.321680888","0.386017066","5.111111111","6.133333333"
