"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00110","","","","","","10","7","7","7","12","6","2","1","","","2","4","8","6","4","5","4.6","0.4","3.8","5","8.8","18","0.383333333","0.066666667","0.277777778","2.571428571","1.8","1.714285714","1.2","0.714285714","0.5","0.542857143","0.38","66.66666667","56.81818182","70","","","15.33333333","21.9047619","16.66666667","23.80952381","12.66666667","18.0952381","","","29.33333333","41.9047619"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00111","","","","50.96","19.08","10","10","10","10","14","20","2","1","6","5","1","4","5","6","4","4","2.4","1.4","4.4","3.8","8.2","34","0.171428571","0.07","0.111764706","3.4","3.4","1.4","1.4","0.38","0.38","0.44","0.44","41.17647059","46.34146341","100","37.4411303","1.422762951","8","8","12.66666667","12.66666667","14.66666667","14.66666667","4.742543171","4.742543171","27.33333333","27.33333333"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00112","","","","","","10","8","8","8","13","10","2","1","","","2","5","7","7","5","3","3.7","0.9","10.2","4.6","14.8","23","0.284615385","0.09","0.2","2.875","2.3","1.625","1.3","0.575","0.46","1.275","1.02","56.52173913","31.08108108","80","","","12.33333333","15.41666667","15.33333333","19.16666667","34","42.5","","","49.33333333","61.66666667"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00113","","","","","","10","5","5","5","3","8","2","1","","","2","3","2","1","5","9","0.4","0.4","1.8","0.8","2.6","11","0.133333333","0.05","0.072727273","2.2","1.1","0.6","0.3","0.16","0.08","0.36","0.18","27.27272727","30.76923077","50","","","1.333333333","2.666666667","2.666666667","5.333333333","6","12","","","8.666666667","17.33333333"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00114","","","","","","10","9","9","3","4","2","3","1","","","1","5","6","6","1","4","1.2","0.2","6.8","1.4","8.2","6","0.3","0.1","0.233333333","0.666666667","0.6","0.444444444","0.4","0.155555556","0.14","0.755555556","0.68","66.66666667","17.07317073","90","","","4","4.444444444","4.666666667","5.185185185","22.66666667","25.18518519","","","27.33333333","30.37037037"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00115","","","","","","10","7","7","3","2","3","2","1","","","1","3","3","4","4","7","0.4","0.2","3.6","0.6","4.2","5","0.2","0.066666667","0.12","0.714285714","0.5","0.285714286","0.2","0.085714286","0.06","0.514285714","0.36","40","14.28571429","70","","","1.333333333","1.904761905","2","2.857142857","12","17.14285714","","","14","20"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00116","","","","","","10","0","","","","","","","","","","","","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00117","","","","","","10","10","10","5","1","6","3","1","","","2","4","3","4","5","6","0.2","0.4","2","0.6","2.6","7","0.2","0.066666667","0.085714286","0.7","0.7","0.1","0.1","0.06","0.06","0.2","0.2","14.28571429","23.07692308","100","","","0.666666667","0.666666667","2","2","6.666666667","6.666666667","","","8.666666667","8.666666667"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00118","","","","","","10","8","8","5","0","10","2","1","","","2","3","2","3","4","6","0","0.6","1","0.6","1.6","10","","0.06","0.06","1.25","1","0","0","0.075","0.06","0.125","0.1","0","37.5","80","","","0","0","2","2.5","3.333333333","4.166666667","","","5.333333333","6.666666667"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00119","","","","","","10","10","10","8","7","8","2","1","","","3","6","6","6","3","5","1.9","0.6","9","2.5","11.5","15","0.271428571","0.075","0.166666667","1.5","1.5","0.7","0.7","0.25","0.25","0.9","0.9","46.66666667","21.73913043","100","","","6.333333333","6.333333333","8.333333333","8.333333333","30","30","","","38.33333333","38.33333333"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00120","","","","","","10","10","10","7","3","6","3","1","","","2","4","5","7","3","4","0.7","0.5","9.2","1.2","10.4","9","0.233333333","0.083333333","0.133333333","0.9","0.9","0.3","0.3","0.12","0.12","0.92","0.92","33.33333333","11.53846154","100","","","2.333333333","2.333333333","4","4","30.66666667","30.66666667","","","34.66666667","34.66666667"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00121","","","","","","10","5","5","","0","2","2","","","","","","","2","7","8","0","0.1","2.2","0.1","2.3","2","","0.05","0.05","0.4","0.2","0","0","0.02","0.01","0.44","0.22","0","4.347826087","50","","","0","0","0.333333333","0.666666667","7.333333333","14.66666667","","","7.666666667","15.33333333"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00122","","","","","","10","8","8","2","0","5","3","1","","","1","3","3","2","7","8","0","0.3","1.4","0.3","1.7","5","","0.06","0.06","0.625","0.5","0","0","0.0375","0.03","0.175","0.14","0","17.64705882","80","","","0","0","1","1.25","4.666666667","5.833333333","","","5.666666667","7.083333333"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00123","","","","","","10","4","4","","0","5","","","","","","","","4","4","5","0","0.3","2.8","0.3","3.1","5","","0.06","0.06","1.25","0.5","0","0","0.075","0.03","0.7","0.28","0","9.677419355","40","","","0","0","1","2.5","9.333333333","23.33333333","","","10.33333333","25.83333333"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00124","","","","","","10","0","","","","","","","","","","","","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00125","","","","","","10","5","5","2","0","3","3","1","","","1","3","4","4","3","7","0","0.2","1.8","0.2","2","3","","0.066666667","0.066666667","0.6","0.3","0","0","0.04","0.02","0.36","0.18","0","10","50","","","0","0","0.666666667","1.333333333","6","12","","","6.666666667","13.33333333"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00126","","","","50.6","17.66","10","9","9","8","6","7","2","1","8","5","2","3","6","3","1","7","1.6","0.6","1.2","2.2","3.4","13","0.266666667","0.085714286","0.169230769","1.444444444","1.3","0.666666667","0.6","0.244444444","0.22","0.133333333","0.12","46.15384615","64.70588235","90","34.90118577","0.767826087","5.333333333","5.925925926","7.333333333","8.148148148","4","4.444444444","2.55942029","2.843800322","11.33333333","12.59259259"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00127","","","","","","10","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00128","","","","","","10","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00129","","","","","","10","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00130","","","","","","10","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00131","","","","","","10","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00132","","","","50.2","19.13","10","10","10","7","9","4","2","1","1","8","1","5","6","8","3","4","1.7","0.4","6","2.1","8.1","13","0.188888889","0.1","0.161538462","1.3","1.3","0.9","0.9","0.21","0.21","0.6","0.6","69.23076923","25.92592593","100","38.10756972","0.800258964","5.666666667","5.666666667","7","7","20","20","2.66752988","2.66752988","27","27"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00133","","","","","","10","9","9","6","8","4","2","1","","","1","3","6","7","3","5","1.6","0.4","4.8","2","6.8","12","0.2","0.1","0.166666667","1.333333333","1.2","0.888888889","0.8","0.222222222","0.2","0.533333333","0.48","66.66666667","29.41176471","90","","","5.333333333","5.925925926","6.666666667","7.407407407","16","17.77777778","","","22.66666667","25.18518519"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00134","","","","","","10","9","9","9","12","12","2","1","","","2","4","7","9","3","4","1.4","1.2","7.8","2.6","10.4","24","0.116666667","0.1","0.108333333","2.666666667","2.4","1.333333333","1.2","0.288888889","0.26","0.866666667","0.78","50","25","90","","","4.666666667","5.185185185","8.666666667","9.62962963","26","28.88888889","","","34.66666667","38.51851852"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00135","","","","","","10","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00136","","","","","","10","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00137","","","","","","10","10","10","10","5","20","2","1","","","1","3","4","8","1","3","0.5","0.9","11.2","1.4","12.6","25","0.1","0.045","0.056","2.5","2.5","0.5","0.5","0.14","0.14","1.12","1.12","20","11.11111111","100","","","1.666666667","1.666666667","4.666666667","4.666666667","37.33333333","37.33333333","","","42","42"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00138","","","","50.19","14.81","10","10","10","10","21","34","2","1","6","8","3","6","7","6","1","5","4.5","1.9","1","6.4","7.4","55","0.214285714","0.055882353","0.116363636","5.5","5.5","2.1","2.1","0.64","0.64","0.1","0.1","38.18181818","86.48648649","100","29.50787009","1.888503686","15","15","21.33333333","21.33333333","3.333333333","3.333333333","6.295012287","6.295012287","24.66666667","24.66666667"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00139","","","","50.14","20.15","10","7","7","6","12","6","3","1","5","3","2","5","5","6","3","5","2.3","0.2","3","2.5","5.5","18","0.191666667","0.033333333","0.138888889","2.571428571","1.8","1.714285714","1.2","0.357142857","0.25","0.428571429","0.3","66.66666667","45.45454545","70","40.18747507","1.004686877","7.666666667","10.95238095","8.333333333","11.9047619","10","14.28571429","3.348956256","4.784223223","18.33333333","26.19047619"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00140","","","","50.53","14.92","10","8","8","8","7","14","1","1","5","8","2","5","4","5","5","6","1.5","0.6","0.2","2.1","2.3","21","0.214285714","0.042857143","0.1","2.625","2.1","0.875","0.7","0.2625","0.21","0.025","0.02","33.33333333","91.30434783","80","29.52701366","0.620067287","5","6.25","7","8.75","0.666666667","0.833333333","2.066890956","2.583613695","7.666666667","9.583333333"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00141","","","","50.39","18.52","10","4","4","4","5","4","1","1","4","5","2","5","6","3","4","6","1.6","0.9","0.8","2.5","3.3","9","0.32","0.225","0.277777778","2.25","0.9","1.25","0.5","0.625","0.25","0.2","0.08","55.55555556","75.75757576","40","36.75332407","0.918833102","5.333333333","13.33333333","8.333333333","20.83333333","2.666666667","6.666666667","3.062777006","7.656942515","11","27.5"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00142","","","","50.04","20.76","10","8","8","6","5","12","2","1","3","2","1","4","5","2","5","8","1.5","0.6","1","2.1","3.1","17","0.3","0.05","0.123529412","2.125","1.7","0.625","0.5","0.2625","0.21","0.125","0.1","29.41176471","67.74193548","80","41.48681055","0.871223022","5","6.25","7","8.75","3.333333333","4.166666667","2.904076739","3.630095923","10.33333333","12.91666667"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00143","","","","","","10","10","10","10","22","19","1","1","","","1","5","7","6","9","6","6.4","1.1","4","7.5","11.5","41","0.290909091","0.057894737","0.182926829","4.1","4.1","2.2","2.2","0.75","0.75","0.4","0.4","53.65853659","65.2173913","100","","","21.33333333","21.33333333","25","25","13.33333333","13.33333333","","","38.33333333","38.33333333"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00144","","","","","","10","8","8","6","13","18","3","1","","","3","5","6","6","1","5","3.4","0.6","5.2","4","9.2","31","0.261538462","0.033333333","0.129032258","3.875","3.1","1.625","1.3","0.5","0.4","0.65","0.52","41.93548387","43.47826087","80","","","11.33333333","14.16666667","13.33333333","16.66666667","17.33333333","21.66666667","","","30.66666667","38.33333333"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00145","","","","","","10","6","6","6","9","2","3","1","","","2","3","4","3","5","7","1.5","0.2","1.8","1.7","3.5","11","0.166666667","0.1","0.154545455","1.833333333","1.1","1.5","0.9","0.283333333","0.17","0.3","0.18","81.81818182","48.57142857","60","","","5","8.333333333","5.666666667","9.444444444","6","10","","","11.66666667","19.44444444"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00146","","","","50.63","15.04","10","8","8","8","9","19","1","1","6","4","3","5","6","4","4","7","1.4","0.8","0.8","2.2","3","28","0.155555556","0.042105263","0.078571429","3.5","2.8","1.125","0.9","0.275","0.22","0.1","0.08","32.14285714","73.33333333","80","29.70570808","0.653525578","4.666666667","5.833333333","7.333333333","9.166666667","2.666666667","3.333333333","2.178418592","2.723023241","10","12.5"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00147","","","","","","10","4","4","2","0","4","2","1","","","3","2","3","2","5","8","0","0.3","0.6","0.3","0.9","4","","0.075","0.075","1","0.4","0","0","0.075","0.03","0.15","0.06","0","33.33333333","40","","","0","0","1","2.5","2","5","","","3","7.5"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00148","","","","","","10","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00149","","","","","","10","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00150","","","","","","10","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00151","","","","","","10","4","4","1","0","5","3","1","","","2","2","2","3","5","7","0","0.2","0.2","0.2","0.4","5","","0.04","0.04","1.25","0.5","0","0","0.05","0.02","0.05","0.02","0","50","40","","","0","0","0.666666667","1.666666667","0.666666667","1.666666667","","","1.333333333","3.333333333"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00152","","","","50.12","20.12","10","6","6","6","6","11","3","1","5","8","4","4","6","6","5","6","2.1","0.7","2.2","2.8","5","17","0.35","0.063636364","0.164705882","2.833333333","1.7","1","0.6","0.466666667","0.28","0.366666667","0.22","35.29411765","56","60","40.14365523","1.124022346","7","11.66666667","9.333333333","15.55555556","7.333333333","12.22222222","3.746741155","6.244568591","16.66666667","27.77777778"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00153","","","","","","10","4","4","3","3","6","3","1","","","3","3","4","2","8","8","0.5","0.2","0.2","0.7","0.9","9","0.166666667","0.033333333","0.077777778","2.25","0.9","0.75","0.3","0.175","0.07","0.05","0.02","33.33333333","77.77777778","40","","","1.666666667","4.166666667","2.333333333","5.833333333","0.666666667","1.666666667","","","3","7.5"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00154","","","","","","10","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00155","","","","","","10","4","4","3","2","4","3","1","","","2","4","4","4","5","7","0.4","0.2","0.6","0.6","1.2","6","0.2","0.05","0.1","1.5","0.6","0.5","0.2","0.15","0.06","0.15","0.06","33.33333333","50","40","","","1.333333333","3.333333333","2","5","2","5","","","4","10"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00156","","","","","","10","9","9","9","6","10","2","1","","","1","4","6","5","6","5","2.6","0.5","5.6","3.1","8.7","16","0.433333333","0.05","0.19375","1.777777778","1.6","0.666666667","0.6","0.344444444","0.31","0.622222222","0.56","37.5","35.63218391","90","","","8.666666667","9.62962963","10.33333333","11.48148148","18.66666667","20.74074074","","","29","32.22222222"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00157","","","","50.15","19.78","10","8","8","7","6","17","2","2","5","2","2","4","6","5","5","6","1.8","0.8","1.8","2.6","4.4","23","0.3","0.047058824","0.113043478","2.875","2.3","0.75","0.6","0.325","0.26","0.225","0.18","26.08695652","59.09090909","80","39.44167498","1.025483549","6","7.5","8.666666667","10.83333333","6","7.5","3.418278498","4.272848122","14.66666667","18.33333333"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00158","","","","","","10","6","6","4","8","0","3","2","","","2","4","6","6","5","4","2.5","0","6","2.5","8.5","8","0.3125","","0.3125","1.333333333","0.8","1.333333333","0.8","0.416666667","0.25","1","0.6","100","29.41176471","60","","","8.333333333","13.88888889","8.333333333","13.88888889","20","33.33333333","","","28.33333333","47.22222222"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00159","","","","50.75","22.17","10","9","9","9","21","18","2","2","5","8","3","5","5","3","3","7","3.4","1.4","2.2","4.8","7","39","0.161904762","0.077777778","0.123076923","4.333333333","3.9","2.333333333","2.1","0.533333333","0.48","0.244444444","0.22","53.84615385","68.57142857","90","43.68472906","2.096866995","11.33333333","12.59259259","16","17.77777778","7.333333333","8.148148148","6.98955665","7.766174056","23.33333333","25.92592593"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00160","","","","","","10","5","5","4","3","7","2","1","","","1","4","4","1","5","9","0.7","0.3","0.4","1","1.4","10","0.233333333","0.042857143","0.1","2","1","0.6","0.3","0.2","0.1","0.08","0.04","30","71.42857143","50","","","2.333333333","4.666666667","3.333333333","6.666666667","1.333333333","2.666666667","","","4.666666667","9.333333333"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00161","","","","","","10","2","2","1","0","1","1","1","","","1","2","2","1","4","9","0","0.1","0.2","0.1","0.3","1","","0.1","0.1","0.5","0.1","0","0","0.05","0.01","0.1","0.02","0","33.33333333","20","","","0","0","0.333333333","1.666666667","0.666666667","3.333333333","","","1","5"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00162","","","","","","10","6","6","2","0","6","2","1","","","1","3","4","2","6","8","0","0.5","1","0.5","1.5","6","","0.083333333","0.083333333","1","0.6","0","0","0.083333333","0.05","0.166666667","0.1","0","33.33333333","60","","","0","0","1.666666667","2.777777778","3.333333333","5.555555556","","","5","8.333333333"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00163","","","","","","10","7","7","6","8","9","1","2","","","2","4","5","3","7","8","1.7","0.5","0.8","2.2","3","17","0.2125","0.055555556","0.129411765","2.428571429","1.7","1.142857143","0.8","0.314285714","0.22","0.114285714","0.08","47.05882353","73.33333333","70","","","5.666666667","8.095238095","7.333333333","10.47619048","2.666666667","3.80952381","","","10","14.28571429"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00164","","","","50.41","20.02","10","4","4","4","9","7","1","1","6","5","1","5","6","6","4","5","2.6","0.2","6.6","2.8","9.4","16","0.288888889","0.028571429","0.175","4","1.6","2.25","0.9","0.7","0.28","1.65","0.66","56.25","29.78723404","40","39.71434239","1.112001587","8.666666667","21.66666667","9.333333333","23.33333333","22","55","3.706671957","9.266679892","31.33333333","78.33333333"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00165","","","","","","10","9","9","8","9","7","1","1","","","1","4","5","5","4","5","1.8","0.4","2.8","2.2","5","16","0.2","0.057142857","0.1375","1.777777778","1.6","1","0.9","0.244444444","0.22","0.311111111","0.28","56.25","44","90","","","6","6.666666667","7.333333333","8.148148148","9.333333333","10.37037037","","","16.66666667","18.51851852"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00166","","","","","","10","7","7","4","6","2","1","1","","","1","4","6","4","5","7","","","1.8","","","8","","","","1.142857143","0.8","0.857142857","0.6","","","0.257142857","0.18","75","","70","","","","","","","6","8.571428571","","","",""
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00167","","","","","","10","9","9","7","4","2","1","1","","","1","5","5","4","5","7","1.1","0.2","1.8","1.3","3.1","6","0.275","0.1","0.216666667","0.666666667","0.6","0.444444444","0.4","0.144444444","0.13","0.2","0.18","66.66666667","41.93548387","90","","","3.666666667","4.074074074","4.333333333","4.814814815","6","6.666666667","","","10.33333333","11.48148148"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00168","","","","","","10","1","1","0","0","0","","","","","","","","","7","","0","0","0.8","0","0.8","0","","","","0","0","0","0","0","0","0.8","0.08","","0","10","","","0","0","0","0","2.666666667","26.66666667","","","2.666666667","26.66666667"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00169","","","","50.54","20.45","10","9","9","8","17","7","1","1","9","9","1","6","6","8","3","3","3.5","0.4","5.4","3.9","9.3","24","0.205882353","0.057142857","0.1625","2.666666667","2.4","1.888888889","1.7","0.433333333","0.39","0.6","0.54","70.83333333","41.93548387","90","40.4629996","1.578056985","11.66666667","12.96296296","13","14.44444444","18","20","5.260189949","5.844655498","31","34.44444444"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00170","","","","","","10","0","","","","","","","","","","","","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00171","","","","","","10","10","10","2","0","3","1","1","","","1","2","3","8","3","2","0","0.3","12","0.3","12.3","3","","0.1","0.1","0.3","0.3","0","0","0.03","0.03","1.2","1.2","0","2.43902439","100","","","0","0","1","1","40","40","","","41","41"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00172","","","","50.25","22.28","10","10","10","6","6","15","2","1","5","8","1","4","5","","1","4","1.3","0.5","6.8","1.8","8.6","21","0.216666667","0.033333333","0.085714286","2.1","2.1","0.6","0.6","0.18","0.18","0.68","0.68","28.57142857","20.93023256","100","44.33830846","0.798089552","4.333333333","4.333333333","6","6","22.66666667","22.66666667","2.660298507","2.660298507","28.66666667","28.66666667"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00173","","","","","","10","7","7","5","7","22","1","1","","","1","4","6","9","3","2","1.4","1.1","8.4","2.5","10.9","29","0.2","0.05","0.086206897","4.142857143","2.9","1","0.7","0.357142857","0.25","1.2","0.84","24.13793103","22.93577982","70","","","4.666666667","6.666666667","8.333333333","11.9047619","28","40","","","36.33333333","51.9047619"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00174","","","","","","10","8","8","4","7","6","1","1","","","1","4","7","3","7","7","2.3","0.4","3","2.7","5.7","13","0.328571429","0.066666667","0.207692308","1.625","1.3","0.875","0.7","0.3375","0.27","0.375","0.3","53.84615385","47.36842105","80","","","7.666666667","9.583333333","9","11.25","10","12.5","","","19","23.75"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00175","","","","50.1","15.7","10","10","10","10","8","14","1","1","7","4","1","4","5","4","4","6","2.6","0.6","2.4","3.2","5.6","22","0.325","0.042857143","0.145454545","2.2","2.2","0.8","0.8","0.32","0.32","0.24","0.24","36.36363636","57.14285714","100","31.33732535","1.002794411","8.666666667","8.666666667","10.66666667","10.66666667","8","8","3.342648037","3.342648037","18.66666667","18.66666667"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00176","","","","","","10","0","","","","","","","","","","","","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00177","","","","","","10","5","5","","4","0","1","","","","","","","5","4","6","0.2","0","2","0.2","2.2","4","0.05","","0.05","0.8","0.4","0.8","0.4","0.04","0.02","0.4","0.2","100","9.090909091","50","","","0.666666667","1.333333333","0.666666667","1.333333333","6.666666667","13.33333333","","","7.333333333","14.66666667"
"","","GHP2014KMD-PT02","","","","","","","","","GHP2014KMD-PT02-00178","","","","","","10","6","6","3","2","6","1","1","","","1","4","4","4","5","6","0.3","0.4","1","0.7","1.7","8","0.15","0.066666667","0.0875","1.333333333","0.8","0.333333333","0.2","0.116666667","0.07","0.166666667","0.1","25","41.17647059","60","","","1","1.666666667","2.333333333","3.888888889","3.333333333","5.555555556","","","5.666666667","9.444444444"
