"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00187","","","","","","0","0","0","14","0","","","","3","7","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00188","","","","","","0","0","0","14","0","","","","2","8","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00189","","","","","","0","0","0","14","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00019","","","","3","1","6","0","6","14","5","2","4","5","4","5","0.8","0","2","0.8","2.8","6","0.133333333","","0.133333333","1","0.428571429","1","0.428571429","0.133333333","0.057142857","0.333333333","0.142857143","100","28.57142857","42.85714286","1.904761905","4.444444444","1.904761905","4.444444444","4.761904762","11.11111111","6.666666667","15.55555556"
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00190","","","","","","0","0","0","14","0","","","","2","8","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00191","","","","","","0","0","0","14","0","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00192","","","","","","0","0","0","14","0","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00193","","","","","","0","0","0","14","0","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00194","","","","","","0","0","0","14","0","","","","3","8","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00195","","","","","","0","0","0","14","0","","","","3","7","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00196","","","","","","0","0","0","14","0","","","","2","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00197","","","","","","0","0","0","14","0","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00198","","","","","","0","0","0","14","0","","","","2","8","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00199","","","","","","0","0","0","14","0","","","","2","8","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00002","","","","","","0","0","4","14","0","","","","1","9","0","0","","0","","0","","","","0","0","0","0","0","0","","","","","28.57142857","0","0","0","0","","","",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00020","","","","","","0","0","0","14","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00200","","","","4","1","13","5","8","14","8","1","5","5","5","3","1.6","0.2","10","1.8","11.8","18","0.123076923","0.04","0.1","2.25","1.285714286","1.625","0.928571429","0.225","0.128571429","1.25","0.714285714","72.22222222","15.25423729","57.14285714","3.80952381","6.666666667","4.285714286","7.5","23.80952381","41.66666667","28.0952381","49.16666667"
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00201","","","","","","0","0","0","14","0","","","","3","7","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00202","","","","","","0","0","0","14","0","","","","5","6","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00203","","","","","","0","0","0","14","0","","","","2","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00204","","","","","","0","0","0","14","0","","","","6","6","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00205","","","","3","1","6","8","9","14","5","1","6","5","7","3","0.9","0.2","10","1.1","11.1","14","0.15","0.025","0.078571429","1.555555556","1","0.666666667","0.428571429","0.122222222","0.078571429","1.111111111","0.714285714","42.85714286","9.90990991","64.28571429","2.142857143","3.333333333","2.619047619","4.074074074","23.80952381","37.03703704","26.42857143","41.11111111"
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00206","","","","","","0","0","0","14","0","","","","2","8","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00207","","","","","","0","0","0","14","0","","","","3","7","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00208","","","","","","0","0","0","14","0","","","","3","7","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00209","","","","","","0","0","0","14","0","","","","7","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00021","","","","","","0","0","0","14","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00210","","","","2","2","9","10","10","14","8","2","5","7","4","6","1.8","0.5","4","2.3","6.3","19","0.2","0.05","0.121052632","1.9","1.357142857","0.9","0.642857143","0.23","0.164285714","0.4","0.285714286","47.36842105","36.50793651","71.42857143","4.285714286","6","5.476190476","7.666666667","9.523809524","13.33333333","15","21"
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00211","","","","2","1","","","5","14","4","1","4","4","3","6","","","","","","","","","","","","","","","","","","","","35.71428571","","","","","","","",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00212","","","","","","0","0","0","14","0","","","","4","7","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00213","","","","2","1","5","4","7","14","4","2","5","6","7","4","1.4","0.3","8.5","1.7","10.2","9","0.28","0.075","0.188888889","1.285714286","0.642857143","0.714285714","0.357142857","0.242857143","0.121428571","1.214285714","0.607142857","55.55555556","16.66666667","50","3.333333333","6.666666667","4.047619048","8.095238095","20.23809524","40.47619048","24.28571429","48.57142857"
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00214","","","","","","0","0","0","14","0","","","","3","8","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00215","","","","","","0","0","0","14","0","","","","2","8","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00216","","","","","","0","0","0","14","0","","","","3","8","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00217","","","","","","0","0","0","14","0","","","","3","6","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00218","","","","","","0","0","0","14","0","","","","4","7","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00219","","","","2","2","6","12","8","14","4","2","5","4","4","4","0.6","0.6","3","1.2","4.2","18","0.1","0.05","0.066666667","2.25","1.285714286","0.75","0.428571429","0.15","0.085714286","0.375","0.214285714","33.33333333","28.57142857","57.14285714","1.428571429","2.5","2.857142857","5","7.142857143","12.5","10","17.5"
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00022","","","","","","0","0","0","14","0","","","","6","1","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00220","","","","","","0","0","0","14","0","","","","2","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00221","","","","","","0","0","0","14","0","","","","5","6","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00222","","","","","","0","0","0","14","0","","","","4","6","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00223","","","","","","0","0","0","14","0","","","","6","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00224","","","","","","0","0","0","14","0","","","","2","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00225","","","","","","0","0","0","14","0","","","","3","7","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00226","","","","","","0","0","0","14","0","","","","7","2","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00227","","","","","","0","0","0","14","0","","","","2","8","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00228","","","","","","0","0","0","14","0","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00229","","","","","","0","0","0","14","0","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00023","","","","","","0","0","0","14","0","","","","7","1","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00230","","","","","","0","0","0","14","0","","","","4","7","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00231","","","","2","2","7","7","9","14","5","2","6","7","7","2","0.6","0.4","14","1","15","14","0.085714286","0.057142857","0.071428571","1.555555556","1","0.777777778","0.5","0.111111111","0.071428571","1.555555556","1","50","6.666666667","64.28571429","1.428571429","2.222222222","2.380952381","3.703703704","33.33333333","51.85185185","35.71428571","55.55555556"
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00232","","","","","","0","0","0","14","0","","","","8","2","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00233","","","","3","2","8","6","6","14","4","2","5","7","5","4","1.8","0.8","5","2.6","7.6","14","0.225","0.133333333","0.185714286","2.333333333","1","1.333333333","0.571428571","0.433333333","0.185714286","0.833333333","0.357142857","57.14285714","34.21052632","42.85714286","4.285714286","10","6.19047619","14.44444444","11.9047619","27.77777778","18.0952381","42.22222222"
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00234","","","","","","0","0","0","14","0","","","","3","6","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00235","","","","","","0","0","0","14","0","","","","5","4","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00236","","","","","","0","0","0","14","0","","","","2","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00237","","","","","","0","0","0","14","0","","","","6","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00238","","","","","","0","0","0","14","0","","","","2","8","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00239","","","","","","0","0","0","14","0","","","","3","7","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00024","","","","","","0","0","0","14","0","","","","1","8","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00240","","","","","","0","0","0","14","0","","","","4","7","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00241","","","","","","0","0","0","14","0","","","","5","6","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00242","","","","","","0","0","0","14","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00243","","","","","","0","0","0","14","0","","","","2","8","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00244","","","","","","0","0","0","14","0","","","","4","7","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00245","","","","4","1","","","7","14","4","1","5","6","3","7","","","","","","","","","","","","","","","","","","","","50","","","","","","","",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00246","","","","","","0","0","0","14","0","","","","2","8","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00247","","","","","","0","0","0","14","0","","","","2","8","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00248","","","","","","0","0","0","14","0","","","","2","7","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00249","","","","","","0","0","0","14","0","","","","2","7","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00025","","","","","","0","0","0","14","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00250","","","","","","0","0","0","14","0","","","","4","6","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00251","","","","","","0","0","0","14","0","","","","4","4","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00252","","","","","","0","0","0","14","0","","","","4","5","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00253","","","","","","0","0","0","14","0","","","","3","6","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00254","","","","","","0","0","0","14","0","","","","3","7","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00255","","","","","","0","0","0","14","0","","","","6","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00256","","","","","","0","0","0","14","0","","","","2","8","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00257","","","","","","0","0","0","14","0","","","","3","7","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00258","","","","","","0","0","0","14","0","","","","3","8","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00259","","","","","","0","0","0","14","0","","","","7","4","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00026","","","","","","0","0","0","14","0","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00260","","","","","","0","0","0","14","0","","","","4","6","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00261","","","","","","0","0","0","14","0","","","","4","7","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00262","","","","","","0","0","0","14","0","","","","3","8","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00263","","","","","","0","0","0","14","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00264","","","","","","0","0","0","14","0","","","","5","4","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00265","","","","","","0","0","0","14","0","","","","2","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00266","","","","","","0","0","0","14","0","","","","3","8","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00267","","","","","","0","0","0","14","0","","","","3","8","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00268","","","","","","0","0","0","14","0","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00269","","","","","","0","0","0","14","0","","","","5","7","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00027","","","","","","0","0","0","14","0","","","","7","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00270","","","","","","0","0","0","14","0","","","","3","7","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00271","","","","","","0","0","0","14","0","","","","2","7","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00272","","","","","","0","0","0","14","0","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00273","","","","","","0","0","0","14","0","","","","6","4","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00274","","","","","","0","0","0","14","0","","","","3","8","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00275","","","","","","0","0","0","14","0","","","","5","2","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00276","","","","","","0","0","0","14","0","","","","3","8","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00277","","","","2","1","8","9","10","14","10","2","4","6","7","3","1.4","0.6","10","2","12","17","0.175","0.066666667","0.117647059","1.7","1.214285714","0.8","0.571428571","0.2","0.142857143","1","0.714285714","47.05882353","16.66666667","71.42857143","3.333333333","4.666666667","4.761904762","6.666666667","23.80952381","33.33333333","28.57142857","40"
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00278","","","","","","0","0","0","14","0","","","","5","7","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00279","","","","3","1","8","7","6","14","6","2","5","6","5","6","1.1","0.7","6.5","1.8","8.3","15","0.1375","0.1","0.12","2.5","1.071428571","1.333333333","0.571428571","0.3","0.128571429","1.083333333","0.464285714","53.33333333","21.68674699","42.85714286","2.619047619","6.111111111","4.285714286","10","15.47619048","36.11111111","19.76190476","46.11111111"
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00028","","","","","","0","0","0","14","0","","","","2","8","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00280","","","","2","1","19","15","10","14","10","1","6","7","7","3","3.6","0.2","17","3.8","20.8","34","0.189473684","0.013333333","0.111764706","3.4","2.428571429","1.9","1.357142857","0.38","0.271428571","1.7","1.214285714","55.88235294","18.26923077","71.42857143","8.571428571","12","9.047619048","12.66666667","40.47619048","56.66666667","49.52380952","69.33333333"
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00281","","","","","","0","0","0","14","0","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00282","","","","2","2","19","13","10","14","9","2","6","6","6","4","3.1","0.7","11","3.8","14.8","32","0.163157895","0.053846154","0.11875","3.2","2.285714286","1.9","1.357142857","0.38","0.271428571","1.1","0.785714286","59.375","25.67567568","71.42857143","7.380952381","10.33333333","9.047619048","12.66666667","26.19047619","36.66666667","35.23809524","49.33333333"
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00283","","","","1","1","3","5","10","14","5","1","5","5","8","3","0.7","0.5","9.5","1.2","10.7","8","0.233333333","0.1","0.15","0.8","0.571428571","0.3","0.214285714","0.12","0.085714286","0.95","0.678571429","37.5","11.21495327","71.42857143","1.666666667","2.333333333","2.857142857","4","22.61904762","31.66666667","25.47619048","35.66666667"
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00284","","","","1","2","","","6","14","4","1","5","4","5","6","","","","","","","","","","","","","","","","","","","","42.85714286","","","","","","","",""
